Time (ms),Stress at 0.00 mm (kPa),Stress at 0.24 mm (kPa),Stress at 0.45 mm (kPa),Stress at 0.66 mm (kPa),Stress at 0.86 mm (kPa),Stress at 1.05 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.46 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa)
2808,63.37714,66.843707,60.604795,51.691345,44.699164,37.03607,31.527546,24.349327,19.149545,11.278638,0,0,0,0
2809,63.387119,66.854232,60.614338,51.699484,44.706202,37.041901,31.53251,24.353161,19.15256,11.280414,0,0,0,0
2810,63.397098,66.864757,60.62388,51.707623,44.71324,37.047733,31.537474,24.356995,19.155576,11.28219,0,0,0,0
2811,63.407077,66.875281,60.633423,51.715763,44.720278,37.053564,31.542439,24.360829,19.158591,11.283966,0,0,0,0
2812,63.417056,66.885806,60.642965,51.723902,44.727316,37.059396,31.547403,24.364663,19.161606,11.285742,0,0,0,0
2813,63.427035,66.896331,60.652508,51.732041,44.734355,37.065227,31.552367,24.368497,19.164621,11.287518,0,0,0,0
2814,63.437014,66.906856,60.66205,51.74018,44.741393,37.071059,31.557331,24.372331,19.167636,11.289293,0,0,0,0
2815,63.446993,66.917381,60.671593,51.748319,44.748431,37.07689,31.562295,24.376165,19.170652,11.291069,0,0,0,0
2816,63.456972,66.927906,60.681135,51.756458,44.755469,37.082722,31.567259,24.379999,19.173667,11.292845,0,0,0,0
2817,63.466951,66.938431,60.690678,51.764597,44.762507,37.088553,31.572224,24.383833,19.176682,11.294621,0,0,0,0
2818,63.47693,66.948956,60.70022,51.772736,44.769545,37.094385,31.577188,24.387666,19.179697,11.296397,0,0,0,0
2819,63.486909,66.95948,60.709763,51.780875,44.776583,37.100216,31.582152,24.3915,19.182712,11.298173,0,0,0,0
2820,63.496888,66.970005,60.719305,51.789014,44.783621,37.106048,31.587116,24.395334,19.185728,11.299949,0,0,0,0
2821,63.506868,66.98053,60.728848,51.797153,44.790659,37.111879,31.59208,24.399168,19.188743,11.301725,0,0,0,0
2822,63.516847,66.991055,60.738391,51.805292,44.797698,37.117711,31.597045,24.403002,19.191758,11.3035,0,0,0,0
2823,63.526826,67.00158,60.747933,51.813431,44.804736,37.123542,31.602009,24.406836,19.194773,11.305276,0,0,0,0
2824,63.536805,67.012105,60.757476,51.82157,44.811774,37.129374,31.606973,24.41067,19.197788,11.307052,0,0,0,0
2825,63.546784,67.02263,60.767018,51.829709,44.818812,37.135205,31.611937,24.414504,19.200804,11.308828,0,0,0,0
2826,63.556763,67.033155,60.776561,51.837849,44.82585,37.141037,31.616901,24.418338,19.203819,11.310604,0,0,0,0
2827,63.566742,67.04368,60.786103,51.845988,44.832888,37.146868,31.621865,24.422172,19.206834,11.31238,0,0,0,0
2828,63.576721,67.054204,60.795646,51.854127,44.839926,37.1527,31.62683,24.426006,19.209849,11.314156,0,0,0,0
2829,63.5867,67.064729,60.805188,51.862266,44.846964,37.158531,31.631794,24.42984,19.212864,11.315932,0,0,0,0
2830,63.596679,67.075254,60.814731,51.870405,44.854002,37.164363,31.636758,24.433674,19.215879,11.317708,0,0,0,0
2831,63.606658,67.085779,60.824273,51.878544,44.861041,37.170195,31.641722,24.437508,19.218895,11.319483,0,0,0,0
2832,63.616637,67.096304,60.833816,51.886683,44.868079,37.176026,31.646686,24.441341,19.22191,11.321259,0,0,0,0
2833,63.626616,67.106829,60.843358,51.894822,44.875117,37.181858,31.65165,24.445175,19.224925,11.323035,0,0,0,0
2834,63.636595,67.117354,60.852901,51.902961,44.882155,37.187689,31.656615,24.449009,19.22794,11.324811,0,0,0,0
2835,63.646574,67.127879,60.862444,51.9111,44.889193,37.193521,31.661579,24.452843,19.230955,11.326587,0,0,0,0
2836,63.656553,67.138404,60.871986,51.919239,44.896231,37.199352,31.666543,24.456677,19.233971,11.328363,0,0,0,0
2837,63.666532,67.148928,60.881529,51.927378,44.903269,37.205184,31.671507,24.460511,19.236986,11.330139,0,0,0,0
2838,63.676511,67.159453,60.891071,51.935517,44.910307,37.211015,31.676471,24.464345,19.240001,11.331915,0,0,0,0
2839,63.686491,67.169978,60.900614,51.943656,44.917345,37.216847,31.681435,24.468179,19.243016,11.33369,0,0,0,0
2840,63.69647,67.180503,60.910156,51.951795,44.924384,37.222678,31.6864,24.472013,19.246031,11.335466,0,0,0,0
2841,63.706449,67.191028,60.919699,51.959935,44.931422,37.22851,31.691364,24.475847,19.249047,11.337242,0,0,0,0
2842,63.716428,67.201553,60.929241,51.968074,44.93846,37.234341,31.696328,24.479681,19.252062,11.339018,0,0,0,0
2843,63.726407,67.212078,60.938784,51.976213,44.945498,37.240173,31.701292,24.483515,19.255077,11.340794,0,0,0,0
2844,63.743793,67.230414,60.955409,51.990393,44.95776,37.250333,31.709941,24.490194,19.26033,11.343888,0,0,0,0
2845,63.761178,67.248751,60.972034,52.004572,44.970022,37.260492,31.718589,24.496874,19.265583,11.346982,0,0,0,0
2846,63.778563,67.267087,60.988659,52.018752,44.982283,37.270652,31.727238,24.503553,19.270836,11.350076,0,0,0,0
2847,63.795948,67.285423,61.005283,52.032932,44.994545,37.280811,31.735886,24.510232,19.276089,11.35317,0,0,0,0
2848,63.813334,67.303759,61.021908,52.047111,45.006806,37.290971,31.744535,24.516912,19.281342,11.356263,0,0,0,0
2849,63.830719,67.322095,61.038533,52.061291,45.019068,37.30113,31.753183,24.523591,19.286595,11.359357,0,0,0,0
2850,63.848104,67.340432,61.055158,52.075471,45.03133,37.31129,31.761832,24.53027,19.291848,11.362451,0,0,0,0
2851,63.865489,67.358768,61.071782,52.089651,45.043591,37.321449,31.77048,24.53695,19.297101,11.365545,0,0,0,0
2852,63.882875,67.377104,61.088407,52.10383,45.055853,37.331609,31.779129,24.543629,19.302354,11.368639,0,0,0,0
2853,63.90026,67.39544,61.105032,52.11801,45.068114,37.341768,31.787777,24.550309,19.307607,11.371733,0,0,0,0
2854,63.917645,67.413776,61.121657,52.13219,45.080376,37.351928,31.796425,24.556988,19.31286,11.374827,0,0,0,0
2855,63.93503,67.432113,61.138281,52.146369,45.092638,37.362087,31.805074,24.563667,19.318113,11.377921,0,0,0,0
2856,63.952416,67.450449,61.154906,52.160549,45.104899,37.372247,31.813722,24.570347,19.323366,11.381015,0,0,0,0
2857,63.969801,67.468785,61.171531,52.174729,45.117161,37.382406,31.822371,24.577026,19.328619,11.384109,0,0,0,0
2858,63.987186,67.487121,61.188156,52.188908,45.129423,37.392566,31.831019,24.583705,19.333872,11.387202,0,0,0,0
2859,64.004571,67.505457,61.204781,52.203088,45.141684,37.402725,31.839668,24.590385,19.339125,11.390296,0,0,0,0
2860,64.021957,67.523793,61.221405,52.217268,45.153946,37.412885,31.848316,24.597064,19.344378,11.39339,0,0,0,0
2861,64.039342,67.54213,61.23803,52.231447,45.166207,37.423044,31.856965,24.603743,19.349631,11.396484,0,0,0,0
2862,64.056727,67.560466,61.254655,52.245627,45.178469,37.433204,31.865613,24.610423,19.354884,11.399578,0,0,0,0
2863,64.074112,67.578802,61.27128,52.259807,45.190731,37.443364,31.874262,24.617102,19.360137,11.402672,0,0,0,0
2864,64.091498,67.597138,61.287904,52.273986,45.202992,37.453523,31.88291,24.623782,19.36539,11.405766,0,0,0,0
2865,64.108883,67.615474,61.304529,52.288166,45.215254,37.463683,31.891558,24.630461,19.370643,11.40886,0,0,0,0
2866,64.126268,67.633811,61.321154,52.302346,45.227516,37.473842,31.900207,24.63714,19.375896,11.411954,0,0,0,0
2867,64.143653,67.652147,61.337779,52.316525,45.239777,37.484002,31.908855,24.64382,19.381149,11.415047,0,0,0,0
2868,64.161039,67.670483,61.354403,52.330705,45.252039,37.494161,31.917504,24.650499,19.386402,11.418141,0,0,0,0
2869,64.178424,67.688819,61.371028,52.344885,45.2643,37.504321,31.926152,24.657178,19.391655,11.421235,0,0,0,0
2870,64.195809,67.707155,61.387653,52.359064,45.276562,37.51448,31.934801,24.663858,19.396908,11.424329,0,0,0,0
2871,64.213195,67.725492,61.404278,52.373244,45.288824,37.52464,31.943449,24.670537,19.402161,11.427423,0,0,0,0
2872,64.23058,67.743828,61.420902,52.387424,45.301085,37.534799,31.952098,24.677217,19.407414,11.430517,0,0,0,0
2873,64.247965,67.762164,61.437527,52.401603,45.313347,37.544959,31.960746,24.683896,19.412667,11.433611,0,0,0,0
2874,64.26535,67.7805,61.454152,52.415783,45.325609,37.555118,31.969395,24.690575,19.41792,11.436705,0,0,0,0
2875,64.282736,67.798836,61.470777,52.429963,45.33787,37.565278,31.978043,24.697255,19.423173,11.439799,0,0,0,0
2876,64.300121,67.817172,61.487402,52.444142,45.350132,37.575437,31.986692,24.703934,19.428426,11.442892,0,0,0,0
2877,64.317506,67.835509,61.504026,52.458322,45.362393,37.585597,31.99534,24.710613,19.433679,11.445986,0,0,0,0
2878,64.334891,67.853845,61.520651,52.472502,45.374655,37.595756,32.003988,24.717293,19.438932,11.44908,0,0,0,0
2879,64.352277,67.872181,61.537276,52.486682,45.386917,37.605916,32.012637,24.723972,19.444185,11.452174,0,0,0,0
2880,64.369662,67.890517,61.553901,52.500861,45.399178,37.616075,32.021285,24.730652,19.449438,11.455268,0,0,0,0
2881,64.387047,67.908853,61.570525,52.515041,45.41144,37.626235,32.029934,24.737331,19.454691,11.458362,0,0,0,0
2882,64.404432,67.92719,61.58715,52.529221,45.423702,37.636395,32.038582,24.74401,19.459944,11.461456,0,0,0,0
2883,64.421818,67.945526,61.603775,52.5434,45.435963,37.646554,32.047231,24.75069,19.465197,11.46455,0,0,0,0
2884,64.439203,67.963862,61.6204,52.55758,45.448225,37.656714,32.055879,24.757369,19.47045,11.467644,0,0,0,0
2885,64.456588,67.982198,61.637024,52.57176,45.460486,37.666873,32.064528,24.764048,19.475703,11.470738,0,0,0,0
2886,64.473973,68.000534,61.653649,52.585939,45.472748,37.677033,32.073176,24.770728,19.480956,11.473831,0,0,0,0
2887,64.491359,68.018871,61.670274,52.600119,45.48501,37.687192,32.081825,24.777407,19.486209,11.476925,0,0,0,0
2888,64.508744,68.037207,61.686899,52.614299,45.497271,37.697352,32.090473,24.784086,19.491462,11.480019,0,0,0,0
2889,64.526129,68.055543,61.703523,52.628478,45.509533,37.707511,32.099121,24.790766,19.496715,11.483113,0,0,0,0
2890,64.543514,68.073879,61.720148,52.642658,45.521795,37.717671,32.10777,24.797445,19.501968,11.486207,0,0,0,0
2891,64.5609,68.092215,61.736773,52.656838,45.534056,37.72783,32.116418,24.804125,19.507221,11.489301,0,0,0,0
2892,64.578285,68.110551,61.753398,52.671017,45.546318,37.73799,32.125067,24.810804,19.512474,11.492395,0,0,0,0
2893,64.59567,68.128888,61.770023,52.685197,45.558579,37.748149,32.133715,24.817483,19.517727,11.495489,0,0,0,0
2894,64.613055,68.147224,61.786647,52.699377,45.570841,37.758309,32.142364,24.824163,19.52298,11.498583,0,0,0,0
2895,64.630441,68.16556,61.803272,52.713556,45.583103,37.768468,32.151012,24.830842,19.528233,11.501676,0,0,0,0
2896,64.647826,68.183896,61.819897,52.727736,45.595364,37.778628,32.159661,24.837521,19.533486,11.50477,0,0,0,0
2897,64.665211,68.202232,61.836522,52.741916,45.607626,37.788787,32.168309,24.844201,19.538739,11.507864,0,0,0,0
2898,64.682597,68.220569,61.853146,52.756095,45.619887,37.798947,32.176958,24.85088,19.543992,11.510958,0,0,0,0
2899,64.699982,68.238905,61.869771,52.770275,45.632149,37.809106,32.185606,24.85756,19.549245,11.514052,0,0,0,0
2900,64.717367,68.257241,61.886396,52.784455,45.644411,37.819266,32.194255,24.864239,19.554498,11.517146,0,0,0,0
2901,64.734752,68.275577,61.903021,52.798634,45.656672,37.829426,32.202903,24.870918,19.559751,11.52024,0,0,0,0
2902,64.752138,68.293913,61.919645,52.812814,45.668934,37.839585,32.211551,24.877598,19.565004,11.523334,0,0,0,0
2903,64.769523,68.31225,61.93627,52.826994,45.681196,37.849745,32.2202,24.884277,19.570257,11.526428,0,0,0,0
2904,64.786908,68.330586,61.952895,52.841173,45.693457,37.859904,32.228848,24.890956,19.57551,11.529521,0,0,0,0
2905,64.804293,68.348922,61.96952,52.855353,45.705719,37.870064,32.237497,24.897636,19.580763,11.532615,0,0,0,0
2906,64.821679,68.367258,61.986144,52.869533,45.71798,37.880223,32.246145,24.904315,19.586016,11.535709,0,0,0,0
2907,64.839064,68.385594,62.002769,52.883712,45.730242,37.890383,32.254794,24.910995,19.591269,11.538803,0,0,0,0
2908,64.856449,68.40393,62.019394,52.897892,45.742504,37.900542,32.263442,24.917674,19.596522,11.541897,0,0,0,0
2909,64.873834,68.422267,62.036019,52.912072,45.754765,37.910702,32.272091,24.924353,19.601775,11.544991,0,0,0,0
2910,64.89122,68.440603,62.052644,52.926252,45.767027,37.920861,32.280739,24.931033,19.607028,11.548085,0,0,0,0
2911,64.908605,68.458939,62.069268,52.940431,45.779289,37.931021,32.289388,24.937712,19.612281,11.551179,0,0,0,0
2912,64.92599,68.477275,62.085893,52.954611,45.79155,37.94118,32.298036,24.944391,19.617534,11.554273,0,0,0,0
2913,64.943375,68.495611,62.102518,52.968791,45.803812,37.95134,32.306685,24.951071,19.622787,11.557367,0,0,0,0
2914,64.960761,68.513948,62.119143,52.98297,45.816073,37.961499,32.315333,24.95775,19.62804,11.56046,0,0,0,0
2915,64.978146,68.532284,62.135767,52.99715,45.828335,37.971659,32.323981,24.964429,19.633293,11.563554,0,0,0,0
2916,64.995531,68.55062,62.152392,53.01133,45.840597,37.981818,32.33263,24.971109,19.638546,11.566648,0,0,0,0
2917,65.012916,68.568956,62.169017,53.025509,45.852858,37.991978,32.341278,24.977788,19.643799,11.569742,0,0,0,0
2918,65.030302,68.587292,62.185642,53.039689,45.86512,38.002137,32.349927,24.984468,19.649052,11.572836,0,0,0,0
2919,65.047687,68.605629,62.202266,53.053869,45.877382,38.012297,32.358575,24.991147,19.654305,11.57593,0,0,0,0
2920,65.065072,68.623965,62.218891,53.068048,45.889643,38.022456,32.367224,24.997826,19.659558,11.579024,0,0,0,0
2921,65.082457,68.642301,62.235516,53.082228,45.901905,38.032616,32.375872,25.004506,19.664811,11.582118,0,0,0,0
2922,65.099843,68.660637,62.252141,53.096408,45.914166,38.042776,32.384521,25.011185,19.670064,11.585212,0,0,0,0
2923,65.117228,68.678973,62.268765,53.110587,45.926428,38.052935,32.393169,25.017864,19.675317,11.588305,0,0,0,0
2924,65.134613,68.69731,62.28539,53.124767,45.93869,38.063095,32.401818,25.024544,19.68057,11.591399,0,0,0,0
2925,65.151999,68.715646,62.302015,53.138947,45.950951,38.073254,32.410466,25.031223,19.685823,11.594493,0,0,0,0
2926,65.169384,68.733982,62.31864,53.153126,45.963213,38.083414,32.419114,25.037903,19.691076,11.597587,0,0,0,0
2927,65.186769,68.752318,62.335265,53.167306,45.975475,38.093573,32.427763,25.044582,19.696329,11.600681,0,0,0,0
2928,65.204154,68.770654,62.351889,53.181486,45.987736,38.103733,32.436411,25.051261,19.701582,11.603775,0,0,0,0
2929,65.22154,68.78899,62.368514,53.195665,45.999998,38.113892,32.44506,25.057941,19.706835,11.606869,0,0,0,0
2930,65.238925,68.807327,62.385139,53.209845,46.012259,38.124052,32.453708,25.06462,19.712088,11.609963,0,0,0,0
2931,65.25631,68.825663,62.401764,53.224025,46.024521,38.134211,32.462357,25.071299,19.717341,11.613057,0,0,0,0
2932,65.273695,68.843999,62.418388,53.238204,46.036783,38.144371,32.471005,25.077979,19.722594,11.61615,0,0,0,0
2933,65.291081,68.862335,62.435013,53.252384,46.049044,38.15453,32.479654,25.084658,19.727847,11.619244,0,0,0,0
2934,65.308466,68.880671,62.451638,53.266564,46.061306,38.16469,32.488302,25.091337,19.7331,11.622338,0,0,0,0
2935,65.325851,68.899008,62.468263,53.280743,46.073568,38.174849,32.496951,25.098017,19.738353,11.625432,0,0,0,0
2936,65.343236,68.917344,62.484887,53.294923,46.085829,38.185009,32.505599,25.104696,19.743606,11.628526,0,0,0,0
2937,65.360622,68.93568,62.501512,53.309103,46.098091,38.195168,32.514248,25.111376,19.748859,11.63162,0,0,0,0
2938,65.378007,68.954016,62.518137,53.323283,46.110352,38.205328,32.522896,25.118055,19.754112,11.634714,0,0,0,0
2939,65.395392,68.972352,62.534762,53.337462,46.122614,38.215487,32.531544,25.124734,19.759365,11.637808,0,0,0,0
2940,65.412777,68.990689,62.551387,53.351642,46.134876,38.225647,32.540193,25.131414,19.764618,11.640902,0,0,0,0
2941,65.430163,69.009025,62.568011,53.365822,46.147137,38.235807,32.548841,25.138093,19.769871,11.643995,0,0,0,0
2942,65.447548,69.027361,62.584636,53.380001,46.159399,38.245966,32.55749,25.144772,19.775124,11.647089,0,0,0,0
2943,65.464933,69.045697,62.601261,53.394181,46.171661,38.256126,32.566138,25.151452,19.780377,11.650183,0,0,0,0
2944,65.482318,69.064033,62.617886,53.408361,46.183922,38.266285,32.574787,25.158131,19.78563,11.653277,0,0,0,0
2945,65.499704,69.082369,62.63451,53.42254,46.196184,38.276445,32.583435,25.164811,19.790883,11.656371,0,0,0,0
2946,65.517089,69.100706,62.651135,53.43672,46.208445,38.286604,32.592084,25.17149,19.796136,11.659465,0,0,0,0
2947,65.534474,69.119042,62.66776,53.4509,46.220707,38.296764,32.600732,25.178169,19.801389,11.662559,0,0,0,0
2948,65.551859,69.137378,62.684385,53.465079,46.232969,38.306923,32.609381,25.184849,19.806642,11.665653,0,0,0,0
2949,65.569245,69.155714,62.701009,53.479259,46.24523,38.317083,32.618029,25.191528,19.811895,11.668747,0,0,0,0
2950,65.58663,69.17405,62.717634,53.493439,46.257492,38.327242,32.626677,25.198207,19.817148,11.671841,0,0,0,0
2951,65.604015,69.192387,62.734259,53.507618,46.269753,38.337402,32.635326,25.204887,19.822401,11.674934,0,0,0,0
2952,65.621401,69.210723,62.750884,53.521798,46.282015,38.347561,32.643974,25.211566,19.827654,11.678028,0,0,0,0
2953,65.638786,69.229059,62.767508,53.535978,46.294277,38.357721,32.652623,25.218246,19.832907,11.681122,0,0,0,0
2954,65.650376,69.241283,62.778592,53.545431,46.302451,38.364494,32.658389,25.222698,19.836409,11.683185,0,0,0,0
2955,65.661966,69.253507,62.789675,53.554884,46.310625,38.371267,32.664154,25.227151,19.839911,11.685247,0,0,0,0
2956,65.673556,69.265731,62.800757,53.564337,46.3188,38.37804,32.669919,25.231604,19.843412,11.68731,0,0,0,0
2957,65.685146,69.277955,62.81184,53.573789,46.326974,38.384812,32.675685,25.236057,19.846914,11.689372,0,0,0,0
2958,65.696735,69.290178,62.822923,53.583242,46.335148,38.391585,32.68145,25.24051,19.850416,11.691435,0,0,0,0
2959,65.708325,69.302402,62.834006,53.592695,46.343322,38.398358,32.687216,25.244962,19.853918,11.693498,0,0,0,0
2960,65.719915,69.314626,62.845089,53.602148,46.351496,38.405131,32.692981,25.249415,19.85742,11.69556,0,0,0,0
2961,65.731505,69.32685,62.856172,53.611601,46.359671,38.411904,32.698747,25.253868,19.860922,11.697623,0,0,0,0
2962,65.743095,69.339074,62.867255,53.621054,46.367845,38.418677,32.704512,25.258321,19.864424,11.699685,0,0,0,0
2963,65.754685,69.351297,62.878338,53.630507,46.376019,38.425449,32.710278,25.262774,19.867926,11.701748,0,0,0,0
2964,65.766275,69.363521,62.88942,53.63996,46.384193,38.432222,32.716043,25.267226,19.871428,11.70381,0,0,0,0
2965,65.777865,69.375745,62.900503,53.649412,46.392367,38.438995,32.721809,25.271679,19.87493,11.705873,0,0,0,0
2966,65.789454,69.387969,62.911586,53.658865,46.400542,38.445768,32.727574,25.276132,19.878431,11.707935,0,0,0,0
2967,65.801044,69.400193,62.922669,53.668318,46.408716,38.452541,32.73334,25.280585,19.881933,11.709998,0,0,0,0
2968,65.812634,69.412416,62.933752,53.677771,46.41689,38.459314,32.739105,25.285038,19.885435,11.71206,0,0,0,0
2969,65.824224,69.42464,62.944835,53.687224,46.425064,38.466086,32.744871,25.28949,19.888937,11.714123,0,0,0,0
2970,65.835814,69.436864,62.955918,53.696677,46.433238,38.472859,32.750636,25.293943,19.892439,11.716185,0,0,0,0
2971,65.847404,69.449088,62.967001,53.70613,46.441413,38.479632,32.756402,25.298396,19.895941,11.718248,0,0,0,0
2972,65.858994,69.461312,62.978084,53.715582,46.449587,38.486405,32.762167,25.302849,19.899443,11.720311,0,0,0,0
2973,65.870583,69.473535,62.989166,53.725035,46.457761,38.493178,32.767933,25.307302,19.902945,11.722373,0,0,0,0
2974,65.882173,69.485759,63.000249,53.734488,46.465935,38.499951,32.773698,25.311754,19.906447,11.724436,0,0,0,0
2975,65.893763,69.497983,63.011332,53.743941,46.474109,38.506723,32.779464,25.316207,19.909949,11.726498,0,0,0,0
2976,65.905353,69.510207,63.022415,53.753394,46.482283,38.513496,32.785229,25.32066,19.913451,11.728561,0,0,0,0
2977,65.916943,69.52243,63.033498,53.762847,46.490458,38.520269,32.790995,25.325113,19.916952,11.730623,0,0,0,0
2978,65.928533,69.534654,63.044581,53.7723,46.498632,38.527042,32.79676,25.329566,19.920454,11.732686,0,0,0,0
2979,65.940123,69.546878,63.055664,53.781752,46.506806,38.533815,32.802526,25.334018,19.923956,11.734748,0,0,0,0
2980,65.951712,69.559102,63.066747,53.791205,46.51498,38.540588,32.808291,25.338471,19.927458,11.736811,0,0,0,0
2981,65.963302,69.571326,63.077829,53.800658,46.523154,38.54736,32.814057,25.342924,19.93096,11.738873,0,0,0,0
2982,65.974892,69.583549,63.088912,53.810111,46.531329,38.554133,32.819822,25.347377,19.934462,11.740936,0,0,0,0
2983,65.986482,69.595773,63.099995,53.819564,46.539503,38.560906,32.825588,25.351829,19.937964,11.742998,0,0,0,0
2984,65.998072,69.607997,63.111078,53.829017,46.547677,38.567679,32.831353,25.356282,19.941466,11.745061,0,0,0,0
2985,66.009662,69.620221,63.122161,53.83847,46.555851,38.574452,32.837119,25.360735,19.944968,11.747124,0,0,0,0
2986,66.021252,69.632445,63.133244,53.847923,46.564025,38.581225,32.842884,25.365188,19.94847,11.749186,0,0,0,0
2987,66.032841,69.644668,63.144327,53.857375,46.5722,38.587997,32.848649,25.369641,19.951971,11.751249,0,0,0,0
2988,66.044431,69.656892,63.15541,53.866828,46.580374,38.59477,32.854415,25.374093,19.955473,11.753311,0,0,0,0
2989,66.056021,69.669116,63.166492,53.876281,46.588548,38.601543,32.86018,25.378546,19.958975,11.755374,0,0,0,0
2990,66.067611,69.68134,63.177575,53.885734,46.596722,38.608316,32.865946,25.382999,19.962477,11.757436,0,0,0,0
2991,66.079201,69.693564,63.188658,53.895187,46.604896,38.615089,32.871711,25.387452,19.965979,11.759499,0,0,0,0
2992,66.090791,69.705787,63.199741,53.90464,46.613071,38.621862,32.877477,25.391905,19.969481,11.761561,0,0,0,0
2993,66.102381,69.718011,63.210824,53.914093,46.621245,38.628634,32.883242,25.396357,19.972983,11.763624,0,0,0,0
2994,66.11397,69.730235,63.221907,53.923545,46.629419,38.635407,32.889008,25.40081,19.976485,11.765686,0,0,0,0
2995,66.12556,69.742459,63.23299,53.932998,46.637593,38.64218,32.894773,25.405263,19.979987,11.767749,0,0,0,0
2996,66.13715,69.754683,63.244073,53.942451,46.645767,38.648953,32.900539,25.409716,19.983489,11.769811,0,0,0,0
2997,66.14874,69.766906,63.255155,53.951904,46.653942,38.655726,32.906304,25.414169,19.98699,11.771874,0,0,0,0
2998,66.16033,69.77913,63.266238,53.961357,46.662116,38.662499,32.91207,25.418621,19.990492,11.773937,0,0,0,0
2999,66.17192,69.791354,63.277321,53.97081,46.67029,38.669271,32.917835,25.423074,19.993994,11.775999,0,0,0,0
3000,66.18351,69.803578,63.288404,53.980263,46.678464,38.676044,32.923601,25.427527,19.997496,11.778062,0,0,0,0
3001,66.195099,69.815802,63.299487,53.989715,46.686638,38.682817,32.929366,25.43198,20.000998,11.780124,0,0,0,0
3002,66.206689,69.828025,63.31057,53.999168,46.694813,38.68959,32.935132,25.436433,20.0045,11.782187,0,0,0,0
3003,66.218279,69.840249,63.321653,54.008621,46.702987,38.696363,32.940897,25.440885,20.008002,11.784249,0,0,0,0
3004,66.229869,69.852473,63.332736,54.018074,46.711161,38.703136,32.946663,25.445338,20.011504,11.786312,0,0,0,0
3005,66.241459,69.864697,63.343818,54.027527,46.719335,38.709908,32.952428,25.449791,20.015006,11.788374,0,0,0,0
3006,66.253049,69.876921,63.354901,54.03698,46.727509,38.716681,32.958194,25.454244,20.018508,11.790437,0,0,0,0
3007,66.264639,69.889144,63.365984,54.046433,46.735683,38.723454,32.963959,25.458697,20.022009,11.792499,0,0,0,0
3008,66.276228,69.901368,63.377067,54.055885,46.743858,38.730227,32.969725,25.463149,20.025511,11.794562,0,0,0,0
3009,66.287818,69.913592,63.38815,54.065338,46.752032,38.737,32.97549,25.467602,20.029013,11.796624,0,0,0,0
3010,66.299408,69.925816,63.399233,54.074791,46.760206,38.743773,32.981256,25.472055,20.032515,11.798687,0,0,0,0
3011,66.310998,69.93804,63.410316,54.084244,46.76838,38.750545,32.987021,25.476508,20.036017,11.80075,0,0,0,0
3012,66.322588,69.950263,63.421399,54.093697,46.776554,38.757318,32.992787,25.48096,20.039519,11.802812,0,0,0,0
3013,66.334178,69.962487,63.432481,54.10315,46.784729,38.764091,32.998552,25.485413,20.043021,11.804875,0,0,0,0
3014,66.345768,69.974711,63.443564,54.112603,46.792903,38.770864,33.004318,25.489866,20.046523,11.806937,0,0,0,0
3015,66.357357,69.986935,63.454647,54.122056,46.801077,38.777637,33.010083,25.494319,20.050025,11.809,0,0,0,0
3016,66.368947,69.999159,63.46573,54.131508,46.809251,38.78441,33.015848,25.498772,20.053527,11.811062,0,0,0,0
3017,66.380537,70.011382,63.476813,54.140961,46.817425,38.791182,33.021614,25.503224,20.057028,11.813125,0,0,0,0
3018,66.392127,70.023606,63.487896,54.150414,46.8256,38.797955,33.027379,25.507677,20.06053,11.815187,0,0,0,0
3019,66.403717,70.03583,63.498979,54.159867,46.833774,38.804728,33.033145,25.51213,20.064032,11.81725,0,0,0,0
3020,66.415307,70.048054,63.510062,54.16932,46.841948,38.811501,33.03891,25.516583,20.067534,11.819312,0,0,0,0
3021,66.426897,70.060277,63.521145,54.178773,46.850122,38.818274,33.044676,25.521036,20.071036,11.821375,0,0,0,0
3022,66.438487,70.072501,63.532227,54.188226,46.858296,38.825047,33.050441,25.525488,20.074538,11.823437,0,0,0,0
3023,66.450076,70.084725,63.54331,54.197678,46.866471,38.831819,33.056207,25.529941,20.07804,11.8255,0,0,0,0
3024,66.461666,70.096949,63.554393,54.207131,46.874645,38.838592,33.061972,25.534394,20.081542,11.827563,0,0,0,0
3025,66.473256,70.109173,63.565476,54.216584,46.882819,38.845365,33.067738,25.538847,20.085044,11.829625,0,0,0,0
3026,66.484846,70.121396,63.576559,54.226037,46.890993,38.852138,33.073503,25.5433,20.088546,11.831688,0,0,0,0
3027,66.496436,70.13362,63.587642,54.23549,46.899167,38.858911,33.079269,25.547752,20.092048,11.83375,0,0,0,0
3028,66.508026,70.145844,63.598725,54.244943,46.907342,38.865684,33.085034,25.552205,20.095549,11.835813,0,0,0,0
3029,66.519616,70.158068,63.609808,54.254396,46.915516,38.872456,33.0908,25.556658,20.099051,11.837875,0,0,0,0
3030,66.531205,70.170292,63.62089,54.263848,46.92369,38.879229,33.096565,25.561111,20.102553,11.839938,0,0,0,0
3031,66.542795,70.182515,63.631973,54.273301,46.931864,38.886002,33.102331,25.565564,20.106055,11.842,0,0,0,0
3032,66.554385,70.194739,63.643056,54.282754,46.940038,38.892775,33.108096,25.570016,20.109557,11.844063,0,0,0,0
