X coord (mm),Y coord (mm)
7.94645,6.44402
5.83181,0.0722299
8.34738,0.0263088
11.3698,0.367502
2.47788,2.53497
5.52112,2.47871
8.49594,2.49678
11.5438,2.47229
14.4941,2.51537
0.362393,5.87593
2.50706,5.47545
5.52779,5.4947
8.51027,5.44531
11.4638,5.46669
14.5429,5.44903
3.09313,7.78378
5.44781,8.50397
8.55564,8.53305
11.4775,8.50997
14.4778,8.45968
