Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa)
17,-1.803219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1418363,-0.47595166,-0.1621662,0,0,0,0,0,-0.070833282,-0.61590789,-1.3467361,-0.34988862,0,0,0,0,0,0,-0.033080886,-0.07644826,0,0,0,0,0,0,0,0,0,0,0
18,-1.7606255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13848601,-0.46470931,-0.1583357,0,0,0,0,0,-0.069160144,-0.60135965,-1.3149252,-0.34162398,0,0,0,0,0,0,-0.03229949,-0.074642491,0,0,0,0,0,0,0,0,0,0,0
19,-1.718032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13513573,-0.45346695,-0.15450521,0,0,0,0,0,-0.067487005,-0.58681142,-1.2831142,-0.33335933,0,0,0,0,0,0,-0.031518093,-0.072836723,0,0,0,0,0,0,0,0,0,0,0
20,-1.6754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13178544,-0.4422246,-0.15067471,0,0,0,0,0,-0.065813867,-0.57226319,-1.2513032,-0.32509468,0,0,0,0,0,0,-0.030736696,-0.071030954,0,0,0,0,0,0,0,0,0,0,0
21,-1.6328451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12843516,-0.43098224,-0.14684422,0,0,0,0,0,-0.064140729,-0.55771496,-1.2194922,-0.31683004,0,0,0,0,0,0,-0.029955299,-0.069225186,0,0,0,0,0,0,0,0,0,0,0
22,-1.5902517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12508487,-0.41973989,-0.14301373,0,0,0,0,0,-0.06246759,-0.54316672,-1.1876813,-0.30856539,0,0,0,0,0,0,-0.029173903,-0.067419417,0,0,0,0,0,0,0,0,0,0,0
23,-1.5476582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12173458,-0.40849753,-0.13918323,0,0,0,0,0,-0.060794452,-0.52861849,-1.1558703,-0.30030074,0,0,0,0,0,0,-0.028392506,-0.065613649,0,0,0,0,0,0,0,0,0,0,0
24,-1.5050647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1183843,-0.39725517,-0.13535274,0,0,0,0,0,-0.059121314,-0.51407026,-1.1240593,-0.2920361,0,0,0,0,0,0,-0.027611109,-0.06380788,0,0,0,0,0,0,0,0,0,0,0
25,-1.4624713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11503401,-0.38601282,-0.13152224,0,0,0,0,0,-0.057448176,-0.49952203,-1.0922483,-0.28377145,0,0,0,0,0,0,-0.026829712,-0.062002112,0,0,0,0,0,0,0,0,0,0,0
26,-1.4198778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11168373,-0.37477046,-0.12769175,0,0,0,0,0,-0.055775037,-0.48497379,-1.0604374,-0.2755068,0,0,0,0,0,0,-0.026048315,-0.060196343,0,0,0,0,0,0,0,0,0,0,0
27,-1.3772843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10833344,-0.36352811,-0.12386125,0,0,0,0,0,-0.054101899,-0.47042556,-1.0286264,-0.26724216,0,0,0,0,0,0,-0.025266919,-0.058390575,0,0,0,0,0,0,0,0,0,0,0
28,-1.3346909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10498316,-0.35228575,-0.12003076,0,0,0,0,0,-0.052428761,-0.45587733,-0.99681541,-0.25897751,0,0,0,0,0,0,-0.024485522,-0.056584806,0,0,0,0,0,0,0,0,0,0,0
29,-1.2920974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10163287,-0.3410434,-0.11620027,0,0,0,0,0,-0.050755622,-0.4413291,-0.96500444,-0.25071286,0,0,0,0,0,0,-0.023704125,-0.054779038,0,0,0,0,0,0,0,0,0,0,0
30,-1.249504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098282583,-0.32980104,-0.11236977,0,0,0,0,0,-0.049082484,-0.42678086,-0.93319346,-0.24244822,0,0,0,0,0,0,-0.022922728,-0.052973269,0,0,0,0,0,0,0,0,0,0,0
31,-1.2069049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094931856,-0.3185572,-0.10853877,0,0,0,0,0,-0.047409125,-0.41223071,-0.90137829,-0.23418248,0,0,0,0,0,0,-0.022141229,-0.051167262,0,0,0,0,0,0,0,0,0,0,0
32,-1.1087329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.087209914,-0.29264514,-0.099710019,0,0,0,0,0,-0.043552775,-0.37869907,-0.82805843,-0.21513362,0,0,0,0,0,0,-0.020340218,-0.047005218,0,0,0,0,0,0,0,0,0,0,0
33,-1.0105609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079487973,-0.26673308,-0.090881264,0,0,0,0,0,-0.039696425,-0.34516742,-0.75473857,-0.19608476,0,0,0,0,0,0,-0.018539208,-0.042843174,0,0,0,0,0,0,0,0,0,0,0
34,-0.91238893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071766032,-0.24082102,-0.08205251,0,0,0,0,0,-0.035840075,-0.31163577,-0.68141871,-0.17703591,0,0,0,0,0,0,-0.016738197,-0.038681129,0,0,0,0,0,0,0,0,0,0,0
35,-0.81421695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06404409,-0.21490896,-0.073223756,0,0,0,0,0,-0.031983724,-0.27810413,-0.60809886,-0.15798705,0,0,0,0,0,0,-0.014937187,-0.034519085,0,0,0,0,0,0,0,0,0,0,0
36,-0.71604496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056322149,-0.1889969,-0.064395001,0,0,0,0,0,-0.028127374,-0.24457248,-0.534779,-0.13893819,0,0,0,0,0,0,-0.013136176,-0.030357041,0,0,0,0,0,0,0,0,0,0,0
37,-0.61787298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048600208,-0.16308484,-0.055566247,0,0,0,0,0,-0.024271024,-0.21104084,-0.46145914,-0.11988934,0,0,0,0,0,0,-0.011335166,-0.026194996,0,0,0,0,0,0,0,0,0,0,0
38,-0.51970099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040878267,-0.13717278,-0.046737493,0,0,0,0,0,-0.020414674,-0.17750919,-0.38813928,-0.10084048,0,0,0,0,0,0,-0.0095341552,-0.022032952,0,0,0,0,0,0,0,0,0,0,0
39,-0.42152901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033156325,-0.11126072,-0.037908738,0,0,0,0,0,-0.016558324,-0.14397755,-0.31481942,-0.081791622,0,0,0,0,0,0,-0.0077331447,-0.017870907,0,0,0,0,0,0,0,0,0,0,0
40,-0.32335702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025434384,-0.085348655,-0.029079984,0,0,0,0,0,-0.012701973,-0.1104459,-0.24149956,-0.062742765,0,0,0,0,0,0,-0.0059321342,-0.013708863,0,0,0,0,0,0,0,0,0,0,0
41,-0.22518504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017712443,-0.059436594,-0.02025123,0,0,0,0,0,-0.0088456231,-0.076914254,-0.1681797,-0.043693908,0,0,0,0,0,0,-0.0041311237,-0.0095468186,0,0,0,0,0,0,0,0,0,0,0
42,-0.12701305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099905015,-0.033524534,-0.011422475,0,0,0,0,0,-0.0049892729,-0.043382608,-0.094859845,-0.024645051,0,0,0,0,0,0,-0.0023301133,-0.0053847742,0,0,0,0,0,0,0,0,0,0,0
43,-0.02884107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0022685602,-0.0076124729,-0.0025937209,0,0,0,0,0,-0.0011329227,-0.0098509627,-0.021539986,-0.0055961936,0,0,0,0,0,0,-0.00052910278,-0.0012227298,0,0,0,0,0,0,0,0,0,0,0
44,0.069330914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054533811,0.018299588,0.0062350335,0,0,0,0,0,0.0027234275,0.023680683,0.051779872,0.013452664,0,0,0,0,0,0,0.0012719077,0.0029393145,0,0,0,0,0,0,0,0,0,0,0
45,0.1675029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013175322,0.044211649,0.015063788,0,0,0,0,0,0.0065797777,0.057212329,0.12509973,0.032501521,0,0,0,0,0,0,0.0030729182,0.0071013589,0,0,0,0,0,0,0,0,0,0,0
46,0.26567488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020897264,0.070123709,0.023892542,0,0,0,0,0,0.010436128,0.090743974,0.19841959,0.051550378,0,0,0,0,0,0,0.0048739287,0.011263403,0,0,0,0,0,0,0,0,0,0,0
47,0.36384687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028619205,0.09603577,0.032721297,0,0,0,0,0,0.014292478,0.12427562,0.27173945,0.070599235,0,0,0,0,0,0,0.0066749391,0.015425448,0,0,0,0,0,0,0,0,0,0,0
48,0.46201885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036341146,0.12194783,0.041550051,0,0,0,0,0,0.018148828,0.15780727,0.34505931,0.089648092,0,0,0,0,0,0,0.0084759496,0.019587492,0,0,0,0,0,0,0,0,0,0,0
49,0.56019084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044063088,0.14785989,0.050378805,0,0,0,0,0,0.022005179,0.19133891,0.41837917,0.10869695,0,0,0,0,0,0,0.01027696,0.023749536,0,0,0,0,0,0,0,0,0,0,0
50,0.65836282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051785029,0.17377195,0.05920756,0,0,0,0,0,0.025861529,0.22487056,0.49169902,0.12774581,0,0,0,0,0,0,0.012077971,0.027911581,0,0,0,0,0,0,0,0,0,0,0
51,0.7565348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05950697,0.19968401,0.068036314,0,0,0,0,0,0.029717879,0.2584022,0.56501888,0.14679466,0,0,0,0,0,0,0.013878981,0.032073625,0,0,0,0,0,0,0,0,0,0,0
52,0.85470679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067228911,0.22559607,0.076865068,0,0,0,0,0,0.033574229,0.29193385,0.63833874,0.16584352,0,0,0,0,0,0,0.015679992,0.03623567,0,0,0,0,0,0,0,0,0,0,0
53,0.95287877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074950853,0.25150813,0.085693823,0,0,0,0,0,0.037430579,0.32546549,0.7116586,0.18489238,0,0,0,0,0,0,0.017481002,0.040397714,0,0,0,0,0,0,0,0,0,0,0
54,1.0510508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082672794,0.27742019,0.094522577,0,0,0,0,0,0.04128693,0.35899714,0.78497846,0.20394123,0,0,0,0,0,0,0.019282013,0.044559758,0,0,0,0,0,0,0,0,0,0,0
55,1.1492227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090394735,0.30333226,0.10335133,0,0,0,0,0,0.04514328,0.39252879,0.85829832,0.22299009,0,0,0,0,0,0,0.021083023,0.048721803,0,0,0,0,0,0,0,0,0,0,0
56,1.2473947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098116677,0.32924432,0.11218009,0,0,0,0,0,0.04899963,0.42606043,0.93161818,0.24203895,0,0,0,0,0,0,0.022884033,0.052883847,0,0,0,0,0,0,0,0,0,0,0
57,1.3455667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10583862,0.35515638,0.12100884,0,0,0,0,0,0.05285598,0.45959208,1.004938,0.26108781,0,0,0,0,0,0,0.024685044,0.057045892,0,0,0,0,0,0,0,0,0,0,0
58,1.4437387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11356056,0.38106844,0.12983759,0,0,0,0,0,0.05671233,0.49312372,1.0782579,0.28013666,0,0,0,0,0,0,0.026486054,0.061207936,0,0,0,0,0,0,0,0,0,0,0
59,1.5419107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1212825,0.4069805,0.13866635,0,0,0,0,0,0.060568681,0.52665537,1.1515778,0.29918552,0,0,0,0,0,0,0.028287065,0.06536998,0,0,0,0,0,0,0,0,0,0,0
60,1.6400827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12900444,0.43289256,0.1474951,0,0,0,0,0,0.064425031,0.56018701,1.2248976,0.31823438,0,0,0,0,0,0,0.030088075,0.069532025,0,0,0,0,0,0,0,0,0,0,0
61,1.7382546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13672638,0.45880462,0.15632386,0,0,0,0,0,0.068281381,0.59371866,1.2982175,0.33728323,0,0,0,0,0,0,0.031889086,0.073694069,0,0,0,0,0,0,0,0,0,0,0
62,1.8364266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14444832,0.48471668,0.16515261,0,0,0,0,0,0.072137731,0.62725031,1.3715373,0.35633209,0,0,0,0,0,0,0.033690096,0.077856114,0,0,0,0,0,0,0,0,0,0,0
63,1.9345986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15217027,0.51062874,0.17398137,0,0,0,0,0,0.075994082,0.66078195,1.4448572,0.37538095,0,0,0,0,0,0,0.035491107,0.082018158,0,0,0,0,0,0,0,0,0,0,0
64,2.0327706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15989221,0.5365408,0.18281012,0,0,0,0,0,0.079850432,0.6943136,1.518177,0.39442981,0,0,0,0,0,0,0.037292117,0.086180202,0,0,0,0,0,0,0,0,0,0,0
65,2.1309426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16761415,0.56245286,0.19163887,0,0,0,0,0,0.083706782,0.72784524,1.5914969,0.41347866,0,0,0,0,0,0,0.039093128,0.090342247,0,0,0,0,0,0,0,0,0,0,0
66,2.2291146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17533609,0.58836492,0.20046763,0,0,0,0,0,0.087563132,0.76137689,1.6648168,0.43252752,0,0,0,0,0,0,0.040894138,0.094504291,0,0,0,0,0,0,0,0,0,0,0
67,2.3272866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18305803,0.61427698,0.20929638,0,0,0,0,0,0.091419482,0.79490853,1.7381366,0.45157638,0,0,0,0,0,0,0.042695149,0.098666335,0,0,0,0,0,0,0,0,0,0,0
68,2.4254585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19077997,0.64018904,0.21812514,0,0,0,0,0,0.095275833,0.82844018,1.8114565,0.47062523,0,0,0,0,0,0,0.044496159,0.10282838,0,0,0,0,0,0,0,0,0,0,0
69,2.5236305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19850191,0.66610111,0.22695389,0,0,0,0,0,0.099132183,0.86197183,1.8847763,0.48967409,0,0,0,0,0,0,0.04629717,0.10699042,0,0,0,0,0,0,0,0,0,0,0
70,2.6218025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20622385,0.69201317,0.23578265,0,0,0,0,0,0.10298853,0.89550347,1.9580962,0.50872295,0,0,0,0,0,0,0.04809818,0.11115247,0,0,0,0,0,0,0,0,0,0,0
71,2.7199745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2139458,0.71792523,0.2446114,0,0,0,0,0,0.10684488,0.92903512,2.0314161,0.52777181,0,0,0,0,0,0,0.049899191,0.11531451,0,0,0,0,0,0,0,0,0,0,0
72,2.8181465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22166774,0.74383729,0.25344016,0,0,0,0,0,0.11070123,0.96256676,2.1047359,0.54682066,0,0,0,0,0,0,0.051700201,0.11947656,0,0,0,0,0,0,0,0,0,0,0
73,2.9163185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22938968,0.76974935,0.26226891,0,0,0,0,0,0.11455758,0.99609841,2.1780558,0.56586952,0,0,0,0,0,0,0.053501212,0.1236386,0,0,0,0,0,0,0,0,0,0,0
74,3.0144904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23711162,0.79566141,0.27109766,0,0,0,0,0,0.11841393,1.0296301,2.2513756,0.58491838,0,0,0,0,0,0,0.055302222,0.12780065,0,0,0,0,0,0,0,0,0,0,0
75,3.1126624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24483356,0.82157347,0.27992642,0,0,0,0,0,0.12227028,1.0631617,2.3246955,0.60396723,0,0,0,0,0,0,0.057103233,0.13196269,0,0,0,0,0,0,0,0,0,0,0
76,3.2108344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2525555,0.84748553,0.28875517,0,0,0,0,0,0.12612663,1.0966933,2.3980153,0.62301609,0,0,0,0,0,0,0.058904243,0.13612473,0,0,0,0,0,0,0,0,0,0,0
77,3.3090064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26027744,0.87339759,0.29758393,0,0,0,0,0,0.12998298,1.130225,2.4713352,0.64206495,0,0,0,0,0,0,0.060705254,0.14028678,0,0,0,0,0,0,0,0,0,0,0
78,3.4071784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26799939,0.89930965,0.30641268,0,0,0,0,0,0.13383933,1.1637566,2.5446551,0.66111381,0,0,0,0,0,0,0.062506264,0.14444882,0,0,0,0,0,0,0,0,0,0,0
79,3.5053504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27572133,0.92522171,0.31524144,0,0,0,0,0,0.13769568,1.1972883,2.6179749,0.68016266,0,0,0,0,0,0,0.064307275,0.14861087,0,0,0,0,0,0,0,0,0,0,0
80,3.6035224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28344327,0.95113377,0.32407019,0,0,0,0,0,0.14155204,1.2308199,2.6912948,0.69921152,0,0,0,0,0,0,0.066108285,0.15277291,0,0,0,0,0,0,0,0,0,0,0
81,3.7016943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29116521,0.97704583,0.33289894,0,0,0,0,0,0.14540839,1.2643516,2.7646146,0.71826038,0,0,0,0,0,0,0.067909296,0.15693496,0,0,0,0,0,0,0,0,0,0,0
82,3.7998663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29888715,1.0029579,0.3417277,0,0,0,0,0,0.14926474,1.2978832,2.8379345,0.73730923,0,0,0,0,0,0,0.069710306,0.161097,0,0,0,0,0,0,0,0,0,0,0
83,3.8980383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30660909,1.02887,0.35055645,0,0,0,0,0,0.15312109,1.3314149,2.9112544,0.75635809,0,0,0,0,0,0,0.071511317,0.16525905,0,0,0,0,0,0,0,0,0,0,0
84,3.9962103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31433103,1.054782,0.35938521,0,0,0,0,0,0.15697744,1.3649465,2.9845742,0.77540695,0,0,0,0,0,0,0.073312327,0.16942109,0,0,0,0,0,0,0,0,0,0,0
85,4.0943823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32205297,1.0806941,0.36821396,0,0,0,0,0,0.16083379,1.3984782,3.0578941,0.79445581,0,0,0,0,0,0,0.075113338,0.17358313,0,0,0,0,0,0,0,0,0,0,0
86,4.1925543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32977492,1.1066061,0.37704272,0,0,0,0,0,0.16469014,1.4320098,3.1312139,0.81350466,0,0,0,0,0,0,0.076914348,0.17774518,0,0,0,0,0,0,0,0,0,0,0
87,4.2907262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33749686,1.1325182,0.38587147,0,0,0,0,0,0.16854649,1.4655414,3.2045338,0.83255352,0,0,0,0,0,0,0.078715358,0.18190722,0,0,0,0,0,0,0,0,0,0,0
