Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa)
1441,163.86882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6262675,47.408523,46.362065,0.79447573,0,0,0,0,0,0,3.259267,24.303131,88.945108,117.09743,5.7560625,0,0,0,0,0,0,0.58977153,5.8363603,15.68024,9.0661029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,163.88864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.626827,47.414257,46.367672,0.79457182,0,0,0,0,0,0,3.2596612,24.306071,88.955866,117.11159,5.7567587,0,0,0,0,0,0,0.58984286,5.8370662,15.682137,9.0671994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,163.90846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6273866,47.419991,46.373279,0.79466791,0,0,0,0,0,0,3.2600554,24.30901,88.966624,117.12576,5.7574548,0,0,0,0,0,0,0.58991419,5.8377721,15.684033,9.0682959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,163.92828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6279461,47.425725,46.378887,0.794764,0,0,0,0,0,0,3.2604496,24.311949,88.977382,117.13992,5.758151,0,0,0,0,0,0,0.58998553,5.838478,15.68593,9.0693924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,163.9481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6285056,47.431459,46.384494,0.79486009,0,0,0,0,0,0,3.2608438,24.314889,88.988139,117.15408,5.7588472,0,0,0,0,0,0,0.59005686,5.8391839,15.687826,9.070489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,163.96792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6290652,47.437193,46.390102,0.79495618,0,0,0,0,0,0,3.261238,24.317828,88.998897,117.16824,5.7595434,0,0,0,0,0,0,0.59012819,5.8398898,15.689723,9.0715855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,163.98774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6296247,47.442926,46.395709,0.79505227,0,0,0,0,0,0,3.2616322,24.320768,89.009655,117.18241,5.7602396,0,0,0,0,0,0,0.59019952,5.8405957,15.691619,9.072682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,164.00756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6301842,47.44866,46.401316,0.79514836,0,0,0,0,0,0,3.2620264,24.323707,89.020412,117.19657,5.7609358,0,0,0,0,0,0,0.59027085,5.8413016,15.693516,9.0737785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,164.02738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6307438,47.454394,46.406924,0.79524445,0,0,0,0,0,0,3.2624206,24.326646,89.03117,117.21073,5.7616319,0,0,0,0,0,0,0.59034218,5.8420075,15.695412,9.0748751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,164.0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6313033,47.460128,46.412531,0.79534054,0,0,0,0,0,0,3.2628148,24.329586,89.041928,117.22489,5.7623281,0,0,0,0,0,0,0.59041351,5.8427134,15.697309,9.0759716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,164.06702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6318629,47.465862,46.418139,0.79543663,0,0,0,0,0,0,3.263209,24.332525,89.052686,117.23906,5.7630243,0,0,0,0,0,0,0.59048485,5.8434193,15.699205,9.0770681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,164.08684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6324224,47.471596,46.423746,0.79553272,0,0,0,0,0,0,3.2636032,24.335465,89.063443,117.25322,5.7637205,0,0,0,0,0,0,0.59055618,5.8441252,15.701102,9.0781646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,164.10666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6329819,47.47733,46.429353,0.79562881,0,0,0,0,0,0,3.2639974,24.338404,89.074201,117.26738,5.7644167,0,0,0,0,0,0,0.59062751,5.844831,15.702998,9.0792612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,164.12648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6335415,47.483064,46.434961,0.7957249,0,0,0,0,0,0,3.2643916,24.341343,89.084959,117.28155,5.7651128,0,0,0,0,0,0,0.59069884,5.8455369,15.704895,9.0803577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,164.1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.634101,47.488798,46.440568,0.79582099,0,0,0,0,0,0,3.2647858,24.344283,89.095716,117.29571,5.765809,0,0,0,0,0,0,0.59077017,5.8462428,15.706791,9.0814542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,164.16612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6346605,47.494532,46.446175,0.79591708,0,0,0,0,0,0,3.26518,24.347222,89.106474,117.30987,5.7665052,0,0,0,0,0,0,0.5908415,5.8469487,15.708688,9.0825507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,164.18594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6352201,47.500266,46.451783,0.79601317,0,0,0,0,0,0,3.2655742,24.350162,89.117232,117.32403,5.7672014,0,0,0,0,0,0,0.59091284,5.8476546,15.710584,9.0836473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,164.20576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6357796,47.506,46.45739,0.79610926,0,0,0,0,0,0,3.2659684,24.353101,89.127989,117.3382,5.7678976,0,0,0,0,0,0,0.59098417,5.8483605,15.712481,9.0847438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,164.22558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6363391,47.511734,46.462998,0.79620535,0,0,0,0,0,0,3.2663626,24.35604,89.138747,117.35236,5.7685938,0,0,0,0,0,0,0.5910555,5.8490664,15.714377,9.0858403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,164.2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6368987,47.517468,46.468605,0.79630144,0,0,0,0,0,0,3.2667568,24.35898,89.149505,117.36652,5.7692899,0,0,0,0,0,0,0.59112683,5.8497723,15.716274,9.0869368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,164.26521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6374582,47.523202,46.474212,0.79639753,0,0,0,0,0,0,3.267151,24.361919,89.160263,117.38068,5.7699861,0,0,0,0,0,0,0.59119816,5.8504782,15.71817,9.0880334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,164.28503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6380178,47.528936,46.47982,0.79649362,0,0,0,0,0,0,3.2675452,24.364859,89.17102,117.39485,5.7706823,0,0,0,0,0,0,0.59126949,5.8511841,15.720067,9.0891299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,164.30485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6385773,47.53467,46.485427,0.79658971,0,0,0,0,0,0,3.2679394,24.367798,89.181778,117.40901,5.7713785,0,0,0,0,0,0,0.59134082,5.85189,15.721963,9.0902264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,164.32467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6391368,47.540404,46.491035,0.7966858,0,0,0,0,0,0,3.2683336,24.370737,89.192536,117.42317,5.7720747,0,0,0,0,0,0,0.59141216,5.8525959,15.72386,9.0913229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,164.34449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6396964,47.546138,46.496642,0.79678189,0,0,0,0,0,0,3.2687278,24.373677,89.203293,117.43733,5.7727709,0,0,0,0,0,0,0.59148349,5.8533018,15.725756,9.0924194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,164.36431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6402559,47.551872,46.502249,0.79687798,0,0,0,0,0,0,3.269122,24.376616,89.214051,117.4515,5.773467,0,0,0,0,0,0,0.59155482,5.8540077,15.727653,9.093516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,164.38413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6408154,47.557605,46.507857,0.79697407,0,0,0,0,0,0,3.2695162,24.379556,89.224809,117.46566,5.7741632,0,0,0,0,0,0,0.59162615,5.8547136,15.729549,9.0946125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,164.40395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.641375,47.563339,46.513464,0.79707016,0,0,0,0,0,0,3.2699104,24.382495,89.235566,117.47982,5.7748594,0,0,0,0,0,0,0.59169748,5.8554195,15.731446,9.095709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,164.42377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6419345,47.569073,46.519071,0.79716625,0,0,0,0,0,0,3.2703046,24.385435,89.246324,117.49399,5.7755556,0,0,0,0,0,0,0.59176881,5.8561254,15.733342,9.0968055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,164.44359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.642494,47.574807,46.524679,0.79726234,0,0,0,0,0,0,3.2706988,24.388374,89.257082,117.50815,5.7762518,0,0,0,0,0,0,0.59184014,5.8568313,15.735239,9.0979021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,164.46341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6430536,47.580541,46.530286,0.79735843,0,0,0,0,0,0,3.271093,24.391313,89.26784,117.52231,5.776948,0,0,0,0,0,0,0.59191148,5.8575371,15.737135,9.0989986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,164.48323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6436131,47.586275,46.535894,0.79745452,0,0,0,0,0,0,3.2714872,24.394253,89.278597,117.53647,5.7776441,0,0,0,0,0,0,0.59198281,5.858243,15.739032,9.1000951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,164.50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6441727,47.592009,46.541501,0.79755061,0,0,0,0,0,0,3.2718814,24.397192,89.289355,117.55064,5.7783403,0,0,0,0,0,0,0.59205414,5.8589489,15.740928,9.1011916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,164.52287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6447322,47.597743,46.547108,0.7976467,0,0,0,0,0,0,3.2722756,24.400132,89.300113,117.5648,5.7790365,0,0,0,0,0,0,0.59212547,5.8596548,15.742825,9.1022882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,164.54269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6452917,47.603477,46.552716,0.79774279,0,0,0,0,0,0,3.2726698,24.403071,89.31087,117.57896,5.7797327,0,0,0,0,0,0,0.5921968,5.8603607,15.744721,9.1033847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,164.56251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6458513,47.609211,46.558323,0.79783888,0,0,0,0,0,0,3.273064,24.40601,89.321628,117.59312,5.7804289,0,0,0,0,0,0,0.59226813,5.8610666,15.746617,9.1044812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,164.58233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6464108,47.614945,46.563931,0.79793497,0,0,0,0,0,0,3.2734582,24.40895,89.332386,117.60729,5.781125,0,0,0,0,0,0,0.59233947,5.8617725,15.748514,9.1055777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,164.60215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6469703,47.620679,46.569538,0.79803106,0,0,0,0,0,0,3.2738524,24.411889,89.343144,117.62145,5.7818212,0,0,0,0,0,0,0.5924108,5.8624784,15.75041,9.1066743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,164.62197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6475299,47.626413,46.575145,0.79812715,0,0,0,0,0,0,3.2742466,24.414829,89.353901,117.63561,5.7825174,0,0,0,0,0,0,0.59248213,5.8631843,15.752307,9.1077708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,164.64179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6480894,47.632147,46.580753,0.79822324,0,0,0,0,0,0,3.2746408,24.417768,89.364659,117.64977,5.7832136,0,0,0,0,0,0,0.59255346,5.8638902,15.754203,9.1088673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,164.66161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6486489,47.637881,46.58636,0.79831933,0,0,0,0,0,0,3.275035,24.420707,89.375417,117.66394,5.7839098,0,0,0,0,0,0,0.59262479,5.8645961,15.7561,9.1099638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,164.68143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6492085,47.643615,46.591967,0.79841542,0,0,0,0,0,0,3.2754292,24.423647,89.386174,117.6781,5.784606,0,0,0,0,0,0,0.59269612,5.865302,15.757996,9.1110604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,164.70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.649768,47.649349,46.597575,0.79851151,0,0,0,0,0,0,3.2758234,24.426586,89.396932,117.69226,5.7853021,0,0,0,0,0,0,0.59276745,5.8660079,15.759893,9.1121569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,164.72106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6503276,47.655083,46.603182,0.7986076,0,0,0,0,0,0,3.2762176,24.429526,89.40769,117.70643,5.7859983,0,0,0,0,0,0,0.59283879,5.8667138,15.761789,9.1132534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,164.74088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6508871,47.660817,46.60879,0.79870369,0,0,0,0,0,0,3.2766118,24.432465,89.418447,117.72059,5.7866945,0,0,0,0,0,0,0.59291012,5.8674197,15.763686,9.1143499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,164.7607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6514466,47.666551,46.614397,0.79879978,0,0,0,0,0,0,3.277006,24.435404,89.429205,117.73475,5.7873907,0,0,0,0,0,0,0.59298145,5.8681256,15.765582,9.1154465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,164.78052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6520062,47.672285,46.620004,0.79889587,0,0,0,0,0,0,3.2774002,24.438344,89.439963,117.74891,5.7880869,0,0,0,0,0,0,0.59305278,5.8688315,15.767479,9.116543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,164.80034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6525657,47.678018,46.625612,0.79899196,0,0,0,0,0,0,3.2777944,24.441283,89.450721,117.76308,5.7887831,0,0,0,0,0,0,0.59312411,5.8695373,15.769375,9.1176395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,164.82016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6531252,47.683752,46.631219,0.79908805,0,0,0,0,0,0,3.2781886,24.444223,89.461478,117.77724,5.7894792,0,0,0,0,0,0,0.59319544,5.8702432,15.771272,9.118736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,164.83998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6536848,47.689486,46.636827,0.79918414,0,0,0,0,0,0,3.2785828,24.447162,89.472236,117.7914,5.7901754,0,0,0,0,0,0,0.59326677,5.8709491,15.773168,9.1198326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,164.8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6542443,47.69522,46.642434,0.79928023,0,0,0,0,0,0,3.278977,24.450101,89.482994,117.80556,5.7908716,0,0,0,0,0,0,0.59333811,5.871655,15.775065,9.1209291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,164.87962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6548038,47.700954,46.648041,0.79937632,0,0,0,0,0,0,3.2793712,24.453041,89.493751,117.81973,5.7915678,0,0,0,0,0,0,0.59340944,5.8723609,15.776961,9.1220256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,164.89944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6553634,47.706688,46.653649,0.79947241,0,0,0,0,0,0,3.2797654,24.45598,89.504509,117.83389,5.792264,0,0,0,0,0,0,0.59348077,5.8730668,15.778858,9.1231221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,164.91926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6559229,47.712422,46.659256,0.7995685,0,0,0,0,0,0,3.2801596,24.45892,89.515267,117.84805,5.7929601,0,0,0,0,0,0,0.5935521,5.8737727,15.780754,9.1242186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,164.93908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6564825,47.718156,46.664863,0.79966459,0,0,0,0,0,0,3.2805538,24.461859,89.526025,117.86221,5.7936563,0,0,0,0,0,0,0.59362343,5.8744786,15.782651,9.1253152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,164.9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.657042,47.72389,46.670471,0.79976068,0,0,0,0,0,0,3.280948,24.464799,89.536782,117.87638,5.7943525,0,0,0,0,0,0,0.59369476,5.8751845,15.784547,9.1264117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,164.97872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6576015,47.729624,46.676078,0.79985677,0,0,0,0,0,0,3.2813422,24.467738,89.54754,117.89054,5.7950487,0,0,0,0,0,0,0.5937661,5.8758904,15.786444,9.1275082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,164.99854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6581611,47.735358,46.681686,0.79995286,0,0,0,0,0,0,3.2817364,24.470677,89.558298,117.9047,5.7957449,0,0,0,0,0,0,0.59383743,5.8765963,15.78834,9.1286047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,165.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6587206,47.741092,46.687293,0.80004895,0,0,0,0,0,0,3.2821306,24.473617,89.569055,117.91887,5.7964411,0,0,0,0,0,0,0.59390876,5.8773022,15.790237,9.1297013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,165.03818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6592801,47.746826,46.6929,0.80014504,0,0,0,0,0,0,3.2825248,24.476556,89.579813,117.93303,5.7971372,0,0,0,0,0,0,0.59398009,5.8780081,15.792133,9.1307978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,165.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6598397,47.75256,46.698508,0.80024113,0,0,0,0,0,0,3.282919,24.479496,89.590571,117.94719,5.7978334,0,0,0,0,0,0,0.59405142,5.878714,15.79403,9.1318943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,165.07782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6603992,47.758294,46.704115,0.80033722,0,0,0,0,0,0,3.2833132,24.482435,89.601328,117.96135,5.7985296,0,0,0,0,0,0,0.59412275,5.8794199,15.795926,9.1329908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,165.09764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6609587,47.764028,46.709723,0.80043331,0,0,0,0,0,0,3.2837074,24.485374,89.612086,117.97552,5.7992258,0,0,0,0,0,0,0.59419408,5.8801258,15.797823,9.1340874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,165.11746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6615183,47.769762,46.71533,0.8005294,0,0,0,0,0,0,3.2841016,24.488314,89.622844,117.98968,5.799922,0,0,0,0,0,0,0.59426542,5.8808317,15.799719,9.1351839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,165.13728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6620778,47.775496,46.720937,0.80062549,0,0,0,0,0,0,3.2844958,24.491253,89.633602,118.00384,5.8006182,0,0,0,0,0,0,0.59433675,5.8815376,15.801616,9.1362804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,165.15709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6626374,47.78123,46.726545,0.80072158,0,0,0,0,0,0,3.28489,24.494193,89.644359,118.018,5.8013143,0,0,0,0,0,0,0.59440808,5.8822434,15.803512,9.1373769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,165.17691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6631969,47.786964,46.732152,0.80081767,0,0,0,0,0,0,3.2852842,24.497132,89.655117,118.03217,5.8020105,0,0,0,0,0,0,0.59447941,5.8829493,15.805409,9.1384735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,165.19673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6637564,47.792697,46.737759,0.80091376,0,0,0,0,0,0,3.2856784,24.500071,89.665875,118.04633,5.8027067,0,0,0,0,0,0,0.59455074,5.8836552,15.807305,9.13957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,165.21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.664316,47.798431,46.743367,0.80100985,0,0,0,0,0,0,3.2860726,24.503011,89.676632,118.06049,5.8034029,0,0,0,0,0,0,0.59462207,5.8843611,15.809202,9.1406665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
