Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa)
635,28.475491,0,0,0,0,0,0,0,0,1.1338355,0.48841519,0,0,0,0,0,1.3822761,13.728754,13.63369,0,0,0,0,0,0.030261986,0.68703226,0,0,0,0,0,0,0,0,0
636,28.829776,0,0,0,0,0,0,0,0,1.1479425,0.49449194,0,0,0,0,0,1.3994741,13.899565,13.803317,0,0,0,0,0,0.030638499,0.69558017,0,0,0,0,0,0,0,0,0
637,29.184062,0,0,0,0,0,0,0,0,1.1620494,0.5005687,0,0,0,0,0,1.416672,14.070375,13.972944,0,0,0,0,0,0.031015012,0.70412807,0,0,0,0,0,0,0,0,0
638,29.538348,0,0,0,0,0,0,0,0,1.1761563,0.50664545,0,0,0,0,0,1.43387,14.241185,14.142572,0,0,0,0,0,0.031391525,0.71267597,0,0,0,0,0,0,0,0,0
639,29.892634,0,0,0,0,0,0,0,0,1.1902633,0.5127222,0,0,0,0,0,1.451068,14.411995,14.312199,0,0,0,0,0,0.031768038,0.72122388,0,0,0,0,0,0,0,0,0
640,30.246919,0,0,0,0,0,0,0,0,1.2043702,0.51879896,0,0,0,0,0,1.4682659,14.582805,14.481826,0,0,0,0,0,0.03214455,0.72977178,0,0,0,0,0,0,0,0,0
641,30.601205,0,0,0,0,0,0,0,0,1.2184771,0.52487571,0,0,0,0,0,1.4854639,14.753615,14.651454,0,0,0,0,0,0.032521063,0.73831968,0,0,0,0,0,0,0,0,0
642,30.955491,0,0,0,0,0,0,0,0,1.232584,0.53095246,0,0,0,0,0,1.5026619,14.924425,14.821081,0,0,0,0,0,0.032897576,0.74686758,0,0,0,0,0,0,0,0,0
643,31.309776,0,0,0,0,0,0,0,0,1.246691,0.53702922,0,0,0,0,0,1.5198599,15.095235,14.990708,0,0,0,0,0,0.033274089,0.75541549,0,0,0,0,0,0,0,0,0
644,31.664062,0,0,0,0,0,0,0,0,1.2607979,0.54310597,0,0,0,0,0,1.5370578,15.266045,15.160336,0,0,0,0,0,0.033650602,0.76396339,0,0,0,0,0,0,0,0,0
645,32.018348,0,0,0,0,0,0,0,0,1.2749048,0.54918272,0,0,0,0,0,1.5542558,15.436856,15.329963,0,0,0,0,0,0.034027115,0.77251129,0,0,0,0,0,0,0,0,0
646,32.372634,0,0,0,0,0,0,0,0,1.2890118,0.55525948,0,0,0,0,0,1.5714538,15.607666,15.49959,0,0,0,0,0,0.034403628,0.78105919,0,0,0,0,0,0,0,0,0
647,32.726919,0,0,0,0,0,0,0,0,1.3031187,0.56133623,0,0,0,0,0,1.5886518,15.778476,15.669218,0,0,0,0,0,0.034780141,0.7896071,0,0,0,0,0,0,0,0,0
648,33.081205,0,0,0,0,0,0,0,0,1.3172256,0.56741298,0,0,0,0,0,1.6058497,15.949286,15.838845,0,0,0,0,0,0.035156654,0.798155,0,0,0,0,0,0,0,0,0
649,33.435491,0,0,0,0,0,0,0,0,1.3313326,0.57348974,0,0,0,0,0,1.6230477,16.120096,16.008473,0,0,0,0,0,0.035533167,0.8067029,0,0,0,0,0,0,0,0,0
650,33.789777,0,0,0,0,0,0,0,0,1.3454395,0.57956649,0,0,0,0,0,1.6402457,16.290906,16.1781,0,0,0,0,0,0.03590968,0.81525081,0,0,0,0,0,0,0,0,0
651,34.144062,0,0,0,0,0,0,0,0,1.3595464,0.58564324,0,0,0,0,0,1.6574436,16.461716,16.347727,0,0,0,0,0,0.036286192,0.82379871,0,0,0,0,0,0,0,0,0
652,34.498348,0,0,0,0,0,0,0,0,1.3736533,0.59172,0,0,0,0,0,1.6746416,16.632526,16.517355,0,0,0,0,0,0.036662705,0.83234661,0,0,0,0,0,0,0,0,0
653,34.852634,0,0,0,0,0,0,0,0,1.3877603,0.59779675,0,0,0,0,0,1.6918396,16.803336,16.686982,0,0,0,0,0,0.037039218,0.84089451,0,0,0,0,0,0,0,0,0
654,35.206919,0,0,0,0,0,0,0,0,1.4018672,0.6038735,0,0,0,0,0,1.7090376,16.974147,16.856609,0,0,0,0,0,0.037415731,0.84944242,0,0,0,0,0,0,0,0,0
655,35.561205,0,0,0,0,0,0,0,0,1.4159741,0.60995026,0,0,0,0,0,1.7262355,17.144957,17.026237,0,0,0,0,0,0.037792244,0.85799032,0,0,0,0,0,0,0,0,0
656,35.915491,0,0,0,0,0,0,0,0,1.4300811,0.61602701,0,0,0,0,0,1.7434335,17.315767,17.195864,0,0,0,0,0,0.038168757,0.86653822,0,0,0,0,0,0,0,0,0
657,36.269777,0,0,0,0,0,0,0,0,1.444188,0.62210376,0,0,0,0,0,1.7606315,17.486577,17.365491,0,0,0,0,0,0.03854527,0.87508613,0,0,0,0,0,0,0,0,0
658,36.624062,0,0,0,0,0,0,0,0,1.4582949,0.62818052,0,0,0,0,0,1.7778294,17.657387,17.535119,0,0,0,0,0,0.038921783,0.88363403,0,0,0,0,0,0,0,0,0
659,36.978348,0,0,0,0,0,0,0,0,1.4724019,0.63425727,0,0,0,0,0,1.7950274,17.828197,17.704746,0,0,0,0,0,0.039298296,0.89218193,0,0,0,0,0,0,0,0,0
660,37.332634,0,0,0,0,0,0,0,0,1.4865088,0.64033402,0,0,0,0,0,1.8122254,17.999007,17.874373,0,0,0,0,0,0.039674809,0.90072983,0,0,0,0,0,0,0,0,0
661,37.68692,0,0,0,0,0,0,0,0,1.5006157,0.64641078,0,0,0,0,0,1.8294234,18.169817,18.044001,0,0,0,0,0,0.040051321,0.90927774,0,0,0,0,0,0,0,0,0
662,38.041205,0,0,0,0,0,0,0,0,1.5147226,0.65248753,0,0,0,0,0,1.8466213,18.340627,18.213628,0,0,0,0,0,0.040427834,0.91782564,0,0,0,0,0,0,0,0,0
663,38.395491,0,0,0,0,0,0,0,0,1.5288296,0.65856428,0,0,0,0,0,1.8638193,18.511438,18.383255,0,0,0,0,0,0.040804347,0.92637354,0,0,0,0,0,0,0,0,0
664,38.749777,0,0,0,0,0,0,0,0,1.5429365,0.66464104,0,0,0,0,0,1.8810173,18.682248,18.552883,0,0,0,0,0,0.04118086,0.93492145,0,0,0,0,0,0,0,0,0
665,39.104062,0,0,0,0,0,0,0,0,1.5570434,0.67071779,0,0,0,0,0,1.8982152,18.853058,18.72251,0,0,0,0,0,0.041557373,0.94346935,0,0,0,0,0,0,0,0,0
666,39.458348,0,0,0,0,0,0,0,0,1.5711504,0.67679454,0,0,0,0,0,1.9154132,19.023868,18.892137,0,0,0,0,0,0.041933886,0.95201725,0,0,0,0,0,0,0,0,0
667,39.812634,0,0,0,0,0,0,0,0,1.5852573,0.6828713,0,0,0,0,0,1.9326112,19.194678,19.061765,0,0,0,0,0,0.042310399,0.96056515,0,0,0,0,0,0,0,0,0
668,40.16692,0,0,0,0,0,0,0,0,1.5993642,0.68894805,0,0,0,0,0,1.9498092,19.365488,19.231392,0,0,0,0,0,0.042686912,0.96911306,0,0,0,0,0,0,0,0,0
669,40.521205,0,0,0,0,0,0,0,0,1.6134712,0.6950248,0,0,0,0,0,1.9670071,19.536298,19.401019,0,0,0,0,0,0.043063425,0.97766096,0,0,0,0,0,0,0,0,0
670,40.875491,0,0,0,0,0,0,0,0,1.6275781,0.70110156,0,0,0,0,0,1.9842051,19.707108,19.570647,0,0,0,0,0,0.043439938,0.98620886,0,0,0,0,0,0,0,0,0
671,41.229777,0,0,0,0,0,0,0,0,1.641685,0.70717831,0,0,0,0,0,2.0014031,19.877919,19.740274,0,0,0,0,0,0.043816451,0.99475677,0,0,0,0,0,0,0,0,0
672,41.584063,0,0,0,0,0,0,0,0,1.6557919,0.71325506,0,0,0,0,0,2.0186011,20.048729,19.909901,0,0,0,0,0,0.044192963,1.0033047,0,0,0,0,0,0,0,0,0
673,41.938348,0,0,0,0,0,0,0,0,1.6698989,0.71933182,0,0,0,0,0,2.035799,20.219539,20.079529,0,0,0,0,0,0.044569476,1.0118526,0,0,0,0,0,0,0,0,0
674,42.292634,0,0,0,0,0,0,0,0,1.6840058,0.72540857,0,0,0,0,0,2.052997,20.390349,20.249156,0,0,0,0,0,0.044945989,1.0204005,0,0,0,0,0,0,0,0,0
675,42.64692,0,0,0,0,0,0,0,0,1.6981127,0.73148532,0,0,0,0,0,2.070195,20.561159,20.418783,0,0,0,0,0,0.045322502,1.0289484,0,0,0,0,0,0,0,0,0
676,43.001205,0,0,0,0,0,0,0,0,1.7122197,0.73756208,0,0,0,0,0,2.0873929,20.731969,20.588411,0,0,0,0,0,0.045699015,1.0374963,0,0,0,0,0,0,0,0,0
677,43.355491,0,0,0,0,0,0,0,0,1.7263266,0.74363883,0,0,0,0,0,2.1045909,20.902779,20.758038,0,0,0,0,0,0.046075528,1.0460442,0,0,0,0,0,0,0,0,0
678,43.709777,0,0,0,0,0,0,0,0,1.7404335,0.74971558,0,0,0,0,0,2.1217889,21.073589,20.927665,0,0,0,0,0,0.046452041,1.0545921,0,0,0,0,0,0,0,0,0
679,44.064063,0,0,0,0,0,0,0,0,1.7545405,0.75579234,0,0,0,0,0,2.1389869,21.244399,21.097293,0,0,0,0,0,0.046828554,1.06314,0,0,0,0,0,0,0,0,0
680,44.418348,0,0,0,0,0,0,0,0,1.7686474,0.76186909,0,0,0,0,0,2.1561848,21.41521,21.26692,0,0,0,0,0,0.047205067,1.0716879,0,0,0,0,0,0,0,0,0
681,44.772634,0,0,0,0,0,0,0,0,1.7827543,0.76794584,0,0,0,0,0,2.1733828,21.58602,21.436547,0,0,0,0,0,0.04758158,1.0802358,0,0,0,0,0,0,0,0,0
682,45.12692,0,0,0,0,0,0,0,0,1.7968612,0.7740226,0,0,0,0,0,2.1905808,21.75683,21.606175,0,0,0,0,0,0.047958093,1.0887837,0,0,0,0,0,0,0,0,0
683,45.481206,0,0,0,0,0,0,0,0,1.8109682,0.78009935,0,0,0,0,0,2.2077787,21.92764,21.775802,0,0,0,0,0,0.048334605,1.0973316,0,0,0,0,0,0,0,0,0
684,45.835491,0,0,0,0,0,0,0,0,1.8250751,0.7861761,0,0,0,0,0,2.2249767,22.09845,21.945429,0,0,0,0,0,0.048711118,1.1058795,0,0,0,0,0,0,0,0,0
685,46.189777,0,0,0,0,0,0,0,0,1.839182,0.79225286,0,0,0,0,0,2.2421747,22.26926,22.115057,0,0,0,0,0,0.049087631,1.1144274,0,0,0,0,0,0,0,0,0
686,46.544063,0,0,0,0,0,0,0,0,1.853289,0.79832961,0,0,0,0,0,2.2593727,22.44007,22.284684,0,0,0,0,0,0.049464144,1.1229753,0,0,0,0,0,0,0,0,0
687,46.898348,0,0,0,0,0,0,0,0,1.8673959,0.80440636,0,0,0,0,0,2.2765706,22.61088,22.454311,0,0,0,0,0,0.049840657,1.1315232,0,0,0,0,0,0,0,0,0
688,47.094276,0,0,0,0,0,0,0,0,1.8751973,0.80776694,0,0,0,0,0,2.2860815,22.705342,22.548119,0,0,0,0,0,0.050048877,1.1362504,0,0,0,0,0,0,0,0,0
689,47.290198,0,0,0,0,0,0,0,0,1.8829985,0.81112741,0,0,0,0,0,2.2955921,22.799801,22.641924,0,0,0,0,0,0.05025709,1.1409774,0,0,0,0,0,0,0,0,0
690,47.48612,0,0,0,0,0,0,0,0,1.8907997,0.81448789,0,0,0,0,0,2.3051026,22.89426,22.735729,0,0,0,0,0,0.050465304,1.1457045,0,0,0,0,0,0,0,0,0
691,47.682042,0,0,0,0,0,0,0,0,1.898601,0.81784837,0,0,0,0,0,2.3146132,22.988719,22.829533,0,0,0,0,0,0.050673518,1.1504315,0,0,0,0,0,0,0,0,0
692,47.877964,0,0,0,0,0,0,0,0,1.9064022,0.82120884,0,0,0,0,0,2.3241238,23.083178,22.923338,0,0,0,0,0,0.050881731,1.1551585,0,0,0,0,0,0,0,0,0
693,48.073885,0,0,0,0,0,0,0,0,1.9142034,0.82456932,0,0,0,0,0,2.3336343,23.177636,23.017143,0,0,0,0,0,0.051089945,1.1598856,0,0,0,0,0,0,0,0,0
694,48.269807,0,0,0,0,0,0,0,0,1.9220046,0.8279298,0,0,0,0,0,2.3431449,23.272095,23.110948,0,0,0,0,0,0.051298158,1.1646126,0,0,0,0,0,0,0,0,0
695,48.465729,0,0,0,0,0,0,0,0,1.9298058,0.83129027,0,0,0,0,0,2.3526555,23.366554,23.204753,0,0,0,0,0,0.051506372,1.1693396,0,0,0,0,0,0,0,0,0
696,48.661651,0,0,0,0,0,0,0,0,1.937607,0.83465075,0,0,0,0,0,2.362166,23.461013,23.298557,0,0,0,0,0,0.051714586,1.1740667,0,0,0,0,0,0,0,0,0
697,48.857573,0,0,0,0,0,0,0,0,1.9454082,0.83801123,0,0,0,0,0,2.3716766,23.555472,23.392362,0,0,0,0,0,0.051922799,1.1787937,0,0,0,0,0,0,0,0,0
698,49.053495,0,0,0,0,0,0,0,0,1.9532094,0.8413717,0,0,0,0,0,2.3811872,23.649931,23.486167,0,0,0,0,0,0.052131013,1.1835207,0,0,0,0,0,0,0,0,0
699,49.249417,0,0,0,0,0,0,0,0,1.9610106,0.84473218,0,0,0,0,0,2.3906977,23.74439,23.579972,0,0,0,0,0,0.052339227,1.1882478,0,0,0,0,0,0,0,0,0
700,49.445339,0,0,0,0,0,0,0,0,1.9688118,0.84809266,0,0,0,0,0,2.4002083,23.838849,23.673777,0,0,0,0,0,0.05254744,1.1929748,0,0,0,0,0,0,0,0,0
701,49.64126,0,0,0,0,0,0,0,0,1.976613,0.85145313,0,0,0,0,0,2.4097189,23.933308,23.767581,0,0,0,0,0,0.052755654,1.1977018,0,0,0,0,0,0,0,0,0
702,49.837182,0,0,0,0,0,0,0,0,1.9844142,0.85481361,0,0,0,0,0,2.4192294,24.027766,23.861386,0,0,0,0,0,0.052963867,1.2024289,0,0,0,0,0,0,0,0,0
703,50.033104,0,0,0,0,0,0,0,0,1.9922154,0.85817408,0,0,0,0,0,2.42874,24.122225,23.955191,0,0,0,0,0,0.053172081,1.2071559,0,0,0,0,0,0,0,0,0
704,50.229026,0,0,0,0,0,0,0,0,2.0000166,0.86153456,0,0,0,0,0,2.4382506,24.216684,24.048996,0,0,0,0,0,0.053380295,1.2118829,0,0,0,0,0,0,0,0,0
705,50.424948,0,0,0,0,0,0,0,0,2.0078178,0.86489504,0,0,0,0,0,2.4477612,24.311143,24.142801,0,0,0,0,0,0.053588508,1.21661,0,0,0,0,0,0,0,0,0
706,50.62087,0,0,0,0,0,0,0,0,2.015619,0.86825551,0,0,0,0,0,2.4572717,24.405602,24.236606,0,0,0,0,0,0.053796722,1.221337,0,0,0,0,0,0,0,0,0
707,50.816792,0,0,0,0,0,0,0,0,2.0234203,0.87161599,0,0,0,0,0,2.4667823,24.500061,24.33041,0,0,0,0,0,0.054004935,1.2260641,0,0,0,0,0,0,0,0,0
708,51.012713,0,0,0,0,0,0,0,0,2.0312215,0.87497647,0,0,0,0,0,2.4762929,24.59452,24.424215,0,0,0,0,0,0.054213149,1.2307911,0,0,0,0,0,0,0,0,0
709,51.208635,0,0,0,0,0,0,0,0,2.0390227,0.87833694,0,0,0,0,0,2.4858034,24.688979,24.51802,0,0,0,0,0,0.054421363,1.2355181,0,0,0,0,0,0,0,0,0
710,51.404557,0,0,0,0,0,0,0,0,2.0468239,0.88169742,0,0,0,0,0,2.495314,24.783438,24.611825,0,0,0,0,0,0.054629576,1.2402452,0,0,0,0,0,0,0,0,0
711,51.600479,0,0,0,0,0,0,0,0,2.0546251,0.8850579,0,0,0,0,0,2.5048246,24.877896,24.70563,0,0,0,0,0,0.05483779,1.2449722,0,0,0,0,0,0,0,0,0
712,51.796401,0,0,0,0,0,0,0,0,2.0624263,0.88841837,0,0,0,0,0,2.5143351,24.972355,24.799434,0,0,0,0,0,0.055046004,1.2496992,0,0,0,0,0,0,0,0,0
713,51.992323,0,0,0,0,0,0,0,0,2.0702275,0.89177885,0,0,0,0,0,2.5238457,25.066814,24.893239,0,0,0,0,0,0.055254217,1.2544263,0,0,0,0,0,0,0,0,0
714,52.188245,0,0,0,0,0,0,0,0,2.0780287,0.89513933,0,0,0,0,0,2.5333563,25.161273,24.987044,0,0,0,0,0,0.055462431,1.2591533,0,0,0,0,0,0,0,0,0
715,52.384167,0,0,0,0,0,0,0,0,2.0858299,0.8984998,0,0,0,0,0,2.5428668,25.255732,25.080849,0,0,0,0,0,0.055670644,1.2638803,0,0,0,0,0,0,0,0,0
716,52.580088,0,0,0,0,0,0,0,0,2.0936311,0.90186028,0,0,0,0,0,2.5523774,25.350191,25.174654,0,0,0,0,0,0.055878858,1.2686074,0,0,0,0,0,0,0,0,0
717,52.77601,0,0,0,0,0,0,0,0,2.1014323,0.90522076,0,0,0,0,0,2.561888,25.44465,25.268458,0,0,0,0,0,0.056087072,1.2733344,0,0,0,0,0,0,0,0,0
718,52.971932,0,0,0,0,0,0,0,0,2.1092335,0.90858123,0,0,0,0,0,2.5713985,25.539109,25.362263,0,0,0,0,0,0.056295285,1.2780614,0,0,0,0,0,0,0,0,0
719,53.167854,0,0,0,0,0,0,0,0,2.1170347,0.91194171,0,0,0,0,0,2.5809091,25.633568,25.456068,0,0,0,0,0,0.056503499,1.2827885,0,0,0,0,0,0,0,0,0
720,53.363776,0,0,0,0,0,0,0,0,2.1248359,0.91530219,0,0,0,0,0,2.5904197,25.728026,25.549873,0,0,0,0,0,0.056711712,1.2875155,0,0,0,0,0,0,0,0,0
721,53.559698,0,0,0,0,0,0,0,0,2.1326371,0.91866266,0,0,0,0,0,2.5999303,25.822485,25.643678,0,0,0,0,0,0.056919926,1.2922425,0,0,0,0,0,0,0,0,0
722,53.75562,0,0,0,0,0,0,0,0,2.1404383,0.92202314,0,0,0,0,0,2.6094408,25.916944,25.737482,0,0,0,0,0,0.05712814,1.2969696,0,0,0,0,0,0,0,0,0
723,53.951542,0,0,0,0,0,0,0,0,2.1482396,0.92538361,0,0,0,0,0,2.6189514,26.011403,25.831287,0,0,0,0,0,0.057336353,1.3016966,0,0,0,0,0,0,0,0,0
724,54.147463,0,0,0,0,0,0,0,0,2.1560408,0.92874409,0,0,0,0,0,2.628462,26.105862,25.925092,0,0,0,0,0,0.057544567,1.3064237,0,0,0,0,0,0,0,0,0
725,54.343385,0,0,0,0,0,0,0,0,2.163842,0.93210457,0,0,0,0,0,2.6379725,26.200321,26.018897,0,0,0,0,0,0.057752781,1.3111507,0,0,0,0,0,0,0,0,0
726,54.539307,0,0,0,0,0,0,0,0,2.1716432,0.93546504,0,0,0,0,0,2.6474831,26.29478,26.112702,0,0,0,0,0,0.057960994,1.3158777,0,0,0,0,0,0,0,0,0
727,54.735229,0,0,0,0,0,0,0,0,2.1794444,0.93882552,0,0,0,0,0,2.6569937,26.389239,26.206507,0,0,0,0,0,0.058169208,1.3206048,0,0,0,0,0,0,0,0,0
728,54.931151,0,0,0,0,0,0,0,0,2.1872456,0.942186,0,0,0,0,0,2.6665042,26.483698,26.300311,0,0,0,0,0,0.058377421,1.3253318,0,0,0,0,0,0,0,0,0
729,55.127073,0,0,0,0,0,0,0,0,2.1950468,0.94554647,0,0,0,0,0,2.6760148,26.578156,26.394116,0,0,0,0,0,0.058585635,1.3300588,0,0,0,0,0,0,0,0,0
730,55.322995,0,0,0,0,0,0,0,0,2.202848,0.94890695,0,0,0,0,0,2.6855254,26.672615,26.487921,0,0,0,0,0,0.058793849,1.3347859,0,0,0,0,0,0,0,0,0
731,55.518916,0,0,0,0,0,0,0,0,2.2106492,0.95226743,0,0,0,0,0,2.6950359,26.767074,26.581726,0,0,0,0,0,0.059002062,1.3395129,0,0,0,0,0,0,0,0,0
732,55.714838,0,0,0,0,0,0,0,0,2.2184504,0.9556279,0,0,0,0,0,2.7045465,26.861533,26.675531,0,0,0,0,0,0.059210276,1.3442399,0,0,0,0,0,0,0,0,0
733,55.91076,0,0,0,0,0,0,0,0,2.2262516,0.95898838,0,0,0,0,0,2.7140571,26.955992,26.769335,0,0,0,0,0,0.059418489,1.348967,0,0,0,0,0,0,0,0,0
734,56.106682,0,0,0,0,0,0,0,0,2.2340528,0.96234886,0,0,0,0,0,2.7235677,27.050451,26.86314,0,0,0,0,0,0.059626703,1.353694,0,0,0,0,0,0,0,0,0
735,56.302604,0,0,0,0,0,0,0,0,2.241854,0.96570933,0,0,0,0,0,2.7330782,27.14491,26.956945,0,0,0,0,0,0.059834917,1.358421,0,0,0,0,0,0,0,0,0
736,56.498526,0,0,0,0,0,0,0,0,2.2496552,0.96906981,0,0,0,0,0,2.7425888,27.239369,27.05075,0,0,0,0,0,0.06004313,1.3631481,0,0,0,0,0,0,0,0,0
737,56.694448,0,0,0,0,0,0,0,0,2.2574564,0.97243029,0,0,0,0,0,2.7520994,27.333828,27.144555,0,0,0,0,0,0.060251344,1.3678751,0,0,0,0,0,0,0,0,0
738,56.89037,0,0,0,0,0,0,0,0,2.2652577,0.97579076,0,0,0,0,0,2.7616099,27.428286,27.238359,0,0,0,0,0,0.060459558,1.3726021,0,0,0,0,0,0,0,0,0
739,57.086291,0,0,0,0,0,0,0,0,2.2730589,0.97915124,0,0,0,0,0,2.7711205,27.522745,27.332164,0,0,0,0,0,0.060667771,1.3773292,0,0,0,0,0,0,0,0,0
740,57.282213,0,0,0,0,0,0,0,0,2.2808601,0.98251172,0,0,0,0,0,2.7806311,27.617204,27.425969,0,0,0,0,0,0.060875985,1.3820562,0,0,0,0,0,0,0,0,0
741,57.478135,0,0,0,0,0,0,0,0,2.2886613,0.98587219,0,0,0,0,0,2.7901416,27.711663,27.519774,0,0,0,0,0,0.061084198,1.3867832,0,0,0,0,0,0,0,0,0
742,57.674057,0,0,0,0,0,0,0,0,2.2964625,0.98923267,0,0,0,0,0,2.7996522,27.806122,27.613579,0,0,0,0,0,0.061292412,1.3915103,0,0,0,0,0,0,0,0,0
743,57.869979,0,0,0,0,0,0,0,0,2.3042637,0.99259315,0,0,0,0,0,2.8091628,27.900581,27.707384,0,0,0,0,0,0.061500626,1.3962373,0,0,0,0,0,0,0,0,0
744,58.065901,0,0,0,0,0,0,0,0,2.3120649,0.99595362,0,0,0,0,0,2.8186733,27.99504,27.801188,0,0,0,0,0,0.061708839,1.4009644,0,0,0,0,0,0,0,0,0
745,58.261823,0,0,0,0,0,0,0,0,2.3198661,0.9993141,0,0,0,0,0,2.8281839,28.089499,27.894993,0,0,0,0,0,0.061917053,1.4056914,0,0,0,0,0,0,0,0,0
746,58.457745,0,0,0,0,0,0,0,0,2.3276673,1.0026746,0,0,0,0,0,2.8376945,28.183958,27.988798,0,0,0,0,0,0.062125266,1.4104184,0,0,0,0,0,0,0,0,0
747,58.653666,0,0,0,0,0,0,0,0,2.3354685,1.0060351,0,0,0,0,0,2.847205,28.278416,28.082603,0,0,0,0,0,0.06233348,1.4151455,0,0,0,0,0,0,0,0,0
748,58.849588,0,0,0,0,0,0,0,0,2.3432697,1.0093955,0,0,0,0,0,2.8567156,28.372875,28.176408,0,0,0,0,0,0.062541694,1.4198725,0,0,0,0,0,0,0,0,0
749,59.04551,0,0,0,0,0,0,0,0,2.3510709,1.012756,0,0,0,0,0,2.8662262,28.467334,28.270212,0,0,0,0,0,0.062749907,1.4245995,0,0,0,0,0,0,0,0,0
750,59.241432,0,0,0,0,0,0,0,0,2.3588721,1.0161165,0,0,0,0,0,2.8757368,28.561793,28.364017,0,0,0,0,0,0.062958121,1.4293266,0,0,0,0,0,0,0,0,0
751,59.437354,0,0,0,0,0,0,0,0,2.3666733,1.019477,0,0,0,0,0,2.8852473,28.656252,28.457822,0,0,0,0,0,0.063166335,1.4340536,0,0,0,0,0,0,0,0,0
752,59.633276,0,0,0,0,0,0,0,0,2.3744745,1.0228374,0,0,0,0,0,2.8947579,28.750711,28.551627,0,0,0,0,0,0.063374548,1.4387806,0,0,0,0,0,0,0,0,0
753,59.829198,0,0,0,0,0,0,0,0,2.3822757,1.0261979,0,0,0,0,0,2.9042685,28.84517,28.645432,0,0,0,0,0,0.063582762,1.4435077,0,0,0,0,0,0,0,0,0
754,60.025119,0,0,0,0,0,0,0,0,2.390077,1.0295584,0,0,0,0,0,2.913779,28.939629,28.739236,0,0,0,0,0,0.063790975,1.4482347,0,0,0,0,0,0,0,0,0
755,60.221041,0,0,0,0,0,0,0,0,2.3978782,1.0329189,0,0,0,0,0,2.9232896,29.034088,28.833041,0,0,0,0,0,0.063999189,1.4529617,0,0,0,0,0,0,0,0,0
756,60.416963,0,0,0,0,0,0,0,0,2.4056794,1.0362793,0,0,0,0,0,2.9328002,29.128547,28.926846,0,0,0,0,0,0.064207403,1.4576888,0,0,0,0,0,0,0,0,0
757,60.612885,0,0,0,0,0,0,0,0,2.4134806,1.0396398,0,0,0,0,0,2.9423107,29.223005,29.020651,0,0,0,0,0,0.064415616,1.4624158,0,0,0,0,0,0,0,0,0
758,60.808807,0,0,0,0,0,0,0,0,2.4212818,1.0430003,0,0,0,0,0,2.9518213,29.317464,29.114456,0,0,0,0,0,0.06462383,1.4671428,0,0,0,0,0,0,0,0,0
759,61.004729,0,0,0,0,0,0,0,0,2.429083,1.0463608,0,0,0,0,0,2.9613319,29.411923,29.20826,0,0,0,0,0,0.064832043,1.4718699,0,0,0,0,0,0,0,0,0
760,61.200651,0,0,0,0,0,0,0,0,2.4368842,1.0497212,0,0,0,0,0,2.9708424,29.506382,29.302065,0,0,0,0,0,0.065040257,1.4765969,0,0,0,0,0,0,0,0,0
761,61.396573,0,0,0,0,0,0,0,0,2.4446854,1.0530817,0,0,0,0,0,2.980353,29.600841,29.39587,0,0,0,0,0,0.065248471,1.481324,0,0,0,0,0,0,0,0,0
762,61.592494,0,0,0,0,0,0,0,0,2.4524866,1.0564422,0,0,0,0,0,2.9898636,29.6953,29.489675,0,0,0,0,0,0.065456684,1.486051,0,0,0,0,0,0,0,0,0
763,61.788416,0,0,0,0,0,0,0,0,2.4602878,1.0598027,0,0,0,0,0,2.9993741,29.789759,29.58348,0,0,0,0,0,0.065664898,1.490778,0,0,0,0,0,0,0,0,0
764,61.984338,0,0,0,0,0,0,0,0,2.468089,1.0631632,0,0,0,0,0,3.0088847,29.884218,29.677285,0,0,0,0,0,0.065873112,1.4955051,0,0,0,0,0,0,0,0,0
765,62.18026,0,0,0,0,0,0,0,0,2.4758902,1.0665236,0,0,0,0,0,3.0183953,29.978677,29.771089,0,0,0,0,0,0.066081325,1.5002321,0,0,0,0,0,0,0,0,0
766,62.376182,0,0,0,0,0,0,0,0,2.4836914,1.0698841,0,0,0,0,0,3.0279059,30.073135,29.864894,0,0,0,0,0,0.066289539,1.5049591,0,0,0,0,0,0,0,0,0
767,62.572104,0,0,0,0,0,0,0,0,2.4914926,1.0732446,0,0,0,0,0,3.0374164,30.167594,29.958699,0,0,0,0,0,0.066497752,1.5096862,0,0,0,0,0,0,0,0,0
768,62.768026,0,0,0,0,0,0,0,0,2.4992938,1.0766051,0,0,0,0,0,3.046927,30.262053,30.052504,0,0,0,0,0,0.066705966,1.5144132,0,0,0,0,0,0,0,0,0
