Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa)
15,-1.8884059,0,0,0,0,0,0,-0.18079291,0,0,0,0,-0.12377756,-0.63073923,0,0,0,0,0,0
16,-1.8458124,0,0,0,0,0,0,-0.17671508,0,0,0,0,-0.12098572,-0.61651275,0,0,0,0,0,0
17,-1.803219,0,0,0,0,0,0,-0.17263725,0,0,0,0,-0.11819389,-0.60228627,0,0,0,0,0,0
18,-1.7606255,0,0,0,0,0,0,-0.16855942,0,0,0,0,-0.11540206,-0.58805979,0,0,0,0,0,0
19,-1.718032,0,0,0,0,0,0,-0.16448159,0,0,0,0,-0.11261022,-0.57383331,0,0,0,0,0,0
20,-1.6754386,0,0,0,0,0,0,-0.16040376,0,0,0,0,-0.10981839,-0.55960683,0,0,0,0,0,0
21,-1.6328451,0,0,0,0,0,0,-0.15632593,0,0,0,0,-0.10702656,-0.54538035,0,0,0,0,0,0
22,-1.5902517,0,0,0,0,0,0,-0.1522481,0,0,0,0,-0.10423472,-0.53115388,0,0,0,0,0,0
23,-1.5476582,0,0,0,0,0,0,-0.14817028,0,0,0,0,-0.10144289,-0.5169274,0,0,0,0,0,0
24,-1.5050647,0,0,0,0,0,0,-0.14409245,0,0,0,0,-0.098651057,-0.50270092,0,0,0,0,0,0
25,-1.4624713,0,0,0,0,0,0,-0.14001462,0,0,0,0,-0.095859224,-0.48847444,0,0,0,0,0,0
26,-1.4198778,0,0,0,0,0,0,-0.13593679,0,0,0,0,-0.09306739,-0.47424796,0,0,0,0,0,0
27,-1.3772843,0,0,0,0,0,0,-0.13185896,0,0,0,0,-0.090275557,-0.46002148,0,0,0,0,0,0
28,-1.3346909,0,0,0,0,0,0,-0.12778113,0,0,0,0,-0.087483723,-0.445795,0,0,0,0,0,0
29,-1.2920974,0,0,0,0,0,0,-0.1237033,0,0,0,0,-0.08469189,-0.43156852,0,0,0,0,0,0
30,-1.249504,0,0,0,0,0,0,-0.11962547,0,0,0,0,-0.081900057,-0.41734204,0,0,0,0,0,0
31,-1.2069049,0,0,0,0,0,0,-0.11554711,0,0,0,0,-0.079107855,-0.40311369,0,0,0,0,0,0
32,-1.1087329,0,0,0,0,0,0,-0.10614828,0,0,0,0,-0.072673068,-0.37032364,0,0,0,0,0,0
33,-1.0105609,0,0,0,0,0,0,-0.096749457,0,0,0,0,-0.066238282,-0.33753359,0,0,0,0,0,0
34,-0.91238893,0,0,0,0,0,0,-0.087350631,0,0,0,0,-0.059803496,-0.30474354,0,0,0,0,0,0
35,-0.81421695,0,0,0,0,0,0,-0.077951805,0,0,0,0,-0.053368709,-0.27195349,0,0,0,0,0,0
36,-0.71604496,0,0,0,0,0,0,-0.068552979,0,0,0,0,-0.046933923,-0.23916344,0,0,0,0,0,0
37,-0.61787298,0,0,0,0,0,0,-0.059154153,0,0,0,0,-0.040499137,-0.20637339,0,0,0,0,0,0
38,-0.51970099,0,0,0,0,0,0,-0.049755327,0,0,0,0,-0.03406435,-0.17358334,0,0,0,0,0,0
39,-0.42152901,0,0,0,0,0,0,-0.040356501,0,0,0,0,-0.027629564,-0.14079329,0,0,0,0,0,0
40,-0.32335702,0,0,0,0,0,0,-0.030957675,0,0,0,0,-0.021194778,-0.10800324,0,0,0,0,0,0
41,-0.22518504,0,0,0,0,0,0,-0.021558849,0,0,0,0,-0.014759991,-0.075213194,0,0,0,0,0,0
42,-0.12701305,0,0,0,0,0,0,-0.012160023,0,0,0,0,-0.0083252048,-0.042423145,0,0,0,0,0,0
43,-0.02884107,0,0,0,0,0,0,-0.0027611971,0,0,0,0,-0.0018904184,-0.0096330957,0,0,0,0,0,0
44,0.069330914,0,0,0,0,0,0,0.0066376288,0,0,0,0,0.004544368,0.023156953,0,0,0,0,0,0
45,0.1675029,0,0,0,0,0,0,0.016036455,0,0,0,0,0.010979154,0.055947003,0,0,0,0,0,0
46,0.26567488,0,0,0,0,0,0,0.025435281,0,0,0,0,0.017413941,0.088737052,0,0,0,0,0,0
47,0.36384687,0,0,0,0,0,0,0.034834107,0,0,0,0,0.023848727,0.1215271,0,0,0,0,0,0
48,0.46201885,0,0,0,0,0,0,0.044232933,0,0,0,0,0.030283513,0.15431715,0,0,0,0,0,0
49,0.56019084,0,0,0,0,0,0,0.053631759,0,0,0,0,0.0367183,0.1871072,0,0,0,0,0,0
50,0.65836282,0,0,0,0,0,0,0.063030584,0,0,0,0,0.043153086,0.21989725,0,0,0,0,0,0
51,0.7565348,0,0,0,0,0,0,0.07242941,0,0,0,0,0.049587873,0.2526873,0,0,0,0,0,0
52,0.85470679,0,0,0,0,0,0,0.081828236,0,0,0,0,0.056022659,0.28547735,0,0,0,0,0,0
53,0.95287877,0,0,0,0,0,0,0.091227062,0,0,0,0,0.062457445,0.3182674,0,0,0,0,0,0
54,1.0510508,0,0,0,0,0,0,0.10062589,0,0,0,0,0.068892232,0.35105744,0,0,0,0,0,0
55,1.1492227,0,0,0,0,0,0,0.11002471,0,0,0,0,0.075327018,0.38384749,0,0,0,0,0,0
56,1.2473947,0,0,0,0,0,0,0.11942354,0,0,0,0,0.081761804,0.41663754,0,0,0,0,0,0
57,1.3455667,0,0,0,0,0,0,0.12882237,0,0,0,0,0.088196591,0.44942759,0,0,0,0,0,0
58,1.4437387,0,0,0,0,0,0,0.13822119,0,0,0,0,0.094631377,0.48221764,0,0,0,0,0,0
59,1.5419107,0,0,0,0,0,0,0.14762002,0,0,0,0,0.10106616,0.51500769,0,0,0,0,0,0
60,1.6400827,0,0,0,0,0,0,0.15701884,0,0,0,0,0.10750095,0.54779774,0,0,0,0,0,0
61,1.7382546,0,0,0,0,0,0,0.16641767,0,0,0,0,0.11393574,0.58058779,0,0,0,0,0,0
62,1.8364266,0,0,0,0,0,0,0.1758165,0,0,0,0,0.12037052,0.61337784,0,0,0,0,0,0
63,1.9345986,0,0,0,0,0,0,0.18521532,0,0,0,0,0.12680531,0.64616789,0,0,0,0,0,0
64,2.0327706,0,0,0,0,0,0,0.19461415,0,0,0,0,0.1332401,0.67895794,0,0,0,0,0,0
65,2.1309426,0,0,0,0,0,0,0.20401297,0,0,0,0,0.13967488,0.71174799,0,0,0,0,0,0
66,2.2291146,0,0,0,0,0,0,0.2134118,0,0,0,0,0.14610967,0.74453803,0,0,0,0,0,0
67,2.3272866,0,0,0,0,0,0,0.22281063,0,0,0,0,0.15254445,0.77732808,0,0,0,0,0,0
68,2.4254585,0,0,0,0,0,0,0.23220945,0,0,0,0,0.15897924,0.81011813,0,0,0,0,0,0
69,2.5236305,0,0,0,0,0,0,0.24160828,0,0,0,0,0.16541403,0.84290818,0,0,0,0,0,0
70,2.6218025,0,0,0,0,0,0,0.2510071,0,0,0,0,0.17184881,0.87569823,0,0,0,0,0,0
71,2.7199745,0,0,0,0,0,0,0.26040593,0,0,0,0,0.1782836,0.90848828,0,0,0,0,0,0
72,2.8181465,0,0,0,0,0,0,0.26980476,0,0,0,0,0.18471839,0.94127833,0,0,0,0,0,0
73,2.9163185,0,0,0,0,0,0,0.27920358,0,0,0,0,0.19115317,0.97406838,0,0,0,0,0,0
74,3.0144904,0,0,0,0,0,0,0.28860241,0,0,0,0,0.19758796,1.0068584,0,0,0,0,0,0
75,3.1126624,0,0,0,0,0,0,0.29800123,0,0,0,0,0.20402275,1.0396485,0,0,0,0,0,0
76,3.2108344,0,0,0,0,0,0,0.30740006,0,0,0,0,0.21045753,1.0724385,0,0,0,0,0,0
77,3.3090064,0,0,0,0,0,0,0.31679888,0,0,0,0,0.21689232,1.1052286,0,0,0,0,0,0
78,3.4071784,0,0,0,0,0,0,0.32619771,0,0,0,0,0.2233271,1.1380186,0,0,0,0,0,0
79,3.5053504,0,0,0,0,0,0,0.33559654,0,0,0,0,0.22976189,1.1708087,0,0,0,0,0,0
80,3.6035224,0,0,0,0,0,0,0.34499536,0,0,0,0,0.23619668,1.2035987,0,0,0,0,0,0
81,3.7016943,0,0,0,0,0,0,0.35439419,0,0,0,0,0.24263146,1.2363888,0,0,0,0,0,0
82,3.7998663,0,0,0,0,0,0,0.36379301,0,0,0,0,0.24906625,1.2691788,0,0,0,0,0,0
83,3.8980383,0,0,0,0,0,0,0.37319184,0,0,0,0,0.25550104,1.3019689,0,0,0,0,0,0
84,3.9962103,0,0,0,0,0,0,0.38259067,0,0,0,0,0.26193582,1.3347589,0,0,0,0,0,0
85,4.0943823,0,0,0,0,0,0,0.39198949,0,0,0,0,0.26837061,1.367549,0,0,0,0,0,0
86,4.1925543,0,0,0,0,0,0,0.40138832,0,0,0,0,0.2748054,1.400339,0,0,0,0,0,0
87,4.2907262,0,0,0,0,0,0,0.41078714,0,0,0,0,0.28124018,1.4331291,0,0,0,0,0,0
88,4.3888982,0,0,0,0,0,0,0.42018597,0,0,0,0,0.28767497,1.4659191,0,0,0,0,0,0
89,4.4870702,0,0,0,0,0,0,0.4295848,0,0,0,0,0.29410975,1.4987092,0,0,0,0,0,0
90,4.5852422,0,0,0,0,0,0,0.43898362,0,0,0,0,0.30054454,1.5314992,0,0,0,0,0,0
91,4.6834142,0,0,0,0,0,0,0.44838245,0,0,0,0,0.30697933,1.5642893,0,0,0,0,0,0
92,4.7815862,0,0,0,0,0,0,0.45778127,0,0,0,0,0.31341411,1.5970793,0,0,0,0,0,0
93,4.8797581,0,0,0,0,0,0,0.4671801,0,0,0,0,0.3198489,1.6298694,0,0,0,0,0,0
94,4.9779301,0,0,0,0,0,0,0.47657893,0,0,0,0,0.32628369,1.6626594,0,0,0,0,0,0
95,5.0761021,0,0,0,0,0,0,0.48597775,0,0,0,0,0.33271847,1.6954495,0,0,0,0,0,0
96,5.1742741,0,0,0,0,0,0,0.49537658,0,0,0,0,0.33915326,1.7282395,0,0,0,0,0,0
97,5.2724461,0,0,0,0,0,0,0.5047754,0,0,0,0,0.34558805,1.7610296,0,0,0,0,0,0
98,5.3706181,0,0,0,0,0,0,0.51417423,0,0,0,0,0.35202283,1.7938196,0,0,0,0,0,0
99,5.4687901,0,0,0,0,0,0,0.52357306,0,0,0,0,0.35845762,1.8266097,0,0,0,0,0,0
100,5.566962,0,0,0,0,0,0,0.53297188,0,0,0,0,0.3648924,1.8593997,0,0,0,0,0,0
101,5.665134,0,0,0,0,0,0,0.54237071,0,0,0,0,0.37132719,1.8921898,0,0,0,0,0,0
102,5.763306,0,0,0,0,0,0,0.55176953,0,0,0,0,0.37776198,1.9249798,0,0,0,0,0,0
103,5.861478,0,0,0,0,0,0,0.56116836,0,0,0,0,0.38419676,1.9577699,0,0,0,0,0,0
104,5.95965,0,0,0,0,0,0,0.57056719,0,0,0,0,0.39063155,1.9905599,0,0,0,0,0,0
105,6.057822,0,0,0,0,0,0,0.57996601,0,0,0,0,0.39706634,2.02335,0,0,0,0,0,0
106,6.1559939,0,0,0,0,0,0,0.58936484,0,0,0,0,0.40350112,2.05614,0,0,0,0,0,0
107,6.2541659,0,0,0,0,0,0,0.59876366,0,0,0,0,0.40993591,2.08893,0,0,0,0,0,0
108,6.3523379,0,0,0,0,0,0,0.60816249,0,0,0,0,0.4163707,2.1217201,0,0,0,0,0,0
109,6.4505099,0,0,0,0,0,0,0.61756131,0,0,0,0,0.42280548,2.1545101,0,0,0,0,0,0
110,6.5486819,0,0,0,0,0,0,0.62696014,0,0,0,0,0.42924027,2.1873002,0,0,0,0,0,0
111,6.6468539,0,0,0,0,0,0,0.63635897,0,0,0,0,0.43567505,2.2200902,0,0,0,0,0,0
112,6.7450258,0,0,0,0,0,0,0.64575779,0,0,0,0,0.44210984,2.2528803,0,0,0,0,0,0
113,6.8431978,0,0,0,0,0,0,0.65515662,0,0,0,0,0.44854463,2.2856703,0,0,0,0,0,0
114,6.9413698,0,0,0,0,0,0,0.66455544,0,0,0,0,0.45497941,2.3184604,0,0,0,0,0,0
115,7.0395418,0,0,0,0,0,0,0.67395427,0,0,0,0,0.4614142,2.3512504,0,0,0,0,0,0
116,7.1377138,0,0,0,0,0,0,0.6833531,0,0,0,0,0.46784899,2.3840405,0,0,0,0,0,0
117,7.2358858,0,0,0,0,0,0,0.69275192,0,0,0,0,0.47428377,2.4168305,0,0,0,0,0,0
118,7.3340578,0,0,0,0,0,0,0.70215075,0,0,0,0,0.48071856,2.4496206,0,0,0,0,0,0
119,7.4322297,0,0,0,0,0,0,0.71154957,0,0,0,0,0.48715335,2.4824106,0,0,0,0,0,0
120,7.5304017,0,0,0,0,0,0,0.7209484,0,0,0,0,0.49358813,2.5152007,0,0,0,0,0,0
121,7.6285737,0,0,0,0,0,0,0.73034723,0,0,0,0,0.50002292,2.5479907,0,0,0,0,0,0
122,7.7267457,0,0,0,0,0,0,0.73974605,0,0,0,0,0.5064577,2.5807808,0,0,0,0,0,0
123,7.8249177,0,0,0,0,0,0,0.74914488,0,0,0,0,0.51289249,2.6135708,0,0,0,0,0,0
124,7.9230897,0,0,0,0,0,0,0.7585437,0,0,0,0,0.51932728,2.6463609,0,0,0,0,0,0
125,8.0212616,0,0,0,0,0,0,0.76794253,0,0,0,0,0.52576206,2.6791509,0,0,0,0,0,0
126,8.1194336,0,0,0,0,0,0,0.77734136,0,0,0,0,0.53219685,2.711941,0,0,0,0,0,0
127,8.2176056,0,0,0,0,0,0,0.78674018,0,0,0,0,0.53863164,2.744731,0,0,0,0,0,0
128,8.3157776,0,0,0,0,0,0,0.79613901,0,0,0,0,0.54506642,2.7775211,0,0,0,0,0,0
129,8.4139496,0,0,0,0,0,0,0.80553783,0,0,0,0,0.55150121,2.8103111,0,0,0,0,0,0
130,8.5121216,0,0,0,0,0,0,0.81493666,0,0,0,0,0.557936,2.8431012,0,0,0,0,0,0
131,8.6102936,0,0,0,0,0,0,0.82433549,0,0,0,0,0.56437078,2.8758912,0,0,0,0,0,0
132,8.7084655,0,0,0,0,0,0,0.83373431,0,0,0,0,0.57080557,2.9086813,0,0,0,0,0,0
133,8.8066375,0,0,0,0,0,0,0.84313314,0,0,0,0,0.57724035,2.9414713,0,0,0,0,0,0
134,8.9048095,0,0,0,0,0,0,0.85253196,0,0,0,0,0.58367514,2.9742614,0,0,0,0,0,0
135,9.0029815,0,0,0,0,0,0,0.86193079,0,0,0,0,0.59010993,3.0070514,0,0,0,0,0,0
136,9.1011535,0,0,0,0,0,0,0.87132962,0,0,0,0,0.59654471,3.0398415,0,0,0,0,0,0
137,9.1993255,0,0,0,0,0,0,0.88072844,0,0,0,0,0.6029795,3.0726315,0,0,0,0,0,0
138,9.2974974,0,0,0,0,0,0,0.89012727,0,0,0,0,0.60941429,3.1054216,0,0,0,0,0,0
139,9.3956694,0,0,0,0,0,0,0.89952609,0,0,0,0,0.61584907,3.1382116,0,0,0,0,0,0
140,9.4938414,0,0,0,0,0,0,0.90892492,0,0,0,0,0.62228386,3.1710017,0,0,0,0,0,0
141,9.7614365,0,0,0,0,0,0,0.93454403,0,0,0,0,0.63982366,3.2603801,0,0,0,0,0,0
142,10.029049,0,0,0,0,0,0,0.96016485,0,0,0,0,0.65736463,3.3497644,0,0,0,0,0,0
143,10.296662,0,0,0,0,0,0,0.98578567,0,0,0,0,0.67490559,3.4391488,0,0,0,0,0,0
144,10.564275,0,0,0,0,0,0,1.0114065,0,0,0,0,0.69244656,3.5285331,0,0,0,0,0,0
145,10.831888,0,0,0,0,0,0,1.0370273,0,0,0,0,0.70998752,3.6179174,0,0,0,0,0,0
146,11.099501,0,0,0,0,0,0,1.0626481,0,0,0,0,0.72752849,3.7073018,0,0,0,0,0,0
147,11.367113,0,0,0,0,0,0,1.0882689,0,0,0,0,0.74506945,3.7966861,0,0,0,0,0,0
148,11.634726,0,0,0,0,0,0,1.1138898,0,0,0,0,0.76261042,3.8860704,0,0,0,0,0,0
149,11.902339,0,0,0,0,0,0,1.1395106,0,0,0,0,0.78015139,3.9754548,0,0,0,0,0,0
150,12.169952,0,0,0,0,0,0,1.1651314,0,0,0,0,0.79769235,4.0648391,0,0,0,0,0,0
151,12.437565,0,0,0,0,0,0,1.1907522,0,0,0,0,0.81523332,4.1542235,0,0,0,0,0,0
152,12.705178,0,0,0,0,0,0,1.216373,0,0,0,0,0.83277428,4.2436078,0,0,0,0,0,0
153,12.97279,0,0,0,0,0,0,1.2419938,0,0,0,0,0.85031525,4.3329921,0,0,0,0,0,0
154,13.240403,0,0,0,0,0,0,1.2676147,0,0,0,0,0.86785621,4.4223765,0,0,0,0,0,0
155,13.508016,0,0,0,0,0,0,1.2932355,0,0,0,0,0.88539718,4.5117608,0,0,0,0,0,0
156,13.775629,0,0,0,0,0,0,1.3188563,0,0,0,0,0.90293815,4.6011452,0,0,0,0,0,0
157,14.043242,0,0,0,0,0,0,1.3444771,0,0,0,0,0.92047911,4.6905295,0,0,0,0,0,0
158,14.310855,0,0,0,0,0,0,1.3700979,0,0,0,0,0.93802008,4.7799138,0,0,0,0,0,0
159,14.578467,0,0,0,0,0,0,1.3957187,0,0,0,0,0.95556104,4.8692982,0,0,0,0,0,0
160,14.84608,0,0,0,0,0,0,1.4213396,0,0,0,0,0.97310201,4.9586825,0,0,0,0,0,0
161,15.113693,0,0,0,0,0,0,1.4469604,0,0,0,0,0.99064297,5.0480669,0,0,0,0,0,0
162,15.381306,0,0,0,0,0,0,1.4725812,0,0,0,0,1.0081839,5.1374512,0,0,0,0,0,0
163,15.648919,0,0,0,0,0,0,1.498202,0,0,0,0,1.0257249,5.2268355,0,0,0,0,0,0
164,15.916532,0,0,0,0,0,0,1.5238228,0,0,0,0,1.0432659,5.3162199,0,0,0,0,0,0
165,16.184144,0,0,0,0,0,0,1.5494436,0,0,0,0,1.0608068,5.4056042,0,0,0,0,0,0
166,16.451757,0,0,0,0,0,0,1.5750645,0,0,0,0,1.0783478,5.4949886,0,0,0,0,0,0
167,16.71937,0,0,0,0,0,0,1.6006853,0,0,0,0,1.0958888,5.5843729,0,0,0,0,0,0
168,16.986983,0,0,0,0,0,0,1.6263061,0,0,0,0,1.1134297,5.6737572,0,0,0,0,0,0
169,17.254596,0,0,0,0,0,0,1.6519269,0,0,0,0,1.1309707,5.7631416,0,0,0,0,0,0
170,17.522209,0,0,0,0,0,0,1.6775477,0,0,0,0,1.1485117,5.8525259,0,0,0,0,0,0
171,17.789821,0,0,0,0,0,0,1.7031685,0,0,0,0,1.1660526,5.9419103,0,0,0,0,0,0
172,18.057434,0,0,0,0,0,0,1.7287894,0,0,0,0,1.1835936,6.0312946,0,0,0,0,0,0
173,18.325047,0,0,0,0,0,0,1.7544102,0,0,0,0,1.2011346,6.1206789,0,0,0,0,0,0
174,18.59266,0,0,0,0,0,0,1.780031,0,0,0,0,1.2186755,6.2100633,0,0,0,0,0,0
175,18.860273,0,0,0,0,0,0,1.8056518,0,0,0,0,1.2362165,6.2994476,0,0,0,0,0,0
176,19.127886,0,0,0,0,0,0,1.8312726,0,0,0,0,1.2537575,6.3888319,0,0,0,0,0,0
177,19.395498,0,0,0,0,0,0,1.8568934,0,0,0,0,1.2712984,6.4782163,0,0,0,0,0,0
178,19.663111,0,0,0,0,0,0,1.8825143,0,0,0,0,1.2888394,6.5676006,0,0,0,0,0,0
179,19.930724,0,0,0,0,0,0,1.9081351,0,0,0,0,1.3063804,6.656985,0,0,0,0,0,0
180,20.198337,0,0,0,0,0,0,1.9337559,0,0,0,0,1.3239213,6.7463693,0,0,0,0,0,0
181,20.46595,0,0,0,0,0,0,1.9593767,0,0,0,0,1.3414623,6.8357536,0,0,0,0,0,0
182,20.733563,0,0,0,0,0,0,1.9849975,0,0,0,0,1.3590033,6.925138,0,0,0,0,0,0
183,21.001175,0,0,0,0,0,0,2.0106183,0,0,0,0,1.3765442,7.0145223,0,0,0,0,0,0
184,21.268788,0,0,0,0,0,0,2.0362392,0,0,0,0,1.3940852,7.1039067,0,0,0,0,0,0
185,21.536401,0,0,0,0,0,0,2.06186,0,0,0,0,1.4116262,7.193291,0,0,0,0,0,0
186,21.804014,0,0,0,0,0,0,2.0874808,0,0,0,0,1.4291671,7.2826753,0,0,0,0,0,0
187,22.071627,0,0,0,0,0,0,2.1131016,0,0,0,0,1.4467081,7.3720597,0,0,0,0,0,0
188,22.33924,0,0,0,0,0,0,2.1387224,0,0,0,0,1.4642491,7.461444,0,0,0,0,0,0
189,22.606852,0,0,0,0,0,0,2.1643432,0,0,0,0,1.48179,7.5508284,0,0,0,0,0,0
190,22.874465,0,0,0,0,0,0,2.1899641,0,0,0,0,1.499331,7.6402127,0,0,0,0,0,0
191,23.142078,0,0,0,0,0,0,2.2155849,0,0,0,0,1.5168719,7.729597,0,0,0,0,0,0
192,23.409691,0,0,0,0,0,0,2.2412057,0,0,0,0,1.5344129,7.8189814,0,0,0,0,0,0
193,23.677304,0,0,0,0,0,0,2.2668265,0,0,0,0,1.5519539,7.9083657,0,0,0,0,0,0
194,23.944917,0,0,0,0,0,0,2.2924473,0,0,0,0,1.5694948,7.9977501,0,0,0,0,0,0
195,24.212529,0,0,0,0,0,0,2.3180682,0,0,0,0,1.5870358,8.0871344,0,0,0,0,0,0
196,24.480142,0,0,0,0,0,0,2.343689,0,0,0,0,1.6045768,8.1765187,0,0,0,0,0,0
197,24.747755,0,0,0,0,0,0,2.3693098,0,0,0,0,1.6221177,8.2659031,0,0,0,0,0,0
198,25.015368,0,0,0,0,0,0,2.3949306,0,0,0,0,1.6396587,8.3552874,0,0,0,0,0,0
199,25.282981,0,0,0,0,0,0,2.4205514,0,0,0,0,1.6571997,8.4446718,0,0,0,0,0,0
200,25.550594,0,0,0,0,0,0,2.4461722,0,0,0,0,1.6747406,8.5340561,0,0,0,0,0,0
201,25.818206,0,0,0,0,0,0,2.4717931,0,0,0,0,1.6922816,8.6234404,0,0,0,0,0,0
202,26.085819,0,0,0,0,0,0,2.4974139,0,0,0,0,1.7098226,8.7128248,0,0,0,0,0,0
203,26.353432,0,0,0,0,0,0,2.5230347,0,0,0,0,1.7273635,8.8022091,0,0,0,0,0,0
204,26.621045,0,0,0,0,0,0,2.5486555,0,0,0,0,1.7449045,8.8915935,0,0,0,0,0,0
205,26.888658,0,0,0,0,0,0,2.5742763,0,0,0,0,1.7624455,8.9809778,0,0,0,0,0,0
206,27.156271,0,0,0,0,0,0,2.5998971,0,0,0,0,1.7799864,9.0703621,0,0,0,0,0,0
207,27.423883,0,0,0,0,0,0,2.625518,0,0,0,0,1.7975274,9.1597465,0,0,0,0,0,0
208,27.691496,0,0,0,0,0,0,2.6511388,0,0,0,0,1.8150684,9.2491308,0,0,0,0,0,0
209,27.959109,0,0,0,0,0,0,2.6767596,0,0,0,0,1.8326093,9.3385151,0,0,0,0,0,0
210,28.226722,0,0,0,0,0,0,2.7023804,0,0,0,0,1.8501503,9.4278995,0,0,0,0,0,0
211,28.494335,0,0,0,0,0,0,2.7280012,0,0,0,0,1.8676913,9.5172838,0,0,0,0,0,0
212,28.761948,0,0,0,0,0,0,2.753622,0,0,0,0,1.8852322,9.6066682,0,0,0,0,0,0
213,29.02956,0,0,0,0,0,0,2.7792429,0,0,0,0,1.9027732,9.6960525,0,0,0,0,0,0
214,29.297173,0,0,0,0,0,0,2.8048637,0,0,0,0,1.9203142,9.7854368,0,0,0,0,0,0
215,29.564786,0,0,0,0,0,0,2.8304845,0,0,0,0,1.9378551,9.8748212,0,0,0,0,0,0
216,29.832399,0,0,0,0,0,0,2.8561053,0,0,0,0,1.9553961,9.9642055,0,0,0,0,0,0
217,30.100012,0,0,0,0,0,0,2.8817261,0,0,0,0,1.9729371,10.05359,0,0,0,0,0,0
218,30.367625,0,0,0,0,0,0,2.9073469,0,0,0,0,1.990478,10.142974,0,0,0,0,0,0
219,30.635238,0,0,0,0,0,0,2.9329678,0,0,0,0,2.008019,10.232359,0,0,0,0,0,0
220,30.90285,0,0,0,0,0,0,2.9585886,0,0,0,0,2.02556,10.321743,0,0,0,0,0,0
221,31.170463,0,0,0,0,0,0,2.9842094,0,0,0,0,2.0431009,10.411127,0,0,0,0,0,0
222,31.438076,0,0,0,0,0,0,3.0098302,0,0,0,0,2.0606419,10.500512,0,0,0,0,0,0
223,31.705689,0,0,0,0,0,0,3.035451,0,0,0,0,2.0781829,10.589896,0,0,0,0,0,0
224,31.973302,0,0,0,0,0,0,3.0610718,0,0,0,0,2.0957238,10.67928,0,0,0,0,0,0
225,32.240915,0,0,0,0,0,0,3.0866927,0,0,0,0,2.1132648,10.768665,0,0,0,0,0,0
226,32.508527,0,0,0,0,0,0,3.1123135,0,0,0,0,2.1308057,10.858049,0,0,0,0,0,0
227,32.77614,0,0,0,0,0,0,3.1379343,0,0,0,0,2.1483467,10.947433,0,0,0,0,0,0
228,33.043753,0,0,0,0,0,0,3.1635551,0,0,0,0,2.1658877,11.036818,0,0,0,0,0,0
229,33.311366,0,0,0,0,0,0,3.1891759,0,0,0,0,2.1834286,11.126202,0,0,0,0,0,0
