Time (ms),Stress at 0.00 mm (kPa),Stress at 0.26 mm (kPa),Stress at 0.46 mm (kPa),Stress at 0.65 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.06 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa),Stress at 2.85 mm (kPa),Stress at 3.05 mm (kPa),Stress at 3.25 mm (kPa),Stress at 3.45 mm (kPa),Stress at 3.65 mm (kPa),Stress at 3.85 mm (kPa)
2913,365.9589,328.40717,296.81824,262.91764,228.08689,184.79218,155.03098,123.30681,93.64171,74.992472,52.304631,36.191123,21.858646,13.340566,4.6701539,0.22992815,0,0,0,0
2914,365.95009,328.39927,296.81109,262.91131,228.0814,184.78773,155.02724,123.30384,93.639455,74.990666,52.303372,36.190252,21.85812,13.340244,4.6700414,0.22992261,0,0,0,0
2915,365.94128,328.39136,296.80394,262.90498,228.0759,184.78328,155.02351,123.30087,93.6372,74.98886,52.302112,36.18938,21.857593,13.339923,4.6699289,0.22991708,0,0,0,0
2916,365.93246,328.38345,296.7968,262.89865,228.07041,184.77883,155.01978,123.2979,93.634944,74.987054,52.300853,36.188508,21.857067,13.339602,4.6698165,0.22991154,0,0,0,0
2917,365.92365,328.37554,296.78965,262.89232,228.06492,184.77438,155.01604,123.29493,93.632689,74.985248,52.299593,36.187637,21.856541,13.339281,4.669704,0.229906,0,0,0,0
2918,365.91484,328.36763,296.7825,262.88598,228.05943,184.76993,155.01231,123.29196,93.630434,74.983442,52.298333,36.186765,21.856014,13.338959,4.6695915,0.22990046,0,0,0,0
2919,365.90602,328.35972,296.77535,262.87965,228.05393,184.76548,155.00858,123.28899,93.628179,74.981636,52.297074,36.185894,21.855488,13.338638,4.6694791,0.22989493,0,0,0,0
2920,365.89721,328.35181,296.7682,262.87332,228.04844,184.76103,155.00484,123.28602,93.625924,74.97983,52.295814,36.185022,21.854961,13.338317,4.6693666,0.22988939,0,0,0,0
2921,365.8884,328.3439,296.76106,262.86699,228.04295,184.75658,155.00111,123.28305,93.623669,74.978024,52.294554,36.184151,21.854435,13.337996,4.6692541,0.22988385,0,0,0,0
2922,365.87958,328.33599,296.75391,262.86066,228.03745,184.75213,154.99738,123.28008,93.621414,74.976218,52.293295,36.183279,21.853909,13.337674,4.6691417,0.22987832,0,0,0,0
2923,365.87077,328.32809,296.74676,262.85433,228.03196,184.74768,154.99364,123.27711,93.619158,74.974412,52.292035,36.182407,21.853382,13.337353,4.6690292,0.22987278,0,0,0,0
2924,365.86196,328.32018,296.73961,262.84799,228.02647,184.74323,154.98991,123.27414,93.616903,74.972606,52.290776,36.181536,21.852856,13.337032,4.6689167,0.22986724,0,0,0,0
2925,365.85314,328.31227,296.73246,262.84166,228.02097,184.73878,154.98618,123.27117,93.614648,74.9708,52.289516,36.180664,21.852329,13.33671,4.6688043,0.2298617,0,0,0,0
2926,365.84433,328.30436,296.72532,262.83533,228.01548,184.73433,154.98244,123.2682,93.612393,74.968994,52.288256,36.179793,21.851803,13.336389,4.6686918,0.22985617,0,0,0,0
2927,365.83552,328.29645,296.71817,262.829,228.00999,184.72988,154.97871,123.26523,93.610138,74.967188,52.286997,36.178921,21.851276,13.336068,4.6685793,0.22985063,0,0,0,0
2928,365.8267,328.28854,296.71102,262.82267,228.0045,184.72543,154.97497,123.26226,93.607883,74.965382,52.285737,36.17805,21.85075,13.335747,4.6684668,0.22984509,0,0,0,0
2929,365.81789,328.28063,296.70387,262.81634,227.999,184.72098,154.97124,123.25929,93.605628,74.963576,52.284477,36.177178,21.850224,13.335425,4.6683544,0.22983955,0,0,0,0
2930,365.80908,328.27272,296.69672,262.81,227.99351,184.71653,154.96751,123.25632,93.603373,74.96177,52.283218,36.176306,21.849697,13.335104,4.6682419,0.22983402,0,0,0,0
2931,365.80026,328.26481,296.68957,262.80367,227.98802,184.71208,154.96377,123.25335,93.601117,74.959964,52.281958,36.175435,21.849171,13.334783,4.6681294,0.22982848,0,0,0,0
2932,365.79145,328.25691,296.68243,262.79734,227.98252,184.70763,154.96004,123.25038,93.598862,74.958158,52.280699,36.174563,21.848644,13.334462,4.668017,0.22982294,0,0,0,0
2933,365.78264,328.249,296.67528,262.79101,227.97703,184.70318,154.95631,123.24741,93.596607,74.956352,52.279439,36.173692,21.848118,13.33414,4.6679045,0.22981741,0,0,0,0
2934,365.77382,328.24109,296.66813,262.78468,227.97154,184.69873,154.95257,123.24445,93.594352,74.954546,52.278179,36.17282,21.847592,13.333819,4.667792,0.22981187,0,0,0,0
2935,365.76501,328.23318,296.66098,262.77835,227.96605,184.69428,154.94884,123.24148,93.592097,74.95274,52.27692,36.171949,21.847065,13.333498,4.6676796,0.22980633,0,0,0,0
2936,365.7562,328.22527,296.65383,262.77201,227.96055,184.68983,154.94511,123.23851,93.589842,74.950934,52.27566,36.171077,21.846539,13.333176,4.6675671,0.22980079,0,0,0,0
2937,365.74738,328.21736,296.64669,262.76568,227.95506,184.68538,154.94137,123.23554,93.587587,74.949128,52.2744,36.170205,21.846012,13.332855,4.6674546,0.22979526,0,0,0,0
2938,365.74522,328.21542,296.64493,262.76412,227.95371,184.68428,154.94045,123.23481,93.587032,74.948684,52.27409,36.169991,21.845883,13.332776,4.667427,0.22979389,0,0,0,0
2939,365.74305,328.21347,296.64317,262.76257,227.95236,184.68319,154.93954,123.23408,93.586477,74.948239,52.273781,36.169777,21.845753,13.332697,4.6673993,0.22979253,0,0,0,0
2940,365.74088,328.21152,296.64141,262.76101,227.95101,184.68209,154.93862,123.23335,93.585922,74.947795,52.273471,36.169562,21.845624,13.332618,4.6673716,0.22979117,0,0,0,0
2941,365.73871,328.20958,296.63965,262.75945,227.94965,184.681,154.9377,123.23261,93.585368,74.947351,52.273161,36.169348,21.845494,13.332539,4.667344,0.22978981,0,0,0,0
2942,365.73654,328.20763,296.63789,262.75789,227.9483,184.6799,154.93678,123.23188,93.584813,74.946907,52.272851,36.169133,21.845365,13.33246,4.6673163,0.22978845,0,0,0,0
2943,365.73438,328.20569,296.63614,262.75634,227.94695,184.67881,154.93586,123.23115,93.584258,74.946462,52.272541,36.168919,21.845235,13.332381,4.6672886,0.22978708,0,0,0,0
2944,365.73221,328.20374,296.63438,262.75478,227.9456,184.67771,154.93494,123.23042,93.583703,74.946018,52.272231,36.168705,21.845106,13.332302,4.667261,0.22978572,0,0,0,0
2945,365.73004,328.2018,296.63262,262.75322,227.94425,184.67662,154.93402,123.22969,93.583149,74.945574,52.271921,36.16849,21.844976,13.332223,4.6672333,0.22978436,0,0,0,0
2946,365.72787,328.19985,296.63086,262.75166,227.9429,184.67552,154.93311,123.22896,93.582594,74.94513,52.271612,36.168276,21.844847,13.332144,4.6672056,0.229783,0,0,0,0
2947,365.7257,328.19791,296.6291,262.75011,227.94155,184.67443,154.93219,123.22823,93.582039,74.944685,52.271302,36.168061,21.844717,13.332065,4.667178,0.22978164,0,0,0,0
2948,365.72354,328.19596,296.62734,262.74855,227.9402,184.67333,154.93127,123.2275,93.581484,74.944241,52.270992,36.167847,21.844588,13.331986,4.6671503,0.22978027,0,0,0,0
2949,365.72137,328.19401,296.62558,262.74699,227.93884,184.67224,154.93035,123.22677,93.58093,74.943797,52.270682,36.167633,21.844458,13.331907,4.6671226,0.22977891,0,0,0,0
2950,365.7192,328.19207,296.62383,262.74543,227.93749,184.67115,154.92943,123.22604,93.580375,74.943352,52.270372,36.167418,21.844329,13.331828,4.667095,0.22977755,0,0,0,0
2951,365.71703,328.19012,296.62207,262.74388,227.93614,184.67005,154.92851,123.22531,93.57982,74.942908,52.270062,36.167204,21.844199,13.331749,4.6670673,0.22977619,0,0,0,0
2952,365.71486,328.18818,296.62031,262.74232,227.93479,184.66896,154.9276,123.22458,93.579265,74.942464,52.269752,36.166989,21.84407,13.33167,4.6670396,0.22977482,0,0,0,0
2953,365.7127,328.18623,296.61855,262.74076,227.93344,184.66786,154.92668,123.22385,93.578711,74.94202,52.269443,36.166775,21.84394,13.331591,4.6670119,0.22977346,0,0,0,0
2954,365.71053,328.18429,296.61679,262.7392,227.93209,184.66677,154.92576,123.22312,93.578156,74.941575,52.269133,36.166561,21.843811,13.331512,4.6669843,0.2297721,0,0,0,0
2955,365.70836,328.18234,296.61503,262.73765,227.93074,184.66567,154.92484,123.22239,93.577601,74.941131,52.268823,36.166346,21.843681,13.331433,4.6669566,0.22977074,0,0,0,0
2956,365.70619,328.1804,296.61328,262.73609,227.92939,184.66458,154.92392,123.22166,93.577046,74.940687,52.268513,36.166132,21.843552,13.331354,4.6669289,0.22976938,0,0,0,0
2957,365.70402,328.17845,296.61152,262.73453,227.92803,184.66348,154.923,123.22093,93.576492,74.940243,52.268203,36.165917,21.843422,13.331274,4.6669013,0.22976801,0,0,0,0
2958,365.70186,328.1765,296.60976,262.73297,227.92668,184.66239,154.92209,123.2202,93.575937,74.939798,52.267893,36.165703,21.843293,13.331195,4.6668736,0.22976665,0,0,0,0
2959,365.69969,328.17456,296.608,262.73142,227.92533,184.66129,154.92117,123.21947,93.575382,74.939354,52.267583,36.165489,21.843163,13.331116,4.6668459,0.22976529,0,0,0,0
2960,365.69752,328.17261,296.60624,262.72986,227.92398,184.6602,154.92025,123.21874,93.574827,74.93891,52.267273,36.165274,21.843034,13.331037,4.6668183,0.22976393,0,0,0,0
2961,365.69535,328.17067,296.60448,262.7283,227.92263,184.6591,154.91933,123.218,93.574273,74.938465,52.266964,36.16506,21.842904,13.330958,4.6667906,0.22976257,0,0,0,0
2962,365.69318,328.16872,296.60273,262.72674,227.92128,184.65801,154.91841,123.21727,93.573718,74.938021,52.266654,36.164845,21.842775,13.330879,4.6667629,0.2297612,0,0,0,0
2963,365.69102,328.16678,296.60097,262.72518,227.91993,184.65691,154.91749,123.21654,93.573163,74.937577,52.266344,36.164631,21.842645,13.3308,4.6667353,0.22975984,0,0,0,0
2964,365.68885,328.16483,296.59921,262.72363,227.91858,184.65582,154.91657,123.21581,93.572608,74.937133,52.266034,36.164417,21.842516,13.330721,4.6667076,0.22975848,0,0,0,0
2965,365.68668,328.16289,296.59745,262.72207,227.91723,184.65472,154.91566,123.21508,93.572054,74.936688,52.265724,36.164202,21.842386,13.330642,4.6666799,0.22975712,0,0,0,0
2966,365.68451,328.16094,296.59569,262.72051,227.91587,184.65363,154.91474,123.21435,93.571499,74.936244,52.265414,36.163988,21.842257,13.330563,4.6666523,0.22975575,0,0,0,0
2967,365.68234,328.15899,296.59393,262.71895,227.91452,184.65253,154.91382,123.21362,93.570944,74.9358,52.265104,36.163773,21.842127,13.330484,4.6666246,0.22975439,0,0,0,0
2968,365.68018,328.15705,296.59217,262.7174,227.91317,184.65144,154.9129,123.21289,93.570389,74.935356,52.264795,36.163559,21.841998,13.330405,4.6665969,0.22975303,0,0,0,0
2969,365.67801,328.1551,296.59042,262.71584,227.91182,184.65034,154.91198,123.21216,93.569835,74.934911,52.264485,36.163344,21.841868,13.330326,4.6665693,0.22975167,0,0,0,0
2970,365.67584,328.15316,296.58866,262.71428,227.91047,184.64925,154.91106,123.21143,93.56928,74.934467,52.264175,36.16313,21.841739,13.330247,4.6665416,0.22975031,0,0,0,0
2971,365.67367,328.15121,296.5869,262.71272,227.90912,184.64816,154.91015,123.2107,93.568725,74.934023,52.263865,36.162916,21.84161,13.330168,4.6665139,0.22974894,0,0,0,0
2972,365.6715,328.14927,296.58514,262.71117,227.90777,184.64706,154.90923,123.20997,93.56817,74.933578,52.263555,36.162701,21.84148,13.330089,4.6664863,0.22974758,0,0,0,0
2973,365.66934,328.14732,296.58338,262.70961,227.90642,184.64597,154.90831,123.20924,93.567616,74.933134,52.263245,36.162487,21.841351,13.33001,4.6664586,0.22974622,0,0,0,0
2974,365.66717,328.14538,296.58162,262.70805,227.90506,184.64487,154.90739,123.20851,93.567061,74.93269,52.262935,36.162272,21.841221,13.329931,4.6664309,0.22974486,0,0,0,0
2975,365.665,328.14343,296.57987,262.70649,227.90371,184.64378,154.90647,123.20778,93.566506,74.932246,52.262626,36.162058,21.841092,13.329852,4.6664033,0.2297435,0,0,0,0
2976,365.66283,328.14148,296.57811,262.70494,227.90236,184.64268,154.90555,123.20705,93.565951,74.931801,52.262316,36.161844,21.840962,13.329773,4.6663756,0.22974213,0,0,0,0
2977,365.66066,328.13954,296.57635,262.70338,227.90101,184.64159,154.90464,123.20632,93.565396,74.931357,52.262006,36.161629,21.840833,13.329694,4.6663479,0.22974077,0,0,0,0
2978,365.6585,328.13759,296.57459,262.70182,227.89966,184.64049,154.90372,123.20559,93.564842,74.930913,52.261696,36.161415,21.840703,13.329615,4.6663203,0.22973941,0,0,0,0
2979,365.65633,328.13565,296.57283,262.70026,227.89831,184.6394,154.9028,123.20486,93.564287,74.930469,52.261386,36.1612,21.840574,13.329536,4.6662926,0.22973805,0,0,0,0
2980,365.65416,328.1337,296.57107,262.69871,227.89696,184.6383,154.90188,123.20413,93.563732,74.930024,52.261076,36.160986,21.840444,13.329457,4.6662649,0.22973668,0,0,0,0
2981,365.65199,328.13176,296.56932,262.69715,227.89561,184.63721,154.90096,123.20339,93.563177,74.92958,52.260766,36.160772,21.840315,13.329378,4.6662373,0.22973532,0,0,0,0
2982,365.64982,328.12981,296.56756,262.69559,227.89425,184.63611,154.90004,123.20266,93.562623,74.929136,52.260457,36.160557,21.840185,13.329299,4.6662096,0.22973396,0,0,0,0
2983,365.64766,328.12787,296.5658,262.69403,227.8929,184.63502,154.89912,123.20193,93.562068,74.928692,52.260147,36.160343,21.840056,13.32922,4.6661819,0.2297326,0,0,0,0
2984,365.64549,328.12592,296.56404,262.69248,227.89155,184.63392,154.89821,123.2012,93.561513,74.928247,52.259837,36.160128,21.839926,13.329141,4.6661543,0.22973124,0,0,0,0
2985,365.64332,328.12397,296.56228,262.69092,227.8902,184.63283,154.89729,123.20047,93.560958,74.927803,52.259527,36.159914,21.839797,13.329062,4.6661266,0.22972987,0,0,0,0
2986,365.64115,328.12203,296.56052,262.68936,227.88885,184.63173,154.89637,123.19974,93.560404,74.927359,52.259217,36.1597,21.839667,13.328983,4.6660989,0.22972851,0,0,0,0
2987,365.63898,328.12008,296.55877,262.6878,227.8875,184.63064,154.89545,123.19901,93.559849,74.926914,52.258907,36.159485,21.839538,13.328904,4.6660713,0.22972715,0,0,0,0
2988,365.63682,328.11814,296.55701,262.68625,227.88615,184.62954,154.89453,123.19828,93.559294,74.92647,52.258597,36.159271,21.839408,13.328824,4.6660436,0.22972579,0,0,0,0
2989,365.63465,328.11619,296.55525,262.68469,227.8848,184.62845,154.89361,123.19755,93.558739,74.926026,52.258287,36.159056,21.839279,13.328745,4.6660159,0.22972443,0,0,0,0
2990,365.63248,328.11425,296.55349,262.68313,227.88344,184.62736,154.8927,123.19682,93.558185,74.925582,52.257978,36.158842,21.839149,13.328666,4.6659883,0.22972306,0,0,0,0
2991,365.63031,328.1123,296.55173,262.68157,227.88209,184.62626,154.89178,123.19609,93.55763,74.925137,52.257668,36.158628,21.83902,13.328587,4.6659606,0.2297217,0,0,0,0
2992,365.62814,328.11036,296.54997,262.68001,227.88074,184.62517,154.89086,123.19536,93.557075,74.924693,52.257358,36.158413,21.83889,13.328508,4.6659329,0.22972034,0,0,0,0
2993,365.62598,328.10841,296.54821,262.67846,227.87939,184.62407,154.88994,123.19463,93.55652,74.924249,52.257048,36.158199,21.838761,13.328429,4.6659053,0.22971898,0,0,0,0
2994,365.62381,328.10646,296.54646,262.6769,227.87804,184.62298,154.88902,123.1939,93.555966,74.923805,52.256738,36.157984,21.838631,13.32835,4.6658776,0.22971761,0,0,0,0
2995,365.62164,328.10452,296.5447,262.67534,227.87669,184.62188,154.8881,123.19317,93.555411,74.92336,52.256428,36.15777,21.838502,13.328271,4.6658499,0.22971625,0,0,0,0
2996,365.61947,328.10257,296.54294,262.67378,227.87534,184.62079,154.88718,123.19244,93.554856,74.922916,52.256118,36.157556,21.838372,13.328192,4.6658223,0.22971489,0,0,0,0
2997,365.6173,328.10063,296.54118,262.67223,227.87399,184.61969,154.88627,123.19171,93.554301,74.922472,52.255809,36.157341,21.838243,13.328113,4.6657946,0.22971353,0,0,0,0
2998,365.61514,328.09868,296.53942,262.67067,227.87263,184.6186,154.88535,123.19098,93.553747,74.922027,52.255499,36.157127,21.838113,13.328034,4.6657669,0.22971217,0,0,0,0
2999,365.61297,328.09674,296.53766,262.66911,227.87128,184.6175,154.88443,123.19025,93.553192,74.921583,52.255189,36.156912,21.837984,13.327955,4.6657393,0.2297108,0,0,0,0
3000,365.6108,328.09479,296.53591,262.66755,227.86993,184.61641,154.88351,123.18952,93.552637,74.921139,52.254879,36.156698,21.837854,13.327876,4.6657116,0.22970944,0,0,0,0
3001,365.60863,328.09285,296.53415,262.666,227.86858,184.61531,154.88259,123.18878,93.552082,74.920695,52.254569,36.156484,21.837725,13.327797,4.6656839,0.22970808,0,0,0,0
3002,365.60646,328.0909,296.53239,262.66444,227.86723,184.61422,154.88167,123.18805,93.551528,74.92025,52.254259,36.156269,21.837595,13.327718,4.6656563,0.22970672,0,0,0,0
3003,365.6043,328.08895,296.53063,262.66288,227.86588,184.61312,154.88076,123.18732,93.550973,74.919806,52.253949,36.156055,21.837466,13.327639,4.6656286,0.22970536,0,0,0,0
3004,365.60213,328.08701,296.52887,262.66132,227.86453,184.61203,154.87984,123.18659,93.550418,74.919362,52.25364,36.15584,21.837336,13.32756,4.6656009,0.22970399,0,0,0,0
3005,365.59996,328.08506,296.52711,262.65977,227.86318,184.61093,154.87892,123.18586,93.549863,74.918918,52.25333,36.155626,21.837207,13.327481,4.6655733,0.22970263,0,0,0,0
3006,365.59779,328.08312,296.52536,262.65821,227.86182,184.60984,154.878,123.18513,93.549309,74.918473,52.25302,36.155412,21.837077,13.327402,4.6655456,0.22970127,0,0,0,0
3007,365.59562,328.08117,296.5236,262.65665,227.86047,184.60874,154.87708,123.1844,93.548754,74.918029,52.25271,36.155197,21.836948,13.327323,4.6655179,0.22969991,0,0,0,0
3008,365.59346,328.07923,296.52184,262.65509,227.85912,184.60765,154.87616,123.18367,93.548199,74.917585,52.2524,36.154983,21.836818,13.327244,4.6654903,0.22969854,0,0,0,0
3009,365.59129,328.07728,296.52008,262.65354,227.85777,184.60656,154.87525,123.18294,93.547644,74.91714,52.25209,36.154768,21.836689,13.327165,4.6654626,0.22969718,0,0,0,0
3010,365.58912,328.07534,296.51832,262.65198,227.85642,184.60546,154.87433,123.18221,93.54709,74.916696,52.25178,36.154554,21.836559,13.327086,4.6654349,0.22969582,0,0,0,0
3011,365.58695,328.07339,296.51656,262.65042,227.85507,184.60437,154.87341,123.18148,93.546535,74.916252,52.25147,36.15434,21.83643,13.327007,4.6654073,0.22969446,0,0,0,0
3012,365.58478,328.07144,296.5148,262.64886,227.85372,184.60327,154.87249,123.18075,93.54598,74.915808,52.251161,36.154125,21.8363,13.326928,4.6653796,0.2296931,0,0,0,0
3013,365.58262,328.0695,296.51305,262.64731,227.85237,184.60218,154.87157,123.18002,93.545425,74.915363,52.250851,36.153911,21.836171,13.326849,4.6653519,0.22969173,0,0,0,0
3014,365.58045,328.06755,296.51129,262.64575,227.85101,184.60108,154.87065,123.17929,93.544871,74.914919,52.250541,36.153696,21.836041,13.32677,4.6653243,0.22969037,0,0,0,0
3015,365.57828,328.06561,296.50953,262.64419,227.84966,184.59999,154.86973,123.17856,93.544316,74.914475,52.250231,36.153482,21.835912,13.326691,4.6652966,0.22968901,0,0,0,0
3016,365.57611,328.06366,296.50777,262.64263,227.84831,184.59889,154.86882,123.17783,93.543761,74.914031,52.249921,36.153268,21.835782,13.326612,4.6652689,0.22968765,0,0,0,0
3017,365.57394,328.06172,296.50601,262.64108,227.84696,184.5978,154.8679,123.1771,93.543206,74.913586,52.249611,36.153053,21.835653,13.326533,4.6652413,0.22968629,0,0,0,0
3018,365.57178,328.05977,296.50425,262.63952,227.84561,184.5967,154.86698,123.17637,93.542652,74.913142,52.249301,36.152839,21.835523,13.326454,4.6652136,0.22968492,0,0,0,0
3019,365.56961,328.05783,296.5025,262.63796,227.84426,184.59561,154.86606,123.17564,93.542097,74.912698,52.248992,36.152624,21.835394,13.326374,4.6651859,0.22968356,0,0,0,0
3020,365.56744,328.05588,296.50074,262.6364,227.84291,184.59451,154.86514,123.17491,93.541542,74.912254,52.248682,36.15241,21.835264,13.326295,4.6651583,0.2296822,0,0,0,0
3021,365.56527,328.05393,296.49898,262.63485,227.84156,184.59342,154.86422,123.17418,93.540987,74.911809,52.248372,36.152196,21.835135,13.326216,4.6651306,0.22968084,0,0,0,0
3022,365.5631,328.05199,296.49722,262.63329,227.8402,184.59232,154.86331,123.17344,93.540433,74.911365,52.248062,36.151981,21.835005,13.326137,4.6651029,0.22967947,0,0,0,0
3023,365.56093,328.05004,296.49546,262.63173,227.83885,184.59123,154.86239,123.17271,93.539878,74.910921,52.247752,36.151767,21.834876,13.326058,4.6650753,0.22967811,0,0,0,0
3024,365.55877,328.0481,296.4937,262.63017,227.8375,184.59013,154.86147,123.17198,93.539323,74.910476,52.247442,36.151552,21.834746,13.325979,4.6650476,0.22967675,0,0,0,0
3025,365.5566,328.04615,296.49195,262.62861,227.83615,184.58904,154.86055,123.17125,93.538768,74.910032,52.247132,36.151338,21.834617,13.3259,4.6650199,0.22967539,0,0,0,0
3026,365.55443,328.04421,296.49019,262.62706,227.8348,184.58794,154.85963,123.17052,93.538214,74.909588,52.246823,36.151124,21.834487,13.325821,4.6649923,0.22967403,0,0,0,0
3027,365.55226,328.04226,296.48843,262.6255,227.83345,184.58685,154.85871,123.16979,93.537659,74.909144,52.246513,36.150909,21.834358,13.325742,4.6649646,0.22967266,0,0,0,0
3028,365.55009,328.04032,296.48667,262.62394,227.8321,184.58575,154.85779,123.16906,93.537104,74.908699,52.246203,36.150695,21.834228,13.325663,4.6649369,0.2296713,0,0,0,0
3029,365.54793,328.03837,296.48491,262.62238,227.83075,184.58466,154.85688,123.16833,93.536549,74.908255,52.245893,36.15048,21.834099,13.325584,4.6649093,0.22966994,0,0,0,0
3030,365.54576,328.03642,296.48315,262.62083,227.8294,184.58357,154.85596,123.1676,93.535995,74.907811,52.245583,36.150266,21.833969,13.325505,4.6648816,0.22966858,0,0,0,0
3031,365.54359,328.03448,296.4814,262.61927,227.82804,184.58247,154.85504,123.16687,93.53544,74.907367,52.245273,36.150051,21.83384,13.325426,4.6648539,0.22966722,0,0,0,0
3032,365.54142,328.03253,296.47964,262.61771,227.82669,184.58138,154.85412,123.16614,93.534885,74.906922,52.244963,36.149837,21.83371,13.325347,4.6648263,0.22966585,0,0,0,0
3033,365.53925,328.03059,296.47788,262.61615,227.82534,184.58028,154.8532,123.16541,93.53433,74.906478,52.244653,36.149623,21.833581,13.325268,4.6647986,0.22966449,0,0,0,0
3034,365.53709,328.02864,296.47612,262.6146,227.82399,184.57919,154.85228,123.16468,93.533776,74.906034,52.244344,36.149408,21.833451,13.325189,4.6647709,0.22966313,0,0,0,0
3035,365.53492,328.0267,296.47436,262.61304,227.82264,184.57809,154.85137,123.16395,93.533221,74.905589,52.244034,36.149194,21.833322,13.32511,4.6647433,0.22966177,0,0,0,0
3036,365.53275,328.02475,296.4726,262.61148,227.82129,184.577,154.85045,123.16322,93.532666,74.905145,52.243724,36.148979,21.833192,13.325031,4.6647156,0.2296604,0,0,0,0
3037,365.53058,328.02281,296.47084,262.60992,227.81994,184.5759,154.84953,123.16249,93.532111,74.904701,52.243414,36.148765,21.833063,13.324952,4.6646879,0.22965904,0,0,0,0
3038,365.52841,328.02086,296.46909,262.60837,227.81859,184.57481,154.84861,123.16176,93.531557,74.904257,52.243104,36.148551,21.832933,13.324873,4.6646603,0.22965768,0,0,0,0
3039,365.52625,328.01891,296.46733,262.60681,227.81723,184.57371,154.84769,123.16103,93.531002,74.903812,52.242794,36.148336,21.832804,13.324794,4.6646326,0.22965632,0,0,0,0
3040,365.52408,328.01697,296.46557,262.60525,227.81588,184.57262,154.84677,123.1603,93.530447,74.903368,52.242484,36.148122,21.832674,13.324715,4.6646049,0.22965496,0,0,0,0
3041,365.52191,328.01502,296.46381,262.60369,227.81453,184.57152,154.84586,123.15957,93.529892,74.902924,52.242175,36.147907,21.832545,13.324636,4.6645773,0.22965359,0,0,0,0
3042,365.51974,328.01308,296.46205,262.60214,227.81318,184.57043,154.84494,123.15883,93.529338,74.90248,52.241865,36.147693,21.832415,13.324557,4.6645496,0.22965223,0,0,0,0
3043,365.51757,328.01113,296.46029,262.60058,227.81183,184.56933,154.84402,123.1581,93.528783,74.902035,52.241555,36.147479,21.832286,13.324478,4.6645219,0.22965087,0,0,0,0
3044,365.51541,328.00919,296.45854,262.59902,227.81048,184.56824,154.8431,123.15737,93.528228,74.901591,52.241245,36.147264,21.832156,13.324399,4.6644943,0.22964951,0,0,0,0
3045,365.51324,328.00724,296.45678,262.59746,227.80913,184.56714,154.84218,123.15664,93.527673,74.901147,52.240935,36.14705,21.832027,13.32432,4.6644666,0.22964815,0,0,0,0
3046,365.51107,328.0053,296.45502,262.59591,227.80778,184.56605,154.84126,123.15591,93.527119,74.900702,52.240625,36.146835,21.831897,13.324241,4.6644389,0.22964678,0,0,0,0
3047,365.51179,328.00594,296.45561,262.59643,227.80823,184.56641,154.84157,123.15616,93.527304,74.900851,52.240729,36.146907,21.831941,13.324267,4.6644482,0.22964724,0,0,0,0
3048,365.51252,328.00659,296.45619,262.59694,227.80868,184.56678,154.84188,123.1564,93.527489,74.900999,52.240832,36.146978,21.831984,13.324293,4.6644574,0.22964769,0,0,0,0
3049,365.51324,328.00724,296.45678,262.59746,227.80913,184.56714,154.84218,123.15664,93.527673,74.901147,52.240935,36.14705,21.832027,13.32432,4.6644666,0.22964815,0,0,0,0
3050,365.51396,328.00789,296.45736,262.59798,227.80958,184.56751,154.84249,123.15689,93.527858,74.901295,52.241039,36.147121,21.83207,13.324346,4.6644758,0.2296486,0,0,0,0
3051,365.51468,328.00854,296.45795,262.5985,227.81003,184.56787,154.84279,123.15713,93.528043,74.901443,52.241142,36.147193,21.832113,13.324372,4.664485,0.22964905,0,0,0,0
3052,365.51541,328.00919,296.45854,262.59902,227.81048,184.56824,154.8431,123.15737,93.528228,74.901591,52.241245,36.147264,21.832156,13.324399,4.6644943,0.22964951,0,0,0,0
3053,365.51613,328.00984,296.45912,262.59954,227.81093,184.5686,154.84341,123.15762,93.528413,74.901739,52.241348,36.147336,21.8322,13.324425,4.6645035,0.22964996,0,0,0,0
3054,365.51685,328.01049,296.45971,262.60006,227.81138,184.56897,154.84371,123.15786,93.528598,74.901887,52.241452,36.147407,21.832243,13.324451,4.6645127,0.22965042,0,0,0,0
3055,365.51758,328.01113,296.4603,262.60058,227.81183,184.56933,154.84402,123.1581,93.528783,74.902036,52.241555,36.147479,21.832286,13.324478,4.6645219,0.22965087,0,0,0,0
3056,365.5183,328.01178,296.46088,262.6011,227.81228,184.5697,154.84433,123.15835,93.528968,74.902184,52.241658,36.14755,21.832329,13.324504,4.6645312,0.22965132,0,0,0,0
3057,365.51902,328.01243,296.46147,262.60162,227.81273,184.57006,154.84463,123.15859,93.529153,74.902332,52.241762,36.147622,21.832372,13.32453,4.6645404,0.22965178,0,0,0,0
3058,365.51974,328.01308,296.46205,262.60214,227.81318,184.57043,154.84494,123.15884,93.529338,74.90248,52.241865,36.147693,21.832415,13.324557,4.6645496,0.22965223,0,0,0,0
3059,365.52047,328.01373,296.46264,262.60266,227.81363,184.57079,154.84524,123.15908,93.529523,74.902628,52.241968,36.147765,21.832459,13.324583,4.6645588,0.22965269,0,0,0,0
