Time (ms),Stress at 0.00 mm (kPa),Stress at 0.25 mm (kPa),Stress at 0.45 mm (kPa),Stress at 0.66 mm (kPa),Stress at 0.86 mm (kPa),Stress at 1.05 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.86 mm (kPa),Stress at 2.06 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa),Stress at 2.85 mm (kPa),Stress at 3.05 mm (kPa),Stress at 3.25 mm (kPa),Stress at 3.45 mm (kPa),Stress at 3.65 mm (kPa),Stress at 3.85 mm (kPa),Stress at 4.05 mm (kPa),Stress at 4.25 mm (kPa),Stress at 4.45 mm (kPa),Stress at 4.65 mm (kPa),Stress at 4.84 mm (kPa)
0,-32.801621,-29.008766,-26.242696,-24.055082,-20.988172,-17.942873,-14.624002,-11.555183,-8.9537451,-6.0149932,-3.4745532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-32.730458,-28.945831,-26.185763,-24.002894,-20.942638,-17.903946,-14.592275,-11.530114,-8.9343198,-6.0019436,-3.4670151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-32.659294,-28.882896,-26.128829,-23.950706,-20.897104,-17.865018,-14.560548,-11.505044,-8.9148945,-5.988894,-3.4594771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-32.58813,-28.819961,-26.071895,-23.898518,-20.85157,-17.826091,-14.528821,-11.479975,-8.8954692,-5.9758443,-3.451939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-32.516967,-28.757026,-26.014961,-23.84633,-20.806036,-17.787164,-14.497094,-11.454906,-8.8760439,-5.9627947,-3.4444009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-32.445803,-28.694091,-25.958027,-23.794142,-20.760501,-17.748236,-14.465367,-11.429837,-8.8566187,-5.9497451,-3.4368628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-32.37464,-28.631156,-25.901093,-23.741955,-20.714967,-17.709309,-14.43364,-11.404768,-8.8371934,-5.9366955,-3.4293247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-32.303476,-28.568221,-25.844159,-23.689767,-20.669433,-17.670382,-14.401913,-11.379699,-8.8177681,-5.9236459,-3.4217866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-32.232312,-28.505287,-25.787225,-23.637579,-20.623899,-17.631454,-14.370186,-11.35463,-8.7983428,-5.9105963,-3.4142485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-32.161149,-28.442352,-25.730291,-23.585391,-20.578365,-17.592527,-14.338459,-11.329561,-8.7789175,-5.8975466,-3.4067104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-32.089985,-28.379417,-25.673357,-23.533203,-20.532831,-17.5536,-14.306732,-11.304491,-8.7594923,-5.884497,-3.3991723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-32.018822,-28.316482,-25.616423,-23.481015,-20.487297,-17.514672,-14.275005,-11.279422,-8.740067,-5.8714474,-3.3916342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-31.947658,-28.253547,-25.559489,-23.428827,-20.441762,-17.475745,-14.243278,-11.254353,-8.7206417,-5.8583978,-3.3840961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-31.876494,-28.190612,-25.502556,-23.37664,-20.396228,-17.436818,-14.211551,-11.229284,-8.7012164,-5.8453482,-3.376558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-31.805331,-28.127677,-25.445622,-23.324452,-20.350694,-17.39789,-14.179824,-11.204215,-8.6817911,-5.8322986,-3.3690199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-31.734167,-28.064742,-25.388688,-23.272264,-20.30516,-17.358963,-14.148097,-11.179146,-8.6623659,-5.8192489,-3.3614818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-31.663004,-28.001807,-25.331754,-23.220076,-20.259626,-17.320036,-14.11637,-11.154077,-8.6429406,-5.8061993,-3.3539437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-31.59184,-27.938872,-25.27482,-23.167888,-20.214092,-17.281108,-14.084643,-11.129007,-8.6235153,-5.7931497,-3.3464056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-31.520676,-27.875937,-25.217886,-23.1157,-20.168558,-17.242181,-14.052916,-11.103938,-8.60409,-5.7801001,-3.3388675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-31.449513,-27.813002,-25.160952,-23.063513,-20.123023,-17.203254,-14.021189,-11.078869,-8.5846647,-5.7670505,-3.3313295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-31.378349,-27.750067,-25.104018,-23.011325,-20.077489,-17.164327,-13.989462,-11.0538,-8.5652394,-5.7540009,-3.3237914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-31.307186,-27.687132,-25.047084,-22.959137,-20.031955,-17.125399,-13.957735,-11.028731,-8.5458142,-5.7409513,-3.3162533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-31.236022,-27.624197,-24.99015,-22.906949,-19.986421,-17.086472,-13.926008,-11.003662,-8.5263889,-5.7279016,-3.3087152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-31.164858,-27.561262,-24.933216,-22.854761,-19.940887,-17.047545,-13.894281,-10.978593,-8.5069636,-5.714852,-3.3011771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-31.093695,-27.498327,-24.876283,-22.802573,-19.895353,-17.008617,-13.862554,-10.953523,-8.4875383,-5.7018024,-3.293639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-31.022531,-27.435393,-24.819349,-22.750385,-19.849819,-16.96969,-13.830827,-10.928454,-8.468113,-5.6887528,-3.2861009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-30.951368,-27.372458,-24.762415,-22.698198,-19.804284,-16.930763,-13.7991,-10.903385,-8.4486878,-5.6757032,-3.2785628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-30.880204,-27.309523,-24.705481,-22.64601,-19.75875,-16.891835,-13.767373,-10.878316,-8.4292625,-5.6626536,-3.2710247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-30.80904,-27.246588,-24.648547,-22.593822,-19.713216,-16.852908,-13.735646,-10.853247,-8.4098372,-5.6496039,-3.2634866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-30.737877,-27.183653,-24.591613,-22.541634,-19.667682,-16.813981,-13.703919,-10.828178,-8.3904119,-5.6365543,-3.2559485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-30.666713,-27.120718,-24.534679,-22.489446,-19.622148,-16.775053,-13.672192,-10.803109,-8.3709866,-5.6235047,-3.2484104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-30.59555,-27.057783,-24.477745,-22.437258,-19.576614,-16.736126,-13.640465,-10.778039,-8.3515614,-5.6104551,-3.2408723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-30.524386,-26.994848,-24.420811,-22.38507,-19.53108,-16.697199,-13.608738,-10.75297,-8.3321361,-5.5974055,-3.2333342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-30.453222,-26.931913,-24.363877,-22.332883,-19.485545,-16.658271,-13.577011,-10.727901,-8.3127108,-5.5843559,-3.2257961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,-30.382059,-26.868978,-24.306943,-22.280695,-19.440011,-16.619344,-13.545284,-10.702832,-8.2932855,-5.5713063,-3.218258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-30.310895,-26.806043,-24.250009,-22.228507,-19.394477,-16.580417,-13.513557,-10.677763,-8.2738602,-5.5582566,-3.2107199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-30.239732,-26.743108,-24.193076,-22.176319,-19.348943,-16.541489,-13.48183,-10.652694,-8.254435,-5.545207,-3.2031819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-30.168568,-26.680173,-24.136142,-22.124131,-19.303409,-16.502562,-13.450103,-10.627625,-8.2350097,-5.5321574,-3.1956438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-30.097404,-26.617238,-24.079208,-22.071943,-19.257875,-16.463635,-13.418376,-10.602556,-8.2155844,-5.5191078,-3.1881057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,-30.026241,-26.554303,-24.022274,-22.019755,-19.21234,-16.424707,-13.386649,-10.577486,-8.1961591,-5.5060582,-3.1805676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-29.955077,-26.491368,-23.96534,-21.967568,-19.166806,-16.38578,-13.354922,-10.552417,-8.1767338,-5.4930086,-3.1730295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-29.883914,-26.428433,-23.908406,-21.91538,-19.121272,-16.346853,-13.323195,-10.527348,-8.1573086,-5.4799589,-3.1654914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-29.81275,-26.365498,-23.851472,-21.863192,-19.075738,-16.307925,-13.291468,-10.502279,-8.1378833,-5.4669093,-3.1579533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-29.741586,-26.302564,-23.794538,-21.811004,-19.030204,-16.268998,-13.259742,-10.47721,-8.118458,-5.4538597,-3.1504152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,-29.670423,-26.239629,-23.737604,-21.758816,-18.98467,-16.230071,-13.228015,-10.452141,-8.0990327,-5.4408101,-3.1428771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,-29.599259,-26.176694,-23.68067,-21.706628,-18.939136,-16.191143,-13.196288,-10.427072,-8.0796074,-5.4277605,-3.135339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-29.528096,-26.113759,-23.623736,-21.654441,-18.893601,-16.152216,-13.164561,-10.402002,-8.0601821,-5.4147109,-3.1278009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-29.456932,-26.050824,-23.566802,-21.602253,-18.848067,-16.113289,-13.132834,-10.376933,-8.0407569,-5.4016612,-3.1202628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,-29.385768,-25.987889,-23.509869,-21.550065,-18.802533,-16.074361,-13.101107,-10.351864,-8.0213316,-5.3886116,-3.1127247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-29.314605,-25.924954,-23.452935,-21.497877,-18.756999,-16.035434,-13.06938,-10.326795,-8.0019063,-5.375562,-3.1051866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-29.243441,-25.862019,-23.396001,-21.445689,-18.711465,-15.996507,-13.037653,-10.301726,-7.982481,-5.3625124,-3.0976485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,-29.172278,-25.799084,-23.339067,-21.393501,-18.665931,-15.957579,-13.005926,-10.276657,-7.9630557,-5.3494628,-3.0901104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,-29.101114,-25.736149,-23.282133,-21.341313,-18.620397,-15.918652,-12.974199,-10.251588,-7.9436305,-5.3364132,-3.0825724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,-29.029951,-25.673214,-23.225199,-21.289126,-18.574862,-15.879725,-12.942472,-10.226518,-7.9242052,-5.3233636,-3.0750343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-28.958787,-25.610279,-23.168265,-21.236938,-18.529328,-15.840797,-12.910745,-10.201449,-7.9047799,-5.3103139,-3.0674962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,-28.887623,-25.547344,-23.111331,-21.18475,-18.483794,-15.80187,-12.879018,-10.17638,-7.8853546,-5.2972643,-3.0599581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,-28.81646,-25.484409,-23.054397,-21.132562,-18.43826,-15.762943,-12.847291,-10.151311,-7.8659293,-5.2842147,-3.05242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,-28.745296,-25.421474,-22.997463,-21.080374,-18.392726,-15.724015,-12.815564,-10.126242,-7.8465041,-5.2711651,-3.0448819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-28.674133,-25.358539,-22.940529,-21.028186,-18.347192,-15.685088,-12.783837,-10.101173,-7.8270788,-5.2581155,-3.0373438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,-28.602969,-25.295604,-22.883596,-20.975998,-18.301658,-15.646161,-12.75211,-10.076104,-7.8076535,-5.2450659,-3.0298057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-28.531805,-25.23267,-22.826662,-20.923811,-18.256123,-15.607234,-12.720383,-10.051034,-7.7882282,-5.2320162,-3.0222676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,-28.460642,-25.169735,-22.769728,-20.871623,-18.210589,-15.568306,-12.688656,-10.025965,-7.7688029,-5.2189666,-3.0147295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-28.389478,-25.1068,-22.712794,-20.819435,-18.165055,-15.529379,-12.656929,-10.000896,-7.7493777,-5.205917,-3.0071914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-28.318315,-25.043865,-22.65586,-20.767247,-18.119521,-15.490452,-12.625202,-9.9758271,-7.7299524,-5.1928674,-2.9996533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-28.247151,-24.98093,-22.598926,-20.715059,-18.073987,-15.451524,-12.593475,-9.9507579,-7.7105271,-5.1798178,-2.9921152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-28.175987,-24.917995,-22.541992,-20.662871,-18.028453,-15.412597,-12.561748,-9.9256888,-7.6911018,-5.1667682,-2.9845771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,-28.104824,-24.85506,-22.485058,-20.610684,-17.982919,-15.37367,-12.530021,-9.9006197,-7.6716765,-5.1537186,-2.977039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,-28.03366,-24.792125,-22.428124,-20.558496,-17.937384,-15.334742,-12.498294,-9.8755505,-7.6522513,-5.1406689,-2.9695009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,-27.962497,-24.72919,-22.37119,-20.506308,-17.89185,-15.295815,-12.466567,-9.8504814,-7.632826,-5.1276193,-2.9619628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-27.891333,-24.666255,-22.314256,-20.45412,-17.846316,-15.256888,-12.43484,-9.8254123,-7.6134007,-5.1145697,-2.9544248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-27.820169,-24.60332,-22.257322,-20.401932,-17.800782,-15.21796,-12.403113,-9.8003431,-7.5939754,-5.1015201,-2.9468867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,-27.749006,-24.540385,-22.200389,-20.349744,-17.755248,-15.179033,-12.371386,-9.775274,-7.5745501,-5.0884705,-2.9393486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,-27.677842,-24.47745,-22.143455,-20.297556,-17.709714,-15.140106,-12.339659,-9.7502048,-7.5551248,-5.0754209,-2.9318105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,-27.606679,-24.414515,-22.086521,-20.245369,-17.66418,-15.101178,-12.307932,-9.7251357,-7.5356996,-5.0623712,-2.9242724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,-27.535515,-24.35158,-22.029587,-20.193181,-17.618645,-15.062251,-12.276205,-9.7000666,-7.5162743,-5.0493216,-2.9167343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
