Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa)
2834,280.79647,0,0,0,0,0,0,0,0,10.639984,14.213722,0,0,0,0,0,0,22.606505,252.8277,137.12835,1.2794052,0,0,0,0,8.3518959,33.096092,13.684376,0,0,0,0,0,0,0,0,0,0
2835,280.80111,0,0,0,0,0,0,0,0,10.640159,14.213957,0,0,0,0,0,0,22.606878,252.83187,137.13061,1.2794263,0,0,0,0,8.3520337,33.096638,13.684602,0,0,0,0,0,0,0,0,0,0
2836,280.80574,0,0,0,0,0,0,0,0,10.640335,14.214191,0,0,0,0,0,0,22.607251,252.83604,137.13288,1.2794474,0,0,0,0,8.3521716,33.097184,13.684828,0,0,0,0,0,0,0,0,0,0
2837,280.81038,0,0,0,0,0,0,0,0,10.640511,14.214426,0,0,0,0,0,0,22.607625,252.84022,137.13514,1.2794686,0,0,0,0,8.3523094,33.097731,13.685054,0,0,0,0,0,0,0,0,0,0
2838,280.81501,0,0,0,0,0,0,0,0,10.640686,14.21466,0,0,0,0,0,0,22.607998,252.84439,137.1374,1.2794897,0,0,0,0,8.3524472,33.098277,13.68528,0,0,0,0,0,0,0,0,0,0
2839,280.81964,0,0,0,0,0,0,0,0,10.640862,14.214895,0,0,0,0,0,0,22.608371,252.84856,137.13967,1.2795108,0,0,0,0,8.3525851,33.098823,13.685505,0,0,0,0,0,0,0,0,0,0
2840,280.82428,0,0,0,0,0,0,0,0,10.641037,14.215129,0,0,0,0,0,0,22.608744,252.85273,137.14193,1.2795319,0,0,0,0,8.3527229,33.099369,13.685731,0,0,0,0,0,0,0,0,0,0
2841,280.82891,0,0,0,0,0,0,0,0,10.641213,14.215364,0,0,0,0,0,0,22.609117,252.85691,137.14419,1.279553,0,0,0,0,8.3528608,33.099915,13.685957,0,0,0,0,0,0,0,0,0,0
2842,280.83355,0,0,0,0,0,0,0,0,10.641389,14.215599,0,0,0,0,0,0,22.60949,252.86108,137.14646,1.2795741,0,0,0,0,8.3529986,33.100462,13.686183,0,0,0,0,0,0,0,0,0,0
2843,280.83818,0,0,0,0,0,0,0,0,10.641564,14.215833,0,0,0,0,0,0,22.609863,252.86525,137.14872,1.2795953,0,0,0,0,8.3531364,33.101008,13.686409,0,0,0,0,0,0,0,0,0,0
2844,280.84282,0,0,0,0,0,0,0,0,10.64174,14.216068,0,0,0,0,0,0,22.610236,252.86943,137.15098,1.2796164,0,0,0,0,8.3532743,33.101554,13.686635,0,0,0,0,0,0,0,0,0,0
2845,280.84745,0,0,0,0,0,0,0,0,10.641915,14.216302,0,0,0,0,0,0,22.610609,252.8736,137.15325,1.2796375,0,0,0,0,8.3534121,33.1021,13.68686,0,0,0,0,0,0,0,0,0,0
2846,280.85208,0,0,0,0,0,0,0,0,10.642091,14.216537,0,0,0,0,0,0,22.610982,252.87777,137.15551,1.2796586,0,0,0,0,8.35355,33.102647,13.687086,0,0,0,0,0,0,0,0,0,0
2847,280.85672,0,0,0,0,0,0,0,0,10.642267,14.216772,0,0,0,0,0,0,22.611356,252.88194,137.15777,1.2796797,0,0,0,0,8.3536878,33.103193,13.687312,0,0,0,0,0,0,0,0,0,0
2848,280.86135,0,0,0,0,0,0,0,0,10.642442,14.217006,0,0,0,0,0,0,22.611729,252.88612,137.16003,1.2797008,0,0,0,0,8.3538256,33.103739,13.687538,0,0,0,0,0,0,0,0,0,0
2849,280.86599,0,0,0,0,0,0,0,0,10.642618,14.217241,0,0,0,0,0,0,22.612102,252.89029,137.1623,1.2797219,0,0,0,0,8.3539635,33.104285,13.687764,0,0,0,0,0,0,0,0,0,0
2850,280.87062,0,0,0,0,0,0,0,0,10.642793,14.217475,0,0,0,0,0,0,22.612475,252.89446,137.16456,1.2797431,0,0,0,0,8.3541013,33.104831,13.68799,0,0,0,0,0,0,0,0,0,0
2851,280.87526,0,0,0,0,0,0,0,0,10.642969,14.21771,0,0,0,0,0,0,22.612848,252.89863,137.16682,1.2797642,0,0,0,0,8.3542392,33.105378,13.688216,0,0,0,0,0,0,0,0,0,0
2852,280.87989,0,0,0,0,0,0,0,0,10.643145,14.217944,0,0,0,0,0,0,22.613221,252.90281,137.16909,1.2797853,0,0,0,0,8.354377,33.105924,13.688441,0,0,0,0,0,0,0,0,0,0
2853,280.88452,0,0,0,0,0,0,0,0,10.64332,14.218179,0,0,0,0,0,0,22.613594,252.90698,137.17135,1.2798064,0,0,0,0,8.3545149,33.10647,13.688667,0,0,0,0,0,0,0,0,0,0
2854,280.88916,0,0,0,0,0,0,0,0,10.643496,14.218414,0,0,0,0,0,0,22.613967,252.91115,137.17361,1.2798275,0,0,0,0,8.3546527,33.107016,13.688893,0,0,0,0,0,0,0,0,0,0
2855,280.89379,0,0,0,0,0,0,0,0,10.643671,14.218648,0,0,0,0,0,0,22.61434,252.91532,137.17588,1.2798486,0,0,0,0,8.3547905,33.107563,13.689119,0,0,0,0,0,0,0,0,0,0
2856,280.89843,0,0,0,0,0,0,0,0,10.643847,14.218883,0,0,0,0,0,0,22.614713,252.9195,137.17814,1.2798698,0,0,0,0,8.3549284,33.108109,13.689345,0,0,0,0,0,0,0,0,0,0
2857,280.90306,0,0,0,0,0,0,0,0,10.644023,14.219117,0,0,0,0,0,0,22.615087,252.92367,137.1804,1.2798909,0,0,0,0,8.3550662,33.108655,13.689571,0,0,0,0,0,0,0,0,0,0
2858,280.9077,0,0,0,0,0,0,0,0,10.644198,14.219352,0,0,0,0,0,0,22.61546,252.92784,137.18267,1.279912,0,0,0,0,8.3552041,33.109201,13.689796,0,0,0,0,0,0,0,0,0,0
2859,280.91233,0,0,0,0,0,0,0,0,10.644374,14.219587,0,0,0,0,0,0,22.615833,252.93202,137.18493,1.2799331,0,0,0,0,8.3553419,33.109747,13.690022,0,0,0,0,0,0,0,0,0,0
2860,280.91696,0,0,0,0,0,0,0,0,10.644549,14.219821,0,0,0,0,0,0,22.616206,252.93619,137.18719,1.2799542,0,0,0,0,8.3554797,33.110294,13.690248,0,0,0,0,0,0,0,0,0,0
2861,280.9216,0,0,0,0,0,0,0,0,10.644725,14.220056,0,0,0,0,0,0,22.616579,252.94036,137.18946,1.2799753,0,0,0,0,8.3556176,33.11084,13.690474,0,0,0,0,0,0,0,0,0,0
2862,280.92623,0,0,0,0,0,0,0,0,10.644901,14.22029,0,0,0,0,0,0,22.616952,252.94453,137.19172,1.2799964,0,0,0,0,8.3557554,33.111386,13.6907,0,0,0,0,0,0,0,0,0,0
2863,280.93087,0,0,0,0,0,0,0,0,10.645076,14.220525,0,0,0,0,0,0,22.617325,252.94871,137.19398,1.2800176,0,0,0,0,8.3558933,33.111932,13.690926,0,0,0,0,0,0,0,0,0,0
2864,280.9355,0,0,0,0,0,0,0,0,10.645252,14.220759,0,0,0,0,0,0,22.617698,252.95288,137.19625,1.2800387,0,0,0,0,8.3560311,33.112479,13.691152,0,0,0,0,0,0,0,0,0,0
2865,280.94014,0,0,0,0,0,0,0,0,10.645427,14.220994,0,0,0,0,0,0,22.618071,252.95705,137.19851,1.2800598,0,0,0,0,8.3561689,33.113025,13.691377,0,0,0,0,0,0,0,0,0,0
2866,280.94477,0,0,0,0,0,0,0,0,10.645603,14.221229,0,0,0,0,0,0,22.618444,252.96122,137.20077,1.2800809,0,0,0,0,8.3563068,33.113571,13.691603,0,0,0,0,0,0,0,0,0,0
2867,280.9494,0,0,0,0,0,0,0,0,10.645779,14.221463,0,0,0,0,0,0,22.618818,252.9654,137.20304,1.280102,0,0,0,0,8.3564446,33.114117,13.691829,0,0,0,0,0,0,0,0,0,0
2868,280.95404,0,0,0,0,0,0,0,0,10.645954,14.221698,0,0,0,0,0,0,22.619191,252.96957,137.2053,1.2801231,0,0,0,0,8.3565825,33.114663,13.692055,0,0,0,0,0,0,0,0,0,0
2869,280.95867,0,0,0,0,0,0,0,0,10.64613,14.221932,0,0,0,0,0,0,22.619564,252.97374,137.20756,1.2801443,0,0,0,0,8.3567203,33.11521,13.692281,0,0,0,0,0,0,0,0,0,0
2870,280.96331,0,0,0,0,0,0,0,0,10.646305,14.222167,0,0,0,0,0,0,22.619937,252.97792,137.20982,1.2801654,0,0,0,0,8.3568581,33.115756,13.692507,0,0,0,0,0,0,0,0,0,0
2871,280.96794,0,0,0,0,0,0,0,0,10.646481,14.222402,0,0,0,0,0,0,22.62031,252.98209,137.21209,1.2801865,0,0,0,0,8.356996,33.116302,13.692733,0,0,0,0,0,0,0,0,0,0
2872,280.97258,0,0,0,0,0,0,0,0,10.646657,14.222636,0,0,0,0,0,0,22.620683,252.98626,137.21435,1.2802076,0,0,0,0,8.3571338,33.116848,13.692958,0,0,0,0,0,0,0,0,0,0
2873,280.97721,0,0,0,0,0,0,0,0,10.646832,14.222871,0,0,0,0,0,0,22.621056,252.99043,137.21661,1.2802287,0,0,0,0,8.3572717,33.117395,13.693184,0,0,0,0,0,0,0,0,0,0
2874,280.98184,0,0,0,0,0,0,0,0,10.647008,14.223105,0,0,0,0,0,0,22.621429,252.99461,137.21888,1.2802498,0,0,0,0,8.3574095,33.117941,13.69341,0,0,0,0,0,0,0,0,0,0
2875,280.98648,0,0,0,0,0,0,0,0,10.647183,14.22334,0,0,0,0,0,0,22.621802,252.99878,137.22114,1.2802709,0,0,0,0,8.3575473,33.118487,13.693636,0,0,0,0,0,0,0,0,0,0
2876,280.99111,0,0,0,0,0,0,0,0,10.647359,14.223574,0,0,0,0,0,0,22.622175,253.00295,137.2234,1.2802921,0,0,0,0,8.3576852,33.119033,13.693862,0,0,0,0,0,0,0,0,0,0
2877,280.99575,0,0,0,0,0,0,0,0,10.647535,14.223809,0,0,0,0,0,0,22.622549,253.00712,137.22567,1.2803132,0,0,0,0,8.357823,33.119579,13.694088,0,0,0,0,0,0,0,0,0,0
2878,281.00038,0,0,0,0,0,0,0,0,10.64771,14.224044,0,0,0,0,0,0,22.622922,253.0113,137.22793,1.2803343,0,0,0,0,8.3579609,33.120126,13.694313,0,0,0,0,0,0,0,0,0,0
2879,281.00502,0,0,0,0,0,0,0,0,10.647886,14.224278,0,0,0,0,0,0,22.623295,253.01547,137.23019,1.2803554,0,0,0,0,8.3580987,33.120672,13.694539,0,0,0,0,0,0,0,0,0,0
2880,281.00965,0,0,0,0,0,0,0,0,10.648062,14.224513,0,0,0,0,0,0,22.623668,253.01964,137.23246,1.2803765,0,0,0,0,8.3582365,33.121218,13.694765,0,0,0,0,0,0,0,0,0,0
2881,281.01428,0,0,0,0,0,0,0,0,10.648237,14.224747,0,0,0,0,0,0,22.624041,253.02381,137.23472,1.2803976,0,0,0,0,8.3583744,33.121764,13.694991,0,0,0,0,0,0,0,0,0,0
2882,281.01892,0,0,0,0,0,0,0,0,10.648413,14.224982,0,0,0,0,0,0,22.624414,253.02799,137.23698,1.2804188,0,0,0,0,8.3585122,33.122311,13.695217,0,0,0,0,0,0,0,0,0,0
2883,281.02355,0,0,0,0,0,0,0,0,10.648588,14.225217,0,0,0,0,0,0,22.624787,253.03216,137.23925,1.2804399,0,0,0,0,8.3586501,33.122857,13.695443,0,0,0,0,0,0,0,0,0,0
2884,281.02819,0,0,0,0,0,0,0,0,10.648764,14.225451,0,0,0,0,0,0,22.62516,253.03633,137.24151,1.280461,0,0,0,0,8.3587879,33.123403,13.695669,0,0,0,0,0,0,0,0,0,0
2885,281.03282,0,0,0,0,0,0,0,0,10.64894,14.225686,0,0,0,0,0,0,22.625533,253.04051,137.24377,1.2804821,0,0,0,0,8.3589257,33.123949,13.695894,0,0,0,0,0,0,0,0,0,0
2886,281.03746,0,0,0,0,0,0,0,0,10.649115,14.22592,0,0,0,0,0,0,22.625906,253.04468,137.24604,1.2805032,0,0,0,0,8.3590636,33.124495,13.69612,0,0,0,0,0,0,0,0,0,0
2887,281.04209,0,0,0,0,0,0,0,0,10.649291,14.226155,0,0,0,0,0,0,22.62628,253.04885,137.2483,1.2805243,0,0,0,0,8.3592014,33.125042,13.696346,0,0,0,0,0,0,0,0,0,0
2888,281.04672,0,0,0,0,0,0,0,0,10.649466,14.226389,0,0,0,0,0,0,22.626653,253.05302,137.25056,1.2805454,0,0,0,0,8.3593393,33.125588,13.696572,0,0,0,0,0,0,0,0,0,0
2889,281.05136,0,0,0,0,0,0,0,0,10.649642,14.226624,0,0,0,0,0,0,22.627026,253.0572,137.25282,1.2805666,0,0,0,0,8.3594771,33.126134,13.696798,0,0,0,0,0,0,0,0,0,0
2890,281.05599,0,0,0,0,0,0,0,0,10.649818,14.226859,0,0,0,0,0,0,22.627399,253.06137,137.25509,1.2805877,0,0,0,0,8.3596149,33.12668,13.697024,0,0,0,0,0,0,0,0,0,0
2891,281.06063,0,0,0,0,0,0,0,0,10.649993,14.227093,0,0,0,0,0,0,22.627772,253.06554,137.25735,1.2806088,0,0,0,0,8.3597528,33.127226,13.697249,0,0,0,0,0,0,0,0,0,0
2892,281.06526,0,0,0,0,0,0,0,0,10.650169,14.227328,0,0,0,0,0,0,22.628145,253.06971,137.25961,1.2806299,0,0,0,0,8.3598906,33.127773,13.697475,0,0,0,0,0,0,0,0,0,0
2893,281.0699,0,0,0,0,0,0,0,0,10.650344,14.227562,0,0,0,0,0,0,22.628518,253.07389,137.26188,1.280651,0,0,0,0,8.3600285,33.128319,13.697701,0,0,0,0,0,0,0,0,0,0
2894,281.07453,0,0,0,0,0,0,0,0,10.65052,14.227797,0,0,0,0,0,0,22.628891,253.07806,137.26414,1.2806721,0,0,0,0,8.3601663,33.128865,13.697927,0,0,0,0,0,0,0,0,0,0
2895,281.07916,0,0,0,0,0,0,0,0,10.650696,14.228032,0,0,0,0,0,0,22.629264,253.08223,137.2664,1.2806933,0,0,0,0,8.3603041,33.129411,13.698153,0,0,0,0,0,0,0,0,0,0
2896,281.0838,0,0,0,0,0,0,0,0,10.650871,14.228266,0,0,0,0,0,0,22.629637,253.0864,137.26867,1.2807144,0,0,0,0,8.360442,33.129958,13.698379,0,0,0,0,0,0,0,0,0,0
2897,281.08843,0,0,0,0,0,0,0,0,10.651047,14.228501,0,0,0,0,0,0,22.630011,253.09058,137.27093,1.2807355,0,0,0,0,8.3605798,33.130504,13.698605,0,0,0,0,0,0,0,0,0,0
2898,281.09307,0,0,0,0,0,0,0,0,10.651222,14.228735,0,0,0,0,0,0,22.630384,253.09475,137.27319,1.2807566,0,0,0,0,8.3607177,33.13105,13.69883,0,0,0,0,0,0,0,0,0,0
2899,281.0977,0,0,0,0,0,0,0,0,10.651398,14.22897,0,0,0,0,0,0,22.630757,253.09892,137.27546,1.2807777,0,0,0,0,8.3608555,33.131596,13.699056,0,0,0,0,0,0,0,0,0,0
2900,281.10234,0,0,0,0,0,0,0,0,10.651574,14.229205,0,0,0,0,0,0,22.63113,253.1031,137.27772,1.2807988,0,0,0,0,8.3609933,33.132142,13.699282,0,0,0,0,0,0,0,0,0,0
2901,281.10697,0,0,0,0,0,0,0,0,10.651749,14.229439,0,0,0,0,0,0,22.631503,253.10727,137.27998,1.2808199,0,0,0,0,8.3611312,33.132689,13.699508,0,0,0,0,0,0,0,0,0,0
2902,281.1116,0,0,0,0,0,0,0,0,10.651925,14.229674,0,0,0,0,0,0,22.631876,253.11144,137.28225,1.2808411,0,0,0,0,8.361269,33.133235,13.699734,0,0,0,0,0,0,0,0,0,0
2903,281.11624,0,0,0,0,0,0,0,0,10.6521,14.229908,0,0,0,0,0,0,22.632249,253.11561,137.28451,1.2808622,0,0,0,0,8.3614069,33.133781,13.69996,0,0,0,0,0,0,0,0,0,0
2904,281.12087,0,0,0,0,0,0,0,0,10.652276,14.230143,0,0,0,0,0,0,22.632622,253.11979,137.28677,1.2808833,0,0,0,0,8.3615447,33.134327,13.700186,0,0,0,0,0,0,0,0,0,0
2905,281.12551,0,0,0,0,0,0,0,0,10.652452,14.230377,0,0,0,0,0,0,22.632995,253.12396,137.28904,1.2809044,0,0,0,0,8.3616825,33.134874,13.700411,0,0,0,0,0,0,0,0,0,0
2906,281.13014,0,0,0,0,0,0,0,0,10.652627,14.230612,0,0,0,0,0,0,22.633368,253.12813,137.2913,1.2809255,0,0,0,0,8.3618204,33.13542,13.700637,0,0,0,0,0,0,0,0,0,0
2907,281.12819,0,0,0,0,0,0,0,0,10.652553,14.230513,0,0,0,0,0,0,22.633211,253.12637,137.29034,1.2809166,0,0,0,0,8.3617622,33.135189,13.700542,0,0,0,0,0,0,0,0,0,0
2908,281.12623,0,0,0,0,0,0,0,0,10.652479,14.230414,0,0,0,0,0,0,22.633054,253.12461,137.28939,1.2809077,0,0,0,0,8.3617041,33.134959,13.700447,0,0,0,0,0,0,0,0,0,0
2909,281.12427,0,0,0,0,0,0,0,0,10.652405,14.230315,0,0,0,0,0,0,22.632896,253.12285,137.28843,1.2808988,0,0,0,0,8.3616459,33.134728,13.700351,0,0,0,0,0,0,0,0,0,0
2910,281.12232,0,0,0,0,0,0,0,0,10.652331,14.230216,0,0,0,0,0,0,22.632739,253.12109,137.28748,1.2808899,0,0,0,0,8.3615877,33.134498,13.700256,0,0,0,0,0,0,0,0,0,0
2911,281.12036,0,0,0,0,0,0,0,0,10.652257,14.230117,0,0,0,0,0,0,22.632581,253.11933,137.28652,1.280881,0,0,0,0,8.3615296,33.134267,13.700161,0,0,0,0,0,0,0,0,0,0
2912,281.11841,0,0,0,0,0,0,0,0,10.652183,14.230018,0,0,0,0,0,0,22.632424,253.11757,137.28557,1.2808721,0,0,0,0,8.3614714,33.134037,13.700065,0,0,0,0,0,0,0,0,0,0
2913,281.11645,0,0,0,0,0,0,0,0,10.652108,14.229919,0,0,0,0,0,0,22.632266,253.11581,137.28461,1.2808631,0,0,0,0,8.3614132,33.133806,13.69997,0,0,0,0,0,0,0,0,0,0
2914,281.1145,0,0,0,0,0,0,0,0,10.652034,14.22982,0,0,0,0,0,0,22.632109,253.11404,137.28366,1.2808542,0,0,0,0,8.361355,33.133576,13.699875,0,0,0,0,0,0,0,0,0,0
2915,281.11254,0,0,0,0,0,0,0,0,10.65196,14.229721,0,0,0,0,0,0,22.631951,253.11228,137.2827,1.2808453,0,0,0,0,8.3612969,33.133345,13.699779,0,0,0,0,0,0,0,0,0,0
2916,281.11058,0,0,0,0,0,0,0,0,10.651886,14.229622,0,0,0,0,0,0,22.631794,253.11052,137.28175,1.2808364,0,0,0,0,8.3612387,33.133115,13.699684,0,0,0,0,0,0,0,0,0,0
2917,281.10863,0,0,0,0,0,0,0,0,10.651812,14.229523,0,0,0,0,0,0,22.631636,253.10876,137.28079,1.2808275,0,0,0,0,8.3611805,33.132884,13.699589,0,0,0,0,0,0,0,0,0,0
2918,281.10667,0,0,0,0,0,0,0,0,10.651738,14.229424,0,0,0,0,0,0,22.631479,253.107,137.27984,1.2808186,0,0,0,0,8.3611223,33.132654,13.699493,0,0,0,0,0,0,0,0,0,0
2919,281.10472,0,0,0,0,0,0,0,0,10.651664,14.229325,0,0,0,0,0,0,22.631322,253.10524,137.27888,1.2808097,0,0,0,0,8.3610642,33.132423,13.699398,0,0,0,0,0,0,0,0,0,0
2920,281.10276,0,0,0,0,0,0,0,0,10.65159,14.229226,0,0,0,0,0,0,22.631164,253.10348,137.27793,1.2808008,0,0,0,0,8.361006,33.132193,13.699303,0,0,0,0,0,0,0,0,0,0
2921,281.10081,0,0,0,0,0,0,0,0,10.651516,14.229127,0,0,0,0,0,0,22.631007,253.10172,137.27697,1.2807919,0,0,0,0,8.3609478,33.131962,13.699208,0,0,0,0,0,0,0,0,0,0
2922,281.09885,0,0,0,0,0,0,0,0,10.651441,14.229028,0,0,0,0,0,0,22.630849,253.09996,137.27602,1.2807829,0,0,0,0,8.3608897,33.131732,13.699112,0,0,0,0,0,0,0,0,0,0
2923,281.09689,0,0,0,0,0,0,0,0,10.651367,14.228929,0,0,0,0,0,0,22.630692,253.0982,137.27506,1.280774,0,0,0,0,8.3608315,33.131501,13.699017,0,0,0,0,0,0,0,0,0,0
2924,281.09494,0,0,0,0,0,0,0,0,10.651293,14.22883,0,0,0,0,0,0,22.630534,253.09643,137.27411,1.2807651,0,0,0,0,8.3607733,33.131271,13.698922,0,0,0,0,0,0,0,0,0,0
2925,281.09298,0,0,0,0,0,0,0,0,10.651219,14.228731,0,0,0,0,0,0,22.630377,253.09467,137.27315,1.2807562,0,0,0,0,8.3607151,33.13104,13.698826,0,0,0,0,0,0,0,0,0,0
2926,281.09103,0,0,0,0,0,0,0,0,10.651145,14.228632,0,0,0,0,0,0,22.630219,253.09291,137.2722,1.2807473,0,0,0,0,8.360657,33.13081,13.698731,0,0,0,0,0,0,0,0,0,0
2927,281.08907,0,0,0,0,0,0,0,0,10.651071,14.228533,0,0,0,0,0,0,22.630062,253.09115,137.27124,1.2807384,0,0,0,0,8.3605988,33.130579,13.698636,0,0,0,0,0,0,0,0,0,0
2928,281.08711,0,0,0,0,0,0,0,0,10.650997,14.228434,0,0,0,0,0,0,22.629904,253.08939,137.27029,1.2807295,0,0,0,0,8.3605406,33.130348,13.69854,0,0,0,0,0,0,0,0,0,0
2929,281.08516,0,0,0,0,0,0,0,0,10.650923,14.228335,0,0,0,0,0,0,22.629747,253.08763,137.26933,1.2807206,0,0,0,0,8.3604825,33.130118,13.698445,0,0,0,0,0,0,0,0,0,0
2930,281.0832,0,0,0,0,0,0,0,0,10.650849,14.228236,0,0,0,0,0,0,22.629589,253.08587,137.26838,1.2807117,0,0,0,0,8.3604243,33.129887,13.69835,0,0,0,0,0,0,0,0,0,0
2931,281.08125,0,0,0,0,0,0,0,0,10.650774,14.228137,0,0,0,0,0,0,22.629432,253.08411,137.26742,1.2807027,0,0,0,0,8.3603661,33.129657,13.698254,0,0,0,0,0,0,0,0,0,0
2932,281.07929,0,0,0,0,0,0,0,0,10.6507,14.228038,0,0,0,0,0,0,22.629275,253.08235,137.26647,1.2806938,0,0,0,0,8.3603079,33.129426,13.698159,0,0,0,0,0,0,0,0,0,0
2933,281.07734,0,0,0,0,0,0,0,0,10.650626,14.227939,0,0,0,0,0,0,22.629117,253.08059,137.26551,1.2806849,0,0,0,0,8.3602498,33.129196,13.698064,0,0,0,0,0,0,0,0,0,0
2934,281.07538,0,0,0,0,0,0,0,0,10.650552,14.22784,0,0,0,0,0,0,22.62896,253.07882,137.26456,1.280676,0,0,0,0,8.3601916,33.128965,13.697968,0,0,0,0,0,0,0,0,0,0
2935,281.07342,0,0,0,0,0,0,0,0,10.650478,14.227741,0,0,0,0,0,0,22.628802,253.07706,137.2636,1.2806671,0,0,0,0,8.3601334,33.128735,13.697873,0,0,0,0,0,0,0,0,0,0
2936,281.07147,0,0,0,0,0,0,0,0,10.650404,14.227642,0,0,0,0,0,0,22.628645,253.0753,137.26265,1.2806582,0,0,0,0,8.3600752,33.128504,13.697778,0,0,0,0,0,0,0,0,0,0
2937,281.06951,0,0,0,0,0,0,0,0,10.65033,14.227543,0,0,0,0,0,0,22.628487,253.07354,137.26169,1.2806493,0,0,0,0,8.3600171,33.128274,13.697683,0,0,0,0,0,0,0,0,0,0
2938,281.06756,0,0,0,0,0,0,0,0,10.650256,14.227444,0,0,0,0,0,0,22.62833,253.07178,137.26074,1.2806404,0,0,0,0,8.3599589,33.128043,13.697587,0,0,0,0,0,0,0,0,0,0
2939,281.0656,0,0,0,0,0,0,0,0,10.650182,14.227345,0,0,0,0,0,0,22.628172,253.07002,137.25978,1.2806315,0,0,0,0,8.3599007,33.127813,13.697492,0,0,0,0,0,0,0,0,0,0
2940,281.06365,0,0,0,0,0,0,0,0,10.650108,14.227246,0,0,0,0,0,0,22.628015,253.06826,137.25883,1.2806225,0,0,0,0,8.3598426,33.127582,13.697397,0,0,0,0,0,0,0,0,0,0
2941,281.06169,0,0,0,0,0,0,0,0,10.650033,14.227147,0,0,0,0,0,0,22.627857,253.0665,137.25787,1.2806136,0,0,0,0,8.3597844,33.127352,13.697301,0,0,0,0,0,0,0,0,0,0
2942,281.05973,0,0,0,0,0,0,0,0,10.649959,14.227048,0,0,0,0,0,0,22.6277,253.06474,137.25692,1.2806047,0,0,0,0,8.3597262,33.127121,13.697206,0,0,0,0,0,0,0,0,0,0
2943,281.05778,0,0,0,0,0,0,0,0,10.649885,14.226949,0,0,0,0,0,0,22.627543,253.06298,137.25596,1.2805958,0,0,0,0,8.359668,33.126891,13.697111,0,0,0,0,0,0,0,0,0,0
2944,281.05582,0,0,0,0,0,0,0,0,10.649811,14.22685,0,0,0,0,0,0,22.627385,253.06122,137.255,1.2805869,0,0,0,0,8.3596099,33.12666,13.697015,0,0,0,0,0,0,0,0,0,0
2945,281.05387,0,0,0,0,0,0,0,0,10.649737,14.226751,0,0,0,0,0,0,22.627228,253.05945,137.25405,1.280578,0,0,0,0,8.3595517,33.12643,13.69692,0,0,0,0,0,0,0,0,0,0
2946,281.05191,0,0,0,0,0,0,0,0,10.649663,14.226652,0,0,0,0,0,0,22.62707,253.05769,137.25309,1.2805691,0,0,0,0,8.3594935,33.126199,13.696825,0,0,0,0,0,0,0,0,0,0
2947,281.04995,0,0,0,0,0,0,0,0,10.649589,14.226553,0,0,0,0,0,0,22.626913,253.05593,137.25214,1.2805602,0,0,0,0,8.3594354,33.125969,13.696729,0,0,0,0,0,0,0,0,0,0
2948,281.048,0,0,0,0,0,0,0,0,10.649515,14.226454,0,0,0,0,0,0,22.626755,253.05417,137.25118,1.2805513,0,0,0,0,8.3593772,33.125738,13.696634,0,0,0,0,0,0,0,0,0,0
2949,281.04604,0,0,0,0,0,0,0,0,10.649441,14.226355,0,0,0,0,0,0,22.626598,253.05241,137.25023,1.2805423,0,0,0,0,8.359319,33.125508,13.696539,0,0,0,0,0,0,0,0,0,0
2950,281.04409,0,0,0,0,0,0,0,0,10.649366,14.226256,0,0,0,0,0,0,22.62644,253.05065,137.24927,1.2805334,0,0,0,0,8.3592608,33.125277,13.696443,0,0,0,0,0,0,0,0,0,0
2951,281.04213,0,0,0,0,0,0,0,0,10.649292,14.226157,0,0,0,0,0,0,22.626283,253.04889,137.24832,1.2805245,0,0,0,0,8.3592027,33.125047,13.696348,0,0,0,0,0,0,0,0,0,0
2952,281.04018,0,0,0,0,0,0,0,0,10.649218,14.226058,0,0,0,0,0,0,22.626125,253.04713,137.24736,1.2805156,0,0,0,0,8.3591445,33.124816,13.696253,0,0,0,0,0,0,0,0,0,0
2953,281.03822,0,0,0,0,0,0,0,0,10.649144,14.225959,0,0,0,0,0,0,22.625968,253.04537,137.24641,1.2805067,0,0,0,0,8.3590863,33.124585,13.696157,0,0,0,0,0,0,0,0,0,0
2954,281.03626,0,0,0,0,0,0,0,0,10.64907,14.22586,0,0,0,0,0,0,22.62581,253.04361,137.24545,1.2804978,0,0,0,0,8.3590281,33.124355,13.696062,0,0,0,0,0,0,0,0,0,0
