Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa)
1100,283.11877,0,0,0,0,0,0,0,0,10.72798,14.331275,0,0,0,0,0,0,22.79347,254.91868,138.26245,1.2899864,0,0,0,0,8.4209693,33.369809,13.797551,0,0,0,0,0,0,0,0,0,0
1101,283.2069,0,0,0,0,0,0,0,0,10.73132,14.335736,0,0,0,0,0,0,22.800565,254.99803,138.30549,1.2903879,0,0,0,0,8.4235906,33.380197,13.801846,0,0,0,0,0,0,0,0,0,0
1102,283.29503,0,0,0,0,0,0,0,0,10.734659,14.340197,0,0,0,0,0,0,22.80766,255.07739,138.34853,1.2907895,0,0,0,0,8.4262119,33.390584,13.806141,0,0,0,0,0,0,0,0,0,0
1103,283.38316,0,0,0,0,0,0,0,0,10.737999,14.344658,0,0,0,0,0,0,22.814756,255.15674,138.39157,1.2911911,0,0,0,0,8.4288333,33.400972,13.810436,0,0,0,0,0,0,0,0,0,0
1104,283.47129,0,0,0,0,0,0,0,0,10.741338,14.349119,0,0,0,0,0,0,22.821851,255.23609,138.43461,1.2915926,0,0,0,0,8.4314546,33.41136,13.814731,0,0,0,0,0,0,0,0,0,0
1105,283.55942,0,0,0,0,0,0,0,0,10.744678,14.353581,0,0,0,0,0,0,22.828946,255.31544,138.47765,1.2919942,0,0,0,0,8.4340759,33.421747,13.819026,0,0,0,0,0,0,0,0,0,0
1106,283.64755,0,0,0,0,0,0,0,0,10.748017,14.358042,0,0,0,0,0,0,22.836041,255.3948,138.52069,1.2923957,0,0,0,0,8.4366973,33.432135,13.823321,0,0,0,0,0,0,0,0,0,0
1107,283.73568,0,0,0,0,0,0,0,0,10.751357,14.362503,0,0,0,0,0,0,22.843137,255.47415,138.56373,1.2927973,0,0,0,0,8.4393186,33.442522,13.827616,0,0,0,0,0,0,0,0,0,0
1108,283.82382,0,0,0,0,0,0,0,0,10.754696,14.366964,0,0,0,0,0,0,22.850232,255.5535,138.60677,1.2931988,0,0,0,0,8.4419399,33.45291,13.831911,0,0,0,0,0,0,0,0,0,0
1109,283.91195,0,0,0,0,0,0,0,0,10.758036,14.371425,0,0,0,0,0,0,22.857327,255.63285,138.64981,1.2936004,0,0,0,0,8.4445612,33.463297,13.836206,0,0,0,0,0,0,0,0,0,0
1110,284.00008,0,0,0,0,0,0,0,0,10.761375,14.375886,0,0,0,0,0,0,22.864423,255.71221,138.69285,1.2940019,0,0,0,0,8.4471826,33.473685,13.840501,0,0,0,0,0,0,0,0,0,0
1111,284.08821,0,0,0,0,0,0,0,0,10.764715,14.380347,0,0,0,0,0,0,22.871518,255.79156,138.73589,1.2944035,0,0,0,0,8.4498039,33.484072,13.844796,0,0,0,0,0,0,0,0,0,0
1112,284.17634,0,0,0,0,0,0,0,0,10.768054,14.384808,0,0,0,0,0,0,22.878613,255.87091,138.77892,1.294805,0,0,0,0,8.4524252,33.49446,13.849091,0,0,0,0,0,0,0,0,0,0
1113,284.26447,0,0,0,0,0,0,0,0,10.771394,14.38927,0,0,0,0,0,0,22.885709,255.95026,138.82196,1.2952066,0,0,0,0,8.4550466,33.504848,13.853386,0,0,0,0,0,0,0,0,0,0
1114,284.3526,0,0,0,0,0,0,0,0,10.774733,14.393731,0,0,0,0,0,0,22.892804,256.02962,138.865,1.2956082,0,0,0,0,8.4576679,33.515235,13.857681,0,0,0,0,0,0,0,0,0,0
1115,284.44073,0,0,0,0,0,0,0,0,10.778073,14.398192,0,0,0,0,0,0,22.899899,256.10897,138.90804,1.2960097,0,0,0,0,8.4602892,33.525623,13.861976,0,0,0,0,0,0,0,0,0,0
1116,284.52886,0,0,0,0,0,0,0,0,10.781412,14.402653,0,0,0,0,0,0,22.906994,256.18832,138.95108,1.2964113,0,0,0,0,8.4629106,33.53601,13.866271,0,0,0,0,0,0,0,0,0,0
1117,284.61699,0,0,0,0,0,0,0,0,10.784752,14.407114,0,0,0,0,0,0,22.91409,256.26768,138.99412,1.2968128,0,0,0,0,8.4655319,33.546398,13.870566,0,0,0,0,0,0,0,0,0,0
1118,284.70512,0,0,0,0,0,0,0,0,10.788091,14.411575,0,0,0,0,0,0,22.921185,256.34703,139.03716,1.2972144,0,0,0,0,8.4681532,33.556785,13.874861,0,0,0,0,0,0,0,0,0,0
1119,284.79326,0,0,0,0,0,0,0,0,10.79143,14.416036,0,0,0,0,0,0,22.92828,256.42638,139.0802,1.2976159,0,0,0,0,8.4707746,33.567173,13.879156,0,0,0,0,0,0,0,0,0,0
1120,284.88139,0,0,0,0,0,0,0,0,10.79477,14.420497,0,0,0,0,0,0,22.935376,256.50573,139.12324,1.2980175,0,0,0,0,8.4733959,33.577561,13.883451,0,0,0,0,0,0,0,0,0,0
1121,284.96952,0,0,0,0,0,0,0,0,10.798109,14.424959,0,0,0,0,0,0,22.942471,256.58509,139.16628,1.298419,0,0,0,0,8.4760172,33.587948,13.887746,0,0,0,0,0,0,0,0,0,0
1122,285.05765,0,0,0,0,0,0,0,0,10.801449,14.42942,0,0,0,0,0,0,22.949566,256.66444,139.20932,1.2988206,0,0,0,0,8.4786386,33.598336,13.892041,0,0,0,0,0,0,0,0,0,0
1123,285.14578,0,0,0,0,0,0,0,0,10.804788,14.433881,0,0,0,0,0,0,22.956661,256.74379,139.25236,1.2992222,0,0,0,0,8.4812599,33.608723,13.896336,0,0,0,0,0,0,0,0,0,0
1124,285.23391,0,0,0,0,0,0,0,0,10.808128,14.438342,0,0,0,0,0,0,22.963757,256.82314,139.2954,1.2996237,0,0,0,0,8.4838812,33.619111,13.900631,0,0,0,0,0,0,0,0,0,0
1125,285.32204,0,0,0,0,0,0,0,0,10.811467,14.442803,0,0,0,0,0,0,22.970852,256.9025,139.33843,1.3000253,0,0,0,0,8.4865026,33.629498,13.904926,0,0,0,0,0,0,0,0,0,0
1126,285.33565,0,0,0,0,0,0,0,0,10.811983,14.443492,0,0,0,0,0,0,22.971947,256.91475,139.34508,1.3000872,0,0,0,0,8.4869072,33.631102,13.905589,0,0,0,0,0,0,0,0,0,0
1127,285.34925,0,0,0,0,0,0,0,0,10.812498,14.44418,0,0,0,0,0,0,22.973042,256.92699,139.35172,1.3001492,0,0,0,0,8.4873118,33.632705,13.906252,0,0,0,0,0,0,0,0,0,0
1128,285.36285,0,0,0,0,0,0,0,0,10.813014,14.444869,0,0,0,0,0,0,22.974138,256.93924,139.35836,1.3002112,0,0,0,0,8.4877164,33.634309,13.906915,0,0,0,0,0,0,0,0,0,0
1129,285.37646,0,0,0,0,0,0,0,0,10.813529,14.445558,0,0,0,0,0,0,22.975233,256.95149,139.36501,1.3002732,0,0,0,0,8.488121,33.635912,13.907578,0,0,0,0,0,0,0,0,0,0
1130,285.39006,0,0,0,0,0,0,0,0,10.814045,14.446246,0,0,0,0,0,0,22.976328,256.96374,139.37165,1.3003352,0,0,0,0,8.4885257,33.637515,13.908241,0,0,0,0,0,0,0,0,0,0
1131,285.40366,0,0,0,0,0,0,0,0,10.81456,14.446935,0,0,0,0,0,0,22.977423,256.97599,139.37829,1.3003972,0,0,0,0,8.4889303,33.639119,13.908904,0,0,0,0,0,0,0,0,0,0
1132,285.41727,0,0,0,0,0,0,0,0,10.815076,14.447623,0,0,0,0,0,0,22.978519,256.98824,139.38494,1.3004591,0,0,0,0,8.4893349,33.640722,13.909567,0,0,0,0,0,0,0,0,0,0
1133,285.43087,0,0,0,0,0,0,0,0,10.815591,14.448312,0,0,0,0,0,0,22.979614,257.00049,139.39158,1.3005211,0,0,0,0,8.4897395,33.642326,13.91023,0,0,0,0,0,0,0,0,0,0
1134,285.44447,0,0,0,0,0,0,0,0,10.816107,14.449001,0,0,0,0,0,0,22.980709,257.01274,139.39822,1.3005831,0,0,0,0,8.4901442,33.643929,13.910893,0,0,0,0,0,0,0,0,0,0
1135,285.45808,0,0,0,0,0,0,0,0,10.816622,14.449689,0,0,0,0,0,0,22.981804,257.02498,139.40487,1.3006451,0,0,0,0,8.4905488,33.645532,13.911556,0,0,0,0,0,0,0,0,0,0
1136,285.47168,0,0,0,0,0,0,0,0,10.817138,14.450378,0,0,0,0,0,0,22.982899,257.03723,139.41151,1.3007071,0,0,0,0,8.4909534,33.647136,13.912218,0,0,0,0,0,0,0,0,0,0
1137,285.48529,0,0,0,0,0,0,0,0,10.817653,14.451066,0,0,0,0,0,0,22.983995,257.04948,139.41816,1.3007691,0,0,0,0,8.491358,33.648739,13.912881,0,0,0,0,0,0,0,0,0,0
1138,285.49889,0,0,0,0,0,0,0,0,10.818168,14.451755,0,0,0,0,0,0,22.98509,257.06173,139.4248,1.300831,0,0,0,0,8.4917626,33.650343,13.913544,0,0,0,0,0,0,0,0,0,0
1139,285.51249,0,0,0,0,0,0,0,0,10.818684,14.452444,0,0,0,0,0,0,22.986185,257.07398,139.43144,1.300893,0,0,0,0,8.4921673,33.651946,13.914207,0,0,0,0,0,0,0,0,0,0
1140,285.5261,0,0,0,0,0,0,0,0,10.819199,14.453132,0,0,0,0,0,0,22.98728,257.08623,139.43809,1.300955,0,0,0,0,8.4925719,33.653549,13.91487,0,0,0,0,0,0,0,0,0,0
1141,285.5397,0,0,0,0,0,0,0,0,10.819715,14.453821,0,0,0,0,0,0,22.988375,257.09848,139.44473,1.301017,0,0,0,0,8.4929765,33.655153,13.915533,0,0,0,0,0,0,0,0,0,0
1142,285.5533,0,0,0,0,0,0,0,0,10.82023,14.454509,0,0,0,0,0,0,22.989471,257.11072,139.45137,1.301079,0,0,0,0,8.4933811,33.656756,13.916196,0,0,0,0,0,0,0,0,0,0
1143,285.56691,0,0,0,0,0,0,0,0,10.820746,14.455198,0,0,0,0,0,0,22.990566,257.12297,139.45802,1.301141,0,0,0,0,8.4937858,33.658359,13.916859,0,0,0,0,0,0,0,0,0,0
1144,285.58051,0,0,0,0,0,0,0,0,10.821261,14.455887,0,0,0,0,0,0,22.991661,257.13522,139.46466,1.3012029,0,0,0,0,8.4941904,33.659963,13.917522,0,0,0,0,0,0,0,0,0,0
1145,285.59412,0,0,0,0,0,0,0,0,10.821777,14.456575,0,0,0,0,0,0,22.992756,257.14747,139.4713,1.3012649,0,0,0,0,8.494595,33.661566,13.918185,0,0,0,0,0,0,0,0,0,0
1146,285.60772,0,0,0,0,0,0,0,0,10.822292,14.457264,0,0,0,0,0,0,22.993851,257.15972,139.47795,1.3013269,0,0,0,0,8.4949996,33.66317,13.918848,0,0,0,0,0,0,0,0,0,0
1147,285.62132,0,0,0,0,0,0,0,0,10.822808,14.457952,0,0,0,0,0,0,22.994947,257.17197,139.48459,1.3013889,0,0,0,0,8.4954042,33.664773,13.919511,0,0,0,0,0,0,0,0,0,0
1148,285.63493,0,0,0,0,0,0,0,0,10.823323,14.458641,0,0,0,0,0,0,22.996042,257.18422,139.49123,1.3014509,0,0,0,0,8.4958089,33.666376,13.920174,0,0,0,0,0,0,0,0,0,0
1149,285.64853,0,0,0,0,0,0,0,0,10.823839,14.45933,0,0,0,0,0,0,22.997137,257.19647,139.49788,1.3015129,0,0,0,0,8.4962135,33.66798,13.920837,0,0,0,0,0,0,0,0,0,0
1150,285.66213,0,0,0,0,0,0,0,0,10.824354,14.460018,0,0,0,0,0,0,22.998232,257.20871,139.50452,1.3015748,0,0,0,0,8.4966181,33.669583,13.9215,0,0,0,0,0,0,0,0,0,0
1151,285.67574,0,0,0,0,0,0,0,0,10.82487,14.460707,0,0,0,0,0,0,22.999328,257.22096,139.51116,1.3016368,0,0,0,0,8.4970227,33.671187,13.922163,0,0,0,0,0,0,0,0,0,0
1152,285.68934,0,0,0,0,0,0,0,0,10.825385,14.461396,0,0,0,0,0,0,23.000423,257.23321,139.51781,1.3016988,0,0,0,0,8.4974274,33.67279,13.922826,0,0,0,0,0,0,0,0,0,0
1153,285.70294,0,0,0,0,0,0,0,0,10.825901,14.462084,0,0,0,0,0,0,23.001518,257.24546,139.52445,1.3017608,0,0,0,0,8.497832,33.674393,13.923489,0,0,0,0,0,0,0,0,0,0
1154,285.71655,0,0,0,0,0,0,0,0,10.826416,14.462773,0,0,0,0,0,0,23.002613,257.25771,139.53109,1.3018228,0,0,0,0,8.4982366,33.675997,13.924152,0,0,0,0,0,0,0,0,0,0
1155,285.73015,0,0,0,0,0,0,0,0,10.826931,14.463461,0,0,0,0,0,0,23.003708,257.26996,139.53774,1.3018848,0,0,0,0,8.4986412,33.6776,13.924815,0,0,0,0,0,0,0,0,0,0
1156,285.74376,0,0,0,0,0,0,0,0,10.827447,14.46415,0,0,0,0,0,0,23.004804,257.28221,139.54438,1.3019467,0,0,0,0,8.4990458,33.679204,13.925478,0,0,0,0,0,0,0,0,0,0
1157,285.75736,0,0,0,0,0,0,0,0,10.827962,14.464839,0,0,0,0,0,0,23.005899,257.29445,139.55102,1.3020087,0,0,0,0,8.4994505,33.680807,13.926141,0,0,0,0,0,0,0,0,0,0
1158,285.77096,0,0,0,0,0,0,0,0,10.828478,14.465527,0,0,0,0,0,0,23.006994,257.3067,139.55767,1.3020707,0,0,0,0,8.4998551,33.68241,13.926804,0,0,0,0,0,0,0,0,0,0
1159,285.78457,0,0,0,0,0,0,0,0,10.828993,14.466216,0,0,0,0,0,0,23.008089,257.31895,139.56431,1.3021327,0,0,0,0,8.5002597,33.684014,13.927467,0,0,0,0,0,0,0,0,0,0
1160,285.79817,0,0,0,0,0,0,0,0,10.829509,14.466904,0,0,0,0,0,0,23.009184,257.3312,139.57095,1.3021947,0,0,0,0,8.5006643,33.685617,13.92813,0,0,0,0,0,0,0,0,0,0
1161,285.81177,0,0,0,0,0,0,0,0,10.830024,14.467593,0,0,0,0,0,0,23.01028,257.34345,139.5776,1.3022566,0,0,0,0,8.501069,33.687221,13.928793,0,0,0,0,0,0,0,0,0,0
1162,285.82538,0,0,0,0,0,0,0,0,10.83054,14.468282,0,0,0,0,0,0,23.011375,257.3557,139.58424,1.3023186,0,0,0,0,8.5014736,33.688824,13.929456,0,0,0,0,0,0,0,0,0,0
1163,285.83898,0,0,0,0,0,0,0,0,10.831055,14.46897,0,0,0,0,0,0,23.01247,257.36795,139.59088,1.3023806,0,0,0,0,8.5018782,33.690427,13.930118,0,0,0,0,0,0,0,0,0,0
1164,285.85258,0,0,0,0,0,0,0,0,10.831571,14.469659,0,0,0,0,0,0,23.013565,257.3802,139.59753,1.3024426,0,0,0,0,8.5022828,33.692031,13.930781,0,0,0,0,0,0,0,0,0,0
1165,285.86619,0,0,0,0,0,0,0,0,10.832086,14.470347,0,0,0,0,0,0,23.01466,257.39244,139.60417,1.3025046,0,0,0,0,8.5026874,33.693634,13.931444,0,0,0,0,0,0,0,0,0,0
1166,285.87979,0,0,0,0,0,0,0,0,10.832602,14.471036,0,0,0,0,0,0,23.015756,257.40469,139.61081,1.3025666,0,0,0,0,8.5030921,33.695238,13.932107,0,0,0,0,0,0,0,0,0,0
1167,285.8934,0,0,0,0,0,0,0,0,10.833117,14.471725,0,0,0,0,0,0,23.016851,257.41694,139.61746,1.3026285,0,0,0,0,8.5034967,33.696841,13.93277,0,0,0,0,0,0,0,0,0,0
1168,285.907,0,0,0,0,0,0,0,0,10.833633,14.472413,0,0,0,0,0,0,23.017946,257.42919,139.6241,1.3026905,0,0,0,0,8.5039013,33.698444,13.933433,0,0,0,0,0,0,0,0,0,0
1169,285.9206,0,0,0,0,0,0,0,0,10.834148,14.473102,0,0,0,0,0,0,23.019041,257.44144,139.63074,1.3027525,0,0,0,0,8.5043059,33.700048,13.934096,0,0,0,0,0,0,0,0,0,0
1170,285.93421,0,0,0,0,0,0,0,0,10.834664,14.47379,0,0,0,0,0,0,23.020137,257.45369,139.63739,1.3028145,0,0,0,0,8.5047105,33.701651,13.934759,0,0,0,0,0,0,0,0,0,0
1171,285.94781,0,0,0,0,0,0,0,0,10.835179,14.474479,0,0,0,0,0,0,23.021232,257.46594,139.64403,1.3028765,0,0,0,0,8.5051152,33.703255,13.935422,0,0,0,0,0,0,0,0,0,0
1172,285.96141,0,0,0,0,0,0,0,0,10.835695,14.475168,0,0,0,0,0,0,23.022327,257.47818,139.65067,1.3029385,0,0,0,0,8.5055198,33.704858,13.936085,0,0,0,0,0,0,0,0,0,0
1173,285.97502,0,0,0,0,0,0,0,0,10.83621,14.475856,0,0,0,0,0,0,23.023422,257.49043,139.65732,1.3030004,0,0,0,0,8.5059244,33.706461,13.936748,0,0,0,0,0,0,0,0,0,0
1174,285.98862,0,0,0,0,0,0,0,0,10.836725,14.476545,0,0,0,0,0,0,23.024517,257.50268,139.66396,1.3030624,0,0,0,0,8.506329,33.708065,13.937411,0,0,0,0,0,0,0,0,0,0
1175,286.00223,0,0,0,0,0,0,0,0,10.837241,14.477233,0,0,0,0,0,0,23.025613,257.51493,139.67061,1.3031244,0,0,0,0,8.5067337,33.709668,13.938074,0,0,0,0,0,0,0,0,0,0
1176,286.01583,0,0,0,0,0,0,0,0,10.837756,14.477922,0,0,0,0,0,0,23.026708,257.52718,139.67725,1.3031864,0,0,0,0,8.5071383,33.711272,13.938737,0,0,0,0,0,0,0,0,0,0
1177,286.02943,0,0,0,0,0,0,0,0,10.838272,14.478611,0,0,0,0,0,0,23.027803,257.53943,139.68389,1.3032484,0,0,0,0,8.5075429,33.712875,13.9394,0,0,0,0,0,0,0,0,0,0
1178,286.04304,0,0,0,0,0,0,0,0,10.838787,14.479299,0,0,0,0,0,0,23.028898,257.55168,139.69054,1.3033104,0,0,0,0,8.5079475,33.714478,13.940063,0,0,0,0,0,0,0,0,0,0
1179,286.05664,0,0,0,0,0,0,0,0,10.839303,14.479988,0,0,0,0,0,0,23.029993,257.56393,139.69718,1.3033723,0,0,0,0,8.5083521,33.716082,13.940726,0,0,0,0,0,0,0,0,0,0
1180,286.07024,0,0,0,0,0,0,0,0,10.839818,14.480677,0,0,0,0,0,0,23.031089,257.57617,139.70382,1.3034343,0,0,0,0,8.5087568,33.717685,13.941389,0,0,0,0,0,0,0,0,0,0
1181,286.08385,0,0,0,0,0,0,0,0,10.840334,14.481365,0,0,0,0,0,0,23.032184,257.58842,139.71047,1.3034963,0,0,0,0,8.5091614,33.719289,13.942052,0,0,0,0,0,0,0,0,0,0
1182,286.09745,0,0,0,0,0,0,0,0,10.840849,14.482054,0,0,0,0,0,0,23.033279,257.60067,139.71711,1.3035583,0,0,0,0,8.509566,33.720892,13.942715,0,0,0,0,0,0,0,0,0,0
1183,286.11105,0,0,0,0,0,0,0,0,10.841365,14.482742,0,0,0,0,0,0,23.034374,257.61292,139.72375,1.3036203,0,0,0,0,8.5099706,33.722495,13.943378,0,0,0,0,0,0,0,0,0,0
1184,286.12466,0,0,0,0,0,0,0,0,10.84188,14.483431,0,0,0,0,0,0,23.035469,257.62517,139.7304,1.3036823,0,0,0,0,8.5103753,33.724099,13.944041,0,0,0,0,0,0,0,0,0,0
1185,286.13826,0,0,0,0,0,0,0,0,10.842396,14.48412,0,0,0,0,0,0,23.036565,257.63742,139.73704,1.3037442,0,0,0,0,8.5107799,33.725702,13.944704,0,0,0,0,0,0,0,0,0,0
1186,286.15187,0,0,0,0,0,0,0,0,10.842911,14.484808,0,0,0,0,0,0,23.03766,257.64967,139.74368,1.3038062,0,0,0,0,8.5111845,33.727306,13.945367,0,0,0,0,0,0,0,0,0,0
1187,286.16547,0,0,0,0,0,0,0,0,10.843427,14.485497,0,0,0,0,0,0,23.038755,257.66191,139.75033,1.3038682,0,0,0,0,8.5115891,33.728909,13.94603,0,0,0,0,0,0,0,0,0,0
1188,286.17907,0,0,0,0,0,0,0,0,10.843942,14.486185,0,0,0,0,0,0,23.03985,257.67416,139.75697,1.3039302,0,0,0,0,8.5119937,33.730512,13.946693,0,0,0,0,0,0,0,0,0,0
1189,286.19268,0,0,0,0,0,0,0,0,10.844458,14.486874,0,0,0,0,0,0,23.040946,257.68641,139.76361,1.3039922,0,0,0,0,8.5123984,33.732116,13.947356,0,0,0,0,0,0,0,0,0,0
1190,286.20628,0,0,0,0,0,0,0,0,10.844973,14.487563,0,0,0,0,0,0,23.042041,257.69866,139.77026,1.3040542,0,0,0,0,8.512803,33.733719,13.948018,0,0,0,0,0,0,0,0,0,0
1191,286.21988,0,0,0,0,0,0,0,0,10.845488,14.488251,0,0,0,0,0,0,23.043136,257.71091,139.7769,1.3041161,0,0,0,0,8.5132076,33.735323,13.948681,0,0,0,0,0,0,0,0,0,0
1192,286.23349,0,0,0,0,0,0,0,0,10.846004,14.48894,0,0,0,0,0,0,23.044231,257.72316,139.78354,1.3041781,0,0,0,0,8.5136122,33.736926,13.949344,0,0,0,0,0,0,0,0,0,0
1193,286.24709,0,0,0,0,0,0,0,0,10.846519,14.489628,0,0,0,0,0,0,23.045326,257.73541,139.79019,1.3042401,0,0,0,0,8.5140169,33.738529,13.950007,0,0,0,0,0,0,0,0,0,0
1194,286.26069,0,0,0,0,0,0,0,0,10.847035,14.490317,0,0,0,0,0,0,23.046422,257.74766,139.79683,1.3043021,0,0,0,0,8.5144215,33.740133,13.95067,0,0,0,0,0,0,0,0,0,0
1195,286.2743,0,0,0,0,0,0,0,0,10.84755,14.491006,0,0,0,0,0,0,23.047517,257.7599,139.80347,1.3043641,0,0,0,0,8.5148261,33.741736,13.951333,0,0,0,0,0,0,0,0,0,0
1196,286.2879,0,0,0,0,0,0,0,0,10.848066,14.491694,0,0,0,0,0,0,23.048612,257.77215,139.81012,1.3044261,0,0,0,0,8.5152307,33.74334,13.951996,0,0,0,0,0,0,0,0,0,0
1197,286.30151,0,0,0,0,0,0,0,0,10.848581,14.492383,0,0,0,0,0,0,23.049707,257.7844,139.81676,1.304488,0,0,0,0,8.5156353,33.744943,13.952659,0,0,0,0,0,0,0,0,0,0
1198,286.31511,0,0,0,0,0,0,0,0,10.849097,14.493071,0,0,0,0,0,0,23.050802,257.79665,139.8234,1.30455,0,0,0,0,8.51604,33.746546,13.953322,0,0,0,0,0,0,0,0,0,0
1199,286.32871,0,0,0,0,0,0,0,0,10.849612,14.49376,0,0,0,0,0,0,23.051898,257.8089,139.83005,1.304612,0,0,0,0,8.5164446,33.74815,13.953985,0,0,0,0,0,0,0,0,0,0
1200,286.34232,0,0,0,0,0,0,0,0,10.850128,14.494449,0,0,0,0,0,0,23.052993,257.82115,139.83669,1.304674,0,0,0,0,8.5168492,33.749753,13.954648,0,0,0,0,0,0,0,0,0,0
1201,286.35592,0,0,0,0,0,0,0,0,10.850643,14.495137,0,0,0,0,0,0,23.054088,257.8334,139.84333,1.304736,0,0,0,0,8.5172538,33.751357,13.955311,0,0,0,0,0,0,0,0,0,0
1202,286.36952,0,0,0,0,0,0,0,0,10.851159,14.495826,0,0,0,0,0,0,23.055183,257.84565,139.84998,1.304798,0,0,0,0,8.5176585,33.75296,13.955974,0,0,0,0,0,0,0,0,0,0
1203,286.38313,0,0,0,0,0,0,0,0,10.851674,14.496515,0,0,0,0,0,0,23.056279,257.85789,139.85662,1.3048599,0,0,0,0,8.5180631,33.754563,13.956637,0,0,0,0,0,0,0,0,0,0
1204,286.39673,0,0,0,0,0,0,0,0,10.85219,14.497203,0,0,0,0,0,0,23.057374,257.87014,139.86326,1.3049219,0,0,0,0,8.5184677,33.756167,13.9573,0,0,0,0,0,0,0,0,0,0
1205,286.41034,0,0,0,0,0,0,0,0,10.852705,14.497892,0,0,0,0,0,0,23.058469,257.88239,139.86991,1.3049839,0,0,0,0,8.5188723,33.75777,13.957963,0,0,0,0,0,0,0,0,0,0
1206,286.42394,0,0,0,0,0,0,0,0,10.853221,14.49858,0,0,0,0,0,0,23.059564,257.89464,139.87655,1.3050459,0,0,0,0,8.5192769,33.759374,13.958626,0,0,0,0,0,0,0,0,0,0
1207,286.43754,0,0,0,0,0,0,0,0,10.853736,14.499269,0,0,0,0,0,0,23.060659,257.90689,139.88319,1.3051079,0,0,0,0,8.5196816,33.760977,13.959289,0,0,0,0,0,0,0,0,0,0
1208,286.45115,0,0,0,0,0,0,0,0,10.854252,14.499958,0,0,0,0,0,0,23.061755,257.91914,139.88984,1.3051699,0,0,0,0,8.5200862,33.76258,13.959952,0,0,0,0,0,0,0,0,0,0
1209,286.46475,0,0,0,0,0,0,0,0,10.854767,14.500646,0,0,0,0,0,0,23.06285,257.93139,139.89648,1.3052318,0,0,0,0,8.5204908,33.764184,13.960615,0,0,0,0,0,0,0,0,0,0
1210,286.47835,0,0,0,0,0,0,0,0,10.855282,14.501335,0,0,0,0,0,0,23.063945,257.94363,139.90312,1.3052938,0,0,0,0,8.5208954,33.765787,13.961278,0,0,0,0,0,0,0,0,0,0
1211,286.49196,0,0,0,0,0,0,0,0,10.855798,14.502023,0,0,0,0,0,0,23.06504,257.95588,139.90977,1.3053558,0,0,0,0,8.5213001,33.767391,13.961941,0,0,0,0,0,0,0,0,0,0
1212,286.50556,0,0,0,0,0,0,0,0,10.856313,14.502712,0,0,0,0,0,0,23.066135,257.96813,139.91641,1.3054178,0,0,0,0,8.5217047,33.768994,13.962604,0,0,0,0,0,0,0,0,0,0
1213,286.51916,0,0,0,0,0,0,0,0,10.856829,14.503401,0,0,0,0,0,0,23.067231,257.98038,139.92306,1.3054798,0,0,0,0,8.5221093,33.770597,13.963267,0,0,0,0,0,0,0,0,0,0
1214,286.53277,0,0,0,0,0,0,0,0,10.857344,14.504089,0,0,0,0,0,0,23.068326,257.99263,139.9297,1.3055417,0,0,0,0,8.5225139,33.772201,13.96393,0,0,0,0,0,0,0,0,0,0
1215,286.54637,0,0,0,0,0,0,0,0,10.85786,14.504778,0,0,0,0,0,0,23.069421,258.00488,139.93634,1.3056037,0,0,0,0,8.5229185,33.773804,13.964593,0,0,0,0,0,0,0,0,0,0
1216,286.55998,0,0,0,0,0,0,0,0,10.858375,14.505466,0,0,0,0,0,0,23.070516,258.01713,139.94299,1.3056657,0,0,0,0,8.5233232,33.775408,13.965256,0,0,0,0,0,0,0,0,0,0
1217,286.57358,0,0,0,0,0,0,0,0,10.858891,14.506155,0,0,0,0,0,0,23.071611,258.02938,139.94963,1.3057277,0,0,0,0,8.5237278,33.777011,13.965918,0,0,0,0,0,0,0,0,0,0
1218,286.58718,0,0,0,0,0,0,0,0,10.859406,14.506844,0,0,0,0,0,0,23.072707,258.04162,139.95627,1.3057897,0,0,0,0,8.5241324,33.778614,13.966581,0,0,0,0,0,0,0,0,0,0
1219,286.60079,0,0,0,0,0,0,0,0,10.859922,14.507532,0,0,0,0,0,0,23.073802,258.05387,139.96292,1.3058517,0,0,0,0,8.524537,33.780218,13.967244,0,0,0,0,0,0,0,0,0,0
1220,286.61439,0,0,0,0,0,0,0,0,10.860437,14.508221,0,0,0,0,0,0,23.074897,258.06612,139.96956,1.3059136,0,0,0,0,8.5249417,33.781821,13.967907,0,0,0,0,0,0,0,0,0,0
