position,SA_spikes,RA_spikes,SA_activated,RA_activated,SA_mean_firing_frequency,RA_mean_firing_frequency,SA_peak_firing_frequency,RA_peak_firing_frequency,SA_first_spike_time,RA_first_spike_time
x42.120090797055234_y9.080599047887238_d4,0,0,0,0,0.0,0,0,0,0,0
x24.313604316465742_y14.703786510882482_d4,0,0,0,0,0,0.0,0,0,0,0
x46.60398192314375_y15.042838875906108_d4,0,0,0,0,0,0.0,0,0,0,0
x6.77742165542532_y18.00664631261895_d4,0,0,0,0,0,0.0,0,0,0,0
x45.221987896805416_y19.485218301227487_d4,0,0,0,0,0,0.0,0,0,0,0
x33.73414088467168_y16.82976321807823_d4,0,0,0,0,0,0.0,0,0,0,0
x32.47671120876484_y23.19940416495895_d4,0,0,0,0,0,0.0,0,0,0,0
x18.99469518930087_y14.011264717744506_d4,0,0,0,0,0,0.0,0,0,0,0
x38.86889294514897_y3.5882142184716415_d4,0,0,0,0,0.0,0,0,0,0,0
x47.109235950902395_y22.20662601360109_d4,0,0,0,0,0,0.0,0,0,0,0
x32.360898629231336_y9.643476650338581_d4,0,0,0,0,0.0,0,0,0,0,0
x17.214458234946946_y13.721231684982618_d4,0,0,0,0,0,0.0,0,0,0,0
x40.378190207993676_y1.2751827207188953_d4,0,0,0,0,0,0.0,0,0,0,0
x28.3846374418422_y24.57497837291331_d4,0,0,0,0,0,0.0,0,0,0,0
x3.04461127885412_y22.14490848563219_d4,0,0,0,0,0,0.0,0,0,0,0
x5.930775918288295_y23.456403424099058_d4,0,0,0,0,0.0,0,0,0,0,0
x22.327336951124128_y2.3674307770321006_d4,0,0,0,0,0,0.0,0,0,0,0
x9.290837411299785_y2.618402667032332_d4,0,0,0,0,0.0,0,0,0,0,0
x35.07203757936315_y15.612436910132676_d4,0,0,0,0,0.0,0,0,0,0,0
x20.084409250199435_y2.144865012995878_d4,0,0,0,0,0.0,0,0,0,0,0
x8.465634527180038_y24.127374330449236_d4,0,0,0,0,0.0,0,0,0,0,0
x16.89204334695188_y7.5813205110443596_d4,0,0,0,0,0,0.0,0,0,0,0
x48.58815380569755_y9.096119377290945_d4,0,0,0,0,0,0.0,0,0,0,0
x23.800157902998347_y24.725803352047862_d4,0,0,0,0,0,0.0,0,0,0,0
x5.945847107300678_y10.438480024921414_d4,0,0,0,0,0,0.0,0,0,0,0
x7.2717801702683325_y4.851452216169555_d4,0,2,0,1,0,0.0010535753606651852,0,1.5455950540958268,0,72.0
x17.954854386514814_y22.192520893182994_d4,0,0,0,0,0,0.0,0,0,0,0
x28.680487348340773_y23.876167025157073_d4,0,0,0,0,0,0.0,0,0,0,0
x39.30942497325304_y18.700569983581747_d4,0,0,0,0,0,0.0,0,0,0,0
x46.104694171154_y15.946007477143429_d4,0,0,0,0,0.0,0,0,0,0,0
x22.04237498372741_y13.811008734413669_d4,0,0,0,0,0.0,0,0,0,0,0
x33.75629569103785_y0.5339670734587076_d4,0,0,0,0,0.0,0,0,0,0,0
x6.290557974200733_y5.125285338563057_d4,0,0,0,0,0,0.0,0,0,0,0
x2.5526532345961805_y8.281722007318157_d4,0,0,0,0,0.0,0,0,0,0,0
x16.91406959487277_y9.161998402842173_d4,0,0,0,0,0,0.0,0,0,0,0
x41.55155569976891_y16.513404428613505_d4,0,0,0,0,0.0,0,0,0,0,0
x46.05297971525544_y6.017399554534728_d4,0,0,0,0,0,0.0,0,0,0,0
x21.767673316257852_y19.886413169407867_d4,0,0,0,0,0,0.0,0,0,0,0
x25.501010053284585_y6.311829965153737_d4,0,0,0,0,0,0.0,0,0,0,0
x38.45777624942956_y17.79676127233305_d4,0,0,0,0,0.0,0,0,0,0,0
x28.52117052951299_y6.841938723233324_d4,0,0,0,0,0.0,0,0,0,0,0
x30.738494307214943_y0.9282400972861954_d4,0,0,0,0,0.0,0,0,0,0,0
x37.993662046855356_y19.81795910275497_d4,0,0,0,0,0,0.0,0,0,0,0
x41.17358595337686_y21.653367658118274_d4,0,0,0,0,0,0.0,0,0,0,0
x27.632293494258487_y6.280002913118077_d4,0,0,0,0,0.0,0,0,0,0,0
x27.899370030481634_y24.561122075017746_d4,0,0,0,0,0.0,0,0,0,0,0
x11.615824985576667_y13.147915998048095_d4,0,0,0,0,0,0.0,0,0,0,0
x13.565305062923311_y6.4514803134601815_d4,0,0,0,0,0,0.0,0,0,0,0
x4.208904113352258_y10.496441217900696_d4,0,0,0,0,0,0.0,0,0,0,0
x8.446305793228282_y9.351565625183142_d4,0,0,0,0,0.0,0,0,0,0,0
x0.7390462964370736_y20.068341363834573_d4,0,0,0,0,0,0.0,0,0,0,0
x40.51510407716161_y14.439752251083718_d4,0,0,0,0,0.0,0,0,0,0,0
x18.564347214124965_y19.164776265153957_d4,0,0,0,0,0,0.0,0,0,0,0
x5.268625455800463_y24.112770387372507_d4,0,0,0,0,0,0.0,0,0,0,0
x44.305900759858076_y21.583252950919896_d4,0,0,0,0,0,0.0,0,0,0,0
x39.66408363785241_y16.49926371308156_d4,0,0,0,0,0,0.0,0,0,0,0
x22.857481220376663_y20.055394440273087_d4,0,0,0,0,0,0.0,0,0,0,0
x37.81436157505579_y2.0947838227521136_d4,0,0,0,0,0,0.0,0,0,0,0
x45.85759836222817_y4.248374645009726_d4,0,0,0,0,0.0,0,0,0,0,0
x43.665971395095184_y11.11197388380675_d4,0,0,0,0,0,0.0,0,0,0,0
x34.89969098774503_y13.54555996970396_d4,0,0,0,0,0,0.0,0,0,0,0
x15.918946833308828_y4.203552950570508_d4,0,0,0,0,0,0.0,0,0,0,0
x14.32267723905562_y22.541260899181342_d4,0,0,0,0,0,0.0,0,0,0,0
x30.8748633833643_y24.63446411417765_d4,0,0,0,0,0,0.0,0,0,0,0
x24.357406345868732_y24.75921305348949_d4,0,0,0,0,0,0.0,0,0,0,0
x16.854053107496576_y10.755886950630511_d4,0,0,0,0,0,0.0,0,0,0,0
x7.208952317085221_y9.905862044289274_d4,0,0,0,0,0.0,0,0,0,0,0
x10.009494410422809_y16.84133173961588_d4,0,0,0,0,0,0.0,0,0,0,0
x38.55459476247438_y13.20799981431625_d4,0,0,0,0,0,0.0,0,0,0,0
x10.565077923929172_y1.1232445266421198_d4,0,0,0,0,0,0.0,0,0,0,0
x6.615283742653144_y4.8309073118639025_d4,0,0,0,0,0,0.0,0,0,0,0
x14.937515542597046_y6.376594632915985_d4,0,0,0,0,0,0.0,0,0,0,0
x3.255924036345598_y17.790362414755432_d4,0,0,0,0,0,0.0,0,0,0,0
x5.334122340135671_y10.219345736745932_d4,0,0,0,0,0.0,0,0,0,0,0
x22.891758999617274_y12.812209401475306_d4,0,0,0,0,0,0.0,0,0,0,0
x44.23824111496899_y17.549439879154928_d4,0,0,0,0,0,0.0,0,0,0,0
x38.581606521089995_y8.496075999811579_d4,0,0,0,0,0.0,0,0,0,0,0
x5.199403877171021_y22.697461437765703_d4,0,0,0,0,0,0.0,0,0,0,0
x39.62494528044583_y20.891150939586893_d4,0,0,0,0,0,0.0,0,0,0,0
x2.223392172313854_y12.807751497542688_d4,0,0,0,0,0.0,0,0,0,0,0
x15.143909185340615_y16.120673961906483_d4,0,0,0,0,0,0.0,0,0,0,0
x45.106560740211606_y11.468072215337566_d4,0,0,0,0,0,0.0,0,0,0,0
x47.46849482429988_y6.62395319671614_d4,0,0,0,0,0.0,0,0,0,0,0
x33.57638483828791_y21.074332410027104_d4,0,0,0,0,0.0,0,0,0,0,0
x22.143651231110624_y22.45219387817459_d4,0,0,0,0,0.0,0,0,0,0,0
x25.738355201759315_y3.510988034276324_d4,0,0,0,0,0,0.0,0,0,0,0
x9.99395402443009_y14.378473589455487_d4,0,0,0,0,0,0.0,0,0,0,0
x23.152502502191368_y7.682664126940147_d4,0,0,0,0,0,0.0,0,0,0,0
x46.29966853538645_y6.314176302471653_d4,0,0,0,0,0,0.0,0,0,0,0
x18.720699193987002_y8.845475814316023_d4,0,0,0,0,0.0,0,0,0,0,0
x37.974504826077556_y3.1426822975743534_d4,0,0,0,0,0,0.0,0,0,0,0
x11.387049667364323_y11.169833009227029_d4,0,0,0,0,0,0.0,0,0,0,0
x19.542718490192755_y24.283994907442246_d4,0,0,0,0,0.0,0,0,0,0,0
x39.903950987799874_y13.774849254637155_d4,0,0,0,0,0,0.0,0,0,0,0
x48.046601953175184_y15.69292306862451_d4,0,0,0,0,0,0.0,0,0,0,0
x30.063858628688816_y19.298271685223998_d4,0,0,0,0,0.0,0,0,0,0,0
x39.493475155456245_y7.931504931249569_d4,0,0,0,0,0,0.0,0,0,0,0
x21.418925655292814_y23.078975529343506_d4,0,0,0,0,0.0,0,0,0,0,0
x13.702028583082694_y23.01368958323258_d4,0,0,0,0,0,0.0,0,0,0,0
x44.04990303930656_y13.898442220215168_d4,0,0,0,0,0,0.0,0,0,0,0
x46.54385182092015_y17.359847216648287_d4,0,0,0,0,0,0.0,0,0,0,0
x35.877975010626294_y18.45378864227641_d4,0,0,0,0,0,0.0,0,0,0,0
x23.479407023985075_y5.398989002860111_d4,0,0,0,0,0,0.0,0,0,0,0
x6.921842068217571_y4.849769940004933_d4,0,2,0,1,0,0.0010552062822761223,0,1.5479876160990713,0,88.0
x40.243922427711944_y24.958871927481738_d4,0,0,0,0,0,0.0,0,0,0,0
x6.374944088499424_y21.016022705011945_d4,0,0,0,0,0.0,0,0,0,0,0
x38.57028617943723_y1.810571430002375_d4,0,0,0,0,0,0.0,0,0,0,0
x31.682162701985977_y3.3607015313145636_d4,0,0,0,0,0.0,0,0,0,0,0
x34.43241584918567_y1.0613622181380622_d4,0,0,0,0,0,0.0,0,0,0,0
x23.74424388263402_y10.897075211367909_d4,0,0,0,0,0.0,0,0,0,0,0
x17.899196843059816_y10.87854966290824_d4,0,0,0,0,0,0.0,0,0,0,0
x18.307340263438178_y9.280324416040212_d4,0,0,0,0,0.0,0,0,0,0,0
x2.0437430047009153_y6.4455423577134106_d4,0,0,0,0,0,0.0,0,0,0,0
x15.769360206652772_y5.887061897446441_d4,0,0,0,0,0,0.0,0,0,0,0
x38.48945103389173_y19.222985905370543_d4,0,0,0,0,0,0.0,0,0,0,0
x29.407883524558585_y0.8566760088057374_d4,0,0,0,0,0,0.0,0,0,0,0
x21.290877364705203_y16.576538387875107_d4,0,0,0,0,0.0,0,0,0,0,0
x4.9379943395277515_y18.715150145739447_d4,0,0,0,0,0,0.0,0,0,0,0
x45.77038244259003_y3.664593403776417_d4,0,0,0,0,0,0.0,0,0,0,0
x8.995318526501583_y12.544191431824537_d4,0,0,0,0,0,0.0,0,0,0,0
x29.281406721785046_y14.779273254144062_d4,0,0,0,0,0.0,0,0,0,0,0
x38.821052642352335_y18.34406655604637_d4,0,0,0,0,0.0,0,0,0,0,0
x19.656120761170854_y14.74279544982308_d4,0,0,0,0,0,0.0,0,0,0,0
x2.6764810103659054_y4.540559866142208_d4,0,0,0,0,0.0,0,0,0,0,0
x11.371569092053102_y21.175433603400677_d4,0,0,0,0,0,0.0,0,0,0,0
x11.290442530107326_y18.784525057131134_d4,0,0,0,0,0,0.0,0,0,0,0
x42.26822593338815_y19.450971173117473_d4,0,0,0,0,0.0,0,0,0,0,0
x2.1381568973899423_y0.009183593786446509_d4,0,0,0,0,0.0,0,0,0,0,0
x27.050450682030203_y10.162336770774843_d4,0,0,0,0,0,0.0,0,0,0,0
x40.090793352984726_y4.63282298948417_d4,0,0,0,0,0.0,0,0,0,0,0
x47.281803359019385_y11.543847955731662_d4,0,0,0,0,0.0,0,0,0,0,0
x39.947658200408995_y1.9498204468956142_d4,0,0,0,0,0,0.0,0,0,0,0
x20.289442031074458_y24.560206411983238_d4,0,0,0,0,0,0.0,0,0,0,0
x26.415756352867533_y16.79224644027134_d4,0,0,0,0,0,0.0,0,0,0,0
x12.10066051792067_y6.257446624923538_d4,0,3,0,1,0,0.3509201982696911,0,26.31578947368421,0,66.0
x28.103305537735956_y11.405562549038828_d4,0,0,0,0,0,0.0,0,0,0,0
x4.756171835658652_y12.12355036603919_d4,0,0,0,0,0,0.0,0,0,0,0
x34.767323406976494_y2.321280326699199_d4,0,0,0,0,0.0,0,0,0,0,0
x47.533005018188554_y15.045064367624692_d4,0,0,0,0,0,0.0,0,0,0,0
x39.37258043068544_y12.284501756419669_d4,0,0,0,0,0,0.0,0,0,0,0
x2.2125985657634795_y10.781446171047454_d4,0,0,0,0,0,0.0,0,0,0,0
x6.481579636294022_y1.032658672477285_d4,0,0,0,0,0.0,0,0,0,0,0
x16.954729423870152_y4.7183052739846465_d4,0,0,0,0,0,0.0,0,0,0,0
x1.9523629981402446_y10.88165398369105_d4,0,0,0,0,0,0.0,0,0,0,0
x44.982585166383444_y2.911581354047904_d4,0,0,0,0,0.0,0,0,0,0,0
x12.380754243422182_y3.087380633846873_d4,0,0,0,0,0.0,0,0,0,0,0
x36.42369827705074_y22.516880970221628_d4,0,0,0,0,0,0.0,0,0,0,0
x35.89263336097652_y6.245073920152241_d4,0,0,0,0,0.0,0,0,0,0,0
x20.797665731488973_y5.781373824492212_d4,0,0,0,0,0.0,0,0,0,0,0
x14.709043993567578_y8.847602754494643_d4,0,0,0,0,0.0,0,0,0,0,0
x5.843357426986357_y10.312037207958152_d4,0,0,0,0,0,0.0,0,0,0,0
x44.23110284224213_y5.161285281157868_d4,0,0,0,0,0,0.0,0,0,0,0
x28.5019520398306_y13.79444433666045_d4,0,0,0,0,0,0.0,0,0,0,0
x44.907740949094574_y23.146176764057863_d4,0,0,0,0,0.0,0,0,0,0,0
x21.32969547994395_y0.6137029130994398_d4,0,0,0,0,0.0,0,0,0,0,0
x8.634834307752465_y12.038833865705142_d4,0,0,0,0,0.0,0,0,0,0,0
x24.678926557308834_y20.643454713927408_d4,0,0,0,0,0,0.0,0,0,0,0
x48.82013000593623_y16.14021693069234_d4,0,0,0,0,0.0,0,0,0,0,0
x38.096325572479955_y22.269108661252332_d4,0,0,0,0,0,0.0,0,0,0,0
x33.10337066987902_y13.789389876969924_d4,0,0,0,0,0.0,0,0,0,0,0
x19.21365876211592_y17.585175766536835_d4,0,0,0,0,0.0,0,0,0,0,0
x32.1287823143191_y9.034281202466083_d4,0,0,0,0,0,0.0,0,0,0,0
x10.375636703368423_y19.711709675611033_d4,0,0,0,0,0.0,0,0,0,0,0
x9.824842276254897_y0.7470284897759388_d4,0,0,0,0,0.0,0,0,0,0,0
x48.694666198693476_y17.51583361601357_d4,0,0,0,0,0,0.0,0,0,0,0
x12.828373714089897_y19.34581932088032_d4,0,0,0,0,0,0.0,0,0,0,0
x23.46921775725765_y18.98625628644107_d4,0,0,0,0,0.0,0,0,0,0,0
x20.024598923266918_y10.592532217641903_d4,0,0,0,0,0,0.0,0,0,0,0
x42.22352462093672_y19.290070167358746_d4,0,0,0,0,0,0.0,0,0,0,0
x3.6300033273802654_y19.166732525696876_d4,0,0,0,0,0.0,0,0,0,0,0
x28.90402943614102_y21.979813983484707_d4,0,0,0,0,0.0,0,0,0,0,0
x42.0008348867639_y16.53944120574585_d4,0,0,0,0,0.0,0,0,0,0,0
x23.243919993846006_y24.06019976455389_d4,0,0,0,0,0,0.0,0,0,0,0
x28.05604637148874_y20.913679515479945_d4,0,0,0,0,0.0,0,0,0,0,0
x14.680840990170507_y24.205109777262717_d4,0,0,0,0,0.0,0,0,0,0,0
x10.920669091598228_y17.087235991793158_d4,0,0,0,0,0,0.0,0,0,0,0
x38.56444780746655_y13.788712677081932_d4,0,0,0,0,0,0.0,0,0,0,0
x47.79808753541256_y23.956983346052645_d4,0,0,0,0,0,0.0,0,0,0,0
x48.33258371344378_y24.36757553616839_d4,0,0,0,0,0,0.0,0,0,0,0
x49.454403767842685_y20.452526250600727_d4,0,0,0,0,0.0,0,0,0,0,0
x12.53107144834794_y21.315233920503_d4,0,0,0,0,0.0,0,0,0,0,0
x8.882586865001402_y2.464447748155191_d4,0,2,0,1,0,0.0010552062822761223,0,1.5479876160990713,0,89.0
x15.684752701115851_y12.810212050620995_d4,0,0,0,0,0.0,0,0,0,0,0
x46.05633498889469_y12.644965819169796_d4,0,0,0,0,0,0.0,0,0,0,0
x21.509042881952706_y22.72731892571408_d4,0,0,0,0,0.0,0,0,0,0,0
x48.51876639186083_y4.381887989077255_d4,0,0,0,0,0.0,0,0,0,0,0
x38.957696226245695_y12.26372636984832_d4,0,0,0,0,0,0.0,0,0,0,0
x34.81454233699077_y22.269480137540377_d4,0,0,0,0,0.0,0,0,0,0,0
x14.238985251547714_y11.115634002560501_d4,0,0,0,0,0,0.0,0,0,0,0
x38.667750880639346_y12.696841660066921_d4,0,0,0,0,0.0,0,0,0,0,0
x6.6574095767884085_y22.94691542482784_d4,0,0,0,0,0.0,0,0,0,0,0
x22.72949336152414_y5.240068221929889_d4,0,0,0,0,0.0,0,0,0,0,0
x43.504989514721096_y15.204289641919486_d4,0,0,0,0,0.0,0,0,0,0,0
x22.711615586732126_y19.785523406241857_d4,0,0,0,0,0,0.0,0,0,0,0
x16.83200650406434_y10.662030153502574_d4,0,0,0,0,0.0,0,0,0,0,0
x46.60283647484496_y19.194439840503332_d4,0,0,0,0,0,0.0,0,0,0,0
x16.34711248870953_y2.620855181331272_d4,0,0,0,0,0.0,0,0,0,0,0
x33.61364123151463_y0.8184472361411455_d4,0,0,0,0,0.0,0,0,0,0,0
x12.7144065138672_y16.648785268860404_d4,0,0,0,0,0,0.0,0,0,0,0
x0.1930013140620801_y22.189990935639088_d4,0,0,0,0,0.0,0,0,0,0,0
x40.98785062092502_y17.87087765069321_d4,0,0,0,0,0,0.0,0,0,0,0
x27.920501327293994_y17.954663152229596_d4,0,0,0,0,0,0.0,0,0,0,0
x13.631772793092189_y1.053775017972769_d4,0,0,0,0,0,0.0,0,0,0,0
x46.14571453162427_y15.425880266028125_d4,0,0,0,0,0,0.0,0,0,0,0
x3.416818871942379_y12.520704750040546_d4,0,0,0,0,0.0,0,0,0,0,0
x46.82585722056312_y6.4203259190046715_d4,0,0,0,0,0,0.0,0,0,0,0
x34.18007501767785_y6.718734676918387_d4,0,0,0,0,0.0,0,0,0,0,0
x27.649216720164837_y17.41695654552442_d4,0,0,0,0,0,0.0,0,0,0,0
x46.387653966185205_y13.428510477081016_d4,0,0,0,0,0.0,0,0,0,0,0
x45.520477583912324_y18.73842052857022_d4,0,0,0,0,0.0,0,0,0,0,0
x5.877297037803175_y9.541343666135804_d4,0,0,0,0,0,0.0,0,0,0,0
x9.439095789190416_y7.788705642330693_d4,0,1,0,1,0,0.0,0,0,0,100.0
x32.21985704752841_y1.50948705063991_d4,0,0,0,0,0,0.0,0,0,0,0
x24.873992487885026_y9.254881130459044_d4,0,0,0,0,0.0,0,0,0,0,0
x6.546739863680084_y5.703322218597762_d4,0,0,0,0,0,0.0,0,0,0,0
x29.09444713172849_y3.159188133265087_d4,0,0,0,0,0,0.0,0,0,0,0
x17.82424436669745_y23.298822476398172_d4,0,0,0,0,0,0.0,0,0,0,0
x4.940291493460141_y13.569566104136953_d4,0,0,0,0,0,0.0,0,0,0,0
x6.258082898067147_y24.105243915401118_d4,0,0,0,0,0,0.0,0,0,0,0
x22.424105708959775_y20.135529181265458_d4,0,0,0,0,0,0.0,0,0,0,0
x34.54353857970393_y18.949045229971276_d4,0,0,0,0,0,0.0,0,0,0,0
x49.018753961482844_y2.5546052862175483_d4,0,0,0,0,0,0.0,0,0,0,0
x17.955325382665006_y15.415461088801852_d4,0,0,0,0,0,0.0,0,0,0,0
x6.480952425838005_y0.11968463102930427_d4,0,0,0,0,0,0.0,0,0,0,0
x47.08710716327583_y18.02608521081224_d4,0,0,0,0,0.0,0,0,0,0,0
x20.918171380434288_y23.12062184181555_d4,0,0,0,0,0,0.0,0,0,0,0
x33.57841628611073_y4.467927669669155_d4,0,0,0,0,0,0.0,0,0,0,0
x20.721943659484708_y19.782038805812345_d4,0,0,0,0,0,0.0,0,0,0,0
x32.19320183612984_y12.544328267498631_d4,0,0,0,0,0,0.0,0,0,0,0
x28.864200727149104_y4.241952889351746_d4,0,0,0,0,0.0,0,0,0,0,0
x18.316358048662757_y23.15353445802685_d4,0,0,0,0,0.0,0,0,0,0,0
x1.2615913643908072_y6.788757250161892_d4,0,0,0,0,0,0.0,0,0,0,0
x21.34097575552704_y6.702731622813476_d4,0,0,0,0,0.0,0,0,0,0,0
x9.033031077031717_y8.462862319253567_d4,0,0,0,0,0,0.0,0,0,0,0
x9.608662305351977_y19.03325690031998_d4,0,0,0,0,0,0.0,0,0,0,0
x34.79871092371715_y8.319421162454166_d4,0,0,0,0,0.0,0,0,0,0,0
x41.06517388490521_y9.491661080166974_d4,0,0,0,0,0,0.0,0,0,0,0
x40.74748038099971_y14.678050118870825_d4,0,0,0,0,0.0,0,0,0,0,0
x0.07972853021472881_y3.6362535174716495_d4,0,0,0,0,0,0.0,0,0,0,0
x25.5625808991282_y13.616495591284519_d4,0,0,0,0,0,0.0,0,0,0,0
x11.269145920402867_y19.83992605355151_d4,0,0,0,0,0,0.0,0,0,0,0
x14.378769142878573_y19.22497306764641_d4,0,0,0,0,0.0,0,0,0,0,0
x15.093277040602732_y12.418610590222457_d4,0,0,0,0,0,0.0,0,0,0,0
x37.89120538454453_y0.0018424858276522293_d4,0,0,0,0,0.0,0,0,0,0,0
x23.39735497993829_y24.20713791902217_d4,0,0,0,0,0.0,0,0,0,0,0
x18.77746775422713_y14.204056104523746_d4,0,0,0,0,0,0.0,0,0,0,0
x40.241148249486116_y17.834260135363998_d4,0,0,0,0,0.0,0,0,0,0,0
x38.51307202027417_y9.814225582782498_d4,0,0,0,0,0.0,0,0,0,0,0
x6.821618451023481_y4.160029904284718_d4,0,0,0,0,0.0,0,0,0,0,0
x38.11484562798695_y2.038530477286424_d4,0,0,0,0,0,0.0,0,0,0,0
x40.98449027872676_y12.211061668256898_d4,0,0,0,0,0.0,0,0,0,0,0
x28.74951636370572_y18.498437019571767_d4,0,0,0,0,0,0.0,0,0,0,0
x8.546740299205224_y21.641915236656885_d4,0,0,0,0,0,0.0,0,0,0,0
x19.770536045932086_y5.764865916468037_d4,0,0,0,0,0.0,0,0,0,0,0
x23.86761579385804_y8.908568368477859_d4,0,0,0,0,0.0,0,0,0,0,0
x42.809229520479484_y13.9224433962584_d4,0,0,0,0,0,0.0,0,0,0,0
x30.524486751001596_y13.640723114337137_d4,0,0,0,0,0,0.0,0,0,0,0
x36.99731210242199_y24.17389869916833_d4,0,0,0,0,0.0,0,0,0,0,0
x17.72772373402954_y16.695086133518124_d4,0,0,0,0,0,0.0,0,0,0,0
x9.175223353566924_y18.86959732991411_d4,0,0,0,0,0,0.0,0,0,0,0
x41.02310804196868_y5.769348532147367_d4,0,0,0,0,0.0,0,0,0,0,0
x19.63794729522364_y0.7317735025261035_d4,0,0,0,0,0.0,0,0,0,0,0
x3.1112284991970274_y24.728032635943762_d4,0,0,0,0,0,0.0,0,0,0,0
x45.98649865612314_y14.13614379279679_d4,0,0,0,0,0,0.0,0,0,0,0
x35.40374667438788_y23.047894981214124_d4,0,0,0,0,0.0,0,0,0,0,0
x7.3648664072426095_y10.046112947798488_d4,0,0,0,0,0,0.0,0,0,0,0
x15.990366769803604_y20.42062853696094_d4,0,0,0,0,0,0.0,0,0,0,0
x24.491068521102765_y6.601818592097536_d4,0,0,0,0,0.0,0,0,0,0,0
x33.70386444955219_y8.069333592008674_d4,0,0,0,0,0.0,0,0,0,0,0
x35.66230065203383_y24.54660542533256_d4,0,0,0,0,0.0,0,0,0,0,0
x48.50484878096022_y3.7178533213971714_d4,0,0,0,0,0,0.0,0,0,0,0
x28.459798611547228_y19.725899313983337_d4,0,0,0,0,0,0.0,0,0,0,0
x12.832375335796387_y18.525597504886864_d4,0,0,0,0,0.0,0,0,0,0,0
x33.370888015122766_y15.768662359802684_d4,0,0,0,0,0.0,0,0,0,0,0
x33.088179730220524_y2.011679599478469_d4,0,0,0,0,0,0.0,0,0,0,0
x26.985166962234295_y21.685840750794_d4,0,0,0,0,0,0.0,0,0,0,0
x36.1811547199429_y7.222669283933881_d4,0,0,0,0,0,0.0,0,0,0,0
x45.78264204929062_y0.480801483788712_d4,0,0,0,0,0,0.0,0,0,0,0
x1.4894771758573622_y9.700152768352934_d4,0,0,0,0,0.0,0,0,0,0,0
x16.14244527557902_y9.579902508743219_d4,0,0,0,0,0,0.0,0,0,0,0
x5.690409901178578_y2.5517932279787963_d4,0,0,0,0,0,0.0,0,0,0,0
x10.269497881092777_y16.373259553756295_d4,0,0,0,0,0,0.0,0,0,0,0
x5.7294084837802846_y13.50557011965477_d4,0,0,0,0,0,0.0,0,0,0,0
x36.71805137320181_y15.264081136096808_d4,0,0,0,0,0,0.0,0,0,0,0
x26.57838611211993_y16.128463339291503_d4,0,0,0,0,0,0.0,0,0,0,0
x47.6107907380056_y13.202048197734657_d4,0,0,0,0,0,0.0,0,0,0,0
x11.71735466305544_y2.7700992779760543_d4,0,0,0,0,0.0,0,0,0,0,0
x39.57268649804647_y15.596668131721339_d4,0,0,0,0,0.0,0,0,0,0,0
x45.8242699373245_y4.6465663168622635_d4,0,0,0,0,0.0,0,0,0,0,0
x44.52523773588643_y23.31108542352837_d4,0,0,0,0,0,0.0,0,0,0,0
x3.5875951237830828_y3.709339331446876_d4,0,0,0,0,0,0.0,0,0,0,0
x17.794903832832524_y24.062404274343493_d4,0,0,0,0,0,0.0,0,0,0,0
x45.80254541374955_y16.71956357480652_d4,0,0,0,0,0.0,0,0,0,0,0
x48.1059883818953_y7.325570911670648_d4,0,0,0,0,0,0.0,0,0,0,0
x48.35027619651833_y9.689179335588591_d4,0,0,0,0,0,0.0,0,0,0,0
x29.389061311508186_y18.330646797304887_d4,0,0,0,0,0,0.0,0,0,0,0
x47.9709796284855_y7.028389759549028_d4,0,0,0,0,0.0,0,0,0,0,0
x35.12086701264826_y19.980898151747134_d4,0,0,0,0,0.0,0,0,0,0,0
x34.81618425402527_y9.158109270768866_d4,0,0,0,0,0,0.0,0,0,0,0
x20.313624845305938_y24.077347255298182_d4,0,0,0,0,0.0,0,0,0,0,0
x16.67536978375913_y14.307925398965637_d4,0,0,0,0,0,0.0,0,0,0,0
x11.385319858669785_y19.588479880556434_d4,0,0,0,0,0,0.0,0,0,0,0
x22.366144362786265_y20.518356552410165_d4,0,0,0,0,0,0.0,0,0,0,0
x22.823632392045777_y8.041346036094932_d4,0,0,0,0,0.0,0,0,0,0,0
x14.715820447686767_y15.952114943057094_d4,0,0,0,0,0,0.0,0,0,0,0
x15.736202915164466_y10.161563551077876_d4,0,0,0,0,0,0.0,0,0,0,0
x0.7838058024956962_y8.617554469194703_d4,0,0,0,0,0,0.0,0,0,0,0
x49.007951872049624_y10.565251845776213_d4,0,0,0,0,0.0,0,0,0,0,0
x10.025080870057156_y8.595350884334477_d4,0,0,0,0,0.0,0,0,0,0,0
x37.879798346164634_y5.950551130770973_d4,0,0,0,0,0,0.0,0,0,0,0
x44.87166633646298_y10.472310662960375_d4,0,0,0,0,0,0.0,0,0,0,0
x47.799372904316165_y23.974983735566674_d4,0,0,0,0,0,0.0,0,0,0,0
x4.548466964778175_y24.524485020009877_d4,0,0,0,0,0.0,0,0,0,0,0
x47.03193064969533_y2.8385090602138314_d4,0,0,0,0,0,0.0,0,0,0,0
x36.107538285005205_y2.8197066207746815_d4,0,0,0,0,0,0.0,0,0,0,0
x23.09263033215289_y13.081643064423082_d4,0,0,0,0,0.0,0,0,0,0,0
x25.079573547038375_y21.985436550604202_d4,0,0,0,0,0.0,0,0,0,0,0
x24.97252532636743_y23.951484698271212_d4,0,0,0,0,0.0,0,0,0,0,0
x49.52695969605939_y14.28743616156139_d4,0,0,0,0,0,0.0,0,0,0,0
x8.274161416980657_y15.635440258779216_d4,0,0,0,0,0,0.0,0,0,0,0
