position,SA_spikes,RA_spikes,SA_activated,RA_activated,SA_mean_firing_frequency,RA_mean_firing_frequency,SA_peak_firing_frequency,RA_peak_firing_frequency,SA_first_spike_time,RA_first_spike_time
x7.986450331701911_y18.79752257701751_d4,0,0,0,0,0.0,0,0,0,0,0
x16.363133915508715_y3.4576686582293013_d4,0,0,0,0,0,0.0,0,0,0,0
x0.04516427606248152_y1.7453575739923732_d4,0,0,0,0,0.0,0,0,0,0,0
x12.576136908430641_y21.9170473055762_d4,0,0,0,0,0.0,0,0,0,0,0
x20.95781991253105_y24.891754840897175_d4,0,0,0,0,0,0.0,0,0,0,0
x46.110306782033184_y18.23463670547732_d4,0,0,0,0,0,0.0,0,0,0,0
x28.755555823499208_y24.902511007530954_d4,0,0,0,0,0.0,0,0,0,0,0
x23.565772646252505_y12.239915758578746_d4,0,0,0,0,0.0,0,0,0,0,0
x17.99048836205236_y22.19662578660971_d4,0,0,0,0,0.0,0,0,0,0,0
x5.776111015854091_y12.638949924778005_d4,0,0,0,0,0.0,0,0,0,0,0
x38.85963642017203_y3.0794912213625985_d4,0,0,0,0,0,0.0,0,0,0,0
x28.322174859649742_y16.10256361623616_d4,0,0,0,0,0.0,0,0,0,0,0
x19.081966019796294_y23.682714545831022_d4,0,0,0,0,0.0,0,0,0,0,0
x40.568970198174334_y20.39043966091654_d4,0,0,0,0,0,0.0,0,0,0,0
x29.806650986884392_y4.546825994963122_d4,0,0,0,0,0.0,0,0,0,0,0
x21.792060656915545_y18.464805531073527_d4,0,0,0,0,0,0.0,0,0,0,0
x17.893364962528942_y0.3229420690993662_d4,0,0,0,0,0,0.0,0,0,0,0
x30.458063217782154_y24.039378607502037_d4,0,0,0,0,0.0,0,0,0,0,0
x10.23906809679262_y1.3415726572897273_d4,0,0,0,0,0,0.0,0,0,0,0
x40.08902153926546_y2.5176020395547893_d4,0,0,0,0,0,0.0,0,0,0,0
x2.225481357431025_y6.195966174769244_d4,0,0,0,0,0.0,0,0,0,0,0
x44.708625764648595_y4.526041788023127_d4,0,0,0,0,0,0.0,0,0,0,0
x44.55311571773827_y1.3669437314231008_d4,0,0,0,0,0.0,0,0,0,0,0
x23.408485376373388_y20.646541007889514_d4,0,0,0,0,0,0.0,0,0,0,0
x1.7553685413572828_y23.346159036832862_d4,0,0,0,0,0,0.0,0,0,0,0
x38.60309940162172_y18.440013620305294_d4,0,0,0,0,0,0.0,0,0,0,0
x16.62147703885728_y23.225283216915578_d4,0,0,0,0,0,0.0,0,0,0,0
x4.8355631096010825_y16.4234740475036_d4,0,0,0,0,0.0,0,0,0,0,0
x37.70451831243587_y17.97692558887574_d4,0,0,0,0,0,0.0,0,0,0,0
x30.12804727676165_y19.657974429516315_d4,0,0,0,0,0.0,0,0,0,0,0
x43.37904256708235_y7.827472043399755_d4,0,0,0,0,0,0.0,0,0,0,0
x37.43278604915698_y10.322415422708037_d4,0,0,0,0,0,0.0,0,0,0,0
x4.883710248865908_y12.120832922666644_d4,0,0,0,0,0.0,0,0,0,0,0
x7.300217431824574_y0.19783133223995053_d4,0,0,0,0,0,0.0,0,0,0,0
x0.8514921056309022_y9.449411849571915_d4,0,0,0,0,0,0.0,0,0,0,0
x8.049393065670957_y11.514918716362516_d4,0,0,0,0,0,0.0,0,0,0,0
x15.661144265761424_y0.6988845057360971_d4,0,0,0,0,0.0,0,0,0,0,0
x4.942297593845218_y10.072711118297326_d4,0,0,0,0,0,0.0,0,0,0,0
x27.952340431797374_y12.780078670990935_d4,0,0,0,0,0,0.0,0,0,0,0
x5.3889407044091895_y5.772898111866656_d4,0,0,0,0,0,0.0,0,0,0,0
x19.001728801184374_y15.040837394578663_d4,0,0,0,0,0,0.0,0,0,0,0
x40.03802542430674_y9.435754630384846_d4,0,0,0,0,0,0.0,0,0,0,0
x17.263492458440044_y0.43871900519933116_d4,0,0,0,0,0.0,0,0,0,0,0
x13.303355072186672_y15.642071931728571_d4,0,0,0,0,0,0.0,0,0,0,0
x47.75630172362819_y6.50616443229402_d4,0,0,0,0,0.0,0,0,0,0,0
x26.608152411117693_y3.1845148199857674_d4,0,0,0,0,0,0.0,0,0,0,0
x43.43540825559911_y3.231754873284473_d4,0,0,0,0,0,0.0,0,0,0,0
x26.580290905432225_y16.234318265734647_d4,0,0,0,0,0,0.0,0,0,0,0
x45.09618163146588_y21.459953351167147_d4,0,0,0,0,0,0.0,0,0,0,0
x13.89713894059792_y7.02669849869246_d4,0,0,0,0,0,0.0,0,0,0,0
x9.930837504222373_y10.743137490446392_d4,0,0,0,0,0,0.0,0,0,0,0
x2.724907777108132_y4.780054925436225_d4,0,0,0,0,0,0.0,0,0,0,0
x20.174259908868304_y18.995555279702213_d4,0,0,0,0,0.0,0,0,0,0,0
x38.19309210764556_y11.62729460359397_d4,0,0,0,0,0,0.0,0,0,0,0
x26.240059987928976_y12.14875942437682_d4,0,0,0,0,0.0,0,0,0,0,0
x19.724570403504682_y10.829846396136627_d4,0,0,0,0,0,0.0,0,0,0,0
x48.6466808640107_y8.460935494468687_d4,0,0,0,0,0,0.0,0,0,0,0
x17.660688352940024_y24.57667172229597_d4,0,0,0,0,0,0.0,0,0,0,0
x24.260583652650258_y2.0479375044125643_d4,0,0,0,0,0,0.0,0,0,0,0
x47.670267325167416_y8.365878279258649_d4,0,0,0,0,0.0,0,0,0,0,0
x42.92387843009271_y6.186429652045749_d4,0,0,0,0,0.0,0,0,0,0,0
x13.210213211208638_y23.873631672867102_d4,0,0,0,0,0,0.0,0,0,0,0
x13.060947635171082_y10.150932563319213_d4,0,0,0,0,0,0.0,0,0,0,0
x10.858353206612097_y17.397288817862076_d4,0,0,0,0,0,0.0,0,0,0,0
x4.0103331165039275_y12.690886742943853_d4,0,0,0,0,0.0,0,0,0,0,0
x37.16701128243323_y10.612636983921247_d4,0,0,0,0,0,0.0,0,0,0,0
x29.30816968636194_y8.480520459666105_d4,0,0,0,0,0,0.0,0,0,0,0
x16.145355316852594_y8.643646127246615_d4,0,0,0,0,0.0,0,0,0,0,0
x12.847059258540428_y17.16174399835969_d4,0,0,0,0,0.0,0,0,0,0,0
x16.507807397039524_y7.3220732528147146_d4,0,0,0,0,0,0.0,0,0,0,0
x7.743470782723954_y19.595917271055306_d4,0,0,0,0,0,0.0,0,0,0,0
x31.638282055315507_y19.81387918326115_d4,0,0,0,0,0,0.0,0,0,0,0
x46.95652525332299_y16.63566077426521_d4,0,0,0,0,0,0.0,0,0,0,0
x5.7573974002586015_y9.6600260206521_d4,0,0,0,0,0.0,0,0,0,0,0
x22.143214738159024_y11.060888337471555_d4,0,0,0,0,0,0.0,0,0,0,0
x43.59841980750731_y11.207053672361136_d4,0,0,0,0,0.0,0,0,0,0,0
x44.07063126408681_y13.302754949265827_d4,0,0,0,0,0.0,0,0,0,0,0
x40.679084082553096_y12.46598381850101_d4,0,0,0,0,0,0.0,0,0,0,0
x17.698341178307743_y16.224966581571177_d4,0,0,0,0,0,0.0,0,0,0,0
x22.375171998910098_y16.51996400753852_d4,0,0,0,0,0,0.0,0,0,0,0
x34.46503455776319_y23.842654549077086_d4,0,0,0,0,0,0.0,0,0,0,0
x31.440522953314648_y2.479016298340042_d4,0,0,0,0,0,0.0,0,0,0,0
x3.5867257357729554_y2.089463417269413_d4,0,0,0,0,0,0.0,0,0,0,0
x33.097436608676574_y1.7194461920960942_d4,0,0,0,0,0.0,0,0,0,0,0
x2.1442240991908115_y9.59154968323959_d4,0,0,0,0,0,0.0,0,0,0,0
x1.4957272337770333_y17.986252775893124_d4,0,0,0,0,0,0.0,0,0,0,0
x12.692752350871583_y16.28760555840774_d4,0,0,0,0,0.0,0,0,0,0,0
x15.893642364959366_y15.354375059096034_d4,0,0,0,0,0.0,0,0,0,0,0
x20.76974787547635_y12.706784376154909_d4,0,0,0,0,0,0.0,0,0,0,0
x8.335233351813665_y16.906843962863192_d4,0,0,0,0,0,0.0,0,0,0,0
x2.6329606645632997_y12.548659330798062_d4,0,0,0,0,0,0.0,0,0,0,0
x47.69602333518638_y9.721265721080186_d4,0,0,0,0,0,0.0,0,0,0,0
x30.45754085237476_y14.078721767838445_d4,0,0,0,0,0,0.0,0,0,0,0
x19.93938048109576_y3.39232120649994_d4,0,0,0,0,0.0,0,0,0,0,0
x28.502343904638384_y18.644093352408206_d4,0,0,0,0,0.0,0,0,0,0,0
x45.80116848167351_y8.08695196230754_d4,0,0,0,0,0,0.0,0,0,0,0
x21.731626219552524_y8.439534383221789_d4,0,0,0,0,0,0.0,0,0,0,0
x4.5868072942440055_y16.72202184015135_d4,0,0,0,0,0.0,0,0,0,0,0
x36.92012205077085_y14.705044426970884_d4,0,0,0,0,0,0.0,0,0,0,0
x29.52107375151317_y13.646340881159954_d4,0,0,0,0,0,0.0,0,0,0,0
x14.56906018268031_y14.015509874800417_d4,0,0,0,0,0,0.0,0,0,0,0
x6.936351237147037_y2.5940086979637234_d4,0,0,0,0,0.0,0,0,0,0,0
x30.621262454836717_y5.815046936427107_d4,0,0,0,0,0,0.0,0,0,0,0
x22.655538314261246_y20.088632372816452_d4,0,0,0,0,0,0.0,0,0,0,0
x43.041489707857785_y6.642713496827957_d4,0,0,0,0,0.0,0,0,0,0,0
x8.885829195812883_y11.623054217441558_d4,0,0,0,0,0,0.0,0,0,0,0
x31.341334341751637_y6.3492974413551835_d4,0,0,0,0,0,0.0,0,0,0,0
x32.99020146953859_y2.362181978559602_d4,0,0,0,0,0.0,0,0,0,0,0
x7.736165946767882_y24.508050850929134_d4,0,0,0,0,0.0,0,0,0,0,0
x26.390261443771802_y3.3129332971522594_d4,0,0,0,0,0,0.0,0,0,0,0
x45.22425131004499_y7.17550553352461_d4,0,0,0,0,0.0,0,0,0,0,0
x32.526898871806196_y16.012945421922986_d4,0,0,0,0,0,0.0,0,0,0,0
x42.93749553218576_y15.268048669063475_d4,0,0,0,0,0.0,0,0,0,0,0
x48.077715525138174_y3.038455815868299_d4,0,0,0,0,0.0,0,0,0,0,0
x31.124243713029976_y7.879766113759342_d4,0,0,0,0,0,0.0,0,0,0,0
x13.232803806055621_y21.661327315569036_d4,0,0,0,0,0.0,0,0,0,0,0
x12.537091369233423_y0.9261146697473355_d4,0,0,0,0,0.0,0,0,0,0,0
x11.106996088060662_y21.993060207491855_d4,0,0,0,0,0.0,0,0,0,0,0
x38.5573048527294_y8.225403968089537_d4,0,0,0,0,0.0,0,0,0,0,0
x23.428967414284323_y5.346517104231721_d4,0,0,0,0,0,0.0,0,0,0,0
x49.46026368346795_y10.654331349176683_d4,0,0,0,0,0,0.0,0,0,0,0
x42.80174984669031_y2.3303118511336014_d4,0,0,0,0,0,0.0,0,0,0,0
x2.272282118596347_y8.082263191061454_d4,0,0,0,0,0,0.0,0,0,0,0
x34.714574361318704_y0.5504494721662562_d4,0,0,0,0,0,0.0,0,0,0,0
x22.665202618837878_y10.858247585666303_d4,0,0,0,0,0.0,0,0,0,0,0
x25.711708957814988_y18.13421137255879_d4,0,0,0,0,0,0.0,0,0,0,0
x13.32523193744607_y24.09372142802616_d4,0,0,0,0,0.0,0,0,0,0,0
x11.462309336402788_y21.382283625191214_d4,0,0,0,0,0,0.0,0,0,0,0
x45.080553475533705_y24.67481227667148_d4,0,0,0,0,0.0,0,0,0,0,0
x6.150837958824712_y20.45681936974403_d4,0,0,0,0,0,0.0,0,0,0,0
x18.35478491811438_y22.056785559888798_d4,0,0,0,0,0,0.0,0,0,0,0
x35.07381622002972_y10.696479499517183_d4,0,0,0,0,0,0.0,0,0,0,0
x13.494441028219256_y7.54421380414845_d4,0,0,0,0,0.0,0,0,0,0,0
x9.893607929242615_y3.046979391228319_d4,0,5,0,1,0,1.5181912027487958,0,45.45454545454545,0,55.0
x42.39709390563924_y12.681378054944417_d4,0,0,0,0,0,0.0,0,0,0,0
x38.273159737081734_y6.2032926271680635_d4,0,0,0,0,0.0,0,0,0,0,0
x35.709314692935365_y19.28452642979596_d4,0,0,0,0,0.0,0,0,0,0,0
x22.79789201939754_y12.58432274502267_d4,0,0,0,0,0,0.0,0,0,0,0
x17.431661498414634_y2.696242031517182_d4,0,0,0,0,0.0,0,0,0,0,0
x4.378588777859066_y24.38780459573758_d4,0,0,0,0,0,0.0,0,0,0,0
x3.4793554259508976_y9.136838133149839_d4,0,0,0,0,0,0.0,0,0,0,0
x34.90005823785816_y7.715498976282134_d4,0,0,0,0,0,0.0,0,0,0,0
x34.8028979679219_y4.970251357326813_d4,0,0,0,0,0.0,0,0,0,0,0
x41.26513087745459_y6.0984447377824855_d4,0,0,0,0,0.0,0,0,0,0,0
x27.62560263168513_y4.8262133510569685_d4,0,0,0,0,0,0.0,0,0,0,0
x40.05210139128834_y0.9257566401254191_d4,0,0,0,0,0.0,0,0,0,0,0
x45.47913387407804_y19.0235471793614_d4,0,0,0,0,0.0,0,0,0,0,0
x6.397644791596519_y3.015012283331828_d4,0,0,0,0,0,0.0,0,0,0,0
x46.52336001797228_y20.046185645291214_d4,0,0,0,0,0,0.0,0,0,0,0
x6.17968767406078_y14.401919146011352_d4,0,0,0,0,0.0,0,0,0,0,0
x18.63683757188033_y23.394989485999105_d4,0,0,0,0,0.0,0,0,0,0,0
x20.04200770772287_y19.758508815541806_d4,0,0,0,0,0,0.0,0,0,0,0
x21.631922984943486_y9.529935924624333_d4,0,0,0,0,0,0.0,0,0,0,0
x23.700129271095616_y10.71205386223086_d4,0,0,0,0,0.0,0,0,0,0,0
x14.694371350955798_y14.525434937888296_d4,0,0,0,0,0,0.0,0,0,0,0
x1.2605084395675037_y21.43470143308873_d4,0,0,0,0,0,0.0,0,0,0,0
x47.58163234918275_y3.1946008963138954_d4,0,0,0,0,0,0.0,0,0,0,0
x5.566010254550802_y9.173736644725034_d4,0,0,0,0,0.0,0,0,0,0,0
x28.232360715492938_y7.950757229013866_d4,0,0,0,0,0.0,0,0,0,0,0
x24.754816358818672_y24.744137671190614_d4,0,0,0,0,0.0,0,0,0,0,0
x28.56902884389976_y9.62346599617889_d4,0,0,0,0,0,0.0,0,0,0,0
x45.406321346587056_y18.67748973759296_d4,0,0,0,0,0.0,0,0,0,0,0
x40.500193041859994_y14.195516366599229_d4,0,0,0,0,0.0,0,0,0,0,0
x28.368930130670183_y24.54192290942443_d4,0,0,0,0,0,0.0,0,0,0,0
x31.290731826607594_y17.24935191850394_d4,0,0,0,0,0,0.0,0,0,0,0
x24.257981565965775_y2.455954616331196_d4,0,0,0,0,0.0,0,0,0,0,0
x13.711213271203327_y7.233548040980573_d4,0,0,0,0,0.0,0,0,0,0,0
x30.409619189851206_y0.9504558135626978_d4,0,0,0,0,0.0,0,0,0,0,0
x1.1705116323980247_y2.0073588754249223_d4,0,0,0,0,0.0,0,0,0,0,0
x45.25003699748346_y3.3698740967736756_d4,0,0,0,0,0,0.0,0,0,0,0
x0.23516281137002104_y14.017620360047376_d4,0,0,0,0,0,0.0,0,0,0,0
x14.035329528706686_y11.786992917931999_d4,0,0,0,0,0,0.0,0,0,0,0
x20.76836500956362_y17.22247768466284_d4,0,0,0,0,0.0,0,0,0,0,0
x5.753870297758118_y19.162519190764616_d4,0,0,0,0,0.0,0,0,0,0,0
x35.77957693625141_y22.529643406297595_d4,0,0,0,0,0,0.0,0,0,0,0
x28.018685190703756_y2.0623375770273347_d4,0,0,0,0,0,0.0,0,0,0,0
x43.11895589518605_y0.24219067486506707_d4,0,0,0,0,0,0.0,0,0,0,0
x40.188146503125765_y21.125321428020484_d4,0,0,0,0,0,0.0,0,0,0,0
x20.698124784793976_y15.740457567664828_d4,0,0,0,0,0,0.0,0,0,0,0
x20.471066540633405_y13.625401661931924_d4,0,0,0,0,0,0.0,0,0,0,0
x2.931452944188606_y5.004267038764215_d4,0,0,0,0,0,0.0,0,0,0,0
x9.203284831102037_y10.067680349194571_d4,0,0,0,0,0.0,0,0,0,0,0
x15.757575172273903_y1.7543391966226118_d4,0,0,0,0,0,0.0,0,0,0,0
x6.437206868746631_y0.457131173467612_d4,0,0,0,0,0.0,0,0,0,0,0
x0.516395984069512_y16.944378455729048_d4,0,0,0,0,0.0,0,0,0,0,0
x19.46186259761137_y17.437943346721088_d4,0,0,0,0,0,0.0,0,0,0,0
x40.48211638994148_y22.623580332420577_d4,0,0,0,0,0,0.0,0,0,0,0
x38.21775692320924_y10.164368379824682_d4,0,0,0,0,0,0.0,0,0,0,0
x30.058029177501698_y4.938497344152679_d4,0,0,0,0,0.0,0,0,0,0,0
x33.86062145569764_y14.446593106546363_d4,0,0,0,0,0.0,0,0,0,0,0
x13.813455400604479_y6.513690959142066_d4,0,0,0,0,0,0.0,0,0,0,0
x33.70831401868636_y6.397388345708252_d4,0,0,0,0,0,0.0,0,0,0,0
x44.71185273448488_y24.27635517076289_d4,0,0,0,0,0,0.0,0,0,0,0
x37.3248907937852_y10.355526252397288_d4,0,0,0,0,0.0,0,0,0,0,0
x12.950945863772212_y9.804497065475385_d4,0,0,0,0,0,0.0,0,0,0,0
x45.52137841890037_y24.738776839991765_d4,0,0,0,0,0,0.0,0,0,0,0
x39.17538828212677_y15.255326458424687_d4,0,0,0,0,0,0.0,0,0,0,0
x0.3906725896806851_y0.8887999520654055_d4,0,0,0,0,0,0.0,0,0,0,0
x27.528945906747204_y11.358218159716142_d4,0,0,0,0,0.0,0,0,0,0,0
x21.225490395018486_y21.540943079853996_d4,0,0,0,0,0,0.0,0,0,0,0
x46.88713564830024_y20.658297657803836_d4,0,0,0,0,0,0.0,0,0,0,0
x3.840922698874566_y1.3839078283590962_d4,0,0,0,0,0,0.0,0,0,0,0
x41.823920920129574_y10.844956943379197_d4,0,0,0,0,0.0,0,0,0,0,0
x26.6781488407466_y1.0377136700029876_d4,0,0,0,0,0.0,0,0,0,0,0
x5.109125367637324_y14.962418526818588_d4,0,0,0,0,0.0,0,0,0,0,0
x39.4507123110554_y17.31654115709759_d4,0,0,0,0,0.0,0,0,0,0,0
x48.501551603659806_y1.0122513020854234_d4,0,0,0,0,0,0.0,0,0,0,0
x17.402817939962496_y10.205210089166178_d4,0,0,0,0,0.0,0,0,0,0,0
x30.54363617707181_y24.22362050081558_d4,0,0,0,0,0.0,0,0,0,0,0
x17.326708782905932_y4.520984997895478_d4,0,0,0,0,0.0,0,0,0,0,0
x37.493142004903795_y6.695983417305717_d4,0,0,0,0,0,0.0,0,0,0,0
x5.977182770253043_y11.021931706702915_d4,0,0,0,0,0.0,0,0,0,0,0
x3.0650341249392365_y14.315824916868747_d4,0,0,0,0,0,0.0,0,0,0,0
x48.93152316456451_y10.492120582289784_d4,0,0,0,0,0,0.0,0,0,0,0
x7.488820464294394_y4.100109727763968_d4,0,0,0,0,0.0,0,0,0,0,0
x5.37122593496131_y10.053015716904595_d4,0,0,0,0,0,0.0,0,0,0,0
x33.53549791940847_y22.26718479784696_d4,0,0,0,0,0,0.0,0,0,0,0
x6.998353481543757_y9.722221977958478_d4,0,0,0,0,0,0.0,0,0,0,0
x9.728726212860344_y22.05089806314567_d4,0,0,0,0,0,0.0,0,0,0,0
x39.633769110652835_y0.8715839793639074_d4,0,0,0,0,0.0,0,0,0,0,0
x28.304422403157247_y14.395960231140242_d4,0,0,0,0,0.0,0,0,0,0,0
x45.02394357457022_y14.345407891577535_d4,0,0,0,0,0.0,0,0,0,0,0
x35.28902114922176_y15.535692183786606_d4,0,0,0,0,0,0.0,0,0,0,0
x7.065702489796022_y4.030455332312951_d4,0,0,0,0,0.0,0,0,0,0,0
x19.555250778030935_y8.617632247188403_d4,0,0,0,0,0.0,0,0,0,0,0
x16.52957260447331_y10.394589262843597_d4,0,0,0,0,0.0,0,0,0,0,0
x20.002194334252426_y13.964575714680795_d4,0,0,0,0,0,0.0,0,0,0,0
x8.653613018173417_y11.56065975747864_d4,0,0,0,0,0.0,0,0,0,0,0
x11.627861203146061_y6.845978486546006_d4,2,0,1,0,0.002989751133115679,0,4.385964912280701,0,196.0,0
x11.979001962195458_y18.357405064611243_d4,0,0,0,0,0,0.0,0,0,0,0
x4.566689908438759_y14.156546357000824_d4,0,0,0,0,0.0,0,0,0,0,0
x17.90784238003049_y11.885064326328209_d4,0,0,0,0,0,0.0,0,0,0,0
x42.23991171795542_y5.575037855232309_d4,0,0,0,0,0.0,0,0,0,0,0
x46.432124403480685_y17.996300694279803_d4,0,0,0,0,0,0.0,0,0,0,0
x21.347117941118416_y18.61183900299225_d4,0,0,0,0,0.0,0,0,0,0,0
x15.22857753909817_y0.34221027460229203_d4,0,0,0,0,0.0,0,0,0,0,0
x30.687203846756482_y7.940542003995682_d4,0,0,0,0,0,0.0,0,0,0,0
x33.05743827907065_y3.177153512247424_d4,0,0,0,0,0.0,0,0,0,0,0
x38.136681440627314_y1.680725999780344_d4,0,0,0,0,0.0,0,0,0,0,0
x28.233242609575772_y3.2755247358071946_d4,0,0,0,0,0.0,0,0,0,0,0
x20.117037891472588_y15.958442685634793_d4,0,0,0,0,0,0.0,0,0,0,0
x18.742026835676278_y18.225387758412303_d4,0,0,0,0,0.0,0,0,0,0,0
x36.58371936406726_y24.21475784435297_d4,0,0,0,0,0,0.0,0,0,0,0
x1.5646263954886885_y4.1277031842980065_d4,0,0,0,0,0,0.0,0,0,0,0
x26.084708725491048_y6.556460827548668_d4,0,0,0,0,0,0.0,0,0,0,0
x23.830196152163_y23.432338464146188_d4,0,0,0,0,0,0.0,0,0,0,0
x48.37470248507959_y20.714267139317027_d4,0,0,0,0,0,0.0,0,0,0,0
x34.46826553065009_y6.40812981989938_d4,0,0,0,0,0,0.0,0,0,0,0
x25.118986134796867_y21.536771276546045_d4,0,0,0,0,0.0,0,0,0,0,0
x15.814598191730244_y18.26697666596475_d4,0,0,0,0,0.0,0,0,0,0,0
x9.259100065107267_y23.894551339400444_d4,0,0,0,0,0.0,0,0,0,0,0
x12.666691314642387_y3.93553636407685_d4,0,0,0,0,0.0,0,0,0,0,0
x37.27110249693117_y2.7179637853795153_d4,0,0,0,0,0,0.0,0,0,0,0
x38.72832121008077_y12.127421135782274_d4,0,0,0,0,0,0.0,0,0,0,0
x22.120790769449904_y12.352313199704563_d4,0,0,0,0,0,0.0,0,0,0,0
x36.89406419586507_y0.04344566961680951_d4,0,0,0,0,0.0,0,0,0,0,0
x8.425626554041148_y7.740939107349084_d4,0,0,0,0,0,0.0,0,0,0,0
x19.71039453228165_y22.493371554084522_d4,0,0,0,0,0,0.0,0,0,0,0
x46.01167686388698_y14.176796372367273_d4,0,0,0,0,0,0.0,0,0,0,0
x40.70793500187435_y22.54602924500187_d4,0,0,0,0,0.0,0,0,0,0,0
x1.3360559659098104_y23.845146475559794_d4,0,0,0,0,0.0,0,0,0,0,0
x2.2132427695246593_y21.30572787657555_d4,0,0,0,0,0.0,0,0,0,0,0
x14.015461752528168_y2.4479699697685375_d4,0,0,0,0,0,0.0,0,0,0,0
x29.76332627931265_y11.008248889600228_d4,0,0,0,0,0.0,0,0,0,0,0
x8.017657269024408_y24.102523494311562_d4,0,0,0,0,0,0.0,0,0,0,0
x28.091247187470476_y6.304581680494109_d4,0,0,0,0,0,0.0,0,0,0,0
x10.532581211323787_y8.491208670871469_d4,0,0,0,0,0.0,0,0,0,0,0
x31.783863194042095_y10.861041380463254_d4,0,0,0,0,0,0.0,0,0,0,0
x13.662614793577404_y1.7506611889807262_d4,0,0,0,0,0,0.0,0,0,0,0
x11.049051719311587_y8.383793215338207_d4,0,0,0,0,0.0,0,0,0,0,0
x38.60624964005255_y20.565756154551494_d4,0,0,0,0,0.0,0,0,0,0,0
x44.058384703408606_y22.41278155158303_d4,0,0,0,0,0.0,0,0,0,0,0
x19.479238933886013_y7.334522331670379_d4,0,0,0,0,0.0,0,0,0,0,0
x8.218850551825534_y0.022822988521739584_d4,0,0,0,0,0.0,0,0,0,0,0
x14.49763213696294_y0.15151333612114792_d4,0,0,0,0,0,0.0,0,0,0,0
x17.573435387374253_y12.795164001650924_d4,0,0,0,0,0.0,0,0,0,0,0
x45.81215222606445_y14.678912846162584_d4,0,0,0,0,0.0,0,0,0,0,0
x15.273649006219337_y21.81504816884016_d4,0,0,0,0,0.0,0,0,0,0,0
x15.527085959885694_y17.732487195816912_d4,0,0,0,0,0,0.0,0,0,0,0
x38.272948516620474_y23.84789268464022_d4,0,0,0,0,0.0,0,0,0,0,0
x3.7902131559694574_y22.382420918853544_d4,0,0,0,0,0.0,0,0,0,0,0
x6.7206265563167005_y16.39235751024962_d4,0,0,0,0,0.0,0,0,0,0,0
x27.721436369620573_y17.929631007452652_d4,0,0,0,0,0.0,0,0,0,0,0
x36.281226877937236_y3.1773836930648116_d4,0,0,0,0,0,0.0,0,0,0,0
x27.09679448074897_y16.831527519362382_d4,0,0,0,0,0.0,0,0,0,0,0
x18.24286565458954_y10.981874343321305_d4,0,0,0,0,0,0.0,0,0,0,0
x4.815090105538772_y15.665335890097165_d4,0,0,0,0,0.0,0,0,0,0,0
x12.837120407452861_y13.468796461091415_d4,0,0,0,0,0,0.0,0,0,0,0
x26.70873750091763_y12.998494830661029_d4,0,0,0,0,0,0.0,0,0,0,0
x38.52982912062668_y6.982746715815069_d4,0,0,0,0,0,0.0,0,0,0,0
x20.939424239274512_y0.5121648817483615_d4,0,0,0,0,0.0,0,0,0,0,0
x9.299153761381096_y4.74569234000721_d4,0,26,0,1,0,14.947414103068079,0,166.66666666666666,0,23.0
x1.349514571584659_y7.786623984772064_d4,0,0,0,0,0,0.0,0,0,0,0
x19.23149080027697_y7.2131250715723185_d4,0,0,0,0,0,0.0,0,0,0,0
x6.28322226568962_y13.601778342222323_d4,0,0,0,0,0,0.0,0,0,0,0
x35.00557122328829_y16.63276923013223_d4,0,0,0,0,0.0,0,0,0,0,0
x18.576720422823946_y8.663921305092416_d4,0,0,0,0,0,0.0,0,0,0,0
x22.514523310923813_y10.62674201534645_d4,0,0,0,0,0.0,0,0,0,0,0
x34.289113643029246_y8.959859930543356_d4,0,0,0,0,0,0.0,0,0,0,0
x33.40773011850076_y7.194940231824018_d4,0,0,0,0,0.0,0,0,0,0,0
x23.470350312811618_y1.991334829643951_d4,0,0,0,0,0.0,0,0,0,0,0
x16.0719294582522_y0.06927391564204854_d4,0,0,0,0,0,0.0,0,0,0,0
x41.48830223872803_y8.502670735211504_d4,0,0,0,0,0,0.0,0,0,0,0
x1.255476908857156_y20.86246079933794_d4,0,0,0,0,0.0,0,0,0,0,0
x18.62861357219327_y24.063502394019313_d4,0,0,0,0,0.0,0,0,0,0,0
x25.173941905895568_y10.180746108942609_d4,0,0,0,0,0.0,0,0,0,0,0
x38.11480233759755_y23.880075377447447_d4,0,0,0,0,0,0.0,0,0,0,0
x8.480510459710604_y0.7474316766021144_d4,0,0,0,0,0,0.0,0,0,0,0
x44.84454684605901_y1.5367874444547347_d4,0,0,0,0,0.0,0,0,0,0,0
x0.6890952312291254_y24.39337583127214_d4,0,0,0,0,0.0,0,0,0,0,0
x10.994458117232874_y15.318169247000624_d4,0,0,0,0,0.0,0,0,0,0,0
x11.595702170708472_y9.442270510160371_d4,0,0,0,0,0.0,0,0,0,0,0
x48.8100691066687_y9.146586891761627_d4,0,0,0,0,0,0.0,0,0,0,0
x41.325931624705525_y16.1609723099312_d4,0,0,0,0,0.0,0,0,0,0,0
x18.404195111014555_y13.53665639022383_d4,0,0,0,0,0,0.0,0,0,0,0
x44.356724981737436_y13.220886708465665_d4,0,0,0,0,0,0.0,0,0,0,0
x45.47789508939128_y5.914105277830625_d4,0,0,0,0,0.0,0,0,0,0,0
x49.6088753348941_y14.728090512292805_d4,0,0,0,0,0,0.0,0,0,0,0
x10.34619068896011_y18.65578567318973_d4,0,0,0,0,0.0,0,0,0,0,0
x41.798228471449015_y10.722452313912953_d4,0,0,0,0,0,0.0,0,0,0,0
