Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa)
3071,266.74697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.588254,12.305946,3.2945112,0,0,0,0,0,0,0,15.91853,66.940809,266.74697,50.234249,4.5922076,0,0,0,0,0,0,34.53579,84.241847,214.67961,55.493905,2.5231905,0,0,0,0,0,0,0,0,41.85501,39.590897,9.9362566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072,266.75052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5883683,12.30611,3.294555,0,0,0,0,0,0,0,15.918742,66.9417,266.75052,50.234917,4.5922687,0,0,0,0,0,0,34.53625,84.242968,214.68247,55.494644,2.5232241,0,0,0,0,0,0,0,0,41.855567,39.591424,9.9363888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073,266.75407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5884826,12.306274,3.2945988,0,0,0,0,0,0,0,15.918953,66.942591,266.75407,50.235585,4.5923298,0,0,0,0,0,0,34.536709,84.244089,214.68532,55.495382,2.5232576,0,0,0,0,0,0,0,0,41.856124,39.59195,9.936521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,266.75762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5885969,12.306437,3.2946427,0,0,0,0,0,0,0,15.919165,66.943481,266.75762,50.236254,4.5923909,0,0,0,0,0,0,34.537169,84.24521,214.68818,55.496121,2.5232912,0,0,0,0,0,0,0,0,41.856681,39.592477,9.9366533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,266.76117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5887111,12.306601,3.2946865,0,0,0,0,0,0,0,15.919377,66.944372,266.76117,50.236922,4.592452,0,0,0,0,0,0,34.537629,84.246331,214.69104,55.496859,2.5233248,0,0,0,0,0,0,0,0,41.857238,39.593004,9.9367855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,266.76472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5888254,12.306765,3.2947303,0,0,0,0,0,0,0,15.919589,66.945263,266.76472,50.237591,4.5925131,0,0,0,0,0,0,34.538088,84.247452,214.69389,55.497598,2.5233584,0,0,0,0,0,0,0,0,41.857795,39.593531,9.9369177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,266.76827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5889397,12.306929,3.2947742,0,0,0,0,0,0,0,15.919801,66.946154,266.76827,50.238259,4.5925742,0,0,0,0,0,0,34.538548,84.248573,214.69675,55.498336,2.5233919,0,0,0,0,0,0,0,0,41.858352,39.594058,9.9370499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,266.77182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.589054,12.307092,3.294818,0,0,0,0,0,0,0,15.920013,66.947044,266.77182,50.238928,4.5926353,0,0,0,0,0,0,34.539007,84.249694,214.69961,55.499074,2.5234255,0,0,0,0,0,0,0,0,41.858909,39.594585,9.9371821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3079,266.7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5890631,12.307105,3.2948215,0,0,0,0,0,0,0,15.920029,66.947115,266.7721,50.238981,4.5926402,0,0,0,0,0,0,34.539044,84.249783,214.69983,55.499133,2.5234282,0,0,0,0,0,0,0,0,41.858953,39.594626,9.9371927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,266.77238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5890722,12.307118,3.294825,0,0,0,0,0,0,0,15.920046,66.947186,266.77238,50.239034,4.592645,0,0,0,0,0,0,34.53908,84.249872,214.70006,55.499192,2.5234308,0,0,0,0,0,0,0,0,41.858997,39.594668,9.9372032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081,266.77266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5890813,12.307131,3.2948285,0,0,0,0,0,0,0,15.920063,66.947257,266.77266,50.239087,4.5926499,0,0,0,0,0,0,34.539117,84.249962,214.70029,55.499251,2.5234335,0,0,0,0,0,0,0,0,41.859042,39.59471,9.9372137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,266.77295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5890904,12.307144,3.294832,0,0,0,0,0,0,0,15.92008,66.947328,266.77295,50.23914,4.5926548,0,0,0,0,0,0,34.539154,84.250051,214.70051,55.49931,2.5234362,0,0,0,0,0,0,0,0,41.859086,39.594752,9.9372242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,266.77323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5890995,12.307157,3.2948355,0,0,0,0,0,0,0,15.920097,66.947399,266.77323,50.239194,4.5926596,0,0,0,0,0,0,34.53919,84.25014,214.70074,55.499368,2.5234389,0,0,0,0,0,0,0,0,41.85913,39.594794,9.9372348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3084,266.77351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891086,12.30717,3.294839,0,0,0,0,0,0,0,15.920114,66.94747,266.77351,50.239247,4.5926645,0,0,0,0,0,0,34.539227,84.250229,214.70097,55.499427,2.5234415,0,0,0,0,0,0,0,0,41.859175,39.594836,9.9372453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3085,266.77379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891177,12.307184,3.2948424,0,0,0,0,0,0,0,15.920131,66.947541,266.77379,50.2393,4.5926694,0,0,0,0,0,0,34.539263,84.250318,214.7012,55.499486,2.5234442,0,0,0,0,0,0,0,0,41.859219,39.594878,9.9372558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,266.77408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891268,12.307197,3.2948459,0,0,0,0,0,0,0,15.920147,66.947611,266.77408,50.239353,4.5926742,0,0,0,0,0,0,34.5393,84.250408,214.70142,55.499545,2.5234469,0,0,0,0,0,0,0,0,41.859263,39.59492,9.9372663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,266.77436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891359,12.30721,3.2948494,0,0,0,0,0,0,0,15.920164,66.947682,266.77436,50.239406,4.5926791,0,0,0,0,0,0,34.539336,84.250497,214.70165,55.499603,2.5234496,0,0,0,0,0,0,0,0,41.859307,39.594962,9.9372768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,266.77464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891449,12.307223,3.2948529,0,0,0,0,0,0,0,15.920181,66.947753,266.77464,50.23946,4.592684,0,0,0,0,0,0,34.539373,84.250586,214.70188,55.499662,2.5234522,0,0,0,0,0,0,0,0,41.859352,39.595004,9.9372874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3089,266.77492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.589154,12.307236,3.2948564,0,0,0,0,0,0,0,15.920198,66.947824,266.77492,50.239513,4.5926888,0,0,0,0,0,0,34.53941,84.250675,214.70211,55.499721,2.5234549,0,0,0,0,0,0,0,0,41.859396,39.595046,9.9372979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,266.77521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891631,12.307249,3.2948599,0,0,0,0,0,0,0,15.920215,66.947895,266.77521,50.239566,4.5926937,0,0,0,0,0,0,34.539446,84.250764,214.70233,55.49978,2.5234576,0,0,0,0,0,0,0,0,41.85944,39.595088,9.9373084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091,266.77549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891722,12.307262,3.2948634,0,0,0,0,0,0,0,15.920232,66.947966,266.77549,50.239619,4.5926985,0,0,0,0,0,0,34.539483,84.250854,214.70256,55.499838,2.5234602,0,0,0,0,0,0,0,0,41.859485,39.59513,9.9373189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,266.77577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891813,12.307275,3.2948669,0,0,0,0,0,0,0,15.920249,66.948037,266.77577,50.239672,4.5927034,0,0,0,0,0,0,34.539519,84.250943,214.70279,55.499897,2.5234629,0,0,0,0,0,0,0,0,41.859529,39.595172,9.9373295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,266.77605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891904,12.307288,3.2948704,0,0,0,0,0,0,0,15.920265,66.948108,266.77605,50.239726,4.5927083,0,0,0,0,0,0,34.539556,84.251032,214.70302,55.499956,2.5234656,0,0,0,0,0,0,0,0,41.859573,39.595213,9.93734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,266.77634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5891995,12.307301,3.2948738,0,0,0,0,0,0,0,15.920282,66.948179,266.77634,50.239779,4.5927131,0,0,0,0,0,0,34.539592,84.251121,214.70324,55.500015,2.5234683,0,0,0,0,0,0,0,0,41.859618,39.595255,9.9373505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,266.77662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892086,12.307314,3.2948773,0,0,0,0,0,0,0,15.920299,66.94825,266.77662,50.239832,4.592718,0,0,0,0,0,0,34.539629,84.251211,214.70347,55.500074,2.5234709,0,0,0,0,0,0,0,0,41.859662,39.595297,9.937361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,266.7769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892177,12.307327,3.2948808,0,0,0,0,0,0,0,15.920316,66.94832,266.7769,50.239885,4.5927229,0,0,0,0,0,0,34.539666,84.2513,214.7037,55.500132,2.5234736,0,0,0,0,0,0,0,0,41.859706,39.595339,9.9373715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,266.77718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892268,12.30734,3.2948843,0,0,0,0,0,0,0,15.920333,66.948391,266.77718,50.239938,4.5927277,0,0,0,0,0,0,34.539702,84.251389,214.70393,55.500191,2.5234763,0,0,0,0,0,0,0,0,41.859751,39.595381,9.9373821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,266.77747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892359,12.307353,3.2948878,0,0,0,0,0,0,0,15.92035,66.948462,266.77747,50.239992,4.5927326,0,0,0,0,0,0,34.539739,84.251478,214.70415,55.50025,2.5234789,0,0,0,0,0,0,0,0,41.859795,39.595423,9.9373926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,266.77775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.589245,12.307366,3.2948913,0,0,0,0,0,0,0,15.920367,66.948533,266.77775,50.240045,4.5927375,0,0,0,0,0,0,34.539775,84.251567,214.70438,55.500309,2.5234816,0,0,0,0,0,0,0,0,41.859839,39.595465,9.9374031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,266.77803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892541,12.307379,3.2948948,0,0,0,0,0,0,0,15.920383,66.948604,266.77803,50.240098,4.5927423,0,0,0,0,0,0,34.539812,84.251657,214.70461,55.500367,2.5234843,0,0,0,0,0,0,0,0,41.859884,39.595507,9.9374136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,266.77831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892632,12.307392,3.2948983,0,0,0,0,0,0,0,15.9204,66.948675,266.77831,50.240151,4.5927472,0,0,0,0,0,0,34.539848,84.251746,214.70483,55.500426,2.523487,0,0,0,0,0,0,0,0,41.859928,39.595549,9.9374242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,266.7786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892723,12.307405,3.2949018,0,0,0,0,0,0,0,15.920417,66.948746,266.7786,50.240204,4.592752,0,0,0,0,0,0,34.539885,84.251835,214.70506,55.500485,2.5234896,0,0,0,0,0,0,0,0,41.859972,39.595591,9.9374347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,266.77888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892814,12.307418,3.2949052,0,0,0,0,0,0,0,15.920434,66.948817,266.77888,50.240258,4.5927569,0,0,0,0,0,0,34.539922,84.251924,214.70529,55.500544,2.5234923,0,0,0,0,0,0,0,0,41.860017,39.595633,9.9374452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,266.77916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892905,12.307431,3.2949087,0,0,0,0,0,0,0,15.920451,66.948888,266.77916,50.240311,4.5927618,0,0,0,0,0,0,34.539958,84.252013,214.70552,55.500603,2.523495,0,0,0,0,0,0,0,0,41.860061,39.595675,9.9374557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,266.77944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5892996,12.307444,3.2949122,0,0,0,0,0,0,0,15.920468,66.948958,266.77944,50.240364,4.5927666,0,0,0,0,0,0,34.539995,84.252103,214.70574,55.500661,2.5234977,0,0,0,0,0,0,0,0,41.860105,39.595717,9.9374663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,266.77973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893087,12.307457,3.2949157,0,0,0,0,0,0,0,15.920485,66.949029,266.77973,50.240417,4.5927715,0,0,0,0,0,0,34.540031,84.252192,214.70597,55.50072,2.5235003,0,0,0,0,0,0,0,0,41.86015,39.595759,9.9374768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,266.78001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893178,12.30747,3.2949192,0,0,0,0,0,0,0,15.920501,66.9491,266.78001,50.24047,4.5927764,0,0,0,0,0,0,34.540068,84.252281,214.7062,55.500779,2.523503,0,0,0,0,0,0,0,0,41.860194,39.5958,9.9374873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,266.78029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893269,12.307483,3.2949227,0,0,0,0,0,0,0,15.920518,66.949171,266.78029,50.240524,4.5927812,0,0,0,0,0,0,34.540104,84.25237,214.70643,55.500838,2.5235057,0,0,0,0,0,0,0,0,41.860238,39.595842,9.9374978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,266.78057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893359,12.307496,3.2949262,0,0,0,0,0,0,0,15.920535,66.949242,266.78057,50.240577,4.5927861,0,0,0,0,0,0,34.540141,84.25246,214.70665,55.500896,2.5235083,0,0,0,0,0,0,0,0,41.860283,39.595884,9.9375083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110,266.78086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.589345,12.307509,3.2949297,0,0,0,0,0,0,0,15.920552,66.949313,266.78086,50.24063,4.5927909,0,0,0,0,0,0,34.540178,84.252549,214.70688,55.500955,2.523511,0,0,0,0,0,0,0,0,41.860327,39.595926,9.9375189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,266.78114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893541,12.307522,3.2949332,0,0,0,0,0,0,0,15.920569,66.949384,266.78114,50.240683,4.5927958,0,0,0,0,0,0,34.540214,84.252638,214.70711,55.501014,2.5235137,0,0,0,0,0,0,0,0,41.860371,39.595968,9.9375294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,266.78142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893632,12.307535,3.2949366,0,0,0,0,0,0,0,15.920586,66.949455,266.78142,50.240736,4.5928007,0,0,0,0,0,0,34.540251,84.252727,214.70734,55.501073,2.5235164,0,0,0,0,0,0,0,0,41.860416,39.59601,9.9375399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113,266.7817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893723,12.307548,3.2949401,0,0,0,0,0,0,0,15.920603,66.949526,266.7817,50.24079,4.5928055,0,0,0,0,0,0,34.540287,84.252816,214.70756,55.501131,2.523519,0,0,0,0,0,0,0,0,41.86046,39.596052,9.9375504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,266.78199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893814,12.307561,3.2949436,0,0,0,0,0,0,0,15.920619,66.949596,266.78199,50.240843,4.5928104,0,0,0,0,0,0,34.540324,84.252906,214.70779,55.50119,2.5235217,0,0,0,0,0,0,0,0,41.860504,39.596094,9.937561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,266.78227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893905,12.307575,3.2949471,0,0,0,0,0,0,0,15.920636,66.949667,266.78227,50.240896,4.5928153,0,0,0,0,0,0,34.54036,84.252995,214.70802,55.501249,2.5235244,0,0,0,0,0,0,0,0,41.860549,39.596136,9.9375715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,266.78255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5893996,12.307588,3.2949506,0,0,0,0,0,0,0,15.920653,66.949738,266.78255,50.240949,4.5928201,0,0,0,0,0,0,34.540397,84.253084,214.70824,55.501308,2.523527,0,0,0,0,0,0,0,0,41.860593,39.596178,9.937582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,266.78283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5894087,12.307601,3.2949541,0,0,0,0,0,0,0,15.92067,66.949809,266.78283,50.241002,4.592825,0,0,0,0,0,0,34.540434,84.253173,214.70847,55.501367,2.5235297,0,0,0,0,0,0,0,0,41.860637,39.59622,9.9375925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,266.78312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5894178,12.307614,3.2949576,0,0,0,0,0,0,0,15.920687,66.94988,266.78312,50.241056,4.5928299,0,0,0,0,0,0,34.54047,84.253262,214.7087,55.501425,2.5235324,0,0,0,0,0,0,0,0,41.860682,39.596262,9.9376031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,266.7834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5894269,12.307627,3.2949611,0,0,0,0,0,0,0,15.920704,66.949951,266.7834,50.241109,4.5928347,0,0,0,0,0,0,34.540507,84.253352,214.70893,55.501484,2.5235351,0,0,0,0,0,0,0,0,41.860726,39.596304,9.9376136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,266.78368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.589436,12.30764,3.2949646,0,0,0,0,0,0,0,15.920721,66.950022,266.78368,50.241162,4.5928396,0,0,0,0,0,0,34.540543,84.253441,214.70915,55.501543,2.5235377,0,0,0,0,0,0,0,0,41.86077,39.596346,9.9376241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,266.78396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5894451,12.307653,3.2949681,0,0,0,0,0,0,0,15.920738,66.950093,266.78396,50.241215,4.5928444,0,0,0,0,0,0,34.54058,84.25353,214.70938,55.501602,2.5235404,0,0,0,0,0,0,0,0,41.860815,39.596387,9.9376346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,266.78425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5894542,12.307666,3.2949715,0,0,0,0,0,0,0,15.920754,66.950164,266.78425,50.241268,4.5928493,0,0,0,0,0,0,34.540617,84.253619,214.70961,55.50166,2.5235431,0,0,0,0,0,0,0,0,41.860859,39.596429,9.9376451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
