Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa)
248,52.689227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6963959,2.4307334,0.6507487,0,0,0,0,0,0,0,3.1443095,13.222491,52.689227,9.9225258,0.90707634,0,0,0,0,0,0,6.821686,16.639881,42.404615,10.96144,0.4983935,0,0,0,0,0,0,0,0,8.2674158,7.8201965,1.9626603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,53.054552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.708158,2.4475871,0.65526072,0,0,0,0,0,0,0,3.1661108,13.31417,53.054552,9.9913245,0.91336563,0,0,0,0,0,0,6.8689848,16.755255,42.698631,11.037442,0.50184915,0,0,0,0,0,0,0,0,8.3247386,7.8744185,1.9762685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,53.419877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7199201,2.4644408,0.65977274,0,0,0,0,0,0,0,3.1879121,13.40585,53.419877,10.060123,0.91965492,0,0,0,0,0,0,6.9162835,16.870629,42.992647,11.113444,0.5053048,0,0,0,0,0,0,0,0,8.3820614,7.9286405,1.9898768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,53.983158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7380556,2.4904269,0.66672966,0,0,0,0,0,0,0,3.2215268,13.547206,53.983158,10.166201,0.92935214,0,0,0,0,0,0,6.9892116,17.04852,43.445979,11.230629,0.51063294,0,0,0,0,0,0,0,0,8.4704453,8.0122434,2.0108589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,54.546439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7561912,2.516413,0.67368657,0,0,0,0,0,0,0,3.2551415,13.688563,54.546439,10.272279,0.93904936,0,0,0,0,0,0,7.0621398,17.22641,43.899311,11.347814,0.51596109,0,0,0,0,0,0,0,0,8.5588292,8.0958462,2.031841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,55.10972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7743267,2.5423991,0.68064349,0,0,0,0,0,0,0,3.2887561,13.82992,55.10972,10.378357,0.94874658,0,0,0,0,0,0,7.1350679,17.404301,44.352643,11.464999,0.52128923,0,0,0,0,0,0,0,0,8.6472131,8.1794491,2.052823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,55.673002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7924623,2.5683851,0.68760041,0,0,0,0,0,0,0,3.3223708,13.971277,55.673002,10.484435,0.9584438,0,0,0,0,0,0,7.2079961,17.582192,44.805976,11.582183,0.52661737,0,0,0,0,0,0,0,0,8.735597,8.2630519,2.0738051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,56.236283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8105978,2.5943712,0.69455732,0,0,0,0,0,0,0,3.3559854,14.112634,56.236283,10.590514,0.96814102,0,0,0,0,0,0,7.2809242,17.760083,45.259308,11.699368,0.53194551,0,0,0,0,0,0,0,0,8.8239809,8.3466548,2.0947872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,56.799564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8287334,2.6203573,0.70151424,0,0,0,0,0,0,0,3.3896001,14.25399,56.799564,10.696592,0.97783824,0,0,0,0,0,0,7.3538524,17.937974,45.71264,11.816553,0.53727365,0,0,0,0,0,0,0,0,8.9123648,8.4302576,2.1157693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,57.362845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8468689,2.6463434,0.70847115,0,0,0,0,0,0,0,3.4232148,14.395347,57.362845,10.80267,0.98753546,0,0,0,0,0,0,7.4267805,18.115865,46.165972,11.933737,0.5426018,0,0,0,0,0,0,0,0,9.0007487,8.5138605,2.1367514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,57.926126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8650045,2.6723295,0.71542807,0,0,0,0,0,0,0,3.4568294,14.536704,57.926126,10.908748,0.99723268,0,0,0,0,0,0,7.4997086,18.293756,46.619304,12.050922,0.54792994,0,0,0,0,0,0,0,0,9.0891327,8.5974633,2.1577334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,58.489408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88314,2.6983155,0.72238498,0,0,0,0,0,0,0,3.4904441,14.678061,58.489408,11.014826,1.0069299,0,0,0,0,0,0,7.5726368,18.471646,47.072636,12.168107,0.55325808,0,0,0,0,0,0,0,0,9.1775166,8.6810662,2.1787155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,59.052689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9012756,2.7243016,0.7293419,0,0,0,0,0,0,0,3.5240587,14.819418,59.052689,11.120904,1.0166271,0,0,0,0,0,0,7.6455649,18.649537,47.525969,12.285292,0.55858622,0,0,0,0,0,0,0,0,9.2659005,8.764669,2.1996976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,59.61597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9194111,2.7502877,0.73629882,0,0,0,0,0,0,0,3.5576734,14.960774,59.61597,11.226982,1.0263243,0,0,0,0,0,0,7.7184931,18.827428,47.979301,12.402476,0.56391436,0,0,0,0,0,0,0,0,9.3542844,8.8482719,2.2206797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,60.179251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9375466,2.7762738,0.74325573,0,0,0,0,0,0,0,3.5912881,15.102131,60.179251,11.33306,1.0360216,0,0,0,0,0,0,7.7914212,19.005319,48.432633,12.519661,0.56924251,0,0,0,0,0,0,0,0,9.4426683,8.9318747,2.2416618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,60.742532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9556822,2.8022599,0.75021265,0,0,0,0,0,0,0,3.6249027,15.243488,60.742532,11.439138,1.0457188,0,0,0,0,0,0,7.8643494,19.18321,48.885965,12.636846,0.57457065,0,0,0,0,0,0,0,0,9.5310522,9.0154776,2.2626438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,61.305814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9738177,2.8282459,0.75716956,0,0,0,0,0,0,0,3.6585174,15.384845,61.305814,11.545216,1.055416,0,0,0,0,0,0,7.9372775,19.361101,49.339297,12.754031,0.57989879,0,0,0,0,0,0,0,0,9.6194361,9.0990805,2.2836259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,61.869095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9919533,2.854232,0.76412648,0,0,0,0,0,0,0,3.692132,15.526202,61.869095,11.651294,1.0651132,0,0,0,0,0,0,8.0102057,19.538992,49.79263,12.871215,0.58522693,0,0,0,0,0,0,0,0,9.70782,9.1826833,2.304608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,62.432376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0100888,2.8802181,0.77108339,0,0,0,0,0,0,0,3.7257467,15.667559,62.432376,11.757373,1.0748104,0,0,0,0,0,0,8.0831338,19.716883,50.245962,12.9884,0.59055507,0,0,0,0,0,0,0,0,9.7962039,9.2662862,2.3255901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,62.995657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0282244,2.9062042,0.77804031,0,0,0,0,0,0,0,3.7593614,15.808915,62.995657,11.863451,1.0845077,0,0,0,0,0,0,8.1560619,19.894773,50.699294,13.105585,0.59588322,0,0,0,0,0,0,0,0,9.8845878,9.349889,2.3465722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,63.558938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0463599,2.9321903,0.78499723,0,0,0,0,0,0,0,3.792976,15.950272,63.558938,11.969529,1.0942049,0,0,0,0,0,0,8.2289901,20.072664,51.152626,13.22277,0.60121136,0,0,0,0,0,0,0,0,9.9729718,9.4334919,2.3675542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,64.12222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0644955,2.9581763,0.79195414,0,0,0,0,0,0,0,3.8265907,16.091629,64.12222,12.075607,1.1039021,0,0,0,0,0,0,8.3019182,20.250555,51.605958,13.339954,0.6065395,0,0,0,0,0,0,0,0,10.061356,9.5170947,2.3885363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,64.685501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082631,2.9841624,0.79891106,0,0,0,0,0,0,0,3.8602053,16.232986,64.685501,12.181685,1.1135993,0,0,0,0,0,0,8.3748464,20.428446,52.059291,13.457139,0.61186764,0,0,0,0,0,0,0,0,10.14974,9.6006976,2.4095184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,65.248782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1007666,3.0101485,0.80586797,0,0,0,0,0,0,0,3.89382,16.374343,65.248782,12.287763,1.1232965,0,0,0,0,0,0,8.4477745,20.606337,52.512623,13.574324,0.61719579,0,0,0,0,0,0,0,0,10.238123,9.6843004,2.4305005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,65.812063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1189021,3.0361346,0.81282489,0,0,0,0,0,0,0,3.9274346,16.515699,65.812063,12.393841,1.1329938,0,0,0,0,0,0,8.5207027,20.784228,52.965955,13.691509,0.62252393,0,0,0,0,0,0,0,0,10.326507,9.7679033,2.4514826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,66.375344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1370377,3.0621207,0.8197818,0,0,0,0,0,0,0,3.9610493,16.657056,66.375344,12.499919,1.142691,0,0,0,0,0,0,8.5936308,20.962119,53.419287,13.808693,0.62785207,0,0,0,0,0,0,0,0,10.414891,9.8515061,2.4724647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,66.938626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1551732,3.0881067,0.82673872,0,0,0,0,0,0,0,3.994664,16.798413,66.938626,12.605997,1.1523882,0,0,0,0,0,0,8.666559,21.140009,53.872619,13.925878,0.63318021,0,0,0,0,0,0,0,0,10.503275,9.935109,2.4934467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,67.501907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1733087,3.1140928,0.83369564,0,0,0,0,0,0,0,4.0282786,16.93977,67.501907,12.712075,1.1620854,0,0,0,0,0,0,8.7394871,21.3179,54.325951,14.043063,0.63850835,0,0,0,0,0,0,0,0,10.591659,10.018712,2.5144288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,68.065188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1914443,3.1400789,0.84065255,0,0,0,0,0,0,0,4.0618933,17.081127,68.065188,12.818153,1.1717827,0,0,0,0,0,0,8.8124152,21.495791,54.779284,14.160247,0.6438365,0,0,0,0,0,0,0,0,10.680043,10.102315,2.5354109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,68.628469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2095798,3.166065,0.84760947,0,0,0,0,0,0,0,4.0955079,17.222483,68.628469,12.924231,1.1814799,0,0,0,0,0,0,8.8853434,21.673682,55.232616,14.277432,0.64916464,0,0,0,0,0,0,0,0,10.768427,10.185918,2.556393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,69.19175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2277154,3.1920511,0.85456638,0,0,0,0,0,0,0,4.1291226,17.36384,69.19175,13.03031,1.1911771,0,0,0,0,0,0,8.9582715,21.851573,55.685948,14.394617,0.65449278,0,0,0,0,0,0,0,0,10.856811,10.26952,2.5773751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,69.755032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2458509,3.2180371,0.8615233,0,0,0,0,0,0,0,4.1627373,17.505197,69.755032,13.136388,1.2008743,0,0,0,0,0,0,9.0311997,22.029464,56.13928,14.511802,0.65982092,0,0,0,0,0,0,0,0,10.945195,10.353123,2.5983571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,70.318313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2639865,3.2440232,0.86848021,0,0,0,0,0,0,0,4.1963519,17.646554,70.318313,13.242466,1.2105715,0,0,0,0,0,0,9.1041278,22.207355,56.592612,14.628986,0.66514906,0,0,0,0,0,0,0,0,11.033579,10.436726,2.6193392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,70.881594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.282122,3.2700093,0.87543713,0,0,0,0,0,0,0,4.2299666,17.787911,70.881594,13.348544,1.2202688,0,0,0,0,0,0,9.177056,22.385245,57.045945,14.746171,0.67047721,0,0,0,0,0,0,0,0,11.121963,10.520329,2.6403213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,71.444875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3002576,3.2959954,0.88239405,0,0,0,0,0,0,0,4.2635812,17.929267,71.444875,13.454622,1.229966,0,0,0,0,0,0,9.2499841,22.563136,57.499277,14.863356,0.67580535,0,0,0,0,0,0,0,0,11.210346,10.603932,2.6613034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,72.008156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3183931,3.3219815,0.88935096,0,0,0,0,0,0,0,4.2971959,18.070624,72.008156,13.5607,1.2396632,0,0,0,0,0,0,9.3229122,22.741027,57.952609,14.980541,0.68113349,0,0,0,0,0,0,0,0,11.29873,10.687535,2.6822855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,72.571438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3365287,3.3479675,0.89630788,0,0,0,0,0,0,0,4.3308106,18.211981,72.571438,13.666778,1.2493604,0,0,0,0,0,0,9.3958404,22.918918,58.405941,15.097725,0.68646163,0,0,0,0,0,0,0,0,11.387114,10.771138,2.7032675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,73.134719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3546642,3.3739536,0.90326479,0,0,0,0,0,0,0,4.3644252,18.353338,73.134719,13.772856,1.2590576,0,0,0,0,0,0,9.4687685,23.096809,58.859273,15.21491,0.69178977,0,0,0,0,0,0,0,0,11.475498,10.85474,2.7242496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,73.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3727998,3.3999397,0.91022171,0,0,0,0,0,0,0,4.3980399,18.494695,73.698,13.878934,1.2687549,0,0,0,0,0,0,9.5416967,23.2747,59.312606,15.332095,0.69711792,0,0,0,0,0,0,0,0,11.563882,10.938343,2.7452317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,74.261281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3909353,3.4259258,0.91717863,0,0,0,0,0,0,0,4.4316545,18.636051,74.261281,13.985012,1.2784521,0,0,0,0,0,0,9.6146248,23.452591,59.765938,15.44928,0.70244606,0,0,0,0,0,0,0,0,11.652266,11.021946,2.7662138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,74.824562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4090709,3.4519119,0.92413554,0,0,0,0,0,0,0,4.4652692,18.777408,74.824562,14.09109,1.2881493,0,0,0,0,0,0,9.687553,23.630482,60.21927,15.566464,0.7077742,0,0,0,0,0,0,0,0,11.74065,11.105549,2.7871959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,75.387844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4272064,3.4778979,0.93109246,0,0,0,0,0,0,0,4.4988839,18.918765,75.387844,14.197168,1.2978465,0,0,0,0,0,0,9.7604811,23.808372,60.672602,15.683649,0.71310234,0,0,0,0,0,0,0,0,11.829034,11.189152,2.808178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,75.951125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4453419,3.503884,0.93804937,0,0,0,0,0,0,0,4.5324985,19.060122,75.951125,14.303247,1.3075437,0,0,0,0,0,0,9.8334093,23.986263,61.125934,15.800834,0.71843049,0,0,0,0,0,0,0,0,11.917418,11.272755,2.82916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,76.514406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4634775,3.5298701,0.94500629,0,0,0,0,0,0,0,4.5661132,19.201479,76.514406,14.409325,1.317241,0,0,0,0,0,0,9.9063374,24.164154,61.579266,15.918019,0.72375863,0,0,0,0,0,0,0,0,12.005802,11.356358,2.8501421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,77.077687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.481613,3.5558562,0.9519632,0,0,0,0,0,0,0,4.5997278,19.342835,77.077687,14.515403,1.3269382,0,0,0,0,0,0,9.9792655,24.342045,62.032599,16.035203,0.72908677,0,0,0,0,0,0,0,0,12.094186,11.43996,2.8711242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,77.640968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4997486,3.5818423,0.95892012,0,0,0,0,0,0,0,4.6333425,19.484192,77.640968,14.621481,1.3366354,0,0,0,0,0,0,10.052194,24.519936,62.485931,16.152388,0.73441491,0,0,0,0,0,0,0,0,12.18257,11.523563,2.8921063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,78.20425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5178841,3.6078283,0.96587704,0,0,0,0,0,0,0,4.6669572,19.625549,78.20425,14.727559,1.3463326,0,0,0,0,0,0,10.125122,24.697827,62.939263,16.269573,0.73974305,0,0,0,0,0,0,0,0,12.270953,11.607166,2.9130884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,78.767531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5360197,3.6338144,0.97283395,0,0,0,0,0,0,0,4.7005718,19.766906,78.767531,14.833637,1.3560298,0,0,0,0,0,0,10.19805,24.875718,63.392595,16.386757,0.7450712,0,0,0,0,0,0,0,0,12.359337,11.690769,2.9340704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,79.330812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5541552,3.6598005,0.97979087,0,0,0,0,0,0,0,4.7341865,19.908263,79.330812,14.939715,1.3657271,0,0,0,0,0,0,10.270978,25.053608,63.845927,16.503942,0.75039934,0,0,0,0,0,0,0,0,12.447721,11.774372,2.9550525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,79.894093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5722908,3.6857866,0.98674778,0,0,0,0,0,0,0,4.7678011,20.049619,79.894093,15.045793,1.3754243,0,0,0,0,0,0,10.343906,25.231499,64.29926,16.621127,0.75572748,0,0,0,0,0,0,0,0,12.536105,11.857975,2.9760346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,80.457374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5904263,3.7117727,0.9937047,0,0,0,0,0,0,0,4.8014158,20.190976,80.457374,15.151871,1.3851215,0,0,0,0,0,0,10.416834,25.40939,64.752592,16.738312,0.76105562,0,0,0,0,0,0,0,0,12.624489,11.941577,2.9970167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,81.020656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6085619,3.7377587,1.0006616,0,0,0,0,0,0,0,4.8350305,20.332333,81.020656,15.257949,1.3948187,0,0,0,0,0,0,10.489763,25.587281,65.205924,16.855496,0.76638376,0,0,0,0,0,0,0,0,12.712873,12.02518,3.0179988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
