Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa)
10,-2.2206969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20516319,-0.57374497,-0.15929369,0,0,0,0,0,0,-0.10349549,-1.2236597,-1.8025171,-0.37195113,-0.0040836434,0,0,0,0,0,0,-0.067956006,-0.13524605,-0.011741811,0,0,0,0,0,0,0,0,0,0,0,-0.01402317,0,0,0,0,0,0
11,-2.230317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20605196,-0.57623044,-0.15998375,0,0,0,0,0,0,-0.10394383,-1.2289606,-1.8103256,-0.37356242,-0.0041013338,0,0,0,0,0,0,-0.068250393,-0.13583194,-0.011792677,0,0,0,0,0,0,0,0,0,0,0,-0.014083919,0,0,0,0,0,0
12,-2.2399371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20694073,-0.5787159,-0.16067381,0,0,0,0,0,0,-0.10439218,-1.2342616,-1.8181341,-0.37517372,-0.0041190242,0,0,0,0,0,0,-0.068544779,-0.13641783,-0.011843542,0,0,0,0,0,0,0,0,0,0,0,-0.014144667,0,0,0,0,0,0
13,-2.2495572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2078295,-0.58120137,-0.16136387,0,0,0,0,0,0,-0.10484052,-1.2395625,-1.8259426,-0.37678502,-0.0041367146,0,0,0,0,0,0,-0.068839165,-0.13700371,-0.011894408,0,0,0,0,0,0,0,0,0,0,0,-0.014205416,0,0,0,0,0,0
14,-2.2591772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20871826,-0.58368684,-0.16205394,0,0,0,0,0,0,-0.10528886,-1.2448634,-1.8337512,-0.37839631,-0.004154405,0,0,0,0,0,0,-0.069133551,-0.1375896,-0.011945273,0,0,0,0,0,0,0,0,0,0,0,-0.014266165,0,0,0,0,0,0
15,-2.2687973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20960703,-0.58617231,-0.162744,0,0,0,0,0,0,-0.10573721,-1.2501643,-1.8415597,-0.38000761,-0.0041720954,0,0,0,0,0,0,-0.069427937,-0.13817549,-0.011996139,0,0,0,0,0,0,0,0,0,0,0,-0.014326913,0,0,0,0,0,0
16,-2.2784174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2104958,-0.58865778,-0.16343406,0,0,0,0,0,0,-0.10618555,-1.2554652,-1.8493682,-0.38161891,-0.0041897858,0,0,0,0,0,0,-0.069722324,-0.13876138,-0.012047005,0,0,0,0,0,0,0,0,0,0,0,-0.014387662,0,0,0,0,0,0
17,-2.2880375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21138457,-0.59114325,-0.16412412,0,0,0,0,0,0,-0.10663389,-1.2607661,-1.8571767,-0.3832302,-0.0042074762,0,0,0,0,0,0,-0.07001671,-0.13934726,-0.01209787,0,0,0,0,0,0,0,0,0,0,0,-0.01444841,0,0,0,0,0,0
18,-2.2976576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21227334,-0.59362872,-0.16481418,0,0,0,0,0,0,-0.10708224,-1.266067,-1.8649853,-0.3848415,-0.0042251665,0,0,0,0,0,0,-0.070311096,-0.13993315,-0.012148736,0,0,0,0,0,0,0,0,0,0,0,-0.014509159,0,0,0,0,0,0
19,-2.3072777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21316211,-0.59611419,-0.16550425,0,0,0,0,0,0,-0.10753058,-1.2713679,-1.8727938,-0.3864528,-0.0042428569,0,0,0,0,0,0,-0.070605482,-0.14051904,-0.012199602,0,0,0,0,0,0,0,0,0,0,0,-0.014569907,0,0,0,0,0,0
20,-2.3168977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21405088,-0.59859966,-0.16619431,0,0,0,0,0,0,-0.10797892,-1.2766688,-1.8806023,-0.38806409,-0.0042605473,0,0,0,0,0,0,-0.070899868,-0.14110493,-0.012250467,0,0,0,0,0,0,0,0,0,0,0,-0.014630656,0,0,0,0,0,0
21,-2.3265178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21493965,-0.60108513,-0.16688437,0,0,0,0,0,0,-0.10842727,-1.2819697,-1.8884108,-0.38967539,-0.0042782377,0,0,0,0,0,0,-0.071194255,-0.14169081,-0.012301333,0,0,0,0,0,0,0,0,0,0,0,-0.014691404,0,0,0,0,0,0
22,-2.3361379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21582842,-0.6035706,-0.16757443,0,0,0,0,0,0,-0.10887561,-1.2872706,-1.8962194,-0.39128668,-0.0042959281,0,0,0,0,0,0,-0.071488641,-0.1422767,-0.012352199,0,0,0,0,0,0,0,0,0,0,0,-0.014752153,0,0,0,0,0,0
23,-2.345758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21671719,-0.60605607,-0.16826449,0,0,0,0,0,0,-0.10932396,-1.2925715,-1.9040279,-0.39289798,-0.0043136185,0,0,0,0,0,0,-0.071783027,-0.14286259,-0.012403064,0,0,0,0,0,0,0,0,0,0,0,-0.014812901,0,0,0,0,0,0
24,-2.3553781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21760596,-0.60854154,-0.16895456,0,0,0,0,0,0,-0.1097723,-1.2978725,-1.9118364,-0.39450928,-0.0043313089,0,0,0,0,0,0,-0.072077413,-0.14344847,-0.01245393,0,0,0,0,0,0,0,0,0,0,0,-0.01487365,0,0,0,0,0,0
25,-2.3649982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21849473,-0.61102701,-0.16964462,0,0,0,0,0,0,-0.11022064,-1.3031734,-1.9196449,-0.39612057,-0.0043489993,0,0,0,0,0,0,-0.072371799,-0.14403436,-0.012504796,0,0,0,0,0,0,0,0,0,0,0,-0.014934398,0,0,0,0,0,0
26,-2.3746183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2193835,-0.61351248,-0.17033468,0,0,0,0,0,0,-0.11066899,-1.3084743,-1.9274535,-0.39773187,-0.0043666897,0,0,0,0,0,0,-0.072666186,-0.14462025,-0.012555661,0,0,0,0,0,0,0,0,0,0,0,-0.014995147,0,0,0,0,0,0
27,-2.3842383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22027227,-0.61599795,-0.17102474,0,0,0,0,0,0,-0.11111733,-1.3137752,-1.935262,-0.39934317,-0.0043843801,0,0,0,0,0,0,-0.072960572,-0.14520614,-0.012606527,0,0,0,0,0,0,0,0,0,0,0,-0.015055895,0,0,0,0,0,0
28,-2.3938584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22116104,-0.61848342,-0.1717148,0,0,0,0,0,0,-0.11156567,-1.3190761,-1.9430705,-0.40095446,-0.0044020704,0,0,0,0,0,0,-0.073254958,-0.14579202,-0.012657393,0,0,0,0,0,0,0,0,0,0,0,-0.015116644,0,0,0,0,0,0
29,-2.4034785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2220498,-0.62096889,-0.17240487,0,0,0,0,0,0,-0.11201402,-1.324377,-1.950879,-0.40256576,-0.0044197608,0,0,0,0,0,0,-0.073549344,-0.14637791,-0.012708258,0,0,0,0,0,0,0,0,0,0,0,-0.015177393,0,0,0,0,0,0
30,-2.4130986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22293857,-0.62345436,-0.17309493,0,0,0,0,0,0,-0.11246236,-1.3296779,-1.9586876,-0.40417706,-0.0044374512,0,0,0,0,0,0,-0.073843731,-0.1469638,-0.012759124,0,0,0,0,0,0,0,0,0,0,0,-0.015238141,0,0,0,0,0,0
31,-2.4227187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22382734,-0.62593983,-0.17378499,0,0,0,0,0,0,-0.1129107,-1.3349788,-1.9664961,-0.40578835,-0.0044551416,0,0,0,0,0,0,-0.074138117,-0.14754969,-0.01280999,0,0,0,0,0,0,0,0,0,0,0,-0.01529889,0,0,0,0,0,0
32,-2.4323388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22471611,-0.6284253,-0.17447505,0,0,0,0,0,0,-0.11335905,-1.3402797,-1.9743046,-0.40739965,-0.004472832,0,0,0,0,0,0,-0.074432503,-0.14813557,-0.012860855,0,0,0,0,0,0,0,0,0,0,0,-0.015359638,0,0,0,0,0,0
33,-2.4419589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22560488,-0.63091077,-0.17516512,0,0,0,0,0,0,-0.11380739,-1.3455806,-1.9821131,-0.40901095,-0.0044905224,0,0,0,0,0,0,-0.074726889,-0.14872146,-0.012911721,0,0,0,0,0,0,0,0,0,0,0,-0.015420387,0,0,0,0,0,0
34,-2.4515789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22649365,-0.63339624,-0.17585518,0,0,0,0,0,0,-0.11425574,-1.3508815,-1.9899217,-0.41062224,-0.0045082128,0,0,0,0,0,0,-0.075021275,-0.14930735,-0.012962587,0,0,0,0,0,0,0,0,0,0,0,-0.015481135,0,0,0,0,0,0
35,-2.461199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22738242,-0.63588171,-0.17654524,0,0,0,0,0,0,-0.11470408,-1.3561824,-1.9977302,-0.41223354,-0.0045259032,0,0,0,0,0,0,-0.075315662,-0.14989324,-0.013013452,0,0,0,0,0,0,0,0,0,0,0,-0.015541884,0,0,0,0,0,0
36,-2.4708191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22827119,-0.63836718,-0.1772353,0,0,0,0,0,0,-0.11515242,-1.3614834,-2.0055387,-0.41384484,-0.0045435936,0,0,0,0,0,0,-0.075610048,-0.15047912,-0.013064318,0,0,0,0,0,0,0,0,0,0,0,-0.015602632,0,0,0,0,0,0
37,-2.4804392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22915996,-0.64085265,-0.17792536,0,0,0,0,0,0,-0.11560077,-1.3667843,-2.0133472,-0.41545613,-0.004561284,0,0,0,0,0,0,-0.075904434,-0.15106501,-0.013115184,0,0,0,0,0,0,0,0,0,0,0,-0.015663381,0,0,0,0,0,0
38,-2.4900593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23004873,-0.64333812,-0.17861543,0,0,0,0,0,0,-0.11604911,-1.3720852,-2.0211558,-0.41706743,-0.0045789744,0,0,0,0,0,0,-0.07619882,-0.1516509,-0.013166049,0,0,0,0,0,0,0,0,0,0,0,-0.015724129,0,0,0,0,0,0
39,-2.4996794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2309375,-0.64582359,-0.17930549,0,0,0,0,0,0,-0.11649745,-1.3773861,-2.0289643,-0.41867873,-0.0045966647,0,0,0,0,0,0,-0.076493206,-0.15223679,-0.013216915,0,0,0,0,0,0,0,0,0,0,0,-0.015784878,0,0,0,0,0,0
40,-2.5092994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23182627,-0.64830906,-0.17999555,0,0,0,0,0,0,-0.1169458,-1.382687,-2.0367728,-0.42029002,-0.0046143551,0,0,0,0,0,0,-0.076787593,-0.15282267,-0.013267781,0,0,0,0,0,0,0,0,0,0,0,-0.015845626,0,0,0,0,0,0
41,-2.5189195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23271504,-0.65079453,-0.18068561,0,0,0,0,0,0,-0.11739414,-1.3879879,-2.0445813,-0.42190132,-0.0046320455,0,0,0,0,0,0,-0.077081979,-0.15340856,-0.013318646,0,0,0,0,0,0,0,0,0,0,0,-0.015906375,0,0,0,0,0,0
42,-2.5285396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23360381,-0.65328,-0.18137567,0,0,0,0,0,0,-0.11784249,-1.3932888,-2.0523899,-0.42351262,-0.0046497359,0,0,0,0,0,0,-0.077376365,-0.15399445,-0.013369512,0,0,0,0,0,0,0,0,0,0,0,-0.015967124,0,0,0,0,0,0
43,-2.5381597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23449257,-0.65576547,-0.18206574,0,0,0,0,0,0,-0.11829083,-1.3985897,-2.0601984,-0.42512391,-0.0046674263,0,0,0,0,0,0,-0.077670751,-0.15458034,-0.013420378,0,0,0,0,0,0,0,0,0,0,0,-0.016027872,0,0,0,0,0,0
44,-2.5477798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23538134,-0.65825094,-0.1827558,0,0,0,0,0,0,-0.11873917,-1.4038906,-2.0680069,-0.42673521,-0.0046851167,0,0,0,0,0,0,-0.077965137,-0.15516622,-0.013471243,0,0,0,0,0,0,0,0,0,0,0,-0.016088621,0,0,0,0,0,0
45,-2.5573999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23627011,-0.66073641,-0.18344586,0,0,0,0,0,0,-0.11918752,-1.4091915,-2.0758154,-0.42834651,-0.0047028071,0,0,0,0,0,0,-0.078259524,-0.15575211,-0.013522109,0,0,0,0,0,0,0,0,0,0,0,-0.016149369,0,0,0,0,0,0
46,-2.56702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23715888,-0.66322188,-0.18413592,0,0,0,0,0,0,-0.11963586,-1.4144924,-2.083624,-0.4299578,-0.0047204975,0,0,0,0,0,0,-0.07855391,-0.156338,-0.013572975,0,0,0,0,0,0,0,0,0,0,0,-0.016210118,0,0,0,0,0,0
47,-2.57664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23804765,-0.66570735,-0.18482598,0,0,0,0,0,0,-0.1200842,-1.4197933,-2.0914325,-0.4315691,-0.0047381879,0,0,0,0,0,0,-0.078848296,-0.15692389,-0.01362384,0,0,0,0,0,0,0,0,0,0,0,-0.016270866,0,0,0,0,0,0
48,-2.5862601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23893642,-0.66819282,-0.18551605,0,0,0,0,0,0,-0.12053255,-1.4250942,-2.099241,-0.4331804,-0.0047558783,0,0,0,0,0,0,-0.079142682,-0.15750977,-0.013674706,0,0,0,0,0,0,0,0,0,0,0,-0.016331615,0,0,0,0,0,0
49,-2.5958802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23982519,-0.67067829,-0.18620611,0,0,0,0,0,0,-0.12098089,-1.4303952,-2.1070495,-0.43479169,-0.0047735687,0,0,0,0,0,0,-0.079437068,-0.15809566,-0.013725572,0,0,0,0,0,0,0,0,0,0,0,-0.016392363,0,0,0,0,0,0
50,-2.6055003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24071396,-0.67316376,-0.18689617,0,0,0,0,0,0,-0.12142923,-1.4356961,-2.1148581,-0.43640299,-0.004791259,0,0,0,0,0,0,-0.079731455,-0.15868155,-0.013776437,0,0,0,0,0,0,0,0,0,0,0,-0.016453112,0,0,0,0,0,0
51,-2.6151204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24160273,-0.67564923,-0.18758623,0,0,0,0,0,0,-0.12187758,-1.440997,-2.1226666,-0.43801429,-0.0048089494,0,0,0,0,0,0,-0.080025841,-0.15926744,-0.013827303,0,0,0,0,0,0,0,0,0,0,0,-0.01651386,0,0,0,0,0,0
52,-2.6247405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2424915,-0.6781347,-0.1882763,0,0,0,0,0,0,-0.12232592,-1.4462979,-2.1304751,-0.43962558,-0.0048266398,0,0,0,0,0,0,-0.080320227,-0.15985332,-0.013878169,0,0,0,0,0,0,0,0,0,0,0,-0.016574609,0,0,0,0,0,0
53,-2.6343605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24338027,-0.68062017,-0.18896636,0,0,0,0,0,0,-0.12277427,-1.4515988,-2.1382836,-0.44123688,-0.0048443302,0,0,0,0,0,0,-0.080614613,-0.16043921,-0.013929034,0,0,0,0,0,0,0,0,0,0,0,-0.016635357,0,0,0,0,0,0
54,-2.6439806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24426904,-0.68310564,-0.18965642,0,0,0,0,0,0,-0.12322261,-1.4568997,-2.1460922,-0.44284818,-0.0048620206,0,0,0,0,0,0,-0.080909,-0.1610251,-0.0139799,0,0,0,0,0,0,0,0,0,0,0,-0.016696106,0,0,0,0,0,0
55,-2.6536007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24515781,-0.68559111,-0.19034648,0,0,0,0,0,0,-0.12367095,-1.4622006,-2.1539007,-0.44445947,-0.004879711,0,0,0,0,0,0,-0.081203386,-0.16161099,-0.014030766,0,0,0,0,0,0,0,0,0,0,0,-0.016756855,0,0,0,0,0,0
56,-2.6632208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24604658,-0.68807658,-0.19103654,0,0,0,0,0,0,-0.1241193,-1.4675015,-2.1617092,-0.44607077,-0.0048974014,0,0,0,0,0,0,-0.081497772,-0.16219687,-0.014081631,0,0,0,0,0,0,0,0,0,0,0,-0.016817603,0,0,0,0,0,0
57,-2.6728409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24693535,-0.69056205,-0.19172661,0,0,0,0,0,0,-0.12456764,-1.4728024,-2.1695177,-0.44768207,-0.0049150918,0,0,0,0,0,0,-0.081792158,-0.16278276,-0.014132497,0,0,0,0,0,0,0,0,0,0,0,-0.016878352,0,0,0,0,0,0
58,-2.682461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24782411,-0.69304752,-0.19241667,0,0,0,0,0,0,-0.12501598,-1.4781033,-2.1773263,-0.44929336,-0.0049327822,0,0,0,0,0,0,-0.082086544,-0.16336865,-0.014183363,0,0,0,0,0,0,0,0,0,0,0,-0.0169391,0,0,0,0,0,0
59,-2.6920811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24871288,-0.69553299,-0.19310673,0,0,0,0,0,0,-0.12546433,-1.4834042,-2.1851348,-0.45090466,-0.0049504726,0,0,0,0,0,0,-0.082380931,-0.16395454,-0.014234228,0,0,0,0,0,0,0,0,0,0,0,-0.016999849,0,0,0,0,0,0
60,-2.7017011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24960165,-0.69801846,-0.19379679,0,0,0,0,0,0,-0.12591267,-1.4887051,-2.1929433,-0.45251596,-0.0049681629,0,0,0,0,0,0,-0.082675317,-0.16454042,-0.014285094,0,0,0,0,0,0,0,0,0,0,0,-0.017060597,0,0,0,0,0,0
61,-2.7113212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25049042,-0.70050393,-0.19448685,0,0,0,0,0,0,-0.12636101,-1.4940061,-2.2007518,-0.45412725,-0.0049858533,0,0,0,0,0,0,-0.082969703,-0.16512631,-0.01433596,0,0,0,0,0,0,0,0,0,0,0,-0.017121346,0,0,0,0,0,0
62,-2.7209413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25137919,-0.7029894,-0.19517692,0,0,0,0,0,0,-0.12680936,-1.499307,-2.2085604,-0.45573855,-0.0050035437,0,0,0,0,0,0,-0.083264089,-0.1657122,-0.014386825,0,0,0,0,0,0,0,0,0,0,0,-0.017182094,0,0,0,0,0,0
63,-2.7305614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25226796,-0.70547487,-0.19586698,0,0,0,0,0,0,-0.1272577,-1.5046079,-2.2163689,-0.45734985,-0.0050212341,0,0,0,0,0,0,-0.083558475,-0.16629809,-0.014437691,0,0,0,0,0,0,0,0,0,0,0,-0.017242843,0,0,0,0,0,0
64,-2.7401815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25315673,-0.70796034,-0.19655704,0,0,0,0,0,0,-0.12770605,-1.5099088,-2.2241774,-0.45896114,-0.0050389245,0,0,0,0,0,0,-0.083852862,-0.16688397,-0.014488557,0,0,0,0,0,0,0,0,0,0,0,-0.017303591,0,0,0,0,0,0
65,-2.7498016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2540455,-0.71044581,-0.1972471,0,0,0,0,0,0,-0.12815439,-1.5152097,-2.2319859,-0.46057244,-0.0050566149,0,0,0,0,0,0,-0.084147248,-0.16746986,-0.014539422,0,0,0,0,0,0,0,0,0,0,0,-0.01736434,0,0,0,0,0,0
66,-2.7594216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25493427,-0.71293128,-0.19793716,0,0,0,0,0,0,-0.12860273,-1.5205106,-2.2397945,-0.46218373,-0.0050743053,0,0,0,0,0,0,-0.084441634,-0.16805575,-0.014590288,0,0,0,0,0,0,0,0,0,0,0,-0.017425088,0,0,0,0,0,0
