Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa)
908,276.3268,0,0,0,0,0,0,0,0,0,0,0.80353762,0,0,0,0,0,35.615337,108.88887,14.66108,0,0,0,0,44.513497,132.57072,19.616558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,276.33715,0,0,0,0,0,0,0,0,0,0,0.80356772,0,0,0,0,0,35.616671,108.89295,14.66163,0,0,0,0,44.515164,132.57569,19.617293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,276.3475,0,0,0,0,0,0,0,0,0,0,0.80359783,0,0,0,0,0,35.618005,108.89703,14.662179,0,0,0,0,44.516832,132.58066,19.618027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,276.35785,0,0,0,0,0,0,0,0,0,0,0.80362793,0,0,0,0,0,35.619339,108.90111,14.662728,0,0,0,0,44.518499,132.58562,19.618762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,276.36821,0,0,0,0,0,0,0,0,0,0,0.80365803,0,0,0,0,0,35.620673,108.90519,14.663277,0,0,0,0,44.520166,132.59059,19.619497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,276.37856,0,0,0,0,0,0,0,0,0,0,0.80368813,0,0,0,0,0,35.622007,108.90927,14.663826,0,0,0,0,44.521834,132.59555,19.620232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,276.38891,0,0,0,0,0,0,0,0,0,0,0.80371823,0,0,0,0,0,35.623341,108.91335,14.664376,0,0,0,0,44.523501,132.60052,19.620967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,276.39926,0,0,0,0,0,0,0,0,0,0,0.80374833,0,0,0,0,0,35.624676,108.91743,14.664925,0,0,0,0,44.525169,132.60549,19.621702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,276.40961,0,0,0,0,0,0,0,0,0,0,0.80377843,0,0,0,0,0,35.62601,108.92151,14.665474,0,0,0,0,44.526836,132.61045,19.622436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,276.41996,0,0,0,0,0,0,0,0,0,0,0.80380853,0,0,0,0,0,35.627344,108.92558,14.666023,0,0,0,0,44.528504,132.61542,19.623171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,276.43031,0,0,0,0,0,0,0,0,0,0,0.80383863,0,0,0,0,0,35.628678,108.92966,14.666572,0,0,0,0,44.530171,132.62039,19.623906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,276.44067,0,0,0,0,0,0,0,0,0,0,0.80386873,0,0,0,0,0,35.630012,108.93374,14.667122,0,0,0,0,44.531839,132.62535,19.624641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,276.45102,0,0,0,0,0,0,0,0,0,0,0.80389883,0,0,0,0,0,35.631346,108.93782,14.667671,0,0,0,0,44.533506,132.63032,19.625376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,276.46137,0,0,0,0,0,0,0,0,0,0,0.80392893,0,0,0,0,0,35.632681,108.9419,14.66822,0,0,0,0,44.535174,132.63528,19.626111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,276.47172,0,0,0,0,0,0,0,0,0,0,0.80395903,0,0,0,0,0,35.634015,108.94598,14.668769,0,0,0,0,44.536841,132.64025,19.626846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,276.48207,0,0,0,0,0,0,0,0,0,0,0.80398913,0,0,0,0,0,35.635349,108.95006,14.669318,0,0,0,0,44.538509,132.64522,19.62758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,276.49242,0,0,0,0,0,0,0,0,0,0,0.80401924,0,0,0,0,0,35.636683,108.95414,14.669868,0,0,0,0,44.540176,132.65018,19.628315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,276.50277,0,0,0,0,0,0,0,0,0,0,0.80404934,0,0,0,0,0,35.638017,108.95822,14.670417,0,0,0,0,44.541844,132.65515,19.62905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,276.51312,0,0,0,0,0,0,0,0,0,0,0.80407944,0,0,0,0,0,35.639351,108.9623,14.670966,0,0,0,0,44.543511,132.66011,19.629785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,276.52348,0,0,0,0,0,0,0,0,0,0,0.80410954,0,0,0,0,0,35.640686,108.96637,14.671515,0,0,0,0,44.545179,132.66508,19.63052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,276.53383,0,0,0,0,0,0,0,0,0,0,0.80413964,0,0,0,0,0,35.64202,108.97045,14.672065,0,0,0,0,44.546846,132.67005,19.631255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,276.54418,0,0,0,0,0,0,0,0,0,0,0.80416974,0,0,0,0,0,35.643354,108.97453,14.672614,0,0,0,0,44.548514,132.67501,19.631989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,276.55453,0,0,0,0,0,0,0,0,0,0,0.80419984,0,0,0,0,0,35.644688,108.97861,14.673163,0,0,0,0,44.550181,132.67998,19.632724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,276.56488,0,0,0,0,0,0,0,0,0,0,0.80422994,0,0,0,0,0,35.646022,108.98269,14.673712,0,0,0,0,44.551849,132.68494,19.633459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,276.57523,0,0,0,0,0,0,0,0,0,0,0.80426004,0,0,0,0,0,35.647356,108.98677,14.674261,0,0,0,0,44.553516,132.68991,19.634194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,276.58558,0,0,0,0,0,0,0,0,0,0,0.80429014,0,0,0,0,0,35.64869,108.99085,14.674811,0,0,0,0,44.555184,132.69488,19.634929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,276.59593,0,0,0,0,0,0,0,0,0,0,0.80432024,0,0,0,0,0,35.650025,108.99493,14.67536,0,0,0,0,44.556851,132.69984,19.635664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,276.60629,0,0,0,0,0,0,0,0,0,0,0.80435034,0,0,0,0,0,35.651359,108.99901,14.675909,0,0,0,0,44.558519,132.70481,19.636398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,276.61664,0,0,0,0,0,0,0,0,0,0,0.80438044,0,0,0,0,0,35.652693,109.00309,14.676458,0,0,0,0,44.560186,132.70978,19.637133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,276.62699,0,0,0,0,0,0,0,0,0,0,0.80441054,0,0,0,0,0,35.654027,109.00716,14.677007,0,0,0,0,44.561854,132.71474,19.637868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,276.6117,0,0,0,0,0,0,0,0,0,0,0.8043661,0,0,0,0,0,35.652057,109.00114,14.676196,0,0,0,0,44.559391,132.70741,19.636783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,276.59642,0,0,0,0,0,0,0,0,0,0,0.80432165,0,0,0,0,0,35.650087,108.99512,14.675385,0,0,0,0,44.556929,132.70007,19.635698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,276.58113,0,0,0,0,0,0,0,0,0,0,0.80427719,0,0,0,0,0,35.648117,108.98909,14.674574,0,0,0,0,44.554466,132.69274,19.634613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,276.56584,0,0,0,0,0,0,0,0,0,0,0.80423274,0,0,0,0,0,35.646146,108.98307,14.673763,0,0,0,0,44.552004,132.68541,19.633528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,276.55056,0,0,0,0,0,0,0,0,0,0,0.80418829,0,0,0,0,0,35.644176,108.97705,14.672952,0,0,0,0,44.549542,132.67807,19.632442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,276.53527,0,0,0,0,0,0,0,0,0,0,0.80414384,0,0,0,0,0,35.642206,108.97102,14.672141,0,0,0,0,44.547079,132.67074,19.631357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,276.51999,0,0,0,0,0,0,0,0,0,0,0.80409939,0,0,0,0,0,35.640236,108.965,14.67133,0,0,0,0,44.544617,132.66341,19.630272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,276.5047,0,0,0,0,0,0,0,0,0,0,0.80405494,0,0,0,0,0,35.638266,108.95898,14.670519,0,0,0,0,44.542154,132.65607,19.629187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,276.48941,0,0,0,0,0,0,0,0,0,0,0.80401049,0,0,0,0,0,35.636295,108.95295,14.669708,0,0,0,0,44.539692,132.64874,19.628102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,276.47413,0,0,0,0,0,0,0,0,0,0,0.80396604,0,0,0,0,0,35.634325,108.94693,14.668897,0,0,0,0,44.537229,132.64141,19.627017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,276.45884,0,0,0,0,0,0,0,0,0,0,0.80392159,0,0,0,0,0,35.632355,108.94091,14.668086,0,0,0,0,44.534767,132.63407,19.625931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,276.44356,0,0,0,0,0,0,0,0,0,0,0.80387714,0,0,0,0,0,35.630385,108.93488,14.667275,0,0,0,0,44.532305,132.62674,19.624846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,276.42827,0,0,0,0,0,0,0,0,0,0,0.80383269,0,0,0,0,0,35.628415,108.92886,14.666464,0,0,0,0,44.529842,132.6194,19.623761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,276.41298,0,0,0,0,0,0,0,0,0,0,0.80378824,0,0,0,0,0,35.626444,108.92283,14.665653,0,0,0,0,44.52738,132.61207,19.622676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,276.3977,0,0,0,0,0,0,0,0,0,0,0.80374379,0,0,0,0,0,35.624474,108.91681,14.664842,0,0,0,0,44.524917,132.60474,19.621591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,276.38241,0,0,0,0,0,0,0,0,0,0,0.80369934,0,0,0,0,0,35.622504,108.91079,14.664031,0,0,0,0,44.522455,132.5974,19.620506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,276.36713,0,0,0,0,0,0,0,0,0,0,0.80365488,0,0,0,0,0,35.620534,108.90476,14.66322,0,0,0,0,44.519992,132.59007,19.61942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,276.35184,0,0,0,0,0,0,0,0,0,0,0.80361043,0,0,0,0,0,35.618564,108.89874,14.662409,0,0,0,0,44.51753,132.58274,19.618335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,276.33655,0,0,0,0,0,0,0,0,0,0,0.80356598,0,0,0,0,0,35.616594,108.89272,14.661598,0,0,0,0,44.515068,132.5754,19.61725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,276.32127,0,0,0,0,0,0,0,0,0,0,0.80352153,0,0,0,0,0,35.614623,108.88669,14.660787,0,0,0,0,44.512605,132.56807,19.616165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,276.30598,0,0,0,0,0,0,0,0,0,0,0.80347708,0,0,0,0,0,35.612653,108.88067,14.659976,0,0,0,0,44.510143,132.56074,19.61508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,276.2907,0,0,0,0,0,0,0,0,0,0,0.80343263,0,0,0,0,0,35.610683,108.87465,14.659165,0,0,0,0,44.50768,132.5534,19.613995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,276.27541,0,0,0,0,0,0,0,0,0,0,0.80338818,0,0,0,0,0,35.608713,108.86862,14.658354,0,0,0,0,44.505218,132.54607,19.612909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,276.26012,0,0,0,0,0,0,0,0,0,0,0.80334373,0,0,0,0,0,35.606743,108.8626,14.657543,0,0,0,0,44.502755,132.53873,19.611824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,276.24484,0,0,0,0,0,0,0,0,0,0,0.80329928,0,0,0,0,0,35.604772,108.85657,14.656732,0,0,0,0,44.500293,132.5314,19.610739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,276.22955,0,0,0,0,0,0,0,0,0,0,0.80325483,0,0,0,0,0,35.602802,108.85055,14.655921,0,0,0,0,44.497831,132.52407,19.609654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,276.21427,0,0,0,0,0,0,0,0,0,0,0.80321038,0,0,0,0,0,35.600832,108.84453,14.65511,0,0,0,0,44.495368,132.51673,19.608569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,276.19898,0,0,0,0,0,0,0,0,0,0,0.80316593,0,0,0,0,0,35.598862,108.8385,14.654299,0,0,0,0,44.492906,132.5094,19.607484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,276.18369,0,0,0,0,0,0,0,0,0,0,0.80312148,0,0,0,0,0,35.596892,108.83248,14.653487,0,0,0,0,44.490443,132.50207,19.606398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,276.16841,0,0,0,0,0,0,0,0,0,0,0.80307703,0,0,0,0,0,35.594921,108.82646,14.652676,0,0,0,0,44.487981,132.49473,19.605313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,276.15312,0,0,0,0,0,0,0,0,0,0,0.80303257,0,0,0,0,0,35.592951,108.82043,14.651865,0,0,0,0,44.485518,132.4874,19.604228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,276.13783,0,0,0,0,0,0,0,0,0,0,0.80298812,0,0,0,0,0,35.590981,108.81441,14.651054,0,0,0,0,44.483056,132.48007,19.603143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,276.12255,0,0,0,0,0,0,0,0,0,0,0.80294367,0,0,0,0,0,35.589011,108.80839,14.650243,0,0,0,0,44.480593,132.47273,19.602058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,276.10726,0,0,0,0,0,0,0,0,0,0,0.80289922,0,0,0,0,0,35.587041,108.80236,14.649432,0,0,0,0,44.478131,132.4654,19.600973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,276.09198,0,0,0,0,0,0,0,0,0,0,0.80285477,0,0,0,0,0,35.58507,108.79634,14.648621,0,0,0,0,44.475669,132.45806,19.599887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,276.07669,0,0,0,0,0,0,0,0,0,0,0.80281032,0,0,0,0,0,35.5831,108.79032,14.64781,0,0,0,0,44.473206,132.45073,19.598802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,276.0614,0,0,0,0,0,0,0,0,0,0,0.80276587,0,0,0,0,0,35.58113,108.78429,14.646999,0,0,0,0,44.470744,132.4434,19.597717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,276.04612,0,0,0,0,0,0,0,0,0,0,0.80272142,0,0,0,0,0,35.57916,108.77827,14.646188,0,0,0,0,44.468281,132.43606,19.596632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,276.03083,0,0,0,0,0,0,0,0,0,0,0.80267697,0,0,0,0,0,35.57719,108.77224,14.645377,0,0,0,0,44.465819,132.42873,19.595547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,276.01555,0,0,0,0,0,0,0,0,0,0,0.80263252,0,0,0,0,0,35.575219,108.76622,14.644566,0,0,0,0,44.463356,132.4214,19.594462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,276.00026,0,0,0,0,0,0,0,0,0,0,0.80258807,0,0,0,0,0,35.573249,108.7602,14.643755,0,0,0,0,44.460894,132.41406,19.593376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,275.98497,0,0,0,0,0,0,0,0,0,0,0.80254362,0,0,0,0,0,35.571279,108.75417,14.642944,0,0,0,0,44.458432,132.40673,19.592291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,275.96969,0,0,0,0,0,0,0,0,0,0,0.80249917,0,0,0,0,0,35.569309,108.74815,14.642133,0,0,0,0,44.455969,132.39939,19.591206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,275.9544,0,0,0,0,0,0,0,0,0,0,0.80245472,0,0,0,0,0,35.567339,108.74213,14.641322,0,0,0,0,44.453507,132.39206,19.590121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,275.93912,0,0,0,0,0,0,0,0,0,0,0.80241026,0,0,0,0,0,35.565368,108.7361,14.640511,0,0,0,0,44.451044,132.38473,19.589036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,275.92383,0,0,0,0,0,0,0,0,0,0,0.80236581,0,0,0,0,0,35.563398,108.73008,14.6397,0,0,0,0,44.448582,132.37739,19.587951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,275.90854,0,0,0,0,0,0,0,0,0,0,0.80232136,0,0,0,0,0,35.561428,108.72406,14.638889,0,0,0,0,44.446119,132.37006,19.586865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,275.89326,0,0,0,0,0,0,0,0,0,0,0.80227691,0,0,0,0,0,35.559458,108.71803,14.638078,0,0,0,0,44.443657,132.36273,19.58578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,275.87797,0,0,0,0,0,0,0,0,0,0,0.80223246,0,0,0,0,0,35.557488,108.71201,14.637267,0,0,0,0,44.441195,132.35539,19.584695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,275.86269,0,0,0,0,0,0,0,0,0,0,0.80218801,0,0,0,0,0,35.555517,108.70598,14.636456,0,0,0,0,44.438732,132.34806,19.58361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,275.8474,0,0,0,0,0,0,0,0,0,0,0.80214356,0,0,0,0,0,35.553547,108.69996,14.635645,0,0,0,0,44.43627,132.34073,19.582525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,275.83211,0,0,0,0,0,0,0,0,0,0,0.80209911,0,0,0,0,0,35.551577,108.69394,14.634834,0,0,0,0,44.433807,132.33339,19.58144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,275.81683,0,0,0,0,0,0,0,0,0,0,0.80205466,0,0,0,0,0,35.549607,108.68791,14.634023,0,0,0,0,44.431345,132.32606,19.580355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,275.80154,0,0,0,0,0,0,0,0,0,0,0.80201021,0,0,0,0,0,35.547637,108.68189,14.633212,0,0,0,0,44.428882,132.31872,19.579269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,275.78626,0,0,0,0,0,0,0,0,0,0,0.80196576,0,0,0,0,0,35.545666,108.67587,14.632401,0,0,0,0,44.42642,132.31139,19.578184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,275.77097,0,0,0,0,0,0,0,0,0,0,0.80192131,0,0,0,0,0,35.543696,108.66984,14.63159,0,0,0,0,44.423958,132.30406,19.577099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,275.75568,0,0,0,0,0,0,0,0,0,0,0.80187686,0,0,0,0,0,35.541726,108.66382,14.630779,0,0,0,0,44.421495,132.29672,19.576014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,275.7404,0,0,0,0,0,0,0,0,0,0,0.80183241,0,0,0,0,0,35.539756,108.6578,14.629968,0,0,0,0,44.419033,132.28939,19.574929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,275.72511,0,0,0,0,0,0,0,0,0,0,0.80178795,0,0,0,0,0,35.537786,108.65177,14.629156,0,0,0,0,44.41657,132.28206,19.573844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,275.70983,0,0,0,0,0,0,0,0,0,0,0.8017435,0,0,0,0,0,35.535815,108.64575,14.628345,0,0,0,0,44.414108,132.27472,19.572758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,275.69454,0,0,0,0,0,0,0,0,0,0,0.80169905,0,0,0,0,0,35.533845,108.63973,14.627534,0,0,0,0,44.411645,132.26739,19.571673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,275.67925,0,0,0,0,0,0,0,0,0,0,0.8016546,0,0,0,0,0,35.531875,108.6337,14.626723,0,0,0,0,44.409183,132.26006,19.570588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,275.66397,0,0,0,0,0,0,0,0,0,0,0.80161015,0,0,0,0,0,35.529905,108.62768,14.625912,0,0,0,0,44.406721,132.25272,19.569503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,275.64868,0,0,0,0,0,0,0,0,0,0,0.8015657,0,0,0,0,0,35.527935,108.62165,14.625101,0,0,0,0,44.404258,132.24539,19.568418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,275.63339,0,0,0,0,0,0,0,0,0,0,0.80152125,0,0,0,0,0,35.525964,108.61563,14.62429,0,0,0,0,44.401796,132.23805,19.567333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,275.61811,0,0,0,0,0,0,0,0,0,0,0.8014768,0,0,0,0,0,35.523994,108.60961,14.623479,0,0,0,0,44.399333,132.23072,19.566247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,275.60282,0,0,0,0,0,0,0,0,0,0,0.80143235,0,0,0,0,0,35.522024,108.60358,14.622668,0,0,0,0,44.396871,132.22339,19.565162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,275.58754,0,0,0,0,0,0,0,0,0,0,0.8013879,0,0,0,0,0,35.520054,108.59756,14.621857,0,0,0,0,44.394408,132.21605,19.564077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,275.57225,0,0,0,0,0,0,0,0,0,0,0.80134345,0,0,0,0,0,35.518084,108.59154,14.621046,0,0,0,0,44.391946,132.20872,19.562992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,275.55696,0,0,0,0,0,0,0,0,0,0,0.801299,0,0,0,0,0,35.516113,108.58551,14.620235,0,0,0,0,44.389484,132.20139,19.561907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,275.54168,0,0,0,0,0,0,0,0,0,0,0.80125455,0,0,0,0,0,35.514143,108.57949,14.619424,0,0,0,0,44.387021,132.19405,19.560822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,275.52639,0,0,0,0,0,0,0,0,0,0,0.8012101,0,0,0,0,0,35.512173,108.57347,14.618613,0,0,0,0,44.384559,132.18672,19.559736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,275.51111,0,0,0,0,0,0,0,0,0,0,0.80116564,0,0,0,0,0,35.510203,108.56744,14.617802,0,0,0,0,44.382096,132.17939,19.558651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,275.49582,0,0,0,0,0,0,0,0,0,0,0.80112119,0,0,0,0,0,35.508233,108.56142,14.616991,0,0,0,0,44.379634,132.17205,19.557566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,275.48053,0,0,0,0,0,0,0,0,0,0,0.80107674,0,0,0,0,0,35.506262,108.5554,14.61618,0,0,0,0,44.377171,132.16472,19.556481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,275.46525,0,0,0,0,0,0,0,0,0,0,0.80103229,0,0,0,0,0,35.504292,108.54937,14.615369,0,0,0,0,44.374709,132.15738,19.555396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,275.44996,0,0,0,0,0,0,0,0,0,0,0.80098784,0,0,0,0,0,35.502322,108.54335,14.614558,0,0,0,0,44.372246,132.15005,19.554311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,275.43468,0,0,0,0,0,0,0,0,0,0,0.80094339,0,0,0,0,0,35.500352,108.53732,14.613747,0,0,0,0,44.369784,132.14272,19.553225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,275.41939,0,0,0,0,0,0,0,0,0,0,0.80089894,0,0,0,0,0,35.498382,108.5313,14.612936,0,0,0,0,44.367322,132.13538,19.55214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,275.4041,0,0,0,0,0,0,0,0,0,0,0.80085449,0,0,0,0,0,35.496411,108.52528,14.612125,0,0,0,0,44.364859,132.12805,19.551055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,275.38882,0,0,0,0,0,0,0,0,0,0,0.80081004,0,0,0,0,0,35.494441,108.51925,14.611314,0,0,0,0,44.362397,132.12072,19.54997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,275.37353,0,0,0,0,0,0,0,0,0,0,0.80076559,0,0,0,0,0,35.492471,108.51323,14.610503,0,0,0,0,44.359934,132.11338,19.548885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,275.35825,0,0,0,0,0,0,0,0,0,0,0.80072114,0,0,0,0,0,35.490501,108.50721,14.609692,0,0,0,0,44.357472,132.10605,19.5478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,275.34296,0,0,0,0,0,0,0,0,0,0,0.80067669,0,0,0,0,0,35.488531,108.50118,14.608881,0,0,0,0,44.355009,132.09872,19.546714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,275.32767,0,0,0,0,0,0,0,0,0,0,0.80063224,0,0,0,0,0,35.486561,108.49516,14.60807,0,0,0,0,44.352547,132.09138,19.545629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,275.31239,0,0,0,0,0,0,0,0,0,0,0.80058779,0,0,0,0,0,35.48459,108.48914,14.607259,0,0,0,0,44.350085,132.08405,19.544544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,275.2971,0,0,0,0,0,0,0,0,0,0,0.80054333,0,0,0,0,0,35.48262,108.48311,14.606448,0,0,0,0,44.347622,132.07671,19.543459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,275.28182,0,0,0,0,0,0,0,0,0,0,0.80049888,0,0,0,0,0,35.48065,108.47709,14.605637,0,0,0,0,44.34516,132.06938,19.542374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,275.26653,0,0,0,0,0,0,0,0,0,0,0.80045443,0,0,0,0,0,35.47868,108.47106,14.604826,0,0,0,0,44.342697,132.06205,19.541289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,275.25124,0,0,0,0,0,0,0,0,0,0,0.80040998,0,0,0,0,0,35.47671,108.46504,14.604014,0,0,0,0,44.340235,132.05471,19.540203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,275.23596,0,0,0,0,0,0,0,0,0,0,0.80036553,0,0,0,0,0,35.474739,108.45902,14.603203,0,0,0,0,44.337772,132.04738,19.539118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,275.22067,0,0,0,0,0,0,0,0,0,0,0.80032108,0,0,0,0,0,35.472769,108.45299,14.602392,0,0,0,0,44.33531,132.04005,19.538033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
