Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa)
3151,266.79244,0,0,0,0,0,0,0,0,0,0,0.77581241,0,0,0,0,0,34.386467,105.13178,14.155215,0,0,0,0,42.977606,127.99651,18.939709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,266.79272,0,0,0,0,0,0,0,0,0,0,0.77581323,0,0,0,0,0,34.386504,105.13189,14.15523,0,0,0,0,42.977651,127.99665,18.939729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,266.793,0,0,0,0,0,0,0,0,0,0,0.77581405,0,0,0,0,0,34.38654,105.132,14.155245,0,0,0,0,42.977697,127.99678,18.939749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,266.79329,0,0,0,0,0,0,0,0,0,0,0.77581488,0,0,0,0,0,34.386576,105.13211,14.15526,0,0,0,0,42.977742,127.99692,18.939769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,266.79357,0,0,0,0,0,0,0,0,0,0,0.7758157,0,0,0,0,0,34.386613,105.13222,14.155275,0,0,0,0,42.977788,127.99705,18.939789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,266.79385,0,0,0,0,0,0,0,0,0,0,0.77581652,0,0,0,0,0,34.386649,105.13234,14.15529,0,0,0,0,42.977833,127.99719,18.93981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,266.79413,0,0,0,0,0,0,0,0,0,0,0.77581734,0,0,0,0,0,34.386686,105.13245,14.155305,0,0,0,0,42.977879,127.99732,18.93983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,266.79442,0,0,0,0,0,0,0,0,0,0,0.77581816,0,0,0,0,0,34.386722,105.13256,14.15532,0,0,0,0,42.977924,127.99746,18.93985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,266.7947,0,0,0,0,0,0,0,0,0,0,0.77581898,0,0,0,0,0,34.386758,105.13267,14.155335,0,0,0,0,42.97797,127.9976,18.93987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,266.79498,0,0,0,0,0,0,0,0,0,0,0.77581981,0,0,0,0,0,34.386795,105.13278,14.15535,0,0,0,0,42.978015,127.99773,18.93989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,266.79526,0,0,0,0,0,0,0,0,0,0,0.77582063,0,0,0,0,0,34.386831,105.13289,14.155365,0,0,0,0,42.978061,127.99787,18.93991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,266.79555,0,0,0,0,0,0,0,0,0,0,0.77582145,0,0,0,0,0,34.386868,105.133,14.15538,0,0,0,0,42.978106,127.998,18.93993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,266.79583,0,0,0,0,0,0,0,0,0,0,0.77582227,0,0,0,0,0,34.386904,105.13311,14.155395,0,0,0,0,42.978152,127.99814,18.93995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,266.79611,0,0,0,0,0,0,0,0,0,0,0.77582309,0,0,0,0,0,34.386941,105.13323,14.15541,0,0,0,0,42.978197,127.99827,18.93997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,266.79639,0,0,0,0,0,0,0,0,0,0,0.77582391,0,0,0,0,0,34.386977,105.13334,14.155425,0,0,0,0,42.978243,127.99841,18.93999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,266.79668,0,0,0,0,0,0,0,0,0,0,0.77582473,0,0,0,0,0,34.387013,105.13345,14.15544,0,0,0,0,42.978288,127.99854,18.94001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,266.79696,0,0,0,0,0,0,0,0,0,0,0.77582556,0,0,0,0,0,34.38705,105.13356,14.155455,0,0,0,0,42.978334,127.99868,18.94003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,266.79724,0,0,0,0,0,0,0,0,0,0,0.77582638,0,0,0,0,0,34.387086,105.13367,14.15547,0,0,0,0,42.978379,127.99882,18.94005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,266.79752,0,0,0,0,0,0,0,0,0,0,0.7758272,0,0,0,0,0,34.387123,105.13378,14.155485,0,0,0,0,42.978425,127.99895,18.94007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,266.79781,0,0,0,0,0,0,0,0,0,0,0.77582802,0,0,0,0,0,34.387159,105.13389,14.1555,0,0,0,0,42.97847,127.99909,18.94009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,266.79809,0,0,0,0,0,0,0,0,0,0,0.77582884,0,0,0,0,0,34.387195,105.13401,14.155515,0,0,0,0,42.978516,127.99922,18.94011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,266.79837,0,0,0,0,0,0,0,0,0,0,0.77582966,0,0,0,0,0,34.387232,105.13412,14.15553,0,0,0,0,42.978561,127.99936,18.94013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,266.79865,0,0,0,0,0,0,0,0,0,0,0.77583048,0,0,0,0,0,34.387268,105.13423,14.155545,0,0,0,0,42.978607,127.99949,18.94015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,266.79894,0,0,0,0,0,0,0,0,0,0,0.77583131,0,0,0,0,0,34.387305,105.13434,14.15556,0,0,0,0,42.978652,127.99963,18.940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,266.79922,0,0,0,0,0,0,0,0,0,0,0.77583213,0,0,0,0,0,34.387341,105.13445,14.155575,0,0,0,0,42.978698,127.99976,18.940191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,266.7995,0,0,0,0,0,0,0,0,0,0,0.77583295,0,0,0,0,0,34.387377,105.13456,14.15559,0,0,0,0,42.978743,127.9999,18.940211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,266.79978,0,0,0,0,0,0,0,0,0,0,0.77583377,0,0,0,0,0,34.387414,105.13467,14.155605,0,0,0,0,42.978789,128.00004,18.940231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,266.80007,0,0,0,0,0,0,0,0,0,0,0.77583459,0,0,0,0,0,34.38745,105.13478,14.15562,0,0,0,0,42.978834,128.00017,18.940251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,266.80035,0,0,0,0,0,0,0,0,0,0,0.77583541,0,0,0,0,0,34.387487,105.1349,14.155635,0,0,0,0,42.97888,128.00031,18.940271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,266.80063,0,0,0,0,0,0,0,0,0,0,0.77583623,0,0,0,0,0,34.387523,105.13501,14.15565,0,0,0,0,42.978925,128.00044,18.940291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,266.80091,0,0,0,0,0,0,0,0,0,0,0.77583706,0,0,0,0,0,34.387559,105.13512,14.155665,0,0,0,0,42.978971,128.00058,18.940311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,266.8012,0,0,0,0,0,0,0,0,0,0,0.77583788,0,0,0,0,0,34.387596,105.13523,14.15568,0,0,0,0,42.979016,128.00071,18.940331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,266.80148,0,0,0,0,0,0,0,0,0,0,0.7758387,0,0,0,0,0,34.387632,105.13534,14.155695,0,0,0,0,42.979062,128.00085,18.940351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,266.80176,0,0,0,0,0,0,0,0,0,0,0.77583952,0,0,0,0,0,34.387669,105.13545,14.15571,0,0,0,0,42.979107,128.00098,18.940371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,266.80204,0,0,0,0,0,0,0,0,0,0,0.77584034,0,0,0,0,0,34.387705,105.13556,14.155725,0,0,0,0,42.979153,128.00112,18.940391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,266.80233,0,0,0,0,0,0,0,0,0,0,0.77584116,0,0,0,0,0,34.387742,105.13567,14.15574,0,0,0,0,42.979198,128.00126,18.940411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,266.80261,0,0,0,0,0,0,0,0,0,0,0.77584198,0,0,0,0,0,34.387778,105.13579,14.155755,0,0,0,0,42.979244,128.00139,18.940431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,266.80472,0,0,0,0,0,0,0,0,0,0,0.77584813,0,0,0,0,0,34.38805,105.13662,14.155867,0,0,0,0,42.979584,128.0024,18.940581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,266.80683,0,0,0,0,0,0,0,0,0,0,0.77585427,0,0,0,0,0,34.388322,105.13745,14.155979,0,0,0,0,42.979924,128.00342,18.940731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,266.80894,0,0,0,0,0,0,0,0,0,0,0.77586041,0,0,0,0,0,34.388594,105.13828,14.156091,0,0,0,0,42.980264,128.00443,18.940881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,266.81105,0,0,0,0,0,0,0,0,0,0,0.77586655,0,0,0,0,0,34.388867,105.13911,14.156203,0,0,0,0,42.980605,128.00544,18.941031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,266.81317,0,0,0,0,0,0,0,0,0,0,0.77587269,0,0,0,0,0,34.389139,105.13995,14.156315,0,0,0,0,42.980945,128.00646,18.941181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,266.81528,0,0,0,0,0,0,0,0,0,0,0.77587883,0,0,0,0,0,34.389411,105.14078,14.156427,0,0,0,0,42.981285,128.00747,18.941331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,266.81739,0,0,0,0,0,0,0,0,0,0,0.77588497,0,0,0,0,0,34.389683,105.14161,14.156539,0,0,0,0,42.981625,128.00848,18.941481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,266.8195,0,0,0,0,0,0,0,0,0,0,0.77589111,0,0,0,0,0,34.389955,105.14244,14.156651,0,0,0,0,42.981965,128.0095,18.94163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,266.82161,0,0,0,0,0,0,0,0,0,0,0.77589725,0,0,0,0,0,34.390227,105.14328,14.156763,0,0,0,0,42.982305,128.01051,18.94178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,266.82372,0,0,0,0,0,0,0,0,0,0,0.77590339,0,0,0,0,0,34.3905,105.14411,14.156875,0,0,0,0,42.982645,128.01152,18.94193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,266.82584,0,0,0,0,0,0,0,0,0,0,0.77590953,0,0,0,0,0,34.390772,105.14494,14.156987,0,0,0,0,42.982986,128.01253,18.94208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,266.82795,0,0,0,0,0,0,0,0,0,0,0.77591567,0,0,0,0,0,34.391044,105.14577,14.157099,0,0,0,0,42.983326,128.01355,18.94223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,266.83006,0,0,0,0,0,0,0,0,0,0,0.77592181,0,0,0,0,0,34.391316,105.1466,14.157211,0,0,0,0,42.983666,128.01456,18.94238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,266.83217,0,0,0,0,0,0,0,0,0,0,0.77592795,0,0,0,0,0,34.391588,105.14744,14.157323,0,0,0,0,42.984006,128.01557,18.94253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,266.83428,0,0,0,0,0,0,0,0,0,0,0.77593409,0,0,0,0,0,34.39186,105.14827,14.157436,0,0,0,0,42.984346,128.01659,18.94268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,266.83639,0,0,0,0,0,0,0,0,0,0,0.77594023,0,0,0,0,0,34.392133,105.1491,14.157548,0,0,0,0,42.984686,128.0176,18.94283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,266.83851,0,0,0,0,0,0,0,0,0,0,0.77594637,0,0,0,0,0,34.392405,105.14993,14.15766,0,0,0,0,42.985027,128.01861,18.94298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,266.84062,0,0,0,0,0,0,0,0,0,0,0.77595251,0,0,0,0,0,34.392677,105.15076,14.157772,0,0,0,0,42.985367,128.01963,18.94313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,266.84273,0,0,0,0,0,0,0,0,0,0,0.77595865,0,0,0,0,0,34.392949,105.1516,14.157884,0,0,0,0,42.985707,128.02064,18.943279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,266.84484,0,0,0,0,0,0,0,0,0,0,0.77596479,0,0,0,0,0,34.393221,105.15243,14.157996,0,0,0,0,42.986047,128.02165,18.943429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,266.84695,0,0,0,0,0,0,0,0,0,0,0.77597093,0,0,0,0,0,34.393493,105.15326,14.158108,0,0,0,0,42.986387,128.02267,18.943579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,266.84906,0,0,0,0,0,0,0,0,0,0,0.77597707,0,0,0,0,0,34.393766,105.15409,14.15822,0,0,0,0,42.986727,128.02368,18.943729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,266.85118,0,0,0,0,0,0,0,0,0,0,0.77598321,0,0,0,0,0,34.394038,105.15492,14.158332,0,0,0,0,42.987068,128.02469,18.943879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,266.85329,0,0,0,0,0,0,0,0,0,0,0.77598936,0,0,0,0,0,34.39431,105.15576,14.158444,0,0,0,0,42.987408,128.0257,18.944029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,266.8554,0,0,0,0,0,0,0,0,0,0,0.7759955,0,0,0,0,0,34.394582,105.15659,14.158556,0,0,0,0,42.987748,128.02672,18.944179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,266.85751,0,0,0,0,0,0,0,0,0,0,0.77600164,0,0,0,0,0,34.394854,105.15742,14.158668,0,0,0,0,42.988088,128.02773,18.944329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,266.85962,0,0,0,0,0,0,0,0,0,0,0.77600778,0,0,0,0,0,34.395126,105.15825,14.15878,0,0,0,0,42.988428,128.02874,18.944479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,266.86173,0,0,0,0,0,0,0,0,0,0,0.77601392,0,0,0,0,0,34.395399,105.15908,14.158892,0,0,0,0,42.988768,128.02976,18.944629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,266.86385,0,0,0,0,0,0,0,0,0,0,0.77602006,0,0,0,0,0,34.395671,105.15992,14.159004,0,0,0,0,42.989109,128.03077,18.944778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,266.86596,0,0,0,0,0,0,0,0,0,0,0.7760262,0,0,0,0,0,34.395943,105.16075,14.159116,0,0,0,0,42.989449,128.03178,18.944928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,266.86807,0,0,0,0,0,0,0,0,0,0,0.77603234,0,0,0,0,0,34.396215,105.16158,14.159228,0,0,0,0,42.989789,128.0328,18.945078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,266.87018,0,0,0,0,0,0,0,0,0,0,0.77603848,0,0,0,0,0,34.396487,105.16241,14.15934,0,0,0,0,42.990129,128.03381,18.945228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,266.87229,0,0,0,0,0,0,0,0,0,0,0.77604462,0,0,0,0,0,34.396759,105.16325,14.159452,0,0,0,0,42.990469,128.03482,18.945378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,266.8744,0,0,0,0,0,0,0,0,0,0,0.77605076,0,0,0,0,0,34.397032,105.16408,14.159564,0,0,0,0,42.990809,128.03584,18.945528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,266.87651,0,0,0,0,0,0,0,0,0,0,0.7760569,0,0,0,0,0,34.397304,105.16491,14.159676,0,0,0,0,42.99115,128.03685,18.945678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,266.87863,0,0,0,0,0,0,0,0,0,0,0.77606304,0,0,0,0,0,34.397576,105.16574,14.159788,0,0,0,0,42.99149,128.03786,18.945828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3224,266.88074,0,0,0,0,0,0,0,0,0,0,0.77606918,0,0,0,0,0,34.397848,105.16657,14.1599,0,0,0,0,42.99183,128.03887,18.945978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3225,266.88285,0,0,0,0,0,0,0,0,0,0,0.77607532,0,0,0,0,0,34.39812,105.16741,14.160012,0,0,0,0,42.99217,128.03989,18.946128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,266.88496,0,0,0,0,0,0,0,0,0,0,0.77608146,0,0,0,0,0,34.398392,105.16824,14.160124,0,0,0,0,42.99251,128.0409,18.946278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,266.88707,0,0,0,0,0,0,0,0,0,0,0.7760876,0,0,0,0,0,34.398664,105.16907,14.160236,0,0,0,0,42.99285,128.04191,18.946427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,266.88918,0,0,0,0,0,0,0,0,0,0,0.77609374,0,0,0,0,0,34.398937,105.1699,14.160348,0,0,0,0,42.99319,128.04293,18.946577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,266.8913,0,0,0,0,0,0,0,0,0,0,0.77609988,0,0,0,0,0,34.399209,105.17073,14.16046,0,0,0,0,42.993531,128.04394,18.946727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,266.89341,0,0,0,0,0,0,0,0,0,0,0.77610602,0,0,0,0,0,34.399481,105.17157,14.160573,0,0,0,0,42.993871,128.04495,18.946877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,266.89552,0,0,0,0,0,0,0,0,0,0,0.77611216,0,0,0,0,0,34.399753,105.1724,14.160685,0,0,0,0,42.994211,128.04597,18.947027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,266.89763,0,0,0,0,0,0,0,0,0,0,0.7761183,0,0,0,0,0,34.400025,105.17323,14.160797,0,0,0,0,42.994551,128.04698,18.947177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,266.89974,0,0,0,0,0,0,0,0,0,0,0.77612444,0,0,0,0,0,34.400297,105.17406,14.160909,0,0,0,0,42.994891,128.04799,18.947327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,266.90185,0,0,0,0,0,0,0,0,0,0,0.77613059,0,0,0,0,0,34.40057,105.17489,14.161021,0,0,0,0,42.995231,128.04901,18.947477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3235,266.90397,0,0,0,0,0,0,0,0,0,0,0.77613673,0,0,0,0,0,34.400842,105.17573,14.161133,0,0,0,0,42.995572,128.05002,18.947627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3236,266.90608,0,0,0,0,0,0,0,0,0,0,0.77614287,0,0,0,0,0,34.401114,105.17656,14.161245,0,0,0,0,42.995912,128.05103,18.947777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,266.90819,0,0,0,0,0,0,0,0,0,0,0.77614901,0,0,0,0,0,34.401386,105.17739,14.161357,0,0,0,0,42.996252,128.05204,18.947926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3238,266.9103,0,0,0,0,0,0,0,0,0,0,0.77615515,0,0,0,0,0,34.401658,105.17822,14.161469,0,0,0,0,42.996592,128.05306,18.948076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,266.91241,0,0,0,0,0,0,0,0,0,0,0.77616129,0,0,0,0,0,34.40193,105.17906,14.161581,0,0,0,0,42.996932,128.05407,18.948226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,266.91452,0,0,0,0,0,0,0,0,0,0,0.77616743,0,0,0,0,0,34.402203,105.17989,14.161693,0,0,0,0,42.997272,128.05508,18.948376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,266.91664,0,0,0,0,0,0,0,0,0,0,0.77617357,0,0,0,0,0,34.402475,105.18072,14.161805,0,0,0,0,42.997613,128.0561,18.948526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3242,266.91875,0,0,0,0,0,0,0,0,0,0,0.77617971,0,0,0,0,0,34.402747,105.18155,14.161917,0,0,0,0,42.997953,128.05711,18.948676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,266.92086,0,0,0,0,0,0,0,0,0,0,0.77618585,0,0,0,0,0,34.403019,105.18238,14.162029,0,0,0,0,42.998293,128.05812,18.948826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3244,266.92297,0,0,0,0,0,0,0,0,0,0,0.77619199,0,0,0,0,0,34.403291,105.18322,14.162141,0,0,0,0,42.998633,128.05914,18.948976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3245,266.92508,0,0,0,0,0,0,0,0,0,0,0.77619813,0,0,0,0,0,34.403563,105.18405,14.162253,0,0,0,0,42.998973,128.06015,18.949126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,266.92719,0,0,0,0,0,0,0,0,0,0,0.77620427,0,0,0,0,0,34.403836,105.18488,14.162365,0,0,0,0,42.999313,128.06116,18.949276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,266.92931,0,0,0,0,0,0,0,0,0,0,0.77621041,0,0,0,0,0,34.404108,105.18571,14.162477,0,0,0,0,42.999654,128.06218,18.949426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3248,266.93142,0,0,0,0,0,0,0,0,0,0,0.77621655,0,0,0,0,0,34.40438,105.18654,14.162589,0,0,0,0,42.999994,128.06319,18.949575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3249,266.93353,0,0,0,0,0,0,0,0,0,0,0.77622269,0,0,0,0,0,34.404652,105.18738,14.162701,0,0,0,0,43.000334,128.0642,18.949725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3250,266.93564,0,0,0,0,0,0,0,0,0,0,0.77622883,0,0,0,0,0,34.404924,105.18821,14.162813,0,0,0,0,43.000674,128.06521,18.949875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,266.93775,0,0,0,0,0,0,0,0,0,0,0.77623497,0,0,0,0,0,34.405196,105.18904,14.162925,0,0,0,0,43.001014,128.06623,18.950025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,266.93986,0,0,0,0,0,0,0,0,0,0,0.77624111,0,0,0,0,0,34.405469,105.18987,14.163037,0,0,0,0,43.001354,128.06724,18.950175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3253,266.94198,0,0,0,0,0,0,0,0,0,0,0.77624725,0,0,0,0,0,34.405741,105.1907,14.163149,0,0,0,0,43.001694,128.06825,18.950325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254,266.94409,0,0,0,0,0,0,0,0,0,0,0.77625339,0,0,0,0,0,34.406013,105.19154,14.163261,0,0,0,0,43.002035,128.06927,18.950475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3255,266.9462,0,0,0,0,0,0,0,0,0,0,0.77625953,0,0,0,0,0,34.406285,105.19237,14.163373,0,0,0,0,43.002375,128.07028,18.950625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,266.94831,0,0,0,0,0,0,0,0,0,0,0.77626567,0,0,0,0,0,34.406557,105.1932,14.163485,0,0,0,0,43.002715,128.07129,18.950775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3257,266.95042,0,0,0,0,0,0,0,0,0,0,0.77627182,0,0,0,0,0,34.406829,105.19403,14.163598,0,0,0,0,43.003055,128.07231,18.950925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3258,266.95253,0,0,0,0,0,0,0,0,0,0,0.77627796,0,0,0,0,0,34.407102,105.19487,14.16371,0,0,0,0,43.003395,128.07332,18.951074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3259,266.95464,0,0,0,0,0,0,0,0,0,0,0.7762841,0,0,0,0,0,34.407374,105.1957,14.163822,0,0,0,0,43.003735,128.07433,18.951224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260,266.95676,0,0,0,0,0,0,0,0,0,0,0.77629024,0,0,0,0,0,34.407646,105.19653,14.163934,0,0,0,0,43.004076,128.07535,18.951374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3261,266.95887,0,0,0,0,0,0,0,0,0,0,0.77629638,0,0,0,0,0,34.407918,105.19736,14.164046,0,0,0,0,43.004416,128.07636,18.951524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3262,266.96098,0,0,0,0,0,0,0,0,0,0,0.77630252,0,0,0,0,0,34.40819,105.19819,14.164158,0,0,0,0,43.004756,128.07737,18.951674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3263,266.96309,0,0,0,0,0,0,0,0,0,0,0.77630866,0,0,0,0,0,34.408462,105.19903,14.16427,0,0,0,0,43.005096,128.07838,18.951824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3264,266.9652,0,0,0,0,0,0,0,0,0,0,0.7763148,0,0,0,0,0,34.408735,105.19986,14.164382,0,0,0,0,43.005436,128.0794,18.951974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3265,266.96731,0,0,0,0,0,0,0,0,0,0,0.77632094,0,0,0,0,0,34.409007,105.20069,14.164494,0,0,0,0,43.005776,128.08041,18.952124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3266,266.96943,0,0,0,0,0,0,0,0,0,0,0.77632708,0,0,0,0,0,34.409279,105.20152,14.164606,0,0,0,0,43.006117,128.08142,18.952274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,266.97154,0,0,0,0,0,0,0,0,0,0,0.77633322,0,0,0,0,0,34.409551,105.20235,14.164718,0,0,0,0,43.006457,128.08244,18.952424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,266.97365,0,0,0,0,0,0,0,0,0,0,0.77633936,0,0,0,0,0,34.409823,105.20319,14.16483,0,0,0,0,43.006797,128.08345,18.952574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3269,266.97576,0,0,0,0,0,0,0,0,0,0,0.7763455,0,0,0,0,0,34.410095,105.20402,14.164942,0,0,0,0,43.007137,128.08446,18.952723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3270,266.97787,0,0,0,0,0,0,0,0,0,0,0.77635164,0,0,0,0,0,34.410368,105.20485,14.165054,0,0,0,0,43.007477,128.08548,18.952873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,266.97998,0,0,0,0,0,0,0,0,0,0,0.77635778,0,0,0,0,0,34.41064,105.20568,14.165166,0,0,0,0,43.007817,128.08649,18.953023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272,266.9821,0,0,0,0,0,0,0,0,0,0,0.77636392,0,0,0,0,0,34.410912,105.20651,14.165278,0,0,0,0,43.008158,128.0875,18.953173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
