Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa),Coord 120 Stress (kPa),Coord 121 Stress (kPa),Coord 122 Stress (kPa),Coord 123 Stress (kPa)
559,211.94897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8726995,11.076188,17.514142,9.6406672,0.25380575,0,0,0,0,11.550567,0,0,0,0,2.4784311,0.7255288,34.791166,95.115537,54.703642,13.0356,0.049023776,0,0,0,0,0,0,0,0,0,21.586004,76.039628,187.76839,88.957395,20.895112,1.8077605,0,0,0,0,0,0,0,0,12.436483,36.113198,21.839565,2.5880239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,212.53158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8778473,11.106635,17.562286,9.6671679,0.25450343,0,0,0,0,11.582318,0,0,0,0,2.4852439,0.72752317,34.886801,95.376995,54.854014,13.071433,0.049158535,0,0,0,0,0,0,0,0,0,21.64534,76.248649,188.28453,89.201925,20.952549,1.8127297,0,0,0,0,0,0,0,0,12.470669,36.212468,21.899599,2.595138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,213.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.882995,11.137082,17.61043,9.6936687,0.2552011,0,0,0,0,11.614069,0,0,0,0,2.4920568,0.72951754,34.982437,95.638453,55.004386,13.107266,0.049293293,0,0,0,0,0,0,0,0,0,21.704677,76.45767,188.80068,89.446456,21.009987,1.817699,0,0,0,0,0,0,0,0,12.504855,36.311738,21.959632,2.6022521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,213.69681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8881428,11.167529,17.658573,9.7201694,0.25589877,0,0,0,0,11.645819,0,0,0,0,2.4988696,0.7315119,35.078073,95.899911,55.154758,13.143099,0.049428052,0,0,0,0,0,0,0,0,0,21.764013,76.666692,189.31683,89.690986,21.067424,1.8226683,0,0,0,0,0,0,0,0,12.539041,36.411007,22.019666,2.6093662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,214.27943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8932906,11.197975,17.706717,9.7466701,0.25659645,0,0,0,0,11.67757,0,0,0,0,2.5056824,0.73350627,35.173708,96.161369,55.30513,13.178932,0.049562811,0,0,0,0,0,0,0,0,0,21.82335,76.875713,189.83297,89.935516,21.124862,1.8276375,0,0,0,0,0,0,0,0,12.573227,36.510277,22.0797,2.6164803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,214.86204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8984383,11.228422,17.754861,9.7731708,0.25729412,0,0,0,0,11.709321,0,0,0,0,2.5124952,0.73550064,35.269344,96.422827,55.455502,13.214764,0.04969757,0,0,0,0,0,0,0,0,0,21.882687,77.084734,190.34912,90.180047,21.182299,1.8326068,0,0,0,0,0,0,0,0,12.607413,36.609547,22.139733,2.6235944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,215.44466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9035861,11.258869,17.803004,9.7996715,0.25799179,0,0,0,0,11.741072,0,0,0,0,2.5193081,0.73749501,35.364979,96.684285,55.605873,13.250597,0.049832329,0,0,0,0,0,0,0,0,0,21.942023,77.293756,190.86527,90.424577,21.239736,1.837576,0,0,0,0,0,0,0,0,12.641599,36.708816,22.199767,2.6307084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,216.02727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9087339,11.289316,17.851148,9.8261723,0.25868947,0,0,0,0,11.772822,0,0,0,0,2.5261209,0.73948938,35.460615,96.945743,55.756245,13.28643,0.049967088,0,0,0,0,0,0,0,0,0,22.00136,77.502777,191.38141,90.669107,21.297174,1.8425453,0,0,0,0,0,0,0,0,12.675785,36.808086,22.259801,2.6378225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,216.60989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9138816,11.319762,17.899292,9.852673,0.25938714,0,0,0,0,11.804573,0,0,0,0,2.5329337,0.74148374,35.556251,97.207201,55.906617,13.322263,0.050101847,0,0,0,0,0,0,0,0,0,22.060697,77.711798,191.89756,90.913637,21.354611,1.8475145,0,0,0,0,0,0,0,0,12.709971,36.907356,22.319834,2.6449366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,217.19251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9190294,11.350209,17.947436,9.8791737,0.26008481,0,0,0,0,11.836324,0,0,0,0,2.5397466,0.74347811,35.651886,97.468659,56.056989,13.358096,0.050236606,0,0,0,0,0,0,0,0,0,22.120033,77.92082,192.41371,91.158168,21.412049,1.8524838,0,0,0,0,0,0,0,0,12.744157,37.006625,22.379868,2.6520507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,217.77512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9241772,11.380656,17.995579,9.9056744,0.26078249,0,0,0,0,11.868075,0,0,0,0,2.5465594,0.74547248,35.747522,97.730118,56.207361,13.393929,0.050371365,0,0,0,0,0,0,0,0,0,22.17937,78.129841,192.92985,91.402698,21.469486,1.8574531,0,0,0,0,0,0,0,0,12.778343,37.105895,22.439901,2.6591648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,218.35774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9293249,11.411103,18.043723,9.9321752,0.26148016,0,0,0,0,11.899825,0,0,0,0,2.5533722,0.74746685,35.843158,97.991576,56.357733,13.429762,0.050506123,0,0,0,0,0,0,0,0,0,22.238707,78.338862,193.446,91.647228,21.526924,1.8624223,0,0,0,0,0,0,0,0,12.812529,37.205165,22.499935,2.6662789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,218.94035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9344727,11.441549,18.091867,9.9586759,0.26217783,0,0,0,0,11.931576,0,0,0,0,2.5601851,0.74946122,35.938793,98.253034,56.508105,13.465595,0.050640882,0,0,0,0,0,0,0,0,0,22.298043,78.547884,193.96215,91.891759,21.584361,1.8673916,0,0,0,0,0,0,0,0,12.846715,37.304434,22.559969,2.6733929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,219.52297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9396205,11.471996,18.14001,9.9851766,0.26287551,0,0,0,0,11.963327,0,0,0,0,2.5669979,0.75145558,36.034429,98.514492,56.658477,13.501427,0.050775641,0,0,0,0,0,0,0,0,0,22.35738,78.756905,194.47829,92.136289,21.641799,1.8723608,0,0,0,0,0,0,0,0,12.880901,37.403704,22.620002,2.680507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,220.10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9447682,11.502443,18.188154,10.011677,0.26357318,0,0,0,0,11.995078,0,0,0,0,2.5738107,0.75344995,36.130064,98.77595,56.808849,13.53726,0.0509104,0,0,0,0,0,0,0,0,0,22.416716,78.965926,194.99444,92.380819,21.699236,1.8773301,0,0,0,0,0,0,0,0,12.915087,37.502974,22.680036,2.6876211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,220.6882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949916,11.53289,18.236298,10.038178,0.26427085,0,0,0,0,12.026828,0,0,0,0,2.5806235,0.75544432,36.2257,99.037408,56.959221,13.573093,0.051045159,0,0,0,0,0,0,0,0,0,22.476053,79.174948,195.51059,92.62535,21.756674,1.8822994,0,0,0,0,0,0,0,0,12.949273,37.602243,22.74007,2.6947352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,221.27081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9550638,11.563336,18.284442,10.064679,0.26496853,0,0,0,0,12.058579,0,0,0,0,2.5874364,0.75743869,36.321336,99.298866,57.109593,13.608926,0.051179918,0,0,0,0,0,0,0,0,0,22.53539,79.383969,196.02673,92.86988,21.814111,1.8872686,0,0,0,0,0,0,0,0,12.983459,37.701513,22.800103,2.7018493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,221.85343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9602115,11.593783,18.332585,10.09118,0.2656662,0,0,0,0,12.09033,0,0,0,0,2.5942492,0.75943306,36.416971,99.560324,57.259965,13.644759,0.051314677,0,0,0,0,0,0,0,0,0,22.594726,79.59299,196.54288,93.11441,21.871549,1.8922379,0,0,0,0,0,0,0,0,13.017645,37.800783,22.860137,2.7089634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,222.43604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9653593,11.62423,18.380729,10.11768,0.26636387,0,0,0,0,12.122081,0,0,0,0,2.601062,0.76142743,36.512607,99.821782,57.410337,13.680592,0.051449436,0,0,0,0,0,0,0,0,0,22.654063,79.802012,197.05903,93.358941,21.928986,1.8972071,0,0,0,0,0,0,0,0,13.051831,37.900052,22.920171,2.7160774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,223.01866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.970507,11.654677,18.428873,10.144181,0.26706155,0,0,0,0,12.153831,0,0,0,0,2.6078749,0.76342179,36.608242,100.08324,57.560709,13.716425,0.051584195,0,0,0,0,0,0,0,0,0,22.7134,80.011033,197.57517,93.603471,21.986424,1.9021764,0,0,0,0,0,0,0,0,13.086017,37.999322,22.980204,2.7231915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,223.60127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9756548,11.685123,18.477016,10.170682,0.26775922,0,0,0,0,12.185582,0,0,0,0,2.6146877,0.76541616,36.703878,100.3447,57.711081,13.752258,0.051718953,0,0,0,0,0,0,0,0,0,22.772736,80.220055,198.09132,93.848001,22.043861,1.9071456,0,0,0,0,0,0,0,0,13.120203,38.098592,23.040238,2.7303056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,224.18389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9808026,11.71557,18.52516,10.197182,0.26845689,0,0,0,0,12.217333,0,0,0,0,2.6215005,0.76741053,36.799514,100.60616,57.861453,13.78809,0.051853712,0,0,0,0,0,0,0,0,0,22.832073,80.429076,198.60747,94.092532,22.101299,1.9121149,0,0,0,0,0,0,0,0,13.154389,38.197861,23.100271,2.7374197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,224.76651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9859503,11.746017,18.573304,10.223683,0.26915457,0,0,0,0,12.249084,0,0,0,0,2.6283133,0.7694049,36.895149,100.86761,58.011825,13.823923,0.051988471,0,0,0,0,0,0,0,0,0,22.89141,80.638097,199.12361,94.337062,22.158736,1.9170842,0,0,0,0,0,0,0,0,13.188575,38.297131,23.160305,2.7445338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,225.34912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9910981,11.776464,18.621448,10.250184,0.26985224,0,0,0,0,12.280834,0,0,0,0,2.6351262,0.77139927,36.990785,101.12907,58.162197,13.859756,0.05212323,0,0,0,0,0,0,0,0,0,22.950746,80.847119,199.63976,94.581592,22.216174,1.9220534,0,0,0,0,0,0,0,0,13.222761,38.396401,23.220339,2.7516479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,225.93174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9962459,11.80691,18.669591,10.276685,0.27054991,0,0,0,0,12.312585,0,0,0,0,2.641939,0.77339363,37.08642,101.39053,58.312569,13.895589,0.052257989,0,0,0,0,0,0,0,0,0,23.010083,81.05614,200.15591,94.826123,22.273611,1.9270227,0,0,0,0,0,0,0,0,13.256947,38.495671,23.280372,2.7587619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,226.51435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0013936,11.837357,18.717735,10.303185,0.27124759,0,0,0,0,12.344336,0,0,0,0,2.6487518,0.775388,37.182056,101.65199,58.462941,13.931422,0.052392748,0,0,0,0,0,0,0,0,0,23.069419,81.265161,200.67205,95.070653,22.331049,1.9319919,0,0,0,0,0,0,0,0,13.291133,38.59494,23.340406,2.765876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,227.09697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0065414,11.867804,18.765879,10.329686,0.27194526,0,0,0,0,12.376087,0,0,0,0,2.6555647,0.77738237,37.277692,101.91345,58.613313,13.967255,0.052527507,0,0,0,0,0,0,0,0,0,23.128756,81.474183,201.1882,95.315183,22.388486,1.9369612,0,0,0,0,0,0,0,0,13.325319,38.69421,23.40044,2.7729901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,227.67958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0116892,11.898251,18.814022,10.356187,0.27264293,0,0,0,0,12.407837,0,0,0,0,2.6623775,0.77937674,37.373327,102.17491,58.763685,14.003088,0.052662266,0,0,0,0,0,0,0,0,0,23.188093,81.683204,201.70435,95.559714,22.445923,1.9419305,0,0,0,0,0,0,0,0,13.359505,38.79348,23.460473,2.7801042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,228.2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0168369,11.928697,18.862166,10.382687,0.27334061,0,0,0,0,12.439588,0,0,0,0,2.6691903,0.78137111,37.468963,102.43636,58.914057,14.038921,0.052797025,0,0,0,0,0,0,0,0,0,23.247429,81.892225,202.22049,95.804244,22.503361,1.9468997,0,0,0,0,0,0,0,0,13.393691,38.892749,23.520507,2.7872183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,228.84481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0219847,11.959144,18.91031,10.409188,0.27403828,0,0,0,0,12.471339,0,0,0,0,2.6760031,0.78336547,37.564599,102.69782,59.064429,14.074753,0.052931783,0,0,0,0,0,0,0,0,0,23.306766,82.101247,202.73664,96.048774,22.560798,1.951869,0,0,0,0,0,0,0,0,13.427877,38.992019,23.580541,2.7943324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,229.42743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0271325,11.989591,18.958453,10.435689,0.27473595,0,0,0,0,12.50309,0,0,0,0,2.682816,0.78535984,37.660234,102.95928,59.214801,14.110586,0.053066542,0,0,0,0,0,0,0,0,0,23.366103,82.310268,203.25279,96.293304,22.618236,1.9568382,0,0,0,0,0,0,0,0,13.462063,39.091289,23.640574,2.8014464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,230.01004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0322802,12.020038,19.006597,10.46219,0.27543363,0,0,0,0,12.53484,0,0,0,0,2.6896288,0.78735421,37.75587,103.22074,59.365173,14.146419,0.053201301,0,0,0,0,0,0,0,0,0,23.425439,82.519289,203.76893,96.537835,22.675673,1.9618075,0,0,0,0,0,0,0,0,13.496249,39.190558,23.700608,2.8085605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,230.59266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.037428,12.050484,19.054741,10.48869,0.2761313,0,0,0,0,12.566591,0,0,0,0,2.6964416,0.78934858,37.851505,103.4822,59.515545,14.182252,0.05333606,0,0,0,0,0,0,0,0,0,23.484776,82.728311,204.28508,96.782365,22.733111,1.9667767,0,0,0,0,0,0,0,0,13.530435,39.289828,23.760641,2.8156746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,231.17527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0425758,12.080931,19.102885,10.515191,0.27682897,0,0,0,0,12.598342,0,0,0,0,2.7032545,0.79134295,37.947141,103.74365,59.665917,14.218085,0.053470819,0,0,0,0,0,0,0,0,0,23.544112,82.937332,204.80123,97.026895,22.790548,1.971746,0,0,0,0,0,0,0,0,13.564621,39.389098,23.820675,2.8227887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,231.75789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0477235,12.111378,19.151028,10.541692,0.27752665,0,0,0,0,12.630093,0,0,0,0,2.7100673,0.79333731,38.042777,104.00511,59.816289,14.253918,0.053605578,0,0,0,0,0,0,0,0,0,23.603449,83.146353,205.31737,97.271426,22.847986,1.9767153,0,0,0,0,0,0,0,0,13.598807,39.488367,23.880709,2.8299028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,232.34046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0528709,12.141822,19.199168,10.568191,0.27822427,0,0,0,0,12.661841,0,0,0,0,2.7168796,0.79533153,38.138405,104.26655,59.966649,14.289748,0.053740327,0,0,0,0,0,0,0,0,0,23.662781,83.355359,205.83348,97.515938,22.905419,1.9816841,0,0,0,0,0,0,0,0,13.63299,39.58763,23.940738,2.8370163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,232.60537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0552115,12.155666,19.221059,10.58024,0.27854149,0,0,0,0,12.676278,0,0,0,0,2.7199773,0.79623835,38.181889,104.38543,60.035022,14.306041,0.0538016,0,0,0,0,0,0,0,0,0,23.689761,83.450398,206.06817,97.627122,22.931535,1.9839436,0,0,0,0,0,0,0,0,13.648534,39.632766,23.968034,2.840251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
