Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa)
38,0.45237413,0,0,0,0,0.0019488283,0.0013915703,0,0,0,0.015012304,0.14956175,0,0,0,0
39,0.52353773,0,0,0,0,0.0022554011,0.0016104802,0,0,0,0.01737391,0.17308951,0,0,0,0
40,0.59470132,0,0,0,0,0.002561974,0.00182939,0,0,0,0.019735516,0.19661728,0,0,0,0
41,0.66586492,0,0,0,0,0.0028685468,0.0020482999,0,0,0,0.022097123,0.22014504,0,0,0,0
42,0.73702851,0,0,0,0,0.0031751197,0.0022672097,0,0,0,0.024458729,0.24367281,0,0,0,0
43,0.80819211,0,0,0,0,0.0034816925,0.0024861195,0,0,0,0.026820335,0.26720057,0,0,0,0
44,0.87935571,0,0,0,0,0.0037882654,0.0027050294,0,0,0,0.029181941,0.29072834,0,0,0,0
45,0.9505193,0,0,0,0,0.0040948382,0.0029239392,0,0,0,0.031543547,0.3142561,0,0,0,0
46,1.0216829,0,0,0,0,0.0044014111,0.0031428491,0,0,0,0.033905153,0.33778387,0,0,0,0
47,1.0928465,0,0,0,0,0.0047079839,0.0033617589,0,0,0,0.03626676,0.36131163,0,0,0,0
48,1.1640101,0,0,0,0,0.0050145568,0.0035806688,0,0,0,0.038628366,0.3848394,0,0,0,0
49,1.2351737,0,0,0,0,0.0053211296,0.0037995786,0,0,0,0.040989972,0.40836716,0,0,0,0
50,1.3063373,0,0,0,0,0.0056277025,0.0040184884,0,0,0,0.043351578,0.43189493,0,0,0,0
51,1.3775009,0,0,0,0,0.0059342753,0.0042373983,0,0,0,0.045713184,0.45542269,0,0,0,0
52,1.4486645,0,0,0,0,0.0062408482,0.0044563081,0,0,0,0.048074791,0.47895045,0,0,0,0
53,1.5198281,0,0,0,0,0.006547421,0.004675218,0,0,0,0.050436397,0.50247822,0,0,0,0
54,1.5909917,0,0,0,0,0.0068539939,0.0048941278,0,0,0,0.052798003,0.52600598,0,0,0,0
55,1.6621553,0,0,0,0,0.0071605667,0.0051130377,0,0,0,0.055159609,0.54953375,0,0,0,0
56,1.7333189,0,0,0,0,0.0074671396,0.0053319475,0,0,0,0.057521215,0.57306151,0,0,0,0
57,1.8044825,0,0,0,0,0.0077737124,0.0055508573,0,0,0,0.059882821,0.59658928,0,0,0,0
58,1.8756461,0,0,0,0,0.0080802853,0.0057697672,0,0,0,0.062244428,0.62011704,0,0,0,0
59,1.9468097,0,0,0,0,0.0083868582,0.005988677,0,0,0,0.064606034,0.64364481,0,0,0,0
60,2.0179732,0,0,0,0,0.008693431,0.0062075869,0,0,0,0.06696764,0.66717257,0,0,0,0
61,2.0891368,0,0,0,0,0.0090000039,0.0064264967,0,0,0,0.069329246,0.69070034,0,0,0,0
62,2.1603004,0,0,0,0,0.0093065767,0.0066454066,0,0,0,0.071690852,0.7142281,0,0,0,0
63,2.231464,0,0,0,0,0.0096131496,0.0068643164,0,0,0,0.074052459,0.73775587,0,0,0,0
64,2.3026276,0,0,0,0,0.0099197224,0.0070832262,0,0,0,0.076414065,0.76128363,0,0,0,0
65,2.3737912,0,0,0,0,0.010226295,0.0073021361,0,0,0,0.078775671,0.78481139,0,0,0,0
66,2.4449548,0,0,0,0,0.010532868,0.0075210459,0,0,0,0.081137277,0.80833916,0,0,0,0
67,2.5161184,0,0,0,0,0.010839441,0.0077399558,0,0,0,0.083498883,0.83186692,0,0,0,0
68,2.587282,0,0,0,0,0.011146014,0.0079588656,0,0,0,0.085860489,0.85539469,0,0,0,0
69,2.6584456,0,0,0,0,0.011452587,0.0081777755,0,0,0,0.088222096,0.87892245,0,0,0,0
70,2.7296092,0,0,0,0,0.01175916,0.0083966853,0,0,0,0.090583702,0.90245022,0,0,0,0
71,2.8007728,0,0,0,0,0.012065732,0.0086155951,0,0,0,0.092945308,0.92597798,0,0,0,0
72,2.8719364,0,0,0,0,0.012372305,0.008834505,0,0,0,0.095306914,0.94950575,0,0,0,0
73,2.9431,0,0,0,0,0.012678878,0.0090534148,0,0,0,0.09766852,0.97303351,0,0,0,0
74,3.0142636,0,0,0,0,0.012985451,0.0092723247,0,0,0,0.10003013,0.99656128,0,0,0,0
75,3.0854272,0,0,0,0,0.013292024,0.0094912345,0,0,0,0.10239173,1.020089,0,0,0,0
76,3.1565908,0,0,0,0,0.013598597,0.0097101444,0,0,0,0.10475334,1.0436168,0,0,0,0
77,3.2277544,0,0,0,0,0.013905169,0.0099290542,0,0,0,0.10711495,1.0671446,0,0,0,0
78,3.298918,0,0,0,0,0.014211742,0.010147964,0,0,0,0.10947655,1.0906723,0,0,0,0
79,3.3700816,0,0,0,0,0.014518315,0.010366874,0,0,0,0.11183816,1.1142001,0,0,0,0
80,3.4412452,0,0,0,0,0.014824888,0.010585784,0,0,0,0.11419976,1.1377279,0,0,0,0
81,3.5124088,0,0,0,0,0.015131461,0.010804694,0,0,0,0.11656137,1.1612556,0,0,0,0
82,3.5835724,0,0,0,0,0.015438034,0.011023603,0,0,0,0.11892298,1.1847834,0,0,0,0
83,3.654736,0,0,0,0,0.015744607,0.011242513,0,0,0,0.12128458,1.2083112,0,0,0,0
84,3.7258996,0,0,0,0,0.016051179,0.011461423,0,0,0,0.12364619,1.2318389,0,0,0,0
85,3.7970632,0,0,0,0,0.016357752,0.011680333,0,0,0,0.12600779,1.2553667,0,0,0,0
86,3.8682268,0,0,0,0,0.016664325,0.011899243,0,0,0,0.1283694,1.2788945,0,0,0,0
87,3.9393903,0,0,0,0,0.016970898,0.012118153,0,0,0,0.13073101,1.3024222,0,0,0,0
88,4.0105539,0,0,0,0,0.017277471,0.012337062,0,0,0,0.13309261,1.32595,0,0,0,0
89,4.0817175,0,0,0,0,0.017584044,0.012555972,0,0,0,0.13545422,1.3494777,0,0,0,0
90,4.1528811,0,0,0,0,0.017890617,0.012774882,0,0,0,0.13781583,1.3730055,0,0,0,0
91,4.2240447,0,0,0,0,0.018197189,0.012993792,0,0,0,0.14017743,1.3965333,0,0,0,0
92,4.2952083,0,0,0,0,0.018503762,0.013212702,0,0,0,0.14253904,1.420061,0,0,0,0
93,4.3663719,0,0,0,0,0.018810335,0.013431612,0,0,0,0.14490064,1.4435888,0,0,0,0
94,4.4375355,0,0,0,0,0.019116908,0.013650522,0,0,0,0.14726225,1.4671166,0,0,0,0
95,4.5086991,0,0,0,0,0.019423481,0.013869431,0,0,0,0.14962386,1.4906443,0,0,0,0
96,4.5798627,0,0,0,0,0.019730054,0.014088341,0,0,0,0.15198546,1.5141721,0,0,0,0
97,4.6510263,0,0,0,0,0.020036627,0.014307251,0,0,0,0.15434707,1.5376999,0,0,0,0
98,4.7221899,0,0,0,0,0.020343199,0.014526161,0,0,0,0.15670867,1.5612276,0,0,0,0
99,4.7933535,0,0,0,0,0.020649772,0.014745071,0,0,0,0.15907028,1.5847554,0,0,0,0
100,4.8645171,0,0,0,0,0.020956345,0.014963981,0,0,0,0.16143189,1.6082832,0,0,0,0
101,4.9356807,0,0,0,0,0.021262918,0.01518289,0,0,0,0.16379349,1.6318109,0,0,0,0
102,5.0068443,0,0,0,0,0.021569491,0.0154018,0,0,0,0.1661551,1.6553387,0,0,0,0
103,5.0780079,0,0,0,0,0.021876064,0.01562071,0,0,0,0.16851671,1.6788664,0,0,0,0
104,5.1491715,0,0,0,0,0.022182637,0.01583962,0,0,0,0.17087831,1.7023942,0,0,0,0
105,5.2203351,0,0,0,0,0.022489209,0.01605853,0,0,0,0.17323992,1.725922,0,0,0,0
106,5.2914987,0,0,0,0,0.022795782,0.01627744,0,0,0,0.17560152,1.7494497,0,0,0,0
107,5.3626623,0,0,0,0,0.023102355,0.016496349,0,0,0,0.17796313,1.7729775,0,0,0,0
108,5.4338259,0,0,0,0,0.023408928,0.016715259,0,0,0,0.18032474,1.7965053,0,0,0,0
109,5.5049895,0,0,0,0,0.023715501,0.016934169,0,0,0,0.18268634,1.820033,0,0,0,0
110,5.5761531,0,0,0,0,0.024022074,0.017153079,0,0,0,0.18504795,1.8435608,0,0,0,0
111,5.6473167,0,0,0,0,0.024328646,0.017371989,0,0,0,0.18740956,1.8670886,0,0,0,0
112,5.7184803,0,0,0,0,0.024635219,0.017590899,0,0,0,0.18977116,1.8906163,0,0,0,0
113,5.7896439,0,0,0,0,0.024941792,0.017809809,0,0,0,0.19213277,1.9141441,0,0,0,0
114,5.8608074,0,0,0,0,0.025248365,0.018028718,0,0,0,0.19449437,1.9376719,0,0,0,0
115,5.931971,0,0,0,0,0.025554938,0.018247628,0,0,0,0.19685598,1.9611996,0,0,0,0
116,6.0031346,0,0,0,0,0.025861511,0.018466538,0,0,0,0.19921759,1.9847274,0,0,0,0
117,6.0742982,0,0,0,0,0.026168084,0.018685448,0,0,0,0.20157919,2.0082552,0,0,0,0
118,6.1454618,0,0,0,0,0.026474656,0.018904358,0,0,0,0.2039408,2.0317829,0,0,0,0
119,6.2166254,0,0,0,0,0.026781229,0.019123268,0,0,0,0.2063024,2.0553107,0,0,0,0
120,6.287789,0,0,0,0,0.027087802,0.019342177,0,0,0,0.20866401,2.0788384,0,0,0,0
121,6.3589526,0,0,0,0,0.027394375,0.019561087,0,0,0,0.21102562,2.1023662,0,0,0,0
122,6.4301162,0,0,0,0,0.027700948,0.019779997,0,0,0,0.21338722,2.125894,0,0,0,0
123,6.5012798,0,0,0,0,0.028007521,0.019998907,0,0,0,0.21574883,2.1494217,0,0,0,0
124,6.5724434,0,0,0,0,0.028314094,0.020217817,0,0,0,0.21811044,2.1729495,0,0,0,0
125,6.643607,0,0,0,0,0.028620666,0.020436727,0,0,0,0.22047204,2.1964773,0,0,0,0
126,6.8535726,0,0,0,0,0.029525198,0.021082612,0,0,0,0.22743987,2.2658951,0,0,0,0
127,7.0635381,0,0,0,0,0.03042973,0.021728497,0,0,0,0.2344077,2.3353129,0,0,0,0
128,7.2735037,0,0,0,0,0.031334262,0.022374383,0,0,0,0.24137554,2.4047307,0,0,0,0
129,7.4834692,0,0,0,0,0.032238794,0.023020268,0,0,0,0.24834337,2.4741485,0,0,0,0
130,7.6934348,0,0,0,0,0.033143326,0.023666154,0,0,0,0.2553112,2.5435663,0,0,0,0
131,7.9034003,0,0,0,0,0.034047857,0.024312039,0,0,0,0.26227903,2.6129841,0,0,0,0
132,8.1133659,0,0,0,0,0.034952389,0.024957924,0,0,0,0.26924686,2.6824018,0,0,0,0
133,8.3233314,0,0,0,0,0.035856921,0.02560381,0,0,0,0.27621469,2.7518196,0,0,0,0
134,8.533297,0,0,0,0,0.036761453,0.026249695,0,0,0,0.28318252,2.8212374,0,0,0,0
135,8.7432625,0,0,0,0,0.037665985,0.02689558,0,0,0,0.29015036,2.8906552,0,0,0,0
136,8.9532281,0,0,0,0,0.038570517,0.027541466,0,0,0,0.29711819,2.960073,0,0,0,0
137,9.1631936,0,0,0,0,0.039475048,0.028187351,0,0,0,0.30408602,3.0294908,0,0,0,0
138,9.3731592,0,0,0,0,0.04037958,0.028833236,0,0,0,0.31105385,3.0989086,0,0,0,0
139,9.5831247,0,0,0,0,0.041284112,0.029479122,0,0,0,0.31802168,3.1683264,0,0,0,0
140,9.7930903,0,0,0,0,0.042188644,0.030125007,0,0,0,0.32498951,3.2377442,0,0,0,0
141,10.003056,0,0,0,0,0.043093176,0.030770893,0,0,0,0.33195735,3.307162,0,0,0,0
142,10.213021,0,0,0,0,0.043997708,0.031416778,0,0,0,0.33892518,3.3765798,0,0,0,0
143,10.422987,0,0,0,0,0.044902239,0.032062663,0,0,0,0.34589301,3.4459976,0,0,0,0
144,10.632952,0,0,0,0,0.045806771,0.032708549,0,0,0,0.35286084,3.5154154,0,0,0,0
145,10.842918,0,0,0,0,0.046711303,0.033354434,0,0,0,0.35982867,3.5848332,0,0,0,0
146,11.052884,0,0,0,0,0.047615835,0.034000319,0,0,0,0.3667965,3.654251,0,0,0,0
147,11.262849,0,0,0,0,0.048520367,0.034646205,0,0,0,0.37376433,3.7236688,0,0,0,0
148,11.472815,0,0,0,0,0.049424899,0.03529209,0,0,0,0.38073217,3.7930866,0,0,0,0
149,11.68278,0,0,0,0,0.05032943,0.035937976,0,0,0,0.3877,3.8625044,0,0,0,0
150,11.892746,0,0,0,0,0.051233962,0.036583861,0,0,0,0.39466783,3.9319222,0,0,0,0
151,12.102711,0,0,0,0,0.052138494,0.037229746,0,0,0,0.40163566,4.00134,0,0,0,0
152,12.312677,0,0,0,0,0.053043026,0.037875632,0,0,0,0.40860349,4.0707578,0,0,0,0
153,12.522642,0,0,0,0,0.053947558,0.038521517,0,0,0,0.41557132,4.1401756,0,0,0,0
154,12.732608,0,0,0,0,0.054852089,0.039167402,0,0,0,0.42253915,4.2095934,0,0,0,0
155,12.942574,0,0,0,0,0.055756621,0.039813288,0,0,0,0.42950699,4.2790112,0,0,0,0
156,13.152539,0,0,0,0,0.056661153,0.040459173,0,0,0,0.43647482,4.348429,0,0,0,0
157,13.362505,0,0,0,0,0.057565685,0.041105059,0,0,0,0.44344265,4.4178468,0,0,0,0
158,13.57247,0,0,0,0,0.058470217,0.041750944,0,0,0,0.45041048,4.4872646,0,0,0,0
159,13.782436,0,0,0,0,0.059374749,0.042396829,0,0,0,0.45737831,4.5566824,0,0,0,0
160,13.992401,0,0,0,0,0.06027928,0.043042715,0,0,0,0.46434614,4.6261002,0,0,0,0
161,14.202367,0,0,0,0,0.061183812,0.0436886,0,0,0,0.47131397,4.695518,0,0,0,0
162,14.412332,0,0,0,0,0.062088344,0.044334485,0,0,0,0.47828181,4.7649358,0,0,0,0
163,14.622298,0,0,0,0,0.062992876,0.044980371,0,0,0,0.48524964,4.8343536,0,0,0,0
164,14.832264,0,0,0,0,0.063897408,0.045626256,0,0,0,0.49221747,4.9037713,0,0,0,0
165,15.042229,0,0,0,0,0.06480194,0.046272142,0,0,0,0.4991853,4.9731891,0,0,0,0
166,15.252195,0,0,0,0,0.065706471,0.046918027,0,0,0,0.50615313,5.0426069,0,0,0,0
167,15.46216,0,0,0,0,0.066611003,0.047563912,0,0,0,0.51312096,5.1120247,0,0,0,0
168,15.672126,0,0,0,0,0.067515535,0.048209798,0,0,0,0.52008879,5.1814425,0,0,0,0
169,15.882091,0,0,0,0,0.068420067,0.048855683,0,0,0,0.52705663,5.2508603,0,0,0,0
170,16.092057,0,0,0,0,0.069324599,0.049501568,0,0,0,0.53402446,5.3202781,0,0,0,0
171,16.302022,0,0,0,0,0.070229131,0.050147454,0,0,0,0.54099229,5.3896959,0,0,0,0
172,16.511988,0,0,0,0,0.071133662,0.050793339,0,0,0,0.54796012,5.4591137,0,0,0,0
173,16.721953,0,0,0,0,0.072038194,0.051439224,0,0,0,0.55492795,5.5285315,0,0,0,0
174,16.931919,0,0,0,0,0.072942726,0.05208511,0,0,0,0.56189578,5.5979493,0,0,0,0
175,17.141885,0,0,0,0,0.073847258,0.052730995,0,0,0,0.56886361,5.6673671,0,0,0,0
176,17.35185,0,0,0,0,0.07475179,0.053376881,0,0,0,0.57583145,5.7367849,0,0,0,0
177,17.561816,0,0,0,0,0.075656322,0.054022766,0,0,0,0.58279928,5.8062027,0,0,0,0
178,17.771781,0,0,0,0,0.076560853,0.054668651,0,0,0,0.58976711,5.8756205,0,0,0,0
179,17.981747,0,0,0,0,0.077465385,0.055314537,0,0,0,0.59673494,5.9450383,0,0,0,0
180,18.191712,0,0,0,0,0.078369917,0.055960422,0,0,0,0.60370277,6.0144561,0,0,0,0
181,18.401678,0,0,0,0,0.079274449,0.056606307,0,0,0,0.6106706,6.0838739,0,0,0,0
182,18.611643,0,0,0,0,0.080178981,0.057252193,0,0,0,0.61763843,6.1532917,0,0,0,0
183,18.821609,0,0,0,0,0.081083513,0.057898078,0,0,0,0.62460627,6.2227095,0,0,0,0
184,19.031575,0,0,0,0,0.081988044,0.058543964,0,0,0,0.6315741,6.2921273,0,0,0,0
185,19.24154,0,0,0,0,0.082892576,0.059189849,0,0,0,0.63854193,6.3615451,0,0,0,0
186,19.451506,0,0,0,0,0.083797108,0.059835734,0,0,0,0.64550976,6.4309629,0,0,0,0
187,19.661471,0,0,0,0,0.08470164,0.06048162,0,0,0,0.65247759,6.5003807,0,0,0,0
188,19.871437,0,0,0,0,0.085606172,0.061127505,0,0,0,0.65944542,6.5697985,0,0,0,0
189,20.081402,0,0,0,0,0.086510704,0.06177339,0,0,0,0.66641325,6.6392163,0,0,0,0
190,20.291368,0,0,0,0,0.087415235,0.062419276,0,0,0,0.67338109,6.7086341,0,0,0,0
191,20.501333,0,0,0,0,0.088319767,0.063065161,0,0,0,0.68034892,6.7780519,0,0,0,0
192,20.711299,0,0,0,0,0.089224299,0.063711047,0,0,0,0.68731675,6.8474697,0,0,0,0
193,20.921265,0,0,0,0,0.090128831,0.064356932,0,0,0,0.69428458,6.9168875,0,0,0,0
194,21.13123,0,0,0,0,0.091033363,0.065002817,0,0,0,0.70125241,6.9863053,0,0,0,0
195,21.341196,0,0,0,0,0.091937895,0.065648703,0,0,0,0.70822024,7.0557231,0,0,0,0
196,21.551161,0,0,0,0,0.092842426,0.066294588,0,0,0,0.71518808,7.1251408,0,0,0,0
197,21.761127,0,0,0,0,0.093746958,0.066940473,0,0,0,0.72215591,7.1945586,0,0,0,0
198,21.971092,0,0,0,0,0.09465149,0.067586359,0,0,0,0.72912374,7.2639764,0,0,0,0
199,22.181058,0,0,0,0,0.095556022,0.068232244,0,0,0,0.73609157,7.3333942,0,0,0,0
200,22.391023,0,0,0,0,0.096460554,0.06887813,0,0,0,0.7430594,7.402812,0,0,0,0
201,22.600989,0,0,0,0,0.097365086,0.069524015,0,0,0,0.75002723,7.4722298,0,0,0,0
202,22.810954,0,0,0,0,0.098269617,0.0701699,0,0,0,0.75699506,7.5416476,0,0,0,0
203,23.02092,0,0,0,0,0.099174149,0.070815786,0,0,0,0.7639629,7.6110654,0,0,0,0
204,23.230886,0,0,0,0,0.10007868,0.071461671,0,0,0,0.77093073,7.6804832,0,0,0,0
205,23.440851,0,0,0,0,0.10098321,0.072107556,0,0,0,0.77789856,7.749901,0,0,0,0
206,23.650817,0,0,0,0,0.10188774,0.072753442,0,0,0,0.78486639,7.8193188,0,0,0,0
207,23.860782,0,0,0,0,0.10279228,0.073399327,0,0,0,0.79183422,7.8887366,0,0,0,0
208,24.070748,0,0,0,0,0.10369681,0.074045213,0,0,0,0.79880205,7.9581544,0,0,0,0
209,24.280713,0,0,0,0,0.10460134,0.074691098,0,0,0,0.80576988,8.0275722,0,0,0,0
210,24.490679,0,0,0,0,0.10550587,0.075336983,0,0,0,0.81273772,8.09699,0,0,0,0
211,24.700644,0,0,0,0,0.1064104,0.075982869,0,0,0,0.81970555,8.1664078,0,0,0,0
212,24.91061,0,0,0,0,0.10731494,0.076628754,0,0,0,0.82667338,8.2358256,0,0,0,0
213,25.120576,0,0,0,0,0.10821947,0.077274639,0,0,0,0.83364121,8.3052434,0,0,0,0
214,25.330541,0,0,0,0,0.109124,0.077920525,0,0,0,0.84060904,8.3746612,0,0,0,0
215,25.540507,0,0,0,0,0.11002853,0.07856641,0,0,0,0.84757687,8.444079,0,0,0,0
216,25.750472,0,0,0,0,0.11093306,0.079212295,0,0,0,0.8545447,8.5134968,0,0,0,0
217,25.960438,0,0,0,0,0.11183759,0.079858181,0,0,0,0.86151254,8.5829146,0,0,0,0
218,26.170403,0,0,0,0,0.11274213,0.080504066,0,0,0,0.86848037,8.6523324,0,0,0,0
219,26.380369,0,0,0,0,0.11364666,0.081149952,0,0,0,0.8754482,8.7217502,0,0,0,0
220,26.590334,0,0,0,0,0.11455119,0.081795837,0,0,0,0.88241603,8.791168,0,0,0,0
221,26.8003,0,0,0,0,0.11545572,0.082441722,0,0,0,0.88938386,8.8605858,0,0,0,0
222,27.010266,0,0,0,0,0.11636025,0.083087608,0,0,0,0.89635169,8.9300036,0,0,0,0
223,27.220231,0,0,0,0,0.11726479,0.083733493,0,0,0,0.90331952,8.9994214,0,0,0,0
224,27.430197,0,0,0,0,0.11816932,0.084379378,0,0,0,0.91028736,9.0688392,0,0,0,0
225,27.640162,0,0,0,0,0.11907385,0.085025264,0,0,0,0.91725519,9.138257,0,0,0,0
226,27.850128,0,0,0,0,0.11997838,0.085671149,0,0,0,0.92422302,9.2076748,0,0,0,0
227,28.060093,0,0,0,0,0.12088291,0.086317035,0,0,0,0.93119085,9.2770926,0,0,0,0
228,28.270059,0,0,0,0,0.12178744,0.08696292,0,0,0,0.93815868,9.3465103,0,0,0,0
229,28.480024,0,0,0,0,0.12269198,0.087608805,0,0,0,0.94512651,9.4159281,0,0,0,0
230,28.68999,0,0,0,0,0.12359651,0.088254691,0,0,0,0.95209434,9.4853459,0,0,0,0
231,28.899955,0,0,0,0,0.12450104,0.088900576,0,0,0,0.95906218,9.5547637,0,0,0,0
232,29.109921,0,0,0,0,0.12540557,0.089546461,0,0,0,0.96603001,9.6241815,0,0,0,0
233,29.319887,0,0,0,0,0.1263101,0.090192347,0,0,0,0.97299784,9.6935993,0,0,0,0
234,29.529852,0,0,0,0,0.12721464,0.090838232,0,0,0,0.97996567,9.7630171,0,0,0,0
235,29.739831,0,0,0,0,0.12811922,0.091484158,0,0,0,0.98693394,9.8324393,0,0,0,0
236,30.076083,0,0,0,0,0.1295678,0.09251852,0,0,0,0.99809266,9.9436093,0,0,0,0
237,30.412335,0,0,0,0,0.13101637,0.093552881,0,0,0,1.0092514,10.054779,0,0,0,0
238,30.748587,0,0,0,0,0.13246495,0.094587242,0,0,0,1.0204101,10.165949,0,0,0,0
239,31.084839,0,0,0,0,0.13391352,0.095621603,0,0,0,1.0315688,10.277119,0,0,0,0
240,31.421091,0,0,0,0,0.13536209,0.096655964,0,0,0,1.0427275,10.388289,0,0,0,0
241,31.757343,0,0,0,0,0.13681067,0.097690326,0,0,0,1.0538863,10.499459,0,0,0,0
242,32.093595,0,0,0,0,0.13825924,0.098724687,0,0,0,1.065045,10.610629,0,0,0,0
243,32.429847,0,0,0,0,0.13970782,0.099759048,0,0,0,1.0762037,10.721799,0,0,0,0
244,32.766099,0,0,0,0,0.14115639,0.10079341,0,0,0,1.0873624,10.832969,0,0,0,0
245,33.102351,0,0,0,0,0.14260496,0.10182777,0,0,0,1.0985212,10.944139,0,0,0,0
246,33.438603,0,0,0,0,0.14405354,0.10286213,0,0,0,1.1096799,11.055309,0,0,0,0
