Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa)
1400,74.595948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1276791,21.803781,21.322502,0.36538947,0,0,0,0,0,0,1.4989782,11.177318,40.906984,53.854594,2.6472862,0,0,0,0,0,0,0.27124341,2.6842162,7.2115415,4.1696158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,74.569808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1269335,21.796141,21.31503,0.36526143,0,0,0,0,0,0,1.498453,11.173402,40.892649,53.835722,2.6463585,0,0,0,0,0,0,0.27114836,2.6832756,7.2090144,4.1681546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,74.543667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1261879,21.7885,21.307558,0.36513339,0,0,0,0,0,0,1.4979277,11.169485,40.878314,53.81685,2.6454308,0,0,0,0,0,0,0.27105331,2.6823349,7.2064873,4.1666935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,74.517527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1254424,21.780859,21.300086,0.36500535,0,0,0,0,0,0,1.4974024,11.165568,40.86398,53.797978,2.6445032,0,0,0,0,0,0,0.27095826,2.6813943,7.2039602,4.1652323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,74.491387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1246968,21.773219,21.292614,0.3648773,0,0,0,0,0,0,1.4968771,11.161651,40.849645,53.779106,2.6435755,0,0,0,0,0,0,0.27086321,2.6804537,7.2014331,4.1637712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,74.465246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1239512,21.765578,21.285142,0.36474926,0,0,0,0,0,0,1.4963518,11.157734,40.83531,53.760234,2.6426478,0,0,0,0,0,0,0.27076816,2.6795131,7.198906,4.1623101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,74.439106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1232056,21.757938,21.27767,0.36462122,0,0,0,0,0,0,1.4958266,11.153818,40.820975,53.741362,2.6417201,0,0,0,0,0,0,0.27067311,2.6785725,7.1963789,4.1608489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,74.412966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12246,21.750297,21.270198,0.36449318,0,0,0,0,0,0,1.4953013,11.149901,40.80664,53.72249,2.6407924,0,0,0,0,0,0,0.27057806,2.6776319,7.1938518,4.1593878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,74.386826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1217144,21.742656,21.262726,0.36436514,0,0,0,0,0,0,1.494776,11.145984,40.792305,53.703618,2.6398648,0,0,0,0,0,0,0.27048301,2.6766912,7.1913247,4.1579267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,74.360685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1209688,21.735016,21.255254,0.3642371,0,0,0,0,0,0,1.4942507,11.142067,40.777971,53.684746,2.6389371,0,0,0,0,0,0,0.27038796,2.6757506,7.1887976,4.1564655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,74.334545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1202232,21.727375,21.247782,0.36410905,0,0,0,0,0,0,1.4937254,11.13815,40.763636,53.665874,2.6380094,0,0,0,0,0,0,0.27029291,2.67481,7.1862705,4.1550044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,74.308405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1194776,21.719735,21.240311,0.36398101,0,0,0,0,0,0,1.4932002,11.134233,40.749301,53.647002,2.6370817,0,0,0,0,0,0,0.27019786,2.6738694,7.1837434,4.1535432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,74.282264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.118732,21.712094,21.232839,0.36385297,0,0,0,0,0,0,1.4926749,11.130317,40.734966,53.62813,2.6361541,0,0,0,0,0,0,0.2701028,2.6729288,7.1812163,4.1520821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,74.256124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1179864,21.704453,21.225367,0.36372493,0,0,0,0,0,0,1.4921496,11.1264,40.720631,53.609258,2.6352264,0,0,0,0,0,0,0.27000775,2.6719882,7.1786892,4.150621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,74.229984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1172408,21.696813,21.217895,0.36359689,0,0,0,0,0,0,1.4916243,11.122483,40.706296,53.590386,2.6342987,0,0,0,0,0,0,0.2699127,2.6710475,7.176162,4.1491598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,74.203843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1164952,21.689172,21.210423,0.36346885,0,0,0,0,0,0,1.491099,11.118566,40.691962,53.571514,2.633371,0,0,0,0,0,0,0.26981765,2.6701069,7.1736349,4.1476987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,74.177703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1157496,21.681532,21.202951,0.3633408,0,0,0,0,0,0,1.4905738,11.114649,40.677627,53.552642,2.6324434,0,0,0,0,0,0,0.2697226,2.6691663,7.1711078,4.1462375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,74.151563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1150041,21.673891,21.195479,0.36321276,0,0,0,0,0,0,1.4900485,11.110733,40.663292,53.53377,2.6315157,0,0,0,0,0,0,0.26962755,2.6682257,7.1685807,4.1447764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,74.125422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1142585,21.666251,21.188007,0.36308472,0,0,0,0,0,0,1.4895232,11.106816,40.648957,53.514898,2.630588,0,0,0,0,0,0,0.2695325,2.6672851,7.1660536,4.1433153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,74.099282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1135129,21.65861,21.180535,0.36295668,0,0,0,0,0,0,1.4889979,11.102899,40.634622,53.496026,2.6296603,0,0,0,0,0,0,0.26943745,2.6663444,7.1635265,4.1418541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,74.073142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1127673,21.650969,21.173063,0.36282864,0,0,0,0,0,0,1.4884726,11.098982,40.620287,53.477154,2.6287327,0,0,0,0,0,0,0.2693424,2.6654038,7.1609994,4.140393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,74.047001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1120217,21.643329,21.165591,0.3627006,0,0,0,0,0,0,1.4879474,11.095065,40.605952,53.458282,2.627805,0,0,0,0,0,0,0.26924735,2.6644632,7.1584723,4.1389318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,74.020861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1112761,21.635688,21.158119,0.36257255,0,0,0,0,0,0,1.4874221,11.091148,40.591618,53.43941,2.6268773,0,0,0,0,0,0,0.2691523,2.6635226,7.1559452,4.1374707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,73.994721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1105305,21.628048,21.150647,0.36244451,0,0,0,0,0,0,1.4868968,11.087232,40.577283,53.420538,2.6259496,0,0,0,0,0,0,0.26905725,2.662582,7.1534181,4.1360096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,73.968581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1097849,21.620407,21.143175,0.36231647,0,0,0,0,0,0,1.4863715,11.083315,40.562948,53.401666,2.625022,0,0,0,0,0,0,0.2689622,2.6616414,7.150891,4.1345484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,73.94244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1090393,21.612766,21.135703,0.36218843,0,0,0,0,0,0,1.4858462,11.079398,40.548613,53.382794,2.6240943,0,0,0,0,0,0,0.26886715,2.6607007,7.1483639,4.1330873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,73.9163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1082937,21.605126,21.128231,0.36206039,0,0,0,0,0,0,1.485321,11.075481,40.534278,53.363922,2.6231666,0,0,0,0,0,0,0.2687721,2.6597601,7.1458368,4.1316262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,73.89016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1075481,21.597485,21.120759,0.36193234,0,0,0,0,0,0,1.4847957,11.071564,40.519943,53.34505,2.6222389,0,0,0,0,0,0,0.26867705,2.6588195,7.1433097,4.130165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,73.864019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1068025,21.589845,21.113287,0.3618043,0,0,0,0,0,0,1.4842704,11.067648,40.505609,53.326178,2.6213112,0,0,0,0,0,0,0.268582,2.6578789,7.1407825,4.1287039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,73.837879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1060569,21.582204,21.105816,0.36167626,0,0,0,0,0,0,1.4837451,11.063731,40.491274,53.307306,2.6203836,0,0,0,0,0,0,0.26848695,2.6569383,7.1382554,4.1272427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,73.811739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1053114,21.574563,21.098344,0.36154822,0,0,0,0,0,0,1.4832198,11.059814,40.476939,53.288434,2.6194559,0,0,0,0,0,0,0.26839189,2.6559977,7.1357283,4.1257816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,73.785598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1045658,21.566923,21.090872,0.36142018,0,0,0,0,0,0,1.4826946,11.055897,40.462604,53.269562,2.6185282,0,0,0,0,0,0,0.26829684,2.655057,7.1332012,4.1243205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,73.759458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1038202,21.559282,21.0834,0.36129214,0,0,0,0,0,0,1.4821693,11.05198,40.448269,53.25069,2.6176005,0,0,0,0,0,0,0.26820179,2.6541164,7.1306741,4.1228593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,73.733318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1030746,21.551642,21.075928,0.36116409,0,0,0,0,0,0,1.481644,11.048064,40.433934,53.231818,2.6166729,0,0,0,0,0,0,0.26810674,2.6531758,7.128147,4.1213982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,73.707177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.102329,21.544001,21.068456,0.36103605,0,0,0,0,0,0,1.4811187,11.044147,40.419599,53.212946,2.6157452,0,0,0,0,0,0,0.26801169,2.6522352,7.1256199,4.119937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,73.681037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1015834,21.53636,21.060984,0.36090801,0,0,0,0,0,0,1.4805934,11.04023,40.405265,53.194074,2.6148175,0,0,0,0,0,0,0.26791664,2.6512946,7.1230928,4.1184759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,73.654897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1008378,21.52872,21.053512,0.36077997,0,0,0,0,0,0,1.4800682,11.036313,40.39093,53.175202,2.6138898,0,0,0,0,0,0,0.26782159,2.650354,7.1205657,4.1170148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,73.628757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1000922,21.521079,21.04604,0.36065193,0,0,0,0,0,0,1.4795429,11.032396,40.376595,53.15633,2.6129622,0,0,0,0,0,0,0.26772654,2.6494133,7.1180386,4.1155536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,73.602616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0993466,21.513439,21.038568,0.36052389,0,0,0,0,0,0,1.4790176,11.028479,40.36226,53.137458,2.6120345,0,0,0,0,0,0,0.26763149,2.6484727,7.1155115,4.1140925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,73.576476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.098601,21.505798,21.031096,0.36039584,0,0,0,0,0,0,1.4784923,11.024563,40.347925,53.118586,2.6111068,0,0,0,0,0,0,0.26753644,2.6475321,7.1129844,4.1126313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,73.550336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0978554,21.498157,21.023624,0.3602678,0,0,0,0,0,0,1.477967,11.020646,40.33359,53.099714,2.6101791,0,0,0,0,0,0,0.26744139,2.6465915,7.1104573,4.1111702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,73.524195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0971098,21.490517,21.016152,0.36013976,0,0,0,0,0,0,1.4774418,11.016729,40.319256,53.080842,2.6092515,0,0,0,0,0,0,0.26734634,2.6456509,7.1079302,4.1097091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,73.498055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0963642,21.482876,21.00868,0.36001172,0,0,0,0,0,0,1.4769165,11.012812,40.304921,53.06197,2.6083238,0,0,0,0,0,0,0.26725129,2.6447102,7.1054031,4.1082479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,73.471915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0956186,21.475236,21.001208,0.35988368,0,0,0,0,0,0,1.4763912,11.008895,40.290586,53.043098,2.6073961,0,0,0,0,0,0,0.26715624,2.6437696,7.1028759,4.1067868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,73.445774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0948731,21.467595,20.993736,0.35975564,0,0,0,0,0,0,1.4758659,11.004979,40.276251,53.024226,2.6064684,0,0,0,0,0,0,0.26706119,2.642829,7.1003488,4.1053256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,73.419634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0941275,21.459954,20.986264,0.35962759,0,0,0,0,0,0,1.4753406,11.001062,40.261916,53.005354,2.6055408,0,0,0,0,0,0,0.26696614,2.6418884,7.0978217,4.1038645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,73.393494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0933819,21.452314,20.978792,0.35949955,0,0,0,0,0,0,1.4748154,10.997145,40.247581,52.986482,2.6046131,0,0,0,0,0,0,0.26687109,2.6409478,7.0952946,4.1024034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,73.367353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0926363,21.444673,20.971321,0.35937151,0,0,0,0,0,0,1.4742901,10.993228,40.233246,52.96761,2.6036854,0,0,0,0,0,0,0.26677604,2.6400072,7.0927675,4.1009422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,73.341213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0918907,21.437033,20.963849,0.35924347,0,0,0,0,0,0,1.4737648,10.989311,40.218912,52.948738,2.6027577,0,0,0,0,0,0,0.26668098,2.6390665,7.0902404,4.0994811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,73.315073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0911451,21.429392,20.956377,0.35911543,0,0,0,0,0,0,1.4732395,10.985394,40.204577,52.929866,2.6018301,0,0,0,0,0,0,0.26658593,2.6381259,7.0877133,4.09802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,73.288932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0903995,21.421751,20.948905,0.35898739,0,0,0,0,0,0,1.4727142,10.981478,40.190242,52.910994,2.6009024,0,0,0,0,0,0,0.26649088,2.6371853,7.0851862,4.0965588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,73.262792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0896539,21.414111,20.941433,0.35885934,0,0,0,0,0,0,1.472189,10.977561,40.175907,52.892122,2.5999747,0,0,0,0,0,0,0.26639583,2.6362447,7.0826591,4.0950977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,73.236652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0889083,21.40647,20.933961,0.3587313,0,0,0,0,0,0,1.4716637,10.973644,40.161572,52.87325,2.599047,0,0,0,0,0,0,0.26630078,2.6353041,7.080132,4.0936365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,73.210512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0881627,21.39883,20.926489,0.35860326,0,0,0,0,0,0,1.4711384,10.969727,40.147237,52.854378,2.5981193,0,0,0,0,0,0,0.26620573,2.6343635,7.0776049,4.0921754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,73.172501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0870785,21.387719,20.915624,0.35841707,0,0,0,0,0,0,1.4703746,10.964032,40.126393,52.826936,2.5967704,0,0,0,0,0,0,0.26606752,2.6329957,7.0739302,4.0900507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,73.134489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0859944,21.376609,20.904759,0.35823088,0,0,0,0,0,0,1.4696108,10.958336,40.105548,52.799493,2.5954214,0,0,0,0,0,0,0.2659293,2.6316279,7.0702554,4.0879261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,73.096478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0849102,21.365498,20.893893,0.35804469,0,0,0,0,0,0,1.4688469,10.952641,40.084703,52.772051,2.5940725,0,0,0,0,0,0,0.26579109,2.6302601,7.0665807,4.0858014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,73.058466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083826,21.354388,20.883028,0.3578585,0,0,0,0,0,0,1.4680831,10.946945,40.063859,52.744608,2.5927235,0,0,0,0,0,0,0.26565287,2.6288923,7.0629059,4.0836767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,73.020454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0827418,21.343277,20.872163,0.35767231,0,0,0,0,0,0,1.4673193,10.941249,40.043014,52.717166,2.5913745,0,0,0,0,0,0,0.26551465,2.6275246,7.0592312,4.081552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,72.982443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0816576,21.332167,20.861298,0.35748612,0,0,0,0,0,0,1.4665555,10.935554,40.022169,52.689723,2.5900256,0,0,0,0,0,0,0.26537644,2.6261568,7.0555564,4.0794273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,72.944431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0805734,21.321057,20.850432,0.35729993,0,0,0,0,0,0,1.4657916,10.929858,40.001324,52.662281,2.5886766,0,0,0,0,0,0,0.26523822,2.624789,7.0518816,4.0773026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,72.90642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0794892,21.309946,20.839567,0.35711374,0,0,0,0,0,0,1.4650278,10.924163,39.980479,52.634838,2.5873276,0,0,0,0,0,0,0.2651,2.6234212,7.0482069,4.0751779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,72.868408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078405,21.298836,20.828702,0.35692755,0,0,0,0,0,0,1.464264,10.918467,39.959634,52.607396,2.5859787,0,0,0,0,0,0,0.26496179,2.6220534,7.0445321,4.0730532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,72.830397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0773208,21.287725,20.817837,0.35674136,0,0,0,0,0,0,1.4635001,10.912771,39.93879,52.579953,2.5846297,0,0,0,0,0,0,0.26482357,2.6206856,7.0408574,4.0709285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,72.792385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0762366,21.276615,20.806972,0.35655517,0,0,0,0,0,0,1.4627363,10.907076,39.917945,52.552511,2.5832807,0,0,0,0,0,0,0.26468535,2.6193178,7.0371826,4.0688038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,72.754373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0751524,21.265504,20.796106,0.35636898,0,0,0,0,0,0,1.4619725,10.90138,39.8971,52.525068,2.5819318,0,0,0,0,0,0,0.26454714,2.6179501,7.0335079,4.0666791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,72.716362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0740682,21.254394,20.785241,0.35618279,0,0,0,0,0,0,1.4612086,10.895685,39.876255,52.497626,2.5805828,0,0,0,0,0,0,0.26440892,2.6165823,7.0298331,4.0645544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,72.67835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072984,21.243283,20.774376,0.3559966,0,0,0,0,0,0,1.4604448,10.889989,39.85541,52.470183,2.5792338,0,0,0,0,0,0,0.2642707,2.6152145,7.0261583,4.0624297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,72.640339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0718998,21.232173,20.763511,0.35581041,0,0,0,0,0,0,1.459681,10.884294,39.834566,52.442741,2.5778849,0,0,0,0,0,0,0.26413249,2.6138467,7.0224836,4.060305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
