Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa)
40.999899,2.2708505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017561824,0.00021351542,0,0,0,0,0,0,0,0,0,0.13588702,0.27610471,0.72093625,0.60022124,0.14396858,0,0,0,0,0,0,0.025682107,0.33179285,1.0731522,2.1318289,1.5450773,0.40303097,0,0,0,0,0,0,0,0.0049325044,0.15912917,0.42692587,0.84675769,0.61891015,0.13633377,0,0,0,0,0,0,0,0,0,0.013137578,0.031267066,0.00020624839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.999899,2.3849104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018443917,0.00022423984,0,0,0,0,0,0,0,0,0,0.14271233,0.28997285,0.75714733,0.63036906,0.15119982,0,0,0,0,0,0,0.026972064,0.34845809,1.1270543,2.238906,1.6226832,0.42327435,0,0,0,0,0,0,0,0.0051802535,0.16712189,0.44836944,0.8892885,0.64999667,0.14318153,0,0,0,0,0,0,0,0,0,0.013797451,0.032837544,0.00021660781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.999899,2.4989703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001932601,0.00023496426,0,0,0,0,0,0,0,0,0,0.14953764,0.303841,0.7933584,0.66051689,0.15843105,0,0,0,0,0,0,0.028262021,0.36512333,1.1809565,2.3459832,1.7002891,0.44351773,0,0,0,0,0,0,0,0.0054280025,0.17511461,0.46981301,0.93181932,0.6810832,0.15002928,0,0,0,0,0,0,0,0,0,0.014457323,0.034408021,0.00022696722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.999899,2.6130303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020208102,0.00024568868,0,0,0,0,0,0,0,0,0,0.15636295,0.31770914,0.82956948,0.69066471,0.16566228,0,0,0,0,0,0,0.029551978,0.38178857,1.2348586,2.4530604,1.777895,0.46376111,0,0,0,0,0,0,0,0.0056757516,0.18310732,0.49125657,0.97435013,0.71216972,0.15687703,0,0,0,0,0,0,0,0,0,0.015117195,0.035978499,0.00023732663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.999899,2.7270902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021090195,0.0002564131,0,0,0,0,0,0,0,0,0,0.16318826,0.33157729,0.86578055,0.72081253,0.17289351,0,0,0,0,0,0,0.030841935,0.39845381,1.2887607,2.5601376,1.8555009,0.48400449,0,0,0,0,0,0,0,0.0059235007,0.19110004,0.51270014,1.0168809,0.74325624,0.16372478,0,0,0,0,0,0,0,0,0,0.015777068,0.037548976,0.00024768605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.999899,2.8411501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021972287,0.00026713752,0,0,0,0,0,0,0,0,0,0.17001358,0.34544544,0.90199163,0.75096035,0.18012474,0,0,0,0,0,0,0.032131892,0.41511905,1.3426628,2.6672147,1.9331068,0.50424786,0,0,0,0,0,0,0,0.0061712498,0.19909275,0.53414371,1.0594118,0.77434277,0.17057253,0,0,0,0,0,0,0,0,0,0.01643694,0.039119454,0.00025804546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.999899,2.9552101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002285438,0.00027786194,0,0,0,0,0,0,0,0,0,0.17683889,0.35931358,0.9382027,0.78110817,0.18735598,0,0,0,0,0,0,0.033421849,0.43178429,1.396565,2.7742919,2.0107127,0.52449124,0,0,0,0,0,0,0,0.0064189988,0.20708547,0.55558728,1.1019426,0.80542929,0.17742029,0,0,0,0,0,0,0,0,0,0.017096812,0.040689931,0.00026840487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.999899,3.06927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023736473,0.00028858636,0,0,0,0,0,0,0,0,0,0.1836642,0.37318173,0.97441378,0.81125599,0.19458721,0,0,0,0,0,0,0.034711806,0.44844953,1.4504671,2.8813691,2.0883186,0.54473462,0,0,0,0,0,0,0,0.0066667479,0.21507818,0.57703084,1.1444734,0.83651582,0.18426804,0,0,0,0,0,0,0,0,0,0.017756684,0.042260408,0.00027876428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.999899,3.1833299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024618565,0.00029931078,0,0,0,0,0,0,0,0,0,0.19048951,0.38704987,1.0106249,0.84140381,0.20181844,0,0,0,0,0,0,0.036001763,0.46511477,1.5043692,2.9884463,2.1659245,0.564978,0,0,0,0,0,0,0,0.006914497,0.2230709,0.59847441,1.1870042,0.86760234,0.19111579,0,0,0,0,0,0,0,0,0,0.018416557,0.043830886,0.0002891237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.999899,3.2973898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025500658,0.0003100352,0,0,0,0,0,0,0,0,0,0.19731483,0.40091802,1.0468359,0.87155163,0.20904967,0,0,0,0,0,0,0.03729172,0.48178001,1.5582713,3.0955234,2.2435304,0.58522138,0,0,0,0,0,0,0,0.0071622461,0.23106362,0.61991798,1.229535,0.89868887,0.19796354,0,0,0,0,0,0,0,0,0,0.019076429,0.045401363,0.00029948311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
