X coord (mm),Y coord (mm)
7.94708,4.58548
3.12932,0.375852
4.26772,0.280583
5.607,0.100748
6.63138,0.00101281
7.85898,0.13831
9.03978,0.374293
1.4936,0.635976
1.85889,0.676401
3.13113,0.699824
4.32239,0.71128
5.44982,0.716677
6.659,0.732096
7.90168,0.657614
9.12108,0.688328
10.311,0.718785
11.2595,1.01544
0.95178,2.08579
1.95538,1.85506
3.09616,1.85171
4.28493,1.85107
5.51212,1.85389
6.6572,1.85156
7.89025,1.86355
9.04899,1.87245
10.3386,1.90134
11.5404,1.92704
12.4707,2.02945
0.0370722,3.48657
0.730988,3.11772
1.92336,3.10076
3.0553,3.08276
4.24615,3.06596
5.46313,3.05285
6.69179,3.05047
7.8832,3.04361
9.15326,3.05226
10.3489,3.0625
11.4643,3.07299
12.737,3.11289
0.114186,4.2391
0.778674,4.27317
1.91665,4.2424
3.11171,4.31311
4.27617,4.27822
5.47734,4.25076
6.69716,4.32242
7.90142,4.30174
9.14965,4.29783
10.2432,4.32136
11.455,4.27377
12.7235,4.254
0.163882,5.17376
0.767406,5.52378
1.82957,5.4876
3.14845,5.45166
4.24647,5.49403
5.44323,5.47563
6.73601,5.45902
7.85474,5.43757
9.1456,5.46209
10.3308,5.49304
11.5113,5.44372
12.6685,5.51134
0.965557,6.55316
1.87934,6.61672
3.15732,6.70888
4.36141,6.68402
5.45956,6.64443
6.75019,6.72089
7.9233,6.68497
9.11849,6.67489
10.2908,6.69519
11.4921,6.6365
12.0663,6.21598
2.1025,7.75848
3.0674,7.93542
4.30832,7.8942
5.53885,7.85317
6.69137,7.91707
7.86806,7.87519
9.0929,7.52511
10.2054,7.21035
