Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa)
1492,242.78026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1688056,6.5851985,21.685674,28.268922,5.4443712,0,0,0,0,0,0,0,0.6735674,20.813727,106.65753,164.52445,74.284633,3.5984928,0,0,0,0,0,0,0,8.056807,61.742909,110.22462,38.50422,0,0,0,0,0,0,0,0,0,0.13057364,0,0,0,0,0,0,0,0,0,0,0,0
1493,242.74764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16878292,6.5843136,21.68276,28.265123,5.4436396,0,0,0,0,0,0,0,0.67347689,20.81093,106.6432,164.50235,74.274651,3.5980093,0,0,0,0,0,0,0,8.0557244,61.734612,110.20981,38.499046,0,0,0,0,0,0,0,0,0,0.1305561,0,0,0,0,0,0,0,0,0,0,0,0
1494,242.71501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16876023,6.5834287,21.679846,28.261324,5.442908,0,0,0,0,0,0,0,0.67338638,20.808133,106.62886,164.48024,74.264669,3.5975257,0,0,0,0,0,0,0,8.0546417,61.726316,110.195,38.493872,0,0,0,0,0,0,0,0,0,0.13053855,0,0,0,0,0,0,0,0,0,0,0,0
1495,242.68239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16873755,6.5825438,21.676932,28.257526,5.4421764,0,0,0,0,0,0,0,0.67329587,20.805336,106.61453,164.45813,74.254687,3.5970422,0,0,0,0,0,0,0,8.0535591,61.718019,110.18019,38.488698,0,0,0,0,0,0,0,0,0,0.13052101,0,0,0,0,0,0,0,0,0,0,0,0
1496,242.64976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16871487,6.5816589,21.674018,28.253727,5.4414448,0,0,0,0,0,0,0,0.67320536,20.802539,106.6002,164.43602,74.244704,3.5965586,0,0,0,0,0,0,0,8.0524764,61.709722,110.16537,38.483524,0,0,0,0,0,0,0,0,0,0.13050346,0,0,0,0,0,0,0,0,0,0,0,0
1497,242.61714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16869218,6.580774,21.671104,28.249928,5.4407132,0,0,0,0,0,0,0,0.67311484,20.799743,106.58587,164.41391,74.234722,3.5960751,0,0,0,0,0,0,0,8.0513938,61.701425,110.15056,38.47835,0,0,0,0,0,0,0,0,0,0.13048591,0,0,0,0,0,0,0,0,0,0,0,0
1498,242.58452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1686695,6.5798891,21.66819,28.24613,5.4399816,0,0,0,0,0,0,0,0.67302433,20.796946,106.57154,164.3918,74.22474,3.5955915,0,0,0,0,0,0,0,8.0503111,61.693128,110.13575,38.473176,0,0,0,0,0,0,0,0,0,0.13046837,0,0,0,0,0,0,0,0,0,0,0,0
1499,242.55189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16864682,6.5790042,21.665276,28.242331,5.43925,0,0,0,0,0,0,0,0.67293382,20.794149,106.5572,164.3697,74.214758,3.595108,0,0,0,0,0,0,0,8.0492285,61.684832,110.12094,38.468002,0,0,0,0,0,0,0,0,0,0.13045082,0,0,0,0,0,0,0,0,0,0,0,0
1500,242.51927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16862413,6.5781193,21.662362,28.238532,5.4385184,0,0,0,0,0,0,0,0.67284331,20.791352,106.54287,164.34759,74.204776,3.5946244,0,0,0,0,0,0,0,8.0481458,61.676535,110.10613,38.462828,0,0,0,0,0,0,0,0,0,0.13043327,0,0,0,0,0,0,0,0,0,0,0,0
1501,242.48664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16860145,6.5772344,21.659448,28.234734,5.4377868,0,0,0,0,0,0,0,0.6727528,20.788555,106.52854,164.32548,74.194794,3.5941408,0,0,0,0,0,0,0,8.0470632,61.668238,110.09132,38.457653,0,0,0,0,0,0,0,0,0,0.13041573,0,0,0,0,0,0,0,0,0,0,0,0
1502,242.45402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16857877,6.5763495,21.656534,28.230935,5.4370552,0,0,0,0,0,0,0,0.67266229,20.785758,106.51421,164.30337,74.184812,3.5936573,0,0,0,0,0,0,0,8.0459805,61.659941,110.0765,38.452479,0,0,0,0,0,0,0,0,0,0.13039818,0,0,0,0,0,0,0,0,0,0,0,0
1503,242.4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16855608,6.5754646,21.65362,28.227136,5.4363236,0,0,0,0,0,0,0,0.67257177,20.782961,106.49987,164.28126,74.17483,3.5931737,0,0,0,0,0,0,0,8.0448979,61.651644,110.06169,38.447305,0,0,0,0,0,0,0,0,0,0.13038064,0,0,0,0,0,0,0,0,0,0,0,0
1504,242.38877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1685334,6.5745798,21.650706,28.223337,5.4355921,0,0,0,0,0,0,0,0.67248126,20.780164,106.48554,164.25915,74.164847,3.5926902,0,0,0,0,0,0,0,8.0438152,61.643347,110.04688,38.442131,0,0,0,0,0,0,0,0,0,0.13036309,0,0,0,0,0,0,0,0,0,0,0,0
1505,242.35615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16851072,6.5736949,21.647792,28.219539,5.4348605,0,0,0,0,0,0,0,0.67239075,20.777368,106.47121,164.23705,74.154865,3.5922066,0,0,0,0,0,0,0,8.0427326,61.635051,110.03207,38.436957,0,0,0,0,0,0,0,0,0,0.13034554,0,0,0,0,0,0,0,0,0,0,0,0
1506,242.32352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16848803,6.57281,21.644877,28.21574,5.4341289,0,0,0,0,0,0,0,0.67230024,20.774571,106.45688,164.21494,74.144883,3.5917231,0,0,0,0,0,0,0,8.04165,61.626754,110.01726,38.431783,0,0,0,0,0,0,0,0,0,0.130328,0,0,0,0,0,0,0,0,0,0,0,0
1507,242.2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16846535,6.5719251,21.641963,28.211941,5.4333973,0,0,0,0,0,0,0,0.67220973,20.771774,106.44255,164.19283,74.134901,3.5912395,0,0,0,0,0,0,0,8.0405673,61.618457,110.00245,38.426609,0,0,0,0,0,0,0,0,0,0.13031045,0,0,0,0,0,0,0,0,0,0,0,0
1508,242.25828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16844266,6.5710402,21.639049,28.208143,5.4326657,0,0,0,0,0,0,0,0.67211922,20.768977,106.42821,164.17072,74.124919,3.590756,0,0,0,0,0,0,0,8.0394847,61.61016,109.98763,38.421435,0,0,0,0,0,0,0,0,0,0.13029291,0,0,0,0,0,0,0,0,0,0,0,0
1509,242.22565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16841998,6.5701553,21.636135,28.204344,5.4319341,0,0,0,0,0,0,0,0.6720287,20.76618,106.41388,164.14861,74.114937,3.5902724,0,0,0,0,0,0,0,8.038402,61.601863,109.97282,38.416261,0,0,0,0,0,0,0,0,0,0.13027536,0,0,0,0,0,0,0,0,0,0,0,0
1510,242.19303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1683973,6.5692704,21.633221,28.200545,5.4312025,0,0,0,0,0,0,0,0.67193819,20.763383,106.39955,164.12651,74.104955,3.5897889,0,0,0,0,0,0,0,8.0373194,61.593567,109.95801,38.411087,0,0,0,0,0,0,0,0,0,0.13025781,0,0,0,0,0,0,0,0,0,0,0,0
1511,242.1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16837461,6.5683855,21.630307,28.196747,5.4304709,0,0,0,0,0,0,0,0.67184768,20.760586,106.38522,164.1044,74.094973,3.5893053,0,0,0,0,0,0,0,8.0362367,61.58527,109.9432,38.405913,0,0,0,0,0,0,0,0,0,0.13024027,0,0,0,0,0,0,0,0,0,0,0,0
1512,242.12778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16835193,6.5675006,21.627393,28.192948,5.4297393,0,0,0,0,0,0,0,0.67175717,20.757789,106.37088,164.08229,74.08499,3.5888218,0,0,0,0,0,0,0,8.0351541,61.576973,109.92839,38.400739,0,0,0,0,0,0,0,0,0,0.13022272,0,0,0,0,0,0,0,0,0,0,0,0
1513,242.09516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16832925,6.5666157,21.624479,28.189149,5.4290077,0,0,0,0,0,0,0,0.67166666,20.754992,106.35655,164.06018,74.075008,3.5883382,0,0,0,0,0,0,0,8.0340714,61.568676,109.91358,38.395565,0,0,0,0,0,0,0,0,0,0.13020518,0,0,0,0,0,0,0,0,0,0,0,0
1514,242.06253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16830656,6.5657308,21.621565,28.185351,5.4282761,0,0,0,0,0,0,0,0.67157614,20.752196,106.34222,164.03807,74.065026,3.5878546,0,0,0,0,0,0,0,8.0329888,61.560379,109.89877,38.390391,0,0,0,0,0,0,0,0,0,0.13018763,0,0,0,0,0,0,0,0,0,0,0,0
1515,242.02991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16828388,6.5648459,21.618651,28.181552,5.4275445,0,0,0,0,0,0,0,0.67148563,20.749399,106.32789,164.01596,74.055044,3.5873711,0,0,0,0,0,0,0,8.0319061,61.552083,109.88395,38.385217,0,0,0,0,0,0,0,0,0,0.13017008,0,0,0,0,0,0,0,0,0,0,0,0
1516,241.99728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1682612,6.563961,21.615737,28.177753,5.4268129,0,0,0,0,0,0,0,0.67139512,20.746602,106.31355,163.99386,74.045062,3.5868875,0,0,0,0,0,0,0,8.0308235,61.543786,109.86914,38.380042,0,0,0,0,0,0,0,0,0,0.13015254,0,0,0,0,0,0,0,0,0,0,0,0
1517,241.96466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16823851,6.5630761,21.612823,28.173955,5.4260813,0,0,0,0,0,0,0,0.67130461,20.743805,106.29922,163.97175,74.03508,3.586404,0,0,0,0,0,0,0,8.0297408,61.535489,109.85433,38.374868,0,0,0,0,0,0,0,0,0,0.13013499,0,0,0,0,0,0,0,0,0,0,0,0
1518,241.93204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16821583,6.5621912,21.609909,28.170156,5.4253497,0,0,0,0,0,0,0,0.6712141,20.741008,106.28489,163.94964,74.025098,3.5859204,0,0,0,0,0,0,0,8.0286582,61.527192,109.83952,38.369694,0,0,0,0,0,0,0,0,0,0.13011745,0,0,0,0,0,0,0,0,0,0,0,0
1519,241.89941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16819315,6.5613063,21.606995,28.166357,5.4246181,0,0,0,0,0,0,0,0.67112359,20.738211,106.27056,163.92753,74.015116,3.5854369,0,0,0,0,0,0,0,8.0275755,61.518895,109.82471,38.36452,0,0,0,0,0,0,0,0,0,0.1300999,0,0,0,0,0,0,0,0,0,0,0,0
1520,241.86679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16817046,6.5604214,21.604081,28.162559,5.4238865,0,0,0,0,0,0,0,0.67103307,20.735414,106.25623,163.90542,74.005133,3.5849533,0,0,0,0,0,0,0,8.0264929,61.510599,109.8099,38.359346,0,0,0,0,0,0,0,0,0,0.13008235,0,0,0,0,0,0,0,0,0,0,0,0
1521,241.83416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16814778,6.5595365,21.601167,28.15876,5.4231549,0,0,0,0,0,0,0,0.67094256,20.732617,106.24189,163.88331,73.995151,3.5844698,0,0,0,0,0,0,0,8.0254102,61.502302,109.79508,38.354172,0,0,0,0,0,0,0,0,0,0.13006481,0,0,0,0,0,0,0,0,0,0,0,0
1522,241.80154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16812509,6.5586516,21.598253,28.154961,5.4224233,0,0,0,0,0,0,0,0.67085205,20.729821,106.22756,163.86121,73.985169,3.5839862,0,0,0,0,0,0,0,8.0243276,61.494005,109.78027,38.348998,0,0,0,0,0,0,0,0,0,0.13004726,0,0,0,0,0,0,0,0,0,0,0,0
1523,241.76892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16810241,6.5577667,21.595339,28.151162,5.4216917,0,0,0,0,0,0,0,0.67076154,20.727024,106.21323,163.8391,73.975187,3.5835027,0,0,0,0,0,0,0,8.0232449,61.485708,109.76546,38.343824,0,0,0,0,0,0,0,0,0,0.13002972,0,0,0,0,0,0,0,0,0,0,0,0
1524,241.73629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16807973,6.5568818,21.592425,28.147364,5.4209601,0,0,0,0,0,0,0,0.67067103,20.724227,106.1989,163.81699,73.965205,3.5830191,0,0,0,0,0,0,0,8.0221623,61.477411,109.75065,38.33865,0,0,0,0,0,0,0,0,0,0.13001217,0,0,0,0,0,0,0,0,0,0,0,0
1525,241.70367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16805704,6.5559969,21.589511,28.143565,5.4202285,0,0,0,0,0,0,0,0.67058052,20.72143,106.18456,163.79488,73.955223,3.5825356,0,0,0,0,0,0,0,8.0210797,61.469114,109.73584,38.333476,0,0,0,0,0,0,0,0,0,0.12999462,0,0,0,0,0,0,0,0,0,0,0,0
1526,241.67104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16803436,6.555112,21.586596,28.139766,5.4194969,0,0,0,0,0,0,0,0.67049,20.718633,106.17023,163.77277,73.945241,3.582052,0,0,0,0,0,0,0,8.019997,61.460818,109.72103,38.328302,0,0,0,0,0,0,0,0,0,0.12997708,0,0,0,0,0,0,0,0,0,0,0,0
1527,241.63842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16801168,6.5542271,21.583682,28.135968,5.4187653,0,0,0,0,0,0,0,0.67039949,20.715836,106.1559,163.75066,73.935259,3.5815684,0,0,0,0,0,0,0,8.0189144,61.452521,109.70621,38.323128,0,0,0,0,0,0,0,0,0,0.12995953,0,0,0,0,0,0,0,0,0,0,0,0
1528,241.60579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16798899,6.5533422,21.580768,28.132169,5.4180337,0,0,0,0,0,0,0,0.67030898,20.713039,106.14157,163.72856,73.925277,3.5810849,0,0,0,0,0,0,0,8.0178317,61.444224,109.6914,38.317954,0,0,0,0,0,0,0,0,0,0.12994199,0,0,0,0,0,0,0,0,0,0,0,0
1529,241.57317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16796631,6.5524573,21.577854,28.12837,5.4173021,0,0,0,0,0,0,0,0.67021847,20.710242,106.12723,163.70645,73.915294,3.5806013,0,0,0,0,0,0,0,8.0167491,61.435927,109.67659,38.31278,0,0,0,0,0,0,0,0,0,0.12992444,0,0,0,0,0,0,0,0,0,0,0,0
1530,241.54055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16794363,6.5515724,21.57494,28.124572,5.4165705,0,0,0,0,0,0,0,0.67012796,20.707446,106.1129,163.68434,73.905312,3.5801178,0,0,0,0,0,0,0,8.0156664,61.42763,109.66178,38.307605,0,0,0,0,0,0,0,0,0,0.12990689,0,0,0,0,0,0,0,0,0,0,0,0
1531,241.50792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16792094,6.5506875,21.572026,28.120773,5.4158389,0,0,0,0,0,0,0,0.67003744,20.704649,106.09857,163.66223,73.89533,3.5796342,0,0,0,0,0,0,0,8.0145838,61.419334,109.64697,38.302431,0,0,0,0,0,0,0,0,0,0.12988935,0,0,0,0,0,0,0,0,0,0,0,0
1532,241.4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16789826,6.5498026,21.569112,28.116974,5.4151073,0,0,0,0,0,0,0,0.66994693,20.701852,106.08424,163.64012,73.885348,3.5791507,0,0,0,0,0,0,0,8.0135011,61.411037,109.63216,38.297257,0,0,0,0,0,0,0,0,0,0.1298718,0,0,0,0,0,0,0,0,0,0,0,0
1533,241.4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16788359,6.5492303,21.567227,28.114517,5.4146341,0,0,0,0,0,0,0,0.66988839,20.700043,106.07497,163.62582,73.878892,3.5788379,0,0,0,0,0,0,0,8.0128009,61.40567,109.62258,38.293911,0,0,0,0,0,0,0,0,0,0.12986045,0,0,0,0,0,0,0,0,0,0,0,0
1534,241.4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16786892,6.5486579,21.565343,28.11206,5.414161,0,0,0,0,0,0,0,0.66982985,20.698234,106.0657,163.61152,73.872435,3.5785252,0,0,0,0,0,0,0,8.0121006,61.400304,109.613,38.290564,0,0,0,0,0,0,0,0,0,0.1298491,0,0,0,0,0,0,0,0,0,0,0,0
1535,241.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16785424,6.5480856,21.563458,28.109603,5.4136878,0,0,0,0,0,0,0,0.66977131,20.696425,106.05643,163.59723,73.865979,3.5782124,0,0,0,0,0,0,0,8.0114004,61.394938,109.60342,38.287218,0,0,0,0,0,0,0,0,0,0.12983776,0,0,0,0,0,0,0,0,0,0,0,0
1536,241.3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16783957,6.5475133,21.561573,28.107147,5.4132146,0,0,0,0,0,0,0,0.66971277,20.694616,106.04716,163.58293,73.859523,3.5778997,0,0,0,0,0,0,0,8.0107002,61.389572,109.59384,38.283871,0,0,0,0,0,0,0,0,0,0.12982641,0,0,0,0,0,0,0,0,0,0,0,0
1537,241.3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1678249,6.5469409,21.559688,28.10469,5.4127414,0,0,0,0,0,0,0,0.66965422,20.692807,106.03789,163.56863,73.853066,3.5775869,0,0,0,0,0,0,0,8.0099999,61.384206,109.58426,38.280525,0,0,0,0,0,0,0,0,0,0.12981506,0,0,0,0,0,0,0,0,0,0,0,0
1538,241.34869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16781023,6.5463686,21.557804,28.102233,5.4122682,0,0,0,0,0,0,0,0.66959568,20.690998,106.02862,163.55433,73.84661,3.5772741,0,0,0,0,0,0,0,8.0092997,61.378839,109.57468,38.277178,0,0,0,0,0,0,0,0,0,0.12980371,0,0,0,0,0,0,0,0,0,0,0,0
1539,241.32759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16779556,6.5457963,21.555919,28.099776,5.411795,0,0,0,0,0,0,0,0.66953714,20.689189,106.01935,163.54003,73.840154,3.5769614,0,0,0,0,0,0,0,8.0085994,61.373473,109.5651,38.273832,0,0,0,0,0,0,0,0,0,0.12979236,0,0,0,0,0,0,0,0,0,0,0,0
1540,241.30649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16778089,6.5452239,21.554034,28.097319,5.4113219,0,0,0,0,0,0,0,0.6694786,20.68738,106.01008,163.52573,73.833698,3.5766486,0,0,0,0,0,0,0,8.0078992,61.368107,109.55552,38.270485,0,0,0,0,0,0,0,0,0,0.12978101,0,0,0,0,0,0,0,0,0,0,0,0
1541,241.28539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16776622,6.5446516,21.552149,28.094862,5.4108487,0,0,0,0,0,0,0,0.66942006,20.685571,106.00081,163.51143,73.827241,3.5763359,0,0,0,0,0,0,0,8.007199,61.362741,109.54594,38.267139,0,0,0,0,0,0,0,0,0,0.12976966,0,0,0,0,0,0,0,0,0,0,0,0
1542,241.26429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16775155,6.5440793,21.550265,28.092405,5.4103755,0,0,0,0,0,0,0,0.66936152,20.683762,105.99154,163.49713,73.820785,3.5760231,0,0,0,0,0,0,0,8.0064987,61.357374,109.53636,38.263792,0,0,0,0,0,0,0,0,0,0.12975832,0,0,0,0,0,0,0,0,0,0,0,0
1543,241.24319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16773687,6.5435069,21.54838,28.089948,5.4099023,0,0,0,0,0,0,0,0.66930298,20.681953,105.98227,163.48283,73.814329,3.5757104,0,0,0,0,0,0,0,8.0057985,61.352008,109.52678,38.260446,0,0,0,0,0,0,0,0,0,0.12974697,0,0,0,0,0,0,0,0,0,0,0,0
1544,241.22209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1677222,6.5429346,21.546495,28.087491,5.4094291,0,0,0,0,0,0,0,0.66924443,20.680144,105.973,163.46853,73.807873,3.5753976,0,0,0,0,0,0,0,8.0050983,61.346642,109.5172,38.257099,0,0,0,0,0,0,0,0,0,0.12973562,0,0,0,0,0,0,0,0,0,0,0,0
1545,241.20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16770753,6.5423622,21.54461,28.085034,5.4089559,0,0,0,0,0,0,0,0.66918589,20.678335,105.96373,163.45423,73.801416,3.5750849,0,0,0,0,0,0,0,8.004398,61.341276,109.50762,38.253753,0,0,0,0,0,0,0,0,0,0.12972427,0,0,0,0,0,0,0,0,0,0,0,0
1546,241.17989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16769286,6.5417899,21.542726,28.082577,5.4084828,0,0,0,0,0,0,0,0.66912735,20.676526,105.95446,163.43993,73.79496,3.5747721,0,0,0,0,0,0,0,8.0036978,61.335909,109.49804,38.250406,0,0,0,0,0,0,0,0,0,0.12971292,0,0,0,0,0,0,0,0,0,0,0,0
1547,241.15879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16767819,6.5412176,21.540841,28.08012,5.4080096,0,0,0,0,0,0,0,0.66906881,20.674717,105.94519,163.42563,73.788504,3.5744594,0,0,0,0,0,0,0,8.0029976,61.330543,109.48846,38.24706,0,0,0,0,0,0,0,0,0,0.12970157,0,0,0,0,0,0,0,0,0,0,0,0
