Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa)
2415,279.47671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.915045,139.4266,131.51336,61.269825,0,0,0,0,0,0,0,0,32.701357,176.5795,272.50212,213.52608,87.418689,0,0,0,0,0,0,0,41.59008,95.631136,130.69874,113.40171,35.307902,0,0,0,0,0,0,0,0,0,10.941712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,279.47042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.913764,139.42346,131.5104,61.268446,0,0,0,0,0,0,0,0,32.700621,176.57553,272.49599,213.52128,87.416721,0,0,0,0,0,0,0,41.589143,95.628983,130.6958,113.39915,35.307107,0,0,0,0,0,0,0,0,0,10.941466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,279.46413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.912482,139.42032,131.50744,61.267067,0,0,0,0,0,0,0,0,32.699884,176.57155,272.48985,213.51647,87.414752,0,0,0,0,0,0,0,41.588207,95.62683,130.69286,113.3966,35.306312,0,0,0,0,0,0,0,0,0,10.94122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,279.45784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.911201,139.41718,131.50448,61.265687,0,0,0,0,0,0,0,0,32.699148,176.56757,272.48372,213.51166,87.412784,0,0,0,0,0,0,0,41.587271,95.624677,130.68992,113.39405,35.305517,0,0,0,0,0,0,0,0,0,10.940973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,279.45155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.90992,139.41404,131.50152,61.264308,0,0,0,0,0,0,0,0,32.698412,176.5636,272.47758,213.50685,87.410816,0,0,0,0,0,0,0,41.586334,95.622524,130.68697,113.39149,35.304722,0,0,0,0,0,0,0,0,0,10.940727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,279.44525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.908638,139.4109,131.49856,61.262928,0,0,0,0,0,0,0,0,32.697676,176.55962,272.47145,213.50205,87.408848,0,0,0,0,0,0,0,41.585398,95.620371,130.68403,113.38894,35.303928,0,0,0,0,0,0,0,0,0,10.940481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,279.43896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.907357,139.40776,131.4956,61.261549,0,0,0,0,0,0,0,0,32.696939,176.55565,272.46531,213.49724,87.40688,0,0,0,0,0,0,0,41.584462,95.618218,130.68109,113.38639,35.303133,0,0,0,0,0,0,0,0,0,10.940234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,279.43267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.906075,139.40462,131.49264,61.260169,0,0,0,0,0,0,0,0,32.696203,176.55167,272.45918,213.49243,87.404912,0,0,0,0,0,0,0,41.583525,95.616065,130.67815,113.38384,35.302338,0,0,0,0,0,0,0,0,0,10.939988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,279.42638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.904794,139.40149,131.48967,61.25879,0,0,0,0,0,0,0,0,32.695467,176.5477,272.45304,213.48762,87.402944,0,0,0,0,0,0,0,41.582589,95.613912,130.6752,113.38128,35.301543,0,0,0,0,0,0,0,0,0,10.939742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,279.42009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.903513,139.39835,131.48671,61.257411,0,0,0,0,0,0,0,0,32.694731,176.54372,272.44691,213.48282,87.400976,0,0,0,0,0,0,0,41.581653,95.611759,130.67226,113.37873,35.300748,0,0,0,0,0,0,0,0,0,10.939495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,279.41379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.902231,139.39521,131.48375,61.256031,0,0,0,0,0,0,0,0,32.693994,176.53975,272.44077,213.47801,87.399007,0,0,0,0,0,0,0,41.580716,95.609606,130.66932,113.37618,35.299953,0,0,0,0,0,0,0,0,0,10.939249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,279.4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.90095,139.39207,131.48079,61.254652,0,0,0,0,0,0,0,0,32.693258,176.53577,272.43464,213.4732,87.397039,0,0,0,0,0,0,0,41.57978,95.607453,130.66638,113.37362,35.299158,0,0,0,0,0,0,0,0,0,10.939003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,279.40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.899669,139.38893,131.47783,61.253272,0,0,0,0,0,0,0,0,32.692522,176.5318,272.4285,213.46839,87.395071,0,0,0,0,0,0,0,41.578844,95.6053,130.66343,113.37107,35.298363,0,0,0,0,0,0,0,0,0,10.938756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,279.39492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.898387,139.38579,131.47487,61.251893,0,0,0,0,0,0,0,0,32.691786,176.52782,272.42237,213.46359,87.393103,0,0,0,0,0,0,0,41.577907,95.603147,130.66049,113.36852,35.297568,0,0,0,0,0,0,0,0,0,10.93851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,279.38862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.897106,139.38265,131.47191,61.250514,0,0,0,0,0,0,0,0,32.691049,176.52384,272.41623,213.45878,87.391135,0,0,0,0,0,0,0,41.576971,95.600994,130.65755,113.36596,35.296773,0,0,0,0,0,0,0,0,0,10.938264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,279.38233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.895824,139.37951,131.46895,61.249134,0,0,0,0,0,0,0,0,32.690313,176.51987,272.4101,213.45397,87.389167,0,0,0,0,0,0,0,41.576035,95.598841,130.65461,113.36341,35.295978,0,0,0,0,0,0,0,0,0,10.938017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,279.37604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.894543,139.37637,131.46599,61.247755,0,0,0,0,0,0,0,0,32.689577,176.51589,272.40396,213.44917,87.387199,0,0,0,0,0,0,0,41.575098,95.596688,130.65166,113.36086,35.295183,0,0,0,0,0,0,0,0,0,10.937771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,279.36975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.893262,139.37323,131.46303,61.246375,0,0,0,0,0,0,0,0,32.688841,176.51192,272.39783,213.44436,87.38523,0,0,0,0,0,0,0,41.574162,95.594535,130.64872,113.3583,35.294389,0,0,0,0,0,0,0,0,0,10.937525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,279.36346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.89198,139.37009,131.46007,61.244996,0,0,0,0,0,0,0,0,32.688105,176.50794,272.39169,213.43955,87.383262,0,0,0,0,0,0,0,41.573225,95.592382,130.64578,113.35575,35.293594,0,0,0,0,0,0,0,0,0,10.937278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,279.35716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.890699,139.36696,131.4571,61.243616,0,0,0,0,0,0,0,0,32.687368,176.50397,272.38556,213.43474,87.381294,0,0,0,0,0,0,0,41.572289,95.590229,130.64284,113.3532,35.292799,0,0,0,0,0,0,0,0,0,10.937032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,279.35087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.889418,139.36382,131.45414,61.242237,0,0,0,0,0,0,0,0,32.686632,176.49999,272.37942,213.42994,87.379326,0,0,0,0,0,0,0,41.571353,95.588076,130.63989,113.35064,35.292004,0,0,0,0,0,0,0,0,0,10.936786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,279.34458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.888136,139.36068,131.45118,61.240858,0,0,0,0,0,0,0,0,32.685896,176.49602,272.37329,213.42513,87.377358,0,0,0,0,0,0,0,41.570416,95.585923,130.63695,113.34809,35.291209,0,0,0,0,0,0,0,0,0,10.936539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,279.33829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.886855,139.35754,131.44822,61.239478,0,0,0,0,0,0,0,0,32.68516,176.49204,272.36715,213.42032,87.37539,0,0,0,0,0,0,0,41.56948,95.58377,130.63401,113.34554,35.290414,0,0,0,0,0,0,0,0,0,10.936293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,279.33642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.886475,139.35661,131.44734,61.239069,0,0,0,0,0,0,0,0,32.684941,176.49086,272.36533,213.4189,87.374806,0,0,0,0,0,0,0,41.569202,95.583131,130.63313,113.34478,35.290178,0,0,0,0,0,0,0,0,0,10.93622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,279.33456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.886095,139.35568,131.44647,61.23866,0,0,0,0,0,0,0,0,32.684723,176.48968,272.36351,213.41747,87.374223,0,0,0,0,0,0,0,41.568925,95.582493,130.63226,113.34402,35.289943,0,0,0,0,0,0,0,0,0,10.936147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,279.33269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.885715,139.35475,131.44559,61.238251,0,0,0,0,0,0,0,0,32.684505,176.4885,272.36169,213.41605,87.373639,0,0,0,0,0,0,0,41.568647,95.581855,130.63139,113.34327,35.289707,0,0,0,0,0,0,0,0,0,10.936074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,279.33083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.885335,139.35382,131.44471,61.237842,0,0,0,0,0,0,0,0,32.684286,176.48733,272.35988,213.41462,87.373056,0,0,0,0,0,0,0,41.568369,95.581216,130.63052,113.34251,35.289471,0,0,0,0,0,0,0,0,0,10.936001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,279.32896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.884955,139.35289,131.44383,61.237433,0,0,0,0,0,0,0,0,32.684068,176.48615,272.35806,213.41319,87.372472,0,0,0,0,0,0,0,41.568092,95.580578,130.62964,113.34175,35.289235,0,0,0,0,0,0,0,0,0,10.935928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,279.32709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.884575,139.35195,131.44295,61.237024,0,0,0,0,0,0,0,0,32.68385,176.48497,272.35624,213.41177,87.371888,0,0,0,0,0,0,0,41.567814,95.579939,130.62877,113.341,35.289,0,0,0,0,0,0,0,0,0,10.935855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,279.32523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.884195,139.35102,131.44208,61.236615,0,0,0,0,0,0,0,0,32.683632,176.48379,272.35442,213.41034,87.371305,0,0,0,0,0,0,0,41.567537,95.579301,130.6279,113.34024,35.288764,0,0,0,0,0,0,0,0,0,10.935782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,279.32336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.883815,139.35009,131.4412,61.236206,0,0,0,0,0,0,0,0,32.683413,176.48261,272.3526,213.40892,87.370721,0,0,0,0,0,0,0,41.567259,95.578663,130.62703,113.33948,35.288528,0,0,0,0,0,0,0,0,0,10.935709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,279.3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.883435,139.34916,131.44032,61.235797,0,0,0,0,0,0,0,0,32.683195,176.48143,272.35078,213.40749,87.370138,0,0,0,0,0,0,0,41.566981,95.578024,130.62616,113.33873,35.288293,0,0,0,0,0,0,0,0,0,10.935635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,279.31963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.883055,139.34823,131.43944,61.235388,0,0,0,0,0,0,0,0,32.682977,176.48025,272.34896,213.40607,87.369554,0,0,0,0,0,0,0,41.566704,95.577386,130.62528,113.33797,35.288057,0,0,0,0,0,0,0,0,0,10.935562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,279.31777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.882676,139.3473,131.43857,61.234979,0,0,0,0,0,0,0,0,32.682758,176.47907,272.34714,213.40464,87.368971,0,0,0,0,0,0,0,41.566426,95.576748,130.62441,113.33721,35.287821,0,0,0,0,0,0,0,0,0,10.935489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,279.3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.882296,139.34637,131.43769,61.23457,0,0,0,0,0,0,0,0,32.68254,176.4779,272.34532,213.40322,87.368387,0,0,0,0,0,0,0,41.566148,95.576109,130.62354,113.33645,35.287586,0,0,0,0,0,0,0,0,0,10.935416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,279.31403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.881916,139.34544,131.43681,61.234161,0,0,0,0,0,0,0,0,32.682322,176.47672,272.3435,213.40179,87.367804,0,0,0,0,0,0,0,41.565871,95.575471,130.62267,113.3357,35.28735,0,0,0,0,0,0,0,0,0,10.935343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,279.31217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.881536,139.34451,131.43593,61.233752,0,0,0,0,0,0,0,0,32.682103,176.47554,272.34168,213.40037,87.36722,0,0,0,0,0,0,0,41.565593,95.574832,130.62179,113.33494,35.287114,0,0,0,0,0,0,0,0,0,10.93527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,279.3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.881156,139.34358,131.43505,61.233343,0,0,0,0,0,0,0,0,32.681885,176.47436,272.33987,213.39894,87.366636,0,0,0,0,0,0,0,41.565316,95.574194,130.62092,113.33418,35.286879,0,0,0,0,0,0,0,0,0,10.935197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,279.30844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.880776,139.34265,131.43418,61.232934,0,0,0,0,0,0,0,0,32.681667,176.47318,272.33805,213.39752,87.366053,0,0,0,0,0,0,0,41.565038,95.573556,130.62005,113.33343,35.286643,0,0,0,0,0,0,0,0,0,10.935124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,279.30657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.880396,139.34172,131.4333,61.232525,0,0,0,0,0,0,0,0,32.681449,176.472,272.33623,213.39609,87.365469,0,0,0,0,0,0,0,41.56476,95.572917,130.61918,113.33267,35.286407,0,0,0,0,0,0,0,0,0,10.935051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,279.30471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.880016,139.34079,131.43242,61.232116,0,0,0,0,0,0,0,0,32.68123,176.47082,272.33441,213.39466,87.364886,0,0,0,0,0,0,0,41.564483,95.572279,130.6183,113.33191,35.286171,0,0,0,0,0,0,0,0,0,10.934978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,279.30284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.879636,139.33985,131.43154,61.231707,0,0,0,0,0,0,0,0,32.681012,176.46964,272.33259,213.39324,87.364302,0,0,0,0,0,0,0,41.564205,95.571641,130.61743,113.33116,35.285936,0,0,0,0,0,0,0,0,0,10.934905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,279.30098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.879256,139.33892,131.43066,61.231298,0,0,0,0,0,0,0,0,32.680794,176.46847,272.33077,213.39181,87.363719,0,0,0,0,0,0,0,41.563927,95.571002,130.61656,113.3304,35.2857,0,0,0,0,0,0,0,0,0,10.934832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,279.29911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.878876,139.33799,131.42979,61.230889,0,0,0,0,0,0,0,0,32.680575,176.46729,272.32895,213.39039,87.363135,0,0,0,0,0,0,0,41.56365,95.570364,130.61569,113.32964,35.285464,0,0,0,0,0,0,0,0,0,10.934759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,279.29724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.878496,139.33706,131.42891,61.23048,0,0,0,0,0,0,0,0,32.680357,176.46611,272.32713,213.38896,87.362551,0,0,0,0,0,0,0,41.563372,95.569725,130.61481,113.32888,35.285229,0,0,0,0,0,0,0,0,0,10.934686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,279.29538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.878116,139.33613,131.42803,61.230071,0,0,0,0,0,0,0,0,32.680139,176.46493,272.32531,213.38754,87.361968,0,0,0,0,0,0,0,41.563094,95.569087,130.61394,113.32813,35.284993,0,0,0,0,0,0,0,0,0,10.934613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,279.29351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.877736,139.3352,131.42715,61.229662,0,0,0,0,0,0,0,0,32.67992,176.46375,272.32349,213.38611,87.361384,0,0,0,0,0,0,0,41.562817,95.568449,130.61307,113.32737,35.284757,0,0,0,0,0,0,0,0,0,10.93454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,279.29165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.877356,139.33427,131.42627,61.229253,0,0,0,0,0,0,0,0,32.679702,176.46257,272.32167,213.38469,87.360801,0,0,0,0,0,0,0,41.562539,95.56781,130.6122,113.32661,35.284522,0,0,0,0,0,0,0,0,0,10.934467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,279.28978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.876976,139.33334,131.4254,61.228844,0,0,0,0,0,0,0,0,32.679484,176.46139,272.31986,213.38326,87.360217,0,0,0,0,0,0,0,41.562262,95.567172,130.61132,113.32586,35.284286,0,0,0,0,0,0,0,0,0,10.934394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,279.28792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.876597,139.33241,131.42452,61.228435,0,0,0,0,0,0,0,0,32.679266,176.46021,272.31804,213.38184,87.359634,0,0,0,0,0,0,0,41.561984,95.566533,130.61045,113.3251,35.28405,0,0,0,0,0,0,0,0,0,10.934321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,279.28605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.876217,139.33148,131.42364,61.228026,0,0,0,0,0,0,0,0,32.679047,176.45904,272.31622,213.38041,87.35905,0,0,0,0,0,0,0,41.561706,95.565895,130.60958,113.32434,35.283814,0,0,0,0,0,0,0,0,0,10.934248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,279.28418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.875837,139.33055,131.42276,61.227617,0,0,0,0,0,0,0,0,32.678829,176.45786,272.3144,213.37899,87.358467,0,0,0,0,0,0,0,41.561429,95.565257,130.60871,113.32359,35.283579,0,0,0,0,0,0,0,0,0,10.934175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,279.28232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.875457,139.32962,131.42188,61.227208,0,0,0,0,0,0,0,0,32.678611,176.45668,272.31258,213.37756,87.357883,0,0,0,0,0,0,0,41.561151,95.564618,130.60783,113.32283,35.283343,0,0,0,0,0,0,0,0,0,10.934102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,279.28045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.875077,139.32869,131.42101,61.226799,0,0,0,0,0,0,0,0,32.678392,176.4555,272.31076,213.37613,87.357299,0,0,0,0,0,0,0,41.560873,95.56398,130.60696,113.32207,35.283107,0,0,0,0,0,0,0,0,0,10.934029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,279.27859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.874697,139.32776,131.42013,61.22639,0,0,0,0,0,0,0,0,32.678174,176.45432,272.30894,213.37471,87.356716,0,0,0,0,0,0,0,41.560596,95.563342,130.60609,113.32131,35.282872,0,0,0,0,0,0,0,0,0,10.933956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,279.27672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.874317,139.32682,131.41925,61.225981,0,0,0,0,0,0,0,0,32.677956,176.45314,272.30712,213.37328,87.356132,0,0,0,0,0,0,0,41.560318,95.562703,130.60522,113.32056,35.282636,0,0,0,0,0,0,0,0,0,10.933882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,279.27486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.873937,139.32589,131.41837,61.225572,0,0,0,0,0,0,0,0,32.677738,176.45196,272.3053,213.37186,87.355549,0,0,0,0,0,0,0,41.560041,95.562065,130.60434,113.3198,35.2824,0,0,0,0,0,0,0,0,0,10.933809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,279.27299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.873557,139.32496,131.4175,61.225163,0,0,0,0,0,0,0,0,32.677519,176.45078,272.30348,213.37043,87.354965,0,0,0,0,0,0,0,41.559763,95.561426,130.60347,113.31904,35.282165,0,0,0,0,0,0,0,0,0,10.933736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,279.27112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.873177,139.32403,131.41662,61.224754,0,0,0,0,0,0,0,0,32.677301,176.44961,272.30166,213.36901,87.354382,0,0,0,0,0,0,0,41.559485,95.560788,130.6026,113.31829,35.281929,0,0,0,0,0,0,0,0,0,10.933663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,279.26926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.872797,139.3231,131.41574,61.224345,0,0,0,0,0,0,0,0,32.677083,176.44843,272.29985,213.36758,87.353798,0,0,0,0,0,0,0,41.559208,95.56015,130.60173,113.31753,35.281693,0,0,0,0,0,0,0,0,0,10.93359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,279.26739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.872417,139.32217,131.41486,61.223936,0,0,0,0,0,0,0,0,32.676864,176.44725,272.29803,213.36616,87.353215,0,0,0,0,0,0,0,41.55893,95.559511,130.60085,113.31677,35.281458,0,0,0,0,0,0,0,0,0,10.933517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,279.26553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.872037,139.32124,131.41398,61.223527,0,0,0,0,0,0,0,0,32.676646,176.44607,272.29621,213.36473,87.352631,0,0,0,0,0,0,0,41.558652,95.558873,130.59998,113.31602,35.281222,0,0,0,0,0,0,0,0,0,10.933444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,279.26366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.871657,139.32031,131.41311,61.223118,0,0,0,0,0,0,0,0,32.676428,176.44489,272.29439,213.36331,87.352047,0,0,0,0,0,0,0,41.558375,95.558235,130.59911,113.31526,35.280986,0,0,0,0,0,0,0,0,0,10.933371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
