X coord (mm),Y coord (mm)
6.03309,4.67649
3.13849,0.448091
6.9085,0.393688
7.66157,0.355263
9.45611,0.0366649
10.1506,0.0882191
11.2709,0.234642
1.44942,1.08367
1.89059,0.741972
3.07896,0.715646
4.31022,0.698457
5.52073,0.686549
6.73557,0.679586
7.91802,0.673514
9.12984,0.639015
10.2749,0.693211
11.4944,0.679289
12.4457,0.833945
1.13956,2.00557
1.88459,1.85071
3.12765,1.92215
4.327,1.89771
5.55192,1.88229
6.64301,1.88828
7.93865,1.84143
9.12811,1.9172
10.2525,1.86309
11.505,1.85031
12.6897,1.92637
13.8502,1.96354
14.8529,2.38679
0.058363,3.71954
0.828957,2.75306
1.91502,3.00544
3.04849,3.09635
4.3435,3.04531
5.54292,3.02943
6.66854,3.12458
7.85058,3.07326
9.14418,3.0988
10.3099,3.12403
11.4702,3.13053
12.7078,3.08491
13.8846,3.13206
15.0663,3.08675
0.111167,3.82212
0.86715,4.12381
1.69442,3.97226
2.97147,4.47448
4.24564,4.32375
5.38616,4.49777
6.7416,4.29673
7.90745,4.25621
9.05249,4.31112
10.2656,4.24335
11.4694,4.33319
12.7343,4.28953
13.8857,4.25286
15.1148,4.30839
0.695769,5.43656
1.88799,5.5325
3.13217,5.50271
4.32171,5.48587
5.45462,5.47008
6.76244,5.5013
7.85499,5.4696
9.07218,5.50652
10.3338,5.42339
11.5303,5.44586
12.7339,5.45228
13.9047,5.45042
15.1388,5.51451
0.361127,6.97319
0.666913,6.70803
1.85242,6.70403
3.16754,6.64601
4.27713,6.72322
5.55234,6.66527
6.72749,6.72628
7.925,6.66519
9.11466,6.70172
10.35,6.71389
11.5174,6.63709
12.7109,6.64326
13.8907,6.64348
14.8212,6.58814
1.11908,7.60898
1.93267,7.86423
3.07773,7.82915
4.32714,7.87047
5.45069,7.82953
6.75434,7.85354
7.84826,7.91166
9.06529,7.82904
10.3228,7.83224
11.4981,7.84769
12.6808,7.85633
13.8603,7.86468
14.4456,7.40983
2.12653,8.9161
3.14326,9.11678
4.36394,9.04631
5.57197,9.09294
6.66818,9.04417
7.93839,9.05349
9.15303,9.06575
10.3288,9.07821
11.5171,9.08776
12.549,8.82212
13.239,8.33477
2.52066,9.93666
2.9915,9.93842
4.30255,9.9593
5.49761,10.0013
6.68806,10.0409
7.76636,9.97392
9.00442,9.74815
10.2268,9.64421
11.2493,9.47816
