Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa)
20,-2.3168977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13540316,-0.5803955,-0.74534807,-0.28104009,-0.047769509,0,0,0,0,0,0,0,0,-0.12860473,-0.31908316,-2.3595705,-2.1190199,-0.60388391,-0.1146975,-0.0039169237,0,0,0,0,0,0,-0.058320132,-0.39777221,-0.85776194,-0.7592692,-0.33365954,-0.054924438,0,0,0,0,0,0,0,0,0,0,-0.078607733,-0.051519271,-0.0097559002,0,0,0,0,0,-0.028894995,0,0,0,0,0,0,0,0,0,0,0,-0.030185251,-0.0022982969,0,0,0,0,0,0,0,0,0,-0.0016405493,-0.024845321,0,0,0,0,0,0,0,0,0
21,-2.3265178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13596537,-0.58280539,-0.74844286,-0.28220701,-0.047967855,0,0,0,0,0,0,0,0,-0.12913872,-0.32040804,-2.3693678,-2.1278183,-0.60639132,-0.11517374,-0.0039331874,0,0,0,0,0,0,-0.058562286,-0.39942381,-0.86132349,-0.7624218,-0.33504494,-0.055152492,0,0,0,0,0,0,0,0,0,0,-0.078934123,-0.051733186,-0.0097964081,0,0,0,0,0,-0.029014971,0,0,0,0,0,0,0,0,0,0,0,-0.030310584,-0.0023078398,0,0,0,0,0,0,0,0,0,-0.0016473611,-0.024948482,0,0,0,0,0,0,0,0,0
22,-2.3361379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13652759,-0.58521527,-0.75153765,-0.28337393,-0.048166201,0,0,0,0,0,0,0,0,-0.1296727,-0.32173292,-2.3791651,-2.1366168,-0.60889873,-0.11564998,-0.003949451,0,0,0,0,0,0,-0.058804439,-0.40107542,-0.86488504,-0.76557439,-0.33643034,-0.055380546,0,0,0,0,0,0,0,0,0,0,-0.079260514,-0.051947101,-0.009836916,0,0,0,0,0,-0.029134947,0,0,0,0,0,0,0,0,0,0,0,-0.030435918,-0.0023173826,0,0,0,0,0,0,0,0,0,-0.0016541729,-0.025051643,0,0,0,0,0,0,0,0,0
23,-2.345758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1370898,-0.58762516,-0.75463244,-0.28454084,-0.048364547,0,0,0,0,0,0,0,0,-0.13020669,-0.3230578,-2.3889623,-2.1454153,-0.61140614,-0.11612622,-0.0039657146,0,0,0,0,0,0,-0.059046592,-0.40272702,-0.86844658,-0.76872698,-0.33781574,-0.0556086,0,0,0,0,0,0,0,0,0,0,-0.079586904,-0.052161016,-0.0098774238,0,0,0,0,0,-0.029254923,0,0,0,0,0,0,0,0,0,0,0,-0.030561251,-0.0023269255,0,0,0,0,0,0,0,0,0,-0.0016609847,-0.025154805,0,0,0,0,0,0,0,0,0
24,-2.3553781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13765201,-0.59003504,-0.75772723,-0.28570776,-0.048562892,0,0,0,0,0,0,0,0,-0.13074067,-0.32438267,-2.3987596,-2.1542137,-0.61391355,-0.11660246,-0.0039819782,0,0,0,0,0,0,-0.059288746,-0.40437863,-0.87200813,-0.77187957,-0.33920114,-0.055836654,0,0,0,0,0,0,0,0,0,0,-0.079913294,-0.052374932,-0.0099179317,0,0,0,0,0,-0.029374899,0,0,0,0,0,0,0,0,0,0,0,-0.030686584,-0.0023364683,0,0,0,0,0,0,0,0,0,-0.0016677965,-0.025257966,0,0,0,0,0,0,0,0,0
25,-2.3649982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13821422,-0.59244492,-0.76082202,-0.28687468,-0.048761238,0,0,0,0,0,0,0,0,-0.13127466,-0.32570755,-2.4085569,-2.1630122,-0.61642096,-0.1170787,-0.0039982418,0,0,0,0,0,0,-0.059530899,-0.40603024,-0.87556968,-0.77503217,-0.34058654,-0.056064708,0,0,0,0,0,0,0,0,0,0,-0.080239685,-0.052588847,-0.0099584396,0,0,0,0,0,-0.029494875,0,0,0,0,0,0,0,0,0,0,0,-0.030811918,-0.0023460112,0,0,0,0,0,0,0,0,0,-0.0016746083,-0.025361127,0,0,0,0,0,0,0,0,0
26,-2.3746183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13877644,-0.59485481,-0.76391681,-0.2880416,-0.048959584,0,0,0,0,0,0,0,0,-0.13180864,-0.32703243,-2.4183542,-2.1718107,-0.61892837,-0.11755494,-0.0040145054,0,0,0,0,0,0,-0.059773052,-0.40768184,-0.87913123,-0.77818476,-0.34197194,-0.056292762,0,0,0,0,0,0,0,0,0,0,-0.080566075,-0.052802762,-0.0099989474,0,0,0,0,0,-0.029614851,0,0,0,0,0,0,0,0,0,0,0,-0.030937251,-0.002355554,0,0,0,0,0,0,0,0,0,-0.00168142,-0.025464289,0,0,0,0,0,0,0,0,0
27,-2.3842383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13933865,-0.59726469,-0.7670116,-0.28920852,-0.049157929,0,0,0,0,0,0,0,0,-0.13234263,-0.32835731,-2.4281514,-2.1806091,-0.62143579,-0.11803118,-0.0040307691,0,0,0,0,0,0,-0.060015206,-0.40933345,-0.88269278,-0.78133735,-0.34335735,-0.056520816,0,0,0,0,0,0,0,0,0,0,-0.080892465,-0.053016677,-0.010039455,0,0,0,0,0,-0.029734827,0,0,0,0,0,0,0,0,0,0,0,-0.031062585,-0.0023650969,0,0,0,0,0,0,0,0,0,-0.0016882318,-0.02556745,0,0,0,0,0,0,0,0,0
28,-2.3938584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13990086,-0.59967457,-0.77010639,-0.29037543,-0.049356275,0,0,0,0,0,0,0,0,-0.13287661,-0.32968219,-2.4379487,-2.1894076,-0.6239432,-0.11850742,-0.0040470327,0,0,0,0,0,0,-0.060257359,-0.41098506,-0.88625432,-0.78448994,-0.34474275,-0.05674887,0,0,0,0,0,0,0,0,0,0,-0.081218856,-0.053230593,-0.010079963,0,0,0,0,0,-0.029854803,0,0,0,0,0,0,0,0,0,0,0,-0.031187918,-0.0023746397,0,0,0,0,0,0,0,0,0,-0.0016950436,-0.025670611,0,0,0,0,0,0,0,0,0
29,-2.4034785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14046308,-0.60208446,-0.77320118,-0.29154235,-0.049554621,0,0,0,0,0,0,0,0,-0.1334106,-0.33100706,-2.447746,-2.1982061,-0.62645061,-0.11898366,-0.0040632963,0,0,0,0,0,0,-0.060499513,-0.41263666,-0.88981587,-0.78764254,-0.34612815,-0.056976924,0,0,0,0,0,0,0,0,0,0,-0.081545246,-0.053444508,-0.010120471,0,0,0,0,0,-0.029974779,0,0,0,0,0,0,0,0,0,0,0,-0.031313251,-0.0023841826,0,0,0,0,0,0,0,0,0,-0.0017018554,-0.025773772,0,0,0,0,0,0,0,0,0
30,-2.4130986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14102529,-0.60449434,-0.77629597,-0.29270927,-0.049752966,0,0,0,0,0,0,0,0,-0.13394458,-0.33233194,-2.4575432,-2.2070045,-0.62895802,-0.1194599,-0.0040795599,0,0,0,0,0,0,-0.060741666,-0.41428827,-0.89337742,-0.79079513,-0.34751355,-0.057204978,0,0,0,0,0,0,0,0,0,0,-0.081871636,-0.053658423,-0.010160979,0,0,0,0,0,-0.030094755,0,0,0,0,0,0,0,0,0,0,0,-0.031438585,-0.0023937254,0,0,0,0,0,0,0,0,0,-0.0017086672,-0.025876934,0,0,0,0,0,0,0,0,0
31,-2.4227187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1415875,-0.60690422,-0.77939076,-0.29387619,-0.049951312,0,0,0,0,0,0,0,0,-0.13447857,-0.33365682,-2.4673405,-2.215803,-0.63146543,-0.11993614,-0.0040958235,0,0,0,0,0,0,-0.060983819,-0.41593987,-0.89693897,-0.79394772,-0.34889895,-0.057433031,0,0,0,0,0,0,0,0,0,0,-0.082198027,-0.053872338,-0.010201487,0,0,0,0,0,-0.030214731,0,0,0,0,0,0,0,0,0,0,0,-0.031563918,-0.0024032683,0,0,0,0,0,0,0,0,0,-0.001715479,-0.025980095,0,0,0,0,0,0,0,0,0
32,-2.4323388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14214971,-0.60931411,-0.78248555,-0.29504311,-0.050149658,0,0,0,0,0,0,0,0,-0.13501255,-0.3349817,-2.4771378,-2.2246015,-0.63397284,-0.12041238,-0.0041120871,0,0,0,0,0,0,-0.061225973,-0.41759148,-0.90050052,-0.79710031,-0.35028435,-0.057661085,0,0,0,0,0,0,0,0,0,0,-0.082524417,-0.054086254,-0.010241995,0,0,0,0,0,-0.030334707,0,0,0,0,0,0,0,0,0,0,0,-0.031689252,-0.0024128111,0,0,0,0,0,0,0,0,0,-0.0017222908,-0.026083256,0,0,0,0,0,0,0,0,0
33,-2.4419589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14271193,-0.61172399,-0.78558034,-0.29621002,-0.050348004,0,0,0,0,0,0,0,0,-0.13554654,-0.33630658,-2.486935,-2.2334,-0.63648025,-0.12088862,-0.0041283508,0,0,0,0,0,0,-0.061468126,-0.41924309,-0.90406206,-0.80025291,-0.35166975,-0.057889139,0,0,0,0,0,0,0,0,0,0,-0.082850807,-0.054300169,-0.010282502,0,0,0,0,0,-0.030454684,0,0,0,0,0,0,0,0,0,0,0,-0.031814585,-0.002422354,0,0,0,0,0,0,0,0,0,-0.0017291026,-0.026186417,0,0,0,0,0,0,0,0,0
34,-2.4515789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14327414,-0.61413387,-0.78867513,-0.29737694,-0.050546349,0,0,0,0,0,0,0,0,-0.13608052,-0.33763145,-2.4967323,-2.2421984,-0.63898766,-0.12136486,-0.0041446144,0,0,0,0,0,0,-0.061710279,-0.42089469,-0.90762361,-0.8034055,-0.35305515,-0.058117193,0,0,0,0,0,0,0,0,0,0,-0.083177198,-0.054514084,-0.01032301,0,0,0,0,0,-0.03057466,0,0,0,0,0,0,0,0,0,0,0,-0.031939918,-0.0024318968,0,0,0,0,0,0,0,0,0,-0.0017359144,-0.026289579,0,0,0,0,0,0,0,0,0
35,-2.461199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14383635,-0.61654376,-0.79176992,-0.29854386,-0.050744695,0,0,0,0,0,0,0,0,-0.13661451,-0.33895633,-2.5065296,-2.2509969,-0.64149507,-0.1218411,-0.004160878,0,0,0,0,0,0,-0.061952433,-0.4225463,-0.91118516,-0.80655809,-0.35444056,-0.058345247,0,0,0,0,0,0,0,0,0,0,-0.083503588,-0.054727999,-0.010363518,0,0,0,0,0,-0.030694636,0,0,0,0,0,0,0,0,0,0,0,-0.032065252,-0.0024414397,0,0,0,0,0,0,0,0,0,-0.0017427262,-0.02639274,0,0,0,0,0,0,0,0,0
36,-2.4708191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14439857,-0.61895364,-0.79486471,-0.29971078,-0.050943041,0,0,0,0,0,0,0,0,-0.13714849,-0.34028121,-2.5163268,-2.2597954,-0.64400248,-0.12231734,-0.0041771416,0,0,0,0,0,0,-0.062194586,-0.4241979,-0.91474671,-0.80971068,-0.35582596,-0.058573301,0,0,0,0,0,0,0,0,0,0,-0.083829978,-0.054941915,-0.010404026,0,0,0,0,0,-0.030814612,0,0,0,0,0,0,0,0,0,0,0,-0.032190585,-0.0024509825,0,0,0,0,0,0,0,0,0,-0.001749538,-0.026495901,0,0,0,0,0,0,0,0,0
37,-2.4804392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14496078,-0.62136353,-0.7979595,-0.3008777,-0.051141386,0,0,0,0,0,0,0,0,-0.13768248,-0.34160609,-2.5261241,-2.2685938,-0.64650989,-0.12279358,-0.0041934052,0,0,0,0,0,0,-0.06243674,-0.42584951,-0.91830826,-0.81286327,-0.35721136,-0.058801355,0,0,0,0,0,0,0,0,0,0,-0.084156369,-0.05515583,-0.010444534,0,0,0,0,0,-0.030934588,0,0,0,0,0,0,0,0,0,0,0,-0.032315919,-0.0024605254,0,0,0,0,0,0,0,0,0,-0.0017563497,-0.026599062,0,0,0,0,0,0,0,0,0
38,-2.4900593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14552299,-0.62377341,-0.80105429,-0.30204461,-0.051339732,0,0,0,0,0,0,0,0,-0.13821646,-0.34293097,-2.5359214,-2.2773923,-0.6490173,-0.12326982,-0.0042096688,0,0,0,0,0,0,-0.062678893,-0.42750112,-0.9218698,-0.81601587,-0.35859676,-0.059029409,0,0,0,0,0,0,0,0,0,0,-0.084482759,-0.055369745,-0.010485042,0,0,0,0,0,-0.031054564,0,0,0,0,0,0,0,0,0,0,0,-0.032441252,-0.0024700682,0,0,0,0,0,0,0,0,0,-0.0017631615,-0.026702224,0,0,0,0,0,0,0,0,0
39,-2.4996794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14608521,-0.62618329,-0.80414908,-0.30321153,-0.051538078,0,0,0,0,0,0,0,0,-0.13875045,-0.34425585,-2.5457186,-2.2861908,-0.65152471,-0.12374606,-0.0042259325,0,0,0,0,0,0,-0.062921046,-0.42915272,-0.92543135,-0.81916846,-0.35998216,-0.059257463,0,0,0,0,0,0,0,0,0,0,-0.084809149,-0.05558366,-0.01052555,0,0,0,0,0,-0.03117454,0,0,0,0,0,0,0,0,0,0,0,-0.032566585,-0.0024796111,0,0,0,0,0,0,0,0,0,-0.0017699733,-0.026805385,0,0,0,0,0,0,0,0,0
40,-2.5092994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14664742,-0.62859318,-0.80724387,-0.30437845,-0.051736424,0,0,0,0,0,0,0,0,-0.13928443,-0.34558072,-2.5555159,-2.2949892,-0.65403213,-0.1242223,-0.0042421961,0,0,0,0,0,0,-0.0631632,-0.43080433,-0.9289929,-0.82232105,-0.36136756,-0.059485517,0,0,0,0,0,0,0,0,0,0,-0.08513554,-0.055797576,-0.010566058,0,0,0,0,0,-0.031294516,0,0,0,0,0,0,0,0,0,0,0,-0.032691919,-0.0024891539,0,0,0,0,0,0,0,0,0,-0.0017767851,-0.026908546,0,0,0,0,0,0,0,0,0
41,-2.5189195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14720963,-0.63100306,-0.81033866,-0.30554537,-0.051934769,0,0,0,0,0,0,0,0,-0.13981842,-0.3469056,-2.5653132,-2.3037877,-0.65653954,-0.12469854,-0.0042584597,0,0,0,0,0,0,-0.063405353,-0.43245593,-0.93255445,-0.82547364,-0.36275296,-0.059713571,0,0,0,0,0,0,0,0,0,0,-0.08546193,-0.056011491,-0.010606565,0,0,0,0,0,-0.031414492,0,0,0,0,0,0,0,0,0,0,0,-0.032817252,-0.0024986968,0,0,0,0,0,0,0,0,0,-0.0017835969,-0.027011707,0,0,0,0,0,0,0,0,0
42,-2.5285396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14777184,-0.63341294,-0.81343345,-0.30671228,-0.052133115,0,0,0,0,0,0,0,0,-0.1403524,-0.34823048,-2.5751104,-2.3125862,-0.65904695,-0.12517478,-0.0042747233,0,0,0,0,0,0,-0.063647506,-0.43410754,-0.936116,-0.82862624,-0.36413836,-0.059941625,0,0,0,0,0,0,0,0,0,0,-0.08578832,-0.056225406,-0.010647073,0,0,0,0,0,-0.031534468,0,0,0,0,0,0,0,0,0,0,0,-0.032942586,-0.0025082396,0,0,0,0,0,0,0,0,0,-0.0017904087,-0.027114869,0,0,0,0,0,0,0,0,0
43,-2.5381597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14833406,-0.63582283,-0.81652824,-0.3078792,-0.052331461,0,0,0,0,0,0,0,0,-0.14088639,-0.34955536,-2.5849077,-2.3213846,-0.66155436,-0.12565102,-0.0042909869,0,0,0,0,0,0,-0.06388966,-0.43575915,-0.93967754,-0.83177883,-0.36552376,-0.060169679,0,0,0,0,0,0,0,0,0,0,-0.086114711,-0.056439321,-0.010687581,0,0,0,0,0,-0.031654444,0,0,0,0,0,0,0,0,0,0,0,-0.033067919,-0.0025177825,0,0,0,0,0,0,0,0,0,-0.0017972205,-0.02721803,0,0,0,0,0,0,0,0,0
44,-2.5477798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14889627,-0.63823271,-0.81962303,-0.30904612,-0.052529806,0,0,0,0,0,0,0,0,-0.14142037,-0.35088024,-2.594705,-2.3301831,-0.66406177,-0.12612726,-0.0043072505,0,0,0,0,0,0,-0.064131813,-0.43741075,-0.94323909,-0.83493142,-0.36690917,-0.060397733,0,0,0,0,0,0,0,0,0,0,-0.086441101,-0.056653237,-0.010728089,0,0,0,0,0,-0.03177442,0,0,0,0,0,0,0,0,0,0,0,-0.033193252,-0.0025273253,0,0,0,0,0,0,0,0,0,-0.0018040323,-0.027321191,0,0,0,0,0,0,0,0,0
45,-2.5573999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14945848,-0.64064259,-0.82271782,-0.31021304,-0.052728152,0,0,0,0,0,0,0,0,-0.14195436,-0.35220511,-2.6045022,-2.3389816,-0.66656918,-0.1266035,-0.0043235142,0,0,0,0,0,0,-0.064373967,-0.43906236,-0.94680064,-0.83808401,-0.36829457,-0.060625787,0,0,0,0,0,0,0,0,0,0,-0.086767491,-0.056867152,-0.010768597,0,0,0,0,0,-0.031894396,0,0,0,0,0,0,0,0,0,0,0,-0.033318586,-0.0025368682,0,0,0,0,0,0,0,0,0,-0.0018108441,-0.027424352,0,0,0,0,0,0,0,0,0
46,-2.56702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1500207,-0.64305248,-0.82581261,-0.31137996,-0.052926498,0,0,0,0,0,0,0,0,-0.14248834,-0.35352999,-2.6142995,-2.34778,-0.66907659,-0.12707974,-0.0043397778,0,0,0,0,0,0,-0.06461612,-0.44071396,-0.95036219,-0.84123661,-0.36967997,-0.060853841,0,0,0,0,0,0,0,0,0,0,-0.087093882,-0.057081067,-0.010809105,0,0,0,0,0,-0.032014373,0,0,0,0,0,0,0,0,0,0,0,-0.033443919,-0.002546411,0,0,0,0,0,0,0,0,0,-0.0018176559,-0.027527514,0,0,0,0,0,0,0,0,0
47,-2.57664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15058291,-0.64546236,-0.8289074,-0.31254687,-0.053124844,0,0,0,0,0,0,0,0,-0.14302233,-0.35485487,-2.6240968,-2.3565785,-0.671584,-0.12755598,-0.0043560414,0,0,0,0,0,0,-0.064858273,-0.44236557,-0.95392374,-0.8443892,-0.37106537,-0.061081895,0,0,0,0,0,0,0,0,0,0,-0.087420272,-0.057294982,-0.010849613,0,0,0,0,0,-0.032134349,0,0,0,0,0,0,0,0,0,0,0,-0.033569252,-0.0025559539,0,0,0,0,0,0,0,0,0,-0.0018244677,-0.027630675,0,0,0,0,0,0,0,0,0
48,-2.5862601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15114512,-0.64787225,-0.83200219,-0.31371379,-0.053323189,0,0,0,0,0,0,0,0,-0.14355631,-0.35617975,-2.6338941,-2.365377,-0.67409141,-0.12803222,-0.004372305,0,0,0,0,0,0,-0.065100427,-0.44401718,-0.95748528,-0.84754179,-0.37245077,-0.061309949,0,0,0,0,0,0,0,0,0,0,-0.087746662,-0.057508897,-0.010890121,0,0,0,0,0,-0.032254325,0,0,0,0,0,0,0,0,0,0,0,-0.033694586,-0.0025654967,0,0,0,0,0,0,0,0,0,-0.0018312794,-0.027733836,0,0,0,0,0,0,0,0,0
49,-2.5958802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15170733,-0.65028213,-0.83509698,-0.31488071,-0.053521535,0,0,0,0,0,0,0,0,-0.1440903,-0.35750463,-2.6436913,-2.3741754,-0.67659882,-0.12850846,-0.0043885686,0,0,0,0,0,0,-0.06534258,-0.44566878,-0.96104683,-0.85069438,-0.37383617,-0.061538003,0,0,0,0,0,0,0,0,0,0,-0.088073053,-0.057722813,-0.010930628,0,0,0,0,0,-0.032374301,0,0,0,0,0,0,0,0,0,0,0,-0.033819919,-0.0025750396,0,0,0,0,0,0,0,0,0,-0.0018380912,-0.027836998,0,0,0,0,0,0,0,0,0
50,-2.6055003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15226955,-0.65269201,-0.83819177,-0.31604763,-0.053719881,0,0,0,0,0,0,0,0,-0.14462428,-0.3588295,-2.6534886,-2.3829739,-0.67910623,-0.1289847,-0.0044048323,0,0,0,0,0,0,-0.065584733,-0.44732039,-0.96460838,-0.85384697,-0.37522157,-0.061766057,0,0,0,0,0,0,0,0,0,0,-0.088399443,-0.057936728,-0.010971136,0,0,0,0,0,-0.032494277,0,0,0,0,0,0,0,0,0,0,0,-0.033945253,-0.0025845824,0,0,0,0,0,0,0,0,0,-0.001844903,-0.027940159,0,0,0,0,0,0,0,0,0
51,-2.6151204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15283176,-0.6551019,-0.84128656,-0.31721455,-0.053918226,0,0,0,0,0,0,0,0,-0.14515827,-0.36015438,-2.6632859,-2.3917724,-0.68161364,-0.12946094,-0.0044210959,0,0,0,0,0,0,-0.065826887,-0.44897199,-0.96816993,-0.85699957,-0.37660697,-0.061994111,0,0,0,0,0,0,0,0,0,0,-0.088725833,-0.058150643,-0.011011644,0,0,0,0,0,-0.032614253,0,0,0,0,0,0,0,0,0,0,0,-0.034070586,-0.0025941253,0,0,0,0,0,0,0,0,0,-0.0018517148,-0.02804332,0,0,0,0,0,0,0,0,0
