Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa),Coord 120 Stress (kPa),Coord 121 Stress (kPa),Coord 122 Stress (kPa),Coord 123 Stress (kPa)
679,181.45959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.679611,31.024784,40.842083,28.545576,3.2194037,0,0,0,0,31.815338,0,0,0,0,12.635158,6.045989,61.653246,112.72635,80.888038,34.210008,1.2003796,0,0,0,0,0,0,0,0,0,46.299671,99.210919,169.53058,108.28886,45.404759,10.455844,0,0,0,0,0,0,0,0,33.257769,63.048409,46.625226,12.967478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,181.7245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.695201,31.070076,40.901707,28.587249,3.2241036,0,0,0,0,31.861785,0,0,0,0,12.653604,6.0548154,61.743252,112.89091,81.006125,34.25995,1.202132,0,0,0,0,0,0,0,0,0,46.367263,99.355754,169.77807,108.44695,45.471044,10.471108,0,0,0,0,0,0,0,0,33.306321,63.140452,46.693293,12.986409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,181.98941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.710792,31.115368,40.961331,28.628922,3.2288035,0,0,0,0,31.908231,0,0,0,0,12.672049,6.0636418,61.833258,113.05548,81.124211,34.309892,1.2038844,0,0,0,0,0,0,0,0,0,46.434854,99.50059,170.02556,108.60504,45.537329,10.486372,0,0,0,0,0,0,0,0,33.354873,63.232494,46.76136,13.00534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,182.25431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.726383,31.16066,41.020956,28.670595,3.2335034,0,0,0,0,31.954677,0,0,0,0,12.690495,6.0724681,61.923264,113.22005,81.242297,34.359835,1.2056368,0,0,0,0,0,0,0,0,0,46.502446,99.645425,170.27306,108.76313,45.603615,10.501637,0,0,0,0,0,0,0,0,33.403425,63.324537,46.829427,13.024271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,182.51922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.741974,31.205952,41.08058,28.712268,3.2382034,0,0,0,0,32.001123,0,0,0,0,12.708941,6.0812945,62.01327,113.38461,81.360383,34.409777,1.2073892,0,0,0,0,0,0,0,0,0,46.570037,99.79026,170.52055,108.92121,45.6699,10.516901,0,0,0,0,0,0,0,0,33.451977,63.416579,46.897494,13.043202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,182.78413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.757565,31.251244,41.140204,28.753941,3.2429033,0,0,0,0,32.04757,0,0,0,0,12.727386,6.0901208,62.103275,113.54918,81.478469,34.459719,1.2091416,0,0,0,0,0,0,0,0,0,46.637629,99.935095,170.76804,109.0793,45.736185,10.532165,0,0,0,0,0,0,0,0,33.500529,63.508622,46.96556,13.062133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,183.04904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.773156,31.296537,41.199828,28.795613,3.2476032,0,0,0,0,32.094016,0,0,0,0,12.745832,6.0989472,62.193281,113.71374,81.596555,34.509661,1.210894,0,0,0,0,0,0,0,0,0,46.705221,100.07993,171.01554,109.23739,45.80247,10.547429,0,0,0,0,0,0,0,0,33.549081,63.600664,47.033627,13.081064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,183.31394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788747,31.341829,41.259452,28.837286,3.2523031,0,0,0,0,32.140462,0,0,0,0,12.764278,6.1077736,62.283287,113.87831,81.714641,34.559603,1.2126464,0,0,0,0,0,0,0,0,0,46.772812,100.22477,171.26303,109.39548,45.868755,10.562693,0,0,0,0,0,0,0,0,33.597633,63.692707,47.101694,13.099994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,183.57885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.804337,31.387121,41.319076,28.878959,3.257003,0,0,0,0,32.186909,0,0,0,0,12.782723,6.1165999,62.373293,114.04288,81.832727,34.609546,1.2143988,0,0,0,0,0,0,0,0,0,46.840404,100.3696,171.51052,109.55357,45.93504,10.577957,0,0,0,0,0,0,0,0,33.646185,63.784749,47.169761,13.118925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,183.84376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.819928,31.432413,41.378701,28.920632,3.2617029,0,0,0,0,32.233355,0,0,0,0,12.801169,6.1254263,62.463298,114.20744,81.950813,34.659488,1.2161512,0,0,0,0,0,0,0,0,0,46.907995,100.51444,171.75801,109.71165,46.001325,10.593222,0,0,0,0,0,0,0,0,33.694737,63.876792,47.237828,13.137856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,184.10867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.835519,31.477705,41.438325,28.962305,3.2664028,0,0,0,0,32.279801,0,0,0,0,12.819615,6.1342527,62.553304,114.37201,82.068899,34.70943,1.2179036,0,0,0,0,0,0,0,0,0,46.975587,100.65927,172.00551,109.86974,46.06761,10.608486,0,0,0,0,0,0,0,0,33.743289,63.968834,47.305894,13.156787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,184.37358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85111,31.522998,41.497949,29.003978,3.2711028,0,0,0,0,32.326248,0,0,0,0,12.838061,6.143079,62.64331,114.53657,82.186986,34.759372,1.219656,0,0,0,0,0,0,0,0,0,47.043178,100.80411,172.253,110.02783,46.133895,10.62375,0,0,0,0,0,0,0,0,33.791841,64.060877,47.373961,13.175718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,184.63848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.866701,31.56829,41.557573,29.045651,3.2758027,0,0,0,0,32.372694,0,0,0,0,12.856506,6.1519054,62.733316,114.70114,82.305072,34.809314,1.2214084,0,0,0,0,0,0,0,0,0,47.11077,100.94894,172.50049,110.18592,46.20018,10.639014,0,0,0,0,0,0,0,0,33.840393,64.15292,47.442028,13.194649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,184.90339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.882292,31.613582,41.617197,29.087323,3.2805026,0,0,0,0,32.41914,0,0,0,0,12.874952,6.1607318,62.823322,114.86571,82.423158,34.859257,1.2231608,0,0,0,0,0,0,0,0,0,47.178361,101.09378,172.74799,110.344,46.266466,10.654278,0,0,0,0,0,0,0,0,33.888945,64.244962,47.510095,13.213579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,185.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.897883,31.658874,41.676821,29.128996,3.2852025,0,0,0,0,32.465586,0,0,0,0,12.893398,6.1695581,62.913327,115.03027,82.541244,34.909199,1.2249132,0,0,0,0,0,0,0,0,0,47.245953,101.23861,172.99548,110.50209,46.332751,10.669543,0,0,0,0,0,0,0,0,33.937497,64.337005,47.578162,13.23251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,185.43321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.913473,31.704166,41.736446,29.170669,3.2899024,0,0,0,0,32.512033,0,0,0,0,12.911843,6.1783845,63.003333,115.19484,82.65933,34.959141,1.2266656,0,0,0,0,0,0,0,0,0,47.313544,101.38345,173.24297,110.66018,46.399036,10.684807,0,0,0,0,0,0,0,0,33.986049,64.429047,47.646229,13.251441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,185.69811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.929064,31.749458,41.79607,29.212342,3.2946023,0,0,0,0,32.558479,0,0,0,0,12.930289,6.1872109,63.093339,115.3594,82.777416,35.009083,1.228418,0,0,0,0,0,0,0,0,0,47.381136,101.52828,173.49046,110.81827,46.465321,10.700071,0,0,0,0,0,0,0,0,34.034601,64.52109,47.714295,13.270372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,185.96302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.944655,31.794751,41.855694,29.254015,3.2993022,0,0,0,0,32.604925,0,0,0,0,12.948735,6.1960372,63.183345,115.52397,82.895502,35.059025,1.2301704,0,0,0,0,0,0,0,0,0,47.448728,101.67312,173.73796,110.97636,46.531606,10.715335,0,0,0,0,0,0,0,0,34.083154,64.613132,47.782362,13.289303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,186.22793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.960246,31.840043,41.915318,29.295688,3.3040022,0,0,0,0,32.651372,0,0,0,0,12.96718,6.2048636,63.273351,115.68853,83.013588,35.108968,1.2319228,0,0,0,0,0,0,0,0,0,47.516319,101.81795,173.98545,111.13444,46.597891,10.730599,0,0,0,0,0,0,0,0,34.131706,64.705175,47.850429,13.308234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,186.49284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.975837,31.885335,41.974942,29.337361,3.3087021,0,0,0,0,32.697818,0,0,0,0,12.985626,6.2136899,63.363356,115.8531,83.131674,35.15891,1.2336752,0,0,0,0,0,0,0,0,0,47.583911,101.96279,174.23294,111.29253,46.664176,10.745863,0,0,0,0,0,0,0,0,34.180258,64.797217,47.918496,13.327164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,186.75774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.991428,31.930627,42.034567,29.379033,3.313402,0,0,0,0,32.744264,0,0,0,0,13.004072,6.2225163,63.453362,116.01767,83.24976,35.208852,1.2354276,0,0,0,0,0,0,0,0,0,47.651502,102.10762,174.48043,111.45062,46.730461,10.761128,0,0,0,0,0,0,0,0,34.22881,64.88926,47.986563,13.346095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,187.02265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.007019,31.975919,42.094191,29.420706,3.3181019,0,0,0,0,32.79071,0,0,0,0,13.022518,6.2313427,63.543368,116.18223,83.367847,35.258794,1.23718,0,0,0,0,0,0,0,0,0,47.719094,102.25246,174.72793,111.60871,46.796746,10.776392,0,0,0,0,0,0,0,0,34.277362,64.981302,48.054629,13.365026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,187.28756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.022609,32.021212,42.153815,29.462379,3.3228018,0,0,0,0,32.837157,0,0,0,0,13.040963,6.240169,63.633374,116.3468,83.485933,35.308736,1.2389324,0,0,0,0,0,0,0,0,0,47.786685,102.39729,174.97542,111.76679,46.863031,10.791656,0,0,0,0,0,0,0,0,34.325914,65.073345,48.122696,13.383957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,187.55247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0382,32.066504,42.213439,29.504052,3.3275017,0,0,0,0,32.883603,0,0,0,0,13.059409,6.2489954,63.723379,116.51136,83.604019,35.358679,1.2406848,0,0,0,0,0,0,0,0,0,47.854277,102.54213,175.22291,111.92488,46.929316,10.80692,0,0,0,0,0,0,0,0,34.374466,65.165388,48.190763,13.402888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,187.81737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.053791,32.111796,42.273063,29.545725,3.3322016,0,0,0,0,32.930049,0,0,0,0,13.077855,6.2578218,63.813385,116.67593,83.722105,35.408621,1.2424372,0,0,0,0,0,0,0,0,0,47.921868,102.68696,175.47041,112.08297,46.995602,10.822184,0,0,0,0,0,0,0,0,34.423018,65.25743,48.25883,13.421819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,188.08228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.069382,32.157088,42.332687,29.587398,3.3369015,0,0,0,0,32.976496,0,0,0,0,13.0963,6.2666481,63.903391,116.8405,83.840191,35.458563,1.2441896,0,0,0,0,0,0,0,0,0,47.98946,102.8318,175.7179,112.24106,47.061887,10.837449,0,0,0,0,0,0,0,0,34.47157,65.349473,48.326897,13.44075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,188.34719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.084973,32.20238,42.392312,29.629071,3.3416015,0,0,0,0,33.022942,0,0,0,0,13.114746,6.2754745,63.993397,117.00506,83.958277,35.508505,1.245942,0,0,0,0,0,0,0,0,0,48.057051,102.97663,175.96539,112.39915,47.128172,10.852713,0,0,0,0,0,0,0,0,34.520122,65.441515,48.394963,13.45968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,188.6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.100564,32.247672,42.451936,29.670743,3.3463014,0,0,0,0,33.069388,0,0,0,0,13.133192,6.2843009,64.083403,117.16963,84.076363,35.558447,1.2476944,0,0,0,0,0,0,0,0,0,48.124643,103.12147,176.21288,112.55723,47.194457,10.867977,0,0,0,0,0,0,0,0,34.568674,65.533558,48.46303,13.478611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,188.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.116155,32.292965,42.51156,29.712416,3.3510013,0,0,0,0,33.115834,0,0,0,0,13.151637,6.2931272,64.173408,117.33419,84.194449,35.60839,1.2494468,0,0,0,0,0,0,0,0,0,48.192235,103.2663,176.46038,112.71532,47.260742,10.883241,0,0,0,0,0,0,0,0,34.617226,65.6256,48.531097,13.497542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,189.14191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.131745,32.338257,42.571184,29.754089,3.3557012,0,0,0,0,33.162281,0,0,0,0,13.170083,6.3019536,64.263414,117.49876,84.312535,35.658332,1.2511992,0,0,0,0,0,0,0,0,0,48.259826,103.41114,176.70787,112.87341,47.327027,10.898505,0,0,0,0,0,0,0,0,34.665778,65.717643,48.599164,13.516473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,189.40682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.147336,32.383549,42.630808,29.795762,3.3604011,0,0,0,0,33.208727,0,0,0,0,13.188529,6.3107799,64.35342,117.66333,84.430621,35.708274,1.2529516,0,0,0,0,0,0,0,0,0,48.327418,103.55597,176.95536,113.0315,47.393312,10.913769,0,0,0,0,0,0,0,0,34.71433,65.809685,48.667231,13.535404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,189.67173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.162927,32.428841,42.690432,29.837435,3.365101,0,0,0,0,33.255173,0,0,0,0,13.206975,6.3196063,64.443426,117.82789,84.548708,35.758216,1.254704,0,0,0,0,0,0,0,0,0,48.395009,103.70081,177.20286,113.18958,47.459597,10.929034,0,0,0,0,0,0,0,0,34.762882,65.901728,48.735298,13.554335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,189.93663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.178518,32.474133,42.750057,29.879108,3.3698009,0,0,0,0,33.30162,0,0,0,0,13.22542,6.3284327,64.533432,117.99246,84.666794,35.808158,1.2564564,0,0,0,0,0,0,0,0,0,48.462601,103.84564,177.45035,113.34767,47.525882,10.944298,0,0,0,0,0,0,0,0,34.811434,65.99377,48.803364,13.573265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,190.20154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.194109,32.519426,42.809681,29.920781,3.3745009,0,0,0,0,33.348066,0,0,0,0,13.243866,6.337259,64.623437,118.15702,84.78488,35.858101,1.2582088,0,0,0,0,0,0,0,0,0,48.530192,103.99048,177.69784,113.50576,47.592167,10.959562,0,0,0,0,0,0,0,0,34.859986,66.085813,48.871431,13.592196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,190.46645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2097,32.564718,42.869305,29.962454,3.3792008,0,0,0,0,33.394512,0,0,0,0,13.262312,6.3460854,64.713443,118.32159,84.902966,35.908043,1.2599612,0,0,0,0,0,0,0,0,0,48.597784,104.13531,177.94533,113.66385,47.658452,10.974826,0,0,0,0,0,0,0,0,34.908538,66.177856,48.939498,13.611127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,190.73136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22529,32.61001,42.928929,30.004126,3.3839007,0,0,0,0,33.440958,0,0,0,0,13.280757,6.3549118,64.803449,118.48616,85.021052,35.957985,1.2617136,0,0,0,0,0,0,0,0,0,48.665375,104.28015,178.19283,113.82194,47.724738,10.99009,0,0,0,0,0,0,0,0,34.95709,66.269898,49.007565,13.630058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,190.99627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.240881,32.655302,42.988553,30.045799,3.3886006,0,0,0,0,33.487405,0,0,0,0,13.299203,6.3637381,64.893455,118.65072,85.139138,36.007927,1.263466,0,0,0,0,0,0,0,0,0,48.732967,104.42498,178.44032,113.98002,47.791023,11.005355,0,0,0,0,0,0,0,0,35.005643,66.361941,49.075632,13.648989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,191.26117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.256472,32.700594,43.048177,30.087472,3.3933005,0,0,0,0,33.533851,0,0,0,0,13.317649,6.3725645,64.983461,118.81529,85.257224,36.057869,1.2652184,0,0,0,0,0,0,0,0,0,48.800559,104.56982,178.68781,114.13811,47.857308,11.020619,0,0,0,0,0,0,0,0,35.054195,66.453983,49.143698,13.66792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
