Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa),Coord 120 Stress (kPa),Coord 121 Stress (kPa),Coord 122 Stress (kPa),Coord 123 Stress (kPa)
2774,206.99266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.182332,35.390262,46.588947,32.562207,3.672404,0,0,0,0,36.292055,0,0,0,0,14.413043,6.8967164,70.328437,128.588,92.269745,39.023677,1.3692843,0,0,0,0,0,0,0,0,0,52.814469,113.17083,193.38512,123.52612,51.793635,11.927079,0,0,0,0,0,0,0,0,37.937449,71.919912,53.185833,14.792124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,206.98507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.181886,35.388965,46.58724,32.561013,3.6722694,0,0,0,0,36.290725,0,0,0,0,14.412515,6.8964637,70.325859,128.58329,92.266363,39.022247,1.3692341,0,0,0,0,0,0,0,0,0,52.812534,113.16668,193.37804,123.5216,51.791737,11.926642,0,0,0,0,0,0,0,0,37.936058,71.917276,53.183884,14.791582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,206.97749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.181439,35.387668,46.585532,32.55982,3.6721348,0,0,0,0,36.289395,0,0,0,0,14.411987,6.8962109,70.323282,128.57858,92.262981,39.020817,1.3691839,0,0,0,0,0,0,0,0,0,52.810598,113.16253,193.37095,123.51707,51.789839,11.926205,0,0,0,0,0,0,0,0,37.934668,71.91464,53.181935,14.79104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,206.9699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.180993,35.386371,46.583825,32.558627,3.6720002,0,0,0,0,36.288065,0,0,0,0,14.411458,6.8959581,70.320704,128.57386,92.259599,39.019387,1.3691337,0,0,0,0,0,0,0,0,0,52.808662,113.15838,193.36386,123.51254,51.78794,11.925768,0,0,0,0,0,0,0,0,37.933278,71.912004,53.179985,14.790498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,206.96231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.180546,35.385073,46.582117,32.557433,3.6718656,0,0,0,0,36.286735,0,0,0,0,14.41093,6.8957054,70.318126,128.56915,92.256218,39.017956,1.3690836,0,0,0,0,0,0,0,0,0,52.806727,113.15424,193.35677,123.50801,51.786042,11.925331,0,0,0,0,0,0,0,0,37.931887,71.909368,53.178036,14.789956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,206.95473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1801,35.383776,46.58041,32.55624,3.671731,0,0,0,0,36.285404,0,0,0,0,14.410402,6.8954526,70.315549,128.56444,92.252836,39.016526,1.3690334,0,0,0,0,0,0,0,0,0,52.804791,113.15009,193.34968,123.50349,51.784144,11.924894,0,0,0,0,0,0,0,0,37.930497,71.906732,53.176087,14.789414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,206.94714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.179653,35.382479,46.578702,32.555046,3.6715964,0,0,0,0,36.284074,0,0,0,0,14.409874,6.8951998,70.312971,128.55973,92.249454,39.015096,1.3689832,0,0,0,0,0,0,0,0,0,52.802855,113.14594,193.3426,123.49896,51.782246,11.924457,0,0,0,0,0,0,0,0,37.929106,71.904096,53.174137,14.788872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,206.93955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.179207,35.381182,46.576995,32.553853,3.6714618,0,0,0,0,36.282744,0,0,0,0,14.409345,6.894947,70.310394,128.55501,92.246072,39.013666,1.368933,0,0,0,0,0,0,0,0,0,52.80092,113.14179,193.33551,123.49443,51.780347,11.924019,0,0,0,0,0,0,0,0,37.927716,71.901461,53.172188,14.788329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,206.93197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17876,35.379885,46.575287,32.552659,3.6713272,0,0,0,0,36.281414,0,0,0,0,14.408817,6.8946943,70.307816,128.5503,92.242691,39.012235,1.3688828,0,0,0,0,0,0,0,0,0,52.798984,113.13764,193.32842,123.4899,51.778449,11.923582,0,0,0,0,0,0,0,0,37.926325,71.898825,53.170239,14.787787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,206.92438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.178314,35.378588,46.57358,32.551466,3.6711927,0,0,0,0,36.280084,0,0,0,0,14.408289,6.8944415,70.305239,128.54559,92.239309,39.010805,1.3688326,0,0,0,0,0,0,0,0,0,52.797048,113.1335,193.32133,123.48538,51.776551,11.923145,0,0,0,0,0,0,0,0,37.924935,71.896189,53.16829,14.787245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,206.9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.177867,35.377291,46.571872,32.550273,3.6710581,0,0,0,0,36.278754,0,0,0,0,14.407761,6.8941887,70.302661,128.54088,92.235927,39.009375,1.3687825,0,0,0,0,0,0,0,0,0,52.795113,113.12935,193.31425,123.48085,51.774652,11.922708,0,0,0,0,0,0,0,0,37.923545,71.893553,53.16634,14.786703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,206.90921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.177421,35.375994,46.570165,32.549079,3.6709235,0,0,0,0,36.277424,0,0,0,0,14.407232,6.893936,70.300084,128.53616,92.232546,39.007945,1.3687323,0,0,0,0,0,0,0,0,0,52.793177,113.1252,193.30716,123.47632,51.772754,11.922271,0,0,0,0,0,0,0,0,37.922154,71.890917,53.164391,14.786161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,206.90162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.176974,35.374697,46.568457,32.547886,3.6707889,0,0,0,0,36.276094,0,0,0,0,14.406704,6.8936832,70.297506,128.53145,92.229164,39.006514,1.3686821,0,0,0,0,0,0,0,0,0,52.791241,113.12105,193.30007,123.4718,51.770856,11.921834,0,0,0,0,0,0,0,0,37.920764,71.888281,53.162442,14.785619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,206.89404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.176528,35.3734,46.56675,32.546692,3.6706543,0,0,0,0,36.274763,0,0,0,0,14.406176,6.8934304,70.294928,128.52674,92.225782,39.005084,1.3686319,0,0,0,0,0,0,0,0,0,52.789306,113.11691,193.29298,123.46727,51.768958,11.921397,0,0,0,0,0,0,0,0,37.919373,71.885645,53.160493,14.785077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,206.88645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.176081,35.372103,46.565042,32.545499,3.6705197,0,0,0,0,36.273433,0,0,0,0,14.405648,6.8931777,70.292351,128.52202,92.2224,39.003654,1.3685817,0,0,0,0,0,0,0,0,0,52.78737,113.11276,193.2859,123.46274,51.767059,11.92096,0,0,0,0,0,0,0,0,37.917983,71.883009,53.158543,14.784534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,206.87886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.175635,35.370806,46.563335,32.544306,3.6703851,0,0,0,0,36.272103,0,0,0,0,14.405119,6.8929249,70.289773,128.51731,92.219019,39.002224,1.3685315,0,0,0,0,0,0,0,0,0,52.785434,113.10861,193.27881,123.45821,51.765161,11.920522,0,0,0,0,0,0,0,0,37.916592,71.880373,53.156594,14.783992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,206.87128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.175188,35.369509,46.561627,32.543112,3.6702505,0,0,0,0,36.270773,0,0,0,0,14.404591,6.8926721,70.287196,128.5126,92.215637,39.000794,1.3684813,0,0,0,0,0,0,0,0,0,52.783499,113.10446,193.27172,123.45369,51.763263,11.920085,0,0,0,0,0,0,0,0,37.915202,71.877738,53.154645,14.78345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,206.86369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.174742,35.368212,46.55992,32.541919,3.6701159,0,0,0,0,36.269443,0,0,0,0,14.404063,6.8924194,70.284618,128.50789,92.212255,38.999363,1.3684312,0,0,0,0,0,0,0,0,0,52.781563,113.10031,193.26463,123.44916,51.761365,11.919648,0,0,0,0,0,0,0,0,37.913812,71.875102,53.152695,14.782908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,206.8561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.174295,35.366915,46.558212,32.540725,3.6699813,0,0,0,0,36.268113,0,0,0,0,14.403535,6.8921666,70.282041,128.50317,92.208874,38.997933,1.368381,0,0,0,0,0,0,0,0,0,52.779627,113.09617,193.25755,123.44463,51.759466,11.919211,0,0,0,0,0,0,0,0,37.912421,71.872466,53.150746,14.782366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,206.84852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.173849,35.365617,46.556505,32.539532,3.6698467,0,0,0,0,36.266783,0,0,0,0,14.403006,6.8919138,70.279463,128.49846,92.205492,38.996503,1.3683308,0,0,0,0,0,0,0,0,0,52.777692,113.09202,193.25046,123.4401,51.757568,11.918774,0,0,0,0,0,0,0,0,37.911031,71.86983,53.148797,14.781824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,206.84093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.173402,35.36432,46.554797,32.538338,3.6697121,0,0,0,0,36.265453,0,0,0,0,14.402478,6.8916611,70.276885,128.49375,92.20211,38.995073,1.3682806,0,0,0,0,0,0,0,0,0,52.775756,113.08787,193.24337,123.43558,51.75567,11.918337,0,0,0,0,0,0,0,0,37.90964,71.867194,53.146848,14.781282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,206.83335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.172956,35.363023,46.55309,32.537145,3.6695775,0,0,0,0,36.264123,0,0,0,0,14.40195,6.8914083,70.274308,128.48903,92.198728,38.993642,1.3682304,0,0,0,0,0,0,0,0,0,52.77382,113.08372,193.23628,123.43105,51.753772,11.9179,0,0,0,0,0,0,0,0,37.90825,71.864558,53.144898,14.780739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,206.82576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.172509,35.361726,46.551382,32.535952,3.6694429,0,0,0,0,36.262792,0,0,0,0,14.401422,6.8911555,70.27173,128.48432,92.195347,38.992212,1.3681802,0,0,0,0,0,0,0,0,0,52.771885,113.07958,193.22919,123.42652,51.751873,11.917462,0,0,0,0,0,0,0,0,37.90686,71.861922,53.142949,14.780197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,206.81817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.172063,35.360429,46.549675,32.534758,3.6693083,0,0,0,0,36.261462,0,0,0,0,14.400893,6.8909028,70.269153,128.47961,92.191965,38.990782,1.3681301,0,0,0,0,0,0,0,0,0,52.769949,113.07543,193.22211,123.422,51.749975,11.917025,0,0,0,0,0,0,0,0,37.905469,71.859286,53.141,14.779655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,206.81059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.171616,35.359132,46.547967,32.533565,3.6691737,0,0,0,0,36.260132,0,0,0,0,14.400365,6.89065,70.266575,128.4749,92.188583,38.989352,1.3680799,0,0,0,0,0,0,0,0,0,52.768013,113.07128,193.21502,123.41747,51.748077,11.916588,0,0,0,0,0,0,0,0,37.904079,71.85665,53.13905,14.779113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,206.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17117,35.357835,46.54626,32.532371,3.6690391,0,0,0,0,36.258802,0,0,0,0,14.399837,6.8903972,70.263998,128.47018,92.185202,38.987921,1.3680297,0,0,0,0,0,0,0,0,0,52.766078,113.06713,193.20793,123.41294,51.746179,11.916151,0,0,0,0,0,0,0,0,37.902688,71.854015,53.137101,14.778571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,206.79541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.170723,35.356538,46.544552,32.531178,3.6689045,0,0,0,0,36.257472,0,0,0,0,14.399309,6.8901445,70.26142,128.46547,92.18182,38.986491,1.3679795,0,0,0,0,0,0,0,0,0,52.764142,113.06299,193.20084,123.40841,51.74428,11.915714,0,0,0,0,0,0,0,0,37.901298,71.851379,53.135152,14.778029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,206.78783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.170277,35.355241,46.542845,32.529985,3.6687699,0,0,0,0,36.256142,0,0,0,0,14.398781,6.8898917,70.258843,128.46076,92.178438,38.985061,1.3679293,0,0,0,0,0,0,0,0,0,52.762206,113.05884,193.19376,123.40389,51.742382,11.915277,0,0,0,0,0,0,0,0,37.899907,71.848743,53.133203,14.777487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,206.78024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.16983,35.353944,46.541137,32.528791,3.6686354,0,0,0,0,36.254812,0,0,0,0,14.398252,6.8896389,70.256265,128.45604,92.175056,38.983631,1.3678791,0,0,0,0,0,0,0,0,0,52.760271,113.05469,193.18667,123.39936,51.740484,11.91484,0,0,0,0,0,0,0,0,37.898517,71.846107,53.131253,14.776945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,206.77265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.169384,35.352647,46.53943,32.527598,3.6685008,0,0,0,0,36.253482,0,0,0,0,14.397724,6.8893862,70.253687,128.45133,92.171675,38.9822,1.3678289,0,0,0,0,0,0,0,0,0,52.758335,113.05054,193.17958,123.39483,51.738586,11.914403,0,0,0,0,0,0,0,0,37.897127,71.843471,53.129304,14.776402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,206.76507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.168937,35.35135,46.537722,32.526404,3.6683662,0,0,0,0,36.252152,0,0,0,0,14.397196,6.8891334,70.25111,128.44662,92.168293,38.98077,1.3677788,0,0,0,0,0,0,0,0,0,52.756399,113.04639,193.17249,123.3903,51.736687,11.913965,0,0,0,0,0,0,0,0,37.895736,71.840835,53.127355,14.77586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,206.75748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.168491,35.350053,46.536015,32.525211,3.6682316,0,0,0,0,36.250821,0,0,0,0,14.396668,6.8888806,70.248532,128.44191,92.164911,38.97934,1.3677286,0,0,0,0,0,0,0,0,0,52.754464,113.04225,193.16541,123.38578,51.734789,11.913528,0,0,0,0,0,0,0,0,37.894346,71.838199,53.125405,14.775318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,206.7499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.168044,35.348756,46.534307,32.524017,3.668097,0,0,0,0,36.249491,0,0,0,0,14.396139,6.8886279,70.245955,128.43719,92.16153,38.97791,1.3676784,0,0,0,0,0,0,0,0,0,52.752528,113.0381,193.15832,123.38125,51.732891,11.913091,0,0,0,0,0,0,0,0,37.892955,71.835563,53.123456,14.774776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,206.74231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.167598,35.347459,46.5326,32.522824,3.6679624,0,0,0,0,36.248161,0,0,0,0,14.395611,6.8883751,70.243377,128.43248,92.158148,38.97648,1.3676282,0,0,0,0,0,0,0,0,0,52.750592,113.03395,193.15123,123.37672,51.730993,11.912654,0,0,0,0,0,0,0,0,37.891565,71.832927,53.121507,14.774234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,206.73472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.167151,35.346161,46.530892,32.521631,3.6678278,0,0,0,0,36.246831,0,0,0,0,14.395083,6.8881223,70.2408,128.42777,92.154766,38.975049,1.367578,0,0,0,0,0,0,0,0,0,52.748657,113.0298,193.14414,123.3722,51.729094,11.912217,0,0,0,0,0,0,0,0,37.890174,71.830292,53.119558,14.773692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,206.72714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.166705,35.344864,46.529185,32.520437,3.6676932,0,0,0,0,36.245501,0,0,0,0,14.394555,6.8878696,70.238222,128.42306,92.151384,38.973619,1.3675278,0,0,0,0,0,0,0,0,0,52.746721,113.02566,193.13706,123.36767,51.727196,11.91178,0,0,0,0,0,0,0,0,37.888784,71.827656,53.117608,14.77315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,206.71955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.166259,35.343567,46.527477,32.519244,3.6675586,0,0,0,0,36.244171,0,0,0,0,14.394026,6.8876168,70.235644,128.41834,92.148003,38.972189,1.3674777,0,0,0,0,0,0,0,0,0,52.744785,113.02151,193.12997,123.36314,51.725298,11.911343,0,0,0,0,0,0,0,0,37.887394,71.82502,53.115659,14.772607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
