X coord (mm),Y coord (mm)
7.31207,3.06512
3.52261,0.330521
4.18299,0.23799
5.62374,0.166493
6.61117,0.10764
8.1227,0.00259522
8.96292,-0.0173096
9.9766,0.246149
1.03505,1.61984
2.38778,1.23512
3.13394,0.724746
4.27843,0.711572
5.57556,0.671622
6.76536,0.673292
7.92923,0.670476
9.06653,0.66534
10.3075,0.714496
11.5064,0.722725
12.4453,1.01846
0.838723,2.01192
1.90168,1.9308
3.16087,1.84109
4.30019,1.82354
5.50999,1.9105
6.7703,1.87027
7.91493,1.8524
9.09411,1.91034
10.2925,1.93502
11.4825,1.92818
12.7416,1.85845
13.587,1.9298
0.366292,2.8336
0.711286,3.07968
1.93528,3.06454
3.12473,3.03376
4.35023,3.13346
5.57332,3.04896
6.73715,3.05291
7.914,3.10962
9.09808,3.03907
10.2753,3.07414
11.4948,3.08223
12.7474,3.10054
13.6634,3.13569
0.663094,4.64448
1.89544,4.42901
3.06362,4.30021
4.3546,4.25727
5.45843,4.26206
6.69233,4.31759
7.88517,4.25574
9.16425,4.25964
10.2964,4.29851
11.4766,4.30585
12.7893,4.19726
13.6541,4.03993
0.798377,5.51567
1.99465,5.47363
3.06899,5.489
4.25951,5.46175
5.56764,5.49173
6.74392,5.44946
7.94621,5.48368
9.18199,5.48778
10.2704,5.52651
11.5272,5.49408
12.1502,4.77247
0.572215,5.77161
1.93584,6.57176
3.01097,6.57938
4.35353,6.59916
5.46688,6.57126
6.75394,6.58502
7.92855,6.51447
9.03735,6.34736
10.1045,6.08917
11.2375,5.7964
