Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa)
2659,279.47318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.131068,89.618512,81.30267,22.76317,0,0,0,0,0,0,0,0,7.994009,132.85834,273.80298,182.35033,41.161907,0,0,0,0,0,0,0,11.93451,47.806528,80.465065,63.511787,9.0839528,0,0,0,0,0,0,0,0,0,1.2891313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,279.47697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.131342,89.619728,81.303774,22.76348,0,0,0,0,0,0,0,0,7.9941175,132.86014,273.80669,182.35281,41.162466,0,0,0,0,0,0,0,11.934672,47.807177,80.466157,63.512649,9.0840762,0,0,0,0,0,0,0,0,0,1.2891488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,279.48077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.131615,89.620945,81.304878,22.763789,0,0,0,0,0,0,0,0,7.9942261,132.86195,273.81041,182.35529,41.163025,0,0,0,0,0,0,0,11.934834,47.807827,80.46725,63.513512,9.0841995,0,0,0,0,0,0,0,0,0,1.2891663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,279.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.131888,89.622162,81.305982,22.764098,0,0,0,0,0,0,0,0,7.9943346,132.86375,273.81413,182.35776,41.163584,0,0,0,0,0,0,0,11.934996,47.808476,80.468342,63.514374,9.0843228,0,0,0,0,0,0,0,0,0,1.2891838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,279.48836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.132162,89.623379,81.307086,22.764407,0,0,0,0,0,0,0,0,7.9944431,132.86556,273.81785,182.36024,41.164143,0,0,0,0,0,0,0,11.935158,47.809125,80.469435,63.515237,9.0844462,0,0,0,0,0,0,0,0,0,1.2892014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,279.49215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.132435,89.624596,81.30819,22.764716,0,0,0,0,0,0,0,0,7.9945517,132.86736,273.82156,182.36271,41.164702,0,0,0,0,0,0,0,11.93532,47.809774,80.470527,63.516099,9.0845695,0,0,0,0,0,0,0,0,0,1.2892189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,279.49595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.132708,89.625813,81.309294,22.765025,0,0,0,0,0,0,0,0,7.9946602,132.86916,273.82528,182.36519,41.165261,0,0,0,0,0,0,0,11.935483,47.810423,80.47162,63.516961,9.0846929,0,0,0,0,0,0,0,0,0,1.2892364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,279.49974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.132982,89.62703,81.310398,22.765334,0,0,0,0,0,0,0,0,7.9947688,132.87097,273.829,182.36767,41.16582,0,0,0,0,0,0,0,11.935645,47.811072,80.472713,63.517824,9.0848162,0,0,0,0,0,0,0,0,0,1.2892539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,279.50354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.133255,89.628247,81.311502,22.765643,0,0,0,0,0,0,0,0,7.9948773,132.87277,273.83272,182.37014,41.166379,0,0,0,0,0,0,0,11.935807,47.811721,80.473805,63.518686,9.0849396,0,0,0,0,0,0,0,0,0,1.2892714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,279.50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.133528,89.629463,81.312606,22.765952,0,0,0,0,0,0,0,0,7.9949859,132.87458,273.83644,182.37262,41.166938,0,0,0,0,0,0,0,11.935969,47.81237,80.474898,63.519548,9.0850629,0,0,0,0,0,0,0,0,0,1.2892889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,279.51112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.133802,89.63068,81.31371,22.766261,0,0,0,0,0,0,0,0,7.9950944,132.87638,273.84015,182.37509,41.167497,0,0,0,0,0,0,0,11.936131,47.81302,80.47599,63.520411,9.0851863,0,0,0,0,0,0,0,0,0,1.2893064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,279.51492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.134075,89.631897,81.314814,22.76657,0,0,0,0,0,0,0,0,7.995203,132.87818,273.84387,182.37757,41.168055,0,0,0,0,0,0,0,11.936293,47.813669,80.477083,63.521273,9.0853096,0,0,0,0,0,0,0,0,0,1.2893239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,279.51871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.134348,89.633114,81.315918,22.766879,0,0,0,0,0,0,0,0,7.9953115,132.87999,273.84759,182.38005,41.168614,0,0,0,0,0,0,0,11.936455,47.814318,80.478175,63.522136,9.0854329,0,0,0,0,0,0,0,0,0,1.2893414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,279.52251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.134622,89.634331,81.317022,22.767189,0,0,0,0,0,0,0,0,7.9954201,132.88179,273.85131,182.38252,41.169173,0,0,0,0,0,0,0,11.936617,47.814967,80.479268,63.522998,9.0855563,0,0,0,0,0,0,0,0,0,1.2893589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,279.53194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.135301,89.637356,81.319766,22.767957,0,0,0,0,0,0,0,0,7.9956899,132.88628,273.86055,182.38868,41.170563,0,0,0,0,0,0,0,11.93702,47.816581,80.481984,63.525142,9.085863,0,0,0,0,0,0,0,0,0,1.2894024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,279.54138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.135981,89.640382,81.322511,22.768725,0,0,0,0,0,0,0,0,7.9959598,132.89076,273.86979,182.39483,41.171952,0,0,0,0,0,0,0,11.937423,47.818195,80.484701,63.527286,9.0861696,0,0,0,0,0,0,0,0,0,1.2894459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,279.55081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13666,89.643407,81.325255,22.769494,0,0,0,0,0,0,0,0,7.9962296,132.89525,273.87904,182.40099,41.173342,0,0,0,0,0,0,0,11.937826,47.819809,80.487417,63.52943,9.0864763,0,0,0,0,0,0,0,0,0,1.2894894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,279.56025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13734,89.646432,81.328,22.770262,0,0,0,0,0,0,0,0,7.9964995,132.89973,273.88828,182.40715,41.174731,0,0,0,0,0,0,0,11.938228,47.821422,80.490133,63.531574,9.0867829,0,0,0,0,0,0,0,0,0,1.289533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,279.56968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13802,89.649458,81.330745,22.771031,0,0,0,0,0,0,0,0,7.9967694,132.90422,273.89752,182.4133,41.176121,0,0,0,0,0,0,0,11.938631,47.823036,80.49285,63.533718,9.0870896,0,0,0,0,0,0,0,0,0,1.2895765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,279.57912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.138699,89.652483,81.333489,22.771799,0,0,0,0,0,0,0,0,7.9970392,132.9087,273.90676,182.41946,41.17751,0,0,0,0,0,0,0,11.939034,47.82465,80.495566,63.535862,9.0873962,0,0,0,0,0,0,0,0,0,1.28962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,279.58855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.139379,89.655508,81.336234,22.772568,0,0,0,0,0,0,0,0,7.9973091,132.91319,273.91601,182.42561,41.1789,0,0,0,0,0,0,0,11.939437,47.826264,80.498282,63.538006,9.0877029,0,0,0,0,0,0,0,0,0,1.2896635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680,279.59798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.140058,89.658534,81.338978,22.773336,0,0,0,0,0,0,0,0,7.9975789,132.91767,273.92525,182.43177,41.18029,0,0,0,0,0,0,0,11.93984,47.827878,80.500999,63.54015,9.0880095,0,0,0,0,0,0,0,0,0,1.289707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681,279.60742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.140738,89.661559,81.341723,22.774104,0,0,0,0,0,0,0,0,7.9978488,132.92216,273.93449,182.43792,41.181679,0,0,0,0,0,0,0,11.940243,47.829492,80.503715,63.542294,9.0883162,0,0,0,0,0,0,0,0,0,1.2897506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,279.61685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.141417,89.664584,81.344467,22.774873,0,0,0,0,0,0,0,0,7.9981187,132.92664,273.94374,182.44408,41.183069,0,0,0,0,0,0,0,11.940646,47.831105,80.506431,63.544438,9.0886228,0,0,0,0,0,0,0,0,0,1.2897941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,279.62629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.142097,89.667609,81.347212,22.775641,0,0,0,0,0,0,0,0,7.9983885,132.93113,273.95298,182.45024,41.184458,0,0,0,0,0,0,0,11.941049,47.832719,80.509148,63.546582,9.0889295,0,0,0,0,0,0,0,0,0,1.2898376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,279.63572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.142777,89.670635,81.349957,22.77641,0,0,0,0,0,0,0,0,7.9986584,132.93561,273.96222,182.45639,41.185848,0,0,0,0,0,0,0,11.941451,47.834333,80.511864,63.548726,9.0892361,0,0,0,0,0,0,0,0,0,1.2898811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,279.64516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.143456,89.67366,81.352701,22.777178,0,0,0,0,0,0,0,0,7.9989282,132.9401,273.97147,182.46255,41.187237,0,0,0,0,0,0,0,11.941854,47.835947,80.51458,63.55087,9.0895428,0,0,0,0,0,0,0,0,0,1.2899246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,279.65459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.144136,89.676685,81.355446,22.777947,0,0,0,0,0,0,0,0,7.9991981,132.94458,273.98071,182.4687,41.188627,0,0,0,0,0,0,0,11.942257,47.837561,80.517297,63.553014,9.0898494,0,0,0,0,0,0,0,0,0,1.2899681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,279.66402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.144815,89.679711,81.35819,22.778715,0,0,0,0,0,0,0,0,7.999468,132.94907,273.98995,182.47486,41.190016,0,0,0,0,0,0,0,11.94266,47.839175,80.520013,63.555158,9.0901561,0,0,0,0,0,0,0,0,0,1.2900117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,279.67346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.145495,89.682736,81.360935,22.779483,0,0,0,0,0,0,0,0,7.9997378,132.95355,273.99919,182.48101,41.191406,0,0,0,0,0,0,0,11.943063,47.840788,80.522729,63.557302,9.0904628,0,0,0,0,0,0,0,0,0,1.2900552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,279.68289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.146175,89.685761,81.36368,22.780252,0,0,0,0,0,0,0,0,8.0000077,132.95804,274.00844,182.48717,41.192795,0,0,0,0,0,0,0,11.943466,47.842402,80.525446,63.559446,9.0907694,0,0,0,0,0,0,0,0,0,1.2900987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,279.69233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.146854,89.688787,81.366424,22.78102,0,0,0,0,0,0,0,0,8.0002775,132.96252,274.01768,182.49333,41.194185,0,0,0,0,0,0,0,11.943869,47.844016,80.528162,63.56159,9.0910761,0,0,0,0,0,0,0,0,0,1.2901422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,279.70176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.147534,89.691812,81.369169,22.781789,0,0,0,0,0,0,0,0,8.0005474,132.96701,274.02692,182.49948,41.195574,0,0,0,0,0,0,0,11.944272,47.84563,80.530878,63.563734,9.0913827,0,0,0,0,0,0,0,0,0,1.2901857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,279.7112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.148213,89.694837,81.371913,22.782557,0,0,0,0,0,0,0,0,8.0008172,132.97149,274.03617,182.50564,41.196964,0,0,0,0,0,0,0,11.944675,47.847244,80.533594,63.565878,9.0916894,0,0,0,0,0,0,0,0,0,1.2902293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2693,279.72063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.148893,89.697863,81.374658,22.783326,0,0,0,0,0,0,0,0,8.0010871,132.97598,274.04541,182.51179,41.198353,0,0,0,0,0,0,0,11.945077,47.848858,80.536311,63.568022,9.091996,0,0,0,0,0,0,0,0,0,1.2902728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,279.73007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.149572,89.700888,81.377403,22.784094,0,0,0,0,0,0,0,0,8.001357,132.98046,274.05465,182.51795,41.199743,0,0,0,0,0,0,0,11.94548,47.850471,80.539027,63.570166,9.0923027,0,0,0,0,0,0,0,0,0,1.2903163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,279.7395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.150252,89.703913,81.380147,22.784863,0,0,0,0,0,0,0,0,8.0016268,132.98495,274.06389,182.5241,41.201133,0,0,0,0,0,0,0,11.945883,47.852085,80.541743,63.57231,9.0926093,0,0,0,0,0,0,0,0,0,1.2903598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,279.74893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.150932,89.706939,81.382892,22.785631,0,0,0,0,0,0,0,0,8.0018967,132.98943,274.07314,182.53026,41.202522,0,0,0,0,0,0,0,11.946286,47.853699,80.54446,63.574454,9.092916,0,0,0,0,0,0,0,0,0,1.2904033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,279.75837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.151611,89.709964,81.385636,22.786399,0,0,0,0,0,0,0,0,8.0021665,132.99392,274.08238,182.53642,41.203912,0,0,0,0,0,0,0,11.946689,47.855313,80.547176,63.576598,9.0932226,0,0,0,0,0,0,0,0,0,1.2904468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,279.7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.152291,89.712989,81.388381,22.787168,0,0,0,0,0,0,0,0,8.0024364,132.9984,274.09162,182.54257,41.205301,0,0,0,0,0,0,0,11.947092,47.856927,80.549892,63.578742,9.0935293,0,0,0,0,0,0,0,0,0,1.2904904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,279.77724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15297,89.716014,81.391126,22.787936,0,0,0,0,0,0,0,0,8.0027063,133.00289,274.10087,182.54873,41.206691,0,0,0,0,0,0,0,11.947495,47.858541,80.552609,63.580886,9.0938359,0,0,0,0,0,0,0,0,0,1.2905339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,279.78667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15365,89.71904,81.39387,22.788705,0,0,0,0,0,0,0,0,8.0029761,133.00737,274.11011,182.55488,41.20808,0,0,0,0,0,0,0,11.947898,47.860155,80.555325,63.58303,9.0941426,0,0,0,0,0,0,0,0,0,1.2905774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,279.79611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.154329,89.722065,81.396615,22.789473,0,0,0,0,0,0,0,0,8.003246,133.01186,274.11935,182.56104,41.20947,0,0,0,0,0,0,0,11.9483,47.861768,80.558041,63.585174,9.0944492,0,0,0,0,0,0,0,0,0,1.2906209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,279.80554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.155009,89.72509,81.399359,22.790242,0,0,0,0,0,0,0,0,8.0035158,133.01634,274.1286,182.56719,41.210859,0,0,0,0,0,0,0,11.948703,47.863382,80.560758,63.587318,9.0947559,0,0,0,0,0,0,0,0,0,1.2906644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,279.81497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.155689,89.728116,81.402104,22.79101,0,0,0,0,0,0,0,0,8.0037857,133.02083,274.13784,182.57335,41.212249,0,0,0,0,0,0,0,11.949106,47.864996,80.563474,63.589462,9.0950625,0,0,0,0,0,0,0,0,0,1.290708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,279.82441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.156368,89.731141,81.404848,22.791778,0,0,0,0,0,0,0,0,8.0040556,133.02531,274.14708,182.57951,41.213638,0,0,0,0,0,0,0,11.949509,47.86661,80.56619,63.591606,9.0953692,0,0,0,0,0,0,0,0,0,1.2907515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,279.83384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.157048,89.734166,81.407593,22.792547,0,0,0,0,0,0,0,0,8.0043254,133.0298,274.15632,182.58566,41.215028,0,0,0,0,0,0,0,11.949912,47.868224,80.568907,63.59375,9.0956759,0,0,0,0,0,0,0,0,0,1.290795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,279.84328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.157727,89.737192,81.410338,22.793315,0,0,0,0,0,0,0,0,8.0045953,133.03428,274.16557,182.59182,41.216417,0,0,0,0,0,0,0,11.950315,47.869838,80.571623,63.595894,9.0959825,0,0,0,0,0,0,0,0,0,1.2908385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,279.85271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.158407,89.740217,81.413082,22.794084,0,0,0,0,0,0,0,0,8.0048651,133.03877,274.17481,182.59797,41.217807,0,0,0,0,0,0,0,11.950718,47.871451,80.574339,63.598038,9.0962892,0,0,0,0,0,0,0,0,0,1.290882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,279.86215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.159086,89.743242,81.415827,22.794852,0,0,0,0,0,0,0,0,8.005135,133.04325,274.18405,182.60413,41.219196,0,0,0,0,0,0,0,11.951121,47.873065,80.577055,63.600182,9.0965958,0,0,0,0,0,0,0,0,0,1.2909255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,279.87158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.159766,89.746268,81.418571,22.795621,0,0,0,0,0,0,0,0,8.0054049,133.04774,274.1933,182.61028,41.220586,0,0,0,0,0,0,0,11.951524,47.874679,80.579772,63.602326,9.0969025,0,0,0,0,0,0,0,0,0,1.2909691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,279.88102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.160446,89.749293,81.421316,22.796389,0,0,0,0,0,0,0,0,8.0056747,133.05222,274.20254,182.61644,41.221975,0,0,0,0,0,0,0,11.951926,47.876293,80.582488,63.604471,9.0972091,0,0,0,0,0,0,0,0,0,1.2910126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,279.89045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.161125,89.752318,81.424061,22.797157,0,0,0,0,0,0,0,0,8.0059446,133.05671,274.21178,182.6226,41.223365,0,0,0,0,0,0,0,11.952329,47.877907,80.585204,63.606615,9.0975158,0,0,0,0,0,0,0,0,0,1.2910561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,279.89988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.161805,89.755344,81.426805,22.797926,0,0,0,0,0,0,0,0,8.0062144,133.06119,274.22102,182.62875,41.224755,0,0,0,0,0,0,0,11.952732,47.879521,80.587921,63.608759,9.0978224,0,0,0,0,0,0,0,0,0,1.2910996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,279.90932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.162484,89.758369,81.42955,22.798694,0,0,0,0,0,0,0,0,8.0064843,133.06568,274.23027,182.63491,41.226144,0,0,0,0,0,0,0,11.953135,47.881134,80.590637,63.610903,9.0981291,0,0,0,0,0,0,0,0,0,1.2911431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,279.91875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.163164,89.761394,81.432294,22.799463,0,0,0,0,0,0,0,0,8.0067542,133.07016,274.23951,182.64106,41.227534,0,0,0,0,0,0,0,11.953538,47.882748,80.593353,63.613047,9.0984357,0,0,0,0,0,0,0,0,0,1.2911867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,279.92819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.163844,89.764419,81.435039,22.800231,0,0,0,0,0,0,0,0,8.007024,133.07465,274.24875,182.64722,41.228923,0,0,0,0,0,0,0,11.953941,47.884362,80.59607,63.615191,9.0987424,0,0,0,0,0,0,0,0,0,1.2912302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,279.93762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.164523,89.767445,81.437784,22.801,0,0,0,0,0,0,0,0,8.0072939,133.07913,274.258,182.65338,41.230313,0,0,0,0,0,0,0,11.954344,47.885976,80.598786,63.617335,9.099049,0,0,0,0,0,0,0,0,0,1.2912737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,279.94706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.165203,89.77047,81.440528,22.801768,0,0,0,0,0,0,0,0,8.0075637,133.08362,274.26724,182.65953,41.231702,0,0,0,0,0,0,0,11.954747,47.88759,80.601502,63.619479,9.0993557,0,0,0,0,0,0,0,0,0,1.2913172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,279.95649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.165882,89.773495,81.443273,22.802536,0,0,0,0,0,0,0,0,8.0078336,133.0881,274.27648,182.66569,41.233092,0,0,0,0,0,0,0,11.955149,47.889204,80.604219,63.621623,9.0996623,0,0,0,0,0,0,0,0,0,1.2913607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,279.96592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.166562,89.776521,81.446017,22.803305,0,0,0,0,0,0,0,0,8.0081034,133.09259,274.28573,182.67184,41.234481,0,0,0,0,0,0,0,11.955552,47.890817,80.606935,63.623767,9.099969,0,0,0,0,0,0,0,0,0,1.2914042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,279.97536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.167241,89.779546,81.448762,22.804073,0,0,0,0,0,0,0,0,8.0083733,133.09707,274.29497,182.678,41.235871,0,0,0,0,0,0,0,11.955955,47.892431,80.609651,63.625911,9.1002757,0,0,0,0,0,0,0,0,0,1.2914478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
