Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa)
800,196.41775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.148403,62.985172,57.140679,15.998282,0,0,0,0,0,0,0,0,5.6183038,93.374741,192.43265,128.15842,28.929177,0,0,0,0,0,0,0,8.3877445,33.599112,56.551998,44.636992,6.3843319,0,0,0,0,0,0,0,0,0,0.90601994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,196.9022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.183299,63.140522,57.281614,16.037741,0,0,0,0,0,0,0,0,5.6321611,93.605046,192.90727,128.47452,29.00053,0,0,0,0,0,0,0,8.4084325,33.681982,56.691481,44.747087,6.4000786,0,0,0,0,0,0,0,0,0,0.9082546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,197.38666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.218195,63.295872,57.422549,16.0772,0,0,0,0,0,0,0,0,5.6460184,93.83535,193.3819,128.79062,29.071882,0,0,0,0,0,0,0,8.4291205,33.764853,56.830964,44.857183,6.4158253,0,0,0,0,0,0,0,0,0,0.91048926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,197.87111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.253092,63.451222,57.563484,16.116659,0,0,0,0,0,0,0,0,5.6598757,94.065655,193.85653,129.10671,29.143235,0,0,0,0,0,0,0,8.4498085,33.847724,56.970447,44.967278,6.431572,0,0,0,0,0,0,0,0,0,0.91272391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,198.35557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.287988,63.606572,57.704419,16.156118,0,0,0,0,0,0,0,0,5.673733,94.29596,194.33115,129.42281,29.214587,0,0,0,0,0,0,0,8.4704965,33.930595,57.10993,45.077373,6.4473186,0,0,0,0,0,0,0,0,0,0.91495857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,198.84002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.322885,63.761922,57.845354,16.195577,0,0,0,0,0,0,0,0,5.6875903,94.526265,194.80578,129.73891,29.28594,0,0,0,0,0,0,0,8.4911845,34.013465,57.249413,45.187468,6.4630653,0,0,0,0,0,0,0,0,0,0.91719323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,199.32448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.357781,63.917273,57.986289,16.235036,0,0,0,0,0,0,0,0,5.7014476,94.756569,195.28041,130.05501,29.357292,0,0,0,0,0,0,0,8.5118725,34.096336,57.388896,45.297563,6.478812,0,0,0,0,0,0,0,0,0,0.91942789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,199.80894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.392678,64.072623,58.127224,16.274495,0,0,0,0,0,0,0,0,5.7153049,94.986874,195.75503,130.3711,29.428645,0,0,0,0,0,0,0,8.5325605,34.179207,57.528379,45.407659,6.4945587,0,0,0,0,0,0,0,0,0,0.92166255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,200.29339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.427574,64.227973,58.268159,16.313954,0,0,0,0,0,0,0,0,5.7291622,95.217179,196.22966,130.6872,29.499998,0,0,0,0,0,0,0,8.5532485,34.262078,57.667862,45.517754,6.5103053,0,0,0,0,0,0,0,0,0,0.92389721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,200.77785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.46247,64.383323,58.409094,16.353413,0,0,0,0,0,0,0,0,5.7430195,95.447483,196.70429,131.0033,29.57135,0,0,0,0,0,0,0,8.5739365,34.344948,57.807345,45.627849,6.526052,0,0,0,0,0,0,0,0,0,0.92613187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,201.2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.497367,64.538673,58.550029,16.392872,0,0,0,0,0,0,0,0,5.7568768,95.677788,197.17891,131.31939,29.642703,0,0,0,0,0,0,0,8.5946245,34.427819,57.946828,45.737944,6.5417987,0,0,0,0,0,0,0,0,0,0.92836652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,201.74676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.532263,64.694023,58.690964,16.432331,0,0,0,0,0,0,0,0,5.7707341,95.908093,197.65354,131.63549,29.714055,0,0,0,0,0,0,0,8.6153125,34.51069,58.086311,45.848039,6.5575454,0,0,0,0,0,0,0,0,0,0.93060118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,202.23121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56716,64.849374,58.831899,16.47179,0,0,0,0,0,0,0,0,5.7845914,96.138398,198.12817,131.95159,29.785408,0,0,0,0,0,0,0,8.6360005,34.593561,58.225794,45.958134,6.573292,0,0,0,0,0,0,0,0,0,0.93283584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,202.71567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.602056,65.004724,58.972834,16.51125,0,0,0,0,0,0,0,0,5.7984487,96.368702,198.60279,132.26769,29.85676,0,0,0,0,0,0,0,8.6566885,34.676431,58.365277,46.06823,6.5890387,0,0,0,0,0,0,0,0,0,0.9350705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,203.20013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.636952,65.160074,59.113769,16.550709,0,0,0,0,0,0,0,0,5.812306,96.599007,199.07742,132.58378,29.928113,0,0,0,0,0,0,0,8.6773765,34.759302,58.504761,46.178325,6.6047854,0,0,0,0,0,0,0,0,0,0.93730516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,203.68458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.671849,65.315424,59.254704,16.590168,0,0,0,0,0,0,0,0,5.8261633,96.829312,199.55205,132.89988,29.999465,0,0,0,0,0,0,0,8.6980646,34.842173,58.644244,46.28842,6.6205321,0,0,0,0,0,0,0,0,0,0.93953982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,204.16904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.706745,65.470774,59.395639,16.629627,0,0,0,0,0,0,0,0,5.8400206,97.059616,200.02667,133.21598,30.070818,0,0,0,0,0,0,0,8.7187526,34.925044,58.783727,46.398515,6.6362788,0,0,0,0,0,0,0,0,0,0.94177448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,204.65349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.741642,65.626125,59.536574,16.669086,0,0,0,0,0,0,0,0,5.8538779,97.289921,200.5013,133.53207,30.142171,0,0,0,0,0,0,0,8.7394406,35.007914,58.92321,46.50861,6.6520254,0,0,0,0,0,0,0,0,0,0.94400913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,205.13795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.776538,65.781475,59.677509,16.708545,0,0,0,0,0,0,0,0,5.8677352,97.520226,200.97593,133.84817,30.213523,0,0,0,0,0,0,0,8.7601286,35.090785,59.062693,46.618706,6.6677721,0,0,0,0,0,0,0,0,0,0.94624379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,205.62241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.811435,65.936825,59.818444,16.748004,0,0,0,0,0,0,0,0,5.8815925,97.750531,201.45055,134.16427,30.284876,0,0,0,0,0,0,0,8.7808166,35.173656,59.202176,46.728801,6.6835188,0,0,0,0,0,0,0,0,0,0.94847845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,206.10686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.846331,66.092175,59.959379,16.787463,0,0,0,0,0,0,0,0,5.8954498,97.980835,201.92518,134.48037,30.356228,0,0,0,0,0,0,0,8.8015046,35.256527,59.341659,46.838896,6.6992655,0,0,0,0,0,0,0,0,0,0.95071311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,206.59132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.881227,66.247525,60.100314,16.826922,0,0,0,0,0,0,0,0,5.9093071,98.21114,202.39981,134.79646,30.427581,0,0,0,0,0,0,0,8.8221926,35.339397,59.481142,46.948991,6.7150121,0,0,0,0,0,0,0,0,0,0.95294777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,207.07577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.916124,66.402875,60.241249,16.866381,0,0,0,0,0,0,0,0,5.9231644,98.441445,202.87443,135.11256,30.498933,0,0,0,0,0,0,0,8.8428806,35.422268,59.620625,47.059086,6.7307588,0,0,0,0,0,0,0,0,0,0.95518243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,207.56023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95102,66.558226,60.382184,16.90584,0,0,0,0,0,0,0,0,5.9370217,98.67175,203.34906,135.42866,30.570286,0,0,0,0,0,0,0,8.8635686,35.505139,59.760108,47.169182,6.7465055,0,0,0,0,0,0,0,0,0,0.95741709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,208.04468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.985917,66.713576,60.523119,16.945299,0,0,0,0,0,0,0,0,5.950879,98.902054,203.82369,135.74475,30.641638,0,0,0,0,0,0,0,8.8842566,35.58801,59.899591,47.279277,6.7622522,0,0,0,0,0,0,0,0,0,0.95965175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,208.52914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.020813,66.868926,60.664054,16.984758,0,0,0,0,0,0,0,0,5.9647363,99.132359,204.29831,136.06085,30.712991,0,0,0,0,0,0,0,8.9049446,35.67088,60.039074,47.389372,6.7779988,0,0,0,0,0,0,0,0,0,0.9618864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,209.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.055709,67.024276,60.804989,17.024217,0,0,0,0,0,0,0,0,5.9785936,99.362664,204.77294,136.37695,30.784344,0,0,0,0,0,0,0,8.9256326,35.753751,60.178557,47.499467,6.7937455,0,0,0,0,0,0,0,0,0,0.96412106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,209.49805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.090606,67.179626,60.945924,17.063676,0,0,0,0,0,0,0,0,5.9924509,99.592968,205.24757,136.69305,30.855696,0,0,0,0,0,0,0,8.9463206,35.836622,60.31804,47.609562,6.8094922,0,0,0,0,0,0,0,0,0,0.96635572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,209.98251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.125502,67.334976,61.086859,17.103135,0,0,0,0,0,0,0,0,6.0063083,99.823273,205.72219,137.00914,30.927049,0,0,0,0,0,0,0,8.9670086,35.919493,60.457523,47.719658,6.8252389,0,0,0,0,0,0,0,0,0,0.96859038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,210.46696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.160399,67.490327,61.227794,17.142595,0,0,0,0,0,0,0,0,6.0201656,100.05358,206.19682,137.32524,30.998401,0,0,0,0,0,0,0,8.9876966,36.002363,60.597006,47.829753,6.8409855,0,0,0,0,0,0,0,0,0,0.97082504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,210.95142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.195295,67.645677,61.368729,17.182054,0,0,0,0,0,0,0,0,6.0340229,100.28388,206.67145,137.64134,31.069754,0,0,0,0,0,0,0,9.0083846,36.085234,60.736489,47.939848,6.8567322,0,0,0,0,0,0,0,0,0,0.9730597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,211.43587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.230192,67.801027,61.509664,17.221513,0,0,0,0,0,0,0,0,6.0478802,100.51419,207.14607,137.95743,31.141106,0,0,0,0,0,0,0,9.0290726,36.168105,60.875972,48.049943,6.8724789,0,0,0,0,0,0,0,0,0,0.97529436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,211.92033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.265088,67.956377,61.650599,17.260972,0,0,0,0,0,0,0,0,6.0617375,100.74449,207.6207,138.27353,31.212459,0,0,0,0,0,0,0,9.0497606,36.250975,61.015455,48.160038,6.8882256,0,0,0,0,0,0,0,0,0,0.97752901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,212.40479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.299984,68.111727,61.791534,17.300431,0,0,0,0,0,0,0,0,6.0755948,100.9748,208.09533,138.58963,31.283811,0,0,0,0,0,0,0,9.0704487,36.333846,61.154938,48.270134,6.9039722,0,0,0,0,0,0,0,0,0,0.97976367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,212.88924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.334881,68.267078,61.932469,17.33989,0,0,0,0,0,0,0,0,6.0894521,101.2051,208.56996,138.90573,31.355164,0,0,0,0,0,0,0,9.0911367,36.416717,61.294421,48.380229,6.9197189,0,0,0,0,0,0,0,0,0,0.98199833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,213.3737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.369777,68.422428,62.073404,17.379349,0,0,0,0,0,0,0,0,6.1033094,101.43541,209.04458,139.22182,31.426517,0,0,0,0,0,0,0,9.1118247,36.499588,61.433904,48.490324,6.9354656,0,0,0,0,0,0,0,0,0,0.98423299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,213.85815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.404674,68.577778,62.214339,17.418808,0,0,0,0,0,0,0,0,6.1171667,101.66571,209.51921,139.53792,31.497869,0,0,0,0,0,0,0,9.1325127,36.582458,61.573387,48.600419,6.9512123,0,0,0,0,0,0,0,0,0,0.98646765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,214.34261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.43957,68.733128,62.355274,17.458267,0,0,0,0,0,0,0,0,6.131024,101.89602,209.99384,139.85402,31.569222,0,0,0,0,0,0,0,9.1532007,36.665329,61.71287,48.710514,6.966959,0,0,0,0,0,0,0,0,0,0.98870231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,214.82707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.474466,68.888478,62.496209,17.497726,0,0,0,0,0,0,0,0,6.1448813,102.12632,210.46846,140.17011,31.640574,0,0,0,0,0,0,0,9.1738887,36.7482,61.852353,48.82061,6.9827056,0,0,0,0,0,0,0,0,0,0.99093697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,215.31152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.509363,69.043828,62.637144,17.537185,0,0,0,0,0,0,0,0,6.1587386,102.35663,210.94309,140.48621,31.711927,0,0,0,0,0,0,0,9.1945767,36.831071,61.991836,48.930705,6.9984523,0,0,0,0,0,0,0,0,0,0.99317162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,215.79598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.544259,69.199179,62.778079,17.576644,0,0,0,0,0,0,0,0,6.1725959,102.58693,211.41772,140.80231,31.783279,0,0,0,0,0,0,0,9.2152647,36.913941,62.131319,49.0408,7.014199,0,0,0,0,0,0,0,0,0,0.99540628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,216.28043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.579156,69.354529,62.919014,17.616103,0,0,0,0,0,0,0,0,6.1864532,102.81723,211.89234,141.11841,31.854632,0,0,0,0,0,0,0,9.2359527,36.996812,62.270802,49.150895,7.0299457,0,0,0,0,0,0,0,0,0,0.99764094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,216.76489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.614052,69.509879,63.059949,17.655562,0,0,0,0,0,0,0,0,6.2003105,103.04754,212.36697,141.4345,31.925984,0,0,0,0,0,0,0,9.2566407,37.079683,62.410285,49.26099,7.0456923,0,0,0,0,0,0,0,0,0,0.9998756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,217.24934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.648949,69.665229,63.200884,17.695021,0,0,0,0,0,0,0,0,6.2141678,103.27784,212.8416,141.7506,31.997337,0,0,0,0,0,0,0,9.2773287,37.162554,62.549769,49.371085,7.061439,0,0,0,0,0,0,0,0,0,1.0021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,217.7338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.683845,69.820579,63.341819,17.73448,0,0,0,0,0,0,0,0,6.2280251,103.50815,213.31622,142.0667,32.068689,0,0,0,0,0,0,0,9.2980167,37.245424,62.689252,49.481181,7.0771857,0,0,0,0,0,0,0,0,0,1.0043449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,218.21826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.718741,69.975929,63.482754,17.77394,0,0,0,0,0,0,0,0,6.2418824,103.73845,213.79085,142.3828,32.140042,0,0,0,0,0,0,0,9.3187047,37.328295,62.828735,49.591276,7.0929324,0,0,0,0,0,0,0,0,0,1.0065796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,218.70271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.753638,70.13128,63.623689,17.813399,0,0,0,0,0,0,0,0,6.2557397,103.96876,214.26548,142.69889,32.211395,0,0,0,0,0,0,0,9.3393927,37.411166,62.968218,49.701371,7.108679,0,0,0,0,0,0,0,0,0,1.0088142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,219.18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.788534,70.28663,63.764624,17.852858,0,0,0,0,0,0,0,0,6.269597,104.19906,214.7401,143.01499,32.282747,0,0,0,0,0,0,0,9.3600807,37.494037,63.107701,49.811466,7.1244257,0,0,0,0,0,0,0,0,0,1.0110489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,219.67162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.823431,70.44198,63.905559,17.892317,0,0,0,0,0,0,0,0,6.2834543,104.42937,215.21473,143.33109,32.3541,0,0,0,0,0,0,0,9.3807687,37.576907,63.247184,49.921561,7.1401724,0,0,0,0,0,0,0,0,0,1.0132836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,220.15608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.858327,70.59733,64.046494,17.931776,0,0,0,0,0,0,0,0,6.2973116,104.65967,215.68936,143.64718,32.425452,0,0,0,0,0,0,0,9.4014567,37.659778,63.386667,50.031657,7.1559191,0,0,0,0,0,0,0,0,0,1.0155182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,220.64054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.893223,70.75268,64.187429,17.971235,0,0,0,0,0,0,0,0,6.3111689,104.88998,216.16398,143.96328,32.496805,0,0,0,0,0,0,0,9.4221447,37.742649,63.52615,50.141752,7.1716657,0,0,0,0,0,0,0,0,0,1.0177529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,221.12499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92812,70.908031,64.328364,18.010694,0,0,0,0,0,0,0,0,6.3250262,105.12028,216.63861,144.27938,32.568157,0,0,0,0,0,0,0,9.4428328,37.82552,63.665633,50.251847,7.1874124,0,0,0,0,0,0,0,0,0,1.0199875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,221.60945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.963016,71.063381,64.469299,18.050153,0,0,0,0,0,0,0,0,6.3388835,105.35059,217.11324,144.59548,32.63951,0,0,0,0,0,0,0,9.4635208,37.90839,63.805116,50.361942,7.2031591,0,0,0,0,0,0,0,0,0,1.0222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,222.0939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.997913,71.218731,64.610234,18.089612,0,0,0,0,0,0,0,0,6.3527408,105.58089,217.58786,144.91157,32.710862,0,0,0,0,0,0,0,9.4842088,37.991261,63.944599,50.472037,7.2189058,0,0,0,0,0,0,0,0,0,1.0244568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,222.57836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.032809,71.374081,64.751169,18.129071,0,0,0,0,0,0,0,0,6.3665981,105.8112,218.06249,145.22767,32.782215,0,0,0,0,0,0,0,9.5048968,38.074132,64.084082,50.582133,7.2346524,0,0,0,0,0,0,0,0,0,1.0266915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,223.06281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.067706,71.529431,64.892104,18.16853,0,0,0,0,0,0,0,0,6.3804554,106.0415,218.53712,145.54377,32.853568,0,0,0,0,0,0,0,9.5255848,38.157003,64.223565,50.692228,7.2503991,0,0,0,0,0,0,0,0,0,1.0289262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,223.54727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.102602,71.684781,65.033039,18.207989,0,0,0,0,0,0,0,0,6.3943127,106.27181,219.01174,145.85986,32.92492,0,0,0,0,0,0,0,9.5462728,38.239873,64.363048,50.802323,7.2661458,0,0,0,0,0,0,0,0,0,1.0311608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,224.03173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.137498,71.840132,65.173974,18.247448,0,0,0,0,0,0,0,0,6.40817,106.50211,219.48637,146.17596,32.996273,0,0,0,0,0,0,0,9.5669608,38.322744,64.502531,50.912418,7.2818925,0,0,0,0,0,0,0,0,0,1.0333955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,224.51618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.172395,71.995482,65.314909,18.286907,0,0,0,0,0,0,0,0,6.4220273,106.73241,219.961,146.49206,33.067625,0,0,0,0,0,0,0,9.5876488,38.405615,64.642014,51.022513,7.2976391,0,0,0,0,0,0,0,0,0,1.0356301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,225.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.207291,72.150832,65.455844,18.326366,0,0,0,0,0,0,0,0,6.4358846,106.96272,220.43562,146.80816,33.138978,0,0,0,0,0,0,0,9.6083368,38.488486,64.781497,51.132609,7.3133858,0,0,0,0,0,0,0,0,0,1.0378648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,225.48509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.242188,72.306182,65.596779,18.365826,0,0,0,0,0,0,0,0,6.4497419,107.19302,220.91025,147.12425,33.21033,0,0,0,0,0,0,0,9.6290248,38.571356,64.92098,51.242704,7.3291325,0,0,0,0,0,0,0,0,0,1.0400995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,225.96955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.277084,72.461532,65.737714,18.405285,0,0,0,0,0,0,0,0,6.4635992,107.42333,221.38488,147.44035,33.281683,0,0,0,0,0,0,0,9.6497128,38.654227,65.060463,51.352799,7.3448792,0,0,0,0,0,0,0,0,0,1.0423341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
