Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa)
0,-32.801621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.948755,-6.8213611,-7.6045519,0,0,0,0,0,0,-2.3633078,-19.451978,-28.369245,-5.8042216,0,0,0,0,0,0,-0.72611444,-2.682888,0,0,0,0,0,0,0,0
1,-32.730458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9445272,-6.806562,-7.5880537,0,0,0,0,0,0,-2.3581806,-19.409777,-28.307697,-5.7916293,0,0,0,0,0,0,-0.72453912,-2.6770675,0,0,0,0,0,0,0,0
2,-32.659294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9402993,-6.791763,-7.5715556,0,0,0,0,0,0,-2.3530533,-19.367575,-28.24615,-5.7790369,0,0,0,0,0,0,-0.72296381,-2.6712469,0,0,0,0,0,0,0,0
3,-32.58813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9360715,-6.7769639,-7.5550574,0,0,0,0,0,0,-2.3479261,-19.325374,-28.184602,-5.7664446,0,0,0,0,0,0,-0.72138849,-2.6654263,0,0,0,0,0,0,0,0
4,-32.516967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9318436,-6.7621649,-7.5385592,0,0,0,0,0,0,-2.3427989,-19.283173,-28.123055,-5.7538522,0,0,0,0,0,0,-0.71981317,-2.6596058,0,0,0,0,0,0,0,0
5,-32.445803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9276158,-6.7473659,-7.522061,0,0,0,0,0,0,-2.3376716,-19.240971,-28.061508,-5.7412599,0,0,0,0,0,0,-0.71823786,-2.6537852,0,0,0,0,0,0,0,0
6,-32.37464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9233879,-6.7325668,-7.5055628,0,0,0,0,0,0,-2.3325444,-19.19877,-27.99996,-5.7286676,0,0,0,0,0,0,-0.71666254,-2.6479647,0,0,0,0,0,0,0,0
7,-32.303476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9191601,-6.7177678,-7.4890646,0,0,0,0,0,0,-2.3274172,-19.156569,-27.938413,-5.7160752,0,0,0,0,0,0,-0.71508723,-2.6421441,0,0,0,0,0,0,0,0
8,-32.232312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9149322,-6.7029687,-7.4725664,0,0,0,0,0,0,-2.3222899,-19.114367,-27.876865,-5.7034829,0,0,0,0,0,0,-0.71351191,-2.6363235,0,0,0,0,0,0,0,0
9,-32.161149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9107043,-6.6881697,-7.4560682,0,0,0,0,0,0,-2.3171627,-19.072166,-27.815318,-5.6908905,0,0,0,0,0,0,-0.71193659,-2.630503,0,0,0,0,0,0,0,0
10,-32.089985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9064765,-6.6733706,-7.4395701,0,0,0,0,0,0,-2.3120355,-19.029965,-27.75377,-5.6782982,0,0,0,0,0,0,-0.71036128,-2.6246824,0,0,0,0,0,0,0,0
11,-32.018822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9022486,-6.6585716,-7.4230719,0,0,0,0,0,0,-2.3069082,-18.987763,-27.692223,-5.6657058,0,0,0,0,0,0,-0.70878596,-2.6188618,0,0,0,0,0,0,0,0
12,-31.947658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8980208,-6.6437726,-7.4065737,0,0,0,0,0,0,-2.301781,-18.945562,-27.630675,-5.6531135,0,0,0,0,0,0,-0.70721065,-2.6130413,0,0,0,0,0,0,0,0
13,-31.876494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8937929,-6.6289735,-7.3900755,0,0,0,0,0,0,-2.2966538,-18.903361,-27.569128,-5.6405212,0,0,0,0,0,0,-0.70563533,-2.6072207,0,0,0,0,0,0,0,0
14,-31.805331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8895651,-6.6141745,-7.3735773,0,0,0,0,0,0,-2.2915266,-18.861159,-27.50758,-5.6279288,0,0,0,0,0,0,-0.70406001,-2.6014001,0,0,0,0,0,0,0,0
15,-31.734167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8853372,-6.5993754,-7.3570791,0,0,0,0,0,0,-2.2863993,-18.818958,-27.446033,-5.6153365,0,0,0,0,0,0,-0.7024847,-2.5955796,0,0,0,0,0,0,0,0
16,-31.663004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8811094,-6.5845764,-7.3405809,0,0,0,0,0,0,-2.2812721,-18.776757,-27.384485,-5.6027441,0,0,0,0,0,0,-0.70090938,-2.589759,0,0,0,0,0,0,0,0
17,-31.59184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8768815,-6.5697773,-7.3240828,0,0,0,0,0,0,-2.2761449,-18.734555,-27.322938,-5.5901518,0,0,0,0,0,0,-0.69933407,-2.5839384,0,0,0,0,0,0,0,0
18,-31.520676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8726537,-6.5549783,-7.3075846,0,0,0,0,0,0,-2.2710176,-18.692354,-27.26139,-5.5775594,0,0,0,0,0,0,-0.69775875,-2.5781179,0,0,0,0,0,0,0,0
19,-31.449513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8684258,-6.5401793,-7.2910864,0,0,0,0,0,0,-2.2658904,-18.650153,-27.199843,-5.5649671,0,0,0,0,0,0,-0.69618344,-2.5722973,0,0,0,0,0,0,0,0
20,-31.378349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.864198,-6.5253802,-7.2745882,0,0,0,0,0,0,-2.2607632,-18.607951,-27.138295,-5.5523747,0,0,0,0,0,0,-0.69460812,-2.5664767,0,0,0,0,0,0,0,0
21,-31.307186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8599701,-6.5105812,-7.25809,0,0,0,0,0,0,-2.2556359,-18.56575,-27.076748,-5.5397824,0,0,0,0,0,0,-0.6930328,-2.5606562,0,0,0,0,0,0,0,0
22,-31.236022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8557423,-6.4957821,-7.2415918,0,0,0,0,0,0,-2.2505087,-18.523548,-27.0152,-5.5271901,0,0,0,0,0,0,-0.69145749,-2.5548356,0,0,0,0,0,0,0,0
23,-31.164858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8515144,-6.4809831,-7.2250936,0,0,0,0,0,0,-2.2453815,-18.481347,-26.953653,-5.5145977,0,0,0,0,0,0,-0.68988217,-2.5490151,0,0,0,0,0,0,0,0
24,-31.093695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8472866,-6.4661841,-7.2085954,0,0,0,0,0,0,-2.2402542,-18.439146,-26.892105,-5.5020054,0,0,0,0,0,0,-0.68830686,-2.5431945,0,0,0,0,0,0,0,0
25,-31.022531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8430587,-6.451385,-7.1920973,0,0,0,0,0,0,-2.235127,-18.396944,-26.830558,-5.489413,0,0,0,0,0,0,-0.68673154,-2.5373739,0,0,0,0,0,0,0,0
26,-30.951368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8388309,-6.436586,-7.1755991,0,0,0,0,0,0,-2.2299998,-18.354743,-26.76901,-5.4768207,0,0,0,0,0,0,-0.68515622,-2.5315534,0,0,0,0,0,0,0,0
27,-30.880204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.834603,-6.4217869,-7.1591009,0,0,0,0,0,0,-2.2248726,-18.312542,-26.707463,-5.4642283,0,0,0,0,0,0,-0.68358091,-2.5257328,0,0,0,0,0,0,0,0
28,-30.80904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8303751,-6.4069879,-7.1426027,0,0,0,0,0,0,-2.2197453,-18.27034,-26.645915,-5.451636,0,0,0,0,0,0,-0.68200559,-2.5199122,0,0,0,0,0,0,0,0
29,-30.737877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8261473,-6.3921888,-7.1261045,0,0,0,0,0,0,-2.2146181,-18.228139,-26.584368,-5.4390437,0,0,0,0,0,0,-0.68043028,-2.5140917,0,0,0,0,0,0,0,0
30,-30.666713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8219194,-6.3773898,-7.1096063,0,0,0,0,0,0,-2.2094909,-18.185938,-26.52282,-5.4264513,0,0,0,0,0,0,-0.67885496,-2.5082711,0,0,0,0,0,0,0,0
31,-30.59555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8176916,-6.3625908,-7.0931081,0,0,0,0,0,0,-2.2043636,-18.143736,-26.461273,-5.413859,0,0,0,0,0,0,-0.67727964,-2.5024505,0,0,0,0,0,0,0,0
32,-30.524386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8134637,-6.3477917,-7.07661,0,0,0,0,0,0,-2.1992364,-18.101535,-26.399725,-5.4012666,0,0,0,0,0,0,-0.67570433,-2.49663,0,0,0,0,0,0,0,0
33,-30.453222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8092359,-6.3329927,-7.0601118,0,0,0,0,0,0,-2.1941092,-18.059334,-26.338178,-5.3886743,0,0,0,0,0,0,-0.67412901,-2.4908094,0,0,0,0,0,0,0,0
34,-30.382059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.805008,-6.3181936,-7.0436136,0,0,0,0,0,0,-2.1889819,-18.017132,-26.27663,-5.3760819,0,0,0,0,0,0,-0.6725537,-2.4849888,0,0,0,0,0,0,0,0
35,-30.310895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8007802,-6.3033946,-7.0271154,0,0,0,0,0,0,-2.1838547,-17.974931,-26.215083,-5.3634896,0,0,0,0,0,0,-0.67097838,-2.4791683,0,0,0,0,0,0,0,0
36,-30.239732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7965523,-6.2885955,-7.0106172,0,0,0,0,0,0,-2.1787275,-17.93273,-26.153535,-5.3508973,0,0,0,0,0,0,-0.66940307,-2.4733477,0,0,0,0,0,0,0,0
37,-30.168568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7923245,-6.2737965,-6.994119,0,0,0,0,0,0,-2.1736002,-17.890528,-26.091988,-5.3383049,0,0,0,0,0,0,-0.66782775,-2.4675271,0,0,0,0,0,0,0,0
38,-30.097404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7880966,-6.2589975,-6.9776208,0,0,0,0,0,0,-2.168473,-17.848327,-26.03044,-5.3257126,0,0,0,0,0,0,-0.66625243,-2.4617066,0,0,0,0,0,0,0,0
39,-30.026241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7838688,-6.2441984,-6.9611227,0,0,0,0,0,0,-2.1633458,-17.806125,-25.968893,-5.3131202,0,0,0,0,0,0,-0.66467712,-2.455886,0,0,0,0,0,0,0,0
40,-29.955077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7796409,-6.2293994,-6.9446245,0,0,0,0,0,0,-2.1582186,-17.763924,-25.907345,-5.3005279,0,0,0,0,0,0,-0.6631018,-2.4500654,0,0,0,0,0,0,0,0
41,-29.883914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7754131,-6.2146003,-6.9281263,0,0,0,0,0,0,-2.1530913,-17.721723,-25.845798,-5.2879355,0,0,0,0,0,0,-0.66152649,-2.4442449,0,0,0,0,0,0,0,0
42,-29.81275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7711852,-6.1998013,-6.9116281,0,0,0,0,0,0,-2.1479641,-17.679521,-25.78425,-5.2753432,0,0,0,0,0,0,-0.65995117,-2.4384243,0,0,0,0,0,0,0,0
43,-29.741586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7669574,-6.1850022,-6.8951299,0,0,0,0,0,0,-2.1428369,-17.63732,-25.722703,-5.2627508,0,0,0,0,0,0,-0.65837585,-2.4326038,0,0,0,0,0,0,0,0
44,-29.670423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7627295,-6.1702032,-6.8786317,0,0,0,0,0,0,-2.1377096,-17.595119,-25.661155,-5.2501585,0,0,0,0,0,0,-0.65680054,-2.4267832,0,0,0,0,0,0,0,0
45,-29.599259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7585017,-6.1554042,-6.8621335,0,0,0,0,0,0,-2.1325824,-17.552917,-25.599608,-5.2375662,0,0,0,0,0,0,-0.65522522,-2.4209626,0,0,0,0,0,0,0,0
46,-29.528096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7542738,-6.1406051,-6.8456353,0,0,0,0,0,0,-2.1274552,-17.510716,-25.53806,-5.2249738,0,0,0,0,0,0,-0.65364991,-2.4151421,0,0,0,0,0,0,0,0
47,-29.456932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.750046,-6.1258061,-6.8291372,0,0,0,0,0,0,-2.1223279,-17.468515,-25.476513,-5.2123815,0,0,0,0,0,0,-0.65207459,-2.4093215,0,0,0,0,0,0,0,0
48,-29.385768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7458181,-6.111007,-6.812639,0,0,0,0,0,0,-2.1172007,-17.426313,-25.414965,-5.1997891,0,0,0,0,0,0,-0.65049927,-2.4035009,0,0,0,0,0,0,0,0
49,-29.314605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7415902,-6.096208,-6.7961408,0,0,0,0,0,0,-2.1120735,-17.384112,-25.353418,-5.1871968,0,0,0,0,0,0,-0.64892396,-2.3976804,0,0,0,0,0,0,0,0
50,-29.243441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7373624,-6.0814089,-6.7796426,0,0,0,0,0,0,-2.1069462,-17.341911,-25.29187,-5.1746044,0,0,0,0,0,0,-0.64734864,-2.3918598,0,0,0,0,0,0,0,0
51,-29.172278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7331345,-6.0666099,-6.7631444,0,0,0,0,0,0,-2.101819,-17.299709,-25.230323,-5.1620121,0,0,0,0,0,0,-0.64577333,-2.3860392,0,0,0,0,0,0,0,0
52,-29.101114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7289067,-6.0518109,-6.7466462,0,0,0,0,0,0,-2.0966918,-17.257508,-25.168775,-5.1494198,0,0,0,0,0,0,-0.64419801,-2.3802187,0,0,0,0,0,0,0,0
53,-29.029951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7246788,-6.0370118,-6.730148,0,0,0,0,0,0,-2.0915646,-17.215307,-25.107228,-5.1368274,0,0,0,0,0,0,-0.6426227,-2.3743981,0,0,0,0,0,0,0,0
54,-28.958787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.720451,-6.0222128,-6.7136499,0,0,0,0,0,0,-2.0864373,-17.173105,-25.04568,-5.1242351,0,0,0,0,0,0,-0.64104738,-2.3685775,0,0,0,0,0,0,0,0
55,-28.887623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7162231,-6.0074137,-6.6971517,0,0,0,0,0,0,-2.0813101,-17.130904,-24.984133,-5.1116427,0,0,0,0,0,0,-0.63947206,-2.362757,0,0,0,0,0,0,0,0
56,-28.81646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7119953,-5.9926147,-6.6806535,0,0,0,0,0,0,-2.0761829,-17.088703,-24.922585,-5.0990504,0,0,0,0,0,0,-0.63789675,-2.3569364,0,0,0,0,0,0,0,0
57,-28.745296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7077674,-5.9778156,-6.6641553,0,0,0,0,0,0,-2.0710556,-17.046501,-24.861038,-5.086458,0,0,0,0,0,0,-0.63632143,-2.3511158,0,0,0,0,0,0,0,0
58,-28.674133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7035396,-5.9630166,-6.6476571,0,0,0,0,0,0,-2.0659284,-17.0043,-24.79949,-5.0738657,0,0,0,0,0,0,-0.63474612,-2.3452953,0,0,0,0,0,0,0,0
59,-28.602969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6993117,-5.9482176,-6.6311589,0,0,0,0,0,0,-2.0608012,-16.962098,-24.737943,-5.0612733,0,0,0,0,0,0,-0.6331708,-2.3394747,0,0,0,0,0,0,0,0
60,-28.531805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6950839,-5.9334185,-6.6146607,0,0,0,0,0,0,-2.0556739,-16.919897,-24.676395,-5.048681,0,0,0,0,0,0,-0.63159548,-2.3336542,0,0,0,0,0,0,0,0
61,-28.460642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.690856,-5.9186195,-6.5981625,0,0,0,0,0,0,-2.0505467,-16.877696,-24.614848,-5.0360887,0,0,0,0,0,0,-0.63002017,-2.3278336,0,0,0,0,0,0,0,0
62,-28.389478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6866282,-5.9038204,-6.5816644,0,0,0,0,0,0,-2.0454195,-16.835494,-24.5533,-5.0234963,0,0,0,0,0,0,-0.62844485,-2.322013,0,0,0,0,0,0,0,0
63,-28.318315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6824003,-5.8890214,-6.5651662,0,0,0,0,0,0,-2.0402922,-16.793293,-24.491753,-5.010904,0,0,0,0,0,0,-0.62686954,-2.3161925,0,0,0,0,0,0,0,0
64,-28.247151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6781725,-5.8742223,-6.548668,0,0,0,0,0,0,-2.035165,-16.751092,-24.430206,-4.9983116,0,0,0,0,0,0,-0.62529422,-2.3103719,0,0,0,0,0,0,0,0
65,-28.175987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6739446,-5.8594233,-6.5321698,0,0,0,0,0,0,-2.0300378,-16.70889,-24.368658,-4.9857193,0,0,0,0,0,0,-0.6237189,-2.3045513,0,0,0,0,0,0,0,0
66,-28.104824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6697168,-5.8446243,-6.5156716,0,0,0,0,0,0,-2.0249106,-16.666689,-24.307111,-4.9731269,0,0,0,0,0,0,-0.62214359,-2.2987308,0,0,0,0,0,0,0,0
67,-28.03366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6654889,-5.8298252,-6.4991734,0,0,0,0,0,0,-2.0197833,-16.624488,-24.245563,-4.9605346,0,0,0,0,0,0,-0.62056827,-2.2929102,0,0,0,0,0,0,0,0
68,-27.962497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6612611,-5.8150262,-6.4826752,0,0,0,0,0,0,-2.0146561,-16.582286,-24.184016,-4.9479423,0,0,0,0,0,0,-0.61899296,-2.2870896,0,0,0,0,0,0,0,0
69,-27.891333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6570332,-5.8002271,-6.4661771,0,0,0,0,0,0,-2.0095289,-16.540085,-24.122468,-4.9353499,0,0,0,0,0,0,-0.61741764,-2.2812691,0,0,0,0,0,0,0,0
70,-27.820169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6528053,-5.7854281,-6.4496789,0,0,0,0,0,0,-2.0044016,-16.497884,-24.060921,-4.9227576,0,0,0,0,0,0,-0.61584233,-2.2754485,0,0,0,0,0,0,0,0
71,-27.749006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6485775,-5.7706291,-6.4331807,0,0,0,0,0,0,-1.9992744,-16.455682,-23.999373,-4.9101652,0,0,0,0,0,0,-0.61426701,-2.2696279,0,0,0,0,0,0,0,0
72,-27.677842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6443496,-5.75583,-6.4166825,0,0,0,0,0,0,-1.9941472,-16.413481,-23.937826,-4.8975729,0,0,0,0,0,0,-0.61269169,-2.2638074,0,0,0,0,0,0,0,0
73,-27.606679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6401218,-5.741031,-6.4001843,0,0,0,0,0,0,-1.9890199,-16.37128,-23.876278,-4.8849805,0,0,0,0,0,0,-0.61111638,-2.2579868,0,0,0,0,0,0,0,0
74,-27.535515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6358939,-5.7262319,-6.3836861,0,0,0,0,0,0,-1.9838927,-16.329078,-23.814731,-4.8723882,0,0,0,0,0,0,-0.60954106,-2.2521662,0,0,0,0,0,0,0,0
75,-27.464351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6316661,-5.7114329,-6.3671879,0,0,0,0,0,0,-1.9787655,-16.286877,-23.753183,-4.8597959,0,0,0,0,0,0,-0.60796575,-2.2463457,0,0,0,0,0,0,0,0
76,-27.393188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6274382,-5.6966338,-6.3506897,0,0,0,0,0,0,-1.9736382,-16.244676,-23.691636,-4.8472035,0,0,0,0,0,0,-0.60639043,-2.2405251,0,0,0,0,0,0,0,0
77,-27.322024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6232104,-5.6818348,-6.3341916,0,0,0,0,0,0,-1.968511,-16.202474,-23.630088,-4.8346112,0,0,0,0,0,0,-0.60481511,-2.2347046,0,0,0,0,0,0,0,0
78,-27.250861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6189825,-5.6670358,-6.3176934,0,0,0,0,0,0,-1.9633838,-16.160273,-23.568541,-4.8220188,0,0,0,0,0,0,-0.6032398,-2.228884,0,0,0,0,0,0,0,0
79,-27.179697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6147547,-5.6522367,-6.3011952,0,0,0,0,0,0,-1.9582566,-16.118071,-23.506993,-4.8094265,0,0,0,0,0,0,-0.60166448,-2.2230634,0,0,0,0,0,0,0,0
80,-27.108533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6105268,-5.6374377,-6.284697,0,0,0,0,0,0,-1.9531293,-16.07587,-23.445446,-4.7968341,0,0,0,0,0,0,-0.60008917,-2.2172429,0,0,0,0,0,0,0,0
81,-27.03737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.606299,-5.6226386,-6.2681988,0,0,0,0,0,0,-1.9480021,-16.033669,-23.383898,-4.7842418,0,0,0,0,0,0,-0.59851385,-2.2114223,0,0,0,0,0,0,0,0
82,-26.966206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6020711,-5.6078396,-6.2517006,0,0,0,0,0,0,-1.9428749,-15.991467,-23.322351,-4.7716494,0,0,0,0,0,0,-0.59693853,-2.2056017,0,0,0,0,0,0,0,0
83,-26.895043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5978433,-5.5930405,-6.2352024,0,0,0,0,0,0,-1.9377476,-15.949266,-23.260803,-4.7590571,0,0,0,0,0,0,-0.59536322,-2.1997812,0,0,0,0,0,0,0,0
84,-26.823879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5936154,-5.5782415,-6.2187043,0,0,0,0,0,0,-1.9326204,-15.907065,-23.199256,-4.7464648,0,0,0,0,0,0,-0.5937879,-2.1939606,0,0,0,0,0,0,0,0
85,-26.752715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5893876,-5.5634425,-6.2022061,0,0,0,0,0,0,-1.9274932,-15.864863,-23.137708,-4.7338724,0,0,0,0,0,0,-0.59221259,-2.18814,0,0,0,0,0,0,0,0
86,-26.681552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5851597,-5.5486434,-6.1857079,0,0,0,0,0,0,-1.9223659,-15.822662,-23.076161,-4.7212801,0,0,0,0,0,0,-0.59063727,-2.1823195,0,0,0,0,0,0,0,0
87,-26.610388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5809319,-5.5338444,-6.1692097,0,0,0,0,0,0,-1.9172387,-15.780461,-23.014613,-4.7086877,0,0,0,0,0,0,-0.58906196,-2.1764989,0,0,0,0,0,0,0,0
88,-26.539225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.576704,-5.5190453,-6.1527115,0,0,0,0,0,0,-1.9121115,-15.738259,-22.953066,-4.6960954,0,0,0,0,0,0,-0.58748664,-2.1706783,0,0,0,0,0,0,0,0
89,-26.468061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5724761,-5.5042463,-6.1362133,0,0,0,0,0,0,-1.9069842,-15.696058,-22.891518,-4.683503,0,0,0,0,0,0,-0.58591132,-2.1648578,0,0,0,0,0,0,0,0
90,-26.396897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5682483,-5.4894472,-6.1197151,0,0,0,0,0,0,-1.901857,-15.653857,-22.829971,-4.6709107,0,0,0,0,0,0,-0.58433601,-2.1590372,0,0,0,0,0,0,0,0
91,-26.325734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5640204,-5.4746482,-6.103217,0,0,0,0,0,0,-1.8967298,-15.611655,-22.768423,-4.6583184,0,0,0,0,0,0,-0.58276069,-2.1532166,0,0,0,0,0,0,0,0
92,-26.25457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5597926,-5.4598492,-6.0867188,0,0,0,0,0,0,-1.8916026,-15.569454,-22.706876,-4.645726,0,0,0,0,0,0,-0.58118538,-2.1473961,0,0,0,0,0,0,0,0
93,-26.183407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5555647,-5.4450501,-6.0702206,0,0,0,0,0,0,-1.8864753,-15.527253,-22.645328,-4.6331337,0,0,0,0,0,0,-0.57961006,-2.1415755,0,0,0,0,0,0,0,0
94,-26.112243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5513369,-5.4302511,-6.0537224,0,0,0,0,0,0,-1.8813481,-15.485051,-22.583781,-4.6205413,0,0,0,0,0,0,-0.57803474,-2.1357549,0,0,0,0,0,0,0,0
95,-26.041079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.547109,-5.415452,-6.0372242,0,0,0,0,0,0,-1.8762209,-15.44285,-22.522233,-4.607949,0,0,0,0,0,0,-0.57645943,-2.1299344,0,0,0,0,0,0,0,0
