Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa)
63,15.270662,0,0.15496934,0.48828344,0.56681902,1.131001,0.86898738,0,0,0.21063381,0.83038811,3.299088,5.3246959,0.9640107,0,0,0.05841106,0.67839993,1.561788,2.1236188,0.71657668,0,0,0,0,0.0084929216,0.31849632,0.12247112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,15.441891,0,0.15670701,0.49375854,0.57317473,1.1436829,0.87873129,0,0,0.21299564,0.83969921,3.3360806,5.3844015,0.97482011,0,0,0.059066021,0.6860068,1.5793003,2.1474308,0.72461162,0,0,0,0,0.0085881524,0.3220676,0.12384439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,15.61312,0,0.15844467,0.49923364,0.57953045,1.1563647,0.88847521,0,0,0.21535746,0.84901031,3.3730731,5.444107,0.98562951,0,0,0.059720981,0.69361367,1.5968126,2.1712429,0.73264656,0,0,0,0,0.0086833831,0.32563889,0.12521765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,15.784349,0,0.16018234,0.50470874,0.58588616,1.1690466,0.89821912,0,0,0.21771929,0.85832141,3.4100656,5.5038126,0.99643892,0,0,0.060375942,0.70122053,1.6143248,2.1950549,0.7406815,0,0,0,0,0.0087786138,0.32921017,0.12659091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,15.955578,0,0.16192,0.51018383,0.59224188,1.1817285,0.90796304,0,0,0.22008112,0.86763252,3.4470581,5.5635182,1.0072483,0,0,0.061030902,0.7088274,1.6318371,2.2188669,0.74871644,0,0,0,0,0.0088738446,0.33278146,0.12796417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,16.126808,0,0.16365766,0.51565893,0.59859759,1.1944103,0.91770695,0,0,0.22244295,0.87694362,3.4840506,5.6232237,1.0180577,0,0,0.061685863,0.71643427,1.6493493,2.242679,0.75675138,0,0,0,0,0.0089690753,0.33635274,0.12933744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,16.298037,0,0.16539533,0.52113403,0.60495331,1.2070922,0.92745087,0,0,0.22480477,0.88625472,3.5210431,5.6829293,1.0288671,0,0,0.062340823,0.72404113,1.6668616,2.266491,0.76478632,0,0,0,0,0.009064306,0.33992402,0.1307107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,16.469266,0,0.16713299,0.52660913,0.61130902,1.219774,0.93719478,0,0,0.2271666,0.89556582,3.5580357,5.7426349,1.0396765,0,0,0.062995784,0.731648,1.6843738,2.2903031,0.77282126,0,0,0,0,0.0091595367,0.34349531,0.13208396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,16.640495,0,0.16887065,0.53208423,0.61766474,1.2324559,0.9469387,0,0,0.22952843,0.90487693,3.5950282,5.8023404,1.050486,0,0,0.063650744,0.73925487,1.7018861,2.3141151,0.7808562,0,0,0,0,0.0092547675,0.34706659,0.13345723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,16.811725,0,0.17060832,0.53755933,0.62402045,1.2451378,0.95668261,0,0,0.23189025,0.91418803,3.6320207,5.862046,1.0612954,0,0,0.064305705,0.74686173,1.7193984,2.3379271,0.78889114,0,0,0,0,0.0093499982,0.35063788,0.13483049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,16.982954,0,0.17234598,0.54303443,0.63037616,1.2578196,0.96642652,0,0,0.23425208,0.92349913,3.6690132,5.9217516,1.0721048,0,0,0.064960665,0.7544686,1.7369106,2.3617392,0.79692608,0,0,0,0,0.0094452289,0.35420916,0.13620375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,17.154183,0,0.17408365,0.54850953,0.63673188,1.2705015,0.97617044,0,0,0.23661391,0.93281023,3.7060057,5.9814571,1.0829142,0,0,0.065615625,0.76207546,1.7544229,2.3855512,0.80496102,0,0,0,0,0.0095404597,0.35778045,0.13757701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,17.325412,0,0.17582131,0.55398463,0.64308759,1.2831833,0.98591435,0,0,0.23897573,0.94212134,3.7429983,6.0411627,1.0937236,0,0,0.066270586,0.76968233,1.7719351,2.4093632,0.81299596,0,0,0,0,0.0096356904,0.36135173,0.13895028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,17.496641,0,0.17755897,0.55945973,0.64944331,1.2958652,0.99565827,0,0,0.24133756,0.95143244,3.7799908,6.1008682,1.104533,0,0,0.066925546,0.7772892,1.7894474,2.4331753,0.8210309,0,0,0,0,0.0097309211,0.36492301,0.14032354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,17.667871,0,0.17929664,0.56493483,0.65579902,1.3085471,1.0054022,0,0,0.24369939,0.96074354,3.8169833,6.1605738,1.1153424,0,0,0.067580507,0.78489606,1.8069596,2.4569873,0.82906584,0,0,0,0,0.0098261518,0.3684943,0.1416968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,17.8391,0,0.1810343,0.57040992,0.66215474,1.3212289,1.0151461,0,0,0.24606122,0.97005464,3.8539758,6.2202794,1.1261518,0,0,0.068235467,0.79250293,1.8244719,2.4807994,0.83710078,0,0,0,0,0.0099213826,0.37206558,0.14307007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,18.010329,0,0.18277197,0.57588502,0.66851045,1.3339108,1.02489,0,0,0.24842304,0.97936575,3.8909683,6.2799849,1.1369612,0,0,0.068890428,0.8001098,1.8419841,2.5046114,0.84513572,0,0,0,0,0.010016613,0.37563687,0.14444333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,18.181558,0,0.18450963,0.58136012,0.67486617,1.3465926,1.0346339,0,0,0.25078487,0.98867685,3.9279608,6.3396905,1.1477706,0,0,0.069545388,0.80771666,1.8594964,2.5284234,0.85317066,0,0,0,0,0.010111844,0.37920815,0.14581659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,18.352787,0,0.18624729,0.58683522,0.68122188,1.3592745,1.0443778,0,0,0.2531467,0.99798795,3.9649534,6.3993961,1.15858,0,0,0.070200349,0.81532353,1.8770087,2.5522355,0.8612056,0,0,0,0,0.010207075,0.38277943,0.14718986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,18.524017,0,0.18798496,0.59231032,0.6875776,1.3719564,1.0541218,0,0,0.25550852,1.0072991,4.0019459,6.4591016,1.1693894,0,0,0.070855309,0.8229304,1.8945209,2.5760475,0.86924054,0,0,0,0,0.010302305,0.38635072,0.14856312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,18.695246,0,0.18972262,0.59778542,0.69393331,1.3846382,1.0638657,0,0,0.25787035,1.0166102,4.0389384,6.5188072,1.1801988,0,0,0.07151027,0.83053726,1.9120332,2.5998595,0.87727548,0,0,0,0,0.010397536,0.389922,0.14993638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,18.866475,0,0.19146029,0.60326052,0.70028903,1.3973201,1.0736096,0,0,0.26023218,1.0259213,4.0759309,6.5785128,1.1910082,0,0,0.07216523,0.83814413,1.9295454,2.6236716,0.88531042,0,0,0,0,0.010492767,0.39349329,0.15130964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,19.037704,0,0.19319795,0.60873562,0.70664474,1.410002,1.0833535,0,0,0.262594,1.0352324,4.1129234,6.6382183,1.2018176,0,0,0.072820191,0.845751,1.9470577,2.6474836,0.89334536,0,0,0,0,0.010587998,0.39706457,0.15268291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,19.208933,0,0.19493561,0.61421072,0.71300046,1.4226838,1.0930974,0,0,0.26495583,1.0445435,4.149916,6.6979239,1.212627,0,0,0.073475151,0.85335786,1.9645699,2.6712957,0.9013803,0,0,0,0,0.010683228,0.40063586,0.15405617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,19.380163,0,0.19667328,0.61968582,0.71935617,1.4353657,1.1028413,0,0,0.26731766,1.0538546,4.1869085,6.7576294,1.2234365,0,0,0.074130111,0.86096473,1.9820822,2.6951077,0.90941525,0,0,0,0,0.010778459,0.40420714,0.15542943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,19.551392,0,0.19841094,0.62516092,0.72571189,1.4480475,1.1125852,0,0,0.26967949,1.0631657,4.223901,6.817335,1.2342459,0,0,0.074785072,0.86857159,1.9995944,2.7189197,0.91745019,0,0,0,0,0.01087369,0.40777842,0.1568027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,19.722621,0,0.20014861,0.63063602,0.7320676,1.4607294,1.1223292,0,0,0.27204131,1.0724768,4.2608935,6.8770406,1.2450553,0,0,0.075440032,0.87617846,2.0171067,2.7427318,0.92548513,0,0,0,0,0.010968921,0.41134971,0.15817596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,19.89385,0,0.20188627,0.63611111,0.73842332,1.4734113,1.1320731,0,0,0.27440314,1.0817879,4.297886,6.9367461,1.2558647,0,0,0.076094993,0.88378533,2.034619,2.7665438,0.93352007,0,0,0,0,0.011064151,0.41492099,0.15954922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,20.065079,0,0.20362393,0.64158621,0.74477903,1.4860931,1.141817,0,0,0.27676497,1.091099,4.3348785,6.9964517,1.2666741,0,0,0.076749953,0.89139219,2.0521312,2.7903558,0.94155501,0,0,0,0,0.011159382,0.41849228,0.16092248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,20.236309,0,0.2053616,0.64706131,0.75113475,1.498775,1.1515609,0,0,0.27912679,1.1004101,4.3718711,7.0561573,1.2774835,0,0,0.077404914,0.89899906,2.0696435,2.8141679,0.94958995,0,0,0,0,0.011254613,0.42206356,0.16229575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,20.407538,0,0.20709926,0.65253641,0.75749046,1.5114568,1.1613048,0,0,0.28148862,1.1097212,4.4088636,7.1158628,1.2882929,0,0,0.078059874,0.90660593,2.0871557,2.8379799,0.95762489,0,0,0,0,0.011349844,0.42563485,0.16366901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,20.578767,0,0.20883692,0.65801151,0.76384618,1.5241387,1.1710487,0,0,0.28385045,1.1190323,4.4458561,7.1755684,1.2991023,0,0,0.078714835,0.91421279,2.104668,2.861792,0.96565983,0,0,0,0,0.011445074,0.42920613,0.16504227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,20.749996,0,0.21057459,0.66348661,0.77020189,1.5368206,1.1807926,0,0,0.28621227,1.1283434,4.4828486,7.235274,1.3099117,0,0,0.079369795,0.92181966,2.1221802,2.885604,0.97369477,0,0,0,0,0.011540305,0.43277741,0.16641554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,20.921225,0,0.21231225,0.66896171,0.77655761,1.5495024,1.1905366,0,0,0.2885741,1.1376545,4.5198411,7.2949795,1.3207211,0,0,0.080024756,0.92942653,2.1396925,2.909416,0.98172971,0,0,0,0,0.011635536,0.4363487,0.1677888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,21.092455,0,0.21404992,0.67443681,0.78291332,1.5621843,1.2002805,0,0,0.29093593,1.1469656,4.5568337,7.3546851,1.3315305,0,0,0.080679716,0.93703339,2.1572047,2.9332281,0.98976465,0,0,0,0,0.011730766,0.43991998,0.16916206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,21.263684,0,0.21578758,0.67991191,0.78926904,1.5748661,1.2100244,0,0,0.29329776,1.1562767,4.5938262,7.4143906,1.3423399,0,0,0.081334677,0.94464026,2.174717,2.9570401,0.99779959,0,0,0,0,0.011825997,0.44349127,0.17053532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,21.434913,0,0.21752524,0.68538701,0.79562475,1.587548,1.2197683,0,0,0.29565958,1.1655878,4.6308187,7.4740962,1.3531493,0,0,0.081989637,0.95224713,2.1922293,2.9808521,1.0058345,0,0,0,0,0.011921228,0.44706255,0.17190859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,21.606142,0,0.21926291,0.69086211,0.80198047,1.6002299,1.2295122,0,0,0.29802141,1.1748989,4.6678112,7.5338018,1.3639587,0,0,0.082644597,0.95985399,2.2097415,3.0046642,1.0138695,0,0,0,0,0.012016459,0.45063383,0.17328185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,21.777372,0,0.22100057,0.6963372,0.80833618,1.6129117,1.2392561,0,0,0.30038324,1.18421,4.7048037,7.5935073,1.3747681,0,0,0.083299558,0.96746086,2.2272538,3.0284762,1.0219044,0,0,0,0,0.012111689,0.45420512,0.17465511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,21.948601,0,0.22273824,0.7018123,0.8146919,1.6255936,1.249,0,0,0.30274506,1.1935211,4.7417962,7.6532129,1.3855776,0,0,0.083954518,0.97506772,2.244766,3.0522883,1.0299394,0,0,0,0,0.01220692,0.4577764,0.17602838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,22.11983,0,0.2244759,0.7072874,0.82104761,1.6382754,1.258744,0,0,0.30510689,1.2028322,4.7787888,7.7129185,1.396387,0,0,0.084609479,0.98267459,2.2622783,3.0761003,1.0379743,0,0,0,0,0.012302151,0.46134769,0.17740164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,22.291059,0,0.22621356,0.7127625,0.82740333,1.6509573,1.2684879,0,0,0.30746872,1.2121433,4.8157813,7.772624,1.4071964,0,0,0.085264439,0.99028146,2.2797905,3.0999123,1.0460092,0,0,0,0,0.012397382,0.46491897,0.1787749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,22.462288,0,0.22795123,0.7182376,0.83375904,1.6636392,1.2782318,0,0,0.30983054,1.2214544,4.8527738,7.8323296,1.4180058,0,0,0.0859194,0.99788832,2.2973028,3.1237244,1.0540442,0,0,0,0,0.012492612,0.46849026,0.18014817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,22.633518,0,0.22968889,0.7237127,0.84011476,1.676321,1.2879757,0,0,0.31219237,1.2307655,4.8897663,7.8920352,1.4288152,0,0,0.08657436,1.0054952,2.314815,3.1475364,1.0620791,0,0,0,0,0.012587843,0.47206154,0.18152143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,22.804747,0,0.23142656,0.7291878,0.84647047,1.6890029,1.2977196,0,0,0.3145542,1.2400766,4.9267588,7.9517407,1.4396246,0,0,0.087229321,1.0131021,2.3323273,3.1713484,1.0701141,0,0,0,0,0.012683074,0.47563282,0.18289469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,22.975976,0,0.23316422,0.7346629,0.85282618,1.7016848,1.3074635,0,0,0.31691602,1.2493877,4.9637514,8.0114463,1.450434,0,0,0.087884281,1.0207089,2.3498396,3.1951605,1.078149,0,0,0,0,0.012778304,0.47920411,0.18426795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,23.147205,0,0.23490188,0.740138,0.8591819,1.7143666,1.3172074,0,0,0.31927785,1.2586988,5.0007439,8.0711518,1.4612434,0,0,0.088539242,1.0283158,2.3673518,3.2189725,1.0861839,0,0,0,0,0.012873535,0.48277539,0.18564122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,23.318434,0,0.23663955,0.7456131,0.86553761,1.7270485,1.3269514,0,0,0.32163968,1.2680099,5.0377364,8.1308574,1.4720528,0,0,0.089194202,1.0359227,2.3848641,3.2427846,1.0942189,0,0,0,0,0.012968766,0.48634668,0.18701448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,23.489664,0,0.23837721,0.7510882,0.87189333,1.7397303,1.3366953,0,0,0.32400151,1.277321,5.0747289,8.190563,1.4828622,0,0,0.089849162,1.0435295,2.4023763,3.2665966,1.1022538,0,0,0,0,0.013063997,0.48991796,0.18838774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,23.660893,0,0.24011488,0.75656329,0.87824904,1.7524122,1.3464392,0,0,0.32636333,1.2866321,5.1117214,8.2502685,1.4936716,0,0,0.090504123,1.0511364,2.4198886,3.2904086,1.1102888,0,0,0,0,0.013159227,0.49348924,0.18976101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,23.832122,0,0.24185254,0.76203839,0.88460476,1.7650941,1.3561831,0,0,0.32872516,1.2959432,5.148714,8.3099741,1.504481,0,0,0.091159083,1.0587433,2.4374008,3.3142207,1.1183237,0,0,0,0,0.013254458,0.49706053,0.19113427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,24.003351,0,0.2435902,0.76751349,0.89096047,1.7777759,1.365927,0,0,0.33108699,1.3052543,5.1857065,8.3696797,1.5152904,0,0,0.091814044,1.0663501,2.4549131,3.3380327,1.1263586,0,0,0,0,0.013349689,0.50063181,0.19250753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,24.17458,0,0.24532787,0.77298859,0.89731619,1.7904578,1.3756709,0,0,0.33344881,1.3145654,5.222699,8.4293852,1.5260998,0,0,0.092469004,1.073957,2.4724253,3.3618447,1.1343936,0,0,0,0,0.01344492,0.5042031,0.19388079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,24.34581,0,0.24706553,0.77846369,0.9036719,1.8031396,1.3854148,0,0,0.33581064,1.3238765,5.2596915,8.4890908,1.5369092,0,0,0.093123965,1.0815639,2.4899376,3.3856568,1.1424285,0,0,0,0,0.01354015,0.50777438,0.19525406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,24.517039,0,0.2488032,0.78393879,0.91002762,1.8158215,1.3951588,0,0,0.33817247,1.3331876,5.296684,8.5487964,1.5477186,0,0,0.093778925,1.0891707,2.5074499,3.4094688,1.1504635,0,0,0,0,0.013635381,0.51134567,0.19662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,24.688268,0,0.25054086,0.78941389,0.91638333,1.8285034,1.4049027,0,0,0.34053429,1.3424987,5.3336765,8.6085019,1.5585281,0,0,0.094433886,1.0967776,2.5249621,3.4332809,1.1584984,0,0,0,0,0.013730612,0.51491695,0.19800058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,24.859497,0,0.25227852,0.79488899,0.92273905,1.8411852,1.4146466,0,0,0.34289612,1.3518099,5.3706691,8.6682075,1.5693375,0,0,0.095088846,1.1043845,2.5424744,3.4570929,1.1665333,0,0,0,0,0.013825842,0.51848823,0.19937385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,25.030726,0,0.25401619,0.80036409,0.92909476,1.8538671,1.4243905,0,0,0.34525795,1.361121,5.4076616,8.7279131,1.5801469,0,0,0.095743807,1.1119913,2.5599866,3.4809049,1.1745683,0,0,0,0,0.013921073,0.52205952,0.20074711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,25.201956,0,0.25575385,0.80583919,0.93545048,1.8665489,1.4341344,0,0,0.34761978,1.3704321,5.4446541,8.7876186,1.5909563,0,0,0.096398767,1.1195982,2.5774989,3.504717,1.1826032,0,0,0,0,0.014016304,0.5256308,0.20212037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,25.373185,0,0.25749151,0.81131429,0.94180619,1.8792308,1.4438783,0,0,0.3499816,1.3797432,5.4816466,8.8473242,1.6017657,0,0,0.097053728,1.1272051,2.5950111,3.528529,1.1906382,0,0,0,0,0.014111535,0.52920209,0.20349363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,25.544414,0,0.25922918,0.81678939,0.94816191,1.8919127,1.4536222,0,0,0.35234343,1.3890543,5.5186391,8.9070297,1.6125751,0,0,0.097708688,1.1348119,2.6125234,3.552341,1.1986731,0,0,0,0,0.014206765,0.53277337,0.2048669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,25.715643,0,0.26096684,0.82226448,0.95451762,1.9045945,1.4633662,0,0,0.35470526,1.3983654,5.5556317,8.9667353,1.6233845,0,0,0.098363648,1.1424188,2.6300356,3.5761531,1.206708,0,0,0,0,0.014301996,0.53634465,0.20624016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,25.886873,0,0.26270451,0.82773958,0.96087334,1.9172764,1.4731101,0,0,0.35706708,1.4076765,5.5926242,9.0264409,1.6341939,0,0,0.099018609,1.1500257,2.6475479,3.5999651,1.214743,0,0,0,0,0.014397227,0.53991594,0.20761342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,26.058102,0,0.26444217,0.83321468,0.96722905,1.9299583,1.482854,0,0,0.35942891,1.4169876,5.6296167,9.0861464,1.6450033,0,0,0.099673569,1.1576325,2.6650602,3.6237771,1.2227779,0,0,0,0,0.014492458,0.54348722,0.20898669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,26.229331,0,0.26617983,0.83868978,0.97358477,1.9426401,1.4925979,0,0,0.36179074,1.4262987,5.6666092,9.145852,1.6558127,0,0,0.10032853,1.1652394,2.6825724,3.6475892,1.2308129,0,0,0,0,0.014587688,0.54705851,0.21035995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,26.40056,0,0.2679175,0.84416488,0.97994048,1.955322,1.5023418,0,0,0.36415256,1.4356098,5.7036017,9.2055576,1.6666221,0,0,0.10098349,1.1728463,2.7000847,3.6714012,1.2388478,0,0,0,0,0.014682919,0.55062979,0.21173321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,26.571789,0,0.26965516,0.84963998,0.9862962,1.9680038,1.5120857,0,0,0.36651439,1.4449209,5.7405942,9.2652631,1.6774315,0,0,0.10163845,1.1804531,2.7175969,3.6952133,1.2468827,0,0,0,0,0.01477815,0.55420108,0.21310648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,26.743019,0,0.27139283,0.85511508,0.99265191,1.9806857,1.5218296,0,0,0.36887622,1.454232,5.7775868,9.3249687,1.6882409,0,0,0.10229341,1.18806,2.7351092,3.7190253,1.2549177,0,0,0,0,0.01487338,0.55777236,0.21447974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,26.914248,0,0.27313049,0.86059018,0.99900763,1.9933676,1.5315736,0,0,0.37123805,1.4635431,5.8145793,9.3846743,1.6990503,0,0,0.10294837,1.1956669,2.7526214,3.7428373,1.2629526,0,0,0,0,0.014968611,0.56134364,0.215853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,27.085477,0,0.27486815,0.86606528,1.0053633,2.0060494,1.5413175,0,0,0.37359987,1.4728542,5.8515718,9.4443798,1.7098597,0,0,0.10360333,1.2032737,2.7701337,3.7666494,1.2709876,0,0,0,0,0.015063842,0.56491493,0.21722626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,27.256706,0,0.27660582,0.87154038,1.0117191,2.0187313,1.5510614,0,0,0.3759617,1.4821653,5.8885643,9.5040854,1.7206692,0,0,0.10425829,1.2108806,2.7876459,3.7904614,1.2790225,0,0,0,0,0.015159073,0.56848621,0.21859953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,27.427935,0,0.27834348,0.87701548,1.0180748,2.0314131,1.5608053,0,0,0.37832353,1.4914764,5.9255568,9.5637909,1.7314786,0,0,0.10491325,1.2184874,2.8051582,3.8142734,1.2870574,0,0,0,0,0.015254303,0.5720575,0.21997279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,27.599165,0,0.28008115,0.88249057,1.0244305,2.044095,1.5705492,0,0,0.38068535,1.5007875,5.9625494,9.6234965,1.742288,0,0,0.10556821,1.2260943,2.8226705,3.8380855,1.2950924,0,0,0,0,0.015349534,0.57562878,0.22134605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,27.770394,0,0.28181881,0.88796567,1.0307862,2.0567769,1.5802931,0,0,0.38304718,1.5100986,5.9995419,9.6832021,1.7530974,0,0,0.10622317,1.2337012,2.8401827,3.8618975,1.3031273,0,0,0,0,0.015444765,0.57920007,0.22271932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,27.941623,0,0.28355647,0.89344077,1.0371419,2.0694587,1.590037,0,0,0.38540901,1.5194097,6.0365344,9.7429076,1.7639068,0,0,0.10687813,1.241308,2.857695,3.8857096,1.3111623,0,0,0,0,0.015539996,0.58277135,0.22409258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,28.112852,0,0.28529414,0.89891587,1.0434976,2.0821406,1.599781,0,0,0.38777083,1.5287208,6.0735269,9.8026132,1.7747162,0,0,0.10753309,1.2489149,2.8752072,3.9095216,1.3191972,0,0,0,0,0.015635226,0.58634263,0.22546584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,28.284081,0,0.2870318,0.90439097,1.0498533,2.0948224,1.6095249,0,0,0.39013266,1.5380319,6.1105194,9.8623188,1.7855256,0,0,0.10818806,1.2565218,2.8927195,3.9333336,1.3272321,0,0,0,0,0.015730457,0.58991392,0.2268391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,28.455311,0,0.28876947,0.90986607,1.0562091,2.1075043,1.6192688,0,0,0.39249449,1.547343,6.1475119,9.9220243,1.796335,0,0,0.10884302,1.2641286,2.9102317,3.9571457,1.3352671,0,0,0,0,0.015825688,0.5934852,0.22821237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,28.62654,0,0.29050713,0.91534117,1.0625648,2.1201862,1.6290127,0,0,0.39485631,1.5566541,6.1845045,9.9817299,1.8071444,0,0,0.10949798,1.2717355,2.927744,3.9809577,1.343302,0,0,0,0,0.015920919,0.59705649,0.22958563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,28.797769,0,0.29224479,0.92081627,1.0689205,2.132868,1.6387566,0,0,0.39721814,1.5659652,6.221497,10.041435,1.8179538,0,0,0.11015294,1.2793424,2.9452562,4.0047697,1.351337,0,0,0,0,0.016016149,0.60062777,0.23095889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,28.968998,0,0.29398246,0.92629137,1.0752762,2.1455499,1.6485005,0,0,0.39957997,1.5752763,6.2584895,10.101141,1.8287632,0,0,0.1108079,1.2869492,2.9627685,4.0285818,1.3593719,0,0,0,0,0.01611138,0.60419905,0.23233216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,29.140227,0,0.29572012,0.93176647,1.0816319,2.1582317,1.6582445,0,0,0.4019418,1.5845874,6.295482,10.160847,1.8395726,0,0,0.11146286,1.2945561,2.9802808,4.0523938,1.3674068,0,0,0,0,0.016206611,0.60777034,0.23370542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,29.311457,0,0.29745779,0.93724157,1.0879876,2.1709136,1.6679884,0,0,0.40430362,1.5938985,6.3324745,10.220552,1.850382,0,0,0.11211782,1.302163,2.997793,4.0762059,1.3754418,0,0,0,0,0.016301841,0.61134162,0.23507868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
