Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa)
1302,285.88215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2965517,33.105185,41.558421,8.8039231,0,0,0,0,0,0,0,0,81.247353,254.48914,44.440621,0.86397225,0,0,0,0,0,0,16.079194,0.2880711,0,0,0,0,0,0,0,0,0
1303,285.88277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2965589,33.105257,41.558512,8.8039422,0,0,0,0,0,0,0,0,81.247529,254.48969,44.440718,0.86397412,0,0,0,0,0,0,16.079229,0.28807173,0,0,0,0,0,0,0,0,0
1304,285.88339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296566,33.105329,41.558602,8.8039613,0,0,0,0,0,0,0,0,81.247705,254.49024,44.440814,0.863976,0,0,0,0,0,0,16.079263,0.28807235,0,0,0,0,0,0,0,0,0
1305,285.88401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2965732,33.1054,41.558692,8.8039804,0,0,0,0,0,0,0,0,81.247881,254.49079,44.440911,0.86397787,0,0,0,0,0,0,16.079298,0.28807298,0,0,0,0,0,0,0,0,0
1306,285.88463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2965803,33.105472,41.558782,8.8039995,0,0,0,0,0,0,0,0,81.248058,254.49134,44.441007,0.86397975,0,0,0,0,0,0,16.079333,0.2880736,0,0,0,0,0,0,0,0,0
1307,285.88525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2965875,33.105544,41.558872,8.8040186,0,0,0,0,0,0,0,0,81.248234,254.4919,44.441103,0.86398162,0,0,0,0,0,0,16.079368,0.28807423,0,0,0,0,0,0,0,0,0
1308,285.88587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2965946,33.105616,41.558962,8.8040377,0,0,0,0,0,0,0,0,81.24841,254.49245,44.4412,0.86398349,0,0,0,0,0,0,16.079403,0.28807485,0,0,0,0,0,0,0,0,0
1309,285.88649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966018,33.105688,41.559052,8.8040568,0,0,0,0,0,0,0,0,81.248586,254.493,44.441296,0.86398537,0,0,0,0,0,0,16.079438,0.28807548,0,0,0,0,0,0,0,0,0
1310,285.88711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966089,33.105759,41.559143,8.8040759,0,0,0,0,0,0,0,0,81.248763,254.49355,44.441393,0.86398724,0,0,0,0,0,0,16.079473,0.2880761,0,0,0,0,0,0,0,0,0
1311,285.88773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966161,33.105831,41.559233,8.804095,0,0,0,0,0,0,0,0,81.248939,254.4941,44.441489,0.86398912,0,0,0,0,0,0,16.079508,0.28807673,0,0,0,0,0,0,0,0,0
1312,285.88835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966232,33.105903,41.559323,8.8041141,0,0,0,0,0,0,0,0,81.249115,254.49466,44.441585,0.86399099,0,0,0,0,0,0,16.079542,0.28807735,0,0,0,0,0,0,0,0,0
1313,285.88897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966304,33.105975,41.559413,8.8041332,0,0,0,0,0,0,0,0,81.249291,254.49521,44.441682,0.86399286,0,0,0,0,0,0,16.079577,0.28807798,0,0,0,0,0,0,0,0,0
1314,285.88959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966375,33.106047,41.559503,8.8041523,0,0,0,0,0,0,0,0,81.249468,254.49576,44.441778,0.86399474,0,0,0,0,0,0,16.079612,0.2880786,0,0,0,0,0,0,0,0,0
1315,285.89021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966447,33.106118,41.559593,8.8041714,0,0,0,0,0,0,0,0,81.249644,254.49631,44.441875,0.86399661,0,0,0,0,0,0,16.079647,0.28807923,0,0,0,0,0,0,0,0,0
1316,285.89083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966518,33.10619,41.559683,8.8041905,0,0,0,0,0,0,0,0,81.24982,254.49686,44.441971,0.86399849,0,0,0,0,0,0,16.079682,0.28807985,0,0,0,0,0,0,0,0,0
1317,285.89145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296659,33.106262,41.559774,8.8042096,0,0,0,0,0,0,0,0,81.249996,254.49742,44.442067,0.86400036,0,0,0,0,0,0,16.079717,0.28808048,0,0,0,0,0,0,0,0,0
1318,285.89207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966661,33.106334,41.559864,8.8042287,0,0,0,0,0,0,0,0,81.250172,254.49797,44.442164,0.86400223,0,0,0,0,0,0,16.079752,0.2880811,0,0,0,0,0,0,0,0,0
1319,285.89269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966733,33.106406,41.559954,8.8042478,0,0,0,0,0,0,0,0,81.250349,254.49852,44.44226,0.86400411,0,0,0,0,0,0,16.079787,0.28808172,0,0,0,0,0,0,0,0,0
1320,285.89331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966804,33.106477,41.560044,8.8042669,0,0,0,0,0,0,0,0,81.250525,254.49907,44.442357,0.86400598,0,0,0,0,0,0,16.079821,0.28808235,0,0,0,0,0,0,0,0,0
1321,285.89393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966876,33.106549,41.560134,8.804286,0,0,0,0,0,0,0,0,81.250701,254.49962,44.442453,0.86400786,0,0,0,0,0,0,16.079856,0.28808297,0,0,0,0,0,0,0,0,0
1322,285.89455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2966947,33.106621,41.560224,8.8043051,0,0,0,0,0,0,0,0,81.250877,254.50018,44.442549,0.86400973,0,0,0,0,0,0,16.079891,0.2880836,0,0,0,0,0,0,0,0,0
1323,285.89517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967019,33.106693,41.560314,8.8043242,0,0,0,0,0,0,0,0,81.251054,254.50073,44.442646,0.8640116,0,0,0,0,0,0,16.079926,0.28808422,0,0,0,0,0,0,0,0,0
1324,285.89579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296709,33.106765,41.560405,8.8043433,0,0,0,0,0,0,0,0,81.25123,254.50128,44.442742,0.86401348,0,0,0,0,0,0,16.079961,0.28808485,0,0,0,0,0,0,0,0,0
1325,285.89641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967162,33.106836,41.560495,8.8043624,0,0,0,0,0,0,0,0,81.251406,254.50183,44.442838,0.86401535,0,0,0,0,0,0,16.079996,0.28808547,0,0,0,0,0,0,0,0,0
1326,285.89703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967233,33.106908,41.560585,8.8043815,0,0,0,0,0,0,0,0,81.251582,254.50238,44.442935,0.86401723,0,0,0,0,0,0,16.080031,0.2880861,0,0,0,0,0,0,0,0,0
1327,285.89765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967305,33.10698,41.560675,8.8044006,0,0,0,0,0,0,0,0,81.251758,254.50294,44.443031,0.8640191,0,0,0,0,0,0,16.080066,0.28808672,0,0,0,0,0,0,0,0,0
1328,285.89827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967376,33.107052,41.560765,8.8044196,0,0,0,0,0,0,0,0,81.251935,254.50349,44.443128,0.86402097,0,0,0,0,0,0,16.0801,0.28808735,0,0,0,0,0,0,0,0,0
1329,285.89889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967448,33.107124,41.560855,8.8044387,0,0,0,0,0,0,0,0,81.252111,254.50404,44.443224,0.86402285,0,0,0,0,0,0,16.080135,0.28808797,0,0,0,0,0,0,0,0,0
1330,285.89951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967519,33.107196,41.560945,8.8044578,0,0,0,0,0,0,0,0,81.252287,254.50459,44.44332,0.86402472,0,0,0,0,0,0,16.08017,0.2880886,0,0,0,0,0,0,0,0,0
1331,285.90013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967591,33.107267,41.561036,8.8044769,0,0,0,0,0,0,0,0,81.252463,254.50514,44.443417,0.8640266,0,0,0,0,0,0,16.080205,0.28808922,0,0,0,0,0,0,0,0,0
1332,285.90075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967662,33.107339,41.561126,8.804496,0,0,0,0,0,0,0,0,81.25264,254.5057,44.443513,0.86402847,0,0,0,0,0,0,16.08024,0.28808985,0,0,0,0,0,0,0,0,0
1333,285.90137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967734,33.107411,41.561216,8.8045151,0,0,0,0,0,0,0,0,81.252816,254.50625,44.44361,0.86403034,0,0,0,0,0,0,16.080275,0.28809047,0,0,0,0,0,0,0,0,0
1334,285.90199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967805,33.107483,41.561306,8.8045342,0,0,0,0,0,0,0,0,81.252992,254.5068,44.443706,0.86403222,0,0,0,0,0,0,16.08031,0.2880911,0,0,0,0,0,0,0,0,0
1335,285.90261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967877,33.107555,41.561396,8.8045533,0,0,0,0,0,0,0,0,81.253168,254.50735,44.443802,0.86403409,0,0,0,0,0,0,16.080345,0.28809172,0,0,0,0,0,0,0,0,0
1336,285.90323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967948,33.107626,41.561486,8.8045724,0,0,0,0,0,0,0,0,81.253345,254.5079,44.443899,0.86403597,0,0,0,0,0,0,16.080379,0.28809235,0,0,0,0,0,0,0,0,0
1337,285.90385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296802,33.107698,41.561576,8.8045915,0,0,0,0,0,0,0,0,81.253521,254.50846,44.443995,0.86403784,0,0,0,0,0,0,16.080414,0.28809297,0,0,0,0,0,0,0,0,0
1338,285.90447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968091,33.10777,41.561667,8.8046106,0,0,0,0,0,0,0,0,81.253697,254.50901,44.444092,0.86403971,0,0,0,0,0,0,16.080449,0.2880936,0,0,0,0,0,0,0,0,0
1339,285.90509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968163,33.107842,41.561757,8.8046297,0,0,0,0,0,0,0,0,81.253873,254.50956,44.444188,0.86404159,0,0,0,0,0,0,16.080484,0.28809422,0,0,0,0,0,0,0,0,0
1340,285.90571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968234,33.107914,41.561847,8.8046488,0,0,0,0,0,0,0,0,81.254049,254.51011,44.444284,0.86404346,0,0,0,0,0,0,16.080519,0.28809485,0,0,0,0,0,0,0,0,0
1341,285.90633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968306,33.107985,41.561937,8.8046679,0,0,0,0,0,0,0,0,81.254226,254.51066,44.444381,0.86404534,0,0,0,0,0,0,16.080554,0.28809547,0,0,0,0,0,0,0,0,0
1342,285.90695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968377,33.108057,41.562027,8.804687,0,0,0,0,0,0,0,0,81.254402,254.51122,44.444477,0.86404721,0,0,0,0,0,0,16.080589,0.2880961,0,0,0,0,0,0,0,0,0
1343,285.90757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968449,33.108129,41.562117,8.8047061,0,0,0,0,0,0,0,0,81.254578,254.51177,44.444574,0.86404908,0,0,0,0,0,0,16.080624,0.28809672,0,0,0,0,0,0,0,0,0
1344,285.90819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296852,33.108201,41.562207,8.8047252,0,0,0,0,0,0,0,0,81.254754,254.51232,44.44467,0.86405096,0,0,0,0,0,0,16.080658,0.28809735,0,0,0,0,0,0,0,0,0
1345,285.90881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968592,33.108273,41.562298,8.8047443,0,0,0,0,0,0,0,0,81.254931,254.51287,44.444766,0.86405283,0,0,0,0,0,0,16.080693,0.28809797,0,0,0,0,0,0,0,0,0
1346,285.90943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968663,33.108344,41.562388,8.8047634,0,0,0,0,0,0,0,0,81.255107,254.51342,44.444863,0.86405471,0,0,0,0,0,0,16.080728,0.2880986,0,0,0,0,0,0,0,0,0
1347,285.91005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968735,33.108416,41.562478,8.8047825,0,0,0,0,0,0,0,0,81.255283,254.51398,44.444959,0.86405658,0,0,0,0,0,0,16.080763,0.28809922,0,0,0,0,0,0,0,0,0
1348,285.91067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968806,33.108488,41.562568,8.8048016,0,0,0,0,0,0,0,0,81.255459,254.51453,44.445056,0.86405845,0,0,0,0,0,0,16.080798,0.28809985,0,0,0,0,0,0,0,0,0
1349,285.91129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968878,33.10856,41.562658,8.8048207,0,0,0,0,0,0,0,0,81.255636,254.51508,44.445152,0.86406033,0,0,0,0,0,0,16.080833,0.28810047,0,0,0,0,0,0,0,0,0
1350,285.91191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2968949,33.108632,41.562748,8.8048398,0,0,0,0,0,0,0,0,81.255812,254.51563,44.445248,0.8640622,0,0,0,0,0,0,16.080868,0.2881011,0,0,0,0,0,0,0,0,0
1351,285.91253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969021,33.108703,41.562838,8.8048589,0,0,0,0,0,0,0,0,81.255988,254.51618,44.445345,0.86406408,0,0,0,0,0,0,16.080903,0.28810172,0,0,0,0,0,0,0,0,0
1352,285.91315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969092,33.108775,41.562929,8.804878,0,0,0,0,0,0,0,0,81.256164,254.51674,44.445441,0.86406595,0,0,0,0,0,0,16.080937,0.28810234,0,0,0,0,0,0,0,0,0
1353,285.91377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969164,33.108847,41.563019,8.8048971,0,0,0,0,0,0,0,0,81.25634,254.51729,44.445538,0.86406782,0,0,0,0,0,0,16.080972,0.28810297,0,0,0,0,0,0,0,0,0
1354,285.91439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969235,33.108919,41.563109,8.8049161,0,0,0,0,0,0,0,0,81.256517,254.51784,44.445634,0.8640697,0,0,0,0,0,0,16.081007,0.28810359,0,0,0,0,0,0,0,0,0
1355,285.91501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969307,33.108991,41.563199,8.8049352,0,0,0,0,0,0,0,0,81.256693,254.51839,44.44573,0.86407157,0,0,0,0,0,0,16.081042,0.28810422,0,0,0,0,0,0,0,0,0
1356,285.91563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969378,33.109063,41.563289,8.8049543,0,0,0,0,0,0,0,0,81.256869,254.51894,44.445827,0.86407345,0,0,0,0,0,0,16.081077,0.28810484,0,0,0,0,0,0,0,0,0
1357,285.91625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296945,33.109134,41.563379,8.8049734,0,0,0,0,0,0,0,0,81.257045,254.5195,44.445923,0.86407532,0,0,0,0,0,0,16.081112,0.28810547,0,0,0,0,0,0,0,0,0
1358,285.91687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969521,33.109206,41.563469,8.8049925,0,0,0,0,0,0,0,0,81.257222,254.52005,44.446019,0.86407719,0,0,0,0,0,0,16.081147,0.28810609,0,0,0,0,0,0,0,0,0
1359,285.91749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969593,33.109278,41.56356,8.8050116,0,0,0,0,0,0,0,0,81.257398,254.5206,44.446116,0.86407907,0,0,0,0,0,0,16.081182,0.28810672,0,0,0,0,0,0,0,0,0
1360,285.91811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969664,33.10935,41.56365,8.8050307,0,0,0,0,0,0,0,0,81.257574,254.52115,44.446212,0.86408094,0,0,0,0,0,0,16.081216,0.28810734,0,0,0,0,0,0,0,0,0
1361,285.91873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969736,33.109422,41.56374,8.8050498,0,0,0,0,0,0,0,0,81.25775,254.5217,44.446309,0.86408282,0,0,0,0,0,0,16.081251,0.28810797,0,0,0,0,0,0,0,0,0
1362,285.91935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969807,33.109493,41.56383,8.8050689,0,0,0,0,0,0,0,0,81.257927,254.52226,44.446405,0.86408469,0,0,0,0,0,0,16.081286,0.28810859,0,0,0,0,0,0,0,0,0
1363,285.91997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2969879,33.109565,41.56392,8.805088,0,0,0,0,0,0,0,0,81.258103,254.52281,44.446501,0.86408656,0,0,0,0,0,0,16.081321,0.28810922,0,0,0,0,0,0,0,0,0
1364,285.92059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296995,33.109637,41.56401,8.8051071,0,0,0,0,0,0,0,0,81.258279,254.52336,44.446598,0.86408844,0,0,0,0,0,0,16.081356,0.28810984,0,0,0,0,0,0,0,0,0
1365,285.92121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970022,33.109709,41.5641,8.8051262,0,0,0,0,0,0,0,0,81.258455,254.52391,44.446694,0.86409031,0,0,0,0,0,0,16.081391,0.28811047,0,0,0,0,0,0,0,0,0
1366,285.92183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970093,33.109781,41.564191,8.8051453,0,0,0,0,0,0,0,0,81.258631,254.52446,44.446791,0.86409219,0,0,0,0,0,0,16.081426,0.28811109,0,0,0,0,0,0,0,0,0
1367,285.92245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970165,33.109852,41.564281,8.8051644,0,0,0,0,0,0,0,0,81.258808,254.52502,44.446887,0.86409406,0,0,0,0,0,0,16.081461,0.28811172,0,0,0,0,0,0,0,0,0
1368,285.92307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970236,33.109924,41.564371,8.8051835,0,0,0,0,0,0,0,0,81.258984,254.52557,44.446983,0.86409593,0,0,0,0,0,0,16.081496,0.28811234,0,0,0,0,0,0,0,0,0
1369,285.92369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970308,33.109996,41.564461,8.8052026,0,0,0,0,0,0,0,0,81.25916,254.52612,44.44708,0.86409781,0,0,0,0,0,0,16.08153,0.28811297,0,0,0,0,0,0,0,0,0
1370,285.92431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970379,33.110068,41.564551,8.8052217,0,0,0,0,0,0,0,0,81.259336,254.52667,44.447176,0.86409968,0,0,0,0,0,0,16.081565,0.28811359,0,0,0,0,0,0,0,0,0
1371,285.92493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970451,33.11014,41.564641,8.8052408,0,0,0,0,0,0,0,0,81.259513,254.52722,44.447273,0.86410156,0,0,0,0,0,0,16.0816,0.28811422,0,0,0,0,0,0,0,0,0
1372,285.92555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970522,33.110211,41.564731,8.8052599,0,0,0,0,0,0,0,0,81.259689,254.52778,44.447369,0.86410343,0,0,0,0,0,0,16.081635,0.28811484,0,0,0,0,0,0,0,0,0
1373,285.92617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970594,33.110283,41.564822,8.805279,0,0,0,0,0,0,0,0,81.259865,254.52833,44.447465,0.8641053,0,0,0,0,0,0,16.08167,0.28811547,0,0,0,0,0,0,0,0,0
1374,285.92679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970665,33.110355,41.564912,8.8052981,0,0,0,0,0,0,0,0,81.260041,254.52888,44.447562,0.86410718,0,0,0,0,0,0,16.081705,0.28811609,0,0,0,0,0,0,0,0,0
1375,285.92741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970737,33.110427,41.565002,8.8053172,0,0,0,0,0,0,0,0,81.260218,254.52943,44.447658,0.86410905,0,0,0,0,0,0,16.08174,0.28811672,0,0,0,0,0,0,0,0,0
1376,285.92803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970808,33.110499,41.565092,8.8053363,0,0,0,0,0,0,0,0,81.260394,254.52998,44.447755,0.86411093,0,0,0,0,0,0,16.081775,0.28811734,0,0,0,0,0,0,0,0,0
1377,285.92865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.297088,33.11057,41.565182,8.8053554,0,0,0,0,0,0,0,0,81.26057,254.53054,44.447851,0.8641128,0,0,0,0,0,0,16.081809,0.28811797,0,0,0,0,0,0,0,0,0
1378,285.92927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2970951,33.110642,41.565272,8.8053745,0,0,0,0,0,0,0,0,81.260746,254.53109,44.447947,0.86411467,0,0,0,0,0,0,16.081844,0.28811859,0,0,0,0,0,0,0,0,0
1379,285.92989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2971023,33.110714,41.565362,8.8053936,0,0,0,0,0,0,0,0,81.260922,254.53164,44.448044,0.86411655,0,0,0,0,0,0,16.081879,0.28811922,0,0,0,0,0,0,0,0,0
1380,285.93051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2971094,33.110786,41.565453,8.8054126,0,0,0,0,0,0,0,0,81.261099,254.53219,44.44814,0.86411842,0,0,0,0,0,0,16.081914,0.28811984,0,0,0,0,0,0,0,0,0
1381,285.93113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2971166,33.110858,41.565543,8.8054317,0,0,0,0,0,0,0,0,81.261275,254.53274,44.448237,0.8641203,0,0,0,0,0,0,16.081949,0.28812047,0,0,0,0,0,0,0,0,0
1382,285.93175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2971237,33.110929,41.565633,8.8054508,0,0,0,0,0,0,0,0,81.261451,254.5333,44.448333,0.86412217,0,0,0,0,0,0,16.081984,0.28812109,0,0,0,0,0,0,0,0,0
1383,285.93237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2971309,33.111001,41.565723,8.8054699,0,0,0,0,0,0,0,0,81.261627,254.53385,44.448429,0.86412404,0,0,0,0,0,0,16.082019,0.28812171,0,0,0,0,0,0,0,0,0
1384,285.93299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.297138,33.111073,41.565813,8.805489,0,0,0,0,0,0,0,0,81.261804,254.5344,44.448526,0.86412592,0,0,0,0,0,0,16.082054,0.28812234,0,0,0,0,0,0,0,0,0
1385,285.93361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2971452,33.111145,41.565903,8.8055081,0,0,0,0,0,0,0,0,81.26198,254.53495,44.448622,0.86412779,0,0,0,0,0,0,16.082088,0.28812296,0,0,0,0,0,0,0,0,0
