Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa)
750,198.30902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2867323,22.964207,28.827997,6.1070527,0,0,0,0,0,0,0,4.3565758,63.203974,176.5325,30.827304,0.5993151,0,0,0,0,0,0,11.153719,0.19982744,0,0,0,0,0,0,0,0,0
751,198.44332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.288281,22.979759,28.847521,6.1111888,0,0,0,0,0,0,0,4.3595264,63.24678,176.65206,30.848183,0.599721,0,0,0,0,0,0,11.161273,0.19996277,0,0,0,0,0,0,0,0,0
752,198.57763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2898297,22.995312,28.867045,6.1153249,0,0,0,0,0,0,0,4.3624769,63.289586,176.77162,30.869061,0.60012689,0,0,0,0,0,0,11.168827,0.20009811,0,0,0,0,0,0,0,0,0
753,198.71194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2913784,23.010865,28.88657,6.119461,0,0,0,0,0,0,0,4.3654275,63.332392,176.89118,30.889939,0.60053278,0,0,0,0,0,0,11.176381,0.20023345,0,0,0,0,0,0,0,0,0
754,198.84625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2929271,23.026418,28.906094,6.1235971,0,0,0,0,0,0,0,4.368378,63.375198,177.01074,30.910817,0.60093868,0,0,0,0,0,0,11.183935,0.20036878,0,0,0,0,0,0,0,0,0
755,198.98055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2944759,23.041971,28.925618,6.1277332,0,0,0,0,0,0,0,4.3713286,63.418003,177.1303,30.931696,0.60134457,0,0,0,0,0,0,11.191489,0.20050412,0,0,0,0,0,0,0,0,0
756,199.11486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2960246,23.057524,28.945142,6.1318693,0,0,0,0,0,0,0,4.3742792,63.460809,177.24986,30.952574,0.60175047,0,0,0,0,0,0,11.199043,0.20063945,0,0,0,0,0,0,0,0,0
757,199.24917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2975733,23.073076,28.964666,6.1360053,0,0,0,0,0,0,0,4.3772297,63.503615,177.36942,30.973452,0.60215636,0,0,0,0,0,0,11.206597,0.20077479,0,0,0,0,0,0,0,0,0
758,199.38348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.299122,23.088629,28.98419,6.1401414,0,0,0,0,0,0,0,4.3801803,63.546421,177.48897,30.99433,0.60256226,0,0,0,0,0,0,11.214151,0.20091013,0,0,0,0,0,0,0,0,0
759,199.51779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3006708,23.104182,29.003715,6.1442775,0,0,0,0,0,0,0,4.3831308,63.589227,177.60853,31.015208,0.60296815,0,0,0,0,0,0,11.221705,0.20104546,0,0,0,0,0,0,0,0,0
760,199.65209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3022195,23.119735,29.023239,6.1484136,0,0,0,0,0,0,0,4.3860814,63.632032,177.72809,31.036087,0.60337405,0,0,0,0,0,0,11.229259,0.2011808,0,0,0,0,0,0,0,0,0
761,199.7864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3037682,23.135288,29.042763,6.1525497,0,0,0,0,0,0,0,4.3890319,63.674838,177.84765,31.056965,0.60377994,0,0,0,0,0,0,11.236813,0.20131613,0,0,0,0,0,0,0,0,0
762,199.92071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3053169,23.150841,29.062287,6.1566858,0,0,0,0,0,0,0,4.3919825,63.717644,177.96721,31.077843,0.60418584,0,0,0,0,0,0,11.244367,0.20145147,0,0,0,0,0,0,0,0,0
763,200.05502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3068656,23.166393,29.081811,6.1608219,0,0,0,0,0,0,0,4.394933,63.76045,178.08677,31.098721,0.60459173,0,0,0,0,0,0,11.251921,0.20158681,0,0,0,0,0,0,0,0,0
764,200.18932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3084144,23.181946,29.101335,6.164958,0,0,0,0,0,0,0,4.3978836,63.803255,178.20633,31.1196,0.60499763,0,0,0,0,0,0,11.259475,0.20172214,0,0,0,0,0,0,0,0,0
765,200.32363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3099631,23.197499,29.12086,6.169094,0,0,0,0,0,0,0,4.4008341,63.846061,178.32589,31.140478,0.60540352,0,0,0,0,0,0,11.267029,0.20185748,0,0,0,0,0,0,0,0,0
766,200.45794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3115118,23.213052,29.140384,6.1732301,0,0,0,0,0,0,0,4.4037847,63.888867,178.44545,31.161356,0.60580941,0,0,0,0,0,0,11.274583,0.20199281,0,0,0,0,0,0,0,0,0
767,200.59225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3130605,23.228605,29.159908,6.1773662,0,0,0,0,0,0,0,4.4067352,63.931673,178.56501,31.182234,0.60621531,0,0,0,0,0,0,11.282137,0.20212815,0,0,0,0,0,0,0,0,0
768,200.72655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3146093,23.244158,29.179432,6.1815023,0,0,0,0,0,0,0,4.4096858,63.974479,178.68457,31.203112,0.6066212,0,0,0,0,0,0,11.289691,0.20226349,0,0,0,0,0,0,0,0,0
769,200.86086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.316158,23.25971,29.198956,6.1856384,0,0,0,0,0,0,0,4.4126363,64.017284,178.80412,31.223991,0.6070271,0,0,0,0,0,0,11.297245,0.20239882,0,0,0,0,0,0,0,0,0
770,200.99517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3177067,23.275263,29.21848,6.1897745,0,0,0,0,0,0,0,4.4155869,64.06009,178.92368,31.244869,0.60743299,0,0,0,0,0,0,11.304799,0.20253416,0,0,0,0,0,0,0,0,0
771,201.12948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3192554,23.290816,29.238005,6.1939106,0,0,0,0,0,0,0,4.4185374,64.102896,179.04324,31.265747,0.60783889,0,0,0,0,0,0,11.312353,0.20266949,0,0,0,0,0,0,0,0,0
772,201.26378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3208041,23.306369,29.257529,6.1980467,0,0,0,0,0,0,0,4.421488,64.145702,179.1628,31.286625,0.60824478,0,0,0,0,0,0,11.319907,0.20280483,0,0,0,0,0,0,0,0,0
773,201.39809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3223529,23.321922,29.277053,6.2021827,0,0,0,0,0,0,0,4.4244385,64.188507,179.28236,31.307504,0.60865068,0,0,0,0,0,0,11.327461,0.20294017,0,0,0,0,0,0,0,0,0
774,201.5324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3239016,23.337475,29.296577,6.2063188,0,0,0,0,0,0,0,4.4273891,64.231313,179.40192,31.328382,0.60905657,0,0,0,0,0,0,11.335015,0.2030755,0,0,0,0,0,0,0,0,0
775,201.66671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3254503,23.353027,29.316101,6.2104549,0,0,0,0,0,0,0,4.4303396,64.274119,179.52148,31.34926,0.60946247,0,0,0,0,0,0,11.342569,0.20321084,0,0,0,0,0,0,0,0,0
776,201.80101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.326999,23.36858,29.335626,6.214591,0,0,0,0,0,0,0,4.4332902,64.316925,179.64104,31.370138,0.60986836,0,0,0,0,0,0,11.350123,0.20334617,0,0,0,0,0,0,0,0,0
777,201.93532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3285477,23.384133,29.35515,6.2187271,0,0,0,0,0,0,0,4.4362408,64.359731,179.7606,31.391016,0.61027426,0,0,0,0,0,0,11.357677,0.20348151,0,0,0,0,0,0,0,0,0
778,202.06963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3300965,23.399686,29.374674,6.2228632,0,0,0,0,0,0,0,4.4391913,64.402536,179.88016,31.411895,0.61068015,0,0,0,0,0,0,11.365231,0.20361685,0,0,0,0,0,0,0,0,0
779,202.20394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3316452,23.415239,29.394198,6.2269993,0,0,0,0,0,0,0,4.4421419,64.445342,179.99972,31.432773,0.61108604,0,0,0,0,0,0,11.372785,0.20375218,0,0,0,0,0,0,0,0,0
780,202.33824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3331939,23.430792,29.413722,6.2311354,0,0,0,0,0,0,0,4.4450924,64.488148,180.11928,31.453651,0.61149194,0,0,0,0,0,0,11.380339,0.20388752,0,0,0,0,0,0,0,0,0
781,202.47255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3347426,23.446344,29.433246,6.2352714,0,0,0,0,0,0,0,4.448043,64.530954,180.23883,31.474529,0.61189783,0,0,0,0,0,0,11.387893,0.20402285,0,0,0,0,0,0,0,0,0
782,202.60686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3362914,23.461897,29.452771,6.2394075,0,0,0,0,0,0,0,4.4509935,64.57376,180.35839,31.495408,0.61230373,0,0,0,0,0,0,11.395447,0.20415819,0,0,0,0,0,0,0,0,0
783,202.74117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3378401,23.47745,29.472295,6.2435436,0,0,0,0,0,0,0,4.4539441,64.616565,180.47795,31.516286,0.61270962,0,0,0,0,0,0,11.403001,0.20429353,0,0,0,0,0,0,0,0,0
784,202.87547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3393888,23.493003,29.491819,6.2476797,0,0,0,0,0,0,0,4.4568946,64.659371,180.59751,31.537164,0.61311552,0,0,0,0,0,0,11.410555,0.20442886,0,0,0,0,0,0,0,0,0
785,203.00978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3409375,23.508556,29.511343,6.2518158,0,0,0,0,0,0,0,4.4598452,64.702177,180.71707,31.558042,0.61352141,0,0,0,0,0,0,11.418109,0.2045642,0,0,0,0,0,0,0,0,0
786,203.14409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3424862,23.524109,29.530867,6.2559519,0,0,0,0,0,0,0,4.4627957,64.744983,180.83663,31.578921,0.61392731,0,0,0,0,0,0,11.425663,0.20469953,0,0,0,0,0,0,0,0,0
787,203.2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.344035,23.539661,29.550391,6.260088,0,0,0,0,0,0,0,4.4657463,64.787788,180.95619,31.599799,0.6143332,0,0,0,0,0,0,11.433217,0.20483487,0,0,0,0,0,0,0,0,0
788,203.4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3455837,23.555214,29.569916,6.2642241,0,0,0,0,0,0,0,4.4686968,64.830594,181.07575,31.620677,0.6147391,0,0,0,0,0,0,11.440771,0.20497021,0,0,0,0,0,0,0,0,0
789,203.54701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3471324,23.570767,29.58944,6.2683601,0,0,0,0,0,0,0,4.4716474,64.8734,181.19531,31.641555,0.61514499,0,0,0,0,0,0,11.448325,0.20510554,0,0,0,0,0,0,0,0,0
790,203.68132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3486811,23.58632,29.608964,6.2724962,0,0,0,0,0,0,0,4.4745979,64.916206,181.31487,31.662433,0.61555089,0,0,0,0,0,0,11.455879,0.20524088,0,0,0,0,0,0,0,0,0
791,203.81563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3502299,23.601873,29.628488,6.2766323,0,0,0,0,0,0,0,4.4775485,64.959012,181.43443,31.683312,0.61595678,0,0,0,0,0,0,11.463433,0.20537621,0,0,0,0,0,0,0,0,0
792,203.94994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3517786,23.617426,29.648012,6.2807684,0,0,0,0,0,0,0,4.480499,65.001817,181.55398,31.70419,0.61636267,0,0,0,0,0,0,11.470987,0.20551155,0,0,0,0,0,0,0,0,0
793,204.08424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3533273,23.632978,29.667536,6.2849045,0,0,0,0,0,0,0,4.4834496,65.044623,181.67354,31.725068,0.61676857,0,0,0,0,0,0,11.478541,0.20564688,0,0,0,0,0,0,0,0,0
794,204.21855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.354876,23.648531,29.687061,6.2890406,0,0,0,0,0,0,0,4.4864001,65.087429,181.7931,31.745946,0.61717446,0,0,0,0,0,0,11.486095,0.20578222,0,0,0,0,0,0,0,0,0
795,204.35286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3564247,23.664084,29.706585,6.2931767,0,0,0,0,0,0,0,4.4893507,65.130235,181.91266,31.766825,0.61758036,0,0,0,0,0,0,11.493649,0.20591756,0,0,0,0,0,0,0,0,0
796,204.48717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3579735,23.679637,29.726109,6.2973128,0,0,0,0,0,0,0,4.4923012,65.17304,182.03222,31.787703,0.61798625,0,0,0,0,0,0,11.501203,0.20605289,0,0,0,0,0,0,0,0,0
797,204.62147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3595222,23.69519,29.745633,6.3014488,0,0,0,0,0,0,0,4.4952518,65.215846,182.15178,31.808581,0.61839215,0,0,0,0,0,0,11.508757,0.20618823,0,0,0,0,0,0,0,0,0
798,204.75578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3610709,23.710743,29.765157,6.3055849,0,0,0,0,0,0,0,4.4982024,65.258652,182.27134,31.829459,0.61879804,0,0,0,0,0,0,11.516311,0.20632356,0,0,0,0,0,0,0,0,0
799,204.89009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3626196,23.726295,29.784681,6.309721,0,0,0,0,0,0,0,4.5011529,65.301458,182.3909,31.850337,0.61920394,0,0,0,0,0,0,11.523865,0.2064589,0,0,0,0,0,0,0,0,0
800,205.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3641683,23.741848,29.804206,6.3138571,0,0,0,0,0,0,0,4.5041035,65.344264,182.51046,31.871216,0.61960983,0,0,0,0,0,0,11.53142,0.20659424,0,0,0,0,0,0,0,0,0
801,205.1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3657171,23.757401,29.82373,6.3179932,0,0,0,0,0,0,0,4.507054,65.387069,182.63002,31.892094,0.62001573,0,0,0,0,0,0,11.538974,0.20672957,0,0,0,0,0,0,0,0,0
802,205.29301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3672658,23.772954,29.843254,6.3221293,0,0,0,0,0,0,0,4.5100046,65.429875,182.74958,31.912972,0.62042162,0,0,0,0,0,0,11.546528,0.20686491,0,0,0,0,0,0,0,0,0
803,205.42732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3688145,23.788507,29.862778,6.3262654,0,0,0,0,0,0,0,4.5129551,65.472681,182.86914,31.93385,0.62082751,0,0,0,0,0,0,11.554082,0.20700024,0,0,0,0,0,0,0,0,0
804,205.56163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3703632,23.80406,29.882302,6.3304015,0,0,0,0,0,0,0,4.5159057,65.515487,182.98869,31.954729,0.62123341,0,0,0,0,0,0,11.561636,0.20713558,0,0,0,0,0,0,0,0,0
805,205.69593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.371912,23.819612,29.901826,6.3345375,0,0,0,0,0,0,0,4.5188562,65.558293,183.10825,31.975607,0.6216393,0,0,0,0,0,0,11.56919,0.20727092,0,0,0,0,0,0,0,0,0
806,205.83024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3734607,23.835165,29.921351,6.3386736,0,0,0,0,0,0,0,4.5218068,65.601098,183.22781,31.996485,0.6220452,0,0,0,0,0,0,11.576744,0.20740625,0,0,0,0,0,0,0,0,0
807,205.96455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3750094,23.850718,29.940875,6.3428097,0,0,0,0,0,0,0,4.5247573,65.643904,183.34737,32.017363,0.62245109,0,0,0,0,0,0,11.584298,0.20754159,0,0,0,0,0,0,0,0,0
808,206.09886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3765581,23.866271,29.960399,6.3469458,0,0,0,0,0,0,0,4.5277079,65.68671,183.46693,32.038242,0.62285699,0,0,0,0,0,0,11.591852,0.20767692,0,0,0,0,0,0,0,0,0
809,206.23316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3781068,23.881824,29.979923,6.3510819,0,0,0,0,0,0,0,4.5306584,65.729516,183.58649,32.05912,0.62326288,0,0,0,0,0,0,11.599406,0.20781226,0,0,0,0,0,0,0,0,0
810,206.36747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3796556,23.897377,29.999447,6.355218,0,0,0,0,0,0,0,4.533609,65.772321,183.70605,32.079998,0.62366878,0,0,0,0,0,0,11.60696,0.2079476,0,0,0,0,0,0,0,0,0
811,206.50178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3812043,23.912929,30.018971,6.3593541,0,0,0,0,0,0,0,4.5365595,65.815127,183.82561,32.100876,0.62407467,0,0,0,0,0,0,11.614514,0.20808293,0,0,0,0,0,0,0,0,0
812,206.63609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.382753,23.928482,30.038496,6.3634902,0,0,0,0,0,0,0,4.5395101,65.857933,183.94517,32.121754,0.62448057,0,0,0,0,0,0,11.622068,0.20821827,0,0,0,0,0,0,0,0,0
813,206.77039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3843017,23.944035,30.05802,6.3676262,0,0,0,0,0,0,0,4.5424606,65.900739,184.06473,32.142633,0.62488646,0,0,0,0,0,0,11.629622,0.2083536,0,0,0,0,0,0,0,0,0
814,206.9047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3858504,23.959588,30.077544,6.3717623,0,0,0,0,0,0,0,4.5454112,65.943545,184.18429,32.163511,0.62529236,0,0,0,0,0,0,11.637176,0.20848894,0,0,0,0,0,0,0,0,0
815,207.03901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3873992,23.975141,30.097068,6.3758984,0,0,0,0,0,0,0,4.5483617,65.98635,184.30384,32.184389,0.62569825,0,0,0,0,0,0,11.64473,0.20862428,0,0,0,0,0,0,0,0,0
816,207.17332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3889479,23.990694,30.116592,6.3800345,0,0,0,0,0,0,0,4.5513123,66.029156,184.4234,32.205267,0.62610414,0,0,0,0,0,0,11.652284,0.20875961,0,0,0,0,0,0,0,0,0
817,207.30762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3904966,24.006246,30.136116,6.3841706,0,0,0,0,0,0,0,4.5542628,66.071962,184.54296,32.226146,0.62651004,0,0,0,0,0,0,11.659838,0.20889495,0,0,0,0,0,0,0,0,0
818,207.44193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3920453,24.021799,30.155641,6.3883067,0,0,0,0,0,0,0,4.5572134,66.114768,184.66252,32.247024,0.62691593,0,0,0,0,0,0,11.667392,0.20903028,0,0,0,0,0,0,0,0,0
819,207.57624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3935941,24.037352,30.175165,6.3924428,0,0,0,0,0,0,0,4.560164,66.157573,184.78208,32.267902,0.62732183,0,0,0,0,0,0,11.674946,0.20916562,0,0,0,0,0,0,0,0,0
820,207.71055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3951428,24.052905,30.194689,6.3965789,0,0,0,0,0,0,0,4.5631145,66.200379,184.90164,32.28878,0.62772772,0,0,0,0,0,0,11.6825,0.20930096,0,0,0,0,0,0,0,0,0
821,207.84485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3966915,24.068458,30.214213,6.4007149,0,0,0,0,0,0,0,4.5660651,66.243185,185.0212,32.309658,0.62813362,0,0,0,0,0,0,11.690054,0.20943629,0,0,0,0,0,0,0,0,0
822,207.97916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3982402,24.084011,30.233737,6.404851,0,0,0,0,0,0,0,4.5690156,66.285991,185.14076,32.330537,0.62853951,0,0,0,0,0,0,11.697608,0.20957163,0,0,0,0,0,0,0,0,0
823,208.11347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3997889,24.099563,30.253261,6.4089871,0,0,0,0,0,0,0,4.5719662,66.328797,185.26032,32.351415,0.62894541,0,0,0,0,0,0,11.705162,0.20970696,0,0,0,0,0,0,0,0,0
824,208.24778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4013377,24.115116,30.272786,6.4131232,0,0,0,0,0,0,0,4.5749167,66.371602,185.37988,32.372293,0.6293513,0,0,0,0,0,0,11.712716,0.2098423,0,0,0,0,0,0,0,0,0
825,208.38209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4028864,24.130669,30.29231,6.4172593,0,0,0,0,0,0,0,4.5778673,66.414408,185.49944,32.393171,0.6297572,0,0,0,0,0,0,11.72027,0.20997764,0,0,0,0,0,0,0,0,0
826,208.51639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4044351,24.146222,30.311834,6.4213954,0,0,0,0,0,0,0,4.5808178,66.457214,185.619,32.41405,0.63016309,0,0,0,0,0,0,11.727824,0.21011297,0,0,0,0,0,0,0,0,0
827,208.6507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4059838,24.161775,30.331358,6.4255315,0,0,0,0,0,0,0,4.5837684,66.50002,185.73855,32.434928,0.63056899,0,0,0,0,0,0,11.735378,0.21024831,0,0,0,0,0,0,0,0,0
828,208.78501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4075326,24.177328,30.350882,6.4296676,0,0,0,0,0,0,0,4.5867189,66.542826,185.85811,32.455806,0.63097488,0,0,0,0,0,0,11.742932,0.21038364,0,0,0,0,0,0,0,0,0
829,208.91932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4090813,24.19288,30.370406,6.4338036,0,0,0,0,0,0,0,4.5896695,66.585631,185.97767,32.476684,0.63138077,0,0,0,0,0,0,11.750486,0.21051898,0,0,0,0,0,0,0,0,0
830,209.05362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41063,24.208433,30.389931,6.4379397,0,0,0,0,0,0,0,4.59262,66.628437,186.09723,32.497562,0.63178667,0,0,0,0,0,0,11.75804,0.21065431,0,0,0,0,0,0,0,0,0
831,209.18793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4121787,24.223986,30.409455,6.4420758,0,0,0,0,0,0,0,4.5955706,66.671243,186.21679,32.518441,0.63219256,0,0,0,0,0,0,11.765594,0.21078965,0,0,0,0,0,0,0,0,0
832,209.32224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4137274,24.239539,30.428979,6.4462119,0,0,0,0,0,0,0,4.5985211,66.714049,186.33635,32.539319,0.63259846,0,0,0,0,0,0,11.773148,0.21092499,0,0,0,0,0,0,0,0,0
