Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa)
77,8.7934224,0,0,0,0,0,0,0,0,0.17154385,1.870898,2.8934958,0.48063137,0,0,0,0,1.0408175,6.9571915,9.1393039,0.7747271,0,0,0,0,0.62036806,2.8449826,1.6038854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,9.028776,0,0,0,0,0,0,0,0,0.17613517,1.9209721,2.9709395,0.49349534,0,0,0,0,1.0686748,7.143399,9.383915,0.79546247,0,0,0,0,0.63697206,2.9211279,1.646813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,9.2641297,0,0,0,0,0,0,0,0,0.1807265,1.9710462,3.0483831,0.50635931,0,0,0,0,1.096532,7.3296064,9.6285261,0.81619784,0,0,0,0,0.65357605,2.9972731,1.6897406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,9.4994834,0,0,0,0,0,0,0,0,0.18531783,2.0211203,3.1258268,0.51922329,0,0,0,0,1.1243892,7.5158138,9.8731372,0.83693321,0,0,0,0,0.67018004,3.0734183,1.7326681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,9.734837,0,0,0,0,0,0,0,0,0.18990915,2.0711944,3.2032705,0.53208726,0,0,0,0,1.1522464,7.7020213,10.117748,0.85766858,0,0,0,0,0.68678403,3.1495635,1.7755957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,9.9701907,0,0,0,0,0,0,0,0,0.19450048,2.1212685,3.2807141,0.54495124,0,0,0,0,1.1801036,7.8882287,10.362359,0.87840395,0,0,0,0,0.70338802,3.2257087,1.8185233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,10.205544,0,0,0,0,0,0,0,0,0.19909181,2.1713426,3.3581578,0.55781521,0,0,0,0,1.2079608,8.0744361,10.606971,0.89913932,0,0,0,0,0.71999201,3.301854,1.8614509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,10.440898,0,0,0,0,0,0,0,0,0.20368313,2.2214167,3.4356015,0.57067918,0,0,0,0,1.235818,8.2606435,10.851582,0.91987469,0,0,0,0,0.736596,3.3779992,1.9043785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,10.676252,0,0,0,0,0,0,0,0,0.20827446,2.2714908,3.5130451,0.58354316,0,0,0,0,1.2636752,8.446851,11.096193,0.94061006,0,0,0,0,0.75319999,3.4541444,1.947306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,10.911605,0,0,0,0,0,0,0,0,0.21286579,2.3215649,3.5904888,0.59640713,0,0,0,0,1.2915325,8.6330584,11.340804,0.96134543,0,0,0,0,0.76980398,3.5302896,1.9902336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,11.146959,0,0,0,0,0,0,0,0,0.21745711,2.371639,3.6679324,0.60927111,0,0,0,0,1.3193897,8.8192658,11.585415,0.9820808,0,0,0,0,0.78640797,3.6064349,2.0331612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,11.382313,0,0,0,0,0,0,0,0,0.22204844,2.4217131,3.7453761,0.62213508,0,0,0,0,1.3472469,9.0054732,11.830026,1.0028162,0,0,0,0,0.80301196,3.6825801,2.0760888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,11.617666,0,0,0,0,0,0,0,0,0.22663977,2.4717872,3.8228198,0.63499905,0,0,0,0,1.3751041,9.1916807,12.074637,1.0235515,0,0,0,0,0.81961595,3.7587253,2.1190163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,11.85302,0,0,0,0,0,0,0,0,0.23123109,2.5218613,3.9002634,0.64786303,0,0,0,0,1.4029613,9.3778881,12.319248,1.0442869,0,0,0,0,0.83621994,3.8348705,2.1619439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,12.088374,0,0,0,0,0,0,0,0,0.23582242,2.5719354,3.9777071,0.660727,0,0,0,0,1.4308185,9.5640955,12.563859,1.0650223,0,0,0,0,0.85282393,3.9110157,2.2048715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,12.323727,0,0,0,0,0,0,0,0,0.24041375,2.6220095,4.0551508,0.67359097,0,0,0,0,1.4586757,9.750303,12.80847,1.0857576,0,0,0,0,0.86942792,3.987161,2.2477991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,12.559081,0,0,0,0,0,0,0,0,0.24500507,2.6720836,4.1325944,0.68645495,0,0,0,0,1.4865329,9.9365104,13.053082,1.106493,0,0,0,0,0.88603191,4.0633062,2.2907266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,12.794435,0,0,0,0,0,0,0,0,0.2495964,2.7221577,4.2100381,0.69931892,0,0,0,0,1.5143901,10.122718,13.297693,1.1272284,0,0,0,0,0.9026359,4.1394514,2.3336542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,13.029788,0,0,0,0,0,0,0,0,0.25418773,2.7722318,4.2874818,0.7121829,0,0,0,0,1.5422474,10.308925,13.542304,1.1479638,0,0,0,0,0.91923989,4.2155966,2.3765818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,13.265142,0,0,0,0,0,0,0,0,0.25877905,2.8223059,4.3649254,0.72504687,0,0,0,0,1.5701046,10.495133,13.786915,1.1686991,0,0,0,0,0.93584388,4.2917419,2.4195094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,13.500496,0,0,0,0,0,0,0,0,0.26337038,2.87238,4.4423691,0.73791084,0,0,0,0,1.5979618,10.68134,14.031526,1.1894345,0,0,0,0,0.95244787,4.3678871,2.462437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,13.735849,0,0,0,0,0,0,0,0,0.26796171,2.9224541,4.5198128,0.75077482,0,0,0,0,1.625819,10.867548,14.276137,1.2101699,0,0,0,0,0.96905186,4.4440323,2.5053645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,13.971203,0,0,0,0,0,0,0,0,0.27255303,2.9725282,4.5972564,0.76363879,0,0,0,0,1.6536762,11.053755,14.520748,1.2309052,0,0,0,0,0.98565585,4.5201775,2.5482921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,14.206557,0,0,0,0,0,0,0,0,0.27714436,3.0226023,4.6747001,0.77650277,0,0,0,0,1.6815334,11.239962,14.765359,1.2516406,0,0,0,0,1.0022598,4.5963227,2.5912197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,14.44191,0,0,0,0,0,0,0,0,0.28173568,3.0726764,4.7521438,0.78936674,0,0,0,0,1.7093906,11.42617,15.00997,1.272376,0,0,0,0,1.0188638,4.672468,2.6341473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,14.677264,0,0,0,0,0,0,0,0,0.28632701,3.1227505,4.8295874,0.80223071,0,0,0,0,1.7372478,11.612377,15.254581,1.2931113,0,0,0,0,1.0354678,4.7486132,2.6770748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,14.912618,0,0,0,0,0,0,0,0,0.29091834,3.1728246,4.9070311,0.81509469,0,0,0,0,1.7651051,11.798585,15.499193,1.3138467,0,0,0,0,1.0520718,4.8247584,2.7200024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,15.147971,0,0,0,0,0,0,0,0,0.29550966,3.2228987,4.9844747,0.82795866,0,0,0,0,1.7929623,11.984792,15.743804,1.3345821,0,0,0,0,1.0686758,4.9009036,2.76293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,15.383325,0,0,0,0,0,0,0,0,0.30010099,3.2729728,5.0619184,0.84082264,0,0,0,0,1.8208195,12.171,15.988415,1.3553175,0,0,0,0,1.0852798,4.9770489,2.8058576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,15.618679,0,0,0,0,0,0,0,0,0.30469232,3.3230469,5.1393621,0.85368661,0,0,0,0,1.8486767,12.357207,16.233026,1.3760528,0,0,0,0,1.1018838,5.0531941,2.8487851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,15.854032,0,0,0,0,0,0,0,0,0.30928364,3.373121,5.2168057,0.86655058,0,0,0,0,1.8765339,12.543414,16.477637,1.3967882,0,0,0,0,1.1184878,5.1293393,2.8917127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,16.089386,0,0,0,0,0,0,0,0,0.31387497,3.4231951,5.2942494,0.87941456,0,0,0,0,1.9043911,12.729622,16.722248,1.4175236,0,0,0,0,1.1350918,5.2054845,2.9346403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,16.32474,0,0,0,0,0,0,0,0,0.3184663,3.4732692,5.3716931,0.89227853,0,0,0,0,1.9322483,12.915829,16.966859,1.4382589,0,0,0,0,1.1516958,5.2816297,2.9775679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,16.560093,0,0,0,0,0,0,0,0,0.32305762,3.5233433,5.4491367,0.9051425,0,0,0,0,1.9601055,13.102037,17.21147,1.4589943,0,0,0,0,1.1682997,5.357775,3.0204955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,16.795447,0,0,0,0,0,0,0,0,0.32764895,3.5734174,5.5265804,0.91800648,0,0,0,0,1.9879627,13.288244,17.456081,1.4797297,0,0,0,0,1.1849037,5.4339202,3.063423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,17.030801,0,0,0,0,0,0,0,0,0.33224028,3.6234915,5.6040241,0.93087045,0,0,0,0,2.01582,13.474451,17.700692,1.500465,0,0,0,0,1.2015077,5.5100654,3.1063506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,17.266154,0,0,0,0,0,0,0,0,0.3368316,3.6735656,5.6814677,0.94373443,0,0,0,0,2.0436772,13.660659,17.945304,1.5212004,0,0,0,0,1.2181117,5.5862106,3.1492782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,17.501508,0,0,0,0,0,0,0,0,0.34142293,3.7236397,5.7589114,0.9565984,0,0,0,0,2.0715344,13.846866,18.189915,1.5419358,0,0,0,0,1.2347157,5.6623559,3.1922058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,17.736862,0,0,0,0,0,0,0,0,0.34601426,3.7737138,5.8363551,0.96946237,0,0,0,0,2.0993916,14.033074,18.434526,1.5626712,0,0,0,0,1.2513197,5.7385011,3.2351333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,17.972215,0,0,0,0,0,0,0,0,0.35060558,3.8237879,5.9137987,0.98232635,0,0,0,0,2.1272488,14.219281,18.679137,1.5834065,0,0,0,0,1.2679237,5.8146463,3.2780609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,18.207569,0,0,0,0,0,0,0,0,0.35519691,3.873862,5.9912424,0.99519032,0,0,0,0,2.155106,14.405489,18.923748,1.6041419,0,0,0,0,1.2845277,5.8907915,3.3209885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,18.442923,0,0,0,0,0,0,0,0,0.35978824,3.9239361,6.0686861,1.0080543,0,0,0,0,2.1829632,14.591696,19.168359,1.6248773,0,0,0,0,1.3011317,5.9669367,3.3639161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,18.678276,0,0,0,0,0,0,0,0,0.36437956,3.9740102,6.1461297,1.0209183,0,0,0,0,2.2108204,14.777903,19.41297,1.6456126,0,0,0,0,1.3177357,6.043082,3.4068437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,18.91363,0,0,0,0,0,0,0,0,0.36897089,4.0240843,6.2235734,1.0337822,0,0,0,0,2.2386777,14.964111,19.657581,1.666348,0,0,0,0,1.3343396,6.1192272,3.4497712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,19.148984,0,0,0,0,0,0,0,0,0.37356222,4.0741584,6.301017,1.0466462,0,0,0,0,2.2665349,15.150318,19.902192,1.6870834,0,0,0,0,1.3509436,6.1953724,3.4926988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,19.384337,0,0,0,0,0,0,0,0,0.37815354,4.1242325,6.3784607,1.0595102,0,0,0,0,2.2943921,15.336526,20.146803,1.7078187,0,0,0,0,1.3675476,6.2715176,3.5356264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19.619691,0,0,0,0,0,0,0,0,0.38274487,4.1743066,6.4559044,1.0723742,0,0,0,0,2.3222493,15.522733,20.391415,1.7285541,0,0,0,0,1.3841516,6.3476629,3.578554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,19.855045,0,0,0,0,0,0,0,0,0.3873362,4.2243807,6.533348,1.0852381,0,0,0,0,2.3501065,15.708941,20.636026,1.7492895,0,0,0,0,1.4007556,6.4238081,3.6214815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,20.090398,0,0,0,0,0,0,0,0,0.39192752,4.2744548,6.6107917,1.0981021,0,0,0,0,2.3779637,15.895148,20.880637,1.7700249,0,0,0,0,1.4173596,6.4999533,3.6644091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,20.325752,0,0,0,0,0,0,0,0,0.39651885,4.3245289,6.6882354,1.1109661,0,0,0,0,2.4058209,16.081355,21.125248,1.7907602,0,0,0,0,1.4339636,6.5760985,3.7073367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,20.561106,0,0,0,0,0,0,0,0,0.40111018,4.374603,6.765679,1.1238301,0,0,0,0,2.4336781,16.267563,21.369859,1.8114956,0,0,0,0,1.4505676,6.6522437,3.7502643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,20.796459,0,0,0,0,0,0,0,0,0.4057015,4.4246771,6.8431227,1.136694,0,0,0,0,2.4615353,16.45377,21.61447,1.832231,0,0,0,0,1.4671716,6.728389,3.7931918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,21.031813,0,0,0,0,0,0,0,0,0.41029283,4.4747512,6.9205664,1.149558,0,0,0,0,2.4893926,16.639978,21.859081,1.8529663,0,0,0,0,1.4837756,6.8045342,3.8361194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,21.267167,0,0,0,0,0,0,0,0,0.41488416,4.5248253,6.99801,1.162422,0,0,0,0,2.5172498,16.826185,22.103692,1.8737017,0,0,0,0,1.5003796,6.8806794,3.879047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,21.50252,0,0,0,0,0,0,0,0,0.41947548,4.5748994,7.0754537,1.175286,0,0,0,0,2.545107,17.012393,22.348303,1.8944371,0,0,0,0,1.5169835,6.9568246,3.9219746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,21.737874,0,0,0,0,0,0,0,0,0.42406681,4.6249735,7.1528974,1.1881499,0,0,0,0,2.5729642,17.1986,22.592914,1.9151724,0,0,0,0,1.5335875,7.0329699,3.9649022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,21.973228,0,0,0,0,0,0,0,0,0.42865814,4.6750476,7.230341,1.2010139,0,0,0,0,2.6008214,17.384807,22.837526,1.9359078,0,0,0,0,1.5501915,7.1091151,4.0078297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,22.208581,0,0,0,0,0,0,0,0,0.43324946,4.7251217,7.3077847,1.2138779,0,0,0,0,2.6286786,17.571015,23.082137,1.9566432,0,0,0,0,1.5667955,7.1852603,4.0507573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,22.443935,0,0,0,0,0,0,0,0,0.43784079,4.7751958,7.3852284,1.2267419,0,0,0,0,2.6565358,17.757222,23.326748,1.9773786,0,0,0,0,1.5833995,7.2614055,4.0936849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,22.679289,0,0,0,0,0,0,0,0,0.44243211,4.8252699,7.462672,1.2396058,0,0,0,0,2.684393,17.94343,23.571359,1.9981139,0,0,0,0,1.6000035,7.3375507,4.1366125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,22.914642,0,0,0,0,0,0,0,0,0.44702344,4.875344,7.5401157,1.2524698,0,0,0,0,2.7122503,18.129637,23.81597,2.0188493,0,0,0,0,1.6166075,7.413696,4.17954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,23.149996,0,0,0,0,0,0,0,0,0.45161477,4.9254181,7.6175593,1.2653338,0,0,0,0,2.7401075,18.315845,24.060581,2.0395847,0,0,0,0,1.6332115,7.4898412,4.2224676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,23.38535,0,0,0,0,0,0,0,0,0.45620609,4.9754922,7.695003,1.2781977,0,0,0,0,2.7679647,18.502052,24.305192,2.06032,0,0,0,0,1.6498155,7.5659864,4.2653952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,23.620704,0,0,0,0,0,0,0,0,0.46079742,5.0255663,7.7724467,1.2910617,0,0,0,0,2.7958219,18.688259,24.549803,2.0810554,0,0,0,0,1.6664195,7.6421316,4.3083228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,23.856057,0,0,0,0,0,0,0,0,0.46538875,5.0756404,7.8498903,1.3039257,0,0,0,0,2.8236791,18.874467,24.794414,2.1017908,0,0,0,0,1.6830234,7.7182769,4.3512503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,24.334856,0,0,0,0,0,0,0,0,0.47472925,5.1775101,8.0074401,1.3300959,0,0,0,0,2.8803512,19.253283,25.292046,2.1439744,0,0,0,0,1.7168023,7.8731851,4.4385813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,24.813662,0,0,0,0,0,0,0,0,0.4840699,5.2793815,8.1649925,1.3562665,0,0,0,0,2.9370243,19.632106,25.789686,2.1861587,0,0,0,0,1.7505816,8.0280959,4.5259137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,25.292469,0,0,0,0,0,0,0,0,0.49341055,5.3812529,8.3225448,1.3824372,0,0,0,0,2.9936973,20.010929,26.287326,2.228343,0,0,0,0,1.784361,8.1830067,4.6132461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,25.771275,0,0,0,0,0,0,0,0,0.5027512,5.4831243,8.4800972,1.4086078,0,0,0,0,3.0503704,20.389752,26.784966,2.2705273,0,0,0,0,1.8181404,8.3379175,4.7005785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,26.250082,0,0,0,0,0,0,0,0,0.51209185,5.5849956,8.6376495,1.4347784,0,0,0,0,3.1070435,20.768574,27.282606,2.3127116,0,0,0,0,1.8519197,8.4928283,4.7879109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,26.728888,0,0,0,0,0,0,0,0,0.52143251,5.686867,8.7952019,1.460949,0,0,0,0,3.1637165,21.147397,27.780245,2.3548959,0,0,0,0,1.8856991,8.6477391,4.8752433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,27.207694,0,0,0,0,0,0,0,0,0.53077316,5.7887384,8.9527543,1.4871197,0,0,0,0,3.2203896,21.52622,28.277885,2.3970802,0,0,0,0,1.9194785,8.8026498,4.9625757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,27.686501,0,0,0,0,0,0,0,0,0.54011381,5.8906098,9.1103066,1.5132903,0,0,0,0,3.2770626,21.905042,28.775525,2.4392644,0,0,0,0,1.9532578,8.9575606,5.0499081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,28.165307,0,0,0,0,0,0,0,0,0.54945446,5.9924811,9.267859,1.5394609,0,0,0,0,3.3337357,22.283865,29.273165,2.4814487,0,0,0,0,1.9870372,9.1124714,5.1372405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,28.644114,0,0,0,0,0,0,0,0,0.55879512,6.0943525,9.4254113,1.5656316,0,0,0,0,3.3904088,22.662688,29.770805,2.523633,0,0,0,0,2.0208165,9.2673822,5.2245729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,29.12292,0,0,0,0,0,0,0,0,0.56813577,6.1962239,9.5829637,1.5918022,0,0,0,0,3.4470818,23.041511,30.268445,2.5658173,0,0,0,0,2.0545959,9.422293,5.3119053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,29.601727,0,0,0,0,0,0,0,0,0.57747642,6.2980953,9.7405161,1.6179728,0,0,0,0,3.5037549,23.420333,30.766085,2.6080016,0,0,0,0,2.0883753,9.5772038,5.3992377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,30.080533,0,0,0,0,0,0,0,0,0.58681707,6.3999666,9.8980684,1.6441434,0,0,0,0,3.5604279,23.799156,31.263725,2.6501859,0,0,0,0,2.1221546,9.7321146,5.4865701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,30.55934,0,0,0,0,0,0,0,0,0.59615772,6.501838,10.055621,1.6703141,0,0,0,0,3.617101,24.177979,31.761364,2.6923702,0,0,0,0,2.155934,9.8870254,5.5739025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,31.038146,0,0,0,0,0,0,0,0,0.60549838,6.6037094,10.213173,1.6964847,0,0,0,0,3.6737741,24.556801,32.259004,2.7345545,0,0,0,0,2.1897134,10.041936,5.6612349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,31.516952,0,0,0,0,0,0,0,0,0.61483903,6.7055808,10.370726,1.7226553,0,0,0,0,3.7304471,24.935624,32.756644,2.7767388,0,0,0,0,2.2234927,10.196847,5.7485673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,31.995759,0,0,0,0,0,0,0,0,0.62417968,6.8074521,10.528278,1.748826,0,0,0,0,3.7871202,25.314447,33.254284,2.8189231,0,0,0,0,2.2572721,10.351758,5.8358997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,32.474565,0,0,0,0,0,0,0,0,0.63352033,6.9093235,10.68583,1.7749966,0,0,0,0,3.8437932,25.69327,33.751924,2.8611074,0,0,0,0,2.2910515,10.506669,5.9232321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,32.953372,0,0,0,0,0,0,0,0,0.64286099,7.0111949,10.843383,1.8011672,0,0,0,0,3.9004663,26.072092,34.249564,2.9032917,0,0,0,0,2.3248308,10.661579,6.0105645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,33.432178,0,0,0,0,0,0,0,0,0.65220164,7.1130663,11.000935,1.8273379,0,0,0,0,3.9571394,26.450915,34.747204,2.945476,0,0,0,0,2.3586102,10.81649,6.0978969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,33.910985,0,0,0,0,0,0,0,0,0.66154229,7.2149377,11.158487,1.8535085,0,0,0,0,4.0138124,26.829738,35.244844,2.9876603,0,0,0,0,2.3923896,10.971401,6.1852293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,34.389791,0,0,0,0,0,0,0,0,0.67088294,7.316809,11.31604,1.8796791,0,0,0,0,4.0704855,27.20856,35.742484,3.0298446,0,0,0,0,2.4261689,11.126312,6.2725617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,34.868598,0,0,0,0,0,0,0,0,0.68022359,7.4186804,11.473592,1.9058497,0,0,0,0,4.1271585,27.587383,36.240123,3.0720289,0,0,0,0,2.4599483,11.281223,6.3598941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,35.347404,0,0,0,0,0,0,0,0,0.68956425,7.5205518,11.631144,1.9320204,0,0,0,0,4.1838316,27.966206,36.737763,3.1142132,0,0,0,0,2.4937277,11.436133,6.4472265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,35.82621,0,0,0,0,0,0,0,0,0.6989049,7.6224232,11.788697,1.958191,0,0,0,0,4.2405047,28.345029,37.235403,3.1563975,0,0,0,0,2.527507,11.591044,6.5345589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,36.305017,0,0,0,0,0,0,0,0,0.70824555,7.7242945,11.946249,1.9843616,0,0,0,0,4.2971777,28.723851,37.733043,3.1985818,0,0,0,0,2.5612864,11.745955,6.6218913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,36.783823,0,0,0,0,0,0,0,0,0.7175862,7.8261659,12.103801,2.0105323,0,0,0,0,4.3538508,29.102674,38.230683,3.2407661,0,0,0,0,2.5950658,11.900866,6.7092237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,37.26263,0,0,0,0,0,0,0,0,0.72692686,7.9280373,12.261354,2.0367029,0,0,0,0,4.4105238,29.481497,38.728323,3.2829504,0,0,0,0,2.6288451,12.055776,6.7965561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,37.741436,0,0,0,0,0,0,0,0,0.73626751,8.0299087,12.418906,2.0628735,0,0,0,0,4.4671969,29.86032,39.225963,3.3251347,0,0,0,0,2.6626245,12.210687,6.8838885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,38.220243,0,0,0,0,0,0,0,0,0.74560816,8.13178,12.576459,2.0890441,0,0,0,0,4.52387,30.239142,39.723603,3.367319,0,0,0,0,2.6964039,12.365598,6.9712209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,38.699049,0,0,0,0,0,0,0,0,0.75494881,8.2336514,12.734011,2.1152148,0,0,0,0,4.580543,30.617965,40.221242,3.4095033,0,0,0,0,2.7301832,12.520509,7.0585533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
