X coord (mm),Y coord (mm)
7.94708,4.58548
2.69265,0.440207
3.12932,0.375852
3.71234,0.329856
4.11793,0.265225
4.67392,0.217018
5.07242,0.15021
5.607,0.100748
5.98178,0.0368445
6.4929,-0.0145676
6.9101,0.0340883
7.4567,0.0927111
7.85898,0.13831
8.24398,0.184399
8.90739,0.359826
9.38989,0.415046
9.83755,0.47109
1.4936,0.635976
1.61402,0.54078
2.08502,0.484346
2.69265,0.440207
3.12932,0.375852
3.71234,0.329856
4.11793,0.265225
4.67392,0.217018
5.07242,0.15021
5.607,0.100748
5.98178,0.0368445
6.4929,-0.0145676
7.04671,0.0490051
7.4567,0.0927111
7.98871,0.153181
8.24398,0.184399
8.90739,0.359826
9.38989,0.415046
9.94827,0.482986
10.4856,0.540167
10.6949,0.561372
10.8116,0.673169
1.4936,0.635976
1.61402,0.54078
2.08502,0.484346
2.42381,0.519533
3.02207,0.473171
3.50405,0.522141
4.07316,0.474361
4.52358,0.519113
4.92722,0.454269
5.51295,0.513371
6.03552,0.462383
6.45074,0.505914
6.95256,0.453673
7.48344,0.50924
7.96646,0.459238
8.47524,0.517664
8.93882,0.465644
9.50312,0.429483
9.94827,0.482986
10.4856,0.540167
10.8116,0.673169
11.1497,0.905555
11.577,1.24739
1.30794,1.3703
1.40817,1.16445
1.4851,0.958031
2.00902,1.01117
2.47453,0.95292
2.96042,1.00133
3.54682,0.951895
4.00623,0.997201
4.45294,1.03866
4.99472,0.985935
5.52602,0.933011
5.94296,0.972721
6.4856,1.02469
6.98195,0.969248
7.49996,1.02108
7.98124,0.969699
8.47925,1.01953
9.05434,0.979043
9.51396,1.02826
10.0435,0.986151
10.4633,1.03015
10.9614,0.984568
11.3693,1.12574
11.6824,1.35797
11.9841,1.59035
1.08819,1.88688
1.22268,1.68552
1.51722,1.49808
2.00579,1.43743
2.51361,1.48429
3.00859,1.53047
3.44769,1.46735
4.05571,1.52115
4.46038,1.45495
5.027,1.5057
5.55274,1.44969
5.95411,1.48501
6.47637,1.53291
6.96833,1.47615
7.47702,1.52423
7.95861,1.46892
8.44209,1.51744
9.01449,1.47347
9.46341,1.51792
10.0021,1.47286
10.5221,1.52725
11.0195,1.48199
11.499,1.43751
11.9841,1.59035
12.1903,1.80504
12.4707,2.02945
0.688155,2.59016
0.95178,2.08579
0.95178,2.08579
1.47049,2.0236
1.97845,1.96206
2.49174,2.00602
2.95969,1.94334
3.42985,1.98319
4.01491,1.93153
4.45009,1.96737
5.00686,2.01394
5.52803,1.95653
6.05195,2.0009
6.54557,1.94264
7.04964,1.98645
7.54108,2.02916
8.01563,1.97308
8.4886,2.01525
9.05246,1.96991
9.49665,2.01186
10.0284,1.96747
10.4474,2.00997
10.953,1.96236
11.4479,2.01422
12.0142,1.97908
12.4707,2.02945
12.6578,2.2422
12.7503,2.44289
0.550614,2.78775
0.688155,2.59016
1.0304,2.51279
1.54361,2.44817
2.06724,2.48878
