Time (ms),Stress at 0.00 mm (kPa),Stress at 0.22 mm (kPa),Stress at 0.42 mm (kPa),Stress at 0.62 mm (kPa),Stress at 0.81 mm (kPa),Stress at 1.02 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.42 mm (kPa),Stress at 1.62 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.23 mm (kPa),Stress at 2.42 mm (kPa),Stress at 2.62 mm (kPa),Stress at 2.83 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.22 mm (kPa),Stress at 3.42 mm (kPa),Stress at 3.63 mm (kPa)
2588,281.2896,239.29981,199.39082,181.76663,147.19229,117.00009,87.905529,71.91748,50.409106,40.334126,24.428213,19.76054,10.458533,7.9973366,1.429634,0,0,0,0
2589,281.27874,239.29057,199.38312,181.75961,147.18661,116.99557,87.902136,71.914704,50.407161,40.332569,24.427271,19.759777,10.458129,7.997028,1.4295788,0,0,0,0
2590,281.26789,239.28133,199.37542,181.75259,147.18093,116.99106,87.898743,71.911928,50.405215,40.331012,24.426328,19.759015,10.457726,7.9967193,1.4295237,0,0,0,0
2591,281.25703,239.2721,199.36773,181.74558,147.17525,116.98654,87.89535,71.909152,50.403269,40.329455,24.425385,19.758252,10.457322,7.9964106,1.4294685,0,0,0,0
2592,281.24617,239.26286,199.36003,181.73856,147.16957,116.98203,87.891957,71.906376,50.401324,40.327899,24.424442,19.757489,10.456918,7.9961019,1.4294133,0,0,0,0
2593,281.23531,239.25363,199.35234,181.73155,147.16389,116.97751,87.888564,71.9036,50.399378,40.326342,24.423499,19.756726,10.456515,7.9957933,1.4293581,0,0,0,0
2594,281.22446,239.24439,199.34464,181.72453,147.15821,116.97299,87.885171,71.900825,50.397432,40.324785,24.422556,19.755964,10.456111,7.9954846,1.4293029,0,0,0,0
2595,281.2136,239.23515,199.33694,181.71752,147.15252,116.96848,87.881778,71.898049,50.395487,40.323228,24.421613,19.755201,10.455707,7.9951759,1.4292478,0,0,0,0
2596,281.20274,239.22592,199.32925,181.7105,147.14684,116.96396,87.878385,71.895273,50.393541,40.321671,24.420671,19.754438,10.455304,7.9948672,1.4291926,0,0,0,0
2597,281.19189,239.21668,199.32155,181.70348,147.14116,116.95945,87.874992,71.892497,50.391595,40.320115,24.419728,19.753676,10.4549,7.9945585,1.4291374,0,0,0,0
2598,281.18103,239.20744,199.31386,181.69647,147.13548,116.95493,87.871599,71.889721,50.38965,40.318558,24.418785,19.752913,10.454496,7.9942499,1.4290822,0,0,0,0
2599,281.17017,239.19821,199.30616,181.68945,147.1298,116.95041,87.868206,71.886945,50.387704,40.317001,24.417842,19.75215,10.454092,7.9939412,1.429027,0,0,0,0
2600,281.15931,239.18897,199.29846,181.68244,147.12412,116.9459,87.864813,71.88417,50.385758,40.315444,24.416899,19.751387,10.453689,7.9936325,1.4289719,0,0,0,0
2601,281.14846,239.17973,199.29077,181.67542,147.11844,116.94138,87.86142,71.881394,50.383813,40.313887,24.415956,19.750625,10.453285,7.9933238,1.4289167,0,0,0,0
2602,281.1376,239.1705,199.28307,181.66841,147.11276,116.93687,87.858027,71.878618,50.381867,40.312331,24.415013,19.749862,10.452881,7.9930152,1.4288615,0,0,0,0
2603,281.12674,239.16126,199.27538,181.66139,147.10707,116.93235,87.854635,71.875842,50.379921,40.310774,24.41407,19.749099,10.452478,7.9927065,1.4288063,0,0,0,0
2604,281.11589,239.15203,199.26768,181.65437,147.10139,116.92783,87.851242,71.873066,50.377976,40.309217,24.413128,19.748337,10.452074,7.9923978,1.4287511,0,0,0,0
2605,281.10503,239.14279,199.25998,181.64736,147.09571,116.92332,87.847849,71.87029,50.37603,40.30766,24.412185,19.747574,10.45167,7.9920891,1.428696,0,0,0,0
2606,281.09417,239.13355,199.25229,181.64034,147.09003,116.9188,87.844456,71.867514,50.374084,40.306103,24.411242,19.746811,10.451267,7.9917804,1.4286408,0,0,0,0
2607,281.08331,239.12432,199.24459,181.63333,147.08435,116.91429,87.841063,71.864739,50.372139,40.304547,24.410299,19.746048,10.450863,7.9914718,1.4285856,0,0,0,0
2608,281.07246,239.11508,199.2369,181.62631,147.07867,116.90977,87.83767,71.861963,50.370193,40.30299,24.409356,19.745286,10.450459,7.9911631,1.4285304,0,0,0,0
2609,281.0616,239.10584,199.2292,181.6193,147.07299,116.90526,87.834277,71.859187,50.368247,40.301433,24.408413,19.744523,10.450056,7.9908544,1.4284752,0,0,0,0
2610,281.05942,239.10399,199.22766,181.61789,147.07185,116.90435,87.833596,71.85863,50.367857,40.301121,24.408224,19.74437,10.449975,7.9907925,1.4284642,0,0,0,0
2611,281.05725,239.10214,199.22611,181.61648,147.07071,116.90344,87.832916,71.858074,50.367467,40.300809,24.408035,19.744217,10.449894,7.9907306,1.4284531,0,0,0,0
2612,281.05507,239.10029,199.22457,181.61507,147.06957,116.90254,87.832235,71.857517,50.367077,40.300496,24.407846,19.744064,10.449813,7.9906687,1.428442,0,0,0,0
2613,281.05289,239.09843,199.22303,181.61367,147.06843,116.90163,87.831555,71.85696,50.366687,40.300184,24.407657,19.743911,10.449732,7.9906068,1.428431,0,0,0,0
2614,281.05071,239.09658,199.22148,181.61226,147.06729,116.90073,87.830874,71.856403,50.366296,40.299872,24.407468,19.743758,10.449651,7.9905449,1.4284199,0,0,0,0
2615,281.04854,239.09473,199.21994,181.61085,147.06615,116.89982,87.830194,71.855847,50.365906,40.29956,24.407279,19.743605,10.44957,7.990483,1.4284088,0,0,0,0
2616,281.04636,239.09288,199.2184,181.60945,147.06501,116.89892,87.829513,71.85529,50.365516,40.299247,24.407089,19.743452,10.449489,7.9904211,1.4283978,0,0,0,0
2617,281.04418,239.09102,199.21685,181.60804,147.06387,116.89801,87.828833,71.854733,50.365126,40.298935,24.4069,19.743299,10.449408,7.9903591,1.4283867,0,0,0,0
2618,281.042,239.08917,199.21531,181.60663,147.06273,116.8971,87.828152,71.854176,50.364735,40.298623,24.406711,19.743146,10.449327,7.9902972,1.4283756,0,0,0,0
2619,281.03983,239.08732,199.21376,181.60522,147.06159,116.8962,87.827472,71.85362,50.364345,40.298311,24.406522,19.742993,10.449246,7.9902353,1.4283646,0,0,0,0
2620,281.03765,239.08547,199.21222,181.60382,147.06045,116.89529,87.826791,71.853063,50.363955,40.297999,24.406333,19.74284,10.449165,7.9901734,1.4283535,0,0,0,0
2621,281.03547,239.08361,199.21068,181.60241,147.05931,116.89439,87.826111,71.852506,50.363565,40.297686,24.406144,19.742687,10.449084,7.9901115,1.4283424,0,0,0,0
2622,281.03329,239.08176,199.20913,181.601,147.05817,116.89348,87.82543,71.85195,50.363174,40.297374,24.405955,19.742534,10.449003,7.9900496,1.4283314,0,0,0,0
2623,281.03112,239.07991,199.20759,181.5996,147.05704,116.89258,87.82475,71.851393,50.362784,40.297062,24.405766,19.742381,10.448922,7.9899877,1.4283203,0,0,0,0
2624,281.02894,239.07806,199.20605,181.59819,147.0559,116.89167,87.824069,71.850836,50.362394,40.29675,24.405577,19.742229,10.448841,7.9899258,1.4283092,0,0,0,0
2625,281.02676,239.0762,199.2045,181.59678,147.05476,116.89076,87.823389,71.850279,50.362004,40.296437,24.405388,19.742076,10.44876,7.9898639,1.4282982,0,0,0,0
2626,281.02458,239.07435,199.20296,181.59538,147.05362,116.88986,87.822709,71.849723,50.361614,40.296125,24.405198,19.741923,10.448679,7.989802,1.4282871,0,0,0,0
2627,281.02241,239.0725,199.20142,181.59397,147.05248,116.88895,87.822028,71.849166,50.361223,40.295813,24.405009,19.74177,10.448598,7.9897401,1.428276,0,0,0,0
2628,281.02023,239.07065,199.19987,181.59256,147.05134,116.88805,87.821348,71.848609,50.360833,40.295501,24.40482,19.741617,10.448517,7.9896781,1.428265,0,0,0,0
2629,281.01805,239.06879,199.19833,181.59115,147.0502,116.88714,87.820667,71.848052,50.360443,40.295188,24.404631,19.741464,10.448437,7.9896162,1.4282539,0,0,0,0
2630,281.01587,239.06694,199.19679,181.58975,147.04906,116.88624,87.819987,71.847496,50.360053,40.294876,24.404442,19.741311,10.448356,7.9895543,1.4282428,0,0,0,0
2631,281.0137,239.06509,199.19524,181.58834,147.04792,116.88533,87.819306,71.846939,50.359662,40.294564,24.404253,19.741158,10.448275,7.9894924,1.4282318,0,0,0,0
2632,281.01152,239.06324,199.1937,181.58693,147.04678,116.88442,87.818626,71.846382,50.359272,40.294252,24.404064,19.741005,10.448194,7.9894305,1.4282207,0,0,0,0
2633,281.00934,239.06138,199.19216,181.58553,147.04564,116.88352,87.817945,71.845826,50.358882,40.293939,24.403875,19.740852,10.448113,7.9893686,1.4282096,0,0,0,0
2634,281.00716,239.05953,199.19061,181.58412,147.0445,116.88261,87.817265,71.845269,50.358492,40.293627,24.403686,19.740699,10.448032,7.9893067,1.4281986,0,0,0,0
2635,281.00499,239.05768,199.18907,181.58271,147.04336,116.88171,87.816584,71.844712,50.358102,40.293315,24.403496,19.740546,10.447951,7.9892448,1.4281875,0,0,0,0
2636,281.00281,239.05583,199.18752,181.5813,147.04222,116.8808,87.815904,71.844155,50.357711,40.293003,24.403307,19.740393,10.44787,7.9891829,1.4281764,0,0,0,0
2637,281.00063,239.05397,199.18598,181.5799,147.04108,116.87989,87.815223,71.843599,50.357321,40.292691,24.403118,19.74024,10.447789,7.989121,1.4281654,0,0,0,0
2638,280.99845,239.05212,199.18444,181.57849,147.03994,116.87899,87.814543,71.843042,50.356931,40.292378,24.402929,19.740087,10.447708,7.989059,1.4281543,0,0,0,0
2639,280.99627,239.05027,199.18289,181.57708,147.0388,116.87808,87.813862,71.842485,50.356541,40.292066,24.40274,19.739934,10.447627,7.9889971,1.4281432,0,0,0,0
2640,280.9941,239.04842,199.18135,181.57568,147.03766,116.87718,87.813182,71.841928,50.35615,40.291754,24.402551,19.739781,10.447546,7.9889352,1.4281322,0,0,0,0
2641,280.99192,239.04656,199.17981,181.57427,147.03652,116.87627,87.812501,71.841372,50.35576,40.291442,24.402362,19.739628,10.447465,7.9888733,1.4281211,0,0,0,0
2642,280.98974,239.04471,199.17826,181.57286,147.03539,116.87537,87.811821,71.840815,50.35537,40.291129,24.402173,19.739475,10.447384,7.9888114,1.42811,0,0,0,0
2643,280.98756,239.04286,199.17672,181.57145,147.03425,116.87446,87.81114,71.840258,50.35498,40.290817,24.401984,19.739322,10.447303,7.9887495,1.428099,0,0,0,0
2644,280.98539,239.04101,199.17518,181.57005,147.03311,116.87355,87.81046,71.839701,50.354589,40.290505,24.401795,19.739169,10.447222,7.9886876,1.4280879,0,0,0,0
2645,280.98321,239.03915,199.17363,181.56864,147.03197,116.87265,87.809779,71.839145,50.354199,40.290193,24.401605,19.739016,10.447141,7.9886257,1.4280768,0,0,0,0
2646,280.98103,239.0373,199.17209,181.56723,147.03083,116.87174,87.809099,71.838588,50.353809,40.28988,24.401416,19.738863,10.44706,7.9885638,1.4280657,0,0,0,0
2647,280.97885,239.03545,199.17055,181.56583,147.02969,116.87084,87.808418,71.838031,50.353419,40.289568,24.401227,19.73871,10.446979,7.9885019,1.4280547,0,0,0,0
2648,280.97668,239.0336,199.169,181.56442,147.02855,116.86993,87.807738,71.837475,50.353029,40.289256,24.401038,19.738557,10.446898,7.98844,1.4280436,0,0,0,0
2649,280.9745,239.03174,199.16746,181.56301,147.02741,116.86903,87.807057,71.836918,50.352638,40.288944,24.400849,19.738404,10.446817,7.988378,1.4280325,0,0,0,0
2650,280.97232,239.02989,199.16592,181.5616,147.02627,116.86812,87.806377,71.836361,50.352248,40.288631,24.40066,19.738251,10.446736,7.9883161,1.4280215,0,0,0,0
2651,280.97014,239.02804,199.16437,181.5602,147.02513,116.86721,87.805696,71.835804,50.351858,40.288319,24.400471,19.738098,10.446655,7.9882542,1.4280104,0,0,0,0
2652,280.96797,239.02619,199.16283,181.55879,147.02399,116.86631,87.805016,71.835248,50.351468,40.288007,24.400282,19.737945,10.446574,7.9881923,1.4279993,0,0,0,0
2653,280.96579,239.02433,199.16128,181.55738,147.02285,116.8654,87.804335,71.834691,50.351077,40.287695,24.400093,19.737792,10.446493,7.9881304,1.4279883,0,0,0,0
2654,280.96361,239.02248,199.15974,181.55598,147.02171,116.8645,87.803655,71.834134,50.350687,40.287383,24.399904,19.737639,10.446412,7.9880685,1.4279772,0,0,0,0
2655,280.96143,239.02063,199.1582,181.55457,147.02057,116.86359,87.802974,71.833577,50.350297,40.28707,24.399714,19.737486,10.446331,7.9880066,1.4279661,0,0,0,0
2656,280.95926,239.01878,199.15665,181.55316,147.01943,116.86269,87.802294,71.833021,50.349907,40.286758,24.399525,19.737333,10.446251,7.9879447,1.4279551,0,0,0,0
2657,280.95708,239.01692,199.15511,181.55175,147.01829,116.86178,87.801613,71.832464,50.349516,40.286446,24.399336,19.73718,10.44617,7.9878828,1.427944,0,0,0,0
2658,280.9549,239.01507,199.15357,181.55035,147.01715,116.86087,87.800933,71.831907,50.349126,40.286134,24.399147,19.737027,10.446089,7.9878209,1.4279329,0,0,0,0
2659,280.95272,239.01322,199.15202,181.54894,147.01601,116.85997,87.800252,71.831351,50.348736,40.285821,24.398958,19.736875,10.446008,7.987759,1.4279219,0,0,0,0
2660,280.95055,239.01137,199.15048,181.54753,147.01488,116.85906,87.799572,71.830794,50.348346,40.285509,24.398769,19.736722,10.445927,7.987697,1.4279108,0,0,0,0
2661,280.94837,239.00951,199.14894,181.54613,147.01374,116.85816,87.798891,71.830237,50.347956,40.285197,24.39858,19.736569,10.445846,7.9876351,1.4278997,0,0,0,0
2662,280.94619,239.00766,199.14739,181.54472,147.0126,116.85725,87.798211,71.82968,50.347565,40.284885,24.398391,19.736416,10.445765,7.9875732,1.4278887,0,0,0,0
2663,280.94401,239.00581,199.14585,181.54331,147.01146,116.85635,87.79753,71.829124,50.347175,40.284572,24.398202,19.736263,10.445684,7.9875113,1.4278776,0,0,0,0
2664,280.94184,239.00396,199.14431,181.54191,147.01032,116.85544,87.79685,71.828567,50.346785,40.28426,24.398012,19.73611,10.445603,7.9874494,1.4278665,0,0,0,0
2665,280.93966,239.0021,199.14276,181.5405,147.00918,116.85453,87.796169,71.82801,50.346395,40.283948,24.397823,19.735957,10.445522,7.9873875,1.4278555,0,0,0,0
2666,280.93748,239.00025,199.14122,181.53909,147.00804,116.85363,87.795489,71.827453,50.346004,40.283636,24.397634,19.735804,10.445441,7.9873256,1.4278444,0,0,0,0
2667,280.9353,238.9984,199.13968,181.53768,147.0069,116.85272,87.794808,71.826897,50.345614,40.283323,24.397445,19.735651,10.44536,7.9872637,1.4278333,0,0,0,0
2668,280.93313,238.99655,199.13813,181.53628,147.00576,116.85182,87.794128,71.82634,50.345224,40.283011,24.397256,19.735498,10.445279,7.9872018,1.4278223,0,0,0,0
2669,280.93095,238.99469,199.13659,181.53487,147.00462,116.85091,87.793447,71.825783,50.344834,40.282699,24.397067,19.735345,10.445198,7.9871399,1.4278112,0,0,0,0
2670,280.92877,238.99284,199.13504,181.53346,147.00348,116.85001,87.792767,71.825226,50.344443,40.282387,24.396878,19.735192,10.445117,7.9870779,1.4278001,0,0,0,0
2671,280.92659,238.99099,199.1335,181.53206,147.00234,116.8491,87.792086,71.82467,50.344053,40.282074,24.396689,19.735039,10.445036,7.987016,1.4277891,0,0,0,0
2672,280.92442,238.98914,199.13196,181.53065,147.0012,116.84819,87.791406,71.824113,50.343663,40.281762,24.3965,19.734886,10.444955,7.9869541,1.427778,0,0,0,0
2673,280.92224,238.98729,199.13041,181.52924,147.00006,116.84729,87.790725,71.823556,50.343273,40.28145,24.396311,19.734733,10.444874,7.9868922,1.4277669,0,0,0,0
2674,280.92006,238.98543,199.12887,181.52783,146.99892,116.84638,87.790045,71.823,50.342883,40.281138,24.396121,19.73458,10.444793,7.9868303,1.4277559,0,0,0,0
2675,280.91788,238.98358,199.12733,181.52643,146.99778,116.84548,87.789364,71.822443,50.342492,40.280826,24.395932,19.734427,10.444712,7.9867684,1.4277448,0,0,0,0
2676,280.91571,238.98173,199.12578,181.52502,146.99664,116.84457,87.788684,71.821886,50.342102,40.280513,24.395743,19.734274,10.444631,7.9867065,1.4277337,0,0,0,0
2677,280.91353,238.97988,199.12424,181.52361,146.9955,116.84367,87.788003,71.821329,50.341712,40.280201,24.395554,19.734121,10.44455,7.9866446,1.4277227,0,0,0,0
2678,280.91135,238.97802,199.1227,181.52221,146.99437,116.84276,87.787323,71.820773,50.341322,40.279889,24.395365,19.733968,10.444469,7.9865827,1.4277116,0,0,0,0
2679,280.90917,238.97617,199.12115,181.5208,146.99323,116.84185,87.786642,71.820216,50.340931,40.279577,24.395176,19.733815,10.444388,7.9865208,1.4277005,0,0,0,0
2680,280.907,238.97432,199.11961,181.51939,146.99209,116.84095,87.785962,71.819659,50.340541,40.279264,24.394987,19.733662,10.444307,7.9864589,1.4276895,0,0,0,0
2681,280.90482,238.97247,199.11807,181.51798,146.99095,116.84004,87.785281,71.819102,50.340151,40.278952,24.394798,19.733509,10.444226,7.9863969,1.4276784,0,0,0,0
2682,280.90264,238.97061,199.11652,181.51658,146.98981,116.83914,87.784601,71.818546,50.339761,40.27864,24.394609,19.733356,10.444146,7.986335,1.4276673,0,0,0,0
2683,280.90046,238.96876,199.11498,181.51517,146.98867,116.83823,87.78392,71.817989,50.339371,40.278328,24.394419,19.733203,10.444065,7.9862731,1.4276563,0,0,0,0
2684,280.89829,238.96691,199.11344,181.51376,146.98753,116.83733,87.78324,71.817432,50.33898,40.278015,24.39423,19.73305,10.443984,7.9862112,1.4276452,0,0,0,0
2685,280.89611,238.96506,199.11189,181.51236,146.98639,116.83642,87.782559,71.816876,50.33859,40.277703,24.394041,19.732897,10.443903,7.9861493,1.4276341,0,0,0,0
2686,280.89393,238.9632,199.11035,181.51095,146.98525,116.83551,87.781879,71.816319,50.3382,40.277391,24.393852,19.732744,10.443822,7.9860874,1.4276231,0,0,0,0
2687,280.89175,238.96135,199.1088,181.50954,146.98411,116.83461,87.781198,71.815762,50.33781,40.277079,24.393663,19.732591,10.443741,7.9860255,1.427612,0,0,0,0
2688,280.88958,238.9595,199.10726,181.50813,146.98297,116.8337,87.780518,71.815205,50.337419,40.276766,24.393474,19.732438,10.44366,7.9859636,1.4276009,0,0,0,0
2689,280.8874,238.95765,199.10572,181.50673,146.98183,116.8328,87.779837,71.814649,50.337029,40.276454,24.393285,19.732285,10.443579,7.9859017,1.4275899,0,0,0,0
2690,280.88522,238.95579,199.10417,181.50532,146.98069,116.83189,87.779157,71.814092,50.336639,40.276142,24.393096,19.732132,10.443498,7.9858398,1.4275788,0,0,0,0
2691,280.88304,238.95394,199.10263,181.50391,146.97955,116.83099,87.778476,71.813535,50.336249,40.27583,24.392907,19.731979,10.443417,7.9857779,1.4275677,0,0,0,0
2692,280.88087,238.95209,199.10109,181.50251,146.97841,116.83008,87.777796,71.812978,50.335858,40.275518,24.392718,19.731826,10.443336,7.9857159,1.4275567,0,0,0,0
2693,280.87869,238.95024,199.09954,181.5011,146.97727,116.82917,87.777115,71.812422,50.335468,40.275205,24.392528,19.731674,10.443255,7.985654,1.4275456,0,0,0,0
2694,280.87651,238.94838,199.098,181.49969,146.97613,116.82827,87.776435,71.811865,50.335078,40.274893,24.392339,19.731521,10.443174,7.9855921,1.4275345,0,0,0,0
2695,280.87433,238.94653,199.09646,181.49829,146.97499,116.82736,87.775754,71.811308,50.334688,40.274581,24.39215,19.731368,10.443093,7.9855302,1.4275235,0,0,0,0
2696,280.87216,238.94468,199.09491,181.49688,146.97386,116.82646,87.775074,71.810751,50.334298,40.274269,24.391961,19.731215,10.443012,7.9854683,1.4275124,0,0,0,0
2697,280.86998,238.94283,199.09337,181.49547,146.97272,116.82555,87.774393,71.810195,50.333907,40.273956,24.391772,19.731062,10.442931,7.9854064,1.4275013,0,0,0,0
2698,280.8678,238.94097,199.09183,181.49406,146.97158,116.82465,87.773713,71.809638,50.333517,40.273644,24.391583,19.730909,10.44285,7.9853445,1.4274903,0,0,0,0
2699,280.86562,238.93912,199.09028,181.49266,146.97044,116.82374,87.773032,71.809081,50.333127,40.273332,24.391394,19.730756,10.442769,7.9852826,1.4274792,0,0,0,0
2700,280.86345,238.93727,199.08874,181.49125,146.9693,116.82283,87.772352,71.808525,50.332737,40.27302,24.391205,19.730603,10.442688,7.9852207,1.4274681,0,0,0,0
2701,280.86127,238.93542,199.0872,181.48984,146.96816,116.82193,87.771671,71.807968,50.332346,40.272707,24.391016,19.73045,10.442607,7.9851588,1.4274571,0,0,0,0
2702,280.85909,238.93356,199.08565,181.48844,146.96702,116.82102,87.770991,71.807411,50.331956,40.272395,24.390826,19.730297,10.442526,7.9850969,1.427446,0,0,0,0
2703,280.85691,238.93171,199.08411,181.48703,146.96588,116.82012,87.77031,71.806854,50.331566,40.272083,24.390637,19.730144,10.442445,7.9850349,1.4274349,0,0,0,0
2704,280.85474,238.92986,199.08256,181.48562,146.96474,116.81921,87.76963,71.806298,50.331176,40.271771,24.390448,19.729991,10.442364,7.984973,1.4274239,0,0,0,0
2705,280.85256,238.92801,199.08102,181.48421,146.9636,116.81831,87.768949,71.805741,50.330785,40.271458,24.390259,19.729838,10.442283,7.9849111,1.4274128,0,0,0,0
2706,280.85038,238.92615,199.07948,181.48281,146.96246,116.8174,87.768269,71.805184,50.330395,40.271146,24.39007,19.729685,10.442202,7.9848492,1.4274017,0,0,0,0
2707,280.8482,238.9243,199.07793,181.4814,146.96132,116.81649,87.767588,71.804627,50.330005,40.270834,24.389881,19.729532,10.442121,7.9847873,1.4273907,0,0,0,0
2708,280.84603,238.92245,199.07639,181.47999,146.96018,116.81559,87.766908,71.804071,50.329615,40.270522,24.389692,19.729379,10.442041,7.9847254,1.4273796,0,0,0,0
2709,280.84385,238.9206,199.07485,181.47859,146.95904,116.81468,87.766227,71.803514,50.329225,40.27021,24.389503,19.729226,10.44196,7.9846635,1.4273685,0,0,0,0
2710,280.84167,238.91874,199.0733,181.47718,146.9579,116.81378,87.765547,71.802957,50.328834,40.269897,24.389314,19.729073,10.441879,7.9846016,1.4273575,0,0,0,0
