Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa)
1466,288.40917,0,0,0,0,14.086868,1.8716654,0,0,0,106.77485,20.035089,0,0,0,0,0,0,1.974239
1467,288.40573,0,0,0,0,14.0867,1.8716431,0,0,0,106.77358,20.03485,0,0,0,0,0,0,1.9742155
1468,288.40229,0,0,0,0,14.086532,1.8716208,0,0,0,106.7723,20.034611,0,0,0,0,0,0,1.9741919
1469,288.39885,0,0,0,0,14.086364,1.8715985,0,0,0,106.77103,20.034372,0,0,0,0,0,0,1.9741684
1470,288.39541,0,0,0,0,14.086196,1.8715761,0,0,0,106.76975,20.034133,0,0,0,0,0,0,1.9741448
1471,288.39197,0,0,0,0,14.086028,1.8715538,0,0,0,106.76848,20.033894,0,0,0,0,0,0,1.9741213
1472,288.38853,0,0,0,0,14.08586,1.8715315,0,0,0,106.76721,20.033655,0,0,0,0,0,0,1.9740977
1473,288.38509,0,0,0,0,14.085692,1.8715092,0,0,0,106.76593,20.033416,0,0,0,0,0,0,1.9740742
1474,288.38165,0,0,0,0,14.085524,1.8714868,0,0,0,106.76466,20.033178,0,0,0,0,0,0,1.9740506
1475,288.37821,0,0,0,0,14.085356,1.8714645,0,0,0,106.76339,20.032939,0,0,0,0,0,0,1.9740271
1476,288.37477,0,0,0,0,14.085188,1.8714422,0,0,0,106.76211,20.0327,0,0,0,0,0,0,1.9740035
1477,288.37133,0,0,0,0,14.08502,1.8714199,0,0,0,106.76084,20.032461,0,0,0,0,0,0,1.97398
1478,288.36789,0,0,0,0,14.084852,1.8713975,0,0,0,106.75957,20.032222,0,0,0,0,0,0,1.9739564
1479,288.36445,0,0,0,0,14.084684,1.8713752,0,0,0,106.75829,20.031983,0,0,0,0,0,0,1.9739329
1480,288.36101,0,0,0,0,14.084516,1.8713529,0,0,0,106.75702,20.031744,0,0,0,0,0,0,1.9739093
1481,288.35757,0,0,0,0,14.084348,1.8713306,0,0,0,106.75574,20.031505,0,0,0,0,0,0,1.9738858
1482,288.35413,0,0,0,0,14.08418,1.8713082,0,0,0,106.75447,20.031266,0,0,0,0,0,0,1.9738622
1483,288.35069,0,0,0,0,14.084012,1.8712859,0,0,0,106.7532,20.031027,0,0,0,0,0,0,1.9738387
1484,288.34725,0,0,0,0,14.083844,1.8712636,0,0,0,106.75192,20.030788,0,0,0,0,0,0,1.9738152
1485,288.34322,0,0,0,0,14.083647,1.8712375,0,0,0,106.75044,20.030508,0,0,0,0,0,0,1.9737876
1486,288.3392,0,0,0,0,14.083451,1.8712114,0,0,0,106.74895,20.030229,0,0,0,0,0,0,1.9737601
1487,288.33518,0,0,0,0,14.083255,1.8711853,0,0,0,106.74746,20.02995,0,0,0,0,0,0,1.9737326
1488,288.33116,0,0,0,0,14.083058,1.8711592,0,0,0,106.74597,20.029671,0,0,0,0,0,0,1.9737051
1489,288.32714,0,0,0,0,14.082862,1.8711331,0,0,0,106.74448,20.029391,0,0,0,0,0,0,1.9736775
1490,288.32312,0,0,0,0,14.082666,1.871107,0,0,0,106.74299,20.029112,0,0,0,0,0,0,1.97365
1491,288.3191,0,0,0,0,14.082469,1.8710809,0,0,0,106.7415,20.028833,0,0,0,0,0,0,1.9736225
1492,288.31508,0,0,0,0,14.082273,1.8710548,0,0,0,106.74002,20.028553,0,0,0,0,0,0,1.973595
1493,288.31106,0,0,0,0,14.082076,1.8710287,0,0,0,106.73853,20.028274,0,0,0,0,0,0,1.9735674
1494,288.30704,0,0,0,0,14.08188,1.8710027,0,0,0,106.73704,20.027995,0,0,0,0,0,0,1.9735399
1495,288.30302,0,0,0,0,14.081684,1.8709766,0,0,0,106.73555,20.027715,0,0,0,0,0,0,1.9735124
1496,288.299,0,0,0,0,14.081487,1.8709505,0,0,0,106.73406,20.027436,0,0,0,0,0,0,1.9734849
1497,288.29498,0,0,0,0,14.081291,1.8709244,0,0,0,106.73257,20.027157,0,0,0,0,0,0,1.9734574
1498,288.29096,0,0,0,0,14.081094,1.8708983,0,0,0,106.73108,20.026877,0,0,0,0,0,0,1.9734298
1499,288.28694,0,0,0,0,14.080898,1.8708722,0,0,0,106.7296,20.026598,0,0,0,0,0,0,1.9734023
1500,288.28291,0,0,0,0,14.080702,1.8708461,0,0,0,106.72811,20.026319,0,0,0,0,0,0,1.9733748
1501,288.27889,0,0,0,0,14.080505,1.87082,0,0,0,106.72662,20.02604,0,0,0,0,0,0,1.9733473
1502,288.27487,0,0,0,0,14.080309,1.8707939,0,0,0,106.72513,20.02576,0,0,0,0,0,0,1.9733197
1503,288.27085,0,0,0,0,14.080113,1.8707678,0,0,0,106.72364,20.025481,0,0,0,0,0,0,1.9732922
1504,288.26683,0,0,0,0,14.079916,1.8707417,0,0,0,106.72215,20.025202,0,0,0,0,0,0,1.9732647
1505,288.26281,0,0,0,0,14.07972,1.8707156,0,0,0,106.72066,20.024922,0,0,0,0,0,0,1.9732372
1506,288.25879,0,0,0,0,14.079523,1.8706895,0,0,0,106.71918,20.024643,0,0,0,0,0,0,1.9732097
1507,288.25477,0,0,0,0,14.079327,1.8706634,0,0,0,106.71769,20.024364,0,0,0,0,0,0,1.9731821
1508,288.25075,0,0,0,0,14.079131,1.8706374,0,0,0,106.7162,20.024084,0,0,0,0,0,0,1.9731546
1509,288.24673,0,0,0,0,14.078934,1.8706113,0,0,0,106.71471,20.023805,0,0,0,0,0,0,1.9731271
1510,288.24271,0,0,0,0,14.078738,1.8705852,0,0,0,106.71322,20.023526,0,0,0,0,0,0,1.9730996
1511,288.23869,0,0,0,0,14.078541,1.8705591,0,0,0,106.71173,20.023246,0,0,0,0,0,0,1.973072
1512,288.23467,0,0,0,0,14.078345,1.870533,0,0,0,106.71024,20.022967,0,0,0,0,0,0,1.9730445
1513,288.23065,0,0,0,0,14.078149,1.8705069,0,0,0,106.70876,20.022688,0,0,0,0,0,0,1.973017
1514,288.22662,0,0,0,0,14.077952,1.8704808,0,0,0,106.70727,20.022409,0,0,0,0,0,0,1.9729895
1515,288.2226,0,0,0,0,14.077756,1.8704547,0,0,0,106.70578,20.022129,0,0,0,0,0,0,1.9729619
1516,288.21858,0,0,0,0,14.07756,1.8704286,0,0,0,106.70429,20.02185,0,0,0,0,0,0,1.9729344
1517,288.21456,0,0,0,0,14.077363,1.8704025,0,0,0,106.7028,20.021571,0,0,0,0,0,0,1.9729069
1518,288.21054,0,0,0,0,14.077167,1.8703764,0,0,0,106.70131,20.021291,0,0,0,0,0,0,1.9728794
1519,288.20652,0,0,0,0,14.07697,1.8703503,0,0,0,106.69983,20.021012,0,0,0,0,0,0,1.9728519
1520,288.2025,0,0,0,0,14.076774,1.8703242,0,0,0,106.69834,20.020733,0,0,0,0,0,0,1.9728243
1521,288.19848,0,0,0,0,14.076578,1.8702981,0,0,0,106.69685,20.020453,0,0,0,0,0,0,1.9727968
1522,288.19446,0,0,0,0,14.076381,1.8702721,0,0,0,106.69536,20.020174,0,0,0,0,0,0,1.9727693
1523,288.19044,0,0,0,0,14.076185,1.870246,0,0,0,106.69387,20.019895,0,0,0,0,0,0,1.9727418
1524,288.18642,0,0,0,0,14.075988,1.8702199,0,0,0,106.69238,20.019615,0,0,0,0,0,0,1.9727142
1525,288.1824,0,0,0,0,14.075792,1.8701938,0,0,0,106.69089,20.019336,0,0,0,0,0,0,1.9726867
1526,288.17838,0,0,0,0,14.075596,1.8701677,0,0,0,106.68941,20.019057,0,0,0,0,0,0,1.9726592
1527,288.17436,0,0,0,0,14.075399,1.8701416,0,0,0,106.68792,20.018777,0,0,0,0,0,0,1.9726317
1528,288.17033,0,0,0,0,14.075203,1.8701155,0,0,0,106.68643,20.018498,0,0,0,0,0,0,1.9726041
1529,288.16631,0,0,0,0,14.075007,1.8700894,0,0,0,106.68494,20.018219,0,0,0,0,0,0,1.9725766
1530,288.16229,0,0,0,0,14.07481,1.8700633,0,0,0,106.68345,20.01794,0,0,0,0,0,0,1.9725491
1531,288.15827,0,0,0,0,14.074614,1.8700372,0,0,0,106.68196,20.01766,0,0,0,0,0,0,1.9725216
1532,288.15425,0,0,0,0,14.074417,1.8700111,0,0,0,106.68047,20.017381,0,0,0,0,0,0,1.9724941
1533,288.15023,0,0,0,0,14.074221,1.869985,0,0,0,106.67899,20.017102,0,0,0,0,0,0,1.9724665
1534,288.14621,0,0,0,0,14.074025,1.8699589,0,0,0,106.6775,20.016822,0,0,0,0,0,0,1.972439
1535,288.14219,0,0,0,0,14.073828,1.8699328,0,0,0,106.67601,20.016543,0,0,0,0,0,0,1.9724115
1536,288.13817,0,0,0,0,14.073632,1.8699068,0,0,0,106.67452,20.016264,0,0,0,0,0,0,1.972384
1537,288.13415,0,0,0,0,14.073435,1.8698807,0,0,0,106.67303,20.015984,0,0,0,0,0,0,1.9723564
1538,288.13013,0,0,0,0,14.073239,1.8698546,0,0,0,106.67154,20.015705,0,0,0,0,0,0,1.9723289
1539,288.12611,0,0,0,0,14.073043,1.8698285,0,0,0,106.67005,20.015426,0,0,0,0,0,0,1.9723014
1540,288.12209,0,0,0,0,14.072846,1.8698024,0,0,0,106.66857,20.015146,0,0,0,0,0,0,1.9722739
1541,288.11807,0,0,0,0,14.07265,1.8697763,0,0,0,106.66708,20.014867,0,0,0,0,0,0,1.9722464
1542,288.11404,0,0,0,0,14.072454,1.8697502,0,0,0,106.66559,20.014588,0,0,0,0,0,0,1.9722188
1543,288.11002,0,0,0,0,14.072257,1.8697241,0,0,0,106.6641,20.014309,0,0,0,0,0,0,1.9721913
1544,288.106,0,0,0,0,14.072061,1.869698,0,0,0,106.66261,20.014029,0,0,0,0,0,0,1.9721638
1545,288.10198,0,0,0,0,14.071864,1.8696719,0,0,0,106.66112,20.01375,0,0,0,0,0,0,1.9721363
1546,288.09796,0,0,0,0,14.071668,1.8696458,0,0,0,106.65963,20.013471,0,0,0,0,0,0,1.9721087
1547,288.09394,0,0,0,0,14.071472,1.8696197,0,0,0,106.65815,20.013191,0,0,0,0,0,0,1.9720812
1548,288.08992,0,0,0,0,14.071275,1.8695936,0,0,0,106.65666,20.012912,0,0,0,0,0,0,1.9720537
1549,288.0859,0,0,0,0,14.071079,1.8695675,0,0,0,106.65517,20.012633,0,0,0,0,0,0,1.9720262
1550,288.08188,0,0,0,0,14.070882,1.8695415,0,0,0,106.65368,20.012353,0,0,0,0,0,0,1.9719986
1551,288.07786,0,0,0,0,14.070686,1.8695154,0,0,0,106.65219,20.012074,0,0,0,0,0,0,1.9719711
1552,288.07384,0,0,0,0,14.07049,1.8694893,0,0,0,106.6507,20.011795,0,0,0,0,0,0,1.9719436
1553,288.06982,0,0,0,0,14.070293,1.8694632,0,0,0,106.64921,20.011515,0,0,0,0,0,0,1.9719161
1554,288.0658,0,0,0,0,14.070097,1.8694371,0,0,0,106.64773,20.011236,0,0,0,0,0,0,1.9718886
1555,288.06178,0,0,0,0,14.069901,1.869411,0,0,0,106.64624,20.010957,0,0,0,0,0,0,1.971861
1556,288.05775,0,0,0,0,14.069704,1.8693849,0,0,0,106.64475,20.010678,0,0,0,0,0,0,1.9718335
1557,288.05373,0,0,0,0,14.069508,1.8693588,0,0,0,106.64326,20.010398,0,0,0,0,0,0,1.971806
1558,288.04971,0,0,0,0,14.069311,1.8693327,0,0,0,106.64177,20.010119,0,0,0,0,0,0,1.9717785
1559,288.04569,0,0,0,0,14.069115,1.8693066,0,0,0,106.64028,20.00984,0,0,0,0,0,0,1.9717509
1560,288.04167,0,0,0,0,14.068919,1.8692805,0,0,0,106.63879,20.00956,0,0,0,0,0,0,1.9717234
1561,288.03765,0,0,0,0,14.068722,1.8692544,0,0,0,106.63731,20.009281,0,0,0,0,0,0,1.9716959
1562,288.03363,0,0,0,0,14.068526,1.8692283,0,0,0,106.63582,20.009002,0,0,0,0,0,0,1.9716684
1563,288.02961,0,0,0,0,14.068329,1.8692022,0,0,0,106.63433,20.008722,0,0,0,0,0,0,1.9716408
1564,288.02559,0,0,0,0,14.068133,1.8691762,0,0,0,106.63284,20.008443,0,0,0,0,0,0,1.9716133
1565,288.02157,0,0,0,0,14.067937,1.8691501,0,0,0,106.63135,20.008164,0,0,0,0,0,0,1.9715858
1566,288.01755,0,0,0,0,14.06774,1.869124,0,0,0,106.62986,20.007884,0,0,0,0,0,0,1.9715583
1567,288.01353,0,0,0,0,14.067544,1.8690979,0,0,0,106.62837,20.007605,0,0,0,0,0,0,1.9715308
1568,288.00951,0,0,0,0,14.067348,1.8690718,0,0,0,106.62689,20.007326,0,0,0,0,0,0,1.9715032
1569,288.00549,0,0,0,0,14.067151,1.8690457,0,0,0,106.6254,20.007047,0,0,0,0,0,0,1.9714757
1570,288.00146,0,0,0,0,14.066955,1.8690196,0,0,0,106.62391,20.006767,0,0,0,0,0,0,1.9714482
1571,287.99744,0,0,0,0,14.066758,1.8689935,0,0,0,106.62242,20.006488,0,0,0,0,0,0,1.9714207
1572,287.99342,0,0,0,0,14.066562,1.8689674,0,0,0,106.62093,20.006209,0,0,0,0,0,0,1.9713931
1573,287.9894,0,0,0,0,14.066366,1.8689413,0,0,0,106.61944,20.005929,0,0,0,0,0,0,1.9713656
1574,287.98538,0,0,0,0,14.066169,1.8689152,0,0,0,106.61795,20.00565,0,0,0,0,0,0,1.9713381
1575,287.98136,0,0,0,0,14.065973,1.8688891,0,0,0,106.61647,20.005371,0,0,0,0,0,0,1.9713106
1576,287.97734,0,0,0,0,14.065776,1.868863,0,0,0,106.61498,20.005091,0,0,0,0,0,0,1.9712831
1577,287.97332,0,0,0,0,14.06558,1.8688369,0,0,0,106.61349,20.004812,0,0,0,0,0,0,1.9712555
1578,287.9693,0,0,0,0,14.065384,1.8688109,0,0,0,106.612,20.004533,0,0,0,0,0,0,1.971228
1579,287.96528,0,0,0,0,14.065187,1.8687848,0,0,0,106.61051,20.004253,0,0,0,0,0,0,1.9712005
1580,287.96126,0,0,0,0,14.064991,1.8687587,0,0,0,106.60902,20.003974,0,0,0,0,0,0,1.971173
1581,287.95724,0,0,0,0,14.064795,1.8687326,0,0,0,106.60754,20.003695,0,0,0,0,0,0,1.9711454
1582,287.95322,0,0,0,0,14.064598,1.8687065,0,0,0,106.60605,20.003416,0,0,0,0,0,0,1.9711179
1583,287.9492,0,0,0,0,14.064402,1.8686804,0,0,0,106.60456,20.003136,0,0,0,0,0,0,1.9710904
1584,287.94517,0,0,0,0,14.064205,1.8686543,0,0,0,106.60307,20.002857,0,0,0,0,0,0,1.9710629
1585,287.94115,0,0,0,0,14.064009,1.8686282,0,0,0,106.60158,20.002578,0,0,0,0,0,0,1.9710353
1586,287.93713,0,0,0,0,14.063813,1.8686021,0,0,0,106.60009,20.002298,0,0,0,0,0,0,1.9710078
1587,287.93311,0,0,0,0,14.063616,1.868576,0,0,0,106.5986,20.002019,0,0,0,0,0,0,1.9709803
1588,287.92909,0,0,0,0,14.06342,1.8685499,0,0,0,106.59712,20.00174,0,0,0,0,0,0,1.9709528
1589,287.92507,0,0,0,0,14.063223,1.8685238,0,0,0,106.59563,20.00146,0,0,0,0,0,0,1.9709253
1590,287.92105,0,0,0,0,14.063027,1.8684977,0,0,0,106.59414,20.001181,0,0,0,0,0,0,1.9708977
1591,287.91703,0,0,0,0,14.062831,1.8684716,0,0,0,106.59265,20.000902,0,0,0,0,0,0,1.9708702
1592,287.91301,0,0,0,0,14.062634,1.8684456,0,0,0,106.59116,20.000622,0,0,0,0,0,0,1.9708427
1593,287.90899,0,0,0,0,14.062438,1.8684195,0,0,0,106.58967,20.000343,0,0,0,0,0,0,1.9708152
1594,287.90497,0,0,0,0,14.062241,1.8683934,0,0,0,106.58818,20.000064,0,0,0,0,0,0,1.9707876
1595,287.89604,0,0,0,0,14.061805,1.8683354,0,0,0,106.58488,19.999443,0,0,0,0,0,0,1.9707265
1596,287.88711,0,0,0,0,14.061369,1.8682775,0,0,0,106.58157,19.998823,0,0,0,0,0,0,1.9706654
1597,287.87818,0,0,0,0,14.060933,1.8682195,0,0,0,106.57827,19.998203,0,0,0,0,0,0,1.9706043
1598,287.86925,0,0,0,0,14.060497,1.8681616,0,0,0,106.57496,19.997583,0,0,0,0,0,0,1.9705431
1599,287.86032,0,0,0,0,14.060061,1.8681036,0,0,0,106.57165,19.996962,0,0,0,0,0,0,1.970482
1600,287.85139,0,0,0,0,14.059625,1.8680457,0,0,0,106.56835,19.996342,0,0,0,0,0,0,1.9704209
1601,287.84246,0,0,0,0,14.059189,1.8679877,0,0,0,106.56504,19.995722,0,0,0,0,0,0,1.9703598
1602,287.83353,0,0,0,0,14.058752,1.8679298,0,0,0,106.56174,19.995101,0,0,0,0,0,0,1.9702986
1603,287.8246,0,0,0,0,14.058316,1.8678718,0,0,0,106.55843,19.994481,0,0,0,0,0,0,1.9702375
1604,287.81567,0,0,0,0,14.05788,1.8678139,0,0,0,106.55513,19.993861,0,0,0,0,0,0,1.9701764
1605,287.80674,0,0,0,0,14.057444,1.8677559,0,0,0,106.55182,19.99324,0,0,0,0,0,0,1.9701153
1606,287.79781,0,0,0,0,14.057008,1.867698,0,0,0,106.54851,19.99262,0,0,0,0,0,0,1.9700542
1607,287.78889,0,0,0,0,14.056572,1.86764,0,0,0,106.54521,19.992,0,0,0,0,0,0,1.969993
1608,287.77996,0,0,0,0,14.056136,1.8675821,0,0,0,106.5419,19.99138,0,0,0,0,0,0,1.9699319
1609,287.77103,0,0,0,0,14.055699,1.8675241,0,0,0,106.5386,19.990759,0,0,0,0,0,0,1.9698708
1610,287.7621,0,0,0,0,14.055263,1.8674662,0,0,0,106.53529,19.990139,0,0,0,0,0,0,1.9698097
1611,287.75317,0,0,0,0,14.054827,1.8674083,0,0,0,106.53198,19.989519,0,0,0,0,0,0,1.9697485
1612,287.74424,0,0,0,0,14.054391,1.8673503,0,0,0,106.52868,19.988898,0,0,0,0,0,0,1.9696874
1613,287.73531,0,0,0,0,14.053955,1.8672924,0,0,0,106.52537,19.988278,0,0,0,0,0,0,1.9696263
1614,287.72638,0,0,0,0,14.053519,1.8672344,0,0,0,106.52207,19.987658,0,0,0,0,0,0,1.9695652
1615,287.71745,0,0,0,0,14.053083,1.8671765,0,0,0,106.51876,19.987037,0,0,0,0,0,0,1.969504
1616,287.70852,0,0,0,0,14.052646,1.8671185,0,0,0,106.51546,19.986417,0,0,0,0,0,0,1.9694429
1617,287.69959,0,0,0,0,14.05221,1.8670606,0,0,0,106.51215,19.985797,0,0,0,0,0,0,1.9693818
1618,287.69066,0,0,0,0,14.051774,1.8670026,0,0,0,106.50884,19.985177,0,0,0,0,0,0,1.9693207
1619,287.68173,0,0,0,0,14.051338,1.8669447,0,0,0,106.50554,19.984556,0,0,0,0,0,0,1.9692595
1620,287.6728,0,0,0,0,14.050902,1.8668867,0,0,0,106.50223,19.983936,0,0,0,0,0,0,1.9691984
1621,287.66387,0,0,0,0,14.050466,1.8668288,0,0,0,106.49893,19.983316,0,0,0,0,0,0,1.9691373
1622,287.65495,0,0,0,0,14.05003,1.8667708,0,0,0,106.49562,19.982695,0,0,0,0,0,0,1.9690762
1623,287.64602,0,0,0,0,14.049593,1.8667129,0,0,0,106.49231,19.982075,0,0,0,0,0,0,1.969015
1624,287.63709,0,0,0,0,14.049157,1.8666549,0,0,0,106.48901,19.981455,0,0,0,0,0,0,1.9689539
1625,287.62816,0,0,0,0,14.048721,1.866597,0,0,0,106.4857,19.980834,0,0,0,0,0,0,1.9688928
1626,287.61923,0,0,0,0,14.048285,1.866539,0,0,0,106.4824,19.980214,0,0,0,0,0,0,1.9688317
1627,287.6103,0,0,0,0,14.047849,1.8664811,0,0,0,106.47909,19.979594,0,0,0,0,0,0,1.9687706
1628,287.60137,0,0,0,0,14.047413,1.8664231,0,0,0,106.47579,19.978974,0,0,0,0,0,0,1.9687094
1629,287.59244,0,0,0,0,14.046977,1.8663652,0,0,0,106.47248,19.978353,0,0,0,0,0,0,1.9686483
1630,287.58351,0,0,0,0,14.04654,1.8663072,0,0,0,106.46917,19.977733,0,0,0,0,0,0,1.9685872
1631,287.57458,0,0,0,0,14.046104,1.8662493,0,0,0,106.46587,19.977113,0,0,0,0,0,0,1.9685261
1632,287.56565,0,0,0,0,14.045668,1.8661913,0,0,0,106.46256,19.976492,0,0,0,0,0,0,1.9684649
1633,287.55672,0,0,0,0,14.045232,1.8661334,0,0,0,106.45926,19.975872,0,0,0,0,0,0,1.9684038
1634,287.54779,0,0,0,0,14.044796,1.8660754,0,0,0,106.45595,19.975252,0,0,0,0,0,0,1.9683427
1635,287.53886,0,0,0,0,14.04436,1.8660175,0,0,0,106.45265,19.974631,0,0,0,0,0,0,1.9682816
1636,287.52993,0,0,0,0,14.043924,1.8659595,0,0,0,106.44934,19.974011,0,0,0,0,0,0,1.9682204
1637,287.52101,0,0,0,0,14.043488,1.8659016,0,0,0,106.44603,19.973391,0,0,0,0,0,0,1.9681593
1638,287.51208,0,0,0,0,14.043051,1.8658437,0,0,0,106.44273,19.972771,0,0,0,0,0,0,1.9680982
1639,287.50315,0,0,0,0,14.042615,1.8657857,0,0,0,106.43942,19.97215,0,0,0,0,0,0,1.9680371
1640,287.49422,0,0,0,0,14.042179,1.8657278,0,0,0,106.43612,19.97153,0,0,0,0,0,0,1.9679759
1641,287.48529,0,0,0,0,14.041743,1.8656698,0,0,0,106.43281,19.97091,0,0,0,0,0,0,1.9679148
1642,287.47636,0,0,0,0,14.041307,1.8656119,0,0,0,106.4295,19.970289,0,0,0,0,0,0,1.9678537
1643,287.46743,0,0,0,0,14.040871,1.8655539,0,0,0,106.4262,19.969669,0,0,0,0,0,0,1.9677926
1644,287.4585,0,0,0,0,14.040435,1.865496,0,0,0,106.42289,19.969049,0,0,0,0,0,0,1.9677314
1645,287.44957,0,0,0,0,14.039998,1.865438,0,0,0,106.41959,19.968428,0,0,0,0,0,0,1.9676703
1646,287.44064,0,0,0,0,14.039562,1.8653801,0,0,0,106.41628,19.967808,0,0,0,0,0,0,1.9676092
1647,287.43171,0,0,0,0,14.039126,1.8653221,0,0,0,106.41298,19.967188,0,0,0,0,0,0,1.9675481
1648,287.42278,0,0,0,0,14.03869,1.8652642,0,0,0,106.40967,19.966568,0,0,0,0,0,0,1.967487
1649,287.41385,0,0,0,0,14.038254,1.8652062,0,0,0,106.40636,19.965947,0,0,0,0,0,0,1.9674258
1650,287.40492,0,0,0,0,14.037818,1.8651483,0,0,0,106.40306,19.965327,0,0,0,0,0,0,1.9673647
1651,287.39599,0,0,0,0,14.037382,1.8650903,0,0,0,106.39975,19.964707,0,0,0,0,0,0,1.9673036
1652,287.38707,0,0,0,0,14.036945,1.8650324,0,0,0,106.39645,19.964086,0,0,0,0,0,0,1.9672425
1653,287.37814,0,0,0,0,14.036509,1.8649744,0,0,0,106.39314,19.963466,0,0,0,0,0,0,1.9671813
1654,287.36921,0,0,0,0,14.036073,1.8649165,0,0,0,106.38983,19.962846,0,0,0,0,0,0,1.9671202
1655,287.36028,0,0,0,0,14.035637,1.8648585,0,0,0,106.38653,19.962225,0,0,0,0,0,0,1.9670591
1656,287.35135,0,0,0,0,14.035201,1.8648006,0,0,0,106.38322,19.961605,0,0,0,0,0,0,1.966998
1657,287.34242,0,0,0,0,14.034765,1.8647426,0,0,0,106.37992,19.960985,0,0,0,0,0,0,1.9669368
1658,287.33349,0,0,0,0,14.034329,1.8646847,0,0,0,106.37661,19.960365,0,0,0,0,0,0,1.9668757
1659,287.32456,0,0,0,0,14.033892,1.8646267,0,0,0,106.37331,19.959744,0,0,0,0,0,0,1.9668146
1660,287.31563,0,0,0,0,14.033456,1.8645688,0,0,0,106.37,19.959124,0,0,0,0,0,0,1.9667535
1661,287.3067,0,0,0,0,14.03302,1.8645108,0,0,0,106.36669,19.958504,0,0,0,0,0,0,1.9666923
1662,287.29777,0,0,0,0,14.032584,1.8644529,0,0,0,106.36339,19.957883,0,0,0,0,0,0,1.9666312
1663,287.28884,0,0,0,0,14.032148,1.864395,0,0,0,106.36008,19.957263,0,0,0,0,0,0,1.9665701
1664,287.27991,0,0,0,0,14.031712,1.864337,0,0,0,106.35678,19.956643,0,0,0,0,0,0,1.966509
1665,287.27098,0,0,0,0,14.031276,1.8642791,0,0,0,106.35347,19.956022,0,0,0,0,0,0,1.9664478
1666,287.26205,0,0,0,0,14.030839,1.8642211,0,0,0,106.35016,19.955402,0,0,0,0,0,0,1.9663867
1667,287.25312,0,0,0,0,14.030403,1.8641632,0,0,0,106.34686,19.954782,0,0,0,0,0,0,1.9663256
1668,287.2442,0,0,0,0,14.029967,1.8641052,0,0,0,106.34355,19.954162,0,0,0,0,0,0,1.9662645
1669,287.23527,0,0,0,0,14.029531,1.8640473,0,0,0,106.34025,19.953541,0,0,0,0,0,0,1.9662034
1670,287.22634,0,0,0,0,14.029095,1.8639893,0,0,0,106.33694,19.952921,0,0,0,0,0,0,1.9661422
1671,287.21741,0,0,0,0,14.028659,1.8639314,0,0,0,106.33364,19.952301,0,0,0,0,0,0,1.9660811
1672,287.20848,0,0,0,0,14.028223,1.8638734,0,0,0,106.33033,19.95168,0,0,0,0,0,0,1.96602
1673,287.19955,0,0,0,0,14.027786,1.8638155,0,0,0,106.32702,19.95106,0,0,0,0,0,0,1.9659589
1674,287.19062,0,0,0,0,14.02735,1.8637575,0,0,0,106.32372,19.95044,0,0,0,0,0,0,1.9658977
1675,287.18169,0,0,0,0,14.026914,1.8636996,0,0,0,106.32041,19.949819,0,0,0,0,0,0,1.9658366
1676,287.17276,0,0,0,0,14.026478,1.8636416,0,0,0,106.31711,19.949199,0,0,0,0,0,0,1.9657755
1677,287.16383,0,0,0,0,14.026042,1.8635837,0,0,0,106.3138,19.948579,0,0,0,0,0,0,1.9657144
1678,287.1549,0,0,0,0,14.025606,1.8635257,0,0,0,106.31049,19.947959,0,0,0,0,0,0,1.9656532
1679,287.14597,0,0,0,0,14.02517,1.8634678,0,0,0,106.30719,19.947338,0,0,0,0,0,0,1.9655921
1680,287.13704,0,0,0,0,14.024734,1.8634098,0,0,0,106.30388,19.946718,0,0,0,0,0,0,1.965531
1681,287.12811,0,0,0,0,14.024297,1.8633519,0,0,0,106.30058,19.946098,0,0,0,0,0,0,1.9654699
1682,287.11918,0,0,0,0,14.023861,1.8632939,0,0,0,106.29727,19.945477,0,0,0,0,0,0,1.9654087
1683,287.11026,0,0,0,0,14.023425,1.863236,0,0,0,106.29397,19.944857,0,0,0,0,0,0,1.9653476
1684,287.10133,0,0,0,0,14.022989,1.863178,0,0,0,106.29066,19.944237,0,0,0,0,0,0,1.9652865
1685,287.0924,0,0,0,0,14.022553,1.8631201,0,0,0,106.28735,19.943616,0,0,0,0,0,0,1.9652254
1686,287.08347,0,0,0,0,14.022117,1.8630621,0,0,0,106.28405,19.942996,0,0,0,0,0,0,1.9651642
1687,287.07454,0,0,0,0,14.021681,1.8630042,0,0,0,106.28074,19.942376,0,0,0,0,0,0,1.9651031
1688,287.06561,0,0,0,0,14.021244,1.8629463,0,0,0,106.27744,19.941756,0,0,0,0,0,0,1.965042
1689,287.05668,0,0,0,0,14.020808,1.8628883,0,0,0,106.27413,19.941135,0,0,0,0,0,0,1.9649809
1690,287.04775,0,0,0,0,14.020372,1.8628304,0,0,0,106.27082,19.940515,0,0,0,0,0,0,1.9649198
