Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa)
4138,252.1342,0,0,0,0,12.315078,1.6362548,0,0,0,93.34513,17.515155,0,0,0,0,0,0,1.725927
4139,251.85846,0,0,0,0,12.301609,1.6344653,0,0,0,93.243044,17.496,0,0,0,0,0,0,1.7240395
4140,251.58271,0,0,0,0,12.288141,1.6326758,0,0,0,93.140958,17.476844,0,0,0,0,0,0,1.7221519
4141,251.30697,0,0,0,0,12.274673,1.6308863,0,0,0,93.038872,17.457689,0,0,0,0,0,0,1.7202644
4142,251.03122,0,0,0,0,12.261205,1.6290968,0,0,0,92.936786,17.438534,0,0,0,0,0,0,1.7183769
4143,250.75548,0,0,0,0,12.247736,1.6273074,0,0,0,92.8347,17.419378,0,0,0,0,0,0,1.7164893
4144,250.47974,0,0,0,0,12.234268,1.6255179,0,0,0,92.732613,17.400223,0,0,0,0,0,0,1.7146018
4145,250.20399,0,0,0,0,12.2208,1.6237284,0,0,0,92.630527,17.381068,0,0,0,0,0,0,1.7127142
4146,249.92825,0,0,0,0,12.207331,1.6219389,0,0,0,92.528441,17.361913,0,0,0,0,0,0,1.7108267
4147,249.6525,0,0,0,0,12.193863,1.6201495,0,0,0,92.426355,17.342757,0,0,0,0,0,0,1.7089391
4148,249.37676,0,0,0,0,12.180395,1.61836,0,0,0,92.324269,17.323602,0,0,0,0,0,0,1.7070516
4149,249.10101,0,0,0,0,12.166927,1.6165705,0,0,0,92.222183,17.304447,0,0,0,0,0,0,1.705164
4150,248.82527,0,0,0,0,12.153458,1.614781,0,0,0,92.120097,17.285291,0,0,0,0,0,0,1.7032765
4151,248.54952,0,0,0,0,12.13999,1.6129916,0,0,0,92.018011,17.266136,0,0,0,0,0,0,1.7013889
4152,248.27378,0,0,0,0,12.126522,1.6112021,0,0,0,91.915925,17.246981,0,0,0,0,0,0,1.6995014
4153,247.99803,0,0,0,0,12.113053,1.6094126,0,0,0,91.813838,17.227825,0,0,0,0,0,0,1.6976139
4154,247.72229,0,0,0,0,12.099585,1.6076231,0,0,0,91.711752,17.20867,0,0,0,0,0,0,1.6957263
4155,247.44655,0,0,0,0,12.086117,1.6058337,0,0,0,91.609666,17.189515,0,0,0,0,0,0,1.6938388
4156,247.1708,0,0,0,0,12.072649,1.6040442,0,0,0,91.50758,17.17036,0,0,0,0,0,0,1.6919512
4157,246.89506,0,0,0,0,12.05918,1.6022547,0,0,0,91.405494,17.151204,0,0,0,0,0,0,1.6900637
4158,246.61931,0,0,0,0,12.045712,1.6004652,0,0,0,91.303408,17.132049,0,0,0,0,0,0,1.6881761
4159,246.34357,0,0,0,0,12.032244,1.5986757,0,0,0,91.201322,17.112894,0,0,0,0,0,0,1.6862886
4160,246.06782,0,0,0,0,12.018775,1.5968863,0,0,0,91.099236,17.093738,0,0,0,0,0,0,1.684401
4161,245.79208,0,0,0,0,12.005307,1.5950968,0,0,0,90.997149,17.074583,0,0,0,0,0,0,1.6825135
4162,245.51633,0,0,0,0,11.991839,1.5933073,0,0,0,90.895063,17.055428,0,0,0,0,0,0,1.6806259
4163,245.24059,0,0,0,0,11.978371,1.5915178,0,0,0,90.792977,17.036272,0,0,0,0,0,0,1.6787384
4164,244.96485,0,0,0,0,11.964902,1.5897284,0,0,0,90.690891,17.017117,0,0,0,0,0,0,1.6768509
4165,244.6891,0,0,0,0,11.951434,1.5879389,0,0,0,90.588805,16.997962,0,0,0,0,0,0,1.6749633
4166,244.41336,0,0,0,0,11.937966,1.5861494,0,0,0,90.486719,16.978806,0,0,0,0,0,0,1.6730758
4167,244.13761,0,0,0,0,11.924498,1.5843599,0,0,0,90.384633,16.959651,0,0,0,0,0,0,1.6711882
4168,243.86187,0,0,0,0,11.911029,1.5825705,0,0,0,90.282547,16.940496,0,0,0,0,0,0,1.6693007
4169,243.58612,0,0,0,0,11.897561,1.580781,0,0,0,90.18046,16.921341,0,0,0,0,0,0,1.6674131
4170,243.31038,0,0,0,0,11.884093,1.5789915,0,0,0,90.078374,16.902185,0,0,0,0,0,0,1.6655256
4171,243.03463,0,0,0,0,11.870624,1.577202,0,0,0,89.976288,16.88303,0,0,0,0,0,0,1.663638
4172,242.75889,0,0,0,0,11.857156,1.5754126,0,0,0,89.874202,16.863875,0,0,0,0,0,0,1.6617505
4173,242.48315,0,0,0,0,11.843688,1.5736231,0,0,0,89.772116,16.844719,0,0,0,0,0,0,1.6598629
4174,242.2074,0,0,0,0,11.83022,1.5718336,0,0,0,89.67003,16.825564,0,0,0,0,0,0,1.6579754
4175,241.93166,0,0,0,0,11.816751,1.5700441,0,0,0,89.567944,16.806409,0,0,0,0,0,0,1.6560878
4176,241.65591,0,0,0,0,11.803283,1.5682547,0,0,0,89.465858,16.787253,0,0,0,0,0,0,1.6542003
4177,241.38017,0,0,0,0,11.789815,1.5664652,0,0,0,89.363772,16.768098,0,0,0,0,0,0,1.6523128
4178,241.10442,0,0,0,0,11.776346,1.5646757,0,0,0,89.261685,16.748943,0,0,0,0,0,0,1.6504252
4179,240.82868,0,0,0,0,11.762878,1.5628862,0,0,0,89.159599,16.729788,0,0,0,0,0,0,1.6485377
4180,240.55293,0,0,0,0,11.74941,1.5610967,0,0,0,89.057513,16.710632,0,0,0,0,0,0,1.6466501
4181,240.27719,0,0,0,0,11.735942,1.5593073,0,0,0,88.955427,16.691477,0,0,0,0,0,0,1.6447626
4182,240.00145,0,0,0,0,11.722473,1.5575178,0,0,0,88.853341,16.672322,0,0,0,0,0,0,1.642875
4183,239.7257,0,0,0,0,11.709005,1.5557283,0,0,0,88.751255,16.653166,0,0,0,0,0,0,1.6409875
4184,239.44996,0,0,0,0,11.695537,1.5539388,0,0,0,88.649169,16.634011,0,0,0,0,0,0,1.6390999
4185,239.17421,0,0,0,0,11.682068,1.5521494,0,0,0,88.547083,16.614856,0,0,0,0,0,0,1.6372124
4186,238.89847,0,0,0,0,11.6686,1.5503599,0,0,0,88.444996,16.5957,0,0,0,0,0,0,1.6353248
4187,238.62272,0,0,0,0,11.655132,1.5485704,0,0,0,88.34291,16.576545,0,0,0,0,0,0,1.6334373
4188,238.34698,0,0,0,0,11.641664,1.5467809,0,0,0,88.240824,16.55739,0,0,0,0,0,0,1.6315498
4189,238.07123,0,0,0,0,11.628195,1.5449915,0,0,0,88.138738,16.538235,0,0,0,0,0,0,1.6296622
4190,237.79549,0,0,0,0,11.614727,1.543202,0,0,0,88.036652,16.519079,0,0,0,0,0,0,1.6277747
4191,237.51975,0,0,0,0,11.601259,1.5414125,0,0,0,87.934566,16.499924,0,0,0,0,0,0,1.6258871
4192,237.244,0,0,0,0,11.58779,1.539623,0,0,0,87.83248,16.480769,0,0,0,0,0,0,1.6239996
4193,236.96826,0,0,0,0,11.574322,1.5378336,0,0,0,87.730394,16.461613,0,0,0,0,0,0,1.622112
4194,236.69251,0,0,0,0,11.560854,1.5360441,0,0,0,87.628307,16.442458,0,0,0,0,0,0,1.6202245
4195,236.41677,0,0,0,0,11.547386,1.5342546,0,0,0,87.526221,16.423303,0,0,0,0,0,0,1.6183369
4196,236.14102,0,0,0,0,11.533917,1.5324651,0,0,0,87.424135,16.404147,0,0,0,0,0,0,1.6164494
4197,235.86528,0,0,0,0,11.520449,1.5306756,0,0,0,87.322049,16.384992,0,0,0,0,0,0,1.6145618
4198,235.58953,0,0,0,0,11.506981,1.5288862,0,0,0,87.219963,16.365837,0,0,0,0,0,0,1.6126743
4199,235.31379,0,0,0,0,11.493512,1.5270967,0,0,0,87.117877,16.346681,0,0,0,0,0,0,1.6107868
4200,235.03805,0,0,0,0,11.480044,1.5253072,0,0,0,87.015791,16.327526,0,0,0,0,0,0,1.6088992
4201,234.7623,0,0,0,0,11.466576,1.5235177,0,0,0,86.913705,16.308371,0,0,0,0,0,0,1.6070117
4202,234.48656,0,0,0,0,11.453108,1.5217283,0,0,0,86.811618,16.289216,0,0,0,0,0,0,1.6051241
4203,234.21081,0,0,0,0,11.439639,1.5199388,0,0,0,86.709532,16.27006,0,0,0,0,0,0,1.6032366
4204,233.74934,0,0,0,0,11.4171,1.516944,0,0,0,86.538686,16.238003,0,0,0,0,0,0,1.6000777
4205,233.28785,0,0,0,0,11.394559,1.5139491,0,0,0,86.367835,16.205945,0,0,0,0,0,0,1.5969187
4206,232.82637,0,0,0,0,11.372019,1.5109543,0,0,0,86.196984,16.173886,0,0,0,0,0,0,1.5937597
4207,232.36488,0,0,0,0,11.349478,1.5079594,0,0,0,86.026133,16.141828,0,0,0,0,0,0,1.5906007
4208,231.9034,0,0,0,0,11.326938,1.5049646,0,0,0,85.855282,16.10977,0,0,0,0,0,0,1.5874417
4209,231.44191,0,0,0,0,11.304397,1.5019697,0,0,0,85.684431,16.077712,0,0,0,0,0,0,1.5842827
4210,230.98043,0,0,0,0,11.281857,1.4989748,0,0,0,85.51358,16.045653,0,0,0,0,0,0,1.5811237
4211,230.51894,0,0,0,0,11.259316,1.49598,0,0,0,85.342729,16.013595,0,0,0,0,0,0,1.5779647
4212,230.05746,0,0,0,0,11.236776,1.4929851,0,0,0,85.171878,15.981537,0,0,0,0,0,0,1.5748057
4213,229.59597,0,0,0,0,11.214235,1.4899902,0,0,0,85.001027,15.949479,0,0,0,0,0,0,1.5716467
4214,229.13449,0,0,0,0,11.191695,1.4869954,0,0,0,84.830176,15.91742,0,0,0,0,0,0,1.5684878
4215,228.673,0,0,0,0,11.169154,1.4840005,0,0,0,84.659324,15.885362,0,0,0,0,0,0,1.5653288
4216,228.21152,0,0,0,0,11.146614,1.4810057,0,0,0,84.488473,15.853304,0,0,0,0,0,0,1.5621698
4217,227.75003,0,0,0,0,11.124073,1.4780108,0,0,0,84.317622,15.821245,0,0,0,0,0,0,1.5590108
4218,227.28855,0,0,0,0,11.101533,1.4750159,0,0,0,84.146771,15.789187,0,0,0,0,0,0,1.5558518
4219,226.82706,0,0,0,0,11.078992,1.4720211,0,0,0,83.97592,15.757129,0,0,0,0,0,0,1.5526928
4220,226.36558,0,0,0,0,11.056452,1.4690262,0,0,0,83.805069,15.725071,0,0,0,0,0,0,1.5495338
4221,225.90409,0,0,0,0,11.033911,1.4660313,0,0,0,83.634218,15.693012,0,0,0,0,0,0,1.5463748
4222,225.44261,0,0,0,0,11.011371,1.4630365,0,0,0,83.463367,15.660954,0,0,0,0,0,0,1.5432158
4223,224.98112,0,0,0,0,10.98883,1.4600416,0,0,0,83.292516,15.628896,0,0,0,0,0,0,1.5400568
4224,224.51964,0,0,0,0,10.96629,1.4570468,0,0,0,83.121665,15.596838,0,0,0,0,0,0,1.5368978
4225,224.05815,0,0,0,0,10.943749,1.4540519,0,0,0,82.950814,15.564779,0,0,0,0,0,0,1.5337389
4226,223.59667,0,0,0,0,10.921209,1.451057,0,0,0,82.779963,15.532721,0,0,0,0,0,0,1.5305799
4227,223.13518,0,0,0,0,10.898668,1.4480622,0,0,0,82.609112,15.500663,0,0,0,0,0,0,1.5274209
4228,222.6737,0,0,0,0,10.876128,1.4450673,0,0,0,82.438261,15.468605,0,0,0,0,0,0,1.5242619
4229,222.21221,0,0,0,0,10.853588,1.4420724,0,0,0,82.26741,15.436546,0,0,0,0,0,0,1.5211029
4230,221.75072,0,0,0,0,10.831047,1.4390776,0,0,0,82.096559,15.404488,0,0,0,0,0,0,1.5179439
4231,221.28924,0,0,0,0,10.808507,1.4360827,0,0,0,81.925708,15.37243,0,0,0,0,0,0,1.5147849
4232,220.82775,0,0,0,0,10.785966,1.4330879,0,0,0,81.754857,15.340372,0,0,0,0,0,0,1.5116259
4233,220.36627,0,0,0,0,10.763426,1.430093,0,0,0,81.584005,15.308313,0,0,0,0,0,0,1.5084669
4234,219.90478,0,0,0,0,10.740885,1.4270981,0,0,0,81.413154,15.276255,0,0,0,0,0,0,1.5053079
4235,219.4433,0,0,0,0,10.718345,1.4241033,0,0,0,81.242303,15.244197,0,0,0,0,0,0,1.5021489
4236,218.98181,0,0,0,0,10.695804,1.4211084,0,0,0,81.071452,15.212139,0,0,0,0,0,0,1.4989899
4237,218.52033,0,0,0,0,10.673264,1.4181135,0,0,0,80.900601,15.18008,0,0,0,0,0,0,1.495831
4238,218.05884,0,0,0,0,10.650723,1.4151187,0,0,0,80.72975,15.148022,0,0,0,0,0,0,1.492672
4239,217.59736,0,0,0,0,10.628183,1.4121238,0,0,0,80.558899,15.115964,0,0,0,0,0,0,1.489513
4240,217.13587,0,0,0,0,10.605642,1.409129,0,0,0,80.388048,15.083905,0,0,0,0,0,0,1.486354
4241,216.67439,0,0,0,0,10.583102,1.4061341,0,0,0,80.217197,15.051847,0,0,0,0,0,0,1.483195
4242,216.2129,0,0,0,0,10.560561,1.4031392,0,0,0,80.046346,15.019789,0,0,0,0,0,0,1.480036
4243,215.75142,0,0,0,0,10.538021,1.4001444,0,0,0,79.875495,14.987731,0,0,0,0,0,0,1.476877
4244,215.28993,0,0,0,0,10.51548,1.3971495,0,0,0,79.704644,14.955672,0,0,0,0,0,0,1.473718
4245,214.82845,0,0,0,0,10.49294,1.3941546,0,0,0,79.533793,14.923614,0,0,0,0,0,0,1.470559
4246,214.36696,0,0,0,0,10.470399,1.3911598,0,0,0,79.362942,14.891556,0,0,0,0,0,0,1.4674
4247,213.90548,0,0,0,0,10.447859,1.3881649,0,0,0,79.192091,14.859498,0,0,0,0,0,0,1.464241
4248,213.44399,0,0,0,0,10.425318,1.3851701,0,0,0,79.02124,14.827439,0,0,0,0,0,0,1.4610821
4249,212.98251,0,0,0,0,10.402778,1.3821752,0,0,0,78.850389,14.795381,0,0,0,0,0,0,1.4579231
4250,212.52102,0,0,0,0,10.380237,1.3791803,0,0,0,78.679538,14.763323,0,0,0,0,0,0,1.4547641
4251,212.05954,0,0,0,0,10.357697,1.3761855,0,0,0,78.508687,14.731265,0,0,0,0,0,0,1.4516051
4252,211.59805,0,0,0,0,10.335156,1.3731906,0,0,0,78.337835,14.699206,0,0,0,0,0,0,1.4484461
4253,211.13657,0,0,0,0,10.312616,1.3701957,0,0,0,78.166984,14.667148,0,0,0,0,0,0,1.4452871
4254,210.67508,0,0,0,0,10.290076,1.3672009,0,0,0,77.996133,14.63509,0,0,0,0,0,0,1.4421281
4255,210.2136,0,0,0,0,10.267535,1.364206,0,0,0,77.825282,14.603032,0,0,0,0,0,0,1.4389691
4256,209.75211,0,0,0,0,10.244995,1.3612112,0,0,0,77.654431,14.570973,0,0,0,0,0,0,1.4358101
4257,209.29063,0,0,0,0,10.222454,1.3582163,0,0,0,77.48358,14.538915,0,0,0,0,0,0,1.4326511
4258,208.82914,0,0,0,0,10.199914,1.3552214,0,0,0,77.312729,14.506857,0,0,0,0,0,0,1.4294921
4259,208.36765,0,0,0,0,10.177373,1.3522266,0,0,0,77.141878,14.474798,0,0,0,0,0,0,1.4263331
4260,207.90617,0,0,0,0,10.154833,1.3492317,0,0,0,76.971027,14.44274,0,0,0,0,0,0,1.4231742
4261,207.44468,0,0,0,0,10.132292,1.3462368,0,0,0,76.800176,14.410682,0,0,0,0,0,0,1.4200152
4262,206.9832,0,0,0,0,10.109752,1.343242,0,0,0,76.629325,14.378624,0,0,0,0,0,0,1.4168562
4263,206.52171,0,0,0,0,10.087211,1.3402471,0,0,0,76.458474,14.346565,0,0,0,0,0,0,1.4136972
4264,206.06023,0,0,0,0,10.064671,1.3372522,0,0,0,76.287623,14.314507,0,0,0,0,0,0,1.4105382
4265,205.59874,0,0,0,0,10.04213,1.3342574,0,0,0,76.116772,14.282449,0,0,0,0,0,0,1.4073792
4266,205.13726,0,0,0,0,10.01959,1.3312625,0,0,0,75.945921,14.250391,0,0,0,0,0,0,1.4042202
4267,204.67577,0,0,0,0,9.9970493,1.3282677,0,0,0,75.77507,14.218332,0,0,0,0,0,0,1.4010612
4268,204.21429,0,0,0,0,9.9745088,1.3252728,0,0,0,75.604219,14.186274,0,0,0,0,0,0,1.3979022
4269,203.7528,0,0,0,0,9.9519683,1.3222779,0,0,0,75.433368,14.154216,0,0,0,0,0,0,1.3947432
4270,203.29132,0,0,0,0,9.9294279,1.3192831,0,0,0,75.262517,14.122158,0,0,0,0,0,0,1.3915842
4271,202.82983,0,0,0,0,9.9068874,1.3162882,0,0,0,75.091665,14.090099,0,0,0,0,0,0,1.3884253
4272,202.36835,0,0,0,0,9.8843469,1.3132933,0,0,0,74.920814,14.058041,0,0,0,0,0,0,1.3852663
4273,201.90686,0,0,0,0,9.8618064,1.3102985,0,0,0,74.749963,14.025983,0,0,0,0,0,0,1.3821073
4274,201.44538,0,0,0,0,9.8392659,1.3073036,0,0,0,74.579112,13.993925,0,0,0,0,0,0,1.3789483
4275,200.98389,0,0,0,0,9.8167255,1.3043088,0,0,0,74.408261,13.961866,0,0,0,0,0,0,1.3757893
4276,200.52241,0,0,0,0,9.794185,1.3013139,0,0,0,74.23741,13.929808,0,0,0,0,0,0,1.3726303
4277,200.06092,0,0,0,0,9.7716445,1.298319,0,0,0,74.066559,13.89775,0,0,0,0,0,0,1.3694713
4278,199.59944,0,0,0,0,9.749104,1.2953242,0,0,0,73.895708,13.865691,0,0,0,0,0,0,1.3663123
4279,199.13795,0,0,0,0,9.7265636,1.2923293,0,0,0,73.724857,13.833633,0,0,0,0,0,0,1.3631533
4280,198.67647,0,0,0,0,9.7040231,1.2893344,0,0,0,73.554006,13.801575,0,0,0,0,0,0,1.3599943
4281,198.21498,0,0,0,0,9.6814826,1.2863396,0,0,0,73.383155,13.769517,0,0,0,0,0,0,1.3568353
4282,197.7535,0,0,0,0,9.6589421,1.2833447,0,0,0,73.212304,13.737458,0,0,0,0,0,0,1.3536763
4283,197.29201,0,0,0,0,9.6364016,1.2803499,0,0,0,73.041453,13.7054,0,0,0,0,0,0,1.3505174
4284,196.83053,0,0,0,0,9.6138612,1.277355,0,0,0,72.870602,13.673342,0,0,0,0,0,0,1.3473584
4285,196.36904,0,0,0,0,9.5913207,1.2743601,0,0,0,72.699751,13.641284,0,0,0,0,0,0,1.3441994
4286,195.90756,0,0,0,0,9.5687802,1.2713653,0,0,0,72.5289,13.609225,0,0,0,0,0,0,1.3410404
4287,195.44607,0,0,0,0,9.5462397,1.2683704,0,0,0,72.358049,13.577167,0,0,0,0,0,0,1.3378814
4288,194.98458,0,0,0,0,9.5236992,1.2653755,0,0,0,72.187198,13.545109,0,0,0,0,0,0,1.3347224
4289,194.5231,0,0,0,0,9.5011588,1.2623807,0,0,0,72.016347,13.513051,0,0,0,0,0,0,1.3315634
4290,194.06161,0,0,0,0,9.4786183,1.2593858,0,0,0,71.845495,13.480992,0,0,0,0,0,0,1.3284044
4291,193.60013,0,0,0,0,9.4560778,1.256391,0,0,0,71.674644,13.448934,0,0,0,0,0,0,1.3252454
4292,193.13864,0,0,0,0,9.4335373,1.2533961,0,0,0,71.503793,13.416876,0,0,0,0,0,0,1.3220864
4293,192.67716,0,0,0,0,9.4109968,1.2504012,0,0,0,71.332942,13.384818,0,0,0,0,0,0,1.3189274
4294,192.21567,0,0,0,0,9.3884564,1.2474064,0,0,0,71.162091,13.352759,0,0,0,0,0,0,1.3157685
4295,191.75419,0,0,0,0,9.3659159,1.2444115,0,0,0,70.99124,13.320701,0,0,0,0,0,0,1.3126095
4296,191.2927,0,0,0,0,9.3433754,1.2414166,0,0,0,70.820389,13.288643,0,0,0,0,0,0,1.3094505
4297,190.83122,0,0,0,0,9.3208349,1.2384218,0,0,0,70.649538,13.256585,0,0,0,0,0,0,1.3062915
4298,190.36973,0,0,0,0,9.2982944,1.2354269,0,0,0,70.478687,13.224526,0,0,0,0,0,0,1.3031325
4299,189.90825,0,0,0,0,9.275754,1.2324321,0,0,0,70.307836,13.192468,0,0,0,0,0,0,1.2999735
4300,189.44676,0,0,0,0,9.2532135,1.2294372,0,0,0,70.136985,13.16041,0,0,0,0,0,0,1.2968145
4301,188.98528,0,0,0,0,9.230673,1.2264423,0,0,0,69.966134,13.128351,0,0,0,0,0,0,1.2936555
4302,188.52379,0,0,0,0,9.2081325,1.2234475,0,0,0,69.795283,13.096293,0,0,0,0,0,0,1.2904965
4303,188.06231,0,0,0,0,9.185592,1.2204526,0,0,0,69.624432,13.064235,0,0,0,0,0,0,1.2873375
4304,187.60082,0,0,0,0,9.1630516,1.2174577,0,0,0,69.453581,13.032177,0,0,0,0,0,0,1.2841785
4305,187.13934,0,0,0,0,9.1405111,1.2144629,0,0,0,69.28273,13.000118,0,0,0,0,0,0,1.2810195
4306,186.67785,0,0,0,0,9.1179706,1.211468,0,0,0,69.111879,12.96806,0,0,0,0,0,0,1.2778606
4307,186.21637,0,0,0,0,9.0954301,1.2084732,0,0,0,68.941028,12.936002,0,0,0,0,0,0,1.2747016
4308,185.75488,0,0,0,0,9.0728896,1.2054783,0,0,0,68.770177,12.903944,0,0,0,0,0,0,1.2715426
4309,185.2934,0,0,0,0,9.0503492,1.2024834,0,0,0,68.599325,12.871885,0,0,0,0,0,0,1.2683836
4310,184.83191,0,0,0,0,9.0278087,1.1994886,0,0,0,68.428474,12.839827,0,0,0,0,0,0,1.2652246
4311,184.37043,0,0,0,0,9.0052682,1.1964937,0,0,0,68.257623,12.807769,0,0,0,0,0,0,1.2620656
4312,183.90894,0,0,0,0,8.9827277,1.1934988,0,0,0,68.086772,12.775711,0,0,0,0,0,0,1.2589066
4313,183.44745,0,0,0,0,8.960187,1.1905039,0,0,0,67.91592,12.743652,0,0,0,0,0,0,1.2557476
4314,182.86545,0,0,0,0,8.9317601,1.186727,0,0,0,67.700451,12.703222,0,0,0,0,0,0,1.2517636
4315,182.28345,0,0,0,0,8.9033333,1.18295,0,0,0,67.484983,12.662792,0,0,0,0,0,0,1.2477797
4316,181.70145,0,0,0,0,8.8749064,1.1791731,0,0,0,67.269514,12.622361,0,0,0,0,0,0,1.2437957
4317,181.11945,0,0,0,0,8.8464795,1.1753961,0,0,0,67.054046,12.581931,0,0,0,0,0,0,1.2398118
4318,180.53744,0,0,0,0,8.8180526,1.1716191,0,0,0,66.838577,12.541501,0,0,0,0,0,0,1.2358278
4319,179.95544,0,0,0,0,8.7896257,1.1678422,0,0,0,66.623108,12.501071,0,0,0,0,0,0,1.2318438
4320,179.37344,0,0,0,0,8.7611988,1.1640652,0,0,0,66.40764,12.46064,0,0,0,0,0,0,1.2278599
4321,178.79144,0,0,0,0,8.7327719,1.1602882,0,0,0,66.192171,12.42021,0,0,0,0,0,0,1.2238759
4322,178.20944,0,0,0,0,8.704345,1.1565113,0,0,0,65.976703,12.37978,0,0,0,0,0,0,1.219892
4323,177.62744,0,0,0,0,8.6759182,1.1527343,0,0,0,65.761234,12.33935,0,0,0,0,0,0,1.215908
4324,177.04544,0,0,0,0,8.6474913,1.1489573,0,0,0,65.545766,12.29892,0,0,0,0,0,0,1.2119241
4325,176.46344,0,0,0,0,8.6190644,1.1451804,0,0,0,65.330297,12.258489,0,0,0,0,0,0,1.2079401
4326,175.88143,0,0,0,0,8.5906375,1.1414034,0,0,0,65.114829,12.218059,0,0,0,0,0,0,1.2039562
4327,175.29943,0,0,0,0,8.5622106,1.1376264,0,0,0,64.89936,12.177629,0,0,0,0,0,0,1.1999722
4328,174.71743,0,0,0,0,8.5337837,1.1338495,0,0,0,64.683892,12.137199,0,0,0,0,0,0,1.1959882
4329,174.13543,0,0,0,0,8.5053568,1.1300725,0,0,0,64.468423,12.096768,0,0,0,0,0,0,1.1920043
4330,173.55343,0,0,0,0,8.4769299,1.1262955,0,0,0,64.252955,12.056338,0,0,0,0,0,0,1.1880203
4331,172.97143,0,0,0,0,8.448503,1.1225186,0,0,0,64.037486,12.015908,0,0,0,0,0,0,1.1840364
4332,172.38943,0,0,0,0,8.4200762,1.1187416,0,0,0,63.822018,11.975478,0,0,0,0,0,0,1.1800524
4333,171.80743,0,0,0,0,8.3916493,1.1149646,0,0,0,63.606549,11.935048,0,0,0,0,0,0,1.1760685
4334,171.22542,0,0,0,0,8.3632224,1.1111877,0,0,0,63.391081,11.894617,0,0,0,0,0,0,1.1720845
4335,170.64342,0,0,0,0,8.3347955,1.1074107,0,0,0,63.175612,11.854187,0,0,0,0,0,0,1.1681005
4336,170.06142,0,0,0,0,8.3063686,1.1036337,0,0,0,62.960144,11.813757,0,0,0,0,0,0,1.1641166
4337,169.47942,0,0,0,0,8.2779417,1.0998568,0,0,0,62.744675,11.773327,0,0,0,0,0,0,1.1601326
4338,168.89742,0,0,0,0,8.2495148,1.0960798,0,0,0,62.529207,11.732896,0,0,0,0,0,0,1.1561487
4339,168.31542,0,0,0,0,8.2210879,1.0923028,0,0,0,62.313738,11.692466,0,0,0,0,0,0,1.1521647
4340,167.73342,0,0,0,0,8.192661,1.0885259,0,0,0,62.098269,11.652036,0,0,0,0,0,0,1.1481808
4341,167.15142,0,0,0,0,8.1642342,1.0847489,0,0,0,61.882801,11.611606,0,0,0,0,0,0,1.1441968
4342,166.56941,0,0,0,0,8.1358073,1.0809719,0,0,0,61.667332,11.571175,0,0,0,0,0,0,1.1402128
4343,165.98741,0,0,0,0,8.1073804,1.077195,0,0,0,61.451864,11.530745,0,0,0,0,0,0,1.1362289
4344,165.40541,0,0,0,0,8.0789535,1.073418,0,0,0,61.236395,11.490315,0,0,0,0,0,0,1.1322449
4345,164.82341,0,0,0,0,8.0505266,1.069641,0,0,0,61.020927,11.449885,0,0,0,0,0,0,1.128261
4346,164.24141,0,0,0,0,8.0220997,1.0658641,0,0,0,60.805458,11.409455,0,0,0,0,0,0,1.124277
4347,163.65941,0,0,0,0,7.9936728,1.0620871,0,0,0,60.58999,11.369024,0,0,0,0,0,0,1.1202931
4348,163.07741,0,0,0,0,7.9652459,1.0583101,0,0,0,60.374521,11.328594,0,0,0,0,0,0,1.1163091
4349,162.49541,0,0,0,0,7.9368191,1.0545332,0,0,0,60.159053,11.288164,0,0,0,0,0,0,1.1123251
4350,161.9134,0,0,0,0,7.9083922,1.0507562,0,0,0,59.943584,11.247734,0,0,0,0,0,0,1.1083412
4351,161.3314,0,0,0,0,7.8799653,1.0469792,0,0,0,59.728116,11.207303,0,0,0,0,0,0,1.1043572
4352,160.7494,0,0,0,0,7.8515384,1.0432023,0,0,0,59.512647,11.166873,0,0,0,0,0,0,1.1003733
4353,160.1674,0,0,0,0,7.8231115,1.0394253,0,0,0,59.297179,11.126443,0,0,0,0,0,0,1.0963893
4354,159.5854,0,0,0,0,7.7946846,1.0356483,0,0,0,59.08171,11.086013,0,0,0,0,0,0,1.0924054
4355,159.0034,0,0,0,0,7.7662577,1.0318714,0,0,0,58.866242,11.045583,0,0,0,0,0,0,1.0884214
4356,158.4214,0,0,0,0,7.7378308,1.0280944,0,0,0,58.650773,11.005152,0,0,0,0,0,0,1.0844375
4357,157.8394,0,0,0,0,7.7094039,1.0243174,0,0,0,58.435305,10.964722,0,0,0,0,0,0,1.0804535
4358,157.25739,0,0,0,0,7.6809771,1.0205405,0,0,0,58.219836,10.924292,0,0,0,0,0,0,1.0764695
4359,156.67539,0,0,0,0,7.6525502,1.0167635,0,0,0,58.004368,10.883862,0,0,0,0,0,0,1.0724856
4360,156.09339,0,0,0,0,7.6241233,1.0129865,0,0,0,57.788899,10.843431,0,0,0,0,0,0,1.0685016
4361,155.51139,0,0,0,0,7.5956964,1.0092096,0,0,0,57.57343,10.803001,0,0,0,0,0,0,1.0645177
