X coord (mm),Y coord (mm)
10.7547,4.7759
4.39979,1.11442
4.39979,1.11442
4.39979,1.11442
4.39979,1.11442
5.08378,1.67462
7.72576,1.57901
7.72576,1.57901
7.72576,1.57901
8.20985,1.84057
9.40257,1.23796
9.40257,1.23796
9.96665,1.21942
10.6437,1.20076
11.1191,1.2027
11.1191,1.2027
11.9466,1.42576
12.2683,1.41203
13.3335,1.62474
4.31613,1.70231
4.31613,1.70231
4.31613,1.70231
5.08378,1.67462
5.08378,1.67462
5.08378,1.67462
6.64096,2.4623
7.72576,1.57901
7.72576,1.57901
7.72576,1.57901
8.20985,1.84057
8.91026,1.81878
9.47531,1.52102
10.1107,1.49817
10.4165,1.48423
11.1126,1.43635
11.4535,1.71997
11.9466,1.42576
12.3701,1.6855
13.3335,1.62474
3.54708,2.6364
3.54708,2.6364
4.31613,1.70231
4.8216,1.96932
4.8216,1.96932
5.33599,2.23177
5.33599,2.23177
6.64096,2.4623
7.02897,2.44861
7.63647,2.14182
7.99208,2.13076
8.33213,2.117
9.02906,2.09478
9.37286,2.07957
10.0142,2.05689
10.6406,2.03083
10.9534,2.01815
11.5512,1.99342
11.8596,1.98045
12.4728,1.9588
13.0574,1.93556
3.54708,2.6364
3.54708,2.6364
3.89278,2.57638
4.68087,2.54211
4.68087,2.54211
5.46065,2.50683
5.97698,2.7662
6.64096,2.4623
7.02897,2.44861
7.40077,2.43089
8.11333,2.40013
8.46156,2.39186
8.92277,2.64943
9.48723,2.35283
10.1264,2.3291
10.5457,2.58636
11.1504,2.55625
11.4543,2.54354
12.0606,2.51654
12.3585,2.50479
12.9399,2.4822
3.33203,3.4514
3.33203,3.4514
3.54708,2.6364
4.39154,2.83413
4.46967,3.11811
4.85,3.09753
5.6669,3.0586
6.08093,3.04054
6.48775,3.02602
6.8654,3.00979
7.61462,2.97688
8.07376,3.23051
8.33119,2.94545
9.02267,2.9205
9.3624,2.90979
10.0121,2.88452
10.4195,3.14317
11.0285,3.1122
11.6097,3.08162
11.9108,3.06614
12.4995,3.03764
13.0755,3.01232
3.10755,4.02978
3.33203,3.4514
3.33203,3.4514
3.88711,3.99211
4.46967,3.11811
4.85,3.09753
5.41715,3.62792
6.1582,3.31656
6.64074,3.57112
7.03954,3.55124
7.03954,3.55124
8.17138,3.50055
8.42966,3.21643
8.86334,3.47289
9.52875,3.45175
9.85112,3.4405
10.4918,3.41517
11.0951,3.38218
11.4478,3.63545
12.0357,3.60215
12.6249,3.56836
12.9106,3.5544
3.10755,4.02978
3.10755,4.02978
3.48995,4.01177
3.88711,3.99211
4.27693,3.94988
5.15408,4.21433
5.41715,3.62792
5.92556,3.88366
6.36833,4.14297
7.12775,3.82294
7.57842,4.07692
7.95613,4.05767
8.31916,4.04264
9.01004,4.01705
9.34279,4.00634
9.98455,3.98492
10.5541,3.68683
10.9124,3.94363
11.5056,3.90573
12.0957,3.86755
12.4357,4.11333
13.0143,4.07898
2.77152,4.91455
2.77152,4.91455
3.17152,4.59314
3.57793,4.57302
3.98975,4.55179
4.39702,4.52418
4.80903,4.50159
5.52272,4.45702
5.99305,4.44115
6.44053,4.41043
6.85759,4.38706
7.62164,4.34573
8.04019,4.59404
8.40764,4.57834
9.11055,4.55315
9.40201,4.27612
10.0942,4.52756
10.4025,4.51835
11.0062,4.48823
11.6026,4.43894
11.9002,4.41497
12.4844,4.37486
13.1101,4.60044
2.77152,4.91455
2.77152,4.91455
3.19056,4.88288
3.5977,4.85634
4.04465,5.13524
4.46351,5.10409
4.88343,5.06259
5.30005,5.03628
6.12964,4.98308
