X coord (mm),Y coord (mm)
6.53291,4.95404
6.89491,4.65991
7.39291,4.89533
7.86903,5.15069
8.46437,4.84633
8.82325,4.8317
9.50259,4.80967
10.1945,5.0675
10.4965,5.0513
11.0867,5.02294
11.3839,4.99339
11.9808,4.93768
12.5663,4.89629
12.9029,5.13836
2.77161,5.22108
2.77161,5.22108
2.77161,5.22108
3.66424,5.49607
3.66424,5.49607
4.46351,5.10409
4.90237,5.34215
5.31987,5.30866
6.17214,5.25761
6.17214,5.25761
7.47024,5.9849
7.47024,5.9849
7.86903,5.15069
8.62311,5.90827
8.62311,5.90827
9.66919,6.1189
10.1945,5.0675
10.8519,5.30466
10.9239,5.53391
11.4508,5.50859
12.0541,5.45694
12.3561,5.43674
12.9466,5.39589
2.32982,6.39336
2.32982,6.39336
2.75139,6.65425
3.66424,5.49607
3.66424,5.49607
4.88693,6.47968
5.35445,6.1502
5.35445,6.1502
5.78166,6.11089
6.65477,6.32595
7.07976,6.29295
7.47024,5.9849
7.87245,5.95654
8.62311,5.90827
8.99065,6.16036
9.66919,6.1189
9.96435,6.05815
10.5901,6.06065
10.8912,6.03909
11.4946,6.00949
12.0952,5.97881
12.3958,5.96294
12.983,5.92165
1.87417,6.73821
2.32982,6.39336
2.75139,6.65425
3.56201,6.87534
3.97366,6.84195
4.41153,6.80589
4.88693,6.47968
5.33858,6.44073
5.7819,6.40074
6.6464,6.6027
7.07303,6.57218
7.48615,6.53832
8.27076,6.47254
8.64553,6.44996
8.99675,6.42821
9.34205,6.40665
9.98647,6.62346
10.6065,6.58579
10.9072,6.57183
11.5116,6.5376
12.116,6.5051
12.416,6.48811
13.0062,6.45413
1.87417,6.73821
2.70558,6.95018
3.13761,6.91165
3.56201,6.87534
3.92795,7.14261
4.36603,7.10756
4.81228,7.06979
5.72667,6.9684
6.1897,6.93106
6.6312,6.88937
7.02463,7.1398
7.43103,7.10287
7.82957,7.0676
8.58737,7.00639
8.94879,6.97773
9.64063,6.92232
9.96308,6.90105
10.565,7.14218
10.8749,7.12519
11.4955,7.08783
12.1133,7.04739
12.4115,7.02881
13.0102,6.99289
1.74586,7.34518
2.94429,7.82879
3.08651,7.21142
3.44594,7.47439
3.88057,7.44625
4.32161,7.40979
5.17249,7.61826
5.6462,7.56583
6.11174,7.51149
6.55999,7.46914
6.97499,7.42937
7.37563,7.39534
8.10382,7.61855
8.49226,7.58126
8.86204,7.54866
9.55994,7.49248
9.89143,7.4683
10.5287,7.42821
10.8502,7.40779
11.4783,7.36611
12.0861,7.59981
12.3864,7.57741
12.9717,7.54093
1.96493,8.24435
2.43789,8.19017
2.94429,7.82879
3.31564,8.09295
4.19781,8.01007
4.64711,7.96252
5.09892,7.91348
5.57432,7.86098
5.94093,8.11731
6.39937,8.06782
6.8309,8.0264
7.64849,7.95069
8.04671,7.91301
8.4303,7.87595
9.10219,8.10716
9.44846,8.08121
10.1248,8.03032
10.4527,8.00689
11.103,7.95514
11.4271,7.93032
12.055,7.88694
12.6261,8.12021
12.9214,8.09932
1.89099,8.5643
2.33859,8.50975
2.78391,8.45301
3.56373,8.67969
4.00535,8.63441
4.44912,8.58638
4.91065,8.53563
5.37718,8.48169
5.84792,8.42837
6.65713,8.63747
7.09129,8.5915
7.51455,8.54771
7.92252,8.50463
8.30999,8.46704
9.04024,8.40359
9.3891,8.37615
10.0096,8.61966
10.3539,8.59101
11.0055,8.53909
11.6534,8.48116
11.9709,8.45396
12.5909,8.40521
12.8922,8.38179
2.12782,9.1451
2.5819,9.09438
3.01685,9.04833
3.46524,8.9995
3.91351,8.95001
4.36815,8.89617
5.18899,9.10985
5.65572,9.05289
6.11414,9.0006
6.55489,8.94882
6.9906,8.90217
7.4167,8.85566
8.10173,9.08705
8.48272,9.05102
8.85122,9.01743
9.57742,8.95158
9.93228,8.92083
10.6052,8.86628
10.9361,8.83672
11.5174,9.07706
11.8484,9.04548
12.4884,8.98775
13.1027,8.93597
2.00502,9.47717
2.46698,9.4253
2.92379,9.37025
3.37335,9.32038
4.15599,9.53854
4.6074,9.48363
5.07747,9.43142
5.53857,9.37263
5.98875,9.31965
6.71208,9.55181
7.13731,9.50353
7.55419,9.45709
7.962,9.41059
8.59144,9.65924
8.96098,9.62408
9.34589,9.58414
10.061,9.51791
10.4145,9.48055
11.101,9.41441
11.4377,9.38084
12.0318,9.61463
12.3589,9.58255
12.9839,9.52566
2.18707,10.1026
2.66054,10.0411
3.11812,9.98913
3.56877,9.93321
4.02303,9.87685
4.48598,9.81742
4.79661,10.0975
5.69285,9.98142
6.11576,9.93604
6.54498,9.88704
6.97533,9.83814
7.65484,10.0752
8.05566,10.0309
8.45599,9.98658
8.83385,9.94798
9.59723,9.86465
9.96922,9.82741
10.5676,10.0688
10.9292,10.0288
11.6161,9.95776
11.9571,9.91978
12.513,10.1648
13.1258,10.1116
2.00561,10.4558
2.49048,10.3941
2.97015,10.3304
3.71651,10.5592
4.18812,10.4962
4.64485,10.436
5.08549,10.3807
5.51877,10.3301
6.18879,10.5802
6.62495,10.5274
7.06389,10.4703
7.48509,10.4185
7.89641,10.3693
8.55348,10.6106
8.95199,10.5616
9.34005,10.5145
10.091,10.4287
10.4416,10.3935
11.03,10.6404
11.3877,10.5968
12.0785,10.5185
12.4034,10.4842
13.0262,10.427
1.82064,10.8169
2.58421,11.0511
3.05494,10.9898
3.51628,10.9218
3.98088,10.8565
4.44315,10.7953
5.09409,11.0584
5.53654,10.9998
5.96984,10.9475
6.42217,10.8869
7.12794,11.1146
7.53654,11.0652
7.95355,11.0136
8.35933,10.9629
9.16196,10.8617
9.54489,10.8175
10.1172,11.0736
10.4931,11.0263
10.8672,10.9775
11.5966,10.8877
11.9447,10.8473
12.4733,11.1107
13.122,11.0421
