Time (ms),Stress at 0.00 mm (kPa),Stress at 0.25 mm (kPa),Stress at 0.45 mm (kPa),Stress at 0.65 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.05 mm (kPa),Stress at 1.26 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.44 mm (kPa),Stress at 2.65 mm (kPa),Stress at 2.85 mm (kPa),Stress at 3.06 mm (kPa),Stress at 3.25 mm (kPa),Stress at 3.45 mm (kPa),Stress at 3.65 mm (kPa),Stress at 3.85 mm (kPa)
2110,206.80573,196.78083,174.76058,145.48372,117.17252,90.020564,65.62578,51.06122,36.713578,23.768954,15.220233,8.3397682,3.0204941,0,0,0,0,0,0,0
2111,206.81324,196.78798,174.76693,145.489,117.17678,90.023832,65.628162,51.063074,36.71491,23.769817,15.220786,8.340071,3.0206037,0,0,0,0,0,0,0
2112,206.82075,196.79512,174.77327,145.49428,117.18103,90.0271,65.630544,51.064927,36.716243,23.77068,15.221338,8.3403737,3.0207134,0,0,0,0,0,0,0
2113,206.82825,196.80226,174.77962,145.49956,117.18528,90.030368,65.632927,51.066781,36.717576,23.771543,15.221891,8.3406765,3.020823,0,0,0,0,0,0,0
2114,206.83576,196.80941,174.78596,145.50484,117.18954,90.033636,65.635309,51.068635,36.718909,23.772406,15.222443,8.3409793,3.0209327,0,0,0,0,0,0,0
2115,206.84327,196.81655,174.79231,145.51012,117.19379,90.036904,65.637692,51.070488,36.720242,23.773269,15.222996,8.341282,3.0210423,0,0,0,0,0,0,0
2116,206.85078,196.8237,174.79865,145.5154,117.19805,90.040172,65.640074,51.072342,36.721575,23.774131,15.223548,8.3415848,3.021152,0,0,0,0,0,0,0
2117,206.85829,196.83084,174.80499,145.52069,117.2023,90.04344,65.642456,51.074196,36.722907,23.774994,15.224101,8.3418875,3.0212616,0,0,0,0,0,0,0
2118,206.86579,196.83798,174.81134,145.52597,117.20655,90.046708,65.644839,51.076049,36.72424,23.775857,15.224653,8.3421903,3.0213713,0,0,0,0,0,0,0
2119,206.8733,196.84513,174.81768,145.53125,117.21081,90.049976,65.647221,51.077903,36.725573,23.77672,15.225206,8.342493,3.0214809,0,0,0,0,0,0,0
2120,206.88081,196.85227,174.82403,145.53653,117.21506,90.053244,65.649604,51.079757,36.726906,23.777583,15.225759,8.3427958,3.0215906,0,0,0,0,0,0,0
2121,206.88832,196.85941,174.83037,145.54181,117.21931,90.056512,65.651986,51.08161,36.728239,23.778446,15.226311,8.3430986,3.0217002,0,0,0,0,0,0,0
2122,206.89582,196.86656,174.83672,145.54709,117.22357,90.05978,65.654368,51.083464,36.729571,23.779309,15.226864,8.3434013,3.0218099,0,0,0,0,0,0,0
2123,206.90333,196.8737,174.84306,145.55237,117.22782,90.063048,65.656751,51.085318,36.730904,23.780172,15.227416,8.3437041,3.0219195,0,0,0,0,0,0,0
2124,206.91084,196.88085,174.8494,145.55766,117.23208,90.066316,65.659133,51.087171,36.732237,23.781035,15.227969,8.3440068,3.0220292,0,0,0,0,0,0,0
2125,206.91835,196.88799,174.85575,145.56294,117.23633,90.069585,65.661516,51.089025,36.73357,23.781897,15.228521,8.3443096,3.0221388,0,0,0,0,0,0,0
2126,206.92585,196.89513,174.86209,145.56822,117.24058,90.072853,65.663898,51.090879,36.734903,23.78276,15.229074,8.3446123,3.0222485,0,0,0,0,0,0,0
2127,206.93336,196.90228,174.86844,145.5735,117.24484,90.076121,65.66628,51.092733,36.736235,23.783623,15.229626,8.3449151,3.0223582,0,0,0,0,0,0,0
2128,206.94087,196.90942,174.87478,145.57878,117.24909,90.079389,65.668663,51.094586,36.737568,23.784486,15.230179,8.3452179,3.0224678,0,0,0,0,0,0,0
2129,206.94838,196.91656,174.88113,145.58406,117.25334,90.082657,65.671045,51.09644,36.738901,23.785349,15.230731,8.3455206,3.0225775,0,0,0,0,0,0,0
2130,206.95588,196.92371,174.88747,145.58934,117.2576,90.085925,65.673428,51.098294,36.740234,23.786212,15.231284,8.3458234,3.0226871,0,0,0,0,0,0,0
2131,206.96339,196.93085,174.89381,145.59463,117.26185,90.089193,65.67581,51.100147,36.741567,23.787075,15.231836,8.3461261,3.0227968,0,0,0,0,0,0,0
2132,206.9709,196.93799,174.90016,145.59991,117.2661,90.092461,65.678192,51.102001,36.742899,23.787938,15.232389,8.3464289,3.0229064,0,0,0,0,0,0,0
2133,206.97841,196.94514,174.9065,145.60519,117.27036,90.095729,65.680575,51.103855,36.744232,23.7888,15.232942,8.3467317,3.0230161,0,0,0,0,0,0,0
2134,206.98592,196.95228,174.91285,145.61047,117.27461,90.098997,65.682957,51.105708,36.745565,23.789663,15.233494,8.3470344,3.0231257,0,0,0,0,0,0,0
2135,206.99342,196.95943,174.91919,145.61575,117.27887,90.102265,65.68534,51.107562,36.746898,23.790526,15.234047,8.3473372,3.0232354,0,0,0,0,0,0,0
2136,207.00093,196.96657,174.92554,145.62103,117.28312,90.105533,65.687722,51.109416,36.748231,23.791389,15.234599,8.3476399,3.023345,0,0,0,0,0,0,0
2137,207.00844,196.97371,174.93188,145.62632,117.28737,90.108801,65.690104,51.111269,36.749564,23.792252,15.235152,8.3479427,3.0234547,0,0,0,0,0,0,0
2138,207.01595,196.98086,174.93822,145.6316,117.29163,90.112069,65.692487,51.113123,36.750896,23.793115,15.235704,8.3482454,3.0235643,0,0,0,0,0,0,0
2139,207.02345,196.988,174.94457,145.63688,117.29588,90.115337,65.694869,51.114977,36.752229,23.793978,15.236257,8.3485482,3.023674,0,0,0,0,0,0,0
2140,207.03096,196.99514,174.95091,145.64216,117.30013,90.118605,65.697252,51.11683,36.753562,23.794841,15.236809,8.348851,3.0237836,0,0,0,0,0,0,0
2141,207.03847,197.00229,174.95726,145.64744,117.30439,90.121873,65.699634,51.118684,36.754895,23.795704,15.237362,8.3491537,3.0238933,0,0,0,0,0,0,0
2142,207.04598,197.00943,174.9636,145.65272,117.30864,90.125141,65.702017,51.120538,36.756228,23.796566,15.237914,8.3494565,3.0240029,0,0,0,0,0,0,0
2143,207.05348,197.01658,174.96995,145.658,117.3129,90.128409,65.704399,51.122391,36.75756,23.797429,15.238467,8.3497592,3.0241126,0,0,0,0,0,0,0
2144,207.06099,197.02372,174.97629,145.66329,117.31715,90.131677,65.706781,51.124245,36.758893,23.798292,15.239019,8.350062,3.0242222,0,0,0,0,0,0,0
2145,207.0685,197.03086,174.98264,145.66857,117.3214,90.134945,65.709164,51.126099,36.760226,23.799155,15.239572,8.3503647,3.0243319,0,0,0,0,0,0,0
2146,207.07601,197.03801,174.98898,145.67385,117.32566,90.138213,65.711546,51.127952,36.761559,23.800018,15.240125,8.3506675,3.0244416,0,0,0,0,0,0,0
2147,207.08351,197.04515,174.99532,145.67913,117.32991,90.141481,65.713929,51.129806,36.762892,23.800881,15.240677,8.3509703,3.0245512,0,0,0,0,0,0,0
2148,207.09102,197.05229,175.00167,145.68441,117.33416,90.144749,65.716311,51.13166,36.764224,23.801744,15.24123,8.351273,3.0246609,0,0,0,0,0,0,0
2149,207.09853,197.05944,175.00801,145.68969,117.33842,90.148017,65.718693,51.133513,36.765557,23.802607,15.241782,8.3515758,3.0247705,0,0,0,0,0,0,0
2150,207.10604,197.06658,175.01436,145.69497,117.34267,90.151285,65.721076,51.135367,36.76689,23.803469,15.242335,8.3518785,3.0248802,0,0,0,0,0,0,0
2151,207.11355,197.07373,175.0207,145.70026,117.34692,90.154553,65.723458,51.137221,36.768223,23.804332,15.242887,8.3521813,3.0249898,0,0,0,0,0,0,0
2152,207.12105,197.08087,175.02705,145.70554,117.35118,90.157821,65.725841,51.139074,36.769556,23.805195,15.24344,8.352484,3.0250995,0,0,0,0,0,0,0
2153,207.12856,197.08801,175.03339,145.71082,117.35543,90.161089,65.728223,51.140928,36.770888,23.806058,15.243992,8.3527868,3.0252091,0,0,0,0,0,0,0
2154,207.13607,197.09516,175.03973,145.7161,117.35969,90.164357,65.730605,51.142782,36.772221,23.806921,15.244545,8.3530896,3.0253188,0,0,0,0,0,0,0
2155,207.14358,197.1023,175.04608,145.72138,117.36394,90.167625,65.732988,51.144635,36.773554,23.807784,15.245097,8.3533923,3.0254284,0,0,0,0,0,0,0
2156,207.15108,197.10944,175.05242,145.72666,117.36819,90.170893,65.73537,51.146489,36.774887,23.808647,15.24565,8.3536951,3.0255381,0,0,0,0,0,0,0
2157,207.15859,197.11659,175.05877,145.73194,117.37245,90.174161,65.737753,51.148343,36.77622,23.80951,15.246202,8.3539978,3.0256477,0,0,0,0,0,0,0
2158,207.1661,197.12373,175.06511,145.73723,117.3767,90.177429,65.740135,51.150196,36.777553,23.810373,15.246755,8.3543006,3.0257574,0,0,0,0,0,0,0
2159,207.17361,197.13088,175.07146,145.74251,117.38095,90.180697,65.742517,51.15205,36.778885,23.811235,15.247308,8.3546034,3.025867,0,0,0,0,0,0,0
2160,207.18111,197.13802,175.0778,145.74779,117.38521,90.183965,65.7449,51.153904,36.780218,23.812098,15.24786,8.3549061,3.0259767,0,0,0,0,0,0,0
2161,207.18862,197.14516,175.08414,145.75307,117.38946,90.187233,65.747282,51.155757,36.781551,23.812961,15.248413,8.3552089,3.0260863,0,0,0,0,0,0,0
2162,207.19613,197.15231,175.09049,145.75835,117.39372,90.190501,65.749665,51.157611,36.782884,23.813824,15.248965,8.3555116,3.026196,0,0,0,0,0,0,0
2163,207.20364,197.15945,175.09683,145.76363,117.39797,90.193769,65.752047,51.159465,36.784217,23.814687,15.249518,8.3558144,3.0263057,0,0,0,0,0,0,0
2164,207.21114,197.16659,175.10318,145.76892,117.40222,90.197037,65.754429,51.161318,36.785549,23.81555,15.25007,8.3561171,3.0264153,0,0,0,0,0,0,0
2165,207.21865,197.17374,175.10952,145.7742,117.40648,90.200305,65.756812,51.163172,36.786882,23.816413,15.250623,8.3564199,3.026525,0,0,0,0,0,0,0
2166,207.22616,197.18088,175.11587,145.77948,117.41073,90.203573,65.759194,51.165026,36.788215,23.817276,15.251175,8.3567227,3.0266346,0,0,0,0,0,0,0
2167,207.23367,197.18802,175.12221,145.78476,117.41498,90.206841,65.761577,51.166879,36.789548,23.818138,15.251728,8.3570254,3.0267443,0,0,0,0,0,0,0
2168,207.24118,197.19517,175.12855,145.79004,117.41924,90.210109,65.763959,51.168733,36.790881,23.819001,15.25228,8.3573282,3.0268539,0,0,0,0,0,0,0
2169,207.24868,197.20231,175.1349,145.79532,117.42349,90.213377,65.766341,51.170587,36.792213,23.819864,15.252833,8.3576309,3.0269636,0,0,0,0,0,0,0
2170,207.25619,197.20946,175.14124,145.8006,117.42775,90.216645,65.768724,51.17244,36.793546,23.820727,15.253385,8.3579337,3.0270732,0,0,0,0,0,0,0
2171,207.2637,197.2166,175.14759,145.80589,117.432,90.219913,65.771106,51.174294,36.794879,23.82159,15.253938,8.3582364,3.0271829,0,0,0,0,0,0,0
2172,207.27121,197.22374,175.15393,145.81117,117.43625,90.223181,65.773489,51.176148,36.796212,23.822453,15.254491,8.3585392,3.0272925,0,0,0,0,0,0,0
2173,207.28006,197.23217,175.16141,145.8174,117.44127,90.227036,65.776299,51.178334,36.797784,23.823471,15.255142,8.3588963,3.0274219,0,0,0,0,0,0,0
2174,207.28892,197.2406,175.1689,145.82363,117.44629,90.23089,65.779109,51.180521,36.799356,23.824488,15.255794,8.3592534,3.0275512,0,0,0,0,0,0,0
2175,207.29777,197.24902,175.17638,145.82986,117.4513,90.234745,65.781919,51.182707,36.800928,23.825506,15.256446,8.3596105,3.0276805,0,0,0,0,0,0,0
2176,207.30663,197.25745,175.18386,145.83609,117.45632,90.238599,65.784729,51.184893,36.8025,23.826524,15.257097,8.3599676,3.0278099,0,0,0,0,0,0,0
2177,207.31548,197.26587,175.19135,145.84231,117.46134,90.242454,65.787539,51.18708,36.804072,23.827542,15.257749,8.3603247,3.0279392,0,0,0,0,0,0,0
2178,207.32434,197.2743,175.19883,145.84854,117.46636,90.246309,65.790349,51.189266,36.805644,23.82856,15.258401,8.3606818,3.0280685,0,0,0,0,0,0,0
2179,207.33319,197.28273,175.20631,145.85477,117.47137,90.250163,65.793159,51.191453,36.807216,23.829577,15.259053,8.3610389,3.0281979,0,0,0,0,0,0,0
2180,207.34205,197.29115,175.2138,145.861,117.47639,90.254018,65.795969,51.193639,36.808788,23.830595,15.259704,8.361396,3.0283272,0,0,0,0,0,0,0
2181,207.3509,197.29958,175.22128,145.86723,117.48141,90.257873,65.798779,51.195825,36.81036,23.831613,15.260356,8.3617531,3.0284565,0,0,0,0,0,0,0
2182,207.35976,197.308,175.22876,145.87346,117.48643,90.261727,65.801589,51.198012,36.811932,23.832631,15.261008,8.3621102,3.0285859,0,0,0,0,0,0,0
2183,207.36861,197.31643,175.23625,145.87969,117.49144,90.265582,65.804399,51.200198,36.813504,23.833648,15.261659,8.3624674,3.0287152,0,0,0,0,0,0,0
2184,207.37747,197.32486,175.24373,145.88592,117.49646,90.269436,65.807209,51.202385,36.815077,23.834666,15.262311,8.3628245,3.0288446,0,0,0,0,0,0,0
2185,207.38632,197.33328,175.25121,145.89215,117.50148,90.273291,65.810019,51.204571,36.816649,23.835684,15.262963,8.3631816,3.0289739,0,0,0,0,0,0,0
2186,207.39518,197.34171,175.2587,145.89838,117.50649,90.277146,65.81283,51.206757,36.818221,23.836702,15.263615,8.3635387,3.0291032,0,0,0,0,0,0,0
2187,207.40404,197.35013,175.26618,145.90461,117.51151,90.281,65.81564,51.208944,36.819793,23.837719,15.264266,8.3638958,3.0292326,0,0,0,0,0,0,0
2188,207.41289,197.35856,175.27366,145.91084,117.51653,90.284855,65.81845,51.21113,36.821365,23.838737,15.264918,8.3642529,3.0293619,0,0,0,0,0,0,0
2189,207.42175,197.36699,175.28115,145.91707,117.52155,90.28871,65.82126,51.213317,36.822937,23.839755,15.26557,8.36461,3.0294912,0,0,0,0,0,0,0
2190,207.4306,197.37541,175.28863,145.9233,117.52656,90.292564,65.82407,51.215503,36.824509,23.840773,15.266222,8.3649671,3.0296206,0,0,0,0,0,0,0
2191,207.43946,197.38384,175.29611,145.92953,117.53158,90.296419,65.82688,51.21769,36.826081,23.841791,15.266873,8.3653242,3.0297499,0,0,0,0,0,0,0
2192,207.44831,197.39226,175.30359,145.93576,117.5366,90.300273,65.82969,51.219876,36.827653,23.842808,15.267525,8.3656813,3.0298792,0,0,0,0,0,0,0
2193,207.45717,197.40069,175.31108,145.94199,117.54162,90.304128,65.8325,51.222062,36.829225,23.843826,15.268177,8.3660384,3.0300086,0,0,0,0,0,0,0
2194,207.46602,197.40912,175.31856,145.94822,117.54663,90.307983,65.83531,51.224249,36.830797,23.844844,15.268828,8.3663955,3.0301379,0,0,0,0,0,0,0
2195,207.47488,197.41754,175.32604,145.95445,117.55165,90.311837,65.83812,51.226435,36.832369,23.845862,15.26948,8.3667526,3.0302672,0,0,0,0,0,0,0
2196,207.48373,197.42597,175.33353,145.96068,117.55667,90.315692,65.84093,51.228622,36.833941,23.846879,15.270132,8.3671097,3.0303966,0,0,0,0,0,0,0
2197,207.49259,197.43439,175.34101,145.96691,117.56168,90.319547,65.84374,51.230808,36.835513,23.847897,15.270784,8.3674668,3.0305259,0,0,0,0,0,0,0
2198,207.50144,197.44282,175.34849,145.97313,117.5667,90.323401,65.84655,51.232994,36.837085,23.848915,15.271435,8.3678239,3.0306553,0,0,0,0,0,0,0
2199,207.5103,197.45125,175.35598,145.97936,117.57172,90.327256,65.84936,51.235181,36.838657,23.849933,15.272087,8.368181,3.0307846,0,0,0,0,0,0,0
2200,207.51915,197.45967,175.36346,145.98559,117.57674,90.33111,65.85217,51.237367,36.840229,23.850951,15.272739,8.3685381,3.0309139,0,0,0,0,0,0,0
2201,207.52801,197.4681,175.37094,145.99182,117.58175,90.334965,65.85498,51.239554,36.841801,23.851968,15.27339,8.3688952,3.0310433,0,0,0,0,0,0,0
2202,207.53686,197.47652,175.37843,145.99805,117.58677,90.33882,65.85779,51.24174,36.843374,23.852986,15.274042,8.3692523,3.0311726,0,0,0,0,0,0,0
2203,207.54572,197.48495,175.38591,146.00428,117.59179,90.342674,65.860601,51.243926,36.844946,23.854004,15.274694,8.3696094,3.0313019,0,0,0,0,0,0,0
2204,207.55458,197.49338,175.39339,146.01051,117.59681,90.346529,65.863411,51.246113,36.846518,23.855022,15.275346,8.3699665,3.0314313,0,0,0,0,0,0,0
2205,207.56343,197.5018,175.40088,146.01674,117.60182,90.350384,65.866221,51.248299,36.84809,23.856039,15.275997,8.3703236,3.0315606,0,0,0,0,0,0,0
2206,207.57229,197.51023,175.40836,146.02297,117.60684,90.354238,65.869031,51.250486,36.849662,23.857057,15.276649,8.3706807,3.0316899,0,0,0,0,0,0,0
2207,207.58114,197.51865,175.41584,146.0292,117.61186,90.358093,65.871841,51.252672,36.851234,23.858075,15.277301,8.3710378,3.0318193,0,0,0,0,0,0,0
2208,207.59,197.52708,175.42332,146.03543,117.61687,90.361947,65.874651,51.254859,36.852806,23.859093,15.277953,8.3713949,3.0319486,0,0,0,0,0,0,0
2209,207.59885,197.53551,175.43081,146.04166,117.62189,90.365802,65.877461,51.257045,36.854378,23.86011,15.278604,8.3717521,3.0320779,0,0,0,0,0,0,0
2210,207.60771,197.54393,175.43829,146.04789,117.62691,90.369657,65.880271,51.259231,36.85595,23.861128,15.279256,8.3721092,3.0322073,0,0,0,0,0,0,0
2211,207.61656,197.55236,175.44577,146.05412,117.63193,90.373511,65.883081,51.261418,36.857522,23.862146,15.279908,8.3724663,3.0323366,0,0,0,0,0,0,0
2212,207.62542,197.56079,175.45326,146.06035,117.63694,90.377366,65.885891,51.263604,36.859094,23.863164,15.280559,8.3728234,3.032466,0,0,0,0,0,0,0
2213,207.63427,197.56921,175.46074,146.06658,117.64196,90.381221,65.888701,51.265791,36.860666,23.864182,15.281211,8.3731805,3.0325953,0,0,0,0,0,0,0
2214,207.64313,197.57764,175.46822,146.07281,117.64698,90.385075,65.891511,51.267977,36.862238,23.865199,15.281863,8.3735376,3.0327246,0,0,0,0,0,0,0
2215,207.65198,197.58606,175.47571,146.07904,117.65199,90.38893,65.894321,51.270163,36.86381,23.866217,15.282515,8.3738947,3.032854,0,0,0,0,0,0,0
2216,207.66084,197.59449,175.48319,146.08527,117.65701,90.392785,65.897131,51.27235,36.865382,23.867235,15.283166,8.3742518,3.0329833,0,0,0,0,0,0,0
2217,207.66969,197.60292,175.49067,146.0915,117.66203,90.396639,65.899941,51.274536,36.866954,23.868253,15.283818,8.3746089,3.0331126,0,0,0,0,0,0,0
2218,207.67855,197.61134,175.49816,146.09773,117.66705,90.400494,65.902751,51.276723,36.868526,23.86927,15.28447,8.374966,3.033242,0,0,0,0,0,0,0
2219,207.68741,197.61977,175.50564,146.10395,117.67206,90.404348,65.905561,51.278909,36.870098,23.870288,15.285121,8.3753231,3.0333713,0,0,0,0,0,0,0
2220,207.69626,197.62819,175.51312,146.11018,117.67708,90.408203,65.908371,51.281095,36.87167,23.871306,15.285773,8.3756802,3.0335006,0,0,0,0,0,0,0
2221,207.70512,197.63662,175.52061,146.11641,117.6821,90.412058,65.911182,51.283282,36.873243,23.872324,15.286425,8.3760373,3.03363,0,0,0,0,0,0,0
2222,207.71397,197.64505,175.52809,146.12264,117.68712,90.415912,65.913992,51.285468,36.874815,23.873342,15.287077,8.3763944,3.0337593,0,0,0,0,0,0,0
2223,207.72283,197.65347,175.53557,146.12887,117.69213,90.419767,65.916802,51.287655,36.876387,23.874359,15.287728,8.3767515,3.0338886,0,0,0,0,0,0,0
2224,207.73168,197.6619,175.54306,146.1351,117.69715,90.423622,65.919612,51.289841,36.877959,23.875377,15.28838,8.3771086,3.034018,0,0,0,0,0,0,0
2225,207.74054,197.67032,175.55054,146.14133,117.70217,90.427476,65.922422,51.292027,36.879531,23.876395,15.289032,8.3774657,3.0341473,0,0,0,0,0,0,0
2226,207.74939,197.67875,175.55802,146.14756,117.70718,90.431331,65.925232,51.294214,36.881103,23.877413,15.289684,8.3778228,3.0342767,0,0,0,0,0,0,0
2227,207.75825,197.68718,175.5655,146.15379,117.7122,90.435185,65.928042,51.2964,36.882675,23.87843,15.290335,8.3781799,3.034406,0,0,0,0,0,0,0
2228,207.7671,197.6956,175.57299,146.16002,117.71722,90.43904,65.930852,51.298587,36.884247,23.879448,15.290987,8.378537,3.0345353,0,0,0,0,0,0,0
2229,207.77596,197.70403,175.58047,146.16625,117.72224,90.442895,65.933662,51.300773,36.885819,23.880466,15.291639,8.3788941,3.0346647,0,0,0,0,0,0,0
2230,207.78481,197.71245,175.58795,146.17248,117.72725,90.446749,65.936472,51.30296,36.887391,23.881484,15.29229,8.3792512,3.034794,0,0,0,0,0,0,0
2231,207.79367,197.72088,175.59544,146.17871,117.73227,90.450604,65.939282,51.305146,36.888963,23.882501,15.292942,8.3796083,3.0349233,0,0,0,0,0,0,0
2232,207.80252,197.72931,175.60292,146.18494,117.73729,90.454459,65.942092,51.307332,36.890535,23.883519,15.293594,8.3799654,3.0350527,0,0,0,0,0,0,0
2233,207.81138,197.73773,175.6104,146.19117,117.74231,90.458313,65.944902,51.309519,36.892107,23.884537,15.294246,8.3803225,3.035182,0,0,0,0,0,0,0
2234,207.82023,197.74616,175.61789,146.1974,117.74732,90.462168,65.947712,51.311705,36.893679,23.885555,15.294897,8.3806797,3.0353113,0,0,0,0,0,0,0
2235,207.82909,197.75458,175.62537,146.20363,117.75234,90.466022,65.950522,51.313892,36.895251,23.886573,15.295549,8.3810368,3.0354407,0,0,0,0,0,0,0
2236,207.83795,197.76301,175.63285,146.20986,117.75736,90.469877,65.953332,51.316078,36.896823,23.88759,15.296201,8.3813939,3.03557,0,0,0,0,0,0,0
2237,207.8468,197.77144,175.64034,146.21609,117.76237,90.473732,65.956142,51.318264,36.898395,23.888608,15.296852,8.381751,3.0356994,0,0,0,0,0,0,0
2238,207.85566,197.77986,175.64782,146.22232,117.76739,90.477586,65.958952,51.320451,36.899967,23.889626,15.297504,8.3821081,3.0358287,0,0,0,0,0,0,0
2239,207.86451,197.78829,175.6553,146.22855,117.77241,90.481441,65.961763,51.322637,36.901539,23.890644,15.298156,8.3824652,3.035958,0,0,0,0,0,0,0
2240,207.87337,197.79671,175.66279,146.23477,117.77743,90.485296,65.964573,51.324824,36.903112,23.891661,15.298808,8.3828223,3.0360874,0,0,0,0,0,0,0
2241,207.88222,197.80514,175.67027,146.241,117.78244,90.48915,65.967383,51.32701,36.904684,23.892679,15.299459,8.3831794,3.0362167,0,0,0,0,0,0,0
2242,207.89108,197.81357,175.67775,146.24723,117.78746,90.493005,65.970193,51.329196,36.906256,23.893697,15.300111,8.3835365,3.036346,0,0,0,0,0,0,0
2243,207.89993,197.82199,175.68524,146.25346,117.79248,90.496859,65.973003,51.331383,36.907828,23.894715,15.300763,8.3838936,3.0364754,0,0,0,0,0,0,0
2244,207.90879,197.83042,175.69272,146.25969,117.7975,90.500714,65.975813,51.333569,36.9094,23.895732,15.301414,8.3842507,3.0366047,0,0,0,0,0,0,0
2245,207.91764,197.83884,175.7002,146.26592,117.80251,90.504569,65.978623,51.335756,36.910972,23.89675,15.302066,8.3846078,3.036734,0,0,0,0,0,0,0
2246,207.9265,197.84727,175.70768,146.27215,117.80753,90.508423,65.981433,51.337942,36.912544,23.897768,15.302718,8.3849649,3.0368634,0,0,0,0,0,0,0
2247,207.93535,197.8557,175.71517,146.27838,117.81255,90.512278,65.984243,51.340129,36.914116,23.898786,15.30337,8.385322,3.0369927,0,0,0,0,0,0,0
2248,207.94421,197.86412,175.72265,146.28461,117.81756,90.516133,65.987053,51.342315,36.915688,23.899804,15.304021,8.3856791,3.037122,0,0,0,0,0,0,0
2249,207.95306,197.87255,175.73013,146.29084,117.82258,90.519987,65.989863,51.344501,36.91726,23.900821,15.304673,8.3860362,3.0372514,0,0,0,0,0,0,0
2250,207.96192,197.88097,175.73762,146.29707,117.8276,90.523842,65.992673,51.346688,36.918832,23.901839,15.305325,8.3863933,3.0373807,0,0,0,0,0,0,0
2251,207.97077,197.8894,175.7451,146.3033,117.83262,90.527696,65.995483,51.348874,36.920404,23.902857,15.305977,8.3867504,3.0375101,0,0,0,0,0,0,0
2252,207.97963,197.89783,175.75258,146.30953,117.83763,90.531551,65.998293,51.351061,36.921976,23.903875,15.306628,8.3871075,3.0376394,0,0,0,0,0,0,0
2253,207.98849,197.90625,175.76007,146.31576,117.84265,90.535406,66.001103,51.353247,36.923548,23.904892,15.30728,8.3874646,3.0377687,0,0,0,0,0,0,0
2254,207.99734,197.91468,175.76755,146.32199,117.84767,90.53926,66.003913,51.355433,36.92512,23.90591,15.307932,8.3878217,3.0378981,0,0,0,0,0,0,0
2255,208.0062,197.9231,175.77503,146.32822,117.85269,90.543115,66.006723,51.35762,36.926692,23.906928,15.308583,8.3881788,3.0380274,0,0,0,0,0,0,0
2256,208.01505,197.93153,175.78252,146.33445,117.8577,90.54697,66.009534,51.359806,36.928264,23.907946,15.309235,8.3885359,3.0381567,0,0,0,0,0,0,0
2257,208.02391,197.93996,175.79,146.34068,117.86272,90.550824,66.012344,51.361993,36.929836,23.908964,15.309887,8.388893,3.0382861,0,0,0,0,0,0,0
2258,208.03276,197.94838,175.79748,146.34691,117.86774,90.554679,66.015154,51.364179,36.931408,23.909981,15.310539,8.3892501,3.0384154,0,0,0,0,0,0,0
2259,208.04162,197.95681,175.80497,146.35314,117.87275,90.558533,66.017964,51.366365,36.932981,23.910999,15.31119,8.3896072,3.0385447,0,0,0,0,0,0,0
2260,208.05047,197.96523,175.81245,146.35937,117.87777,90.562388,66.020774,51.368552,36.934553,23.912017,15.311842,8.3899644,3.0386741,0,0,0,0,0,0,0
2261,208.05933,197.97366,175.81993,146.3656,117.88279,90.566243,66.023584,51.370738,36.936125,23.913035,15.312494,8.3903215,3.0388034,0,0,0,0,0,0,0
2262,208.06818,197.98209,175.82741,146.37182,117.88781,90.570097,66.026394,51.372925,36.937697,23.914052,15.313145,8.3906786,3.0389327,0,0,0,0,0,0,0
2263,208.07704,197.99051,175.8349,146.37805,117.89282,90.573952,66.029204,51.375111,36.939269,23.91507,15.313797,8.3910357,3.0390621,0,0,0,0,0,0,0
2264,208.08589,197.99894,175.84238,146.38428,117.89784,90.577807,66.032014,51.377298,36.940841,23.916088,15.314449,8.3913928,3.0391914,0,0,0,0,0,0,0
2265,208.09475,198.00737,175.84986,146.39051,117.90286,90.581661,66.034824,51.379484,36.942413,23.917106,15.315101,8.3917499,3.0393208,0,0,0,0,0,0,0
2266,208.1036,198.01579,175.85735,146.39674,117.90788,90.585516,66.037634,51.38167,36.943985,23.918123,15.315752,8.392107,3.0394501,0,0,0,0,0,0,0
2267,208.11246,198.02422,175.86483,146.40297,117.91289,90.58937,66.040444,51.383857,36.945557,23.919141,15.316404,8.3924641,3.0395794,0,0,0,0,0,0,0
2268,208.12131,198.03264,175.87231,146.4092,117.91791,90.593225,66.043254,51.386043,36.947129,23.920159,15.317056,8.3928212,3.0397088,0,0,0,0,0,0,0
2269,208.13017,198.04107,175.8798,146.41543,117.92293,90.59708,66.046064,51.38823,36.948701,23.921177,15.317708,8.3931783,3.0398381,0,0,0,0,0,0,0
2270,208.13903,198.0495,175.88728,146.42166,117.92794,90.600934,66.048874,51.390416,36.950273,23.922195,15.318359,8.3935354,3.0399674,0,0,0,0,0,0,0
2271,208.14788,198.05792,175.89476,146.42789,117.93296,90.604789,66.051684,51.392602,36.951845,23.923212,15.319011,8.3938925,3.0400968,0,0,0,0,0,0,0
2272,208.15674,198.06635,175.90225,146.43412,117.93798,90.608644,66.054494,51.394789,36.953417,23.92423,15.319663,8.3942496,3.0402261,0,0,0,0,0,0,0
