Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa)
890,211.41944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15948265,6.221505,20.487998,26.707659,5.1436844,0,0,0,0,0,0,0,0.636367,19.664207,100.76695,155.43794,70.181972,3.3997519,0,0,0,0,0,0,0,7.6118382,58.332914,104.13703,36.377673,0,0,0,0,0,0,0,0,0,0.1233622,0,0,0,0,0,0,0,0,0,0,0,0
891,211.48538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15953239,6.2234453,20.494387,26.715989,5.1452886,0,0,0,0,0,0,0,0.63656546,19.67034,100.79837,155.48642,70.20386,3.4008122,0,0,0,0,0,0,0,7.6142121,58.351107,104.16951,36.389018,0,0,0,0,0,0,0,0,0,0.12340067,0,0,0,0,0,0,0,0,0,0,0,0
892,211.55132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15958212,6.2253856,20.500777,26.724318,5.1468927,0,0,0,0,0,0,0,0.63676392,19.676472,100.8298,155.5349,70.225747,3.4018725,0,0,0,0,0,0,0,7.616586,58.369299,104.20199,36.400363,0,0,0,0,0,0,0,0,0,0.12343915,0,0,0,0,0,0,0,0,0,0,0,0
893,211.61725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15963186,6.2273259,20.507166,26.732647,5.1484969,0,0,0,0,0,0,0,0.63696239,19.682605,100.86123,155.58337,70.247635,3.4029328,0,0,0,0,0,0,0,7.6189599,58.387491,104.23446,36.411709,0,0,0,0,0,0,0,0,0,0.12347762,0,0,0,0,0,0,0,0,0,0,0,0
894,211.68319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1596816,6.2292662,20.513556,26.740977,5.1501011,0,0,0,0,0,0,0,0.63716085,19.688738,100.89265,155.63185,70.269523,3.403993,0,0,0,0,0,0,0,7.6213338,58.405683,104.26694,36.423054,0,0,0,0,0,0,0,0,0,0.12351609,0,0,0,0,0,0,0,0,0,0,0,0
895,211.74912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15973134,6.2312065,20.519946,26.749306,5.1517052,0,0,0,0,0,0,0,0.63735931,19.69487,100.92408,155.68033,70.29141,3.4050533,0,0,0,0,0,0,0,7.6237077,58.423876,104.29942,36.434399,0,0,0,0,0,0,0,0,0,0.12355457,0,0,0,0,0,0,0,0,0,0,0,0
896,211.81506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15978108,6.2331468,20.526335,26.757635,5.1533094,0,0,0,0,0,0,0,0.63755778,19.701003,100.95551,155.7288,70.313298,3.4061136,0,0,0,0,0,0,0,7.6260816,58.442068,104.3319,36.445744,0,0,0,0,0,0,0,0,0,0.12359304,0,0,0,0,0,0,0,0,0,0,0,0
897,211.88099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15983081,6.2350872,20.532725,26.765965,5.1549135,0,0,0,0,0,0,0,0.63775624,19.707136,100.98693,155.77728,70.335186,3.4071739,0,0,0,0,0,0,0,7.6284555,58.46026,104.36437,36.457089,0,0,0,0,0,0,0,0,0,0.12363151,0,0,0,0,0,0,0,0,0,0,0,0
898,211.94693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15988055,6.2370275,20.539114,26.774294,5.1565177,0,0,0,0,0,0,0,0.63795471,19.713268,101.01836,155.82576,70.357073,3.4082342,0,0,0,0,0,0,0,7.6308294,58.478453,104.39685,36.468434,0,0,0,0,0,0,0,0,0,0.12366998,0,0,0,0,0,0,0,0,0,0,0,0
899,212.01286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15993029,6.2389678,20.545504,26.782623,5.1581219,0,0,0,0,0,0,0,0.63815317,19.719401,101.04978,155.87423,70.378961,3.4092944,0,0,0,0,0,0,0,7.6332033,58.496645,104.42933,36.479779,0,0,0,0,0,0,0,0,0,0.12370846,0,0,0,0,0,0,0,0,0,0,0,0
900,212.0788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15998003,6.2409081,20.551893,26.790953,5.159726,0,0,0,0,0,0,0,0.63835163,19.725534,101.08121,155.92271,70.400849,3.4103547,0,0,0,0,0,0,0,7.6355772,58.514837,104.46181,36.491124,0,0,0,0,0,0,0,0,0,0.12374693,0,0,0,0,0,0,0,0,0,0,0,0
901,212.14473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16002976,6.2428484,20.558283,26.799282,5.1613302,0,0,0,0,0,0,0,0.6385501,19.731667,101.11264,155.97119,70.422736,3.411415,0,0,0,0,0,0,0,7.6379511,58.53303,104.49428,36.502469,0,0,0,0,0,0,0,0,0,0.1237854,0,0,0,0,0,0,0,0,0,0,0,0
902,212.21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1600795,6.2447887,20.564673,26.807611,5.1629343,0,0,0,0,0,0,0,0.63874856,19.737799,101.14406,156.01966,70.444624,3.4124753,0,0,0,0,0,0,0,7.640325,58.551222,104.52676,36.513815,0,0,0,0,0,0,0,0,0,0.12382388,0,0,0,0,0,0,0,0,0,0,0,0
903,212.27661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16012924,6.246729,20.571062,26.815941,5.1645385,0,0,0,0,0,0,0,0.63894703,19.743932,101.17549,156.06814,70.466512,3.4135356,0,0,0,0,0,0,0,7.6426989,58.569414,104.55924,36.52516,0,0,0,0,0,0,0,0,0,0.12386235,0,0,0,0,0,0,0,0,0,0,0,0
904,212.34254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16017898,6.2486693,20.577452,26.82427,5.1661427,0,0,0,0,0,0,0,0.63914549,19.750065,101.20691,156.11661,70.488399,3.4145959,0,0,0,0,0,0,0,7.6450728,58.587606,104.59171,36.536505,0,0,0,0,0,0,0,0,0,0.12390082,0,0,0,0,0,0,0,0,0,0,0,0
905,212.40848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16022872,6.2506096,20.583841,26.832599,5.1677468,0,0,0,0,0,0,0,0.63934395,19.756197,101.23834,156.16509,70.510287,3.4156561,0,0,0,0,0,0,0,7.6474467,58.605799,104.62419,36.54785,0,0,0,0,0,0,0,0,0,0.1239393,0,0,0,0,0,0,0,0,0,0,0,0
906,212.47441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16027845,6.2525499,20.590231,26.840929,5.169351,0,0,0,0,0,0,0,0.63954242,19.76233,101.26977,156.21357,70.532175,3.4167164,0,0,0,0,0,0,0,7.6498207,58.623991,104.65667,36.559195,0,0,0,0,0,0,0,0,0,0.12397777,0,0,0,0,0,0,0,0,0,0,0,0
907,212.54035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16032819,6.2544902,20.596621,26.849258,5.1709552,0,0,0,0,0,0,0,0.63974088,19.768463,101.30119,156.26204,70.554062,3.4177767,0,0,0,0,0,0,0,7.6521946,58.642183,104.68915,36.57054,0,0,0,0,0,0,0,0,0,0.12401624,0,0,0,0,0,0,0,0,0,0,0,0
908,212.60628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16037793,6.2564305,20.60301,26.857587,5.1725593,0,0,0,0,0,0,0,0.63993935,19.774595,101.33262,156.31052,70.57595,3.418837,0,0,0,0,0,0,0,7.6545685,58.660376,104.72162,36.581885,0,0,0,0,0,0,0,0,0,0.12405471,0,0,0,0,0,0,0,0,0,0,0,0
909,212.67222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16042767,6.2583708,20.6094,26.865916,5.1741635,0,0,0,0,0,0,0,0.64013781,19.780728,101.36405,156.359,70.597838,3.4198973,0,0,0,0,0,0,0,7.6569424,58.678568,104.7541,36.59323,0,0,0,0,0,0,0,0,0,0.12409319,0,0,0,0,0,0,0,0,0,0,0,0
910,212.73815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16047741,6.2603111,20.615789,26.874246,5.1757676,0,0,0,0,0,0,0,0.64033627,19.786861,101.39547,156.40747,70.619725,3.4209575,0,0,0,0,0,0,0,7.6593163,58.69676,104.78658,36.604575,0,0,0,0,0,0,0,0,0,0.12413166,0,0,0,0,0,0,0,0,0,0,0,0
911,212.80409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16052714,6.2622514,20.622179,26.882575,5.1773718,0,0,0,0,0,0,0,0.64053474,19.792993,101.4269,156.45595,70.641613,3.4220178,0,0,0,0,0,0,0,7.6616902,58.714953,104.81905,36.615921,0,0,0,0,0,0,0,0,0,0.12417013,0,0,0,0,0,0,0,0,0,0,0,0
912,212.87002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16057688,6.2641917,20.628569,26.890904,5.178976,0,0,0,0,0,0,0,0.6407332,19.799126,101.45832,156.50443,70.663501,3.4230781,0,0,0,0,0,0,0,7.6640641,58.733145,104.85153,36.627266,0,0,0,0,0,0,0,0,0,0.12420861,0,0,0,0,0,0,0,0,0,0,0,0
913,212.93596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16062662,6.266132,20.634958,26.899234,5.1805801,0,0,0,0,0,0,0,0.64093167,19.805259,101.48975,156.5529,70.685388,3.4241384,0,0,0,0,0,0,0,7.666438,58.751337,104.88401,36.638611,0,0,0,0,0,0,0,0,0,0.12424708,0,0,0,0,0,0,0,0,0,0,0,0
914,213.00189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16067636,6.2680723,20.641348,26.907563,5.1821843,0,0,0,0,0,0,0,0.64113013,19.811391,101.52118,156.60138,70.707276,3.4251987,0,0,0,0,0,0,0,7.6688119,58.769529,104.91649,36.649956,0,0,0,0,0,0,0,0,0,0.12428555,0,0,0,0,0,0,0,0,0,0,0,0
915,213.06783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607261,6.2700126,20.647737,26.915892,5.1837885,0,0,0,0,0,0,0,0.64132859,19.817524,101.5526,156.64986,70.729164,3.4262589,0,0,0,0,0,0,0,7.6711858,58.787722,104.94896,36.661301,0,0,0,0,0,0,0,0,0,0.12432403,0,0,0,0,0,0,0,0,0,0,0,0
916,213.13377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16077583,6.2719529,20.654127,26.924222,5.1853926,0,0,0,0,0,0,0,0.64152706,19.823657,101.58403,156.69833,70.751051,3.4273192,0,0,0,0,0,0,0,7.6735597,58.805914,104.98144,36.672646,0,0,0,0,0,0,0,0,0,0.1243625,0,0,0,0,0,0,0,0,0,0,0,0
917,213.1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16082557,6.2738932,20.660517,26.932551,5.1869968,0,0,0,0,0,0,0,0.64172552,19.829789,101.61546,156.74681,70.772939,3.4283795,0,0,0,0,0,0,0,7.6759336,58.824106,105.01392,36.683991,0,0,0,0,0,0,0,0,0,0.12440097,0,0,0,0,0,0,0,0,0,0,0,0
918,213.26564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16087531,6.2758335,20.666906,26.94088,5.1886009,0,0,0,0,0,0,0,0.64192399,19.835922,101.64688,156.79529,70.794827,3.4294398,0,0,0,0,0,0,0,7.6783075,58.842299,105.0464,36.695336,0,0,0,0,0,0,0,0,0,0.12443944,0,0,0,0,0,0,0,0,0,0,0,0
919,213.33157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16092505,6.2777738,20.673296,26.94921,5.1902051,0,0,0,0,0,0,0,0.64212245,19.842055,101.67831,156.84376,70.816714,3.4305001,0,0,0,0,0,0,0,7.6806814,58.860491,105.07887,36.706681,0,0,0,0,0,0,0,0,0,0.12447792,0,0,0,0,0,0,0,0,0,0,0,0
920,213.39751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16097478,6.2797141,20.679685,26.957539,5.1918093,0,0,0,0,0,0,0,0.64232091,19.848187,101.70973,156.89224,70.838602,3.4315604,0,0,0,0,0,0,0,7.6830553,58.878683,105.11135,36.718027,0,0,0,0,0,0,0,0,0,0.12451639,0,0,0,0,0,0,0,0,0,0,0,0
921,213.46344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16102452,6.2816544,20.686075,26.965868,5.1934134,0,0,0,0,0,0,0,0.64251938,19.85432,101.74116,156.94071,70.86049,3.4326206,0,0,0,0,0,0,0,7.6854292,58.896876,105.14383,36.729372,0,0,0,0,0,0,0,0,0,0.12455486,0,0,0,0,0,0,0,0,0,0,0,0
922,213.52938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16107426,6.2835947,20.692465,26.974198,5.1950176,0,0,0,0,0,0,0,0.64271784,19.860453,101.77259,156.98919,70.882377,3.4336809,0,0,0,0,0,0,0,7.6878031,58.915068,105.1763,36.740717,0,0,0,0,0,0,0,0,0,0.12459334,0,0,0,0,0,0,0,0,0,0,0,0
923,213.59531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161124,6.285535,20.698854,26.982527,5.1966217,0,0,0,0,0,0,0,0.6429163,19.866586,101.80401,157.03767,70.904265,3.4347412,0,0,0,0,0,0,0,7.6901771,58.93326,105.20878,36.752062,0,0,0,0,0,0,0,0,0,0.12463181,0,0,0,0,0,0,0,0,0,0,0,0
924,213.66125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16117374,6.2874753,20.705244,26.990856,5.1982259,0,0,0,0,0,0,0,0.64311477,19.872718,101.83544,157.08614,70.926153,3.4358015,0,0,0,0,0,0,0,7.692551,58.951452,105.24126,36.763407,0,0,0,0,0,0,0,0,0,0.12467028,0,0,0,0,0,0,0,0,0,0,0,0
925,213.72718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16122347,6.2894156,20.711633,26.999186,5.1998301,0,0,0,0,0,0,0,0.64331323,19.878851,101.86687,157.13462,70.94804,3.4368618,0,0,0,0,0,0,0,7.6949249,58.969645,105.27374,36.774752,0,0,0,0,0,0,0,0,0,0.12470876,0,0,0,0,0,0,0,0,0,0,0,0
926,213.79312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16127321,6.2913559,20.718023,27.007515,5.2014342,0,0,0,0,0,0,0,0.6435117,19.884984,101.89829,157.1831,70.969928,3.437922,0,0,0,0,0,0,0,7.6972988,58.987837,105.30621,36.786097,0,0,0,0,0,0,0,0,0,0.12474723,0,0,0,0,0,0,0,0,0,0,0,0
927,213.85906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16132295,6.2932962,20.724413,27.015844,5.2030384,0,0,0,0,0,0,0,0.64371016,19.891116,101.92972,157.23157,70.991816,3.4389823,0,0,0,0,0,0,0,7.6996727,59.006029,105.33869,36.797442,0,0,0,0,0,0,0,0,0,0.1247857,0,0,0,0,0,0,0,0,0,0,0,0
928,213.92499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16137269,6.2952365,20.730802,27.024174,5.2046426,0,0,0,0,0,0,0,0.64390862,19.897249,101.96114,157.28005,71.013703,3.4400426,0,0,0,0,0,0,0,7.7020466,59.024222,105.37117,36.808787,0,0,0,0,0,0,0,0,0,0.12482417,0,0,0,0,0,0,0,0,0,0,0,0
929,213.99093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16142243,6.2971768,20.737192,27.032503,5.2062467,0,0,0,0,0,0,0,0.64410709,19.903382,101.99257,157.32853,71.035591,3.4411029,0,0,0,0,0,0,0,7.7044205,59.042414,105.40365,36.820133,0,0,0,0,0,0,0,0,0,0.12486265,0,0,0,0,0,0,0,0,0,0,0,0
930,214.05686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16147216,6.2991171,20.743581,27.040832,5.2078509,0,0,0,0,0,0,0,0.64430555,19.909514,102.024,157.377,71.057479,3.4421632,0,0,0,0,0,0,0,7.7067944,59.060606,105.43612,36.831478,0,0,0,0,0,0,0,0,0,0.12490112,0,0,0,0,0,0,0,0,0,0,0,0
931,214.1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1615219,6.3010574,20.749971,27.049162,5.209455,0,0,0,0,0,0,0,0.64450402,19.915647,102.05542,157.42548,71.079366,3.4432234,0,0,0,0,0,0,0,7.7091683,59.078799,105.4686,36.842823,0,0,0,0,0,0,0,0,0,0.12493959,0,0,0,0,0,0,0,0,0,0,0,0
932,214.18873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16157164,6.3029977,20.756361,27.057491,5.2110592,0,0,0,0,0,0,0,0.64470248,19.92178,102.08685,157.47396,71.101254,3.4442837,0,0,0,0,0,0,0,7.7115422,59.096991,105.50108,36.854168,0,0,0,0,0,0,0,0,0,0.12497807,0,0,0,0,0,0,0,0,0,0,0,0
933,214.25467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16162138,6.304938,20.76275,27.06582,5.2126634,0,0,0,0,0,0,0,0.64490094,19.927912,102.11827,157.52243,71.123142,3.445344,0,0,0,0,0,0,0,7.7139161,59.115183,105.53355,36.865513,0,0,0,0,0,0,0,0,0,0.12501654,0,0,0,0,0,0,0,0,0,0,0,0
934,214.3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16167112,6.3068783,20.76914,27.07415,5.2142675,0,0,0,0,0,0,0,0.64509941,19.934045,102.1497,157.57091,71.145029,3.4464043,0,0,0,0,0,0,0,7.71629,59.133375,105.56603,36.876858,0,0,0,0,0,0,0,0,0,0.12505501,0,0,0,0,0,0,0,0,0,0,0,0
935,214.38654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16172085,6.3088186,20.775529,27.082479,5.2158717,0,0,0,0,0,0,0,0.64529787,19.940178,102.18113,157.61938,71.166917,3.4474646,0,0,0,0,0,0,0,7.7186639,59.151568,105.59851,36.888203,0,0,0,0,0,0,0,0,0,0.12509349,0,0,0,0,0,0,0,0,0,0,0,0
936,214.45247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16177059,6.3107589,20.781919,27.090808,5.2174759,0,0,0,0,0,0,0,0.64549634,19.94631,102.21255,157.66786,71.188805,3.4485249,0,0,0,0,0,0,0,7.7210378,59.16976,105.63099,36.899548,0,0,0,0,0,0,0,0,0,0.12513196,0,0,0,0,0,0,0,0,0,0,0,0
937,214.51841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16182033,6.3126992,20.788309,27.099138,5.21908,0,0,0,0,0,0,0,0.6456948,19.952443,102.24398,157.71634,71.210692,3.4495851,0,0,0,0,0,0,0,7.7234117,59.187952,105.66346,36.910893,0,0,0,0,0,0,0,0,0,0.12517043,0,0,0,0,0,0,0,0,0,0,0,0
938,214.58435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16187007,6.3146395,20.794698,27.107467,5.2206842,0,0,0,0,0,0,0,0.64589326,19.958576,102.27541,157.76481,71.23258,3.4506454,0,0,0,0,0,0,0,7.7257856,59.206145,105.69594,36.922239,0,0,0,0,0,0,0,0,0,0.1252089,0,0,0,0,0,0,0,0,0,0,0,0
939,214.65028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1619198,6.3165798,20.801088,27.115796,5.2222883,0,0,0,0,0,0,0,0.64609173,19.964708,102.30683,157.81329,71.254468,3.4517057,0,0,0,0,0,0,0,7.7281595,59.224337,105.72842,36.933584,0,0,0,0,0,0,0,0,0,0.12524738,0,0,0,0,0,0,0,0,0,0,0,0
940,214.71622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16196954,6.3185201,20.807477,27.124126,5.2238925,0,0,0,0,0,0,0,0.64629019,19.970841,102.33826,157.86177,71.276355,3.452766,0,0,0,0,0,0,0,7.7305334,59.242529,105.76089,36.944929,0,0,0,0,0,0,0,0,0,0.12528585,0,0,0,0,0,0,0,0,0,0,0,0
941,214.78215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16201928,6.3204604,20.813867,27.132455,5.2254967,0,0,0,0,0,0,0,0.64648866,19.976974,102.36968,157.91024,71.298243,3.4538263,0,0,0,0,0,0,0,7.7329074,59.260721,105.79337,36.956274,0,0,0,0,0,0,0,0,0,0.12532432,0,0,0,0,0,0,0,0,0,0,0,0
942,214.84809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16206902,6.3224007,20.820257,27.140784,5.2271008,0,0,0,0,0,0,0,0.64668712,19.983106,102.40111,157.95872,71.320131,3.4548865,0,0,0,0,0,0,0,7.7352813,59.278914,105.82585,36.967619,0,0,0,0,0,0,0,0,0,0.1253628,0,0,0,0,0,0,0,0,0,0,0,0
943,214.91402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16211876,6.3243411,20.826646,27.149113,5.228705,0,0,0,0,0,0,0,0.64688558,19.989239,102.43254,158.0072,71.342018,3.4559468,0,0,0,0,0,0,0,7.7376552,59.297106,105.85833,36.978964,0,0,0,0,0,0,0,0,0,0.12540127,0,0,0,0,0,0,0,0,0,0,0,0
944,214.97996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16216849,6.3262814,20.833036,27.157443,5.2303092,0,0,0,0,0,0,0,0.64708405,19.995372,102.46396,158.05567,71.363906,3.4570071,0,0,0,0,0,0,0,7.7400291,59.315298,105.8908,36.990309,0,0,0,0,0,0,0,0,0,0.12543974,0,0,0,0,0,0,0,0,0,0,0,0
945,215.04589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16221823,6.3282217,20.839425,27.165772,5.2319133,0,0,0,0,0,0,0,0.64728251,20.001504,102.49539,158.10415,71.385794,3.4580674,0,0,0,0,0,0,0,7.742403,59.333491,105.92328,37.001654,0,0,0,0,0,0,0,0,0,0.12547822,0,0,0,0,0,0,0,0,0,0,0,0
