Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa)
2636,204.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15388596,6.0031752,19.769017,25.770414,4.9631783,0,0,0,0,0,0,0,0.61403512,18.974136,97.230757,149.9832,67.719093,3.2804452,0,0,0,0,0,0,0,7.3447177,56.285851,100.48258,35.10108,0,0,0,0,0,0,0,0,0,0.11903308,0,0,0,0,0,0,0,0,0,0,0,0
2637,204.01029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15389361,6.0034735,19.769999,25.771694,4.9634249,0,0,0,0,0,0,0,0.61406563,18.975079,97.235589,149.99065,67.722458,3.2806082,0,0,0,0,0,0,0,7.3450827,56.288648,100.48757,35.102824,0,0,0,0,0,0,0,0,0,0.11903899,0,0,0,0,0,0,0,0,0,0,0,0
2638,204.02043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15390126,6.0037719,19.770982,25.772975,4.9636716,0,0,0,0,0,0,0,0.61409615,18.976021,97.240421,149.9981,67.725823,3.2807713,0,0,0,0,0,0,0,7.3454477,56.291445,100.49256,35.104569,0,0,0,0,0,0,0,0,0,0.11904491,0,0,0,0,0,0,0,0,0,0,0,0
2639,204.03056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1539089,6.0040702,19.771964,25.774256,4.9639182,0,0,0,0,0,0,0,0.61412666,18.976964,97.245252,150.00556,67.729188,3.2809343,0,0,0,0,0,0,0,7.3458127,56.294242,100.49756,35.106313,0,0,0,0,0,0,0,0,0,0.11905083,0,0,0,0,0,0,0,0,0,0,0,0
2640,204.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15391655,6.0043685,19.772947,25.775536,4.9641649,0,0,0,0,0,0,0,0.61415717,18.977907,97.250084,150.01301,67.732554,3.2810973,0,0,0,0,0,0,0,7.3461777,56.297039,100.50255,35.108057,0,0,0,0,0,0,0,0,0,0.11905674,0,0,0,0,0,0,0,0,0,0,0,0
2641,204.05084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1539242,6.0046668,19.773929,25.776817,4.9644115,0,0,0,0,0,0,0,0.61418769,18.97885,97.254916,150.02046,67.735919,3.2812603,0,0,0,0,0,0,0,7.3465427,56.299836,100.50754,35.109802,0,0,0,0,0,0,0,0,0,0.11906266,0,0,0,0,0,0,0,0,0,0,0,0
2642,204.0762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15394333,6.0054132,19.776387,25.780021,4.9650285,0,0,0,0,0,0,0,0.61426402,18.981209,97.267004,150.03911,67.744338,3.2816681,0,0,0,0,0,0,0,7.3474558,56.306834,100.52004,35.114165,0,0,0,0,0,0,0,0,0,0.11907745,0,0,0,0,0,0,0,0,0,0,0,0
2643,204.10156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15396246,6.0061595,19.778844,25.783225,4.9656456,0,0,0,0,0,0,0,0.61434036,18.983568,97.279092,150.05776,67.752757,3.282076,0,0,0,0,0,0,0,7.3483689,56.313831,100.53253,35.118529,0,0,0,0,0,0,0,0,0,0.11909225,0,0,0,0,0,0,0,0,0,0,0,0
2644,204.12692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15398159,6.0069058,19.781302,25.786428,4.9662626,0,0,0,0,0,0,0,0.6144167,18.985927,97.29118,150.0764,67.761176,3.2824838,0,0,0,0,0,0,0,7.349282,56.320829,100.54502,35.122893,0,0,0,0,0,0,0,0,0,0.11910705,0,0,0,0,0,0,0,0,0,0,0,0
2645,204.15229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15400072,6.0076521,19.78376,25.789632,4.9668796,0,0,0,0,0,0,0,0.61449304,18.988286,97.303268,150.09505,67.769595,3.2828916,0,0,0,0,0,0,0,7.3501951,56.327827,100.55751,35.127257,0,0,0,0,0,0,0,0,0,0.11912185,0,0,0,0,0,0,0,0,0,0,0,0
2646,204.17765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15401985,6.0083985,19.786218,25.792836,4.9674967,0,0,0,0,0,0,0,0.61456938,18.990645,97.315356,150.11369,67.778014,3.2832995,0,0,0,0,0,0,0,7.3511082,56.334824,100.57,35.131621,0,0,0,0,0,0,0,0,0,0.11913665,0,0,0,0,0,0,0,0,0,0,0,0
2647,204.20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15403899,6.0091448,19.788675,25.79604,4.9681137,0,0,0,0,0,0,0,0.61464572,18.993004,97.327443,150.13234,67.786433,3.2837073,0,0,0,0,0,0,0,7.3520213,56.341822,100.5825,35.135985,0,0,0,0,0,0,0,0,0,0.11915145,0,0,0,0,0,0,0,0,0,0,0,0
2648,204.22837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15405812,6.0098911,19.791133,25.799244,4.9687307,0,0,0,0,0,0,0,0.61472205,18.995362,97.339531,150.15099,67.794851,3.2841151,0,0,0,0,0,0,0,7.3529344,56.348819,100.59499,35.140348,0,0,0,0,0,0,0,0,0,0.11916624,0,0,0,0,0,0,0,0,0,0,0,0
2649,204.25373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15407725,6.0106374,19.793591,25.802448,4.9693477,0,0,0,0,0,0,0,0.61479839,18.997721,97.351619,150.16963,67.80327,3.284523,0,0,0,0,0,0,0,7.3538475,56.355817,100.60748,35.144712,0,0,0,0,0,0,0,0,0,0.11918104,0,0,0,0,0,0,0,0,0,0,0,0
2650,204.27909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15409638,6.0113838,19.796049,25.805651,4.9699648,0,0,0,0,0,0,0,0.61487473,19.00008,97.363707,150.18828,67.811689,3.2849308,0,0,0,0,0,0,0,7.3547606,56.362814,100.61997,35.149076,0,0,0,0,0,0,0,0,0,0.11919584,0,0,0,0,0,0,0,0,0,0,0,0
2651,204.30446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15411551,6.0121301,19.798506,25.808855,4.9705818,0,0,0,0,0,0,0,0.61495107,19.002439,97.375795,150.20693,67.820108,3.2853386,0,0,0,0,0,0,0,7.3556738,56.369812,100.63247,35.15344,0,0,0,0,0,0,0,0,0,0.11921064,0,0,0,0,0,0,0,0,0,0,0,0
2652,204.32982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15413464,6.0128764,19.800964,25.812059,4.9711988,0,0,0,0,0,0,0,0.61502741,19.004798,97.387883,150.22557,67.828527,3.2857465,0,0,0,0,0,0,0,7.3565869,56.37681,100.64496,35.157804,0,0,0,0,0,0,0,0,0,0.11922544,0,0,0,0,0,0,0,0,0,0,0,0
2653,204.35518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15415377,6.0136227,19.803422,25.815263,4.9718159,0,0,0,0,0,0,0,0.61510374,19.007157,97.399971,150.24422,67.836946,3.2861543,0,0,0,0,0,0,0,7.3575,56.383807,100.65745,35.162168,0,0,0,0,0,0,0,0,0,0.11924024,0,0,0,0,0,0,0,0,0,0,0,0
2654,204.38054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15417291,6.0143691,19.805879,25.818467,4.9724329,0,0,0,0,0,0,0,0.61518008,19.009516,97.412059,150.26286,67.845365,3.2865621,0,0,0,0,0,0,0,7.3584131,56.390805,100.66994,35.166531,0,0,0,0,0,0,0,0,0,0.11925504,0,0,0,0,0,0,0,0,0,0,0,0
2655,204.4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15419204,6.0151154,19.808337,25.82167,4.9730499,0,0,0,0,0,0,0,0.61525642,19.011875,97.424147,150.28151,67.853784,3.2869699,0,0,0,0,0,0,0,7.3593262,56.397802,100.68243,35.170895,0,0,0,0,0,0,0,0,0,0.11926983,0,0,0,0,0,0,0,0,0,0,0,0
2656,204.43126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15421117,6.0158617,19.810795,25.824874,4.973667,0,0,0,0,0,0,0,0.61533276,19.014234,97.436235,150.30016,67.862203,3.2873778,0,0,0,0,0,0,0,7.3602393,56.4048,100.69493,35.175259,0,0,0,0,0,0,0,0,0,0.11928463,0,0,0,0,0,0,0,0,0,0,0,0
2657,204.45663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1542303,6.0166081,19.813253,25.828078,4.974284,0,0,0,0,0,0,0,0.6154091,19.016593,97.448323,150.3188,67.870622,3.2877856,0,0,0,0,0,0,0,7.3611524,56.411797,100.70742,35.179623,0,0,0,0,0,0,0,0,0,0.11929943,0,0,0,0,0,0,0,0,0,0,0,0
2658,204.48199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15424943,6.0173544,19.81571,25.831282,4.974901,0,0,0,0,0,0,0,0.61548543,19.018951,97.460411,150.33745,67.879041,3.2881934,0,0,0,0,0,0,0,7.3620655,56.418795,100.71991,35.183987,0,0,0,0,0,0,0,0,0,0.11931423,0,0,0,0,0,0,0,0,0,0,0,0
2659,204.50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15426856,6.0181007,19.818168,25.834486,4.9755181,0,0,0,0,0,0,0,0.61556177,19.02131,97.472499,150.35609,67.88746,3.2886013,0,0,0,0,0,0,0,7.3629786,56.425793,100.7324,35.188351,0,0,0,0,0,0,0,0,0,0.11932903,0,0,0,0,0,0,0,0,0,0,0,0
2660,204.53271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15428769,6.018847,19.820626,25.83769,4.9761351,0,0,0,0,0,0,0,0.61563811,19.023669,97.484586,150.37474,67.895879,3.2890091,0,0,0,0,0,0,0,7.3638917,56.43279,100.74489,35.192714,0,0,0,0,0,0,0,0,0,0.11934383,0,0,0,0,0,0,0,0,0,0,0,0
2661,204.55807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15430682,6.0195934,19.823084,25.840893,4.9767521,0,0,0,0,0,0,0,0.61571445,19.026028,97.496674,150.39339,67.904298,3.2894169,0,0,0,0,0,0,0,7.3648049,56.439788,100.75739,35.197078,0,0,0,0,0,0,0,0,0,0.11935862,0,0,0,0,0,0,0,0,0,0,0,0
2662,204.58344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15432596,6.0203397,19.825541,25.844097,4.9773692,0,0,0,0,0,0,0,0.61579079,19.028387,97.508762,150.41203,67.912717,3.2898248,0,0,0,0,0,0,0,7.365718,56.446785,100.76988,35.201442,0,0,0,0,0,0,0,0,0,0.11937342,0,0,0,0,0,0,0,0,0,0,0,0
2663,204.6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15434509,6.021086,19.827999,25.847301,4.9779862,0,0,0,0,0,0,0,0.61586712,19.030746,97.52085,150.43068,67.921136,3.2902326,0,0,0,0,0,0,0,7.3666311,56.453783,100.78237,35.205806,0,0,0,0,0,0,0,0,0,0.11938822,0,0,0,0,0,0,0,0,0,0,0,0
2664,204.63416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15436422,6.0218323,19.830457,25.850505,4.9786032,0,0,0,0,0,0,0,0.61594346,19.033105,97.532938,150.44933,67.929555,3.2906404,0,0,0,0,0,0,0,7.3675442,56.46078,100.79486,35.21017,0,0,0,0,0,0,0,0,0,0.11940302,0,0,0,0,0,0,0,0,0,0,0,0
2665,204.65952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15438335,6.0225787,19.832914,25.853709,4.9792203,0,0,0,0,0,0,0,0.6160198,19.035464,97.545026,150.46797,67.937974,3.2910483,0,0,0,0,0,0,0,7.3684573,56.467778,100.80736,35.214534,0,0,0,0,0,0,0,0,0,0.11941782,0,0,0,0,0,0,0,0,0,0,0,0
2666,204.68488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15440248,6.023325,19.835372,25.856913,4.9798373,0,0,0,0,0,0,0,0.61609614,19.037823,97.557114,150.48662,67.946393,3.2914561,0,0,0,0,0,0,0,7.3693704,56.474776,100.81985,35.218897,0,0,0,0,0,0,0,0,0,0.11943262,0,0,0,0,0,0,0,0,0,0,0,0
2667,204.71024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15442161,6.0240713,19.83783,25.860116,4.9804543,0,0,0,0,0,0,0,0.61617248,19.040182,97.569202,150.50526,67.954812,3.2918639,0,0,0,0,0,0,0,7.3702835,56.481773,100.83234,35.223261,0,0,0,0,0,0,0,0,0,0.11944741,0,0,0,0,0,0,0,0,0,0,0,0
2668,204.73561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15444074,6.0248176,19.840288,25.86332,4.9810714,0,0,0,0,0,0,0,0.61624881,19.042541,97.58129,150.52391,67.963231,3.2922718,0,0,0,0,0,0,0,7.3711966,56.488771,100.84483,35.227625,0,0,0,0,0,0,0,0,0,0.11946221,0,0,0,0,0,0,0,0,0,0,0,0
2669,204.76097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15445988,6.025564,19.842745,25.866524,4.9816884,0,0,0,0,0,0,0,0.61632515,19.044899,97.593378,150.54256,67.97165,3.2926796,0,0,0,0,0,0,0,7.3721097,56.495768,100.85732,35.231989,0,0,0,0,0,0,0,0,0,0.11947701,0,0,0,0,0,0,0,0,0,0,0,0
2670,204.78633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15447901,6.0263103,19.845203,25.869728,4.9823054,0,0,0,0,0,0,0,0.61640149,19.047258,97.605466,150.5612,67.980069,3.2930874,0,0,0,0,0,0,0,7.3730228,56.502766,100.86982,35.236353,0,0,0,0,0,0,0,0,0,0.11949181,0,0,0,0,0,0,0,0,0,0,0,0
2671,204.81169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15449814,6.0270566,19.847661,25.872932,4.9829225,0,0,0,0,0,0,0,0.61647783,19.049617,97.617554,150.57985,67.988488,3.2934952,0,0,0,0,0,0,0,7.373936,56.509763,100.88231,35.240717,0,0,0,0,0,0,0,0,0,0.11950661,0,0,0,0,0,0,0,0,0,0,0,0
2672,204.83705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15451727,6.027803,19.850118,25.876136,4.9835395,0,0,0,0,0,0,0,0.61655417,19.051976,97.629641,150.5985,67.996907,3.2939031,0,0,0,0,0,0,0,7.3748491,56.516761,100.8948,35.24508,0,0,0,0,0,0,0,0,0,0.11952141,0,0,0,0,0,0,0,0,0,0,0,0
2673,204.86241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1545364,6.0285493,19.852576,25.879339,4.9841565,0,0,0,0,0,0,0,0.6166305,19.054335,97.641729,150.61714,68.005326,3.2943109,0,0,0,0,0,0,0,7.3757622,56.523758,100.90729,35.249444,0,0,0,0,0,0,0,0,0,0.11953621,0,0,0,0,0,0,0,0,0,0,0,0
2674,204.88778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15455553,6.0292956,19.855034,25.882543,4.9847736,0,0,0,0,0,0,0,0.61670684,19.056694,97.653817,150.63579,68.013745,3.2947187,0,0,0,0,0,0,0,7.3766753,56.530756,100.91979,35.253808,0,0,0,0,0,0,0,0,0,0.119551,0,0,0,0,0,0,0,0,0,0,0,0
2675,204.91314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15457466,6.0300419,19.857492,25.885747,4.9853906,0,0,0,0,0,0,0,0.61678318,19.059053,97.665905,150.65443,68.022164,3.2951266,0,0,0,0,0,0,0,7.3775884,56.537754,100.93228,35.258172,0,0,0,0,0,0,0,0,0,0.1195658,0,0,0,0,0,0,0,0,0,0,0,0
2676,204.9385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1545938,6.0307883,19.859949,25.888951,4.9860076,0,0,0,0,0,0,0,0.61685952,19.061412,97.677993,150.67308,68.030583,3.2955344,0,0,0,0,0,0,0,7.3785015,56.544751,100.94477,35.262536,0,0,0,0,0,0,0,0,0,0.1195806,0,0,0,0,0,0,0,0,0,0,0,0
2677,204.96386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15461293,6.0315346,19.862407,25.892155,4.9866247,0,0,0,0,0,0,0,0.61693586,19.063771,97.690081,150.69173,68.039002,3.2959422,0,0,0,0,0,0,0,7.3794146,56.551749,100.95726,35.2669,0,0,0,0,0,0,0,0,0,0.1195954,0,0,0,0,0,0,0,0,0,0,0,0
2678,204.98922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15463206,6.0322809,19.864865,25.895359,4.9872417,0,0,0,0,0,0,0,0.6170122,19.06613,97.702169,150.71037,68.047421,3.2963501,0,0,0,0,0,0,0,7.3803277,56.558746,100.96975,35.271264,0,0,0,0,0,0,0,0,0,0.1196102,0,0,0,0,0,0,0,0,0,0,0,0
2679,205.01458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15465119,6.0330272,19.867323,25.898562,4.9878587,0,0,0,0,0,0,0,0.61708853,19.068488,97.714257,150.72902,68.05584,3.2967579,0,0,0,0,0,0,0,7.3812408,56.565744,100.98225,35.275627,0,0,0,0,0,0,0,0,0,0.119625,0,0,0,0,0,0,0,0,0,0,0,0
2680,205.03995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15467032,6.0337736,19.86978,25.901766,4.9884757,0,0,0,0,0,0,0,0.61716487,19.070847,97.726345,150.74767,68.064259,3.2971657,0,0,0,0,0,0,0,7.3821539,56.572741,100.99474,35.279991,0,0,0,0,0,0,0,0,0,0.11963979,0,0,0,0,0,0,0,0,0,0,0,0
2681,205.06531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15468945,6.0345199,19.872238,25.90497,4.9890928,0,0,0,0,0,0,0,0.61724121,19.073206,97.738433,150.76631,68.072678,3.2975736,0,0,0,0,0,0,0,7.383067,56.579739,101.00723,35.284355,0,0,0,0,0,0,0,0,0,0.11965459,0,0,0,0,0,0,0,0,0,0,0,0
2682,205.09067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15470858,6.0352662,19.874696,25.908174,4.9897098,0,0,0,0,0,0,0,0.61731755,19.075565,97.750521,150.78496,68.081097,3.2979814,0,0,0,0,0,0,0,7.3839802,56.586737,101.01972,35.288719,0,0,0,0,0,0,0,0,0,0.11966939,0,0,0,0,0,0,0,0,0,0,0,0
2683,205.11603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15472772,6.0360125,19.877153,25.911378,4.9903268,0,0,0,0,0,0,0,0.61739389,19.077924,97.762609,150.8036,68.089516,3.2983892,0,0,0,0,0,0,0,7.3848933,56.593734,101.03222,35.293083,0,0,0,0,0,0,0,0,0,0.11968419,0,0,0,0,0,0,0,0,0,0,0,0
2684,205.14139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15474685,6.0367589,19.879611,25.914582,4.9909439,0,0,0,0,0,0,0,0.61747022,19.080283,97.774697,150.82225,68.097935,3.2987971,0,0,0,0,0,0,0,7.3858064,56.600732,101.04471,35.297447,0,0,0,0,0,0,0,0,0,0.11969899,0,0,0,0,0,0,0,0,0,0,0,0
2685,205.16675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15476598,6.0375052,19.882069,25.917785,4.9915609,0,0,0,0,0,0,0,0.61754656,19.082642,97.786784,150.8409,68.106353,3.2992049,0,0,0,0,0,0,0,7.3867195,56.607729,101.0572,35.30181,0,0,0,0,0,0,0,0,0,0.11971379,0,0,0,0,0,0,0,0,0,0,0,0
2686,205.19212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15478511,6.0382515,19.884527,25.920989,4.9921779,0,0,0,0,0,0,0,0.6176229,19.085001,97.798872,150.85954,68.114772,3.2996127,0,0,0,0,0,0,0,7.3876326,56.614727,101.06969,35.306174,0,0,0,0,0,0,0,0,0,0.11972859,0,0,0,0,0,0,0,0,0,0,0,0
2687,205.21748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15480424,6.0389979,19.886984,25.924193,4.992795,0,0,0,0,0,0,0,0.61769924,19.08736,97.81096,150.87819,68.123191,3.3000206,0,0,0,0,0,0,0,7.3885457,56.621724,101.08218,35.310538,0,0,0,0,0,0,0,0,0,0.11974338,0,0,0,0,0,0,0,0,0,0,0,0
2688,205.24284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15482337,6.0397442,19.889442,25.927397,4.993412,0,0,0,0,0,0,0,0.61777558,19.089719,97.823048,150.89683,68.13161,3.3004284,0,0,0,0,0,0,0,7.3894588,56.628722,101.09468,35.314902,0,0,0,0,0,0,0,0,0,0.11975818,0,0,0,0,0,0,0,0,0,0,0,0
2689,205.2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1548425,6.0404905,19.8919,25.930601,4.994029,0,0,0,0,0,0,0,0.61785191,19.092077,97.835136,150.91548,68.140029,3.3008362,0,0,0,0,0,0,0,7.3903719,56.63572,101.10717,35.319266,0,0,0,0,0,0,0,0,0,0.11977298,0,0,0,0,0,0,0,0,0,0,0,0
2690,205.29356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15486164,6.0412368,19.894357,25.933805,4.9946461,0,0,0,0,0,0,0,0.61792825,19.094436,97.847224,150.93413,68.148448,3.301244,0,0,0,0,0,0,0,7.391285,56.642717,101.11966,35.32363,0,0,0,0,0,0,0,0,0,0.11978778,0,0,0,0,0,0,0,0,0,0,0,0
2691,205.31892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15488077,6.0419832,19.896815,25.937008,4.9952631,0,0,0,0,0,0,0,0.61800459,19.096795,97.859312,150.95277,68.156867,3.3016519,0,0,0,0,0,0,0,7.3921981,56.649715,101.13215,35.327993,0,0,0,0,0,0,0,0,0,0.11980258,0,0,0,0,0,0,0,0,0,0,0,0
