Time (ms),Avg stress (kPa),Upper (kPa),Lower (kPa)
580.5806,244.9646,252.6166,237.3126
585.5856,248.3087,255.9292,240.6882
590.5906,251.6527,259.2491,244.0564
595.5956,254.7241,262.3768,247.0713
600.6006,257.4406,265.0454,249.8357
605.6056,260.157,267.7141,252.6
610.6106,262.8735,270.383,255.364
615.6156,265.59,273.0521,258.1279
620.6206,268.3065,275.7214,260.8916
625.6256,271.023,278.3909,263.6551
630.6306,273.7395,281.0605,266.4184
635.6356,276.456,283.7304,269.1815
640.6406,279.1725,286.4005,271.9444
645.6456,281.8889,289.0707,274.7071
650.6507,284.6054,291.7412,277.4696
655.6557,287.3219,294.4119,280.2319
660.6607,290.0384,297.0828,282.994
665.6657,292.7549,299.754,285.7558
670.6707,295.4714,302.4253,288.5174
675.6757,298.1879,305.0969,291.2788
680.6807,300.9044,307.7688,294.0399
685.6857,303.6208,310.4408,296.8008
690.6907,306.3373,313.1132,299.5615
695.6957,309.0538,315.7857,302.3219
700.7007,311.7703,318.4586,305.0821
705.7057,313.9506,320.5739,307.3273
710.7107,315.6751,322.2155,309.1348
715.7157,317.3997,323.8574,310.942
720.7207,319.1243,325.4996,312.7489
725.7257,320.8488,327.1422,314.5555
730.7307,322.5734,328.7851,316.3617
735.7357,324.298,330.4284,318.1675
740.7407,326.0225,332.0721,319.973
745.7457,327.7471,333.7162,321.778
750.7508,329.4717,335.3607,323.5827
755.7558,331.1962,337.0056,325.3869
760.7608,332.9208,338.6509,327.1907
765.7658,334.6454,340.2967,328.994
770.7708,336.3699,341.943,330.7968
775.7758,338.0945,343.5899,332.5991
780.7808,339.8191,345.2372,334.4009
785.7858,341.5436,346.8851,336.2022
790.7908,343.2682,348.5335,338.0029
795.7958,344.9928,350.1826,339.8029
800.8008,346.7173,351.8323,341.6024
805.8058,348.4419,353.4826,343.4012
810.8108,350.1665,355.1336,345.1993
815.8158,351.3185,356.2683,346.3687
820.8208,352.2158,357.0641,347.3674
825.8258,353.113,357.8619,348.364
830.8308,354.0102,358.6618,349.3586
835.8358,354.9075,359.464,350.3509
840.8408,355.8047,360.2685,351.3409
845.8458,356.7019,361.0756,352.3283
850.8509,357.5991,361.8853,353.313
855.8559,358.4964,362.6979,354.2948
860.8609,359.3936,363.5136,355.2737
865.8659,360.2908,364.3324,356.2493
870.8709,361.1881,365.1547,357.2214
875.8759,362.0853,365.9806,358.19
880.8809,362.9825,366.8103,359.1548
885.8859,363.8798,367.644,360.1155
890.8909,364.777,368.4819,361.0721
895.8959,365.6742,369.3243,362.0242
900.9009,366.5715,370.1713,362.9717
905.9059,367.4687,371.0231,363.9143
910.9109,368.3659,371.8799,364.852
915.9159,369.2632,372.7419,365.7844
920.9209,370.1604,373.6093,366.7115
925.9259,370.7015,374.1603,367.2426
930.9309,371.2368,374.7195,367.7542
935.9359,371.7722,375.2918,368.2526
940.9409,372.238,375.76,368.716
945.9459,372.6549,376.1488,369.1611
950.951,373.0719,376.5376,369.6062
955.956,373.4889,376.9264,370.0514
960.961,373.9059,377.3153,370.4964
965.966,374.3229,377.7042,370.9415
970.971,374.7398,378.0931,371.3865
975.976,375.1568,378.4821,371.8316
980.981,375.5738,378.871,372.2766
985.986,375.9908,379.26,372.7215
990.991,376.4077,379.649,373.1665
995.996,376.8247,380.0381,373.6114
1001.001,377.2417,380.4271,374.0563
1006.006,377.6587,380.8162,374.5011
1011.011,378.0757,381.2053,374.946
1016.016,378.4926,381.5945,375.3908
1021.021,378.9096,381.9837,375.8355
1026.026,379.3266,382.3729,376.2803
1031.031,379.743,382.7627,376.7233
1036.036,380.0645,383.2384,376.8906
1041.041,380.3861,383.7145,377.0577
1046.046,380.707,384.1893,377.2246
1051.051,380.8875,384.388,377.387
1056.056,381.052,384.5609,377.543
1061.061,381.2164,384.7339,377.6989
1066.066,381.3809,384.907,377.8547
1071.071,381.5453,385.0803,378.0103
1076.076,381.7097,385.2536,378.1659
1081.081,381.8742,385.4272,378.3212
1086.086,382.0386,385.6008,378.4765
1091.091,382.2031,385.7746,378.6316
1096.096,382.3675,385.9484,378.7866
1101.101,382.532,386.1224,378.9415
1106.106,382.6964,386.2966,379.0963
1111.111,382.8609,386.4708,379.2509
1116.116,383.0253,386.6452,379.4054
1121.121,383.1898,386.8197,379.5598
1126.126,383.3542,386.9943,379.7141
1131.131,383.5187,387.1691,379.8682
1136.136,383.6831,387.3439,380.0223
1141.141,383.8361,387.5288,380.1433
1146.146,383.9502,387.7474,380.153
1151.151,384.0643,387.966,380.1627
1156.156,384.1768,388.1805,380.1731
1161.161,384.2359,388.2656,380.2061
1166.166,384.295,388.3524,380.2376
1171.171,384.3541,388.4407,380.2674
1176.176,384.3825,388.4826,380.2824
1181.181,384.4048,388.5151,380.2946
1186.186,384.4272,388.5476,380.3067
1191.191,384.4495,388.5801,380.3189
1196.196,384.4718,388.6127,380.331
1201.201,384.4942,388.6453,380.3431
1206.206,384.5165,388.6779,380.3551
1211.211,384.5388,388.7106,380.3671
1216.216,384.5612,388.7432,380.3791
1221.221,384.5835,388.7759,380.3911
1226.226,384.6059,388.8087,380.403
1231.231,384.6282,388.8414,380.415
1236.236,384.6505,388.8742,380.4268
1241.241,384.6729,388.907,380.4387
1246.246,384.6952,388.9399,380.4505
1251.251,384.7112,388.9786,380.4438
1256.256,384.7082,389.0349,380.3815
1261.261,384.7052,389.0912,380.3192
1266.266,384.6953,389.1321,380.2586
1271.271,384.6652,389.1275,380.203
1276.276,384.6351,389.1237,380.1465
1281.281,384.6041,389.119,380.0891
1286.286,384.5577,389.0884,380.0271
1291.291,384.5114,389.0579,379.9649
1296.296,384.4651,389.0277,379.9025
1301.301,384.4187,388.9976,379.8399
1306.306,384.3724,388.9677,379.7771
1311.311,384.326,388.9379,379.7141
1316.316,384.2797,388.9084,379.651
1321.321,384.2334,388.879,379.5877
1326.326,384.187,388.8498,379.5242
1331.331,384.1407,388.8208,379.4606
1336.336,384.0943,388.7919,379.3968
1341.341,384.048,388.7632,379.3328
1346.346,384.0016,388.7347,379.2686
1351.351,383.9553,388.7063,379.2043
1356.356,383.909,388.6781,379.1398
1361.361,383.8648,388.648,379.0816
1366.366,383.823,388.6157,379.0302
1371.371,383.7812,388.5836,378.9788
1376.376,383.7365,388.5457,378.9272
1381.381,383.6841,388.4926,378.8756
1386.386,383.6317,388.4398,378.8235
1391.391,383.5786,388.3861,378.771
1396.396,383.5175,388.3169,378.7181
1401.401,383.4564,388.2478,378.665
1406.406,383.3953,388.1789,378.6116
1411.411,383.3342,388.1102,378.5581
1416.416,383.2731,388.0417,378.5044
1421.421,383.212,387.9734,378.4505
1426.426,383.1509,387.9053,378.3965
1431.431,383.0898,387.8374,378.3422
1436.436,383.0287,387.7697,378.2877
1441.441,382.9676,387.7021,378.2331
1446.446,382.9065,387.6348,378.1782
1451.451,382.8454,387.5677,378.1231
1456.456,382.7843,387.5007,378.0679
1461.461,382.7232,387.434,378.0124
1466.466,382.6621,387.3674,377.9568
1471.471,382.601,387.3011,377.9009
1476.476,382.5399,387.2349,377.8449
1481.481,382.4788,387.169,377.7886
1486.486,382.4204,387.1002,377.7407
1491.491,382.3648,387.0286,377.701
1496.496,382.3092,386.9573,377.6612
1501.502,382.2536,386.8861,377.6211
1506.507,382.198,386.8152,377.5808
1511.512,382.1424,386.7446,377.5402
1516.517,382.0858,386.6719,377.4996
1521.522,382.0203,386.5796,377.4611
1526.527,381.9549,386.4874,377.4225
1531.532,381.8895,386.3953,377.3838
1536.537,381.8241,386.3032,377.345
1541.542,381.7587,386.2112,377.3061
1546.547,381.6933,386.1193,377.2672
1551.552,381.6278,386.0275,377.2281
1556.557,381.5624,385.9358,377.189
1561.562,381.497,385.8442,377.1498
1566.567,381.4316,385.7526,377.1105
1571.572,381.3662,385.6612,377.0712
1576.577,381.3008,385.5698,377.0317
1581.582,381.2353,385.4786,376.9921
1586.587,381.1699,385.3874,376.9525
1591.592,381.1045,385.2963,376.9127
1596.597,381.0468,385.2042,376.8894
1601.602,380.9921,385.1116,376.8725
1606.607,380.9374,385.0192,376.8555
1611.612,380.8826,384.9268,376.8385
1616.617,380.8279,384.8345,376.8213
1621.622,380.7732,384.7423,376.8041
1626.627,380.7168,384.646,376.7875
1631.632,380.6567,384.5412,376.7722
1636.637,380.5966,384.4363,376.7569
1641.642,380.5365,384.3315,376.7415
1646.647,380.4764,384.2267,376.7261
1651.652,380.4163,384.122,376.7107
1656.657,380.3562,384.0173,376.6952
1661.662,380.2962,383.9126,376.6797
1666.667,380.2361,383.808,376.6642
1671.672,380.176,383.7034,376.6486
1676.677,380.1159,383.5988,376.633
1681.682,380.0558,383.4943,376.6173
1686.687,379.9957,383.3899,376.6016
1691.692,379.9356,383.2855,376.5858
1696.697,379.8756,383.1812,376.57
1701.702,379.8155,383.0769,376.5541
1706.707,379.7608,382.98,376.5416
1711.712,379.7081,382.8857,376.5304
1716.717,379.6553,382.7914,376.5192
1721.722,379.6026,382.6972,376.508
1726.727,379.5499,382.6029,376.4968
1731.732,379.4971,382.5086,376.4856
1736.737,379.4447,382.4152,376.4742
1741.742,379.3926,382.3224,376.4628
1746.747,379.3405,382.2297,376.4513
1751.752,379.2883,382.1369,376.4398
1756.757,379.2362,382.0442,376.4283
1761.762,379.1841,381.9514,376.4168
1766.767,379.132,381.8586,376.4053
1771.772,379.0799,381.7659,376.3938
1776.777,379.0277,381.6731,376.3823
1781.782,378.9756,381.5804,376.3708
1786.787,378.9235,381.4876,376.3593
1791.792,378.8714,381.3949,376.3478
1796.797,378.8192,381.3021,376.3363
1801.802,378.7671,381.2094,376.3249
1806.807,378.715,381.1166,376.3134
1811.812,378.6629,381.0239,376.3019
1816.817,378.6123,380.9298,376.2949
1821.822,378.5619,380.8356,376.2881
1826.827,378.5114,380.7414,376.2813
1831.832,378.4649,380.6528,376.277
1836.837,378.4196,380.5658,376.2733
1841.842,378.3742,380.4789,376.2696
1846.847,378.3289,380.3921,376.2658
1851.852,378.2836,380.3052,376.262
1856.857,378.2383,380.2184,376.2582
1861.862,378.194,380.1342,376.2539
1866.867,378.1506,380.0519,376.2493
1871.872,378.1071,379.9696,376.2446
1876.877,378.0636,379.8873,376.2398
1881.882,378.0201,379.805,376.2351
1886.887,377.9766,379.7228,376.2303
1891.892,377.9331,379.6406,376.2255
1896.897,377.8896,379.5585,376.2207
1901.902,377.8461,379.4764,376.2158
1906.907,377.8026,379.3943,376.2109
1911.912,377.7591,379.3123,376.206
1916.917,377.7156,379.2303,376.201
1921.922,377.6721,379.1483,376.1959
1926.927,377.6286,379.0664,376.1909
1931.932,377.5851,378.9846,376.1857
1936.937,377.5416,378.9028,376.1805
1941.942,377.5068,378.829,376.1846
1946.947,377.4721,378.7557,376.1885
1951.952,377.4374,378.6828,376.192
1956.957,377.4027,378.6102,376.1951
1961.962,377.3679,378.5381,376.1978
1966.967,377.3332,378.4664,376.2
1971.972,377.3028,378.4046,376.2011
1976.977,377.2754,378.3494,376.2015
1981.982,377.248,378.2943,376.2018
1986.987,377.2206,378.2395,376.2018
1991.992,377.1932,378.1848,376.2017
1996.997,377.1658,378.1303,376.2013
2002.002,377.1384,378.0761,376.2007
2007.007,377.111,378.0222,376.1998
2012.012,377.0836,377.9686,376.1987
2017.017,377.0562,377.9152,376.1972
2022.022,377.0288,377.8622,376.1954
2027.027,377.0014,377.8096,376.1932
2032.032,376.974,377.7574,376.1906
2037.037,376.9466,377.7056,376.1876
2042.042,376.9192,377.6544,376.184
2047.047,376.8907,377.6048,376.1765
2052.052,376.8578,377.56,376.1556
2057.057,376.825,377.5158,376.1342
2062.062,376.7921,377.4721,376.1122
2067.067,376.7593,377.429,376.0896
2072.072,376.7264,377.3864,376.0664
2077.077,376.6936,377.3445,376.0426
2082.082,376.6652,377.309,376.0214
2087.087,376.6378,377.2749,376.0007
2092.092,376.6104,377.2409,375.9798
2097.097,376.583,377.2072,375.9588
2102.102,376.5556,377.1736,375.9376
2107.107,376.5282,377.1402,375.9162
2112.112,376.5008,377.107,375.8946
2117.117,376.4734,377.0739,375.8728
2122.122,376.446,377.0411,375.8508
2127.127,376.4186,377.0085,375.8286
2132.132,376.3912,376.9761,375.8062
2137.137,376.3638,376.944,375.7836
2142.142,376.3364,376.912,375.7607
2147.147,376.309,376.8803,375.7376
2152.152,376.2816,376.8488,375.7143
2157.157,376.2517,376.8179,375.6855
2162.162,376.2138,376.7883,375.6392
2167.167,376.1758,376.7588,375.5929
2172.172,376.1379,376.7292,375.5465
2177.177,376.0999,376.6997,375.5002
2182.182,376.062,376.6701,375.4538
2187.187,376.024,376.6406,375.4075
2192.192,375.988,376.6125,375.3635
2197.197,375.9524,376.5848,375.32
2202.202,375.9168,376.5571,375.2765
2207.207,375.8812,376.5294,375.2329
2212.212,375.8455,376.5018,375.1893
2217.217,375.8099,376.4742,375.1457
2222.222,375.7743,376.4466,375.102
2227.227,375.7387,376.419,375.0583
2232.232,375.703,376.3915,375.0146
2237.237,375.6674,376.364,374.9708
2242.242,375.6318,376.3366,374.927
2247.247,375.5962,376.3091,374.8832
2252.252,375.5606,376.2817,374.8394
2257.257,375.5249,376.2543,374.7956
2262.262,375.4893,376.227,374.7517
2267.267,375.4544,376.2047,374.7042
2272.272,375.4204,376.1885,374.6523
2277.277,375.3863,376.1723,374.6004
2282.282,375.3523,376.1562,374.5484
2287.287,375.3183,376.14,374.4965
2292.292,375.2842,376.1239,374.4446
2297.297,375.2504,376.1079,374.3928
2302.302,375.2191,376.0946,374.3436
2307.307,375.1879,376.0814,374.2944
2312.312,375.1567,376.0682,374.2451
2317.317,375.1254,376.0551,374.1958
2322.322,375.0942,376.042,374.1464
2327.327,375.063,376.029,374.0969
2332.332,375.0318,376.0161,374.0474
2337.337,375.0005,376.0032,373.9979
2342.342,374.9693,375.9903,373.9483
2347.347,374.9381,375.9775,373.8986
2352.352,374.9068,375.9647,373.849
2357.357,374.8756,375.952,373.7993
2362.362,374.8444,375.9392,373.7495
2367.367,374.8131,375.9266,373.6997
2372.372,374.7819,375.9139,373.6499
2377.377,374.7555,375.9075,373.6036
2382.382,374.7345,375.9078,373.5612
2387.387,374.7134,375.9081,373.5187
2392.392,374.6924,375.9085,373.4763
2397.397,374.6713,375.9088,373.4338
2402.402,374.6503,375.9092,373.3914
2407.407,374.6293,375.9097,373.3489
2412.412,374.6085,375.9104,373.3066
2417.417,374.5877,375.9111,373.2643
2422.422,374.5669,375.9118,373.222
2427.427,374.5461,375.9125,373.1797
2432.432,374.5253,375.9133,373.1374
2437.437,374.5045,375.914,373.0951
2442.442,374.4837,375.9147,373.0527
2447.447,374.4629,375.9155,373.0104
2452.452,374.4421,375.9162,372.968
2457.457,374.4213,375.917,372.9257
2462.462,374.4005,375.9178,372.8833
2467.467,374.3797,375.9185,372.8409
2472.472,374.3589,375.9193,372.7985
2477.477,374.3381,375.9201,372.7562
2482.482,374.3173,375.9209,372.7138
2487.487,374.2964,375.9218,372.6709
2492.492,374.2753,375.9228,372.6278
2497.497,374.2543,375.9238,372.5847
2502.503,374.2379,375.9373,372.5385
2507.508,374.2262,375.9632,372.4892
2512.513,374.2145,375.9893,372.4398
2517.518,374.205,376.0177,372.3924
2522.523,374.2005,376.0513,372.3497
2527.528,374.196,376.0848,372.3071
2532.533,374.1914,376.1184,372.2644
2537.538,374.1869,376.152,372.2217
2542.543,374.1824,376.1856,372.1791
2547.548,374.1778,376.2192,372.1364
2552.553,374.1733,376.2528,372.0937
2557.558,374.1687,376.2864,372.0511
2562.563,374.1642,376.32,372.0084
2567.568,374.1597,376.3536,371.9657
2572.573,374.1551,376.3872,371.923
2577.578,374.1506,376.4209,371.8804
2582.583,374.1461,376.4545,371.8377
2587.588,374.1415,376.4881,371.795
2592.593,374.137,376.5217,371.7523
2597.598,374.1297,376.5573,371.7022
2602.603,374.1222,376.5931,371.6514
2607.608,374.1147,376.6289,371.6005
2612.613,374.1071,376.6643,371.5498
2617.618,374.0994,376.6996,371.4991
2622.623,374.0916,376.7349,371.4484
2627.628,374.0862,376.7727,371.3997
2632.633,374.0829,376.8128,371.3529
2637.638,374.0795,376.853,371.306
2642.643,374.0761,376.8932,371.2591
2647.648,374.0728,376.9335,371.2121
2652.653,374.0694,376.9738,371.165
2657.658,374.0661,377.0142,371.1179
2662.663,374.0627,377.0546,371.0708
2667.668,374.0594,377.0951,371.0236
2672.673,374.056,377.1356,370.9764
2677.678,374.0526,377.1762,370.9291
2682.683,374.0493,377.2168,370.8818
2687.688,374.0459,377.2574,370.8345
2692.693,374.0426,377.2981,370.7871
2697.698,374.0392,377.3388,370.7397
2702.703,374.0359,377.3795,370.6922
2707.708,374.0325,377.4202,370.6447
2712.713,374.0291,377.461,370.5972
2717.718,374.0258,377.5019,370.5497
2722.723,374.0085,377.5188,370.4983
2727.728,373.9904,377.5344,370.4464
2732.733,373.9723,377.5502,370.3944
2737.738,373.9542,377.5662,370.3422
2742.743,373.9361,377.5824,370.2898
2747.748,373.918,377.5987,370.2373
2752.753,373.9031,377.6195,370.1868
2757.758,373.8909,377.6441,370.1377
2762.763,373.8787,377.6691,370.0884
2767.768,373.8665,377.6943,370.0388
2772.773,373.8543,377.7199,369.9888
2777.778,373.8421,377.7457,369.9385
2782.783,373.8299,377.7718,369.888
2787.788,373.8177,377.7983,369.8372
2792.793,373.8055,377.825,369.786
2797.798,373.7933,377.8519,369.7347
2802.803,373.7811,377.8792,369.683
2807.808,373.7689,377.9066,369.6312
2812.813,373.7567,377.9343,369.579
2817.818,373.7445,377.9623,369.5267
2822.823,373.7323,377.9905,369.4741
2827.828,373.7201,378.0189,369.4213
2832.833,373.6974,378.0066,369.3881
2837.838,373.6743,377.9935,369.3551
2842.843,373.6512,377.9809,369.3215
2847.848,373.6281,377.969,369.2873
2852.853,373.6051,377.9577,369.2525
2857.858,373.582,377.9469,369.2171
2862.863,373.5567,377.9329,369.1804
2867.868,373.5307,377.9182,369.1432
2872.873,373.5047,377.9041,369.1054
2877.878,373.4788,377.8903,369.0672
2882.883,373.4528,377.877,369.0286
2887.888,373.4268,377.8642,368.9895
2892.893,373.4009,377.8518,368.9499
2897.898,373.3749,377.8399,368.9099
2902.903,373.3489,377.8283,368.8695
2907.908,373.323,377.8173,368.8287
2912.913,373.297,377.8066,368.7874
2917.918,373.271,377.7964,368.7457
2922.923,373.245,377.7865,368.7035
2927.928,373.2191,377.7771,368.661
2932.933,373.1931,377.7682,368.6181
2937.938,373.1678,377.7547,368.5808
2942.943,373.1453,377.721,368.5696
2947.948,373.1228,377.6879,368.5578
2952.953,373.1004,377.6555,368.5452
2957.958,373.0779,377.6238,368.5319
2962.963,373.0554,377.5928,368.518
2967.968,373.0329,377.5625,368.5034
2972.973,373.0025,377.5161,368.4889
2977.978,372.97,377.4657,368.4743
2982.983,372.9375,377.4157,368.4593
2987.988,372.905,377.3661,368.444
2992.993,372.8726,377.3168,368.4283
2997.998,372.8401,377.2679,368.4122
3003.003,372.8076,377.2194,368.3958
3008.008,372.7751,377.1712,368.3789
3013.013,372.7426,377.1235,368.3617
3018.018,372.7101,377.0761,368.3441
3023.023,372.6776,377.0292,368.326
3028.028,372.6451,376.9826,368.3076
3033.033,372.6126,376.9365,368.2888
3038.038,372.5801,376.8907,368.2696
3043.043,372.5476,376.8454,368.2499
3048.048,372.52,376.8032,368.2368
3053.053,372.4992,376.7651,368.2333
3058.058,372.4785,376.7273,368.2297
3063.063,372.4578,376.6898,368.2258
3068.068,372.437,376.6525,368.2216
3073.073,372.4163,376.6154,368.2172
3078.078,372.3956,376.5785,368.2126
3083.083,372.3749,376.542,368.2077
3088.088,372.3541,376.5056,368.2026
3093.093,372.3334,376.4696,368.1972
3098.098,372.3032,376.4107,368.1957
3103.103,372.2708,376.3467,368.1949
3108.108,372.2385,376.2829,368.1941
3113.113,372.2062,376.2191,368.1933
3118.118,372.1739,376.1554,368.1923
3123.123,372.1415,376.0918,368.1913
3128.128,372.1092,376.0283,368.1901
3133.133,372.0769,375.9648,368.1889
3138.138,372.0446,375.9015,368.1877
3143.143,372.0122,375.8382,368.1863
3148.148,371.9799,375.775,368.1848
3153.153,371.9476,375.7119,368.1833
3158.158,371.9188,375.6576,368.18
3163.163,371.8946,375.6148,368.1744
3168.168,371.8704,375.572,368.1687
3173.173,371.8461,375.5292,368.1631
3178.178,371.8219,375.4864,368.1574
3183.183,371.7977,375.4437,368.1518
3188.188,371.7735,375.4009,368.1461
3193.193,371.7493,375.3582,368.1404
3198.198,371.7251,375.3155,368.1347
3203.203,371.7005,375.2718,368.1291
3208.208,371.6656,375.2029,368.1283
3213.213,371.6308,375.1342,368.1273
3218.218,371.5959,375.0656,368.1262
3223.223,371.5611,374.9972,368.125
3228.228,371.5262,374.9289,368.1236
3233.233,371.4914,374.8607,368.122
3238.238,371.4566,374.7928,368.1203
3243.243,371.4217,374.725,368.1184
3248.248,371.3869,374.6573,368.1164
3253.253,371.352,374.5899,368.1142
3258.258,371.3172,374.5226,368.1117
3263.263,371.2823,374.4555,368.1091
3268.268,371.2452,374.3984,368.092
3273.273,371.2068,374.3469,368.0667
3278.278,371.1685,374.2959,368.0411
3283.283,371.1301,374.2453,368.0149
3288.288,371.0918,374.1952,367.9883
3293.293,371.0534,374.1456,367.9612
3298.298,371.015,374.0965,367.9336
3303.303,370.9767,374.0478,367.9056
3308.308,370.9383,373.9996,367.877
3313.313,370.9001,373.9522,367.848
3318.318,370.8636,373.909,367.8181
3323.323,370.8271,373.8662,367.7879
3328.328,370.7905,373.8239,367.7572
3333.333,370.754,373.782,367.726
3338.338,370.7175,373.7405,367.6945
3343.343,370.681,373.6995,367.6625
3348.348,370.6445,373.659,367.63
3353.353,370.608,373.6188,367.5971
3358.358,370.5714,373.5791,367.5638
3363.363,370.5349,373.5399,367.53
3368.368,370.4984,373.5011,367.4957
3373.373,370.4619,373.4628,367.461
3378.378,370.4191,373.4127,367.4254
3383.383,370.3732,373.3569,367.3894
3388.388,370.3273,373.3013,367.3532
3393.393,370.2814,373.2458,367.3169
3398.398,370.2355,373.1905,367.2804
3403.403,370.1896,373.1354,367.2437
3408.408,370.1437,373.0805,367.2068
3413.413,370.0978,373.0257,367.1698
3418.418,370.0519,372.9711,367.1326
3423.423,370.006,372.9166,367.0953
3428.428,369.9601,372.8623,367.0578
3433.433,369.9142,372.8082,367.0201
3438.438,369.8682,372.7542,366.9822
3443.443,369.8218,372.6996,366.944
3448.448,369.7754,372.6451,366.9057
3453.453,369.729,372.5909,366.8671
3458.458,369.6826,372.5368,366.8283
3463.463,369.6362,372.4829,366.7894
3468.468,369.5898,372.4293,366.7502
3473.473,369.5433,372.3758,366.7109
3478.478,369.4969,372.3226,366.6713
3483.483,369.4505,372.2695,366.6315
3488.488,369.4057,372.2152,366.5961
3493.493,369.361,372.161,366.5609
3498.498,369.3163,372.107,366.5256
3503.504,369.2649,372.0375,366.4923
3508.509,369.2106,371.9613,366.4599
3513.514,369.1563,371.8851,366.4275
3518.519,369.102,371.809,366.3951
3523.524,369.0478,371.733,366.3626
3528.529,368.9935,371.6569,366.33
