Time (ms),Avg stress (kPa),Upper (kPa),Lower (kPa)
1116.116,284.0838,287.9539,280.2136
1121.121,284.3143,288.1745,280.454
1126.126,284.5168,288.3855,280.6481
1131.131,284.623,288.529,280.7169
1136.136,284.7291,288.6729,280.7854
1141.141,284.8353,288.8169,280.8537
1146.146,284.9415,288.9613,280.9217
1151.151,285.0476,289.1058,280.9894
1156.156,285.1521,289.2459,281.0583
1161.161,285.2052,289.2397,281.1708
1166.166,285.2583,289.2335,281.2832
1171.171,285.3114,289.2273,281.3956
1176.176,285.3645,289.2211,281.508
1181.181,285.4176,289.2149,281.6204
1186.186,285.4707,289.2087,281.7327
1191.191,285.5238,289.2025,281.8451
1196.196,285.5769,289.1963,281.9575
1201.201,285.63,289.1901,282.0699
1206.206,285.6831,289.1839,282.1823
1211.211,285.7362,289.1778,282.2946
1216.216,285.7893,289.1716,282.407
1221.221,285.8253,289.1742,282.4763
1226.226,285.8398,289.1885,282.4911
1231.231,285.8543,289.2036,282.505
1236.236,285.8511,289.2059,282.4962
1241.241,285.826,289.1919,282.4601
1246.246,285.8009,289.178,282.4238
1251.251,285.7758,289.1643,282.3873
1256.256,285.7507,289.1508,282.3507
1261.261,285.7257,289.1374,282.3139
1266.266,285.7005,289.1239,282.277
1271.271,285.6733,289.1049,282.2416
1276.276,285.6461,289.086,282.2061
1281.281,285.6189,289.0673,282.1705
1286.286,285.5917,289.0487,282.1347
1291.291,285.5645,289.0303,282.0988
1296.296,285.5373,289.012,282.0627
1301.301,285.5102,288.9938,282.0265
1306.306,285.483,288.9758,281.9902
1311.311,285.4558,288.9579,281.9537
1316.316,285.4286,288.9401,281.9171
1321.321,285.4014,288.9225,281.8804
1326.326,285.3742,288.9049,281.8435
1331.331,285.3448,288.8885,281.801
1336.336,285.3141,288.8726,281.7556
1341.341,285.2835,288.8568,281.7102
1346.346,285.2555,288.8424,281.6687
1351.351,285.2307,288.8295,281.6318
1356.356,285.2058,288.8167,281.5949
1361.361,285.1809,288.8039,281.558
1366.366,285.156,288.791,281.5211
1371.371,285.1312,288.7782,281.4841
1376.376,285.1058,288.7639,281.4477
1381.381,285.079,288.7457,281.4124
1386.386,285.0523,288.7274,281.3772
1391.391,285.0255,288.7092,281.3419
1396.396,284.9988,288.6909,281.3066
1401.401,284.972,288.6727,281.2713
1406.406,284.9453,288.6545,281.2361
1411.411,284.9185,288.6363,281.2008
1416.416,284.8918,288.6181,281.1655
1421.421,284.865,288.5999,281.1302
1426.426,284.8383,288.5817,281.0949
1431.431,284.8115,288.5635,281.0596
1436.436,284.7848,288.5453,281.0243
1441.441,284.7619,288.5257,280.9981
1446.446,284.7408,288.5056,280.9761
1451.451,284.7198,288.4854,280.9541
1456.456,284.7049,288.468,280.9417
1461.461,284.6927,288.4518,280.9336
1466.466,284.6806,288.4357,280.9256
1471.471,284.6685,288.4195,280.9175
1476.476,284.6563,288.4033,280.9094
1481.481,284.6442,288.3871,280.9013
1486.486,284.6316,288.3696,280.8936
1491.491,284.6185,288.3506,280.8864
1496.496,284.6054,288.3316,280.8792
1501.502,284.5923,288.3127,280.8719
1506.507,284.5792,288.2937,280.8647
1511.512,284.5661,288.2748,280.8574
1516.517,284.553,288.2558,280.8502
1521.522,284.5399,288.2369,280.8429
1526.527,284.5268,288.218,280.8356
1531.532,284.5137,288.199,280.8283
1536.537,284.5006,288.1801,280.821
1541.542,284.4875,288.1612,280.8137
1546.547,284.4744,288.1423,280.8064
1551.552,284.4669,288.1213,280.8124
1556.557,284.4599,288.1001,280.8196
1561.562,284.4529,288.0789,280.8269
1566.567,284.4441,288.0569,280.8313
1571.572,284.4351,288.0348,280.8355
1576.577,284.4262,288.0127,280.8397
1581.582,284.4172,287.9906,280.8439
1586.587,284.4083,287.9685,280.848
1591.592,284.3993,287.9465,280.8521
1596.597,284.3861,287.9121,280.8601
1601.602,284.3689,287.8663,280.8716
1606.607,284.3518,287.8204,280.8831
1611.612,284.3346,287.7746,280.8946
1616.617,284.3175,287.7288,280.9061
1621.622,284.3003,287.683,280.9176
1626.627,284.2832,287.6372,280.9291
1631.632,284.266,287.5914,280.9406
1636.637,284.2489,287.5456,280.9521
1641.642,284.2317,287.4998,280.9636
1646.647,284.2146,287.4541,280.9751
1651.652,284.1974,287.4083,280.9866
1656.657,284.1803,287.3625,280.998
1661.662,284.1631,287.3167,281.0095
1666.667,284.146,287.271,281.0209
1671.672,284.1288,287.2252,281.0324
1676.677,284.1089,287.1781,281.0397
1681.682,284.0888,287.1309,281.0467
1686.687,284.0687,287.0837,281.0536
1691.692,284.0486,287.0366,281.0605
1696.697,284.0285,286.9896,281.0674
1701.702,284.0084,286.9425,281.0742
1706.707,283.9812,286.8749,281.0875
1711.712,283.9515,286.8,281.103
1716.717,283.9218,286.7251,281.1186
1721.722,283.8922,286.6503,281.1341
1726.727,283.8625,286.5755,281.1495
1731.732,283.8329,286.5007,281.165
1736.737,283.8032,286.4259,281.1804
1741.742,283.7735,286.3512,281.1958
1746.747,283.7439,286.2765,281.2112
1751.752,283.7142,286.2019,281.2265
1756.757,283.6845,286.1272,281.2418
1761.762,283.6549,286.0526,281.2571
1766.767,283.6252,285.9781,281.2723
1771.772,283.5956,285.9036,281.2875
1776.777,283.5659,285.8291,281.3027
1781.782,283.5355,285.7546,281.3163
1786.787,283.501,285.68,281.3219
1791.792,283.4665,285.6055,281.3275
1796.797,283.432,285.531,281.333
1801.802,283.3975,285.4566,281.3384
1806.807,283.363,285.3822,281.3438
1811.812,283.3285,285.308,281.349
1816.817,283.2916,285.2266,281.3566
1821.822,283.2539,285.1431,281.3647
1826.827,283.2162,285.0596,281.3727
1831.832,283.1785,284.9763,281.3807
1836.837,283.1408,284.8931,281.3885
1841.842,283.1031,284.8099,281.3963
1846.847,283.0654,284.7269,281.4039
1851.852,283.0277,284.6441,281.4113
1856.857,282.99,284.5613,281.4187
1861.862,282.9523,284.4788,281.4258
1866.867,282.9146,284.3964,281.4328
1871.872,282.8769,284.3142,281.4397
1876.877,282.8392,284.2322,281.4463
1881.882,282.8015,284.1504,281.4526
1886.887,282.7638,284.0689,281.4588
1891.892,282.7252,283.9877,281.4627
1896.897,282.6824,283.9073,281.4576
1901.902,282.6396,283.8276,281.4517
1906.907,282.5954,283.7482,281.4425
1911.912,282.5445,283.6678,281.4211
1916.917,282.4935,283.5875,281.3995
1921.922,282.4426,283.5076,281.3777
1926.927,282.3917,283.4279,281.3556
1931.932,282.3408,283.3485,281.3331
1936.937,282.2899,283.2695,281.3103
1941.942,282.2447,283.2073,281.282
1946.947,282.201,283.1499,281.2521
1951.952,282.1573,283.0928,281.2219
1956.957,282.1137,283.036,281.1914
1961.962,282.07,282.9794,281.1605
1966.967,282.0263,282.9232,281.1294
1971.972,281.9826,282.8673,281.098
1976.977,281.939,282.8117,281.0662
1981.982,281.8953,282.7565,281.0341
1986.987,281.8516,282.7017,281.0015
1991.992,281.8079,282.6472,280.9687
1996.997,281.7643,282.5932,280.9354
2002.002,281.7209,282.5393,280.9024
2007.007,281.6779,282.4856,280.8702
2012.012,281.6349,282.4323,280.8375
2017.017,281.5898,282.3772,280.8023
2022.022,281.5363,282.3137,280.7589
2027.027,281.4827,282.2501,280.7154
2032.032,281.4292,282.1865,280.6719
2037.037,281.3757,282.123,280.6284
2042.042,281.3222,282.0594,280.5849
2047.047,281.2686,281.9958,280.5414
2052.052,281.2151,281.9323,280.4979
2057.057,281.1616,281.8688,280.4544
2062.062,281.108,281.8052,280.4109
2067.067,281.0712,281.7871,280.3553
2072.072,281.0382,281.78,280.2963
2077.077,281.0052,281.7735,280.2368
2082.082,280.9721,281.7676,280.1767
2087.087,280.9391,281.762,280.1162
2092.092,280.9061,281.7569,280.0553
2097.097,280.8731,281.7522,279.994
2102.102,280.8401,281.7478,279.9323
2107.107,280.8071,281.7438,279.8704
2112.112,280.7771,281.7387,279.8155
2117.117,280.749,281.7334,279.7647
2122.122,280.7209,281.7285,279.7133
2127.127,280.6928,281.7241,279.6615
2132.132,280.6647,281.7201,279.6093
2137.137,280.6366,281.7165,279.5567
2142.142,280.6061,281.7126,279.4997
2147.147,280.5677,281.7072,279.4282
2152.152,280.5292,281.703,279.3554
2157.157,280.4907,281.7,279.2815
2162.162,280.4523,281.698,279.2066
2167.167,280.4138,281.6969,279.1307
2172.172,280.3759,281.6982,279.0535
2177.177,280.3525,281.7434,278.9616
2182.182,280.3291,281.7892,278.869
2187.187,280.3058,281.8357,278.7759
2192.192,280.2824,281.8826,278.6822
2197.197,280.259,281.9299,278.5882
2202.202,280.2357,281.9776,278.4937
2207.207,280.2123,282.0256,278.399
2212.212,280.1889,282.074,278.3039
2217.217,280.1656,282.1226,278.2086
2222.222,280.1406,282.1708,278.1104
2227.227,280.1148,282.219,278.0105
2232.232,280.0889,282.2672,277.9106
2237.237,280.0631,282.3156,277.8106
2242.242,280.0372,282.364,277.7104
2247.247,280.0114,282.4126,277.6102
2252.252,279.9887,282.4602,277.5173
2257.257,279.97,282.5065,277.4335
2262.262,279.9513,282.5529,277.3497
2267.267,279.9326,282.5993,277.2659
2272.272,279.9139,282.6457,277.182
2277.277,279.8951,282.6921,277.0982
2282.282,279.874,282.7313,277.0166
2287.287,279.8457,282.7498,276.9415
2292.292,279.8174,282.7683,276.8664
2297.297,279.7891,282.7868,276.7913
2302.302,279.7608,282.8054,276.7162
2307.307,279.7325,282.8239,276.641
2312.312,279.7042,282.8425,276.5659
2317.317,279.6759,282.861,276.4907
2322.322,279.6476,282.8796,276.4155
2327.327,279.6193,282.8982,276.3403
2332.332,279.5923,282.9174,276.2672
2337.337,279.5656,282.9367,276.1945
2342.342,279.5389,282.9561,276.1217
2347.347,279.5122,282.9754,276.0489
2352.352,279.4854,282.9948,275.976
2357.357,279.4587,283.0142,275.9032
2362.362,279.432,283.0337,275.8303
2367.367,279.4053,283.0531,275.7574
2372.372,279.3785,283.0726,275.6845
2377.377,279.3531,283.0916,275.6146
2382.382,279.329,283.1101,275.5479
2387.387,279.3048,283.1285,275.4812
2392.392,279.2756,283.1322,275.419
2397.397,279.233,283.0972,275.3688
2402.402,279.1904,283.0623,275.3185
2407.407,279.1478,283.0274,275.2682
2412.412,279.1052,282.9925,275.2179
2417.417,279.0626,282.9577,275.1675
2422.422,279.02,282.923,275.117
2427.427,278.9774,282.8883,275.0665
2432.432,278.9348,282.8536,275.016
2437.437,278.8928,282.8194,274.9663
2442.442,278.8576,282.789,274.9263
2447.447,278.8224,282.7587,274.8861
2452.452,278.7872,282.7287,274.8457
2457.457,278.752,282.6988,274.8051
2462.462,278.7168,282.6692,274.7644
2467.467,278.6815,282.6397,274.7234
2472.472,278.6463,282.6104,274.6823
2477.477,278.6111,282.5813,274.641
2482.482,278.5759,282.5523,274.5995
2487.487,278.5407,282.5236,274.5578
2492.492,278.5055,282.495,274.5159
2497.497,278.4703,282.4666,274.4739
2502.503,278.4343,282.43,274.4387
2507.508,278.3977,282.3851,274.4102
2512.513,278.361,282.3404,274.3816
2517.518,278.3244,282.2959,274.3529
2522.523,278.2877,282.2515,274.3239
2527.528,278.2511,282.2073,274.2948
2532.533,278.2144,282.1633,274.2655
2537.538,278.1778,282.1195,274.236
2542.543,278.1411,282.0758,274.2064
2547.548,278.1045,282.0323,274.1766
2552.553,278.0678,281.989,274.1466
2557.558,278.0312,281.9459,274.1164
2562.563,277.9956,281.9039,274.0873
2567.568,277.9684,281.8696,274.0672
2572.573,277.9412,281.8358,274.0465
2577.578,277.914,281.8025,274.0254
2582.583,277.8867,281.7698,274.0037
2587.588,277.8595,281.7376,273.9815
2592.593,277.8323,281.7059,273.9588
2597.598,277.8051,281.6748,273.9355
2602.603,277.7779,281.6441,273.9117
2607.608,277.7507,281.6141,273.8874
2612.613,277.7365,281.6102,273.8628
2617.618,277.7274,281.6165,273.8382
2622.623,277.7182,281.623,273.8134
2627.628,277.709,281.6296,273.7884
2632.633,277.6999,281.6365,273.7632
2637.638,277.6907,281.6435,273.7379
2642.643,277.6815,281.6507,273.7123
2647.648,277.6724,281.6581,273.6866
2652.653,277.6632,281.6656,273.6608
2657.658,277.654,281.6733,273.6347
2662.663,277.6449,281.6812,273.6085
2667.668,277.6357,281.6892,273.5822
2672.673,277.6278,281.699,273.5566
2677.678,277.628,281.7194,273.5367
2682.683,277.6283,281.7402,273.5164
2687.688,277.6285,281.7615,273.4956
2692.693,277.6288,281.7832,273.4743
2697.698,277.629,281.8053,273.4526
2702.703,277.6292,281.8279,273.4305
2707.708,277.6295,281.851,273.408
2712.713,277.6297,281.8744,273.385
2717.718,277.63,281.8983,273.3616
2722.723,277.6385,281.9297,273.3473
2727.728,277.6499,281.9639,273.3359
2732.733,277.6613,281.9982,273.3243
2737.738,277.6727,282.0327,273.3126
2742.743,277.684,282.0675,273.3006
2747.748,277.6954,282.1025,273.2884
2752.753,277.7068,282.1376,273.276
2757.758,277.7182,282.173,273.2634
2762.763,277.7296,282.2086,273.2506
2767.768,277.741,282.2443,273.2376
2772.773,277.7524,282.2803,273.2244
2777.778,277.7637,282.3164,273.211
2782.783,277.7723,282.3482,273.1963
2787.788,277.7756,282.3718,273.1795
2792.793,277.779,282.3954,273.1626
2797.798,277.7824,282.4191,273.1457
2802.803,277.7858,282.4428,273.1288
2807.808,277.7892,282.4666,273.1118
2812.813,277.7925,282.4904,273.0947
2817.818,277.7959,282.5142,273.0776
2822.823,277.7993,282.5381,273.0605
2827.828,277.8027,282.562,273.0434
2832.833,277.8132,282.5792,273.0473
2837.838,277.8241,282.5963,273.0519
2842.843,277.8349,282.6134,273.0565
2847.848,277.8455,282.6298,273.0611
2852.853,277.8559,282.6461,273.0658
2857.858,277.8664,282.6624,273.0704
2862.863,277.8769,282.6787,273.075
2867.868,277.8873,282.6951,273.0796
2872.873,277.8978,282.7115,273.0841
2877.878,277.9083,282.7279,273.0887
2882.883,277.9187,282.7443,273.0932
2887.888,277.9292,282.7608,273.0976
2892.893,277.9397,282.7772,273.1021
2897.898,277.9501,282.7938,273.1065
2902.903,277.9606,282.8103,273.1109
2907.908,277.9669,282.8197,273.1141
2912.913,277.9663,282.8174,273.1153
2917.918,277.9658,282.8151,273.1165
2922.923,277.9653,282.8129,273.1177
2927.928,277.9647,282.8107,273.1188
2932.933,277.9642,282.8085,273.12
2937.938,277.9637,282.8063,273.1211
2942.943,277.9632,282.8041,273.1222
2947.948,277.9626,282.802,273.1233
2952.953,277.9621,282.7998,273.1244
2957.958,277.9688,282.791,273.1466
2962.963,277.9756,282.7821,273.169
2967.968,277.9823,282.7732,273.1914
2972.973,277.9827,282.75,273.2154
2977.978,277.9815,282.7231,273.2399
2982.983,277.9803,282.6962,273.2643
2987.988,277.979,282.6693,273.2888
2992.993,277.9778,282.6424,273.3132
2997.998,277.9766,282.6155,273.3377
3003.003,277.9753,282.5886,273.3621
3008.008,277.9741,282.5617,273.3866
3013.013,277.9729,282.5348,273.411
3018.018,277.969,282.5034,273.4346
3023.023,277.961,282.4653,273.4568
3028.028,277.9531,282.4273,273.479
3033.033,277.9452,282.3893,273.5011
3038.038,277.9373,282.3513,273.5232
3043.043,277.9293,282.3134,273.5453
3048.048,277.9214,282.2755,273.5673
3053.053,277.9135,282.2376,273.5893
3058.058,277.9056,282.1998,273.6113
3063.063,277.8975,282.1621,273.6329
3068.068,277.8812,282.1321,273.6304
3073.073,277.865,282.102,273.6279
3078.078,277.8486,282.072,273.6253
3083.083,277.8307,282.0381,273.6233
3088.088,277.8127,282.0043,273.6212
3093.093,277.7948,281.9704,273.6191
3098.098,277.7768,281.9366,273.617
3103.103,277.7589,281.9028,273.6149
3108.108,277.7409,281.869,273.6128
3113.113,277.7229,281.8353,273.6106
3118.118,277.705,281.8015,273.6085
3123.123,277.687,281.7677,273.6063
3128.128,277.6702,281.7358,273.6046
3133.133,277.6541,281.7049,273.6032
3138.138,277.6379,281.674,273.6018
3143.143,277.6218,281.6431,273.6004
3148.148,277.6056,281.6122,273.599
3153.153,277.5894,281.5814,273.5975
3158.158,277.5733,281.5505,273.5961
3163.163,277.5571,281.5196,273.5947
3168.168,277.541,281.4888,273.5932
3173.173,277.5227,281.4598,273.5857
3178.178,277.4977,281.437,273.5583
3183.183,277.4726,281.4143,273.5309
3188.188,277.448,281.3927,273.5034
3193.193,277.4361,281.4009,273.4713
3198.198,277.4243,281.4093,273.4393
3203.203,277.4124,281.4177,273.4071
3208.208,277.4005,281.4262,273.3748
3213.213,277.3886,281.4348,273.3424
3218.218,277.3768,281.4435,273.31
3223.223,277.3649,281.4523,273.2775
3228.228,277.353,281.4611,273.2449
3233.233,277.3411,281.4701,273.2122
3238.238,277.3315,281.4824,273.1806
3243.243,277.3223,281.4954,273.1492
3248.248,277.3131,281.5084,273.1178
3253.253,277.3038,281.5214,273.0863
3258.258,277.2946,281.5345,273.0548
3263.263,277.2854,281.5476,273.0232
3268.268,277.2762,281.5608,272.9916
3273.273,277.267,281.574,272.96
3278.278,277.2577,281.5872,272.9283
3283.283,277.2448,281.6037,272.8859
3288.288,277.2275,281.624,272.8309
3293.293,277.2101,281.6444,272.7759
3298.298,277.1936,281.6666,272.7205
3303.303,277.1792,281.6942,272.6641
3308.308,277.1648,281.7219,272.6076
3313.313,277.1503,281.7495,272.5512
3318.318,277.1359,281.7772,272.4947
3323.323,277.1215,281.8049,272.4382
3328.328,277.1071,281.8326,272.3817
3333.333,277.0927,281.8603,272.3251
3338.338,277.0783,281.8881,272.2686
3343.343,277.0639,281.9159,272.212
3348.348,277.0495,281.9437,272.1553
3353.353,277.0351,281.9716,272.0987
3358.358,277.0207,281.9994,272.042
3363.363,277.0085,282.0303,271.9867
3368.368,276.9966,282.0615,271.9316
3373.373,276.9847,282.0928,271.8765
3378.378,276.9728,282.1241,271.8214
3383.383,276.9609,282.1554,271.7663
3388.388,276.949,282.1867,271.7112
3393.393,276.9423,282.2136,271.671
3398.398,276.9413,282.2357,271.647
3403.403,276.9404,282.2578,271.623
3408.408,276.9362,282.2718,271.6006
3413.413,276.9285,282.2771,271.5799
3418.418,276.9208,282.2824,271.5592
3423.423,276.9131,282.2877,271.5386
3428.428,276.9055,282.293,271.5179
3433.433,276.8978,282.2983,271.4972
3438.438,276.8901,282.3036,271.4766
3443.443,276.8824,282.3089,271.4559
3448.448,276.8747,282.3143,271.4352
3453.453,276.8671,282.3196,271.4145
3458.458,276.8594,282.3249,271.3938
3463.463,276.8517,282.3302,271.3732
3468.468,276.844,282.3355,271.3525
3473.473,276.8363,282.3409,271.3318
