Time (ms),Stress (kPa)
0,0
1,0.750138344
2,1.500276689
3,2.250415067
4,3.000553411
5,3.750691893
6,4.500830203
7,5.250968513
8,6.001106823
9,6.751245133
10,7.501383443
11,8.251521753
12,9.001660063
13,9.751798716
14,10.50193703
15,11.25207534
16,12.00221365
17,12.75235196
18,13.50249027
19,14.25262858
20,15.00276689
21,15.75290554
22,16.50304385
23,17.25318216
24,18.00332047
25,18.75345878
26,19.50359709
27,20.2537354
28,21.00387371
29,21.75401236
30,22.50415067
31,23.25428898
32,24.00442729
33,24.7545656
34,25.50470391
35,26.25484222
36,27.00498053
37,27.75511919
38,28.50525749
39,29.2553958
40,30.00553411
41,30.75567242
42,31.50581073
43,32.25594904
44,33.00608735
45,33.75622601
46,34.506365
47,35.25650091
48,36.00664025
49,36.75677959
50,37.50691893
51,38.25705484
52,39.00719418
53,39.75733352
54,40.50746942
55,41.25760876
56,42.0077481
57,42.75788744
58,43.50802335
59,44.25816269
60,45.00830203
61,45.75843794
62,46.50857728
63,47.25871662
64,48.00885596
65,48.75899186
66,49.5091312
67,50.25927054
68,51.00940645
69,51.75954579
70,52.50968513
71,53.25982447
72,54.00996038
73,54.76009972
74,55.51023906
75,56.26037496
76,57.0105143
77,57.76065364
78,58.51079298
79,59.26092889
80,60.01106823
81,60.76120757
82,61.51134348
83,62.26148282
84,63.01162216
85,63.7617615
86,64.5118974
87,65.26203674
88,66.01217608
89,66.76231199
90,67.51245133
91,68.26259067
92,69.01273001
93,69.76286592
94,70.51300526
95,71.2631446
96,72.0132805
97,72.76341984
98,73.51355918
99,74.26369852
100,75.01383443
101,75.76397377
102,76.51411311
103,77.26424901
104,78.01438836
105,78.7645277
106,79.51466704
107,80.26480294
108,81.01494228
109,81.76508162
110,82.51521753
111,83.26535687
112,84.01549621
113,84.76563211
114,85.51577145
115,86.26591079
116,87.01605014
117,87.76618604
118,88.51632538
119,89.26646472
120,90.01660063
121,90.76673997
122,91.51687931
123,92.26701865
