Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa)
331,80.990909,0,2.0584799,5.1556994,5.8090554,10.095327,8.1763743,12.042158,0,0,2.6313127,7.8845132,23.771967,34.864692,8.8841416,7.4883276,0,0,0.94307463,6.7071594,13.06916,16.711339,7.0074519,7.1648458,0,0,0,0,0.20164882,3.6629714,1.7052064,4.5246102,0,0,0,0,0,0,0,0.17391426,0,0,0,0,0,0,0,0
332,81.274711,0,2.065693,5.1737656,5.8294111,10.130702,8.2050253,12.084355,0,0,2.6405331,7.9121415,23.855267,34.986863,8.9152728,7.5145677,0,0,0.94637928,6.7306621,13.114956,16.769897,7.0320068,7.1899523,0,0,0,0,0.20235542,3.6758069,1.7111816,4.540465,0,0,0,0,0,0,0,0.17452367,0,0,0,0,0,0,0,0
333,81.558513,0,2.0729062,5.1918318,5.8497667,10.166077,8.2336764,12.126553,0,0,2.6497536,7.9397698,23.938567,35.109033,8.9464039,7.5408077,0,0,0.94968393,6.7541648,13.160752,16.828456,7.0565618,7.2150588,0,0,0,0,0.20306202,3.6886424,1.7171569,4.5563198,0,0,0,0,0,0,0,0.17513309,0,0,0,0,0,0,0,0
334,81.842315,0,2.0801194,5.209898,5.8701223,10.201453,8.2623274,12.16875,0,0,2.658974,7.9673981,24.021866,35.231203,8.977535,7.5670477,0,0,0.95298858,6.7776675,13.206548,16.887014,7.0811168,7.2401653,0,0,0,0,0.20376863,3.7014779,1.7231321,4.5721746,0,0,0,0,0,0,0,0.17574251,0,0,0,0,0,0,0,0
335,82.126117,0,2.0873325,5.2279642,5.890478,10.236828,8.2909784,12.210947,0,0,2.6681945,7.9950264,24.105166,35.353373,9.0086661,7.5932877,0,0,0.95629323,6.8011702,13.252344,16.945573,7.1056718,7.2652718,0,0,0,0,0.20447523,3.7143134,1.7291074,4.5880294,0,0,0,0,0,0,0,0.17635192,0,0,0,0,0,0,0,0
336,82.40992,0,2.0945457,5.2460304,5.9108336,10.272203,8.3196294,12.253144,0,0,2.6774149,8.0226547,24.188466,35.475543,9.0397973,7.6195278,0,0,0.95959788,6.824673,13.298139,17.004132,7.1302267,7.2903783,0,0,0,0,0.20518183,3.7271489,1.7350826,4.6038842,0,0,0,0,0,0,0,0.17696134,0,0,0,0,0,0,0,0
337,82.693722,0,2.1017589,5.2640966,5.9311893,10.307578,8.3482805,12.295341,0,0,2.6866353,8.050283,24.271766,35.597714,9.0709284,7.6457678,0,0,0.96290253,6.8481757,13.343935,17.06269,7.1547817,7.3154848,0,0,0,0,0.20588843,3.7399844,1.7410579,4.619739,0,0,0,0,0,0,0,0.17757076,0,0,0,0,0,0,0,0
338,82.977524,0,2.108972,5.2821628,5.9515449,10.342954,8.3769315,12.337539,0,0,2.6958558,8.0779114,24.355066,35.719884,9.1020595,7.6720078,0,0,0.96620718,6.8716784,13.389731,17.121249,7.1793367,7.3405913,0,0,0,0,0.20659504,3.7528199,1.7470332,4.6355938,0,0,0,0,0,0,0,0.17818017,0,0,0,0,0,0,0,0
339,83.261326,0,2.1161852,5.300229,5.9719006,10.378329,8.4055825,12.379736,0,0,2.7050762,8.1055397,24.438366,35.842054,9.1331907,7.6982478,0,0,0.96951183,6.8951811,13.435527,17.179807,7.2038917,7.3656978,0,0,0,0,0.20730164,3.7656554,1.7530084,4.6514485,0,0,0,0,0,0,0,0.17878959,0,0,0,0,0,0,0,0
340,83.545128,0,2.1233984,5.3182952,5.9922562,10.413704,8.4342335,12.421933,0,0,2.7142967,8.133168,24.521666,35.964224,9.1643218,7.7244878,0,0,0.97281648,6.9186838,13.481323,17.238366,7.2284466,7.3908043,0,0,0,0,0.20800824,3.7784909,1.7589837,4.6673033,0,0,0,0,0,0,0,0.17939901,0,0,0,0,0,0,0,0
341,83.82893,0,2.1306115,5.3363614,6.0126119,10.44908,8.4628845,12.46413,0,0,2.7235171,8.1607963,24.604966,36.086394,9.1954529,7.7507279,0,0,0.97612113,6.9421865,13.527119,17.296924,7.2530016,7.4159108,0,0,0,0,0.20871484,3.7913264,1.7649589,4.6831581,0,0,0,0,0,0,0,0.18000843,0,0,0,0,0,0,0,0
342,84.112732,0,2.1378247,5.3544276,6.0329675,10.484455,8.4915356,12.506328,0,0,2.7327376,8.1884246,24.688266,36.208564,9.226584,7.7769679,0,0,0.97942578,6.9656892,13.572915,17.355483,7.2775566,7.4410173,0,0,0,0,0.20942144,3.8041619,1.7709342,4.6990129,0,0,0,0,0,0,0,0.18061784,0,0,0,0,0,0,0,0
343,84.396534,0,2.1450379,5.3724938,6.0533232,10.51983,8.5201866,12.548525,0,0,2.741958,8.2160529,24.771566,36.330735,9.2577152,7.8032079,0,0,0.98273043,6.989192,13.618711,17.414042,7.3021116,7.4661238,0,0,0,0,0.21012805,3.8169974,1.7769094,4.7148677,0,0,0,0,0,0,0,0.18122726,0,0,0,0,0,0,0,0
344,84.680337,0,2.152251,5.39056,6.0736788,10.555205,8.5488376,12.590722,0,0,2.7511784,8.2436812,24.854865,36.452905,9.2888463,7.8294479,0,0,0.98603508,7.0126947,13.664507,17.4726,7.3266666,7.4912303,0,0,0,0,0.21083465,3.8298329,1.7828847,4.7307225,0,0,0,0,0,0,0,0.18183668,0,0,0,0,0,0,0,0
345,84.964139,0,2.1594642,5.4086262,6.0940345,10.590581,8.5774886,12.632919,0,0,2.7603989,8.2713095,24.938165,36.575075,9.3199774,7.855688,0,0,0.98933973,7.0361974,13.710303,17.531159,7.3512215,7.5163368,0,0,0,0,0.21154125,3.8426684,1.7888599,4.7465773,0,0,0,0,0,0,0,0.18244609,0,0,0,0,0,0,0,0
346,85.247941,0,2.1666774,5.4266924,6.1143901,10.625956,8.6061397,12.675116,0,0,2.7696193,8.2989378,25.021465,36.697245,9.3511085,7.881928,0,0,0.99264438,7.0597001,13.756099,17.589717,7.3757765,7.5414434,0,0,0,0,0.21224785,3.8555039,1.7948352,4.7624321,0,0,0,0,0,0,0,0.18305551,0,0,0,0,0,0,0,0
347,85.531743,0,2.1738905,5.4447587,6.1347458,10.661331,8.6347907,12.717314,0,0,2.7788398,8.3265661,25.104765,36.819415,9.3822397,7.908168,0,0,0.99594903,7.0832028,13.801895,17.648276,7.4003315,7.5665499,0,0,0,0,0.21295446,3.8683394,1.8008104,4.7782869,0,0,0,0,0,0,0,0.18366493,0,0,0,0,0,0,0,0
348,85.815545,0,2.1811037,5.4628249,6.1551014,10.696706,8.6634417,12.759511,0,0,2.7880602,8.3541944,25.188065,36.941586,9.4133708,7.934408,0,0,0.99925368,7.1067055,13.847691,17.706835,7.4248865,7.5916564,0,0,0,0,0.21366106,3.8811749,1.8067857,4.7941417,0,0,0,0,0,0,0,0.18427434,0,0,0,0,0,0,0,0
349,86.099347,0,2.1883169,5.4808911,6.175457,10.732082,8.6920927,12.801708,0,0,2.7972807,8.3818227,25.271365,37.063756,9.4445019,7.9606481,0,0,1.0025583,7.1302082,13.893487,17.765393,7.4494414,7.6167629,0,0,0,0,0.21436766,3.8940104,1.8127609,4.8099965,0,0,0,0,0,0,0,0.18488376,0,0,0,0,0,0,0,0
350,86.383149,0,2.19553,5.4989573,6.1958127,10.767457,8.7207438,12.843905,0,0,2.8065011,8.409451,25.354665,37.185926,9.4756331,7.9868881,0,0,1.005863,7.1537109,13.939283,17.823952,7.4739964,7.6418694,0,0,0,0,0.21507426,3.9068459,1.8187362,4.8258513,0,0,0,0,0,0,0,0.18549318,0,0,0,0,0,0,0,0
351,86.666952,0,2.2027432,5.5170235,6.2161683,10.802832,8.7493948,12.886102,0,0,2.8157216,8.4370793,25.437965,37.308096,9.5067642,8.0131281,0,0,1.0091676,7.1772137,13.985079,17.88251,7.4985514,7.6669759,0,0,0,0,0.21578087,3.9196814,1.8247114,4.841706,0,0,0,0,0,0,0,0.1861026,0,0,0,0,0,0,0,0
352,86.950754,0,2.2099564,5.5350897,6.236524,10.838208,8.7780458,12.9283,0,0,2.824942,8.4647076,25.521265,37.430266,9.5378953,8.0393681,0,0,1.0124723,7.2007164,14.030875,17.941069,7.5231064,7.6920824,0,0,0,0,0.21648747,3.9325169,1.8306867,4.8575608,0,0,0,0,0,0,0,0.18671201,0,0,0,0,0,0,0,0
353,87.234556,0,2.2171695,5.5531559,6.2568796,10.873583,8.8066968,12.970497,0,0,2.8341624,8.492336,25.604565,37.552436,9.5690264,8.0656082,0,0,1.0157769,7.2242191,14.076671,17.999628,7.5476613,7.7171889,0,0,0,0,0.21719407,3.9453524,1.836662,4.8734156,0,0,0,0,0,0,0,0.18732143,0,0,0,0,0,0,0,0
354,87.518358,0,2.2243827,5.5712221,6.2772353,10.908958,8.8353479,13.012694,0,0,2.8433829,8.5199643,25.687864,37.674607,9.6001576,8.0918482,0,0,1.0190816,7.2477218,14.122467,18.058186,7.5722163,7.7422954,0,0,0,0,0.21790067,3.9581879,1.8426372,4.8892704,0,0,0,0,0,0,0,0.18793085,0,0,0,0,0,0,0,0
355,87.80216,0,2.2315959,5.5892883,6.2975909,10.944333,8.8639989,13.054891,0,0,2.8526033,8.5475926,25.771164,37.796777,9.6312887,8.1180882,0,0,1.0223862,7.2712245,14.168262,18.116745,7.5967713,7.7674019,0,0,0,0,0.21860728,3.9710234,1.8486125,4.9051252,0,0,0,0,0,0,0,0.18854026,0,0,0,0,0,0,0,0
356,88.085962,0,2.238809,5.6073545,6.3179466,10.979709,8.8926499,13.097088,0,0,2.8618238,8.5752209,25.854464,37.918947,9.6624198,8.1443282,0,0,1.0256909,7.2947272,14.214058,18.175303,7.6213263,7.7925084,0,0,0,0,0.21931388,3.983859,1.8545877,4.92098,0,0,0,0,0,0,0,0.18914968,0,0,0,0,0,0,0,0
357,88.369764,0,2.2460222,5.6254207,6.3383022,11.015084,8.9213009,13.139286,0,0,2.8710442,8.6028492,25.937764,38.041117,9.693551,8.1705683,0,0,1.0289955,7.3182299,14.259854,18.233862,7.6458812,7.8176149,0,0,0,0,0.22002048,3.9966945,1.860563,4.9368348,0,0,0,0,0,0,0,0.1897591,0,0,0,0,0,0,0,0
358,88.653566,0,2.2532354,5.6434869,6.3586579,11.050459,8.949952,13.181483,0,0,2.8802647,8.6304775,26.021064,38.163287,9.7246821,8.1968083,0,0,1.0323002,7.3417327,14.30565,18.292421,7.6704362,7.8427214,0,0,0,0,0.22072708,4.00953,1.8665382,4.9526896,0,0,0,0,0,0,0,0.19036851,0,0,0,0,0,0,0,0
359,88.937369,0,2.2604485,5.6615531,6.3790135,11.085834,8.978603,13.22368,0,0,2.8894851,8.6581058,26.104364,38.285458,9.7558132,8.2230483,0,0,1.0356048,7.3652354,14.351446,18.350979,7.6949912,7.8678279,0,0,0,0,0.22143368,4.0223655,1.8725135,4.9685444,0,0,0,0,0,0,0,0.19097793,0,0,0,0,0,0,0,0
360,89.221171,0,2.2676617,5.6796193,6.3993692,11.12121,9.007254,13.265877,0,0,2.8987056,8.6857341,26.187664,38.407628,9.7869443,8.2492883,0,0,1.0389095,7.3887381,14.397242,18.409538,7.7195462,7.8929344,0,0,0,0,0.22214029,4.035201,1.8784887,4.9843992,0,0,0,0,0,0,0,0.19158735,0,0,0,0,0,0,0,0
361,89.504973,0,2.2748749,5.6976855,6.4197248,11.156585,9.035905,13.308074,0,0,2.907926,8.7133624,26.270964,38.529798,9.8180755,8.2755283,0,0,1.0422141,7.4122408,14.443038,18.468096,7.7441011,7.9180409,0,0,0,0,0.22284689,4.0480365,1.884464,5.000254,0,0,0,0,0,0,0,0.19219677,0,0,0,0,0,0,0,0
362,89.788775,0,2.2820881,5.7157518,6.4400805,11.19196,9.0645561,13.350272,0,0,2.9171464,8.7409907,26.354264,38.651968,9.8492066,8.3017684,0,0,1.0455188,7.4357435,14.488834,18.526655,7.7686561,7.9431474,0,0,0,0,0.22355349,4.060872,1.8904392,5.0161088,0,0,0,0,0,0,0,0.19280618,0,0,0,0,0,0,0,0
363,90.072577,0,2.2893012,5.733818,6.4604361,11.227335,9.0932071,13.392469,0,0,2.9263669,8.768619,26.437564,38.774138,9.8803377,8.3280084,0,0,1.0488234,7.4592462,14.53463,18.585214,7.7932111,7.9682539,0,0,0,0,0.22426009,4.0737075,1.8964145,5.0319636,0,0,0,0,0,0,0,0.1934156,0,0,0,0,0,0,0,0
364,90.356379,0,2.2965144,5.7518842,6.4807917,11.262711,9.1218581,13.434666,0,0,2.9355873,8.7962473,26.520863,38.896308,9.9114688,8.3542484,0,0,1.0521281,7.4827489,14.580426,18.643772,7.8177661,7.9933604,0,0,0,0,0.2249667,4.086543,1.9023897,5.0478183,0,0,0,0,0,0,0,0.19402502,0,0,0,0,0,0,0,0
365,90.640181,0,2.3037276,5.7699504,6.5011474,11.298086,9.1505091,13.476863,0,0,2.9448078,8.8238756,26.604163,39.018479,9.9426,8.3804884,0,0,1.0554327,7.5062517,14.626222,18.702331,7.842321,8.0184669,0,0,0,0,0.2256733,4.0993785,1.908365,5.0636731,0,0,0,0,0,0,0,0.19463443,0,0,0,0,0,0,0,0
366,90.923984,0,2.3109407,5.7880166,6.521503,11.333461,9.1791601,13.519061,0,0,2.9540282,8.8515039,26.687463,39.140649,9.9737311,8.4067285,0,0,1.0587374,7.5297544,14.672018,18.760889,7.866876,8.0435734,0,0,0,0,0.2263799,4.112214,1.9143403,5.0795279,0,0,0,0,0,0,0,0.19524385,0,0,0,0,0,0,0,0
367,91.207786,0,2.3181539,5.8060828,6.5418587,11.368837,9.2078112,13.561258,0,0,2.9632487,8.8791322,26.770763,39.262819,10.004862,8.4329685,0,0,1.062042,7.5532571,14.717814,18.819448,7.891431,8.0686799,0,0,0,0,0.2270865,4.1250495,1.9203155,5.0953827,0,0,0,0,0,0,0,0.19585327,0,0,0,0,0,0,0,0
368,91.491588,0,2.3253671,5.824149,6.5622143,11.404212,9.2364622,13.603455,0,0,2.9724691,8.9067606,26.854063,39.384989,10.035993,8.4592085,0,0,1.0653467,7.5767598,14.76361,18.878006,7.915986,8.0937864,0,0,0,0,0.22779311,4.137885,1.9262908,5.1112375,0,0,0,0,0,0,0,0.19646268,0,0,0,0,0,0,0,0
369,91.77539,0,2.3325802,5.8422152,6.58257,11.439587,9.2651132,13.645652,0,0,2.9816896,8.9343889,26.937363,39.507159,10.067124,8.4854485,0,0,1.0686513,7.6002625,14.809406,18.936565,7.9405409,8.1188929,0,0,0,0,0.22849971,4.1507205,1.932266,5.1270923,0,0,0,0,0,0,0,0.1970721,0,0,0,0,0,0,0,0
370,92.059192,0,2.3397934,5.8602814,6.6029256,11.474962,9.2937642,13.687849,0,0,2.99091,8.9620172,27.020663,39.62933,10.098256,8.5116886,0,0,1.071956,7.6237652,14.855202,18.995124,7.9650959,8.1439994,0,0,0,0,0.22920631,4.163556,1.9382413,5.1429471,0,0,0,0,0,0,0,0.19768152,0,0,0,0,0,0,0,0
371,92.342994,0,2.3470066,5.8783476,6.6232813,11.510338,9.3224153,13.730047,0,0,3.0001304,8.9896455,27.103963,39.7515,10.129387,8.5379286,0,0,1.0752606,7.6472679,14.900998,19.053682,7.9896509,8.1691059,0,0,0,0,0.22991291,4.1763915,1.9442165,5.1588019,0,0,0,0,0,0,0,0.19829094,0,0,0,0,0,0,0,0
372,92.626796,0,2.3542197,5.8964138,6.6436369,11.545713,9.3510663,13.772244,0,0,3.0093509,9.0172738,27.187263,39.87367,10.160518,8.5641686,0,0,1.0785653,7.6707706,14.946794,19.112241,8.0142059,8.1942124,0,0,0,0,0.23061951,4.189227,1.9501918,5.1746567,0,0,0,0,0,0,0,0.19890035,0,0,0,0,0,0,0,0
373,92.910598,0,2.3614329,5.91448,6.6639926,11.581088,9.3797173,13.814441,0,0,3.0185713,9.0449021,27.270563,39.99584,10.191649,8.5904086,0,0,1.0818699,7.6942734,14.99259,19.170799,8.0387608,8.2193189,0,0,0,0,0.23132612,4.2020625,1.956167,5.1905115,0,0,0,0,0,0,0,0.19950977,0,0,0,0,0,0,0,0
374,93.194401,0,2.3686461,5.9325462,6.6843482,11.616463,9.4083683,13.856638,0,0,3.0277918,9.0725304,27.353863,40.11801,10.22278,8.6166487,0,0,1.0851746,7.7177761,15.038385,19.229358,8.0633158,8.2444254,0,0,0,0,0.23203272,4.214898,1.9621423,5.2063663,0,0,0,0,0,0,0,0.20011919,0,0,0,0,0,0,0,0
375,93.478203,0,2.3758592,5.9506124,6.7047039,11.651839,9.4370194,13.898835,0,0,3.0370122,9.1001587,27.437162,40.24018,10.253911,8.6428887,0,0,1.0884792,7.7412788,15.084181,19.287917,8.0878708,8.2695319,0,0,0,0,0.23273932,4.2277335,1.9681175,5.2222211,0,0,0,0,0,0,0,0.2007286,0,0,0,0,0,0,0,0
376,93.787805,0,2.3837281,5.970321,6.72691,11.69043,9.468275,13.944869,0,0,3.0470709,9.1302987,27.528035,40.373457,10.287872,8.6715142,0,0,1.0920843,7.7669181,15.134141,19.351799,8.114658,8.2969209,0,0,0,0,0.23351016,4.2417359,1.974636,5.2395172,0,0,0,0,0,0,0,0.20139342,0,0,0,0,0,0,0,0
377,94.097407,0,2.391597,5.9900296,6.7491162,11.729021,9.4995307,13.990902,0,0,3.0571295,9.1604386,27.618908,40.506734,10.321834,8.7001396,0,0,1.0956894,7.7925574,15.1841,19.415681,8.1414453,8.3243098,0,0,0,0,0.234281,4.2557383,1.9811544,5.2568133,0,0,0,0,0,0,0,0.20205824,0,0,0,0,0,0,0,0
378,94.40701,0,2.399466,6.0097382,6.7713223,11.767612,9.5307864,14.036935,0,0,3.0671882,9.1905786,27.70978,40.64001,10.355795,8.7287651,0,0,1.0992944,7.8181968,15.234059,19.479563,8.1682325,8.3516987,0,0,0,0,0.23505184,4.2697406,1.9876729,5.2741095,0,0,0,0,0,0,0,0.20272306,0,0,0,0,0,0,0,0
379,94.716612,0,2.4073349,6.0294468,6.7935285,11.806204,9.562042,14.082969,0,0,3.0772469,9.2207186,27.800653,40.773287,10.389756,8.7573906,0,0,1.1028995,7.8438361,15.284018,19.543445,8.1950198,8.3790876,0,0,0,0,0.23582268,4.283743,1.9941914,5.2914056,0,0,0,0,0,0,0,0.20338788,0,0,0,0,0,0,0,0
380,95.026214,0,2.4152038,6.0491554,6.8157347,11.844795,9.5932977,14.129002,0,0,3.0873055,9.2508586,27.891526,40.906563,10.423717,8.7860161,0,0,1.1065046,7.8694754,15.333977,19.607327,8.221807,8.4064765,0,0,0,0,0.23659352,4.2977454,2.0007098,5.3087017,0,0,0,0,0,0,0,0.2040527,0,0,0,0,0,0,0,0
381,95.335817,0,2.4230727,6.068864,6.8379408,11.883386,9.6245533,14.175035,0,0,3.0973642,9.2809985,27.982398,41.03984,10.457679,8.8146416,0,0,1.1101097,7.8951147,15.383937,19.671209,8.2485943,8.4338654,0,0,0,0,0.23736436,4.3117477,2.0072283,5.3259979,0,0,0,0,0,0,0,0.20471752,0,0,0,0,0,0,0,0
382,95.645419,0,2.4309416,6.0885726,6.860147,11.921977,9.655809,14.221069,0,0,3.1074229,9.3111385,28.073271,41.173116,10.49164,8.843267,0,0,1.1137147,7.9207541,15.433896,19.735091,8.2753815,8.4612543,0,0,0,0,0.23813519,4.3257501,2.0137467,5.343294,0,0,0,0,0,0,0,0.20538233,0,0,0,0,0,0,0,0
383,95.955021,0,2.4388105,6.1082811,6.8823531,11.960568,9.6870647,14.267102,0,0,3.1174815,9.3412785,28.164143,41.306393,10.525601,8.8718925,0,0,1.1173198,7.9463934,15.483855,19.798973,8.3021688,8.4886432,0,0,0,0,0.23890603,4.3397525,2.0202652,5.3605902,0,0,0,0,0,0,0,0.20604715,0,0,0,0,0,0,0,0
384,96.264624,0,2.4466794,6.1279897,6.9045593,11.99916,9.7183203,14.313135,0,0,3.1275402,9.3714184,28.255016,41.439669,10.559562,8.900518,0,0,1.1209249,7.9720327,15.533814,19.862855,8.328956,8.5160322,0,0,0,0,0.23967687,4.3537548,2.0267837,5.3778863,0,0,0,0,0,0,0,0.20671197,0,0,0,0,0,0,0,0
385,96.574226,0,2.4545483,6.1476983,6.9267655,12.037751,9.749576,14.359169,0,0,3.1375989,9.4015584,28.345889,41.572946,10.593524,8.9291435,0,0,1.1245299,7.997672,15.583774,19.926738,8.3557433,8.5434211,0,0,0,0,0.24044771,4.3677572,2.0333021,5.3951824,0,0,0,0,0,0,0,0.20737679,0,0,0,0,0,0,0,0
386,96.883828,0,2.4624172,6.1674069,6.9489716,12.076342,9.7808317,14.405202,0,0,3.1476575,9.4316984,28.436761,41.706223,10.627485,8.957769,0,0,1.128135,8.0233114,15.633733,19.99062,8.3825305,8.57081,0,0,0,0,0.24121855,4.3817596,2.0398206,5.4124786,0,0,0,0,0,0,0,0.20804161,0,0,0,0,0,0,0,0
387,97.193431,0,2.4702861,6.1871155,6.9711778,12.114933,9.8120873,14.451235,0,0,3.1577162,9.4618384,28.527634,41.839499,10.661446,8.9863944,0,0,1.1317401,8.0489507,15.683692,20.054502,8.4093177,8.5981989,0,0,0,0,0.24198939,4.3957619,2.046339,5.4297747,0,0,0,0,0,0,0,0.20870643,0,0,0,0,0,0,0,0
388,97.503033,0,2.4781551,6.2068241,6.9933839,12.153524,9.843343,14.497268,0,0,3.1677749,9.4919783,28.618507,41.972776,10.695407,9.0150199,0,0,1.1353452,8.07459,15.733651,20.118384,8.436105,8.6255878,0,0,0,0,0.24276023,4.4097643,2.0528575,5.4470708,0,0,0,0,0,0,0,0.20937124,0,0,0,0,0,0,0,0
389,97.812635,0,2.486024,6.2265327,7.0155901,12.192116,9.8745986,14.543302,0,0,3.1778335,9.5221183,28.709379,42.106052,10.729368,9.0436454,0,0,1.1389502,8.1002293,15.78361,20.182266,8.4628922,8.6529767,0,0,0,0,0.24353107,4.4237667,2.0593759,5.464367,0,0,0,0,0,0,0,0.21003606,0,0,0,0,0,0,0,0
390,98.122238,0,2.4938929,6.2462413,7.0377963,12.230707,9.9058543,14.589335,0,0,3.1878922,9.5522583,28.800252,42.239329,10.76333,9.0722709,0,0,1.1425553,8.1258686,15.83357,20.246148,8.4896795,8.6803656,0,0,0,0,0.24430191,4.437769,2.0658944,5.4816631,0,0,0,0,0,0,0,0.21070088,0,0,0,0,0,0,0,0
391,98.43184,0,2.5017618,6.2659499,7.0600024,12.269298,9.93711,14.635368,0,0,3.1979509,9.5823982,28.891124,42.372605,10.797291,9.1008964,0,0,1.1461604,8.151508,15.883529,20.31003,8.5164667,8.7077545,0,0,0,0,0.24507274,4.4517714,2.0724129,5.4989593,0,0,0,0,0,0,0,0.2113657,0,0,0,0,0,0,0,0
392,98.741442,0,2.5096307,6.2856584,7.0822086,12.307889,9.9683656,14.681402,0,0,3.2080095,9.6125382,28.981997,42.505882,10.831252,9.1295218,0,0,1.1497655,8.1771473,15.933488,20.373912,8.543254,8.7351435,0,0,0,0,0.24584358,4.4657738,2.0789313,5.5162554,0,0,0,0,0,0,0,0.21203052,0,0,0,0,0,0,0,0
393,99.051045,0,2.5174996,6.305367,7.1044147,12.34648,9.9996213,14.727435,0,0,3.2180682,9.6426782,29.07287,42.639159,10.865213,9.1581473,0,0,1.1533705,8.2027866,15.983447,20.437794,8.5700412,8.7625324,0,0,0,0,0.24661442,4.4797761,2.0854498,5.5335515,0,0,0,0,0,0,0,0.21269534,0,0,0,0,0,0,0,0
394,99.360647,0,2.5253685,6.3250756,7.1266209,12.385072,10.030877,14.773468,0,0,3.2281269,9.6728181,29.163742,42.772435,10.899175,9.1867728,0,0,1.1569756,8.2284259,16.033407,20.501676,8.5968285,8.7899213,0,0,0,0,0.24738526,4.4937785,2.0919682,5.5508477,0,0,0,0,0,0,0,0.21336016,0,0,0,0,0,0,0,0
395,99.670249,0,2.5332374,6.3447842,7.1488271,12.423663,10.062133,14.819502,0,0,3.2381855,9.7029581,29.254615,42.905712,10.933136,9.2153983,0,0,1.1605807,8.2540653,16.083366,20.565559,8.6236157,8.8173102,0,0,0,0,0.2481561,4.5077809,2.0984867,5.5681438,0,0,0,0,0,0,0,0.21402497,0,0,0,0,0,0,0,0
396,99.979852,0,2.5411063,6.3644928,7.1710332,12.462254,10.093388,14.865535,0,0,3.2482442,9.7330981,29.345487,43.038988,10.967097,9.2440238,0,0,1.1641857,8.2797046,16.133325,20.629441,8.650403,8.8446991,0,0,0,0,0.24892694,4.5217832,2.1050052,5.5854399,0,0,0,0,0,0,0,0.21468979,0,0,0,0,0,0,0,0
397,100.28945,0,2.5489752,6.3842014,7.1932394,12.500845,10.124644,14.911568,0,0,3.2583029,9.7632381,29.43636,43.172265,11.001058,9.2726492,0,0,1.1677908,8.3053439,16.183284,20.693323,8.6771902,8.872088,0,0,0,0,0.24969778,4.5357856,2.1115236,5.6027361,0,0,0,0,0,0,0,0.21535461,0,0,0,0,0,0,0,0
398,100.59906,0,2.5568442,6.40391,7.2154455,12.539436,10.1559,14.957602,0,0,3.2683615,9.793378,29.527233,43.305541,11.03502,9.3012747,0,0,1.1713959,8.3309832,16.233243,20.757205,8.7039775,8.8994769,0,0,0,0,0.25046862,4.549788,2.1180421,5.6200322,0,0,0,0,0,0,0,0.21601943,0,0,0,0,0,0,0,0
399,100.90866,0,2.5647131,6.4236186,7.2376517,12.578028,10.187155,15.003635,0,0,3.2784202,9.823518,29.618105,43.438818,11.068981,9.3299002,0,0,1.175001,8.3566226,16.283203,20.821087,8.7307647,8.9268659,0,0,0,0,0.25123946,4.5637903,2.1245605,5.6373283,0,0,0,0,0,0,0,0.21668425,0,0,0,0,0,0,0,0
400,101.21826,0,2.572582,6.4433272,7.2598579,12.616619,10.218411,15.049668,0,0,3.2884789,9.853658,29.708978,43.572094,11.102942,9.3585257,0,0,1.178606,8.3822619,16.333162,20.884969,8.7575519,8.9542548,0,0,0,0,0.25201029,4.5777927,2.131079,5.6546245,0,0,0,0,0,0,0,0.21734907,0,0,0,0,0,0,0,0
401,101.52786,0,2.5804509,6.4630357,7.282064,12.65521,10.249667,15.095702,0,0,3.2985375,9.8837979,29.799851,43.705371,11.136903,9.3871512,0,0,1.1822111,8.4079012,16.383121,20.948851,8.7843392,8.9816437,0,0,0,0,0.25278113,4.5917951,2.1375974,5.6719206,0,0,0,0,0,0,0,0.21801389,0,0,0,0,0,0,0,0
402,101.83747,0,2.5883198,6.4827443,7.3042702,12.693801,10.280922,15.141735,0,0,3.3085962,9.9139379,29.890723,43.838648,11.170864,9.4157766,0,0,1.1858162,8.4335405,16.43308,21.012733,8.8111264,9.0090326,0,0,0,0,0.25355197,4.6057974,2.1441159,5.6892168,0,0,0,0,0,0,0,0.2186787,0,0,0,0,0,0,0,0
