Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa)
1562,211.04415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.572379,58.161034,66.66378,26.272431,0,0,0,0,0,0,0,21.453019,106.76967,197.7407,69.400498,6.5252084,0,0,0,0,0,0,37.709699,3.375937,0,0,0,0,0,0,0,0,0
1563,211.02936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.571357,58.156959,66.659109,26.27059,0,0,0,0,0,0,0,21.451516,106.76218,197.72684,69.395634,6.5247511,0,0,0,0,0,0,37.707057,3.3757004,0,0,0,0,0,0,0,0,0
1564,211.01457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.570336,58.152883,66.654437,26.268749,0,0,0,0,0,0,0,21.450012,106.7547,197.71298,69.390771,6.5242939,0,0,0,0,0,0,37.704414,3.3754638,0,0,0,0,0,0,0,0,0
1565,210.99978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.569315,58.148807,66.649765,26.266907,0,0,0,0,0,0,0,21.448509,106.74722,197.69913,69.385907,6.5238366,0,0,0,0,0,0,37.701772,3.3752272,0,0,0,0,0,0,0,0,0
1566,210.98499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.568294,58.144731,66.645094,26.265066,0,0,0,0,0,0,0,21.447006,106.73974,197.68527,69.381044,6.5233793,0,0,0,0,0,0,37.699129,3.3749906,0,0,0,0,0,0,0,0,0
1567,210.9702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.567273,58.140655,66.640422,26.263225,0,0,0,0,0,0,0,21.445502,106.73226,197.67141,69.376181,6.5229221,0,0,0,0,0,0,37.696486,3.3747541,0,0,0,0,0,0,0,0,0
1568,210.95541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.566251,58.13658,66.63575,26.261384,0,0,0,0,0,0,0,21.443999,106.72477,197.65755,69.371317,6.5224648,0,0,0,0,0,0,37.693844,3.3745175,0,0,0,0,0,0,0,0,0
1569,210.94062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56523,58.132504,66.631079,26.259543,0,0,0,0,0,0,0,21.442496,106.71729,197.6437,69.366454,6.5220075,0,0,0,0,0,0,37.691201,3.3742809,0,0,0,0,0,0,0,0,0
1570,210.92583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.564209,58.128428,66.626407,26.257702,0,0,0,0,0,0,0,21.440992,106.70981,197.62984,69.36159,6.5215502,0,0,0,0,0,0,37.688559,3.3740443,0,0,0,0,0,0,0,0,0
1571,210.91104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.563188,58.124352,66.621735,26.255861,0,0,0,0,0,0,0,21.439489,106.70233,197.61598,69.356727,6.521093,0,0,0,0,0,0,37.685916,3.3738078,0,0,0,0,0,0,0,0,0
1572,210.89625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.562167,58.120276,66.617064,26.25402,0,0,0,0,0,0,0,21.437985,106.69485,197.60212,69.351863,6.5206357,0,0,0,0,0,0,37.683273,3.3735712,0,0,0,0,0,0,0,0,0
1573,210.88147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.561145,58.116201,66.612392,26.252179,0,0,0,0,0,0,0,21.436482,106.68736,197.58827,69.347,6.5201784,0,0,0,0,0,0,37.680631,3.3733346,0,0,0,0,0,0,0,0,0
1574,210.86668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.560124,58.112125,66.60772,26.250337,0,0,0,0,0,0,0,21.434979,106.67988,197.57441,69.342137,6.5197211,0,0,0,0,0,0,37.677988,3.373098,0,0,0,0,0,0,0,0,0
1575,210.85189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.559103,58.108049,66.603049,26.248496,0,0,0,0,0,0,0,21.433475,106.6724,197.56055,69.337273,6.5192639,0,0,0,0,0,0,37.675345,3.3728614,0,0,0,0,0,0,0,0,0
1576,210.8371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.558082,58.103973,66.598377,26.246655,0,0,0,0,0,0,0,21.431972,106.66492,197.5467,69.33241,6.5188066,0,0,0,0,0,0,37.672703,3.3726249,0,0,0,0,0,0,0,0,0
1577,210.82231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.557061,58.099897,66.593705,26.244814,0,0,0,0,0,0,0,21.430469,106.65743,197.53284,69.327546,6.5183493,0,0,0,0,0,0,37.67006,3.3723883,0,0,0,0,0,0,0,0,0
1578,210.80752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.556039,58.095822,66.589034,26.242973,0,0,0,0,0,0,0,21.428965,106.64995,197.51898,69.322683,6.5178921,0,0,0,0,0,0,37.667418,3.3721517,0,0,0,0,0,0,0,0,0
1579,210.79273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.555018,58.091746,66.584362,26.241132,0,0,0,0,0,0,0,21.427462,106.64247,197.50512,69.317819,6.5174348,0,0,0,0,0,0,37.664775,3.3719151,0,0,0,0,0,0,0,0,0
1580,210.77794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.553997,58.08767,66.57969,26.239291,0,0,0,0,0,0,0,21.425958,106.63499,197.49127,69.312956,6.5169775,0,0,0,0,0,0,37.662132,3.3716785,0,0,0,0,0,0,0,0,0
1581,210.76315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.552976,58.083594,66.575019,26.23745,0,0,0,0,0,0,0,21.424455,106.62751,197.47741,69.308092,6.5165202,0,0,0,0,0,0,37.65949,3.371442,0,0,0,0,0,0,0,0,0
1582,210.74836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.551955,58.079518,66.570347,26.235609,0,0,0,0,0,0,0,21.422952,106.62002,197.46355,69.303229,6.516063,0,0,0,0,0,0,37.656847,3.3712054,0,0,0,0,0,0,0,0,0
1583,210.73357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.550933,58.075443,66.565676,26.233767,0,0,0,0,0,0,0,21.421448,106.61254,197.44969,69.298366,6.5156057,0,0,0,0,0,0,37.654205,3.3709688,0,0,0,0,0,0,0,0,0
1584,210.71878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.549912,58.071367,66.561004,26.231926,0,0,0,0,0,0,0,21.419945,106.60506,197.43584,69.293502,6.5151484,0,0,0,0,0,0,37.651562,3.3707322,0,0,0,0,0,0,0,0,0
1585,210.70399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.548891,58.067291,66.556332,26.230085,0,0,0,0,0,0,0,21.418441,106.59758,197.42198,69.288639,6.5146911,0,0,0,0,0,0,37.648919,3.3704957,0,0,0,0,0,0,0,0,0
1586,210.6892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54787,58.063215,66.551661,26.228244,0,0,0,0,0,0,0,21.416938,106.59009,197.40812,69.283775,6.5142339,0,0,0,0,0,0,37.646277,3.3702591,0,0,0,0,0,0,0,0,0
1587,210.67441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.546849,58.059139,66.546989,26.226403,0,0,0,0,0,0,0,21.415435,106.58261,197.39427,69.278912,6.5137766,0,0,0,0,0,0,37.643634,3.3700225,0,0,0,0,0,0,0,0,0
1588,210.65962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.545827,58.055064,66.542317,26.224562,0,0,0,0,0,0,0,21.413931,106.57513,197.38041,69.274048,6.5133193,0,0,0,0,0,0,37.640991,3.3697859,0,0,0,0,0,0,0,0,0
1589,210.64483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.544806,58.050988,66.537646,26.222721,0,0,0,0,0,0,0,21.412428,106.56765,197.36655,69.269185,6.5128621,0,0,0,0,0,0,37.638349,3.3695493,0,0,0,0,0,0,0,0,0
1590,210.63004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.543785,58.046912,66.532974,26.22088,0,0,0,0,0,0,0,21.410925,106.56017,197.35269,69.264321,6.5124048,0,0,0,0,0,0,37.635706,3.3693128,0,0,0,0,0,0,0,0,0
1591,210.61525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.542764,58.042836,66.528302,26.219038,0,0,0,0,0,0,0,21.409421,106.55268,197.33884,69.259458,6.5119475,0,0,0,0,0,0,37.633064,3.3690762,0,0,0,0,0,0,0,0,0
1592,210.60046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.541743,58.03876,66.523631,26.217197,0,0,0,0,0,0,0,21.407918,106.5452,197.32498,69.254595,6.5114902,0,0,0,0,0,0,37.630421,3.3688396,0,0,0,0,0,0,0,0,0
1593,210.58568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.540721,58.034685,66.518959,26.215356,0,0,0,0,0,0,0,21.406414,106.53772,197.31112,69.249731,6.511033,0,0,0,0,0,0,37.627778,3.368603,0,0,0,0,0,0,0,0,0
1594,210.57089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5397,58.030609,66.514287,26.213515,0,0,0,0,0,0,0,21.404911,106.53024,197.29727,69.244868,6.5105757,0,0,0,0,0,0,37.625136,3.3683665,0,0,0,0,0,0,0,0,0
1595,210.5561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.538679,58.026533,66.509616,26.211674,0,0,0,0,0,0,0,21.403408,106.52275,197.28341,69.240004,6.5101184,0,0,0,0,0,0,37.622493,3.3681299,0,0,0,0,0,0,0,0,0
1596,210.54131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.537658,58.022457,66.504944,26.209833,0,0,0,0,0,0,0,21.401904,106.51527,197.26955,69.235141,6.5096611,0,0,0,0,0,0,37.619851,3.3678933,0,0,0,0,0,0,0,0,0
1597,210.52652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.536637,58.018381,66.500272,26.207992,0,0,0,0,0,0,0,21.400401,106.50779,197.25569,69.230277,6.5092039,0,0,0,0,0,0,37.617208,3.3676567,0,0,0,0,0,0,0,0,0
1598,210.51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.535615,58.014306,66.495601,26.206151,0,0,0,0,0,0,0,21.398897,106.50031,197.24184,69.225414,6.5087466,0,0,0,0,0,0,37.614565,3.3674201,0,0,0,0,0,0,0,0,0
1599,210.49694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.534594,58.01023,66.490929,26.20431,0,0,0,0,0,0,0,21.397394,106.49283,197.22798,69.220551,6.5082893,0,0,0,0,0,0,37.611923,3.3671836,0,0,0,0,0,0,0,0,0
1600,210.48215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.533573,58.006154,66.486257,26.202468,0,0,0,0,0,0,0,21.395891,106.48534,197.21412,69.215687,6.5078321,0,0,0,0,0,0,37.60928,3.366947,0,0,0,0,0,0,0,0,0
1601,210.46736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.532552,58.002078,66.481586,26.200627,0,0,0,0,0,0,0,21.394387,106.47786,197.20026,69.210824,6.5073748,0,0,0,0,0,0,37.606637,3.3667104,0,0,0,0,0,0,0,0,0
1602,210.45257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.531531,57.998002,66.476914,26.198786,0,0,0,0,0,0,0,21.392884,106.47038,197.18641,69.20596,6.5069175,0,0,0,0,0,0,37.603995,3.3664738,0,0,0,0,0,0,0,0,0
1603,210.43778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.530509,57.993927,66.472242,26.196945,0,0,0,0,0,0,0,21.391381,106.4629,197.17255,69.201097,6.5064602,0,0,0,0,0,0,37.601352,3.3662372,0,0,0,0,0,0,0,0,0
1604,210.42299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.529488,57.989851,66.467571,26.195104,0,0,0,0,0,0,0,21.389877,106.45542,197.15869,69.196233,6.506003,0,0,0,0,0,0,37.59871,3.3660007,0,0,0,0,0,0,0,0,0
1605,210.4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.528467,57.985775,66.462899,26.193263,0,0,0,0,0,0,0,21.388374,106.44793,197.14484,69.19137,6.5055457,0,0,0,0,0,0,37.596067,3.3657641,0,0,0,0,0,0,0,0,0
1606,210.39341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.527446,57.981699,66.458227,26.191422,0,0,0,0,0,0,0,21.38687,106.44045,197.13098,69.186506,6.5050884,0,0,0,0,0,0,37.593424,3.3655275,0,0,0,0,0,0,0,0,0
1607,210.37862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.526425,57.977623,66.453556,26.189581,0,0,0,0,0,0,0,21.385367,106.43297,197.11712,69.181643,6.5046311,0,0,0,0,0,0,37.590782,3.3652909,0,0,0,0,0,0,0,0,0
1608,210.36383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.525403,57.973548,66.448884,26.187739,0,0,0,0,0,0,0,21.383864,106.42549,197.10326,69.17678,6.5041739,0,0,0,0,0,0,37.588139,3.3650544,0,0,0,0,0,0,0,0,0
1609,210.34904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.524382,57.969472,66.444212,26.185898,0,0,0,0,0,0,0,21.38236,106.418,197.08941,69.171916,6.5037166,0,0,0,0,0,0,37.585497,3.3648178,0,0,0,0,0,0,0,0,0
1610,210.33425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.523361,57.965396,66.439541,26.184057,0,0,0,0,0,0,0,21.380857,106.41052,197.07555,69.167053,6.5032593,0,0,0,0,0,0,37.582854,3.3645812,0,0,0,0,0,0,0,0,0
1611,210.31946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.52234,57.96132,66.434869,26.182216,0,0,0,0,0,0,0,21.379354,106.40304,197.06169,69.162189,6.5028021,0,0,0,0,0,0,37.580211,3.3643446,0,0,0,0,0,0,0,0,0
1612,210.30467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.521319,57.957244,66.430198,26.180375,0,0,0,0,0,0,0,21.37785,106.39556,197.04783,69.157326,6.5023448,0,0,0,0,0,0,37.577569,3.364108,0,0,0,0,0,0,0,0,0
1613,210.28988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.520297,57.953169,66.425526,26.178534,0,0,0,0,0,0,0,21.376347,106.38808,197.03398,69.152462,6.5018875,0,0,0,0,0,0,37.574926,3.3638715,0,0,0,0,0,0,0,0,0
1614,210.2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.519276,57.949093,66.420854,26.176693,0,0,0,0,0,0,0,21.374843,106.38059,197.02012,69.147599,6.5014302,0,0,0,0,0,0,37.572283,3.3636349,0,0,0,0,0,0,0,0,0
1615,210.26031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.518255,57.945017,66.416183,26.174852,0,0,0,0,0,0,0,21.37334,106.37311,197.00626,69.142736,6.500973,0,0,0,0,0,0,37.569641,3.3633983,0,0,0,0,0,0,0,0,0
1616,210.24552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.517234,57.940941,66.411511,26.173011,0,0,0,0,0,0,0,21.371837,106.36563,196.99241,69.137872,6.5005157,0,0,0,0,0,0,37.566998,3.3631617,0,0,0,0,0,0,0,0,0
1617,210.23073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.516213,57.936865,66.406839,26.171169,0,0,0,0,0,0,0,21.370333,106.35815,196.97855,69.133009,6.5000584,0,0,0,0,0,0,37.564356,3.3629251,0,0,0,0,0,0,0,0,0
1618,210.21594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.515191,57.93279,66.402168,26.169328,0,0,0,0,0,0,0,21.36883,106.35066,196.96469,69.128145,6.4996011,0,0,0,0,0,0,37.561713,3.3626886,0,0,0,0,0,0,0,0,0
1619,210.20115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.51417,57.928714,66.397496,26.167487,0,0,0,0,0,0,0,21.367326,106.34318,196.95083,69.123282,6.4991439,0,0,0,0,0,0,37.55907,3.362452,0,0,0,0,0,0,0,0,0
1620,210.18636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.513149,57.924638,66.392824,26.165646,0,0,0,0,0,0,0,21.365823,106.3357,196.93698,69.118418,6.4986866,0,0,0,0,0,0,37.556428,3.3622154,0,0,0,0,0,0,0,0,0
1621,210.17157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.512128,57.920562,66.388153,26.163805,0,0,0,0,0,0,0,21.36432,106.32822,196.92312,69.113555,6.4982293,0,0,0,0,0,0,37.553785,3.3619788,0,0,0,0,0,0,0,0,0
1622,210.15678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.511107,57.916486,66.383481,26.161964,0,0,0,0,0,0,0,21.362816,106.32074,196.90926,69.108691,6.4977721,0,0,0,0,0,0,37.551143,3.3617423,0,0,0,0,0,0,0,0,0
1623,210.14199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.510085,57.912411,66.378809,26.160123,0,0,0,0,0,0,0,21.361313,106.31325,196.8954,69.103828,6.4973148,0,0,0,0,0,0,37.5485,3.3615057,0,0,0,0,0,0,0,0,0
1624,210.1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.509064,57.908335,66.374138,26.158282,0,0,0,0,0,0,0,21.35981,106.30577,196.88155,69.098965,6.4968575,0,0,0,0,0,0,37.545857,3.3612691,0,0,0,0,0,0,0,0,0
1625,210.11241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.508043,57.904259,66.369466,26.156441,0,0,0,0,0,0,0,21.358306,106.29829,196.86769,69.094101,6.4964002,0,0,0,0,0,0,37.543215,3.3610325,0,0,0,0,0,0,0,0,0
1626,210.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.506703,57.898909,66.363334,26.154024,0,0,0,0,0,0,0,21.356333,106.28847,196.8495,69.087717,6.4958,0,0,0,0,0,0,37.539746,3.360722,0,0,0,0,0,0,0,0,0
1627,210.07358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.505362,57.893559,66.357202,26.151607,0,0,0,0,0,0,0,21.354359,106.27865,196.83131,69.081334,6.4951998,0,0,0,0,0,0,37.536277,3.3604114,0,0,0,0,0,0,0,0,0
1628,210.05417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.504022,57.888209,66.35107,26.149191,0,0,0,0,0,0,0,21.352386,106.26883,196.81312,69.07495,6.4945996,0,0,0,0,0,0,37.532809,3.3601009,0,0,0,0,0,0,0,0,0
1629,210.03476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.502681,57.882859,66.344938,26.146774,0,0,0,0,0,0,0,21.350413,106.259,196.79493,69.068566,6.4939994,0,0,0,0,0,0,37.52934,3.3597904,0,0,0,0,0,0,0,0,0
1630,210.01535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.501341,57.877509,66.338806,26.144357,0,0,0,0,0,0,0,21.348439,106.24918,196.77674,69.062182,6.4933991,0,0,0,0,0,0,37.525871,3.3594798,0,0,0,0,0,0,0,0,0
1631,209.99593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,57.872159,66.332674,26.141941,0,0,0,0,0,0,0,21.346466,106.23936,196.75856,69.055798,6.4927989,0,0,0,0,0,0,37.522402,3.3591693,0,0,0,0,0,0,0,0,0
1632,209.97652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.49866,57.866809,66.326542,26.139524,0,0,0,0,0,0,0,21.344493,106.22954,196.74037,69.049415,6.4921987,0,0,0,0,0,0,37.518934,3.3588588,0,0,0,0,0,0,0,0,0
1633,209.95711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.497319,57.86146,66.32041,26.137107,0,0,0,0,0,0,0,21.342519,106.21972,196.72218,69.043031,6.4915985,0,0,0,0,0,0,37.515465,3.3585482,0,0,0,0,0,0,0,0,0
1634,209.93769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.495979,57.85611,66.314277,26.134691,0,0,0,0,0,0,0,21.340546,106.2099,196.70399,69.036647,6.4909983,0,0,0,0,0,0,37.511996,3.3582377,0,0,0,0,0,0,0,0,0
1635,209.91828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.494639,57.85076,66.308145,26.132274,0,0,0,0,0,0,0,21.338573,106.20008,196.6858,69.030263,6.490398,0,0,0,0,0,0,37.508527,3.3579272,0,0,0,0,0,0,0,0,0
1636,209.89887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.493298,57.84541,66.302013,26.129857,0,0,0,0,0,0,0,21.336599,106.19026,196.66761,69.023879,6.4897978,0,0,0,0,0,0,37.505059,3.3576166,0,0,0,0,0,0,0,0,0
1637,209.87946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.491958,57.84006,66.295881,26.127441,0,0,0,0,0,0,0,21.334626,106.18043,196.64942,69.017496,6.4891976,0,0,0,0,0,0,37.50159,3.3573061,0,0,0,0,0,0,0,0,0
1638,209.86004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.490617,57.83471,66.289749,26.125024,0,0,0,0,0,0,0,21.332653,106.17061,196.63123,69.011112,6.4885974,0,0,0,0,0,0,37.498121,3.3569956,0,0,0,0,0,0,0,0,0
1639,209.84063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.489277,57.82936,66.283617,26.122607,0,0,0,0,0,0,0,21.330679,106.16079,196.61304,69.004728,6.4879972,0,0,0,0,0,0,37.494653,3.356685,0,0,0,0,0,0,0,0,0
1640,209.82122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.487936,57.82401,66.277485,26.120191,0,0,0,0,0,0,0,21.328706,106.15097,196.59485,68.998344,6.4873969,0,0,0,0,0,0,37.491184,3.3563745,0,0,0,0,0,0,0,0,0
1641,209.8018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.486596,57.81866,66.271353,26.117774,0,0,0,0,0,0,0,21.326733,106.14115,196.57666,68.99196,6.4867967,0,0,0,0,0,0,37.487715,3.356064,0,0,0,0,0,0,0,0,0
1642,209.78239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.485255,57.81331,66.265221,26.115357,0,0,0,0,0,0,0,21.324759,106.13133,196.55847,68.985577,6.4861965,0,0,0,0,0,0,37.484246,3.3557534,0,0,0,0,0,0,0,0,0
1643,209.76298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.483915,57.80796,66.259089,26.112941,0,0,0,0,0,0,0,21.322786,106.12151,196.54029,68.979193,6.4855963,0,0,0,0,0,0,37.480778,3.3554429,0,0,0,0,0,0,0,0,0
1644,209.74357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.482575,57.80261,66.252957,26.110524,0,0,0,0,0,0,0,21.320812,106.11169,196.5221,68.972809,6.484996,0,0,0,0,0,0,37.477309,3.3551324,0,0,0,0,0,0,0,0,0
1645,209.72415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.481234,57.79726,66.246825,26.108107,0,0,0,0,0,0,0,21.318839,106.10187,196.50391,68.966425,6.4843958,0,0,0,0,0,0,37.47384,3.3548218,0,0,0,0,0,0,0,0,0
