X coord (mm),Y coord (mm)
7.94645,6.44402
4.1894,0.12652
6.08737,0.018968
8.34738,0.0263088
9.87303,0.197628
11.487,0.396974
2.98073,1.34236
4.7828,1.2076
6.44273,1.26411
8.2822,1.26038
10.0052,1.24409
11.741,1.24266
13.4814,1.2209
14.8774,1.52821
1.89353,3.08823
3.04786,3.01263
4.81484,2.96877
6.51244,3.01787
8.27864,2.97498
10.0675,2.95676
11.7425,3.02728
13.4552,3.00913
15.258,2.99145
1.25646,4.78973
2.93988,4.69546
4.79653,4.74
6.50706,4.76667
8.28283,4.70886
10.0413,4.77071
11.7474,4.73392
13.4876,4.71798
15.2849,4.71562
16.2021,4.92766
0.0091781,6.61417
1.29373,6.52201
2.95709,6.48906
4.71664,6.49192
6.50021,6.48889
8.29011,6.51748
10.0355,6.53192
11.7388,6.5319
13.4753,6.45842
15.2326,6.51465
16.4501,6.34245
3.31991,8.05711
4.78985,8.25722
6.56327,8.25872
8.19948,8.23918
9.99454,8.2793
11.7129,8.24659
13.4889,8.28318
15.2241,8.2633
4.88192,9.55421
6.60704,9.78385
8.22504,9.97251
9.99354,9.97966
11.7679,9.93569
13.2986,9.67562
