Time (ms),Stress at 0.00 mm (kPa),Stress at 0.25 mm (kPa),Stress at 0.46 mm (kPa),Stress at 0.64 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.06 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.46 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa)
1040,277.83091,237.75989,215.4736,191.36226,159.61429,129.37195,105.21659,80.006394,59.123292,40.168394,26.97688,18.906711
1041,277.91904,237.83531,215.54195,191.42296,159.66492,129.41298,105.24996,80.031773,59.142047,40.181136,26.985437,18.912709
1042,278.00717,237.91073,215.6103,191.48367,159.71555,129.45402,105.28334,80.057152,59.160801,40.193878,26.993995,18.918706
1043,278.0953,237.98615,215.67866,191.54437,159.76618,129.49506,105.31671,80.082531,59.179556,40.20662,27.002552,18.924704
1044,278.18343,238.06157,215.74701,191.60507,159.81681,129.5361,105.35009,80.10791,59.198311,40.219362,27.011109,18.930701
1045,278.27156,238.13699,215.81536,191.66577,159.86745,129.57714,105.38346,80.133289,59.217065,40.232103,27.019667,18.936699
1046,278.35969,238.21241,215.88371,191.72648,159.91808,129.61818,105.41684,80.158668,59.23582,40.244845,27.028224,18.942696
1047,278.44783,238.28783,215.95206,191.78718,159.96871,129.65921,105.45022,80.184046,59.254574,40.257587,27.036782,18.948693
1048,278.53596,238.36325,216.02041,191.84788,160.01934,129.70025,105.48359,80.209425,59.273329,40.270329,27.045339,18.954691
1049,278.62409,238.43867,216.08876,191.90858,160.06997,129.74129,105.51697,80.234804,59.292083,40.283071,27.053896,18.960688
1050,278.71222,238.51409,216.15711,191.96928,160.1206,129.78233,105.55034,80.260183,59.310838,40.295813,27.062454,18.966686
1051,278.80035,238.58951,216.22546,192.02999,160.17123,129.82337,105.58372,80.285562,59.329592,40.308554,27.071011,18.972683
1052,278.88848,238.66493,216.29381,192.09069,160.22187,129.8644,105.6171,80.310941,59.348347,40.321296,27.079568,18.97868
1053,278.97661,238.74035,216.36216,192.15139,160.2725,129.90544,105.65047,80.33632,59.367101,40.334038,27.088126,18.984678
1054,279.06474,238.81577,216.43051,192.21209,160.32313,129.94648,105.68385,80.361699,59.385856,40.34678,27.096683,18.990675
1055,279.15287,238.89119,216.49886,192.27279,160.37376,129.98752,105.71722,80.387078,59.404611,40.359522,27.10524,18.996673
1056,279.241,238.96661,216.56721,192.3335,160.42439,130.02856,105.7506,80.412457,59.423365,40.372264,27.113798,19.00267
1057,279.32914,239.04203,216.63556,192.3942,160.47502,130.0696,105.78397,80.437835,59.44212,40.385006,27.122355,19.008668
1058,279.41727,239.11745,216.70391,192.4549,160.52565,130.11063,105.81735,80.463214,59.460874,40.397747,27.130912,19.014665
1059,279.5054,239.19287,216.77226,192.5156,160.57628,130.15167,105.85073,80.488593,59.479629,40.410489,27.13947,19.020662
1060,279.59353,239.26829,216.84061,192.57631,160.62692,130.19271,105.8841,80.513972,59.498383,40.423231,27.148027,19.02666
1061,279.68166,239.34371,216.90897,192.63701,160.67755,130.23375,105.91748,80.539351,59.517138,40.435973,27.156585,19.032657
1062,279.76979,239.41913,216.97732,192.69771,160.72818,130.27479,105.95085,80.56473,59.535892,40.448715,27.165142,19.038655
1063,279.85792,239.49455,217.04567,192.75841,160.77881,130.31582,105.98423,80.590109,59.554647,40.461457,27.173699,19.044652
1064,279.94605,239.56997,217.11402,192.81911,160.82944,130.35686,106.01761,80.615488,59.573402,40.474199,27.182257,19.050649
1065,280.03418,239.64539,217.18237,192.87982,160.88007,130.3979,106.05098,80.640867,59.592156,40.48694,27.190814,19.056647
1066,280.12231,239.72081,217.25072,192.94052,160.9307,130.43894,106.08436,80.666245,59.610911,40.499682,27.199371,19.062644
1067,280.21044,239.79623,217.31907,193.00122,160.98134,130.47998,106.11773,80.691624,59.629665,40.512424,27.207929,19.068642
1068,280.29858,239.87165,217.38742,193.06192,161.03197,130.52102,106.15111,80.717003,59.64842,40.525166,27.216486,19.074639
1069,280.38671,239.94707,217.45577,193.12263,161.0826,130.56205,106.18448,80.742382,59.667174,40.537908,27.225043,19.080636
1070,280.47484,240.02249,217.52412,193.18333,161.13323,130.60309,106.21786,80.767761,59.685929,40.55065,27.233601,19.086634
1071,280.56297,240.09791,217.59247,193.24403,161.18386,130.64413,106.25124,80.79314,59.704683,40.563391,27.242158,19.092631
1072,280.6511,240.17333,217.66082,193.30473,161.23449,130.68517,106.28461,80.818519,59.723438,40.576133,27.250715,19.098629
1073,280.73923,240.24875,217.72917,193.36543,161.28512,130.72621,106.31799,80.843898,59.742192,40.588875,27.259273,19.104626
1074,280.82736,240.32417,217.79752,193.42614,161.33576,130.76724,106.35136,80.869277,59.760947,40.601617,27.26783,19.110624
1075,280.91549,240.39959,217.86587,193.48684,161.38639,130.80828,106.38474,80.894656,59.779702,40.614359,27.276388,19.116621
1076,281.00362,240.47501,217.93422,193.54754,161.43702,130.84932,106.41812,80.920034,59.798456,40.627101,27.284945,19.122618
1077,281.09175,240.55043,218.00257,193.60824,161.48765,130.89036,106.45149,80.945413,59.817211,40.639843,27.293502,19.128616
1078,281.17989,240.62585,218.07092,193.66894,161.53828,130.9314,106.48487,80.970792,59.835965,40.652584,27.30206,19.134613
1079,281.26802,240.70127,218.13928,193.72965,161.58891,130.97244,106.51824,80.996171,59.85472,40.665326,27.310617,19.140611
1080,281.35615,240.77669,218.20763,193.79035,161.63954,131.01347,106.55162,81.02155,59.873474,40.678068,27.319174,19.146608
1081,281.44428,240.85211,218.27598,193.85105,161.69018,131.05451,106.585,81.046929,59.892229,40.69081,27.327732,19.152605
1082,281.53241,240.92753,218.34433,193.91175,161.74081,131.09555,106.61837,81.072308,59.910983,40.703552,27.336289,19.158603
1083,281.62054,241.00295,218.41268,193.97246,161.79144,131.13659,106.65175,81.097687,59.929738,40.716294,27.344846,19.1646
1084,281.70867,241.07837,218.48103,194.03316,161.84207,131.17763,106.68512,81.123066,59.948493,40.729036,27.353404,19.170598
1085,281.7968,241.15379,218.54938,194.09386,161.8927,131.21866,106.7185,81.148444,59.967247,40.741777,27.361961,19.176595
1086,281.88493,241.22921,218.61773,194.15456,161.94333,131.2597,106.75187,81.173823,59.986002,40.754519,27.370519,19.182593
1087,281.97306,241.30463,218.68608,194.21526,161.99396,131.30074,106.78525,81.199202,60.004756,40.767261,27.379076,19.18859
1088,282.0612,241.38005,218.75443,194.27597,162.04459,131.34178,106.81863,81.224581,60.023511,40.780003,27.387633,19.194587
1089,282.14933,241.45547,218.82278,194.33667,162.09523,131.38282,106.852,81.24996,60.042265,40.792745,27.396191,19.200585
1090,282.23746,241.53089,218.89113,194.39737,162.14586,131.42386,106.88538,81.275339,60.06102,40.805487,27.404748,19.206582
1091,282.32559,241.60631,218.95948,194.45807,162.19649,131.46489,106.91875,81.300718,60.079774,40.818228,27.413305,19.21258
1092,282.41372,241.68173,219.02783,194.51878,162.24712,131.50593,106.95213,81.326097,60.098529,40.83097,27.421863,19.218577
1093,282.50185,241.75715,219.09618,194.57948,162.29775,131.54697,106.98551,81.351476,60.117283,40.843712,27.43042,19.224574
1094,282.58998,241.83257,219.16453,194.64018,162.34838,131.58801,107.01888,81.376855,60.136038,40.856454,27.438977,19.230572
1095,282.67811,241.90799,219.23288,194.70088,162.39901,131.62905,107.05226,81.402233,60.154793,40.869196,27.447535,19.236569
1096,282.76624,241.98341,219.30123,194.76158,162.44965,131.67008,107.08563,81.427612,60.173547,40.881938,27.456092,19.242567
1097,282.85437,242.05883,219.36959,194.82229,162.50028,131.71112,107.11901,81.452991,60.192302,40.89468,27.464649,19.248564
1098,282.94251,242.13425,219.43794,194.88299,162.55091,131.75216,107.15238,81.47837,60.211056,40.907421,27.473207,19.254561
1099,283.03064,242.20967,219.50629,194.94369,162.60154,131.7932,107.18576,81.503749,60.229811,40.920163,27.481764,19.260559
1100,283.11877,242.28509,219.57464,195.00439,162.65217,131.83424,107.21914,81.529128,60.248565,40.932905,27.490322,19.266556
1101,283.2069,242.36051,219.64299,195.0651,162.7028,131.87528,107.25251,81.554507,60.26732,40.945647,27.498879,19.272554
1102,283.29503,242.43593,219.71134,195.1258,162.75343,131.91631,107.28589,81.579886,60.286074,40.958389,27.507436,19.278551
1103,283.38316,242.51135,219.77969,195.1865,162.80407,131.95735,107.31926,81.605265,60.304829,40.971131,27.515994,19.284549
1104,283.47129,242.58677,219.84804,195.2472,162.8547,131.99839,107.35264,81.630644,60.323583,40.983873,27.524551,19.290546
1105,283.55942,242.66219,219.91639,195.3079,162.90533,132.03943,107.38602,81.656022,60.342338,40.996614,27.533108,19.296543
1106,283.64755,242.73761,219.98474,195.36861,162.95596,132.08047,107.41939,81.681401,60.361093,41.009356,27.541666,19.302541
1107,283.73568,242.81303,220.05309,195.42931,163.00659,132.1215,107.45277,81.70678,60.379847,41.022098,27.550223,19.308538
1108,283.82382,242.88845,220.12144,195.49001,163.05722,132.16254,107.48614,81.732159,60.398602,41.03484,27.55878,19.314536
1109,283.91195,242.96387,220.18979,195.55071,163.10785,132.20358,107.51952,81.757538,60.417356,41.047582,27.567338,19.320533
1110,284.00008,243.03929,220.25814,195.61141,163.15849,132.24462,107.55289,81.782917,60.436111,41.060324,27.575895,19.32653
1111,284.08821,243.11471,220.32649,195.67212,163.20912,132.28566,107.58627,81.808296,60.454865,41.073066,27.584452,19.332528
1112,284.17634,243.19013,220.39484,195.73282,163.25975,132.3267,107.61965,81.833675,60.47362,41.085807,27.59301,19.338525
1113,284.26447,243.26555,220.46319,195.79352,163.31038,132.36773,107.65302,81.859054,60.492374,41.098549,27.601567,19.344523
1114,284.3526,243.34097,220.53155,195.85422,163.36101,132.40877,107.6864,81.884432,60.511129,41.111291,27.610125,19.35052
1115,284.44073,243.41639,220.5999,195.91493,163.41164,132.44981,107.71977,81.909811,60.529884,41.124033,27.618682,19.356518
1116,284.52886,243.49181,220.66825,195.97563,163.46227,132.49085,107.75315,81.93519,60.548638,41.136775,27.627239,19.362515
1117,284.61699,243.56723,220.7366,196.03633,163.51291,132.53189,107.78653,81.960569,60.567393,41.149517,27.635797,19.368512
1118,284.70512,243.64265,220.80495,196.09703,163.56354,132.57292,107.8199,81.985948,60.586147,41.162258,27.644354,19.37451
1119,284.79326,243.71807,220.8733,196.15773,163.61417,132.61396,107.85328,82.011327,60.604902,41.175,27.652911,19.380507
1120,284.88139,243.79349,220.94165,196.21844,163.6648,132.655,107.88665,82.036706,60.623656,41.187742,27.661469,19.386505
1121,284.96952,243.86891,221.01,196.27914,163.71543,132.69604,107.92003,82.062085,60.642411,41.200484,27.670026,19.392502
1122,285.05765,243.94433,221.07835,196.33984,163.76606,132.73708,107.9534,82.087464,60.661165,41.213226,27.678583,19.398499
1123,285.14578,244.01975,221.1467,196.40054,163.81669,132.77812,107.98678,82.112843,60.67992,41.225968,27.687141,19.404497
1124,285.23391,244.09517,221.21505,196.46125,163.86732,132.81915,108.02016,82.138221,60.698674,41.23871,27.695698,19.410494
1125,285.32204,244.17059,221.2834,196.52195,163.91796,132.86019,108.05353,82.1636,60.717429,41.251451,27.704256,19.416492
1126,285.33565,244.18223,221.29395,196.53132,163.92577,132.86653,108.05868,82.167518,60.720324,41.253418,27.705576,19.417417
1127,285.34925,244.19388,221.3045,196.54069,163.93359,132.87286,108.06384,82.171435,60.723219,41.255385,27.706897,19.418343
1128,285.36285,244.20552,221.31505,196.55006,163.9414,132.8792,108.06899,82.175353,60.726114,41.257352,27.708218,19.419269
1129,285.37646,244.21716,221.3256,196.55943,163.94922,132.88553,108.07414,82.17927,60.729009,41.259319,27.709539,19.420195
1130,285.39006,244.2288,221.33615,196.5688,163.95703,132.89186,108.07929,82.183187,60.731904,41.261285,27.71086,19.42112
1131,285.40366,244.24044,221.3467,196.57817,163.96485,132.8982,108.08444,82.187105,60.734798,41.263252,27.712181,19.422046
1132,285.41727,244.25208,221.35725,196.58754,163.97266,132.90453,108.08959,82.191022,60.737693,41.265219,27.713502,19.422972
1133,285.43087,244.26373,221.3678,196.59691,163.98048,132.91087,108.09475,82.19494,60.740588,41.267186,27.714823,19.423898
1134,285.44447,244.27537,221.37836,196.60628,163.98829,132.9172,108.0999,82.198857,60.743483,41.269153,27.716144,19.424823
1135,285.45808,244.28701,221.38891,196.61565,163.99611,132.92354,108.10505,82.202775,60.746378,41.271119,27.717464,19.425749
1136,285.47168,244.29865,221.39946,196.62502,164.00392,132.92987,108.1102,82.206692,60.749273,41.273086,27.718785,19.426675
1137,285.48529,244.31029,221.41001,196.63439,164.01174,132.93621,108.11535,82.210609,60.752168,41.275053,27.720106,19.427601
1138,285.49889,244.32193,221.42056,196.64376,164.01956,132.94254,108.12051,82.214527,60.755063,41.27702,27.721427,19.428526
1139,285.51249,244.33358,221.43111,196.65313,164.02737,132.94888,108.12566,82.218444,60.757958,41.278987,27.722748,19.429452
1140,285.5261,244.34522,221.44166,196.6625,164.03519,132.95521,108.13081,82.222362,60.760853,41.280953,27.724069,19.430378
1141,285.5397,244.35686,221.45221,196.67186,164.043,132.96154,108.13596,82.226279,60.763747,41.28292,27.72539,19.431304
1142,285.5533,244.3685,221.46276,196.68123,164.05082,132.96788,108.14111,82.230196,60.766642,41.284887,27.726711,19.432229
1143,285.56691,244.38014,221.47331,196.6906,164.05863,132.97421,108.14626,82.234114,60.769537,41.286854,27.728032,19.433155
1144,285.58051,244.39178,221.48386,196.69997,164.06645,132.98055,108.15142,82.238031,60.772432,41.288821,27.729352,19.434081
1145,285.59412,244.40342,221.49441,196.70934,164.07426,132.98688,108.15657,82.241949,60.775327,41.290787,27.730673,19.435007
1146,285.60772,244.41507,221.50496,196.71871,164.08208,132.99322,108.16172,82.245866,60.778222,41.292754,27.731994,19.435932
1147,285.62132,244.42671,221.51551,196.72808,164.08989,132.99955,108.16687,82.249784,60.781117,41.294721,27.733315,19.436858
1148,285.63493,244.43835,221.52606,196.73745,164.09771,133.00589,108.17202,82.253701,60.784012,41.296688,27.734636,19.437784
1149,285.64853,244.44999,221.53661,196.74682,164.10552,133.01222,108.17718,82.257618,60.786907,41.298655,27.735957,19.43871
1150,285.66213,244.46163,221.54716,196.75619,164.11334,133.01856,108.18233,82.261536,60.789802,41.300621,27.737278,19.439635
1151,285.67574,244.47327,221.55771,196.76556,164.12115,133.02489,108.18748,82.265453,60.792697,41.302588,27.738599,19.440561
1152,285.68934,244.48492,221.56826,196.77493,164.12897,133.03122,108.19263,82.269371,60.795591,41.304555,27.73992,19.441487
1153,285.70294,244.49656,221.57881,196.7843,164.13679,133.03756,108.19778,82.273288,60.798486,41.306522,27.74124,19.442413
1154,285.71655,244.5082,221.58936,196.79367,164.1446,133.04389,108.20293,82.277206,60.801381,41.308489,27.742561,19.443338
1155,285.73015,244.51984,221.59991,196.80304,164.15242,133.05023,108.20809,82.281123,60.804276,41.310455,27.743882,19.444264
1156,285.74376,244.53148,221.61046,196.81241,164.16023,133.05656,108.21324,82.28504,60.807171,41.312422,27.745203,19.44519
1157,285.75736,244.54312,221.62101,196.82178,164.16805,133.0629,108.21839,82.288958,60.810066,41.314389,27.746524,19.446116
1158,285.77096,244.55477,221.63157,196.83115,164.17586,133.06923,108.22354,82.292875,60.812961,41.316356,27.747845,19.447041
1159,285.78457,244.56641,221.64212,196.84052,164.18368,133.07557,108.22869,82.296793,60.815856,41.318323,27.749166,19.447967
1160,285.79817,244.57805,221.65267,196.84989,164.19149,133.0819,108.23385,82.30071,60.818751,41.320289,27.750487,19.448893
1161,285.81177,244.58969,221.66322,196.85926,164.19931,133.08824,108.239,82.304627,60.821646,41.322256,27.751808,19.449819
1162,285.82538,244.60133,221.67377,196.86863,164.20712,133.09457,108.24415,82.308545,60.82454,41.324223,27.753129,19.450744
1163,285.83898,244.61297,221.68432,196.878,164.21494,133.1009,108.2493,82.312462,60.827435,41.32619,27.754449,19.45167
1164,285.85258,244.62462,221.69487,196.88737,164.22275,133.10724,108.25445,82.31638,60.83033,41.328157,27.75577,19.452596
1165,285.86619,244.63626,221.70542,196.89674,164.23057,133.11357,108.2596,82.320297,60.833225,41.330123,27.757091,19.453521
1166,285.87979,244.6479,221.71597,196.90611,164.23838,133.11991,108.26476,82.324215,60.83612,41.33209,27.758412,19.454447
1167,285.8934,244.65954,221.72652,196.91548,164.2462,133.12624,108.26991,82.328132,60.839015,41.334057,27.759733,19.455373
1168,285.907,244.67118,221.73707,196.92485,164.25402,133.13258,108.27506,82.332049,60.84191,41.336024,27.761054,19.456299
1169,285.9206,244.68282,221.74762,196.93422,164.26183,133.13891,108.28021,82.335967,60.844805,41.337991,27.762375,19.457224
1170,285.93421,244.69447,221.75817,196.94359,164.26965,133.14525,108.28536,82.339884,60.8477,41.339957,27.763696,19.45815
1171,285.94781,244.70611,221.76872,196.95296,164.27746,133.15158,108.29052,82.343802,60.850595,41.341924,27.765017,19.459076
1172,285.96141,244.71775,221.77927,196.96233,164.28528,133.15792,108.29567,82.347719,60.85349,41.343891,27.766337,19.460002
1173,285.97502,244.72939,221.78982,196.9717,164.29309,133.16425,108.30082,82.351637,60.856384,41.345858,27.767658,19.460927
1174,285.98862,244.74103,221.80037,196.98107,164.30091,133.17058,108.30597,82.355554,60.859279,41.347825,27.768979,19.461853
1175,286.00223,244.75267,221.81092,196.99044,164.30872,133.17692,108.31112,82.359471,60.862174,41.349791,27.7703,19.462779
1176,286.01583,244.76432,221.82147,196.99981,164.31654,133.18325,108.31627,82.363389,60.865069,41.351758,27.771621,19.463705
1177,286.02943,244.77596,221.83202,197.00918,164.32435,133.18959,108.32143,82.367306,60.867964,41.353725,27.772942,19.46463
1178,286.04304,244.7876,221.84257,197.01855,164.33217,133.19592,108.32658,82.371224,60.870859,41.355692,27.774263,19.465556
1179,286.05664,244.79924,221.85312,197.02792,164.33998,133.20226,108.33173,82.375141,60.873754,41.357659,27.775584,19.466482
1180,286.07024,244.81088,221.86367,197.03729,164.3478,133.20859,108.33688,82.379058,60.876649,41.359625,27.776905,19.467408
