Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa)
1308,286.05512,0,0,0,0,57.468462,110.61739,0,0,0,0,0
1309,286.04499,0,0,0,0,57.466426,110.61347,0,0,0,0,0
1310,286.03486,0,0,0,0,57.464391,110.60956,0,0,0,0,0
1311,286.02473,0,0,0,0,57.462355,110.60564,0,0,0,0,0
1312,286.0146,0,0,0,0,57.46032,110.60172,0,0,0,0,0
1313,286.00447,0,0,0,0,57.458285,110.5978,0,0,0,0,0
1314,285.99434,0,0,0,0,57.456249,110.59388,0,0,0,0,0
1315,285.9842,0,0,0,0,57.454214,110.58997,0,0,0,0,0
1316,285.97407,0,0,0,0,57.452178,110.58605,0,0,0,0,0
1317,285.96394,0,0,0,0,57.450143,110.58213,0,0,0,0,0
1318,285.95381,0,0,0,0,57.448108,110.57821,0,0,0,0,0
1319,285.94368,0,0,0,0,57.446072,110.5743,0,0,0,0,0
1320,285.93355,0,0,0,0,57.444037,110.57038,0,0,0,0,0
1321,285.92342,0,0,0,0,57.442002,110.56646,0,0,0,0,0
1322,285.91328,0,0,0,0,57.439966,110.56254,0,0,0,0,0
1323,285.90315,0,0,0,0,57.437931,110.55862,0,0,0,0,0
1324,285.89302,0,0,0,0,57.435895,110.55471,0,0,0,0,0
1325,285.88289,0,0,0,0,57.43386,110.55079,0,0,0,0,0
1326,285.87276,0,0,0,0,57.431825,110.54687,0,0,0,0,0
1327,285.86263,0,0,0,0,57.429789,110.54295,0,0,0,0,0
1328,285.8525,0,0,0,0,57.427754,110.53904,0,0,0,0,0
1329,285.84237,0,0,0,0,57.425719,110.53512,0,0,0,0,0
1330,285.83223,0,0,0,0,57.423683,110.5312,0,0,0,0,0
1331,285.8221,0,0,0,0,57.421648,110.52728,0,0,0,0,0
1332,285.81197,0,0,0,0,57.419612,110.52336,0,0,0,0,0
1333,285.80184,0,0,0,0,57.417577,110.51945,0,0,0,0,0
1334,285.79171,0,0,0,0,57.415542,110.51553,0,0,0,0,0
1335,285.78158,0,0,0,0,57.413506,110.51161,0,0,0,0,0
1336,285.77145,0,0,0,0,57.411471,110.50769,0,0,0,0,0
1337,285.76131,0,0,0,0,57.409435,110.50378,0,0,0,0,0
1338,285.75118,0,0,0,0,57.4074,110.49986,0,0,0,0,0
1339,285.74105,0,0,0,0,57.405365,110.49594,0,0,0,0,0
1340,285.73092,0,0,0,0,57.403329,110.49202,0,0,0,0,0
1341,285.72079,0,0,0,0,57.401294,110.4881,0,0,0,0,0
1342,285.71066,0,0,0,0,57.399259,110.48419,0,0,0,0,0
1343,285.70053,0,0,0,0,57.397223,110.48027,0,0,0,0,0
1344,285.6904,0,0,0,0,57.395188,110.47635,0,0,0,0,0
1345,285.68372,0,0,0,0,57.393847,110.47377,0,0,0,0,0
1346,285.67705,0,0,0,0,57.392506,110.47119,0,0,0,0,0
1347,285.67038,0,0,0,0,57.391166,110.46861,0,0,0,0,0
1348,285.6637,0,0,0,0,57.389825,110.46603,0,0,0,0,0
1349,285.65703,0,0,0,0,57.388485,110.46345,0,0,0,0,0
1350,285.65036,0,0,0,0,57.387144,110.46087,0,0,0,0,0
1351,285.64368,0,0,0,0,57.385803,110.45829,0,0,0,0,0
1352,285.63701,0,0,0,0,57.384463,110.45571,0,0,0,0,0
1353,285.63034,0,0,0,0,57.383122,110.45313,0,0,0,0,0
1354,285.62366,0,0,0,0,57.381781,110.45055,0,0,0,0,0
1355,285.61699,0,0,0,0,57.380441,110.44797,0,0,0,0,0
1356,285.61032,0,0,0,0,57.3791,110.44539,0,0,0,0,0
1357,285.60364,0,0,0,0,57.377759,110.4428,0,0,0,0,0
1358,285.59697,0,0,0,0,57.376419,110.44022,0,0,0,0,0
1359,285.5903,0,0,0,0,57.375078,110.43764,0,0,0,0,0
1360,285.58362,0,0,0,0,57.373738,110.43506,0,0,0,0,0
1361,285.57695,0,0,0,0,57.372397,110.43248,0,0,0,0,0
1362,285.57028,0,0,0,0,57.371056,110.4299,0,0,0,0,0
1363,285.56361,0,0,0,0,57.369716,110.42732,0,0,0,0,0
1364,285.55693,0,0,0,0,57.368375,110.42474,0,0,0,0,0
1365,285.55026,0,0,0,0,57.367034,110.42216,0,0,0,0,0
1366,285.54359,0,0,0,0,57.365694,110.41958,0,0,0,0,0
1367,285.53691,0,0,0,0,57.364353,110.417,0,0,0,0,0
1368,285.53024,0,0,0,0,57.363013,110.41442,0,0,0,0,0
1369,285.52357,0,0,0,0,57.361672,110.41184,0,0,0,0,0
1370,285.51689,0,0,0,0,57.360331,110.40926,0,0,0,0,0
1371,285.51022,0,0,0,0,57.358991,110.40668,0,0,0,0,0
1372,285.50355,0,0,0,0,57.35765,110.4041,0,0,0,0,0
1373,285.49687,0,0,0,0,57.356309,110.40152,0,0,0,0,0
1374,285.4902,0,0,0,0,57.354969,110.39894,0,0,0,0,0
1375,285.48353,0,0,0,0,57.353628,110.39636,0,0,0,0,0
1376,285.47685,0,0,0,0,57.352287,110.39378,0,0,0,0,0
1377,285.47018,0,0,0,0,57.350947,110.39119,0,0,0,0,0
1378,285.46351,0,0,0,0,57.349606,110.38861,0,0,0,0,0
1379,285.45684,0,0,0,0,57.348266,110.38603,0,0,0,0,0
1380,285.45016,0,0,0,0,57.346925,110.38345,0,0,0,0,0
1381,285.44349,0,0,0,0,57.345584,110.38087,0,0,0,0,0
1382,285.43682,0,0,0,0,57.344244,110.37829,0,0,0,0,0
1383,285.43014,0,0,0,0,57.342903,110.37571,0,0,0,0,0
1384,285.42347,0,0,0,0,57.341562,110.37313,0,0,0,0,0
1385,285.4168,0,0,0,0,57.340222,110.37055,0,0,0,0,0
1386,285.41012,0,0,0,0,57.338881,110.36797,0,0,0,0,0
1387,285.40345,0,0,0,0,57.33754,110.36539,0,0,0,0,0
1388,285.39678,0,0,0,0,57.3362,110.36281,0,0,0,0,0
1389,285.3901,0,0,0,0,57.334859,110.36023,0,0,0,0,0
1390,285.38343,0,0,0,0,57.333519,110.35765,0,0,0,0,0
1391,285.37676,0,0,0,0,57.332178,110.35507,0,0,0,0,0
1392,285.37008,0,0,0,0,57.330837,110.35249,0,0,0,0,0
1393,285.36341,0,0,0,0,57.329497,110.34991,0,0,0,0,0
1394,285.35674,0,0,0,0,57.328156,110.34733,0,0,0,0,0
1395,285.35007,0,0,0,0,57.326815,110.34475,0,0,0,0,0
1396,285.34339,0,0,0,0,57.325475,110.34217,0,0,0,0,0
1397,285.33672,0,0,0,0,57.324134,110.33958,0,0,0,0,0
1398,285.33005,0,0,0,0,57.322794,110.337,0,0,0,0,0
1399,285.32337,0,0,0,0,57.321453,110.33442,0,0,0,0,0
1400,285.3167,0,0,0,0,57.320112,110.33184,0,0,0,0,0
1401,285.31003,0,0,0,0,57.318772,110.32926,0,0,0,0,0
1402,285.30335,0,0,0,0,57.317431,110.32668,0,0,0,0,0
1403,285.29668,0,0,0,0,57.31609,110.3241,0,0,0,0,0
1404,285.29001,0,0,0,0,57.31475,110.32152,0,0,0,0,0
1405,285.28333,0,0,0,0,57.313409,110.31894,0,0,0,0,0
1406,285.27666,0,0,0,0,57.312068,110.31636,0,0,0,0,0
1407,285.26999,0,0,0,0,57.310728,110.31378,0,0,0,0,0
1408,285.26331,0,0,0,0,57.309387,110.3112,0,0,0,0,0
1409,285.25664,0,0,0,0,57.308047,110.30862,0,0,0,0,0
1410,285.24997,0,0,0,0,57.306706,110.30604,0,0,0,0,0
1411,285.24329,0,0,0,0,57.305365,110.30346,0,0,0,0,0
1412,285.23662,0,0,0,0,57.304025,110.30088,0,0,0,0,0
1413,285.22995,0,0,0,0,57.302684,110.2983,0,0,0,0,0
1414,285.22328,0,0,0,0,57.301343,110.29572,0,0,0,0,0
1415,285.2166,0,0,0,0,57.300003,110.29314,0,0,0,0,0
1416,285.20993,0,0,0,0,57.298662,110.29056,0,0,0,0,0
1417,285.20326,0,0,0,0,57.297322,110.28798,0,0,0,0,0
1418,285.19658,0,0,0,0,57.295981,110.28539,0,0,0,0,0
1419,285.18991,0,0,0,0,57.29464,110.28281,0,0,0,0,0
1420,285.18324,0,0,0,0,57.2933,110.28023,0,0,0,0,0
1421,285.17656,0,0,0,0,57.291959,110.27765,0,0,0,0,0
1422,285.16989,0,0,0,0,57.290618,110.27507,0,0,0,0,0
1423,285.16322,0,0,0,0,57.289278,110.27249,0,0,0,0,0
1424,285.15654,0,0,0,0,57.287937,110.26991,0,0,0,0,0
1425,285.14987,0,0,0,0,57.286596,110.26733,0,0,0,0,0
1426,285.1432,0,0,0,0,57.285256,110.26475,0,0,0,0,0
1427,285.13652,0,0,0,0,57.283915,110.26217,0,0,0,0,0
1428,285.12985,0,0,0,0,57.282575,110.25959,0,0,0,0,0
1429,285.12318,0,0,0,0,57.281234,110.25701,0,0,0,0,0
1430,285.11651,0,0,0,0,57.279893,110.25443,0,0,0,0,0
1431,285.10983,0,0,0,0,57.278553,110.25185,0,0,0,0,0
1432,285.10316,0,0,0,0,57.277212,110.24927,0,0,0,0,0
1433,285.09649,0,0,0,0,57.275871,110.24669,0,0,0,0,0
1434,285.08981,0,0,0,0,57.274531,110.24411,0,0,0,0,0
1435,285.08314,0,0,0,0,57.27319,110.24153,0,0,0,0,0
1436,285.07647,0,0,0,0,57.271849,110.23895,0,0,0,0,0
1437,285.06979,0,0,0,0,57.270509,110.23637,0,0,0,0,0
1438,285.06312,0,0,0,0,57.269168,110.23378,0,0,0,0,0
1439,285.05645,0,0,0,0,57.267828,110.2312,0,0,0,0,0
1440,285.04977,0,0,0,0,57.266487,110.22862,0,0,0,0,0
1441,285.0431,0,0,0,0,57.265146,110.22604,0,0,0,0,0
1442,285.03643,0,0,0,0,57.263806,110.22346,0,0,0,0,0
1443,285.02975,0,0,0,0,57.262465,110.22088,0,0,0,0,0
1444,285.02308,0,0,0,0,57.261124,110.2183,0,0,0,0,0
1445,285.01641,0,0,0,0,57.259784,110.21572,0,0,0,0,0
1446,285.00974,0,0,0,0,57.258443,110.21314,0,0,0,0,0
1447,285.00306,0,0,0,0,57.257103,110.21056,0,0,0,0,0
1448,284.99639,0,0,0,0,57.255762,110.20798,0,0,0,0,0
1449,284.98972,0,0,0,0,57.254421,110.2054,0,0,0,0,0
1450,284.98304,0,0,0,0,57.253081,110.20282,0,0,0,0,0
1451,284.97637,0,0,0,0,57.25174,110.20024,0,0,0,0,0
1452,284.9697,0,0,0,0,57.250399,110.19766,0,0,0,0,0
1453,284.96302,0,0,0,0,57.249059,110.19508,0,0,0,0,0
1454,284.96171,0,0,0,0,57.248795,110.19457,0,0,0,0,0
1455,284.9604,0,0,0,0,57.248532,110.19406,0,0,0,0,0
1456,284.95909,0,0,0,0,57.248268,110.19356,0,0,0,0,0
1457,284.95778,0,0,0,0,57.248005,110.19305,0,0,0,0,0
1458,284.95647,0,0,0,0,57.247741,110.19254,0,0,0,0,0
1459,284.95515,0,0,0,0,57.247478,110.19203,0,0,0,0,0
1460,284.95384,0,0,0,0,57.247214,110.19153,0,0,0,0,0
1461,284.95253,0,0,0,0,57.246951,110.19102,0,0,0,0,0
1462,284.95122,0,0,0,0,57.246687,110.19051,0,0,0,0,0
1463,284.94991,0,0,0,0,57.246424,110.19001,0,0,0,0,0
1464,284.9486,0,0,0,0,57.24616,110.1895,0,0,0,0,0
1465,284.94729,0,0,0,0,57.245897,110.18899,0,0,0,0,0
1466,284.94597,0,0,0,0,57.245634,110.18848,0,0,0,0,0
1467,284.94466,0,0,0,0,57.24537,110.18798,0,0,0,0,0
1468,284.94335,0,0,0,0,57.245107,110.18747,0,0,0,0,0
1469,284.94204,0,0,0,0,57.244843,110.18696,0,0,0,0,0
1470,284.94073,0,0,0,0,57.24458,110.18646,0,0,0,0,0
1471,284.93942,0,0,0,0,57.244316,110.18595,0,0,0,0,0
1472,284.93811,0,0,0,0,57.244053,110.18544,0,0,0,0,0
1473,284.93679,0,0,0,0,57.243789,110.18493,0,0,0,0,0
1474,284.93548,0,0,0,0,57.243526,110.18443,0,0,0,0,0
1475,284.93417,0,0,0,0,57.243262,110.18392,0,0,0,0,0
1476,284.93286,0,0,0,0,57.242999,110.18341,0,0,0,0,0
1477,284.93155,0,0,0,0,57.242735,110.18291,0,0,0,0,0
1478,284.93024,0,0,0,0,57.242472,110.1824,0,0,0,0,0
1479,284.92893,0,0,0,0,57.242208,110.18189,0,0,0,0,0
1480,284.92761,0,0,0,0,57.241945,110.18138,0,0,0,0,0
1481,284.9263,0,0,0,0,57.241681,110.18088,0,0,0,0,0
1482,284.92499,0,0,0,0,57.241418,110.18037,0,0,0,0,0
1483,284.92368,0,0,0,0,57.241155,110.17986,0,0,0,0,0
1484,284.92237,0,0,0,0,57.240891,110.17936,0,0,0,0,0
1485,284.92106,0,0,0,0,57.240628,110.17885,0,0,0,0,0
1486,284.91974,0,0,0,0,57.240364,110.17834,0,0,0,0,0
1487,284.91843,0,0,0,0,57.240101,110.17783,0,0,0,0,0
1488,284.91712,0,0,0,0,57.239837,110.17733,0,0,0,0,0
1489,284.91581,0,0,0,0,57.239574,110.17682,0,0,0,0,0
1490,284.9145,0,0,0,0,57.23931,110.17631,0,0,0,0,0
1491,284.91319,0,0,0,0,57.239047,110.17581,0,0,0,0,0
1492,284.91188,0,0,0,0,57.238783,110.1753,0,0,0,0,0
1493,284.91056,0,0,0,0,57.23852,110.17479,0,0,0,0,0
1494,284.90925,0,0,0,0,57.238256,110.17428,0,0,0,0,0
1495,284.90794,0,0,0,0,57.237993,110.17378,0,0,0,0,0
1496,284.90663,0,0,0,0,57.237729,110.17327,0,0,0,0,0
1497,284.90532,0,0,0,0,57.237466,110.17276,0,0,0,0,0
1498,284.90401,0,0,0,0,57.237202,110.17226,0,0,0,0,0
1499,284.9027,0,0,0,0,57.236939,110.17175,0,0,0,0,0
1500,284.90138,0,0,0,0,57.236676,110.17124,0,0,0,0,0
1501,284.90007,0,0,0,0,57.236412,110.17073,0,0,0,0,0
1502,284.89876,0,0,0,0,57.236149,110.17023,0,0,0,0,0
1503,284.89745,0,0,0,0,57.235885,110.16972,0,0,0,0,0
1504,284.89614,0,0,0,0,57.235622,110.16921,0,0,0,0,0
1505,284.89483,0,0,0,0,57.235358,110.16871,0,0,0,0,0
1506,284.89352,0,0,0,0,57.235095,110.1682,0,0,0,0,0
1507,284.8922,0,0,0,0,57.234831,110.16769,0,0,0,0,0
1508,284.89089,0,0,0,0,57.234568,110.16718,0,0,0,0,0
1509,284.88958,0,0,0,0,57.234304,110.16668,0,0,0,0,0
1510,284.88827,0,0,0,0,57.234041,110.16617,0,0,0,0,0
1511,284.88696,0,0,0,0,57.233777,110.16566,0,0,0,0,0
1512,284.88565,0,0,0,0,57.233514,110.16516,0,0,0,0,0
1513,284.88434,0,0,0,0,57.23325,110.16465,0,0,0,0,0
1514,284.88302,0,0,0,0,57.232987,110.16414,0,0,0,0,0
1515,284.88171,0,0,0,0,57.232723,110.16363,0,0,0,0,0
1516,284.8804,0,0,0,0,57.23246,110.16313,0,0,0,0,0
1517,284.87909,0,0,0,0,57.232197,110.16262,0,0,0,0,0
1518,284.87778,0,0,0,0,57.231933,110.16211,0,0,0,0,0
1519,284.87647,0,0,0,0,57.23167,110.16161,0,0,0,0,0
1520,284.87516,0,0,0,0,57.231406,110.1611,0,0,0,0,0
1521,284.87384,0,0,0,0,57.231143,110.16059,0,0,0,0,0
1522,284.87253,0,0,0,0,57.230879,110.16008,0,0,0,0,0
1523,284.87122,0,0,0,0,57.230616,110.15958,0,0,0,0,0
1524,284.86991,0,0,0,0,57.230352,110.15907,0,0,0,0,0
1525,284.8686,0,0,0,0,57.230089,110.15856,0,0,0,0,0
1526,284.86729,0,0,0,0,57.229825,110.15806,0,0,0,0,0
1527,284.86598,0,0,0,0,57.229562,110.15755,0,0,0,0,0
1528,284.86466,0,0,0,0,57.229298,110.15704,0,0,0,0,0
1529,284.86335,0,0,0,0,57.229035,110.15653,0,0,0,0,0
1530,284.86204,0,0,0,0,57.228771,110.15603,0,0,0,0,0
1531,284.86073,0,0,0,0,57.228508,110.15552,0,0,0,0,0
1532,284.85942,0,0,0,0,57.228244,110.15501,0,0,0,0,0
1533,284.85811,0,0,0,0,57.227981,110.15451,0,0,0,0,0
1534,284.8568,0,0,0,0,57.227718,110.154,0,0,0,0,0
1535,284.85548,0,0,0,0,57.227454,110.15349,0,0,0,0,0
1536,284.85417,0,0,0,0,57.227191,110.15298,0,0,0,0,0
1537,284.85286,0,0,0,0,57.226927,110.15248,0,0,0,0,0
1538,284.85155,0,0,0,0,57.226664,110.15197,0,0,0,0,0
1539,284.85024,0,0,0,0,57.2264,110.15146,0,0,0,0,0
1540,284.84893,0,0,0,0,57.226137,110.15096,0,0,0,0,0
1541,284.84762,0,0,0,0,57.225873,110.15045,0,0,0,0,0
1542,284.8463,0,0,0,0,57.22561,110.14994,0,0,0,0,0
1543,284.84499,0,0,0,0,57.225346,110.14943,0,0,0,0,0
1544,284.84368,0,0,0,0,57.225083,110.14893,0,0,0,0,0
1545,284.84237,0,0,0,0,57.224819,110.14842,0,0,0,0,0
1546,284.84106,0,0,0,0,57.224556,110.14791,0,0,0,0,0
1547,284.83975,0,0,0,0,57.224292,110.14741,0,0,0,0,0
1548,284.83844,0,0,0,0,57.224029,110.1469,0,0,0,0,0
1549,284.83712,0,0,0,0,57.223765,110.14639,0,0,0,0,0
1550,284.83581,0,0,0,0,57.223502,110.14588,0,0,0,0,0
1551,284.8345,0,0,0,0,57.223239,110.14538,0,0,0,0,0
1552,284.83319,0,0,0,0,57.222975,110.14487,0,0,0,0,0
1553,284.83188,0,0,0,0,57.222712,110.14436,0,0,0,0,0
1554,284.83057,0,0,0,0,57.222448,110.14386,0,0,0,0,0
1555,284.82925,0,0,0,0,57.222185,110.14335,0,0,0,0,0
1556,284.82794,0,0,0,0,57.221921,110.14284,0,0,0,0,0
1557,284.82663,0,0,0,0,57.221658,110.14233,0,0,0,0,0
1558,284.82532,0,0,0,0,57.221394,110.14183,0,0,0,0,0
1559,284.82401,0,0,0,0,57.221131,110.14132,0,0,0,0,0
1560,284.8227,0,0,0,0,57.220867,110.14081,0,0,0,0,0
1561,284.82139,0,0,0,0,57.220604,110.14031,0,0,0,0,0
1562,284.82007,0,0,0,0,57.22034,110.1398,0,0,0,0,0
1563,284.81757,0,0,0,0,57.219838,110.13883,0,0,0,0,0
1564,284.81507,0,0,0,0,57.219335,110.13786,0,0,0,0,0
1565,284.81257,0,0,0,0,57.218833,110.1369,0,0,0,0,0
1566,284.81007,0,0,0,0,57.21833,110.13593,0,0,0,0,0
1567,284.80757,0,0,0,0,57.217827,110.13496,0,0,0,0,0
1568,284.80506,0,0,0,0,57.217325,110.13399,0,0,0,0,0
1569,284.80256,0,0,0,0,57.216822,110.13303,0,0,0,0,0
1570,284.80006,0,0,0,0,57.216319,110.13206,0,0,0,0,0
1571,284.79756,0,0,0,0,57.215817,110.13109,0,0,0,0,0
1572,284.79506,0,0,0,0,57.215314,110.13012,0,0,0,0,0
1573,284.79255,0,0,0,0,57.214812,110.12916,0,0,0,0,0
1574,284.79005,0,0,0,0,57.214309,110.12819,0,0,0,0,0
1575,284.78755,0,0,0,0,57.213806,110.12722,0,0,0,0,0
1576,284.78505,0,0,0,0,57.213304,110.12625,0,0,0,0,0
1577,284.78255,0,0,0,0,57.212801,110.12529,0,0,0,0,0
1578,284.78005,0,0,0,0,57.212299,110.12432,0,0,0,0,0
1579,284.77754,0,0,0,0,57.211796,110.12335,0,0,0,0,0
1580,284.77504,0,0,0,0,57.211293,110.12238,0,0,0,0,0
1581,284.77254,0,0,0,0,57.210791,110.12142,0,0,0,0,0
1582,284.77004,0,0,0,0,57.210288,110.12045,0,0,0,0,0
1583,284.76754,0,0,0,0,57.209786,110.11948,0,0,0,0,0
1584,284.76504,0,0,0,0,57.209283,110.11852,0,0,0,0,0
1585,284.76253,0,0,0,0,57.20878,110.11755,0,0,0,0,0
1586,284.76003,0,0,0,0,57.208278,110.11658,0,0,0,0,0
1587,284.75753,0,0,0,0,57.207775,110.11561,0,0,0,0,0
1588,284.75503,0,0,0,0,57.207272,110.11465,0,0,0,0,0
1589,284.75253,0,0,0,0,57.20677,110.11368,0,0,0,0,0
1590,284.75002,0,0,0,0,57.206267,110.11271,0,0,0,0,0
1591,284.74752,0,0,0,0,57.205765,110.11174,0,0,0,0,0
1592,284.74502,0,0,0,0,57.205262,110.11078,0,0,0,0,0
1593,284.74252,0,0,0,0,57.204759,110.10981,0,0,0,0,0
1594,284.74002,0,0,0,0,57.204257,110.10884,0,0,0,0,0
1595,284.73752,0,0,0,0,57.203754,110.10787,0,0,0,0,0
1596,284.73501,0,0,0,0,57.203252,110.10691,0,0,0,0,0
1597,284.73251,0,0,0,0,57.202749,110.10594,0,0,0,0,0
1598,284.73001,0,0,0,0,57.202246,110.10497,0,0,0,0,0
1599,284.72751,0,0,0,0,57.201744,110.104,0,0,0,0,0
1600,284.72501,0,0,0,0,57.201241,110.10304,0,0,0,0,0
1601,284.7225,0,0,0,0,57.200739,110.10207,0,0,0,0,0
1602,284.72,0,0,0,0,57.200236,110.1011,0,0,0,0,0
1603,284.7175,0,0,0,0,57.199733,110.10013,0,0,0,0,0
1604,284.715,0,0,0,0,57.199231,110.09917,0,0,0,0,0
1605,284.7125,0,0,0,0,57.198728,110.0982,0,0,0,0,0
1606,284.71,0,0,0,0,57.198225,110.09723,0,0,0,0,0
1607,284.70749,0,0,0,0,57.197723,110.09626,0,0,0,0,0
1608,284.70499,0,0,0,0,57.19722,110.0953,0,0,0,0,0
1609,284.70249,0,0,0,0,57.196718,110.09433,0,0,0,0,0
1610,284.69999,0,0,0,0,57.196215,110.09336,0,0,0,0,0
1611,284.69749,0,0,0,0,57.195712,110.09239,0,0,0,0,0
1612,284.69498,0,0,0,0,57.19521,110.09143,0,0,0,0,0
1613,284.69248,0,0,0,0,57.194707,110.09046,0,0,0,0,0
1614,284.68998,0,0,0,0,57.194205,110.08949,0,0,0,0,0
1615,284.68748,0,0,0,0,57.193702,110.08852,0,0,0,0,0
1616,284.68498,0,0,0,0,57.193199,110.08756,0,0,0,0,0
1617,284.68248,0,0,0,0,57.192697,110.08659,0,0,0,0,0
1618,284.67997,0,0,0,0,57.192194,110.08562,0,0,0,0,0
1619,284.67747,0,0,0,0,57.191691,110.08465,0,0,0,0,0
1620,284.67497,0,0,0,0,57.191189,110.08369,0,0,0,0,0
1621,284.67247,0,0,0,0,57.190686,110.08272,0,0,0,0,0
1622,284.66997,0,0,0,0,57.190184,110.08175,0,0,0,0,0
1623,284.66746,0,0,0,0,57.189681,110.08078,0,0,0,0,0
1624,284.66496,0,0,0,0,57.189178,110.07982,0,0,0,0,0
1625,284.66246,0,0,0,0,57.188676,110.07885,0,0,0,0,0
1626,284.65996,0,0,0,0,57.188173,110.07788,0,0,0,0,0
1627,284.65746,0,0,0,0,57.187671,110.07691,0,0,0,0,0
1628,284.65496,0,0,0,0,57.187168,110.07595,0,0,0,0,0
1629,284.65245,0,0,0,0,57.186665,110.07498,0,0,0,0,0
1630,284.64995,0,0,0,0,57.186163,110.07401,0,0,0,0,0
1631,284.64745,0,0,0,0,57.18566,110.07305,0,0,0,0,0
1632,284.64495,0,0,0,0,57.185158,110.07208,0,0,0,0,0
1633,284.64245,0,0,0,0,57.184655,110.07111,0,0,0,0,0
1634,284.63994,0,0,0,0,57.184152,110.07014,0,0,0,0,0
1635,284.63744,0,0,0,0,57.18365,110.06918,0,0,0,0,0
1636,284.63494,0,0,0,0,57.183147,110.06821,0,0,0,0,0
1637,284.63244,0,0,0,0,57.182644,110.06724,0,0,0,0,0
1638,284.62994,0,0,0,0,57.182142,110.06627,0,0,0,0,0
1639,284.62744,0,0,0,0,57.181639,110.06531,0,0,0,0,0
1640,284.62493,0,0,0,0,57.181137,110.06434,0,0,0,0,0
1641,284.62243,0,0,0,0,57.180634,110.06337,0,0,0,0,0
1642,284.61993,0,0,0,0,57.180131,110.0624,0,0,0,0,0
1643,284.61743,0,0,0,0,57.179629,110.06144,0,0,0,0,0
1644,284.61493,0,0,0,0,57.179126,110.06047,0,0,0,0,0
1645,284.61243,0,0,0,0,57.178624,110.0595,0,0,0,0,0
1646,284.60992,0,0,0,0,57.178121,110.05853,0,0,0,0,0
1647,284.60742,0,0,0,0,57.177618,110.05757,0,0,0,0,0
1648,284.60492,0,0,0,0,57.177116,110.0566,0,0,0,0,0
1649,284.60242,0,0,0,0,57.176613,110.05563,0,0,0,0,0
1650,284.59992,0,0,0,0,57.176111,110.05466,0,0,0,0,0
1651,284.59741,0,0,0,0,57.175608,110.0537,0,0,0,0,0
1652,284.59491,0,0,0,0,57.175105,110.05273,0,0,0,0,0
1653,284.59241,0,0,0,0,57.174603,110.05176,0,0,0,0,0
1654,284.58991,0,0,0,0,57.1741,110.05079,0,0,0,0,0
1655,284.58741,0,0,0,0,57.173597,110.04983,0,0,0,0,0
1656,284.58491,0,0,0,0,57.173095,110.04886,0,0,0,0,0
1657,284.5824,0,0,0,0,57.172592,110.04789,0,0,0,0,0
1658,284.5799,0,0,0,0,57.17209,110.04692,0,0,0,0,0
1659,284.5774,0,0,0,0,57.171587,110.04596,0,0,0,0,0
1660,284.5749,0,0,0,0,57.171084,110.04499,0,0,0,0,0
1661,284.5724,0,0,0,0,57.170582,110.04402,0,0,0,0,0
1662,284.56989,0,0,0,0,57.170079,110.04305,0,0,0,0,0
1663,284.56739,0,0,0,0,57.169577,110.04209,0,0,0,0,0
1664,284.56489,0,0,0,0,57.169074,110.04112,0,0,0,0,0
1665,284.56239,0,0,0,0,57.168571,110.04015,0,0,0,0,0
1666,284.55989,0,0,0,0,57.168069,110.03918,0,0,0,0,0
1667,284.55739,0,0,0,0,57.167566,110.03822,0,0,0,0,0
1668,284.55488,0,0,0,0,57.167064,110.03725,0,0,0,0,0
1669,284.55238,0,0,0,0,57.166561,110.03628,0,0,0,0,0
1670,284.54988,0,0,0,0,57.166058,110.03531,0,0,0,0,0
1671,284.54738,0,0,0,0,57.165556,110.03435,0,0,0,0,0
1672,284.54488,0,0,0,0,57.165053,110.03338,0,0,0,0,0
1673,284.54039,0,0,0,0,57.164151,110.03164,0,0,0,0,0
1674,284.53589,0,0,0,0,57.163249,110.02991,0,0,0,0,0
1675,284.5314,0,0,0,0,57.162346,110.02817,0,0,0,0,0
1676,284.52691,0,0,0,0,57.161444,110.02643,0,0,0,0,0
1677,284.52242,0,0,0,0,57.160542,110.0247,0,0,0,0,0
1678,284.51793,0,0,0,0,57.15964,110.02296,0,0,0,0,0
1679,284.51344,0,0,0,0,57.158738,110.02122,0,0,0,0,0
1680,284.50895,0,0,0,0,57.157836,110.01949,0,0,0,0,0
1681,284.50446,0,0,0,0,57.156933,110.01775,0,0,0,0,0
1682,284.49997,0,0,0,0,57.156031,110.01601,0,0,0,0,0
1683,284.49548,0,0,0,0,57.155129,110.01428,0,0,0,0,0
1684,284.49099,0,0,0,0,57.154227,110.01254,0,0,0,0,0
1685,284.4865,0,0,0,0,57.153325,110.0108,0,0,0,0,0
1686,284.48201,0,0,0,0,57.152422,110.00907,0,0,0,0,0
1687,284.47752,0,0,0,0,57.15152,110.00733,0,0,0,0,0
1688,284.47302,0,0,0,0,57.150618,110.00559,0,0,0,0,0
1689,284.46853,0,0,0,0,57.149716,110.00386,0,0,0,0,0
1690,284.46404,0,0,0,0,57.148814,110.00212,0,0,0,0,0
1691,284.45955,0,0,0,0,57.147911,110.00039,0,0,0,0,0
