Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa)
95,-13.987664,0,0,0,0,0,-2.7104726,-0.22162952,0,0,0,0,-23.95942,-4.2474239,0,0,-0.5267323,-4.3109988,-6.9028636,-1.4267425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,-13.999066,0,0,0,0,0,-2.7126822,-0.2218102,0,0,0,0,-23.978952,-4.2508864,0,0,-0.52716169,-4.3145132,-6.9084908,-1.4279056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,-14.010469,0,0,0,0,0,-2.7148918,-0.22199087,0,0,0,0,-23.998484,-4.2543489,0,0,-0.52759108,-4.3180275,-6.914118,-1.4290687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,-14.021872,0,0,0,0,0,-2.7171014,-0.22217154,0,0,0,0,-24.018016,-4.2578114,0,0,-0.52802047,-4.3215418,-6.9197452,-1.4302318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,-14.033275,0,0,0,0,0,-2.7193109,-0.22235221,0,0,0,0,-24.037547,-4.2612739,0,0,-0.52844987,-4.3250562,-6.9253724,-1.4313949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,-14.044677,0,0,0,0,0,-2.7215205,-0.22253289,0,0,0,0,-24.057079,-4.2647364,0,0,-0.52887926,-4.3285705,-6.9309997,-1.4325579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,-14.05608,0,0,0,0,0,-2.7237301,-0.22271356,0,0,0,0,-24.076611,-4.268199,0,0,-0.52930865,-4.3320848,-6.9366269,-1.433721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,-14.067483,0,0,0,0,0,-2.7259397,-0.22289423,0,0,0,0,-24.096143,-4.2716615,0,0,-0.52973805,-4.3355992,-6.9422541,-1.4348841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,-14.078886,0,0,0,0,0,-2.7281493,-0.22307491,0,0,0,0,-24.115674,-4.275124,0,0,-0.53016744,-4.3391135,-6.9478813,-1.4360472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,-14.090288,0,0,0,0,0,-2.7303588,-0.22325558,0,0,0,0,-24.135206,-4.2785865,0,0,-0.53059683,-4.3426278,-6.9535086,-1.4372103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,-14.101691,0,0,0,0,0,-2.7325684,-0.22343625,0,0,0,0,-24.154738,-4.282049,0,0,-0.53102622,-4.3461422,-6.9591358,-1.4383734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,-14.113094,0,0,0,0,0,-2.734778,-0.22361692,0,0,0,0,-24.17427,-4.2855115,0,0,-0.53145562,-4.3496565,-6.964763,-1.4395364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,-14.124497,0,0,0,0,0,-2.7369876,-0.2237976,0,0,0,0,-24.193802,-4.288974,0,0,-0.53188501,-4.3531708,-6.9703902,-1.4406995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,-14.135899,0,0,0,0,0,-2.7391972,-0.22397827,0,0,0,0,-24.213333,-4.2924365,0,0,-0.5323144,-4.3566852,-6.9760175,-1.4418626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,-14.147302,0,0,0,0,0,-2.7414067,-0.22415894,0,0,0,0,-24.232865,-4.295899,0,0,-0.5327438,-4.3601995,-6.9816447,-1.4430257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,-14.158705,0,0,0,0,0,-2.7436163,-0.22433961,0,0,0,0,-24.252397,-4.2993615,0,0,-0.53317319,-4.3637138,-6.9872719,-1.4441888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,-14.170108,0,0,0,0,0,-2.7458259,-0.22452029,0,0,0,0,-24.271929,-4.302824,0,0,-0.53360258,-4.3672282,-6.9928991,-1.4453519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,-14.181511,0,0,0,0,0,-2.7480355,-0.22470096,0,0,0,0,-24.29146,-4.3062865,0,0,-0.53403197,-4.3707425,-6.9985264,-1.4465149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,-14.192913,0,0,0,0,0,-2.7502451,-0.22488163,0,0,0,0,-24.310992,-4.309749,0,0,-0.53446137,-4.3742568,-7.0041536,-1.447678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,-14.204316,0,0,0,0,0,-2.7524546,-0.2250623,0,0,0,0,-24.330524,-4.3132115,0,0,-0.53489076,-4.3777711,-7.0097808,-1.4488411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,-14.215719,0,0,0,0,0,-2.7546642,-0.22524298,0,0,0,0,-24.350056,-4.316674,0,0,-0.53532015,-4.3812855,-7.015408,-1.4500042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,-14.227122,0,0,0,0,0,-2.7568738,-0.22542365,0,0,0,0,-24.369587,-4.3201365,0,0,-0.53574955,-4.3847998,-7.0210352,-1.4511673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,-14.238524,0,0,0,0,0,-2.7590834,-0.22560432,0,0,0,0,-24.389119,-4.323599,0,0,-0.53617894,-4.3883141,-7.0266625,-1.4523303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,-14.249927,0,0,0,0,0,-2.761293,-0.225785,0,0,0,0,-24.408651,-4.3270615,0,0,-0.53660833,-4.3918285,-7.0322897,-1.4534934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,-14.26133,0,0,0,0,0,-2.7635025,-0.22596567,0,0,0,0,-24.428183,-4.3305241,0,0,-0.53703772,-4.3953428,-7.0379169,-1.4546565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,-14.272733,0,0,0,0,0,-2.7657121,-0.22614634,0,0,0,0,-24.447714,-4.3339866,0,0,-0.53746712,-4.3988571,-7.0435441,-1.4558196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,-14.284135,0,0,0,0,0,-2.7679217,-0.22632701,0,0,0,0,-24.467246,-4.3374491,0,0,-0.53789651,-4.4023715,-7.0491714,-1.4569827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,-14.295538,0,0,0,0,0,-2.7701313,-0.22650769,0,0,0,0,-24.486778,-4.3409116,0,0,-0.5383259,-4.4058858,-7.0547986,-1.4581458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,-14.306941,0,0,0,0,0,-2.7723409,-0.22668836,0,0,0,0,-24.50631,-4.3443741,0,0,-0.5387553,-4.4094001,-7.0604258,-1.4593088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,-14.318344,0,0,0,0,0,-2.7745505,-0.22686903,0,0,0,0,-24.525841,-4.3478366,0,0,-0.53918469,-4.4129145,-7.066053,-1.4604719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,-14.329746,0,0,0,0,0,-2.77676,-0.2270497,0,0,0,0,-24.545373,-4.3512991,0,0,-0.53961408,-4.4164288,-7.0716803,-1.461635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,-14.341149,0,0,0,0,0,-2.7789696,-0.22723038,0,0,0,0,-24.564905,-4.3547616,0,0,-0.54004347,-4.4199431,-7.0773075,-1.4627981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,-14.352552,0,0,0,0,0,-2.7811792,-0.22741105,0,0,0,0,-24.584437,-4.3582241,0,0,-0.54047287,-4.4234575,-7.0829347,-1.4639612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,-14.363955,0,0,0,0,0,-2.7833888,-0.22759172,0,0,0,0,-24.603968,-4.3616866,0,0,-0.54090226,-4.4269718,-7.0885619,-1.4651243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,-14.375357,0,0,0,0,0,-2.7855984,-0.2277724,0,0,0,0,-24.6235,-4.3651491,0,0,-0.54133165,-4.4304861,-7.0941892,-1.4662873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,-14.38676,0,0,0,0,0,-2.7878079,-0.22795307,0,0,0,0,-24.643032,-4.3686116,0,0,-0.54176105,-4.4340005,-7.0998164,-1.4674504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,-14.398163,0,0,0,0,0,-2.7900175,-0.22813374,0,0,0,0,-24.662564,-4.3720741,0,0,-0.54219044,-4.4375148,-7.1054436,-1.4686135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,-14.409566,0,0,0,0,0,-2.7922271,-0.22831441,0,0,0,0,-24.682095,-4.3755366,0,0,-0.54261983,-4.4410291,-7.1110708,-1.4697766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,-14.420969,0,0,0,0,0,-2.7944367,-0.22849509,0,0,0,0,-24.701627,-4.3789991,0,0,-0.54304922,-4.4445435,-7.116698,-1.4709397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,-14.432371,0,0,0,0,0,-2.7966463,-0.22867576,0,0,0,0,-24.721159,-4.3824616,0,0,-0.54347862,-4.4480578,-7.1223253,-1.4721028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,-14.443774,0,0,0,0,0,-2.7988558,-0.22885643,0,0,0,0,-24.740691,-4.3859241,0,0,-0.54390801,-4.4515721,-7.1279525,-1.4732658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,-14.455177,0,0,0,0,0,-2.8010654,-0.2290371,0,0,0,0,-24.760222,-4.3893866,0,0,-0.5443374,-4.4550864,-7.1335797,-1.4744289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,-14.46658,0,0,0,0,0,-2.803275,-0.22921778,0,0,0,0,-24.779754,-4.3928492,0,0,-0.5447668,-4.4586008,-7.1392069,-1.475592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,-14.477982,0,0,0,0,0,-2.8054846,-0.22939845,0,0,0,0,-24.799286,-4.3963117,0,0,-0.54519619,-4.4621151,-7.1448342,-1.4767551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,-14.489385,0,0,0,0,0,-2.8076942,-0.22957912,0,0,0,0,-24.818818,-4.3997742,0,0,-0.54562558,-4.4656294,-7.1504614,-1.4779182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,-14.500788,0,0,0,0,0,-2.8099037,-0.22975979,0,0,0,0,-24.838349,-4.4032367,0,0,-0.54605497,-4.4691438,-7.1560886,-1.4790812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,-13.824571,0,0,0,0,0,-2.6788693,-0.21904539,0,0,0,0,-23.68006,-4.1979002,0,0,-0.52059075,-4.2607338,-6.8223781,-1.4101071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,-13.148283,0,0,0,0,0,-2.5478208,-0.20832984,0,0,0,0,-22.521648,-3.9925418,0,0,-0.4951238,-4.0523016,-6.4886321,-1.3411256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,-12.471994,0,0,0,0,0,-2.4167724,-0.19761429,0,0,0,0,-21.363236,-3.7871834,0,0,-0.46965686,-3.8438694,-6.154886,-1.2721442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,-11.795706,0,0,0,0,0,-2.2857239,-0.18689873,0,0,0,0,-20.204823,-3.5818249,0,0,-0.44418992,-3.6354373,-5.8211399,-1.2031627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,-11.119417,0,0,0,0,0,-2.1546755,-0.17618318,0,0,0,0,-19.046411,-3.3764665,0,0,-0.41872297,-3.4270051,-5.4873938,-1.1341812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,-10.443128,0,0,0,0,0,-2.023627,-0.16546763,0,0,0,0,-17.887999,-3.1711081,0,0,-0.39325603,-3.2185729,-5.1536477,-1.0651997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,-9.7668399,0,0,0,0,0,-1.8925785,-0.15475208,0,0,0,0,-16.729586,-2.9657497,0,0,-0.36778908,-3.0101407,-4.8199017,-0.99621826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,-9.0905513,0,0,0,0,0,-1.7615301,-0.14403653,0,0,0,0,-15.571174,-2.7603913,0,0,-0.34232214,-2.8017085,-4.4861556,-0.92723678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,-8.4142627,0,0,0,0,0,-1.6304816,-0.13332098,0,0,0,0,-14.412761,-2.5550329,0,0,-0.3168552,-2.5932763,-4.1524095,-0.85825531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,-7.7379741,0,0,0,0,0,-1.4994332,-0.12260543,0,0,0,0,-13.254349,-2.3496745,0,0,-0.29138825,-2.3848441,-3.8186634,-0.78927383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,-7.0616855,0,0,0,0,0,-1.3683847,-0.11188988,0,0,0,0,-12.095937,-2.1443161,0,0,-0.26592131,-2.1764119,-3.4849174,-0.72029235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,-6.3853969,0,0,0,0,0,-1.2373363,-0.10117433,0,0,0,0,-10.937524,-1.9389577,0,0,-0.24045437,-1.9679798,-3.1511713,-0.65131088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,-5.7091083,0,0,0,0,0,-1.1062878,-0.090458779,0,0,0,0,-9.7791119,-1.7335993,0,0,-0.21498742,-1.7595476,-2.8174252,-0.5823294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,-5.0328197,0,0,0,0,0,-0.97523936,-0.079743228,0,0,0,0,-8.6206995,-1.5282409,0,0,-0.18952048,-1.5511154,-2.4836791,-0.51334792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,-4.3565312,0,0,0,0,0,-0.8441909,-0.069027677,0,0,0,0,-7.4622871,-1.3228824,0,0,-0.16405354,-1.3426832,-2.149933,-0.44436644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,-3.6802426,0,0,0,0,0,-0.71314245,-0.058312127,0,0,0,0,-6.3038747,-1.117524,0,0,-0.13858659,-1.134251,-1.816187,-0.37538497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,-3.003954,0,0,0,0,0,-0.582094,-0.047596576,0,0,0,0,-5.1454624,-0.91216563,0,0,-0.11311965,-0.92581881,-1.4824409,-0.30640349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,-2.3276654,0,0,0,0,0,-0.45104554,-0.036881025,0,0,0,0,-3.98705,-0.70680722,0,0,-0.087652704,-0.71738663,-1.1486948,-0.23742201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,-1.6513768,0,0,0,0,0,-0.31999709,-0.026165474,0,0,0,0,-2.8286376,-0.50144881,0,0,-0.06218576,-0.50895444,-0.81494873,-0.16844053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,-0.97508821,0,0,0,0,0,-0.18894863,-0.015449924,0,0,0,0,-1.6702252,-0.29609041,0,0,-0.036718816,-0.30052225,-0.48120266,-0.099459057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,-0.29879962,0,0,0,0,0,-0.057900176,-0.004734373,0,0,0,0,-0.51181283,-0.090731997,0,0,-0.011251873,-0.092090062,-0.14745658,-0.030477579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0.37748897,0,0,0,0,0,0.073148279,0.0059811777,0,0,0,0,0.64659955,0.11462641,0,0,0.014215071,0.11634213,0.1862895,0.038503898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1.0537776,0,0,0,0,0,0.20419673,0.016696728,0,0,0,0,1.8050119,0.31998482,0,0,0.039682015,0.32477431,0.52003558,0.10748538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1.7300661,0,0,0,0,0,0.33524519,0.027412279,0,0,0,0,2.9634243,0.52534323,0,0,0.065148959,0.5332065,0.85378166,0.17646685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2.4063547,0,0,0,0,0,0.46629364,0.03812783,0,0,0,0,4.1218367,0.73070164,0,0,0.090615902,0.74163869,1.1875277,0.24544833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,3.0826433,0,0,0,0,0,0.5973421,0.04884338,0,0,0,0,5.2802491,0.93606005,0,0,0.11608285,0.95007088,1.5212738,0.31442981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3.7589319,0,0,0,0,0,0.72839055,0.059558931,0,0,0,0,6.4386615,1.1414185,0,0,0.14154979,1.1585031,1.8550199,0.38341128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,4.4352205,0,0,0,0,0,0.85943901,0.070274482,0,0,0,0,7.5970738,1.3467769,0,0,0.16701673,1.3669353,2.188766,0.45239276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,5.1115091,0,0,0,0,0,0.99048746,0.080990033,0,0,0,0,8.7554862,1.5521353,0,0,0.19248368,1.5753674,2.522512,0.52137424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,5.7877977,0,0,0,0,0,1.1215359,0.091705583,0,0,0,0,9.9138986,1.7574937,0,0,0.21795062,1.7837996,2.8562581,0.59035572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,6.4640863,0,0,0,0,0,1.2525844,0.10242113,0,0,0,0,11.072311,1.9628521,0,0,0.24341756,1.9922318,3.1900042,0.65933719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,7.1403749,0,0,0,0,0,1.3836328,0.11313668,0,0,0,0,12.230723,2.1682105,0,0,0.26888451,2.200664,3.5237503,0.72831867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,7.8166635,0,0,0,0,0,1.5146813,0.12385224,0,0,0,0,13.389136,2.3735689,0,0,0.29435145,2.4090962,3.8574964,0.79730015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,8.492952,0,0,0,0,0,1.6457297,0.13456779,0,0,0,0,14.547548,2.5789273,0,0,0.3198184,2.6175284,4.1912424,0.86628163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,9.1692406,0,0,0,0,0,1.7767782,0.14528334,0,0,0,0,15.705961,2.7842857,0,0,0.34528534,2.8259606,4.5249885,0.9352631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,9.8455292,0,0,0,0,0,1.9078266,0.15599889,0,0,0,0,16.864373,2.9896441,0,0,0.37075228,3.0343928,4.8587346,1.0042446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,10.521818,0,0,0,0,0,2.0388751,0.16671444,0,0,0,0,18.022785,3.1950025,0,0,0.39621923,3.2428249,5.1924807,1.0732261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,11.198106,0,0,0,0,0,2.1699236,0.17742999,0,0,0,0,19.181198,3.4003609,0,0,0.42168617,3.4512571,5.5262267,1.1422075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,11.874395,0,0,0,0,0,2.300972,0.18814554,0,0,0,0,20.33961,3.6057194,0,0,0.44715311,3.6596893,5.8599728,1.211189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,12.550684,0,0,0,0,0,2.4320205,0.19886109,0,0,0,0,21.498022,3.8110778,0,0,0.47262006,3.8681215,6.1937189,1.2801705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,13.226972,0,0,0,0,0,2.5630689,0.20957664,0,0,0,0,22.656435,4.0164362,0,0,0.498087,4.0765537,6.527465,1.349152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,13.903261,0,0,0,0,0,2.6941174,0.22029219,0,0,0,0,23.814847,4.2217946,0,0,0.52355395,4.2849859,6.8612111,1.4181334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,14.579549,0,0,0,0,0,2.8251658,0.23100774,0,0,0,0,24.97326,4.427153,0,0,0.54902089,4.4934181,7.1949571,1.4871149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,15.255838,0,0,0,0,0,2.9562143,0.24172329,0,0,0,0,26.131672,4.6325114,0,0,0.57448783,4.7018503,7.5287032,1.5560964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,15.932127,0,0,0,0,0,3.0872627,0.25243884,0,0,0,0,27.290084,4.8378698,0,0,0.59995478,4.9102825,7.8624493,1.6250779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,16.608415,0,0,0,0,0,3.2183112,0.26315439,0,0,0,0,28.448497,5.0432282,0,0,0.62542172,5.1187146,8.1961954,1.6940594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,17.284704,0,0,0,0,0,3.3493596,0.27386995,0,0,0,0,29.606909,5.2485866,0,0,0.65088866,5.3271468,8.5299414,1.7630408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,17.960992,0,0,0,0,0,3.4804081,0.2845855,0,0,0,0,30.765321,5.453945,0,0,0.67635561,5.535579,8.8636875,1.8320223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,18.637281,0,0,0,0,0,3.6114566,0.29530105,0,0,0,0,31.923734,5.6593034,0,0,0.70182255,5.7440112,9.1974336,1.9010038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,19.313569,0,0,0,0,0,3.742505,0.3060166,0,0,0,0,33.082146,5.8646619,0,0,0.7272895,5.9524434,9.5311797,1.9699853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,19.989858,0,0,0,0,0,3.8735535,0.31673215,0,0,0,0,34.240559,6.0700203,0,0,0.75275644,6.1608756,9.8649258,2.0389667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,20.666147,0,0,0,0,0,4.0046019,0.3274477,0,0,0,0,35.398971,6.2753787,0,0,0.77822338,6.3693078,10.198672,2.1079482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,21.342435,0,0,0,0,0,4.1356504,0.33816325,0,0,0,0,36.557383,6.4807371,0,0,0.80369033,6.57774,10.532418,2.1769297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,22.018724,0,0,0,0,0,4.2666988,0.3488788,0,0,0,0,37.715796,6.6860955,0,0,0.82915727,6.7861721,10.866164,2.2459112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,22.695012,0,0,0,0,0,4.3977473,0.35959435,0,0,0,0,38.874208,6.8914539,0,0,0.85462421,6.9946043,11.19991,2.3148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,23.371301,0,0,0,0,0,4.5287957,0.3703099,0,0,0,0,40.032621,7.0968123,0,0,0.88009116,7.2030365,11.533656,2.3838741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,24.04759,0,0,0,0,0,4.6598442,0.38102545,0,0,0,0,41.191033,7.3021707,0,0,0.9055581,7.4114687,11.867402,2.4528556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,24.723878,0,0,0,0,0,4.7908926,0.391741,0,0,0,0,42.349445,7.5075291,0,0,0.93102505,7.6199009,12.201148,2.5218371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,25.400167,0,0,0,0,0,4.9219411,0.40245655,0,0,0,0,43.507858,7.7128875,0,0,0.95649199,7.8283331,12.534894,2.5908186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,26.076455,0,0,0,0,0,5.0529896,0.4131721,0,0,0,0,44.66627,7.9182459,0,0,0.98195893,8.0367653,12.86864,2.6598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,26.752744,0,0,0,0,0,5.184038,0.42388765,0,0,0,0,45.824682,8.1236043,0,0,1.0074259,8.2451975,13.202387,2.7287815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,27.429033,0,0,0,0,0,5.3150865,0.43460321,0,0,0,0,46.983095,8.3289628,0,0,1.0328928,8.4536296,13.536133,2.797763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,28.105321,0,0,0,0,0,5.4461349,0.44531876,0,0,0,0,48.141507,8.5343212,0,0,1.0583598,8.6620618,13.869879,2.8667445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,28.78161,0,0,0,0,0,5.5771834,0.45603431,0,0,0,0,49.29992,8.7396796,0,0,1.0838267,8.870494,14.203625,2.9357259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,29.457898,0,0,0,0,0,5.7082318,0.46674986,0,0,0,0,50.458332,8.945038,0,0,1.1092937,9.0789262,14.537371,3.0047074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,30.134187,0,0,0,0,0,5.8392803,0.47746541,0,0,0,0,51.616744,9.1503964,0,0,1.1347606,9.2873584,14.871117,3.0736889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,30.810476,0,0,0,0,0,5.9703287,0.48818096,0,0,0,0,52.775157,9.3557548,0,0,1.1602275,9.4957906,15.204863,3.1426704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,31.486764,0,0,0,0,0,6.1013772,0.49889651,0,0,0,0,53.933569,9.5611132,0,0,1.1856945,9.7042228,15.538609,3.2116519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,32.163053,0,0,0,0,0,6.2324257,0.50961206,0,0,0,0,55.091982,9.7664716,0,0,1.2111614,9.912655,15.872355,3.2806333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,32.839341,0,0,0,0,0,6.3634741,0.52032761,0,0,0,0,56.250394,9.97183,0,0,1.2366284,10.121087,16.206101,3.3496148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,33.51563,0,0,0,0,0,6.4945226,0.53104316,0,0,0,0,57.408806,10.177188,0,0,1.2620953,10.329519,16.539847,3.4185963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
