X coord (mm),Y coord (mm)
11.3451,3.98867
7.86337,1.11657
10.8419,1.00748
12.3701,0.947202
14.1516,1.15547
3.48995,3.27348
10.804,2.66155
12.6249,2.83006
14.3074,2.74671
2.77152,4.17625
3.61677,4.41624
5.30005,4.29799
11.1312,4.53993
12.6113,4.41688
14.3397,4.58124
5.6462,6.82753
7.43103,6.36458
8.94879,6.23944
10.8749,6.38689
12.4115,6.29052
14.1469,6.1833
2.2355,8.08467
4.00535,7.89611
5.74855,8.00135
7.4167,8.11736
8.95255,7.96802
10.6774,7.82827
12.5443,7.95679
14.2458,8.11203
2.3098,10.0116
3.71651,9.82092
5.51877,9.59183
7.06389,9.73204
8.95199,9.82331
10.7993,9.61494
12.4034,9.74594
14.2148,9.58631
