Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa)
1172,285.96141,0,0,0,0,107.76079,159.6236,0,0,0,0,0
1173,285.97502,0,0,0,0,107.76592,159.63119,0,0,0,0,0
1174,285.98862,0,0,0,0,107.77105,159.63878,0,0,0,0,0
1175,286.00223,0,0,0,0,107.77617,159.64638,0,0,0,0,0
1176,286.01583,0,0,0,0,107.7813,159.65397,0,0,0,0,0
1177,286.02943,0,0,0,0,107.78643,159.66156,0,0,0,0,0
1178,286.04304,0,0,0,0,107.79155,159.66916,0,0,0,0,0
1179,286.05664,0,0,0,0,107.79668,159.67675,0,0,0,0,0
1180,286.07024,0,0,0,0,107.80181,159.68434,0,0,0,0,0
1181,286.08385,0,0,0,0,107.80693,159.69194,0,0,0,0,0
1182,286.09745,0,0,0,0,107.81206,159.69953,0,0,0,0,0
1183,286.11105,0,0,0,0,107.81718,159.70712,0,0,0,0,0
1184,286.12466,0,0,0,0,107.82231,159.71472,0,0,0,0,0
1185,286.13826,0,0,0,0,107.82744,159.72231,0,0,0,0,0
1186,286.15187,0,0,0,0,107.83256,159.72991,0,0,0,0,0
1187,286.16547,0,0,0,0,107.83769,159.7375,0,0,0,0,0
1188,286.17907,0,0,0,0,107.84282,159.74509,0,0,0,0,0
1189,286.19268,0,0,0,0,107.84794,159.75269,0,0,0,0,0
1190,286.20628,0,0,0,0,107.85307,159.76028,0,0,0,0,0
1191,286.21988,0,0,0,0,107.8582,159.76787,0,0,0,0,0
1192,286.23349,0,0,0,0,107.86332,159.77547,0,0,0,0,0
1193,286.24709,0,0,0,0,107.86845,159.78306,0,0,0,0,0
1194,286.26069,0,0,0,0,107.87357,159.79065,0,0,0,0,0
1195,286.2743,0,0,0,0,107.8787,159.79825,0,0,0,0,0
1196,286.2879,0,0,0,0,107.88383,159.80584,0,0,0,0,0
1197,286.30151,0,0,0,0,107.88895,159.81343,0,0,0,0,0
1198,286.31511,0,0,0,0,107.89408,159.82103,0,0,0,0,0
1199,286.32871,0,0,0,0,107.89921,159.82862,0,0,0,0,0
1200,286.34232,0,0,0,0,107.90433,159.83622,0,0,0,0,0
1201,286.35592,0,0,0,0,107.90946,159.84381,0,0,0,0,0
1202,286.36952,0,0,0,0,107.91459,159.8514,0,0,0,0,0
1203,286.38313,0,0,0,0,107.91971,159.859,0,0,0,0,0
1204,286.39673,0,0,0,0,107.92484,159.86659,0,0,0,0,0
1205,286.41034,0,0,0,0,107.92996,159.87418,0,0,0,0,0
1206,286.42394,0,0,0,0,107.93509,159.88178,0,0,0,0,0
1207,286.43754,0,0,0,0,107.94022,159.88937,0,0,0,0,0
1208,286.45115,0,0,0,0,107.94534,159.89696,0,0,0,0,0
1209,286.46475,0,0,0,0,107.95047,159.90456,0,0,0,0,0
1210,286.47835,0,0,0,0,107.9556,159.91215,0,0,0,0,0
1211,286.49196,0,0,0,0,107.96072,159.91974,0,0,0,0,0
1212,286.50556,0,0,0,0,107.96585,159.92734,0,0,0,0,0
1213,286.51916,0,0,0,0,107.97098,159.93493,0,0,0,0,0
1214,286.53277,0,0,0,0,107.9761,159.94253,0,0,0,0,0
1215,286.54637,0,0,0,0,107.98123,159.95012,0,0,0,0,0
1216,286.55998,0,0,0,0,107.98635,159.95771,0,0,0,0,0
1217,286.57358,0,0,0,0,107.99148,159.96531,0,0,0,0,0
1218,286.58718,0,0,0,0,107.99661,159.9729,0,0,0,0,0
1219,286.60079,0,0,0,0,108.00173,159.98049,0,0,0,0,0
1220,286.61439,0,0,0,0,108.00686,159.98809,0,0,0,0,0
1221,286.62799,0,0,0,0,108.01199,159.99568,0,0,0,0,0
1222,286.6416,0,0,0,0,108.01711,160.00327,0,0,0,0,0
1223,286.6552,0,0,0,0,108.02224,160.01087,0,0,0,0,0
1224,286.6688,0,0,0,0,108.02737,160.01846,0,0,0,0,0
1225,286.68241,0,0,0,0,108.03249,160.02605,0,0,0,0,0
1226,286.69601,0,0,0,0,108.03762,160.03365,0,0,0,0,0
1227,286.70962,0,0,0,0,108.04274,160.04124,0,0,0,0,0
1228,286.72322,0,0,0,0,108.04787,160.04884,0,0,0,0,0
1229,286.73682,0,0,0,0,108.053,160.05643,0,0,0,0,0
1230,286.75043,0,0,0,0,108.05812,160.06402,0,0,0,0,0
1231,286.76403,0,0,0,0,108.06325,160.07162,0,0,0,0,0
1232,286.77763,0,0,0,0,108.06838,160.07921,0,0,0,0,0
1233,286.79124,0,0,0,0,108.0735,160.0868,0,0,0,0,0
1234,286.80484,0,0,0,0,108.07863,160.0944,0,0,0,0,0
1235,286.79471,0,0,0,0,108.07481,160.08874,0,0,0,0,0
1236,286.78458,0,0,0,0,108.07099,160.08309,0,0,0,0,0
1237,286.77445,0,0,0,0,108.06718,160.07743,0,0,0,0,0
1238,286.76432,0,0,0,0,108.06336,160.07178,0,0,0,0,0
1239,286.75418,0,0,0,0,108.05954,160.06612,0,0,0,0,0
1240,286.74405,0,0,0,0,108.05572,160.06046,0,0,0,0,0
1241,286.73392,0,0,0,0,108.0519,160.05481,0,0,0,0,0
1242,286.72379,0,0,0,0,108.04809,160.04915,0,0,0,0,0
1243,286.71366,0,0,0,0,108.04427,160.0435,0,0,0,0,0
1244,286.70353,0,0,0,0,108.04045,160.03784,0,0,0,0,0
1245,286.6934,0,0,0,0,108.03663,160.03219,0,0,0,0,0
1246,286.68327,0,0,0,0,108.03281,160.02653,0,0,0,0,0
1247,286.67313,0,0,0,0,108.029,160.02088,0,0,0,0,0
1248,286.663,0,0,0,0,108.02518,160.01522,0,0,0,0,0
1249,286.65287,0,0,0,0,108.02136,160.00957,0,0,0,0,0
1250,286.64274,0,0,0,0,108.01754,160.00391,0,0,0,0,0
1251,286.63261,0,0,0,0,108.01373,159.99826,0,0,0,0,0
1252,286.62248,0,0,0,0,108.00991,159.9926,0,0,0,0,0
1253,286.61235,0,0,0,0,108.00609,159.98695,0,0,0,0,0
1254,286.60221,0,0,0,0,108.00227,159.98129,0,0,0,0,0
1255,286.59208,0,0,0,0,107.99845,159.97563,0,0,0,0,0
1256,286.58195,0,0,0,0,107.99464,159.96998,0,0,0,0,0
1257,286.57182,0,0,0,0,107.99082,159.96432,0,0,0,0,0
1258,286.56169,0,0,0,0,107.987,159.95867,0,0,0,0,0
1259,286.55156,0,0,0,0,107.98318,159.95301,0,0,0,0,0
1260,286.54143,0,0,0,0,107.97936,159.94736,0,0,0,0,0
1261,286.5313,0,0,0,0,107.97555,159.9417,0,0,0,0,0
1262,286.52116,0,0,0,0,107.97173,159.93605,0,0,0,0,0
1263,286.51103,0,0,0,0,107.96791,159.93039,0,0,0,0,0
1264,286.5009,0,0,0,0,107.96409,159.92474,0,0,0,0,0
1265,286.49077,0,0,0,0,107.96028,159.91908,0,0,0,0,0
1266,286.48064,0,0,0,0,107.95646,159.91343,0,0,0,0,0
1267,286.47051,0,0,0,0,107.95264,159.90777,0,0,0,0,0
1268,286.46038,0,0,0,0,107.94882,159.90212,0,0,0,0,0
1269,286.45024,0,0,0,0,107.945,159.89646,0,0,0,0,0
1270,286.44011,0,0,0,0,107.94119,159.89081,0,0,0,0,0
1271,286.42998,0,0,0,0,107.93737,159.88515,0,0,0,0,0
1272,286.41985,0,0,0,0,107.93355,159.87949,0,0,0,0,0
1273,286.40972,0,0,0,0,107.92973,159.87384,0,0,0,0,0
1274,286.39959,0,0,0,0,107.92591,159.86818,0,0,0,0,0
1275,286.38946,0,0,0,0,107.9221,159.86253,0,0,0,0,0
1276,286.37933,0,0,0,0,107.91828,159.85687,0,0,0,0,0
1277,286.36919,0,0,0,0,107.91446,159.85122,0,0,0,0,0
1278,286.35906,0,0,0,0,107.91064,159.84556,0,0,0,0,0
1279,286.34893,0,0,0,0,107.90683,159.83991,0,0,0,0,0
1280,286.3388,0,0,0,0,107.90301,159.83425,0,0,0,0,0
1281,286.32867,0,0,0,0,107.89919,159.8286,0,0,0,0,0
1282,286.31854,0,0,0,0,107.89537,159.82294,0,0,0,0,0
1283,286.30841,0,0,0,0,107.89155,159.81729,0,0,0,0,0
1284,286.29827,0,0,0,0,107.88774,159.81163,0,0,0,0,0
1285,286.28814,0,0,0,0,107.88392,159.80598,0,0,0,0,0
1286,286.27801,0,0,0,0,107.8801,159.80032,0,0,0,0,0
1287,286.26788,0,0,0,0,107.87628,159.79467,0,0,0,0,0
1288,286.25775,0,0,0,0,107.87246,159.78901,0,0,0,0,0
1289,286.24762,0,0,0,0,107.86865,159.78335,0,0,0,0,0
1290,286.23749,0,0,0,0,107.86483,159.7777,0,0,0,0,0
1291,286.22736,0,0,0,0,107.86101,159.77204,0,0,0,0,0
1292,286.21722,0,0,0,0,107.85719,159.76639,0,0,0,0,0
1293,286.20709,0,0,0,0,107.85338,159.76073,0,0,0,0,0
1294,286.19696,0,0,0,0,107.84956,159.75508,0,0,0,0,0
1295,286.18683,0,0,0,0,107.84574,159.74942,0,0,0,0,0
1296,286.1767,0,0,0,0,107.84192,159.74377,0,0,0,0,0
1297,286.16657,0,0,0,0,107.8381,159.73811,0,0,0,0,0
1298,286.15644,0,0,0,0,107.83429,159.73246,0,0,0,0,0
1299,286.14631,0,0,0,0,107.83047,159.7268,0,0,0,0,0
1300,286.13617,0,0,0,0,107.82665,159.72115,0,0,0,0,0
1301,286.12604,0,0,0,0,107.82283,159.71549,0,0,0,0,0
1302,286.11591,0,0,0,0,107.81901,159.70984,0,0,0,0,0
1303,286.10578,0,0,0,0,107.8152,159.70418,0,0,0,0,0
1304,286.09565,0,0,0,0,107.81138,159.69853,0,0,0,0,0
1305,286.08552,0,0,0,0,107.80756,159.69287,0,0,0,0,0
1306,286.07539,0,0,0,0,107.80374,159.68721,0,0,0,0,0
1307,286.06525,0,0,0,0,107.79993,159.68156,0,0,0,0,0
1308,286.05512,0,0,0,0,107.79611,159.6759,0,0,0,0,0
1309,286.04499,0,0,0,0,107.79229,159.67025,0,0,0,0,0
1310,286.03486,0,0,0,0,107.78847,159.66459,0,0,0,0,0
1311,286.02473,0,0,0,0,107.78465,159.65894,0,0,0,0,0
1312,286.0146,0,0,0,0,107.78084,159.65328,0,0,0,0,0
1313,286.00447,0,0,0,0,107.77702,159.64763,0,0,0,0,0
1314,285.99434,0,0,0,0,107.7732,159.64197,0,0,0,0,0
1315,285.9842,0,0,0,0,107.76938,159.63632,0,0,0,0,0
1316,285.97407,0,0,0,0,107.76556,159.63066,0,0,0,0,0
1317,285.96394,0,0,0,0,107.76175,159.62501,0,0,0,0,0
1318,285.95381,0,0,0,0,107.75793,159.61935,0,0,0,0,0
1319,285.94368,0,0,0,0,107.75411,159.6137,0,0,0,0,0
1320,285.93355,0,0,0,0,107.75029,159.60804,0,0,0,0,0
1321,285.92342,0,0,0,0,107.74648,159.60239,0,0,0,0,0
1322,285.91328,0,0,0,0,107.74266,159.59673,0,0,0,0,0
1323,285.90315,0,0,0,0,107.73884,159.59107,0,0,0,0,0
1324,285.89302,0,0,0,0,107.73502,159.58542,0,0,0,0,0
1325,285.88289,0,0,0,0,107.7312,159.57976,0,0,0,0,0
1326,285.87276,0,0,0,0,107.72739,159.57411,0,0,0,0,0
1327,285.86263,0,0,0,0,107.72357,159.56845,0,0,0,0,0
1328,285.8525,0,0,0,0,107.71975,159.5628,0,0,0,0,0
1329,285.84237,0,0,0,0,107.71593,159.55714,0,0,0,0,0
1330,285.83223,0,0,0,0,107.71211,159.55149,0,0,0,0,0
1331,285.8221,0,0,0,0,107.7083,159.54583,0,0,0,0,0
1332,285.81197,0,0,0,0,107.70448,159.54018,0,0,0,0,0
1333,285.80184,0,0,0,0,107.70066,159.53452,0,0,0,0,0
1334,285.79171,0,0,0,0,107.69684,159.52887,0,0,0,0,0
1335,285.78158,0,0,0,0,107.69303,159.52321,0,0,0,0,0
1336,285.77145,0,0,0,0,107.68921,159.51756,0,0,0,0,0
1337,285.76131,0,0,0,0,107.68539,159.5119,0,0,0,0,0
1338,285.75118,0,0,0,0,107.68157,159.50624,0,0,0,0,0
1339,285.74105,0,0,0,0,107.67775,159.50059,0,0,0,0,0
1340,285.73092,0,0,0,0,107.67394,159.49493,0,0,0,0,0
1341,285.72079,0,0,0,0,107.67012,159.48928,0,0,0,0,0
1342,285.71066,0,0,0,0,107.6663,159.48362,0,0,0,0,0
1343,285.70053,0,0,0,0,107.66248,159.47797,0,0,0,0,0
1344,285.6904,0,0,0,0,107.65866,159.47231,0,0,0,0,0
1345,285.68372,0,0,0,0,107.65615,159.46859,0,0,0,0,0
1346,285.67705,0,0,0,0,107.65364,159.46486,0,0,0,0,0
1347,285.67038,0,0,0,0,107.65112,159.46114,0,0,0,0,0
1348,285.6637,0,0,0,0,107.64861,159.45741,0,0,0,0,0
1349,285.65703,0,0,0,0,107.64609,159.45369,0,0,0,0,0
1350,285.65036,0,0,0,0,107.64358,159.44996,0,0,0,0,0
1351,285.64368,0,0,0,0,107.64106,159.44624,0,0,0,0,0
1352,285.63701,0,0,0,0,107.63855,159.44251,0,0,0,0,0
1353,285.63034,0,0,0,0,107.63603,159.43879,0,0,0,0,0
1354,285.62366,0,0,0,0,107.63352,159.43506,0,0,0,0,0
1355,285.61699,0,0,0,0,107.631,159.43134,0,0,0,0,0
1356,285.61032,0,0,0,0,107.62849,159.42761,0,0,0,0,0
1357,285.60364,0,0,0,0,107.62597,159.42389,0,0,0,0,0
1358,285.59697,0,0,0,0,107.62346,159.42016,0,0,0,0,0
1359,285.5903,0,0,0,0,107.62094,159.41644,0,0,0,0,0
1360,285.58362,0,0,0,0,107.61843,159.41271,0,0,0,0,0
1361,285.57695,0,0,0,0,107.61591,159.40899,0,0,0,0,0
1362,285.57028,0,0,0,0,107.6134,159.40526,0,0,0,0,0
1363,285.56361,0,0,0,0,107.61089,159.40154,0,0,0,0,0
1364,285.55693,0,0,0,0,107.60837,159.39781,0,0,0,0,0
1365,285.55026,0,0,0,0,107.60586,159.39409,0,0,0,0,0
1366,285.54359,0,0,0,0,107.60334,159.39036,0,0,0,0,0
1367,285.53691,0,0,0,0,107.60083,159.38664,0,0,0,0,0
1368,285.53024,0,0,0,0,107.59831,159.38291,0,0,0,0,0
1369,285.52357,0,0,0,0,107.5958,159.37919,0,0,0,0,0
1370,285.51689,0,0,0,0,107.59328,159.37546,0,0,0,0,0
1371,285.51022,0,0,0,0,107.59077,159.37174,0,0,0,0,0
1372,285.50355,0,0,0,0,107.58825,159.36801,0,0,0,0,0
1373,285.49687,0,0,0,0,107.58574,159.36429,0,0,0,0,0
1374,285.4902,0,0,0,0,107.58322,159.36056,0,0,0,0,0
1375,285.48353,0,0,0,0,107.58071,159.35684,0,0,0,0,0
1376,285.47685,0,0,0,0,107.57819,159.35311,0,0,0,0,0
1377,285.47018,0,0,0,0,107.57568,159.34939,0,0,0,0,0
1378,285.46351,0,0,0,0,107.57317,159.34566,0,0,0,0,0
1379,285.45684,0,0,0,0,107.57065,159.34194,0,0,0,0,0
1380,285.45016,0,0,0,0,107.56814,159.33821,0,0,0,0,0
1381,285.44349,0,0,0,0,107.56562,159.33449,0,0,0,0,0
1382,285.43682,0,0,0,0,107.56311,159.33077,0,0,0,0,0
1383,285.43014,0,0,0,0,107.56059,159.32704,0,0,0,0,0
1384,285.42347,0,0,0,0,107.55808,159.32332,0,0,0,0,0
1385,285.4168,0,0,0,0,107.55556,159.31959,0,0,0,0,0
1386,285.41012,0,0,0,0,107.55305,159.31587,0,0,0,0,0
1387,285.40345,0,0,0,0,107.55053,159.31214,0,0,0,0,0
1388,285.39678,0,0,0,0,107.54802,159.30842,0,0,0,0,0
1389,285.3901,0,0,0,0,107.5455,159.30469,0,0,0,0,0
1390,285.38343,0,0,0,0,107.54299,159.30097,0,0,0,0,0
1391,285.37676,0,0,0,0,107.54047,159.29724,0,0,0,0,0
1392,285.37008,0,0,0,0,107.53796,159.29352,0,0,0,0,0
1393,285.36341,0,0,0,0,107.53544,159.28979,0,0,0,0,0
1394,285.35674,0,0,0,0,107.53293,159.28607,0,0,0,0,0
1395,285.35007,0,0,0,0,107.53042,159.28234,0,0,0,0,0
1396,285.34339,0,0,0,0,107.5279,159.27862,0,0,0,0,0
1397,285.33672,0,0,0,0,107.52539,159.27489,0,0,0,0,0
1398,285.33005,0,0,0,0,107.52287,159.27117,0,0,0,0,0
1399,285.32337,0,0,0,0,107.52036,159.26744,0,0,0,0,0
1400,285.3167,0,0,0,0,107.51784,159.26372,0,0,0,0,0
1401,285.31003,0,0,0,0,107.51533,159.25999,0,0,0,0,0
1402,285.30335,0,0,0,0,107.51281,159.25627,0,0,0,0,0
1403,285.29668,0,0,0,0,107.5103,159.25254,0,0,0,0,0
1404,285.29001,0,0,0,0,107.50778,159.24882,0,0,0,0,0
1405,285.28333,0,0,0,0,107.50527,159.24509,0,0,0,0,0
1406,285.27666,0,0,0,0,107.50275,159.24137,0,0,0,0,0
1407,285.26999,0,0,0,0,107.50024,159.23764,0,0,0,0,0
1408,285.26331,0,0,0,0,107.49772,159.23392,0,0,0,0,0
1409,285.25664,0,0,0,0,107.49521,159.23019,0,0,0,0,0
1410,285.24997,0,0,0,0,107.4927,159.22647,0,0,0,0,0
1411,285.24329,0,0,0,0,107.49018,159.22274,0,0,0,0,0
1412,285.23662,0,0,0,0,107.48767,159.21902,0,0,0,0,0
1413,285.22995,0,0,0,0,107.48515,159.21529,0,0,0,0,0
1414,285.22328,0,0,0,0,107.48264,159.21157,0,0,0,0,0
1415,285.2166,0,0,0,0,107.48012,159.20784,0,0,0,0,0
1416,285.20993,0,0,0,0,107.47761,159.20412,0,0,0,0,0
1417,285.20326,0,0,0,0,107.47509,159.20039,0,0,0,0,0
1418,285.19658,0,0,0,0,107.47258,159.19667,0,0,0,0,0
1419,285.18991,0,0,0,0,107.47006,159.19294,0,0,0,0,0
1420,285.18324,0,0,0,0,107.46755,159.18922,0,0,0,0,0
1421,285.17656,0,0,0,0,107.46503,159.18549,0,0,0,0,0
1422,285.16989,0,0,0,0,107.46252,159.18177,0,0,0,0,0
1423,285.16322,0,0,0,0,107.46,159.17804,0,0,0,0,0
1424,285.15654,0,0,0,0,107.45749,159.17432,0,0,0,0,0
1425,285.14987,0,0,0,0,107.45497,159.17059,0,0,0,0,0
1426,285.1432,0,0,0,0,107.45246,159.16687,0,0,0,0,0
1427,285.13652,0,0,0,0,107.44995,159.16314,0,0,0,0,0
1428,285.12985,0,0,0,0,107.44743,159.15942,0,0,0,0,0
1429,285.12318,0,0,0,0,107.44492,159.15569,0,0,0,0,0
1430,285.11651,0,0,0,0,107.4424,159.15197,0,0,0,0,0
1431,285.10983,0,0,0,0,107.43989,159.14824,0,0,0,0,0
1432,285.10316,0,0,0,0,107.43737,159.14452,0,0,0,0,0
1433,285.09649,0,0,0,0,107.43486,159.14079,0,0,0,0,0
1434,285.08981,0,0,0,0,107.43234,159.13707,0,0,0,0,0
1435,285.08314,0,0,0,0,107.42983,159.13334,0,0,0,0,0
1436,285.07647,0,0,0,0,107.42731,159.12962,0,0,0,0,0
1437,285.06979,0,0,0,0,107.4248,159.12589,0,0,0,0,0
1438,285.06312,0,0,0,0,107.42228,159.12217,0,0,0,0,0
1439,285.05645,0,0,0,0,107.41977,159.11844,0,0,0,0,0
1440,285.04977,0,0,0,0,107.41725,159.11472,0,0,0,0,0
1441,285.0431,0,0,0,0,107.41474,159.11099,0,0,0,0,0
1442,285.03643,0,0,0,0,107.41223,159.10727,0,0,0,0,0
1443,285.02975,0,0,0,0,107.40971,159.10354,0,0,0,0,0
1444,285.02308,0,0,0,0,107.4072,159.09982,0,0,0,0,0
1445,285.01641,0,0,0,0,107.40468,159.09609,0,0,0,0,0
1446,285.00974,0,0,0,0,107.40217,159.09237,0,0,0,0,0
1447,285.00306,0,0,0,0,107.39965,159.08864,0,0,0,0,0
1448,284.99639,0,0,0,0,107.39714,159.08492,0,0,0,0,0
1449,284.98972,0,0,0,0,107.39462,159.08119,0,0,0,0,0
1450,284.98304,0,0,0,0,107.39211,159.07747,0,0,0,0,0
1451,284.97637,0,0,0,0,107.38959,159.07374,0,0,0,0,0
1452,284.9697,0,0,0,0,107.38708,159.07002,0,0,0,0,0
1453,284.96302,0,0,0,0,107.38456,159.06629,0,0,0,0,0
1454,284.96171,0,0,0,0,107.38407,159.06556,0,0,0,0,0
1455,284.9604,0,0,0,0,107.38358,159.06483,0,0,0,0,0
1456,284.95909,0,0,0,0,107.38308,159.0641,0,0,0,0,0
1457,284.95778,0,0,0,0,107.38259,159.06337,0,0,0,0,0
1458,284.95647,0,0,0,0,107.38209,159.06263,0,0,0,0,0
1459,284.95515,0,0,0,0,107.3816,159.0619,0,0,0,0,0
1460,284.95384,0,0,0,0,107.3811,159.06117,0,0,0,0,0
1461,284.95253,0,0,0,0,107.38061,159.06044,0,0,0,0,0
1462,284.95122,0,0,0,0,107.38012,159.05971,0,0,0,0,0
1463,284.94991,0,0,0,0,107.37962,159.05897,0,0,0,0,0
1464,284.9486,0,0,0,0,107.37913,159.05824,0,0,0,0,0
1465,284.94729,0,0,0,0,107.37863,159.05751,0,0,0,0,0
1466,284.94597,0,0,0,0,107.37814,159.05678,0,0,0,0,0
1467,284.94466,0,0,0,0,107.37764,159.05605,0,0,0,0,0
1468,284.94335,0,0,0,0,107.37715,159.05531,0,0,0,0,0
1469,284.94204,0,0,0,0,107.37666,159.05458,0,0,0,0,0
1470,284.94073,0,0,0,0,107.37616,159.05385,0,0,0,0,0
1471,284.93942,0,0,0,0,107.37567,159.05312,0,0,0,0,0
1472,284.93811,0,0,0,0,107.37517,159.05238,0,0,0,0,0
1473,284.93679,0,0,0,0,107.37468,159.05165,0,0,0,0,0
1474,284.93548,0,0,0,0,107.37419,159.05092,0,0,0,0,0
1475,284.93417,0,0,0,0,107.37369,159.05019,0,0,0,0,0
1476,284.93286,0,0,0,0,107.3732,159.04946,0,0,0,0,0
1477,284.93155,0,0,0,0,107.3727,159.04872,0,0,0,0,0
1478,284.93024,0,0,0,0,107.37221,159.04799,0,0,0,0,0
1479,284.92893,0,0,0,0,107.37171,159.04726,0,0,0,0,0
1480,284.92761,0,0,0,0,107.37122,159.04653,0,0,0,0,0
1481,284.9263,0,0,0,0,107.37073,159.0458,0,0,0,0,0
1482,284.92499,0,0,0,0,107.37023,159.04506,0,0,0,0,0
1483,284.92368,0,0,0,0,107.36974,159.04433,0,0,0,0,0
1484,284.92237,0,0,0,0,107.36924,159.0436,0,0,0,0,0
1485,284.92106,0,0,0,0,107.36875,159.04287,0,0,0,0,0
1486,284.91974,0,0,0,0,107.36826,159.04214,0,0,0,0,0
1487,284.91843,0,0,0,0,107.36776,159.0414,0,0,0,0,0
1488,284.91712,0,0,0,0,107.36727,159.04067,0,0,0,0,0
1489,284.91581,0,0,0,0,107.36677,159.03994,0,0,0,0,0
1490,284.9145,0,0,0,0,107.36628,159.03921,0,0,0,0,0
1491,284.91319,0,0,0,0,107.36578,159.03848,0,0,0,0,0
1492,284.91188,0,0,0,0,107.36529,159.03774,0,0,0,0,0
1493,284.91056,0,0,0,0,107.3648,159.03701,0,0,0,0,0
1494,284.90925,0,0,0,0,107.3643,159.03628,0,0,0,0,0
1495,284.90794,0,0,0,0,107.36381,159.03555,0,0,0,0,0
1496,284.90663,0,0,0,0,107.36331,159.03482,0,0,0,0,0
1497,284.90532,0,0,0,0,107.36282,159.03408,0,0,0,0,0
1498,284.90401,0,0,0,0,107.36232,159.03335,0,0,0,0,0
1499,284.9027,0,0,0,0,107.36183,159.03262,0,0,0,0,0
1500,284.90138,0,0,0,0,107.36134,159.03189,0,0,0,0,0
1501,284.90007,0,0,0,0,107.36084,159.03116,0,0,0,0,0
1502,284.89876,0,0,0,0,107.36035,159.03042,0,0,0,0,0
1503,284.89745,0,0,0,0,107.35985,159.02969,0,0,0,0,0
1504,284.89614,0,0,0,0,107.35936,159.02896,0,0,0,0,0
1505,284.89483,0,0,0,0,107.35887,159.02823,0,0,0,0,0
1506,284.89352,0,0,0,0,107.35837,159.0275,0,0,0,0,0
1507,284.8922,0,0,0,0,107.35788,159.02676,0,0,0,0,0
1508,284.89089,0,0,0,0,107.35738,159.02603,0,0,0,0,0
1509,284.88958,0,0,0,0,107.35689,159.0253,0,0,0,0,0
1510,284.88827,0,0,0,0,107.35639,159.02457,0,0,0,0,0
1511,284.88696,0,0,0,0,107.3559,159.02383,0,0,0,0,0
1512,284.88565,0,0,0,0,107.35541,159.0231,0,0,0,0,0
1513,284.88434,0,0,0,0,107.35491,159.02237,0,0,0,0,0
1514,284.88302,0,0,0,0,107.35442,159.02164,0,0,0,0,0
1515,284.88171,0,0,0,0,107.35392,159.02091,0,0,0,0,0
1516,284.8804,0,0,0,0,107.35343,159.02017,0,0,0,0,0
1517,284.87909,0,0,0,0,107.35293,159.01944,0,0,0,0,0
1518,284.87778,0,0,0,0,107.35244,159.01871,0,0,0,0,0
1519,284.87647,0,0,0,0,107.35195,159.01798,0,0,0,0,0
1520,284.87516,0,0,0,0,107.35145,159.01725,0,0,0,0,0
1521,284.87384,0,0,0,0,107.35096,159.01651,0,0,0,0,0
1522,284.87253,0,0,0,0,107.35046,159.01578,0,0,0,0,0
1523,284.87122,0,0,0,0,107.34997,159.01505,0,0,0,0,0
1524,284.86991,0,0,0,0,107.34948,159.01432,0,0,0,0,0
1525,284.8686,0,0,0,0,107.34898,159.01359,0,0,0,0,0
1526,284.86729,0,0,0,0,107.34849,159.01285,0,0,0,0,0
1527,284.86598,0,0,0,0,107.34799,159.01212,0,0,0,0,0
1528,284.86466,0,0,0,0,107.3475,159.01139,0,0,0,0,0
1529,284.86335,0,0,0,0,107.347,159.01066,0,0,0,0,0
1530,284.86204,0,0,0,0,107.34651,159.00993,0,0,0,0,0
1531,284.86073,0,0,0,0,107.34602,159.00919,0,0,0,0,0
1532,284.85942,0,0,0,0,107.34552,159.00846,0,0,0,0,0
1533,284.85811,0,0,0,0,107.34503,159.00773,0,0,0,0,0
1534,284.8568,0,0,0,0,107.34453,159.007,0,0,0,0,0
1535,284.85548,0,0,0,0,107.34404,159.00627,0,0,0,0,0
1536,284.85417,0,0,0,0,107.34354,159.00553,0,0,0,0,0
1537,284.85286,0,0,0,0,107.34305,159.0048,0,0,0,0,0
1538,284.85155,0,0,0,0,107.34256,159.00407,0,0,0,0,0
1539,284.85024,0,0,0,0,107.34206,159.00334,0,0,0,0,0
1540,284.84893,0,0,0,0,107.34157,159.00261,0,0,0,0,0
1541,284.84762,0,0,0,0,107.34107,159.00187,0,0,0,0,0
1542,284.8463,0,0,0,0,107.34058,159.00114,0,0,0,0,0
1543,284.84499,0,0,0,0,107.34009,159.00041,0,0,0,0,0
1544,284.84368,0,0,0,0,107.33959,158.99968,0,0,0,0,0
1545,284.84237,0,0,0,0,107.3391,158.99895,0,0,0,0,0
1546,284.84106,0,0,0,0,107.3386,158.99821,0,0,0,0,0
1547,284.83975,0,0,0,0,107.33811,158.99748,0,0,0,0,0
1548,284.83844,0,0,0,0,107.33761,158.99675,0,0,0,0,0
1549,284.83712,0,0,0,0,107.33712,158.99602,0,0,0,0,0
1550,284.83581,0,0,0,0,107.33663,158.99528,0,0,0,0,0
1551,284.8345,0,0,0,0,107.33613,158.99455,0,0,0,0,0
1552,284.83319,0,0,0,0,107.33564,158.99382,0,0,0,0,0
1553,284.83188,0,0,0,0,107.33514,158.99309,0,0,0,0,0
1554,284.83057,0,0,0,0,107.33465,158.99236,0,0,0,0,0
1555,284.82925,0,0,0,0,107.33416,158.99162,0,0,0,0,0
