Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa)
900,360.08665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6992316,1.3272191,0,0,0,0,0,0,0,0,0,63.854551,97.707829,173.78936,155.69401,66.106736,0,0,0,0,0,0,21.205793,95.605486,214.86427,339.13189,274.57134,122.59934,0,0,0,0,0,0,0,8.732238,70.199652,126.91021,191.3994,158.58483,63.98043,0,0,0,0,0,0,0,0,0,15.717891,26.444622,1.2999284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,360.28181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7017785,1.3279384,0,0,0,0,0,0,0,0,0,63.889158,97.760784,173.88355,155.77839,66.142564,0,0,0,0,0,0,21.217286,95.657302,214.98072,339.31569,274.72015,122.66579,0,0,0,0,0,0,0,8.7369706,70.237699,126.97899,191.50313,158.67078,64.015105,0,0,0,0,0,0,0,0,0,15.72641,26.458954,1.3006329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,360.47697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7043254,1.3286578,0,0,0,0,0,0,0,0,0,63.923766,97.81374,173.97774,155.86277,66.178393,0,0,0,0,0,0,21.228779,95.709118,215.09717,339.49949,274.86896,122.73223,0,0,0,0,0,0,0,8.7417033,70.275745,127.04777,191.60686,158.75673,64.049781,0,0,0,0,0,0,0,0,0,15.734928,26.473286,1.3013374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,360.67213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7068722,1.3293771,0,0,0,0,0,0,0,0,0,63.958373,97.866695,174.07193,155.94715,66.214221,0,0,0,0,0,0,21.240272,95.760934,215.21362,339.6833,275.01777,122.79868,0,0,0,0,0,0,0,8.746436,70.313792,127.11656,191.7106,158.84268,64.084457,0,0,0,0,0,0,0,0,0,15.743447,26.487619,1.302042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,360.86728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7094191,1.3300964,0,0,0,0,0,0,0,0,0,63.992981,97.91965,174.16612,156.03154,66.250049,0,0,0,0,0,0,21.251765,95.81275,215.33007,339.8671,275.16658,122.86512,0,0,0,0,0,0,0,8.7511686,70.351838,127.18534,191.81433,158.92863,64.119133,0,0,0,0,0,0,0,0,0,15.751966,26.501951,1.3027465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,361.06244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.711966,1.3308157,0,0,0,0,0,0,0,0,0,64.027589,97.972605,174.26031,156.11592,66.285877,0,0,0,0,0,0,21.263258,95.864566,215.44652,340.0509,275.31539,122.93157,0,0,0,0,0,0,0,8.7559013,70.389885,127.25412,191.91807,159.01457,64.153809,0,0,0,0,0,0,0,0,0,15.760484,26.516283,1.303451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,361.2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7145128,1.331535,0,0,0,0,0,0,0,0,0,64.062196,98.025561,174.3545,156.2003,66.321706,0,0,0,0,0,0,21.274751,95.916382,215.56297,340.2347,275.4642,122.99801,0,0,0,0,0,0,0,8.7606339,70.427931,127.3229,192.0218,159.10052,64.188485,0,0,0,0,0,0,0,0,0,15.769003,26.530616,1.3041555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,361.45276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7170597,1.3322544,0,0,0,0,0,0,0,0,0,64.096804,98.078516,174.44869,156.28468,66.357534,0,0,0,0,0,0,21.286244,95.968197,215.67943,340.4185,275.61301,123.06446,0,0,0,0,0,0,0,8.7653666,70.465978,127.39168,192.12553,159.18647,64.22316,0,0,0,0,0,0,0,0,0,15.777522,26.544948,1.3048601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,361.64792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7196066,1.3329737,0,0,0,0,0,0,0,0,0,64.131411,98.131471,174.54288,156.36906,66.393362,0,0,0,0,0,0,21.297737,96.020013,215.79588,340.6023,275.76182,123.13091,0,0,0,0,0,0,0,8.7700993,70.504024,127.46047,192.22927,159.27242,64.257836,0,0,0,0,0,0,0,0,0,15.786041,26.55928,1.3055646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,361.84308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7221534,1.333693,0,0,0,0,0,0,0,0,0,64.166019,98.184426,174.63707,156.45345,66.42919,0,0,0,0,0,0,21.30923,96.071829,215.91233,340.7861,275.91064,123.19735,0,0,0,0,0,0,0,8.7748319,70.542071,127.52925,192.333,159.35837,64.292512,0,0,0,0,0,0,0,0,0,15.794559,26.573613,1.3062691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,362.03823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7247003,1.3344123,0,0,0,0,0,0,0,0,0,64.200627,98.237382,174.73126,156.53783,66.465019,0,0,0,0,0,0,21.320723,96.123645,216.02878,340.9699,276.05945,123.2638,0,0,0,0,0,0,0,8.7795646,70.580117,127.59803,192.43673,159.44432,64.327188,0,0,0,0,0,0,0,0,0,15.803078,26.587945,1.3069737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,362.23339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7272472,1.3351316,0,0,0,0,0,0,0,0,0,64.235234,98.290337,174.82545,156.62221,66.500847,0,0,0,0,0,0,21.332216,96.175461,216.14523,341.15371,276.20826,123.33024,0,0,0,0,0,0,0,8.7842973,70.618164,127.66681,192.54047,159.53027,64.361864,0,0,0,0,0,0,0,0,0,15.811597,26.602277,1.3076782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,362.42855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7297941,1.335851,0,0,0,0,0,0,0,0,0,64.269842,98.343292,174.91964,156.70659,66.536675,0,0,0,0,0,0,21.343709,96.227277,216.26168,341.33751,276.35707,123.39669,0,0,0,0,0,0,0,8.7890299,70.65621,127.7356,192.6442,159.61622,64.39654,0,0,0,0,0,0,0,0,0,15.820115,26.61661,1.3083827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,362.62371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7323409,1.3365703,0,0,0,0,0,0,0,0,0,64.30445,98.396248,175.01383,156.79098,66.572503,0,0,0,0,0,0,21.355202,96.279092,216.37813,341.52131,276.50588,123.46314,0,0,0,0,0,0,0,8.7937626,70.694257,127.80438,192.74794,159.70217,64.431215,0,0,0,0,0,0,0,0,0,15.828634,26.630942,1.3090873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,362.81887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7348878,1.3372896,0,0,0,0,0,0,0,0,0,64.339057,98.449203,175.10802,156.87536,66.608332,0,0,0,0,0,0,21.366696,96.330908,216.49458,341.70511,276.65469,123.52958,0,0,0,0,0,0,0,8.7984952,70.732303,127.87316,192.85167,159.78812,64.465891,0,0,0,0,0,0,0,0,0,15.837153,26.645274,1.3097918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,363.01402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7374347,1.3380089,0,0,0,0,0,0,0,0,0,64.373665,98.502158,175.20221,156.95974,66.64416,0,0,0,0,0,0,21.378189,96.382724,216.61103,341.88891,276.8035,123.59603,0,0,0,0,0,0,0,8.8032279,70.77035,127.94194,192.9554,159.87407,64.500567,0,0,0,0,0,0,0,0,0,15.845672,26.659607,1.3104963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,363.20918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7399815,1.3387282,0,0,0,0,0,0,0,0,0,64.408272,98.555113,175.2964,157.04412,66.679988,0,0,0,0,0,0,21.389682,96.43454,216.72749,342.07271,276.95231,123.66247,0,0,0,0,0,0,0,8.8079606,70.808396,128.01073,193.05914,159.96001,64.535243,0,0,0,0,0,0,0,0,0,15.85419,26.673939,1.3112008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,363.40434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7425284,1.3394476,0,0,0,0,0,0,0,0,0,64.44288,98.608069,175.39059,157.12851,66.715816,0,0,0,0,0,0,21.401175,96.486356,216.84394,342.25651,277.10112,123.72892,0,0,0,0,0,0,0,8.8126932,70.846443,128.07951,193.16287,160.04596,64.569919,0,0,0,0,0,0,0,0,0,15.862709,26.688271,1.3119054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,363.5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7450753,1.3401669,0,0,0,0,0,0,0,0,0,64.477488,98.661024,175.48478,157.21289,66.751645,0,0,0,0,0,0,21.412668,96.538172,216.96039,342.44031,277.24993,123.79536,0,0,0,0,0,0,0,8.8174259,70.884489,128.14829,193.26661,160.13191,64.604595,0,0,0,0,0,0,0,0,0,15.871228,26.702604,1.3126099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,363.79466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7476221,1.3408862,0,0,0,0,0,0,0,0,0,64.512095,98.713979,175.57897,157.29727,66.787473,0,0,0,0,0,0,21.424161,96.589988,217.07684,342.62412,277.39875,123.86181,0,0,0,0,0,0,0,8.8221585,70.922536,128.21707,193.37034,160.21786,64.63927,0,0,0,0,0,0,0,0,0,15.879746,26.716936,1.3133144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,363.98982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.750169,1.3416055,0,0,0,0,0,0,0,0,0,64.546703,98.766934,175.67316,157.38165,66.823301,0,0,0,0,0,0,21.435654,96.641803,217.19329,342.80792,277.54756,123.92826,0,0,0,0,0,0,0,8.8268912,70.960582,128.28585,193.47407,160.30381,64.673946,0,0,0,0,0,0,0,0,0,15.888265,26.731268,1.314019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,364.18497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7527159,1.3423248,0,0,0,0,0,0,0,0,0,64.58131,98.81989,175.76735,157.46604,66.859129,0,0,0,0,0,0,21.447147,96.693619,217.30974,342.99172,277.69637,123.9947,0,0,0,0,0,0,0,8.8316239,70.998629,128.35464,193.57781,160.38976,64.708622,0,0,0,0,0,0,0,0,0,15.896784,26.745601,1.3147235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,364.27425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.753881,1.3426539,0,0,0,0,0,0,0,0,0,64.597143,98.844116,175.81044,157.50464,66.87552,0,0,0,0,0,0,21.452404,96.717324,217.36302,343.0758,277.76445,124.0251,0,0,0,0,0,0,0,8.833789,71.016034,128.3861,193.62526,160.42908,64.724486,0,0,0,0,0,0,0,0,0,15.900681,26.752158,1.3150458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,364.36354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7550462,1.342983,0,0,0,0,0,0,0,0,0,64.612975,98.868342,175.85353,157.54324,66.891911,0,0,0,0,0,0,21.457662,96.741029,217.41629,343.15989,277.83252,124.0555,0,0,0,0,0,0,0,8.835954,71.03344,128.41757,193.67272,160.4684,64.740349,0,0,0,0,0,0,0,0,0,15.904578,26.758714,1.3153681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,364.45282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7562113,1.3433121,0,0,0,0,0,0,0,0,0,64.628807,98.892567,175.89661,157.58184,66.908301,0,0,0,0,0,0,21.46292,96.764733,217.46956,343.24397,277.9006,124.08589,0,0,0,0,0,0,0,8.8381191,71.050845,128.44904,193.72017,160.50772,64.756212,0,0,0,0,0,0,0,0,0,15.908475,26.765271,1.3156904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,364.5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7573764,1.3436411,0,0,0,0,0,0,0,0,0,64.644639,98.916793,175.9397,157.62045,66.924692,0,0,0,0,0,0,21.468178,96.788438,217.52284,343.32806,277.96868,124.11629,0,0,0,0,0,0,0,8.8402842,71.068251,128.4805,193.76763,160.54704,64.772076,0,0,0,0,0,0,0,0,0,15.912372,26.771828,1.3160127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,364.63138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7585416,1.3439702,0,0,0,0,0,0,0,0,0,64.660471,98.941019,175.98279,157.65905,66.941082,0,0,0,0,0,0,21.473436,96.812142,217.57611,343.41214,278.03676,124.14669,0,0,0,0,0,0,0,8.8424493,71.085656,128.51197,193.81509,160.58636,64.787939,0,0,0,0,0,0,0,0,0,15.916269,26.778384,1.316335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,364.72066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7597067,1.3442993,0,0,0,0,0,0,0,0,0,64.676304,98.965245,176.02588,157.69765,66.957473,0,0,0,0,0,0,21.478693,96.835847,217.62938,343.49623,278.10483,124.17709,0,0,0,0,0,0,0,8.8446144,71.103061,128.54343,193.86254,160.62568,64.803803,0,0,0,0,0,0,0,0,0,15.920167,26.784941,1.3166573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,364.80994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7608718,1.3446284,0,0,0,0,0,0,0,0,0,64.692136,98.989471,176.06897,157.73626,66.973864,0,0,0,0,0,0,21.483951,96.859551,217.68266,343.58031,278.17291,124.20748,0,0,0,0,0,0,0,8.8467795,71.120467,128.5749,193.91,160.665,64.819666,0,0,0,0,0,0,0,0,0,15.924064,26.791498,1.3169796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,364.89922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.762037,1.3449574,0,0,0,0,0,0,0,0,0,64.707968,99.013696,176.11206,157.77486,66.990254,0,0,0,0,0,0,21.489209,96.883256,217.73593,343.6644,278.24099,124.23788,0,0,0,0,0,0,0,8.8489445,71.137872,128.60637,193.95745,160.70432,64.835529,0,0,0,0,0,0,0,0,0,15.927961,26.798055,1.3173019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,364.9885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7632021,1.3452865,0,0,0,0,0,0,0,0,0,64.7238,99.037922,176.15515,157.81346,67.006645,0,0,0,0,0,0,21.494467,96.90696,217.78921,343.74848,278.30907,124.26828,0,0,0,0,0,0,0,8.8511096,71.155278,128.63783,194.00491,160.74364,64.851393,0,0,0,0,0,0,0,0,0,15.931858,26.804611,1.3176242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,365.07778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7643672,1.3456156,0,0,0,0,0,0,0,0,0,64.739632,99.062148,176.19824,157.85207,67.023035,0,0,0,0,0,0,21.499725,96.930665,217.84248,343.83257,278.37714,124.29868,0,0,0,0,0,0,0,8.8532747,71.172683,128.6693,194.05237,160.78296,64.867256,0,0,0,0,0,0,0,0,0,15.935755,26.811168,1.3179466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,365.16706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7655324,1.3459446,0,0,0,0,0,0,0,0,0,64.755465,99.086374,176.24133,157.89067,67.039426,0,0,0,0,0,0,21.504982,96.95437,217.89575,343.91665,278.44522,124.32907,0,0,0,0,0,0,0,8.8554398,71.190088,128.70077,194.09982,160.82228,64.88312,0,0,0,0,0,0,0,0,0,15.939652,26.817725,1.3182689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,365.25634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7666975,1.3462737,0,0,0,0,0,0,0,0,0,64.771297,99.1106,176.28442,157.92927,67.055817,0,0,0,0,0,0,21.51024,96.978074,217.94903,344.00074,278.5133,124.35947,0,0,0,0,0,0,0,8.8576049,71.207494,128.73223,194.14728,160.8616,64.898983,0,0,0,0,0,0,0,0,0,15.943549,26.824281,1.3185912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,365.34562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7678626,1.3466028,0,0,0,0,0,0,0,0,0,64.787129,99.134825,176.32751,157.96787,67.072207,0,0,0,0,0,0,21.515498,97.001779,218.0023,344.08482,278.58138,124.38987,0,0,0,0,0,0,0,8.85977,71.224899,128.7637,194.19473,160.90092,64.914846,0,0,0,0,0,0,0,0,0,15.947446,26.830838,1.3189135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,365.4349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7690278,1.3469319,0,0,0,0,0,0,0,0,0,64.802961,99.159051,176.3706,158.00648,67.088598,0,0,0,0,0,0,21.520756,97.025483,218.05557,344.16891,278.64945,124.42027,0,0,0,0,0,0,0,8.861935,71.242305,128.79516,194.24219,160.94024,64.93071,0,0,0,0,0,0,0,0,0,15.951344,26.837395,1.3192358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,365.52418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7701929,1.3472609,0,0,0,0,0,0,0,0,0,64.818793,99.183277,176.41369,158.04508,67.104988,0,0,0,0,0,0,21.526014,97.049188,218.10885,344.25299,278.71753,124.45066,0,0,0,0,0,0,0,8.8641001,71.25971,128.82663,194.28964,160.97956,64.946573,0,0,0,0,0,0,0,0,0,15.955241,26.843952,1.3195581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,365.61346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.771358,1.34759,0,0,0,0,0,0,0,0,0,64.834626,99.207503,176.45678,158.08368,67.121379,0,0,0,0,0,0,21.531271,97.072892,218.16212,344.33708,278.78561,124.48106,0,0,0,0,0,0,0,8.8662652,71.277115,128.8581,194.3371,161.01888,64.962437,0,0,0,0,0,0,0,0,0,15.959138,26.850508,1.3198804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,365.70274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7725232,1.3479191,0,0,0,0,0,0,0,0,0,64.850458,99.231729,176.49987,158.12229,67.13777,0,0,0,0,0,0,21.536529,97.096597,218.2154,344.42116,278.85369,124.51146,0,0,0,0,0,0,0,8.8684303,71.294521,128.88956,194.38456,161.0582,64.9783,0,0,0,0,0,0,0,0,0,15.963035,26.857065,1.3202027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,365.79202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7736883,1.3482481,0,0,0,0,0,0,0,0,0,64.86629,99.255955,176.54296,158.16089,67.15416,0,0,0,0,0,0,21.541787,97.120301,218.26867,344.50525,278.92176,124.54186,0,0,0,0,0,0,0,8.8705954,71.311926,128.92103,194.43201,161.09752,64.994163,0,0,0,0,0,0,0,0,0,15.966932,26.863622,1.320525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,365.8813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7748534,1.3485772,0,0,0,0,0,0,0,0,0,64.882122,99.28018,176.58605,158.19949,67.170551,0,0,0,0,0,0,21.547045,97.144006,218.32194,344.58933,278.98984,124.57225,0,0,0,0,0,0,0,8.8727605,71.329332,128.9525,194.47947,161.13684,65.010027,0,0,0,0,0,0,0,0,0,15.970829,26.870178,1.3208473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,365.97058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7760186,1.3489063,0,0,0,0,0,0,0,0,0,64.897954,99.304406,176.62914,158.2381,67.186941,0,0,0,0,0,0,21.552303,97.167711,218.37522,344.67342,279.05792,124.60265,0,0,0,0,0,0,0,8.8749255,71.346737,128.98396,194.52692,161.17616,65.02589,0,0,0,0,0,0,0,0,0,15.974726,26.876735,1.3211696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,366.05986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7771837,1.3492354,0,0,0,0,0,0,0,0,0,64.913786,99.328632,176.67223,158.2767,67.203332,0,0,0,0,0,0,21.55756,97.191415,218.42849,344.7575,279.126,124.63305,0,0,0,0,0,0,0,8.8770906,71.364142,129.01543,194.57438,161.21548,65.041754,0,0,0,0,0,0,0,0,0,15.978623,26.883292,1.3214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,366.14914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7783488,1.3495644,0,0,0,0,0,0,0,0,0,64.929619,99.352858,176.71532,158.3153,67.219723,0,0,0,0,0,0,21.562818,97.21512,218.48176,344.84159,279.19408,124.66345,0,0,0,0,0,0,0,8.8792557,71.381548,129.0469,194.62184,161.25479,65.057617,0,0,0,0,0,0,0,0,0,15.98252,26.889849,1.3218142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,366.23842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.779514,1.3498935,0,0,0,0,0,0,0,0,0,64.945451,99.377084,176.75841,158.3539,67.236113,0,0,0,0,0,0,21.568076,97.238824,218.53504,344.92567,279.26215,124.69384,0,0,0,0,0,0,0,8.8814208,71.398953,129.07836,194.66929,161.29411,65.07348,0,0,0,0,0,0,0,0,0,15.986418,26.896405,1.3221365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
