Time(ms),4.56,3.61,4.08,4.17,4.31,Unnamed: 8
0.0,-2.5273078,-3.6129982,-2.2518425,-4.8936716,-2.1244961,
4.971971972,-2.315534312,-3.478192079,-1.775360323,-4.461489785,-2.198474354,
9.943943944,-2.103760824,-3.343386052,-1.298878176,-4.029307882,-2.272452609,
14.91591592,-1.891987327,-3.208579937,-0.822395965,-3.597126055,-2.34643093,
19.88788789,-1.680213836,-3.073773895,-0.34591378,-3.164944164,-2.420409215,
24.85985986,-1.468440345,-2.938967795,0.130568404,-2.732762325,-2.494387486,
29.83183183,-1.256666854,-2.804161774,0.607050592,-2.300580445,-2.568365823,
34.8038038,-0.833477919,-2.669355653,1.083532784,-1.868398539,-2.642344077,
39.77577578,-0.345369558,-2.474959117,1.560014995,-1.436216683,-2.716322389,
44.74774775,0.142738795,-1.127510686,2.036497136,-1.004034832,-2.790300685,
49.71971972,0.63084715,0.266560831,2.512979318,-0.57185297,-2.864278938,
54.69169169,1.118955488,1.660632329,2.98946153,-0.139671106,-2.938257292,
59.66366366,1.607063889,3.054703834,3.465943742,0.292510761,-3.012235546,
64.63563564,2.095172222,4.448775287,3.942425903,0.724692626,-3.086213806,
69.60760761,2.583280554,5.842846821,4.418908066,1.156874488,-3.160192139,
74.57957958,3.071388886,7.325758682,4.895390277,1.589056353,-3.234170408,
79.55155155,3.559497319,10.18860985,5.371872489,2.021238219,-3.308148714,
84.52352352,4.047605651,13.07568467,5.848354612,2.453420078,-3.31519476,
89.4954955,4.535713984,15.9627603,6.324836813,2.885601942,-3.299341771,
94.46746747,5.023822316,18.84983593,7.149130691,3.317783803,-3.28348875,
99.43943944,5.511930705,21.73691062,8.514773499,3.749965664,-3.267635776,
104.4114114,6.000039081,24.62398619,9.920616379,4.182147529,-3.251782739,
109.3833834,6.488147414,27.51106181,11.32645927,4.614329386,-3.235929687,
114.3553554,6.976255746,30.63441738,12.7323026,5.046511261,-3.220076729,
119.3273273,7.464364078,35.92361429,14.13814583,5.47869317,-3.204223689,
124.2992993,7.952472481,41.31492281,15.54398857,5.910875017,-3.188370718,
129.2712713,8.440580843,46.70623132,16.94983159,6.343056896,-3.172517694,
134.2432432,8.928689176,52.09753983,18.35567492,6.775238739,-3.156664708,
139.2152152,9.416797508,57.48884834,19.76151759,7.207420621,-3.140811683,
144.1871872,10.61436872,62.88015686,21.16736067,7.639602463,-3.124958697,
149.1591592,11.94493206,68.1778647,22.57320391,8.573495387,-3.109104699,
154.1311311,13.2754954,72.7456705,23.97904663,9.874586616,-2.604015633,
159.1031031,14.60605873,77.29293459,25.38488976,11.2459036,-1.73623988,
164.0750751,15.93662299,81.84019909,26.7907329,12.61722018,-0.866585139,
169.047047,17.2671864,86.38746288,28.19657567,13.98853657,0.003069584,
174.019019,18.59774974,90.93472752,29.6639584,15.35985349,0.872724308,
178.990991,19.92831307,95.48199145,31.77119699,16.73117019,1.742379022,
183.962963,21.25887641,100.0292579,34.02260133,18.10248653,2.612033767,
188.9349349,22.58943981,104.5765209,36.27400632,19.47380333,3.481688474,
193.9069069,23.92000408,109.093118,38.52541149,20.84512019,4.351343181,
198.8788789,25.25056741,113.3906275,40.77681665,22.21643655,5.220997925,
203.8508509,26.58113075,117.6768378,43.0282216,23.5877532,6.090652633,
208.8228228,27.91169408,121.9630433,45.27962598,24.95907014,6.960307375,
213.7947948,29.24225742,126.24925,47.53103115,26.33038657,7.829962052,
218.7667668,30.57282175,130.535463,49.78243632,27.7017031,8.69961692,
223.7387387,31.90338509,134.8216682,52.03384148,29.07302008,10.03295401,
228.7107107,33.23394843,138.7584928,54.2852457,30.44433658,12.30279141,
233.6826827,34.56451176,140.6334716,56.53665082,31.81565301,14.6441121,
238.6546547,35.8950751,142.426258,58.78805598,33.18696999,16.98543238,
243.6266266,37.2256388,144.2190345,61.03946115,34.5582866,19.32675237,
248.5985986,38.55620277,146.0118142,63.29086598,35.92960294,21.66807253,
253.5705706,40.49301785,147.8045973,65.54227048,37.30091988,24.00939256,
258.5425425,42.66778028,149.5973737,67.79367565,38.67223658,26.35071333,
263.5145145,44.84254171,151.3901579,70.04508081,40.77475606,28.69203332,
268.4864865,47.01730362,153.0005416,72.44098333,43.21769177,31.03335349,
