Time (ms),Avg stress (kPa),Upper (kPa),Lower (kPa)
0,0.19906319,8.5345737,-8.1364474
1.0002,0.23403623,8.5904891,-8.1224166
2.0004001,0.26900926,8.6466279,-8.1086093
3.0006001,0.3039823,8.7029884,-8.0950238
4.0008002,0.33895533,8.759569,-8.0816584
5.0010002,0.37392837,8.816368,-8.0685113
6.0012002,0.4089014,8.8733837,-8.0555809
7.0014003,0.44387444,8.9306144,-8.0428656
8.0016003,0.47884747,8.9880584,-8.0303635
9.0018004,0.51382051,9.0457141,-8.0180731
10.002,0.54879354,9.1035797,-8.0059926
11.0022,0.58376658,9.1616536,-7.9941204
12.0024,0.61873961,9.219934,-7.9824548
13.002601,0.65371265,9.2784194,-7.9709941
14.002801,0.68868568,9.337108,-7.9597366
15.003001,0.72365872,9.3959982,-7.9486807
16.003201,0.75863175,9.4550883,-7.9378248
17.003401,0.79360479,9.5143766,-7.927167
18.003601,0.82857782,9.5738616,-7.9167059
19.003801,0.86355086,9.6335415,-7.9064398
20.004001,0.89852389,9.6934147,-7.8963669
21.004201,0.93349693,9.7534796,-7.8864857
22.004401,0.96846996,9.8137345,-7.8767946
23.004601,1.003443,9.8741778,-7.8672918
24.004801,1.038416,9.934808,-7.8579759
25.005001,1.0733891,9.9956233,-7.8488452
26.005201,1.1083621,10.056622,-7.839898
27.005401,1.1433351,10.117803,-7.8311328
28.005601,1.1783082,10.179164,-7.822548
29.005801,1.2132812,10.240704,-7.814142
30.006001,1.2482542,10.302422,-7.8059133
31.006201,1.2832273,10.364315,-7.7978602
32.006401,1.3182003,10.426382,-7.7899813
33.006601,1.3531733,10.488622,-7.7822749
34.006801,1.3881464,10.551032,-7.7747395
35.007001,1.4231194,10.613613,-7.7673737
36.007201,1.4580925,10.676361,-7.7601758
37.007401,1.4930655,10.739275,-7.7531444
38.007602,1.5280385,10.802355,-7.7462779
39.007802,1.5630116,10.865598,-7.7395748
40.008002,1.5979846,10.929003,-7.7330338
41.008202,1.6329576,10.992568,-7.7266532
42.008402,1.6679307,11.056293,-7.7204317
43.008602,1.7029037,11.120175,-7.7143677
44.008802,1.7378767,11.184213,-7.7084599
45.009002,1.7728498,11.248406,-7.7027068
46.009202,1.8078228,11.312752,-7.6971069
47.009402,1.8427958,11.377251,-7.6916588
48.009602,1.8777689,11.441899,-7.6863613
49.009802,1.9127419,11.506697,-7.6812127
50.010002,1.9477149,11.571642,-7.6762118
51.010202,1.982688,11.636733,-7.6713572
52.010402,2.017661,11.70197,-7.6666475
53.010602,2.0526341,11.767349,-7.6620814
54.010802,2.0876071,11.832872,-7.6576575
55.011002,2.1225801,11.898535,-7.6533745
56.011202,2.1575532,11.964337,-7.649231
57.011402,2.1925262,12.030278,-7.6452258
58.011602,2.2274992,12.096356,-7.6413575
59.011802,2.2624723,12.162569,-7.6376249
60.012002,2.2974453,12.228917,-7.6340267
61.012202,2.3324183,12.295398,-7.6305616
62.012402,2.3673914,12.362011,-7.6272284
63.012603,2.4023644,12.428755,-7.6240257
64.012803,2.4373374,12.495627,-7.6209524
65.013003,2.4723105,12.562628,-7.6180073
66.013203,2.5072835,12.629756,-7.615189
67.013403,2.5422565,12.69701,-7.6124965
68.013603,2.5772296,12.764388,-7.6099285
69.013803,2.6122026,12.831889,-7.6074839
70.014003,2.6471756,12.899513,-7.6051614
71.014203,2.6821487,12.967257,-7.6029599
72.014403,2.7171217,13.035122,-7.6008783
73.014603,2.7520948,13.103105,-7.5989153
74.014803,2.7870678,13.171206,-7.5970699
75.015003,2.8220408,13.239423,-7.595341
76.015203,2.8570139,13.307755,-7.5937274
77.015403,2.8919869,13.376202,-7.5922281
78.015603,2.9269599,13.444762,-7.5908419
79.015803,2.961933,13.513434,-7.5895678
80.016003,2.996906,13.582217,-7.5884046
81.016203,3.031879,13.65111,-7.5873514
82.016403,3.0668521,13.720111,-7.5864071
83.016603,3.1018251,13.789221,-7.5855707
84.016803,3.1367981,13.858437,-7.584841
85.017003,3.1717712,13.92776,-7.5842172
86.017203,3.2067442,13.997187,-7.5836981
87.017403,3.2417172,14.066717,-7.5832828
88.017604,3.2766903,14.136351,-7.5829703
89.017804,3.3116633,14.206086,-7.5827596
90.018004,3.3466364,14.275922,-7.5826498
91.018204,3.3816094,14.345859,-7.5826398
92.018404,3.4165824,14.415894,-7.5827288
93.018604,3.4515555,14.486027,-7.5829158
94.018804,3.4865285,14.556257,-7.5831998
95.019004,3.5215015,14.626583,-7.5835799
96.019204,3.5564746,14.697004,-7.5840552
97.019404,3.5914476,14.76752,-7.5846249
98.019604,3.6264206,14.838129,-7.5852879
99.019804,3.6613937,14.908831,-7.5860435
100.02,3.6963667,14.979624,-7.5868907
101.0202,3.7313397,15.050508,-7.5878287
102.0204,3.7663128,15.121482,-7.5888566
103.0206,3.8012858,15.192545,-7.5899736
104.0208,3.8362588,15.263696,-7.5911787
105.021,3.8712319,15.334935,-7.5924713
106.0212,3.9062049,15.40626,-7.5938504
107.0214,3.9411779,15.477671,-7.5953152
108.0216,3.976151,15.549167,-7.596865
109.0218,4.011124,15.620747,-7.5984988
110.022,4.0460971,15.69241,-7.600216
111.0222,4.0810701,15.764156,-7.6020158
112.0224,4.1160431,15.835984,-7.6038973
113.0226,4.1510162,15.907892,-7.6058598
114.0228,4.1859892,15.979881,-7.6079026
115.023,4.2209622,16.051949,-7.6100248
116.0232,4.2559353,16.124096,-7.6122258
117.0234,4.2909083,16.196321,-7.6145048
118.0236,4.3258813,16.268624,-7.616861
119.0238,4.3608544,16.341003,-7.6192938
120.024,4.3958274,16.413457,-7.6218025
121.0242,4.4308004,16.485987,-7.6243862
122.0244,4.4657735,16.558591,-7.6270444
123.0246,4.5007465,16.631269,-7.6297763
124.0248,4.5357195,16.70402,-7.6325813
125.02501,4.5733726,16.779884,-7.6331388
126.02521,4.7155444,16.974489,-7.5434008
127.02541,4.8577162,17.169373,-7.4539403
128.02561,4.999888,17.36453,-7.3647539
129.02581,5.1420598,17.559958,-7.275838
130.02601,5.2842316,17.755652,-7.1871892
131.02621,5.4264034,17.951611,-7.098804
132.02641,5.5685752,18.14783,-7.0106791
133.02661,5.7107471,18.344305,-6.922811
134.02681,5.8529189,18.541034,-6.8351966
135.02701,5.9950907,18.738014,-6.7478326
136.02721,6.1372625,18.935241,-6.6607157
137.02741,6.2794343,19.132711,-6.5738427
138.02761,6.4216061,19.330423,-6.4872106
139.02781,6.5637779,19.528372,-6.4008162
140.02801,6.7059498,19.726556,-6.3146565
141.02821,6.8481216,19.924972,-6.2287285
142.02841,6.9902934,20.123616,-6.1430292
143.02861,7.1324652,20.322486,-6.0575556
144.02881,7.274637,20.521579,-5.9723048
145.02901,7.4168088,20.720892,-5.8872741
146.02921,7.5589806,20.920422,-5.8024605
147.02941,7.7011524,21.120166,-5.7178613
148.02961,7.8433243,21.320122,-5.6334737
149.02981,7.9854961,21.520287,-5.5492951
150.03001,8.1276679,21.720658,-5.4653227
151.03021,8.2698397,21.921233,-5.3815539
152.03041,8.4120115,22.122009,-5.2979862
153.03061,8.5541833,22.322983,-5.2146168
154.03081,8.6963551,22.524154,-5.1314434
155.03101,8.8385269,22.725517,-5.0484634
156.03121,8.9806988,22.927072,-4.9656744
157.03141,9.1228706,23.128815,-4.8830739
158.03161,9.2650424,23.330744,-4.8006595
159.03181,9.4072142,23.532857,-4.7184289
160.03201,9.549386,23.735152,-4.6363797
161.03221,9.6915578,23.937625,-4.5545097
162.03241,9.8337296,24.140276,-4.4728166
163.03261,9.9759015,24.343101,-4.391298
164.03281,10.118073,24.546098,-4.309952
165.03301,10.260245,24.749266,-4.2287762
166.03321,10.402417,24.952602,-4.1477685
167.03341,10.544589,25.156104,-4.0669268
168.03361,10.686761,25.35977,-3.9862491
169.03381,10.828932,25.563598,-3.9057332
170.03401,10.971104,25.767586,-3.8253772
171.03421,11.113276,25.971731,-3.7451791
172.03441,11.255448,26.176032,-3.6651368
173.03461,11.39762,26.380488,-3.5852486
174.03481,11.539791,26.585095,-3.5055123
175.03501,11.681963,26.789853,-3.4259262
176.03521,11.824135,26.994759,-3.3464885
177.03541,11.966307,27.199811,-3.2671971
178.03561,12.108479,27.405008,-3.1880505
179.03581,12.25065,27.610348,-3.1090467
180.03601,12.392822,27.815829,-3.0301841
181.03621,12.534994,28.021449,-2.9514608
182.03641,12.677166,28.227207,-2.8728752
183.03661,12.819338,28.433101,-2.7944257
184.03681,12.96151,28.63913,-2.7161105
185.03701,13.103681,28.845291,-2.637928
186.03721,13.245853,29.051583,-2.5598766
187.03741,13.388025,29.258005,-2.4819547
188.03761,13.530197,29.464554,-2.4041608
189.03781,13.672369,29.67123,-2.3264932
190.03801,13.81454,29.878031,-2.2489505
191.03821,13.956712,30.084956,-2.1715313
