Time (ms),Avg stress (kPa),Upper (kPa),Lower (kPa)
489.09782,118.51892,147.48517,89.552667
490.09802,119.13395,148.13711,90.130778
491.09822,119.74897,148.78906,90.708885
492.09842,120.364,149.44101,91.286989
493.09862,120.97903,150.09296,91.86509
494.09882,121.59405,150.74492,92.443187
495.09902,122.20908,151.39688,93.021281
496.09922,122.82411,152.04884,93.599371
497.09942,123.43913,152.70081,94.177458
498.09962,124.05416,153.35278,94.755541
499.09982,124.66919,154.00476,95.333621
500.10002,125.28422,154.65673,95.911697
501.10022,125.89924,155.30872,96.489771
502.10042,126.51427,155.9607,97.067841
503.10062,127.1293,156.61269,97.645907
504.10082,127.74432,157.26468,98.22397
505.10102,128.35935,157.91667,98.80203
506.10122,128.97438,158.56867,99.380087
507.10142,129.58941,159.22067,99.95814
508.10162,130.20443,159.87267,100.53619
509.10182,130.81946,160.52468,101.11424
510.10202,131.43449,161.17669,101.69228
511.10222,132.04951,161.82871,102.27032
512.10242,132.66611,162.48103,102.85118
513.10262,133.2964,163.13605,103.45675
514.10282,133.9267,163.79108,104.06231
515.10302,134.55699,164.44613,104.66786
516.10322,135.18729,165.10118,105.27339
517.10342,135.81758,165.75624,105.87892
518.10362,136.44788,166.41131,106.48444
519.10382,137.07817,167.0664,107.08995
520.10402,137.70847,167.72149,107.69545
521.10422,138.33876,168.37659,108.30093
522.10442,138.96906,169.03171,108.90641
523.10462,139.59935,169.68683,109.51188
524.10482,140.22965,170.34196,110.11734
525.10502,140.85995,170.9971,110.72279
526.10522,141.49024,171.65226,111.32822
527.10542,142.12171,172.30723,111.93619
528.10562,142.76002,172.95135,112.56868
529.10582,143.37173,173.51707,113.22638
530.10602,143.98344,174.0828,113.88408
531.10622,144.59515,174.64852,114.54178
532.10642,145.20686,175.21425,115.19948
533.10662,145.81858,175.77997,115.85718
534.10682,146.43029,176.3457,116.51488
535.10702,147.042,176.91143,117.17257
536.10722,147.65371,177.47716,117.83026
537.10742,148.26542,178.04289,118.48796
538.10762,148.87714,178.60862,119.14565
539.10782,149.48885,179.17436,119.80334
540.10802,150.10056,179.74009,120.46103
541.10822,150.71227,180.30583,121.11872
542.10842,151.32399,180.87157,121.7764
543.10862,151.9357,181.43731,122.43409
544.10882,152.54741,182.00305,123.09177
545.10902,153.15912,182.56879,123.74945
546.10922,153.77083,183.13453,124.40713
547.10942,154.38255,183.70028,125.06481
548.10962,154.99426,184.26602,125.72249
549.10982,155.60597,184.83177,126.38017
550.11002,156.21768,185.39752,127.03785
551.11022,156.82939,185.96327,127.69552
552.11042,157.44111,186.52902,128.35319
553.11062,158.05282,187.09477,129.01086
554.11082,158.66453,187.66053,129.66854
555.11102,159.27624,188.22628,130.3262
556.11122,159.88795,188.79204,130.98387
557.11142,160.49967,189.3578,131.64154
558.11162,161.11138,189.92355,132.2992
559.11182,161.72309,190.48932,132.95687
560.11202,162.3348,191.05508,133.61453
561.11222,162.94652,191.62084,134.27219
562.11242,163.55823,192.18661,134.92985
563.11262,164.16994,192.75237,135.58751
564.11282,164.78165,193.31814,136.24516
565.11302,165.39336,193.88391,136.90282
566.11322,166.00508,194.44968,137.56047
567.11342,166.61679,195.01545,138.21812
568.11362,167.2285,195.58123,138.87577
569.11382,167.84021,196.147,139.53342
570.11402,168.45192,196.71278,140.19107
571.11422,169.06364,197.27855,140.84872
572.11442,169.67535,197.84433,141.50636
573.11462,170.28706,198.41012,142.16401
574.11482,170.89877,198.9759,142.82165
575.11502,171.51048,199.54168,143.47929
576.11522,172.1222,200.10747,144.13693
577.11542,172.73391,200.67325,144.79456
578.11562,173.34562,201.23904,145.4522
579.11582,173.95733,201.80483,146.10983
580.11602,174.56905,202.37062,146.76747
581.11622,175.18076,202.93642,147.4251
582.11642,175.79247,203.50221,148.08273
583.11662,176.40418,204.06801,148.74035
584.11682,177.01589,204.63381,149.39798
585.11702,177.62761,205.19961,150.05561
