Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa)
61.999899,4.666109,0,0,0,0,0,0,0.47759044,0,0,0,0,0.32697621,1.6661883,0,0,0,0,0,0
62.999899,4.7801689,0,0,0,0,0,0,0.48926482,0,0,0,0,0.33496892,1.7069172,0,0,0,0,0,0
63.999899,4.8942289,0,0,0,0,0,0,0.5009392,0,0,0,0,0.34296164,1.747646,0,0,0,0,0,0
64.999899,5.0082888,0,0,0,0,0,0,0.51261358,0,0,0,0,0.35095435,1.7883749,0,0,0,0,0,0
65.999899,5.1223487,0,0,0,0,0,0,0.52428796,0,0,0,0,0.35894707,1.8291038,0,0,0,0,0,0
66.999899,5.2364087,0,0,0,0,0,0,0.53596234,0,0,0,0,0.36693979,1.8698326,0,0,0,0,0,0
67.999899,5.3504686,0,0,0,0,0,0,0.54763672,0,0,0,0,0.3749325,1.9105615,0,0,0,0,0,0
68.999899,5.4645285,0,0,0,0,0,0,0.5593111,0,0,0,0,0.38292522,1.9512904,0,0,0,0,0,0
69.999899,5.5785884,0,0,0,0,0,0,0.57098548,0,0,0,0,0.39091793,1.9920192,0,0,0,0,0,0
70.999899,5.6926484,0,0,0,0,0,0,0.58265986,0,0,0,0,0.39891065,2.0327481,0,0,0,0,0,0
71.999899,5.8067083,0,0,0,0,0,0,0.59433424,0,0,0,0,0.40690336,2.073477,0,0,0,0,0,0
72.999899,5.9207682,0,0,0,0,0,0,0.60600862,0,0,0,0,0.41489608,2.1142058,0,0,0,0,0,0
