Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa)
380,97.020061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070182353,0.0085327211,0,0,0,0,0,0,0,0,0,5.4304555,11.033978,28.81079,23.986653,5.7534194,0,0,0,0,0,0,0.86484984,10.641133,41.032077,87.793877,61.745954,16.106335,0,0,0,0,0,0,0,0.19711777,6.3592823,17.061247,33.838994,24.733518,5.4483093,0,0,0,0,0,0,0,0,0,0.52501731,1.2495264,0.0082423087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,97.702719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070676174,0.0085927595,0,0,0,0,0,0,0,0,0,5.4686656,11.111616,29.01351,24.15543,5.7939019,0,0,0,0,0,0,0.87093514,10.716007,41.320789,88.411617,62.180414,16.219663,0,0,0,0,0,0,0,0.19850474,6.4040279,17.181294,34.077094,24.90755,5.486645,0,0,0,0,0,0,0,0,0,0.52871147,1.2583184,0.0083003037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,98.385377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071169995,0.0086527979,0,0,0,0,0,0,0,0,0,5.5068757,11.189254,29.21623,24.324206,5.8343845,0,0,0,0,0,0,0.87702045,10.79088,41.609501,89.029357,62.614874,16.332991,0,0,0,0,0,0,0,0.19989171,6.4487734,17.301342,34.315194,25.081581,5.5249808,0,0,0,0,0,0,0,0,0,0.53240562,1.2671104,0.0083582987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,99.068035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071663816,0.0087128363,0,0,0,0,0,0,0,0,0,5.5450858,11.266892,29.41895,24.492982,5.874867,0,0,0,0,0,0,0.88310575,10.865754,41.898214,89.647098,63.049335,16.44632,0,0,0,0,0,0,0,0.20127868,6.493519,17.421389,34.553294,25.255613,5.5633165,0,0,0,0,0,0,0,0,0,0.53609978,1.2759024,0.0084162937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,99.750693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072157638,0.0087728748,0,0,0,0,0,0,0,0,0,5.5832958,11.34453,29.62167,24.661759,5.9153496,0,0,0,0,0,0,0.88919106,10.940628,42.186926,90.264838,63.483795,16.559648,0,0,0,0,0,0,0,0.20266566,6.5382645,17.541436,34.791394,25.429644,5.6016522,0,0,0,0,0,0,0,0,0,0.53979394,1.2846943,0.0084742887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,100.43335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072651459,0.0088329132,0,0,0,0,0,0,0,0,0,5.6215059,11.422168,29.82439,24.830535,5.9558321,0,0,0,0,0,0,0.89527637,11.015502,42.475638,90.882578,63.918256,16.672976,0,0,0,0,0,0,0,0.20405263,6.5830101,17.661484,35.029494,25.603676,5.6399879,0,0,0,0,0,0,0,0,0,0.54348809,1.2934863,0.0085322837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,101.11601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07314528,0.0088929516,0,0,0,0,0,0,0,0,0,5.659716,11.499805,30.02711,24.999311,5.9963146,0,0,0,0,0,0,0.90136167,11.090375,42.76435,91.500319,64.352716,16.786305,0,0,0,0,0,0,0,0.2054396,6.6277556,17.781531,35.267593,25.777707,5.6783236,0,0,0,0,0,0,0,0,0,0.54718225,1.3022783,0.0085902787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,101.79867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073639101,0.00895299,0,0,0,0,0,0,0,0,0,5.6979261,11.577443,30.229831,25.168087,6.0367972,0,0,0,0,0,0,0.90744698,11.165249,43.053063,92.118059,64.787177,16.899633,0,0,0,0,0,0,0,0.20682657,6.6725012,17.901578,35.505693,25.951738,5.7166593,0,0,0,0,0,0,0,0,0,0.55087641,1.3110703,0.0086482737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,102.48133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074132922,0.0090130285,0,0,0,0,0,0,0,0,0,5.7361362,11.655081,30.432551,25.336864,6.0772797,0,0,0,0,0,0,0.91353228,11.240123,43.341775,92.735799,65.221637,17.012961,0,0,0,0,0,0,0,0.20821354,6.7172467,18.021626,35.743793,26.12577,5.754995,0,0,0,0,0,0,0,0,0,0.55457056,1.3198623,0.0087062687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,103.16398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074626743,0.0090730669,0,0,0,0,0,0,0,0,0,5.7743463,11.732719,30.635271,25.50564,6.1177623,0,0,0,0,0,0,0.91961759,11.314997,43.630487,93.35354,65.656097,17.12629,0,0,0,0,0,0,0,0.20960051,6.7619923,18.141673,35.981893,26.299801,5.7933307,0,0,0,0,0,0,0,0,0,0.55826472,1.3286543,0.0087642637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,103.84664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075120564,0.0091331053,0,0,0,0,0,0,0,0,0,5.8125563,11.810357,30.837991,25.674416,6.1582448,0,0,0,0,0,0,0.9257029,11.38987,43.919199,93.97128,66.090558,17.239618,0,0,0,0,0,0,0,0.21098748,6.8067378,18.26172,36.219993,26.473833,5.8316664,0,0,0,0,0,0,0,0,0,0.56195888,1.3374463,0.0088222587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,104.5293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075614385,0.0091931437,0,0,0,0,0,0,0,0,0,5.8507664,11.887995,31.040711,25.843192,6.1987273,0,0,0,0,0,0,0.9317882,11.464744,44.207912,94.58902,66.525018,17.352946,0,0,0,0,0,0,0,0.21237446,6.8514834,18.381768,36.458093,26.647864,5.8700021,0,0,0,0,0,0,0,0,0,0.56565303,1.3462383,0.0088802537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,105.21196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076108206,0.0092531821,0,0,0,0,0,0,0,0,0,5.8889765,11.965633,31.243431,26.011969,6.2392099,0,0,0,0,0,0,0.93787351,11.539618,44.496624,95.206761,66.959479,17.466275,0,0,0,0,0,0,0,0.21376143,6.8962289,18.501815,36.696193,26.821895,5.9083378,0,0,0,0,0,0,0,0,0,0.56934719,1.3550303,0.0089382487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,105.89462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076602027,0.0093132206,0,0,0,0,0,0,0,0,0,5.9271866,12.043271,31.446151,26.180745,6.2796924,0,0,0,0,0,0,0.94395882,11.614492,44.785336,95.824501,67.393939,17.579603,0,0,0,0,0,0,0,0.2151484,6.9409745,18.621862,36.934293,26.995927,5.9466735,0,0,0,0,0,0,0,0,0,0.57304135,1.3638223,0.0089962437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,106.57727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077095849,0.009373259,0,0,0,0,0,0,0,0,0,5.9653967,12.120909,31.648872,26.349521,6.320175,0,0,0,0,0,0,0.95004412,11.689365,45.074048,96.442241,67.8284,17.692931,0,0,0,0,0,0,0,0.21653537,6.98572,18.74191,37.172392,27.169958,5.9850092,0,0,0,0,0,0,0,0,0,0.57673551,1.3726142,0.0090542387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,107.25993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07758967,0.0094332974,0,0,0,0,0,0,0,0,0,6.0036068,12.198547,31.851592,26.518297,6.3606575,0,0,0,0,0,0,0.95612943,11.764239,45.362761,97.059982,68.26286,17.80626,0,0,0,0,0,0,0,0.21792234,7.0304655,18.861957,37.410492,27.34399,6.023345,0,0,0,0,0,0,0,0,0,0.58042966,1.3814062,0.0091122338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,107.94259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078083491,0.0094933358,0,0,0,0,0,0,0,0,0,6.0418168,12.276185,32.054312,26.687074,6.40114,0,0,0,0,0,0,0.96221473,11.839113,45.651473,97.677722,68.69732,17.919588,0,0,0,0,0,0,0,0.21930931,7.0752111,18.982004,37.648592,27.518021,6.0616807,0,0,0,0,0,0,0,0,0,0.58412382,1.3901982,0.0091702288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,108.62525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078577312,0.0095533743,0,0,0,0,0,0,0,0,0,6.0800269,12.353822,32.257032,26.85585,6.4416226,0,0,0,0,0,0,0.96830004,11.913987,45.940185,98.295462,69.131781,18.032916,0,0,0,0,0,0,0,0.22069628,7.1199566,19.102052,37.886692,27.692052,6.1000164,0,0,0,0,0,0,0,0,0,0.58781798,1.3989902,0.0092282238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,109.30791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079071133,0.0096134127,0,0,0,0,0,0,0,0,0,6.118237,12.43146,32.459752,27.024626,6.4821051,0,0,0,0,0,0,0.97438535,11.98886,46.228897,98.913203,69.566241,18.146244,0,0,0,0,0,0,0,0.22208326,7.1647022,19.222099,38.124792,27.866084,6.1383521,0,0,0,0,0,0,0,0,0,0.59151213,1.4077822,0.0092862188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,109.99057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079564954,0.0096734511,0,0,0,0,0,0,0,0,0,6.1564471,12.509098,32.662472,27.193403,6.5225877,0,0,0,0,0,0,0.98047065,12.063734,46.51761,99.530943,70.000702,18.259573,0,0,0,0,0,0,0,0.22347023,7.2094477,19.342146,38.362892,28.040115,6.1766878,0,0,0,0,0,0,0,0,0,0.59520629,1.4165742,0.0093442138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,110.67322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080058775,0.0097334895,0,0,0,0,0,0,0,0,0,6.1946572,12.586736,32.865192,27.362179,6.5630702,0,0,0,0,0,0,0.98655596,12.138608,46.806322,100.14868,70.435162,18.372901,0,0,0,0,0,0,0,0.2248572,7.2541933,19.462194,38.600992,28.214147,6.2150235,0,0,0,0,0,0,0,0,0,0.59890045,1.4253662,0.0094022088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,111.35588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080552596,0.0097935279,0,0,0,0,0,0,0,0,0,6.2328673,12.664374,33.067912,27.530955,6.6035527,0,0,0,0,0,0,0.99264126,12.213482,47.095034,100.76642,70.869623,18.486229,0,0,0,0,0,0,0,0.22624417,7.2989388,19.582241,38.839092,28.388178,6.2533592,0,0,0,0,0,0,0,0,0,0.6025946,1.4341582,0.0094602038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,112.03854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081046417,0.0098535664,0,0,0,0,0,0,0,0,0,6.2710773,12.742012,33.270633,27.699731,6.6440353,0,0,0,0,0,0,0.99872657,12.288355,47.383746,101.38416,71.304083,18.599558,0,0,0,0,0,0,0,0.22763114,7.3436844,19.702288,39.077191,28.562209,6.2916949,0,0,0,0,0,0,0,0,0,0.60628876,1.4429502,0.0095181988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,112.7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081540239,0.0099136048,0,0,0,0,0,0,0,0,0,6.3092874,12.81965,33.473353,27.868508,6.6845178,0,0,0,0,0,0,1.0048119,12.363229,47.672459,102.0019,71.738543,18.712886,0,0,0,0,0,0,0,0.22901811,7.3884299,19.822336,39.315291,28.736241,6.3300306,0,0,0,0,0,0,0,0,0,0.60998292,1.4517421,0.0095761938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,113.40386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08203406,0.0099736432,0,0,0,0,0,0,0,0,0,6.3474975,12.897288,33.676073,28.037284,6.7250004,0,0,0,0,0,0,1.0108972,12.438103,47.961171,102.61964,72.173004,18.826214,0,0,0,0,0,0,0,0.23040508,7.4331755,19.942383,39.553391,28.910272,6.3683663,0,0,0,0,0,0,0,0,0,0.61367708,1.4605341,0.0096341888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,114.08651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082527881,0.010033682,0,0,0,0,0,0,0,0,0,6.3857076,12.974926,33.878793,28.20606,6.7654829,0,0,0,0,0,0,1.0169825,12.512977,48.249883,103.23738,72.607464,18.939543,0,0,0,0,0,0,0,0.23179205,7.477921,20.06243,39.791491,29.084304,6.406702,0,0,0,0,0,0,0,0,0,0.61737123,1.4693261,0.0096921838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,114.76917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083021702,0.01009372,0,0,0,0,0,0,0,0,0,6.4239177,13.052564,34.081513,28.374836,6.8059654,0,0,0,0,0,0,1.0230678,12.58785,48.538595,103.85513,73.041925,19.052871,0,0,0,0,0,0,0,0.23317903,7.5226666,20.182478,40.029591,29.258335,6.4450377,0,0,0,0,0,0,0,0,0,0.62106539,1.4781181,0.0097501788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,115.45183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083515523,0.010153758,0,0,0,0,0,0,0,0,0,6.4621278,13.130202,34.284233,28.543613,6.846448,0,0,0,0,0,0,1.0291531,12.662724,48.827308,104.47287,73.476385,19.166199,0,0,0,0,0,0,0,0.234566,7.5674121,20.302525,40.267691,29.432366,6.4833734,0,0,0,0,0,0,0,0,0,0.62475955,1.4869101,0.0098081738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,116.13449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084009344,0.010213797,0,0,0,0,0,0,0,0,0,6.5003378,13.207839,34.486953,28.712389,6.8869305,0,0,0,0,0,0,1.0352384,12.737598,49.11602,105.09061,73.910846,19.279528,0,0,0,0,0,0,0,0.23595297,7.6121577,20.422572,40.505791,29.606398,6.5217091,0,0,0,0,0,0,0,0,0,0.6284537,1.4957021,0.0098661688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,116.81715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084503165,0.010273835,0,0,0,0,0,0,0,0,0,6.5385479,13.285477,34.689674,28.881165,6.9274131,0,0,0,0,0,0,1.0413237,12.812472,49.404732,105.70835,74.345306,19.392856,0,0,0,0,0,0,0,0.23733994,7.6569032,20.54262,40.743891,29.780429,6.5600449,0,0,0,0,0,0,0,0,0,0.63214786,1.5044941,0.0099241638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,117.4998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084996986,0.010333874,0,0,0,0,0,0,0,0,0,6.576758,13.363115,34.892394,29.049942,6.9678956,0,0,0,0,0,0,1.047409,12.887345,49.693444,106.32609,74.779766,19.506184,0,0,0,0,0,0,0,0.23872691,7.7016488,20.662667,40.98199,29.954461,6.5983806,0,0,0,0,0,0,0,0,0,0.63584202,1.5132861,0.0099821588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,118.18246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085490807,0.010393912,0,0,0,0,0,0,0,0,0,6.6149681,13.440753,35.095114,29.218718,7.0083781,0,0,0,0,0,0,1.0534943,12.962219,49.982157,106.94383,75.214227,19.619513,0,0,0,0,0,0,0,0.24011388,7.7463943,20.782714,41.22009,30.128492,6.6367163,0,0,0,0,0,0,0,0,0,0.63953617,1.5220781,0.010040154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,118.86512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085984629,0.010453951,0,0,0,0,0,0,0,0,0,6.6531782,13.518391,35.297834,29.387494,7.0488607,0,0,0,0,0,0,1.0595796,13.037093,50.270869,107.56157,75.648687,19.732841,0,0,0,0,0,0,0,0.24150085,7.7911399,20.902762,41.45819,30.302523,6.675052,0,0,0,0,0,0,0,0,0,0.64323033,1.5308701,0.010098149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,119.54778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08647845,0.010513989,0,0,0,0,0,0,0,0,0,6.6913882,13.596029,35.500554,29.55627,7.0893432,0,0,0,0,0,0,1.0656649,13.111967,50.559581,108.17931,76.083148,19.846169,0,0,0,0,0,0,0,0.24288783,7.8358854,21.022809,41.69629,30.476555,6.7133877,0,0,0,0,0,0,0,0,0,0.64692449,1.539662,0.010156144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,120.23044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086972271,0.010574027,0,0,0,0,0,0,0,0,0,6.7295983,13.673667,35.703274,29.725047,7.1298258,0,0,0,0,0,0,1.0717502,13.18684,50.848293,108.79705,76.517608,19.959498,0,0,0,0,0,0,0,0.2442748,7.880631,21.142856,41.93439,30.650586,6.7517234,0,0,0,0,0,0,0,0,0,0.65061864,1.548454,0.010214139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,120.9131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087466092,0.010634066,0,0,0,0,0,0,0,0,0,6.7678084,13.751305,35.905994,29.893823,7.1703083,0,0,0,0,0,0,1.0778355,13.261714,51.137006,109.41479,76.952069,20.072826,0,0,0,0,0,0,0,0.24566177,7.9253765,21.262904,42.17249,30.824618,6.7900591,0,0,0,0,0,0,0,0,0,0.6543128,1.557246,0.010272134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,121.59575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087959913,0.010694104,0,0,0,0,0,0,0,0,0,6.8060185,13.828943,36.108714,30.062599,7.2107908,0,0,0,0,0,0,1.0839209,13.336588,51.425718,110.03253,77.386529,20.186154,0,0,0,0,0,0,0,0.24704874,7.9701221,21.382951,42.41059,30.998649,6.8283948,0,0,0,0,0,0,0,0,0,0.65800696,1.566038,0.010330129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,122.27841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088453734,0.010754143,0,0,0,0,0,0,0,0,0,6.8442286,13.906581,36.311435,30.231375,7.2512734,0,0,0,0,0,0,1.0900062,13.411462,51.71443,110.65027,77.820989,20.299483,0,0,0,0,0,0,0,0.24843571,8.0148676,21.502998,42.64869,31.17268,6.8667305,0,0,0,0,0,0,0,0,0,0.66170112,1.57483,0.010388124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,122.96107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088947555,0.010814181,0,0,0,0,0,0,0,0,0,6.8824387,13.984219,36.514155,30.400152,7.2917559,0,0,0,0,0,0,1.0960915,13.486335,52.003142,111.26801,78.25545,20.412811,0,0,0,0,0,0,0,0.24982268,8.0596131,21.623046,42.886789,31.346712,6.9050662,0,0,0,0,0,0,0,0,0,0.66539527,1.583622,0.010446119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,123.64373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089441376,0.01087422,0,0,0,0,0,0,0,0,0,6.9206487,14.061856,36.716875,30.568928,7.3322385,0,0,0,0,0,0,1.1021768,13.561209,52.291855,111.88575,78.68991,20.526139,0,0,0,0,0,0,0,0.25120965,8.1043587,21.743093,43.124889,31.520743,6.9434019,0,0,0,0,0,0,0,0,0,0.66908943,1.592414,0.010504114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,124.32639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089935197,0.010934258,0,0,0,0,0,0,0,0,0,6.9588588,14.139494,36.919595,30.737704,7.372721,0,0,0,0,0,0,1.1082621,13.636083,52.580567,112.50349,79.124371,20.639468,0,0,0,0,0,0,0,0.25259663,8.1491042,21.86314,43.362989,31.694775,6.9817376,0,0,0,0,0,0,0,0,0,0.67278359,1.601206,0.010562109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,125.00904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090429018,0.010994296,0,0,0,0,0,0,0,0,0,6.9970689,14.217132,37.122315,30.90648,7.4132035,0,0,0,0,0,0,1.1143474,13.710957,52.869279,113.12123,79.558831,20.752796,0,0,0,0,0,0,0,0.2539836,8.1938498,21.983187,43.601089,31.868806,7.0200733,0,0,0,0,0,0,0,0,0,0.67647774,1.609998,0.010620104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,125.6917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09092284,0.011054335,0,0,0,0,0,0,0,0,0,7.035279,14.29477,37.325035,31.075257,7.4536861,0,0,0,0,0,0,1.1204327,13.78583,53.157992,113.73897,79.993292,20.866124,0,0,0,0,0,0,0,0.25537057,8.2385953,22.103235,43.839189,32.042837,7.058409,0,0,0,0,0,0,0,0,0,0.6801719,1.6187899,0.010678099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,126.37436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091416661,0.011114373,0,0,0,0,0,0,0,0,0,7.0734891,14.372408,37.527755,31.244033,7.4941686,0,0,0,0,0,0,1.126518,13.860704,53.446704,114.35671,80.427752,20.979452,0,0,0,0,0,0,0,0.25675754,8.2833409,22.223282,44.077289,32.216869,7.0967448,0,0,0,0,0,0,0,0,0,0.68386606,1.6275819,0.010736094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
