X coord (mm),Y coord (mm)
7.99054,6.35411
4.02521,0.0848472
4.02521,0.0848472
4.1894,0.12652
5.49195,0.223449
5.83181,0.0722299
6.08737,0.018968
6.08737,0.018968
7.13125,0.0456702
7.37797,-0.00727166
7.95374,0.0411078
8.34738,0.0263088
9.04935,0.095458
9.35858,0.183754
9.87303,0.197628
10.656,0.297513
10.7828,0.330348
11.3698,0.367502
12.0339,0.420507
12.6611,0.468055
3.66939,0.589339
3.93474,0.181845
4.02521,0.0848472
4.41642,0.30367
5.14468,0.370261
5.49195,0.223449
6.08737,0.018968
6.66989,0.166057
7.13125,0.0456702
7.53233,0.0364168
7.95374,0.0411078
8.50919,0.0695871
9.04935,0.095458
9.50615,0.220667
10.0122,0.234232
10.656,0.297513
10.9113,0.360573
11.3698,0.367502
12.0339,0.420507
12.6611,0.468055
12.8724,0.519052
13.3752,0.523624
13.5769,0.571251
13.8924,0.758821
3.20387,1.0555
3.33751,0.969035
3.66939,0.589339
4.0574,0.450705
4.48023,0.438666
5.04938,0.462419
5.46233,0.451256
6.01506,0.472122
6.55842,0.490855
6.93727,0.471487
7.46672,0.48725
8.03326,0.522258
8.51479,0.415787
9.04795,0.442151
9.47392,0.555285
9.95449,0.452235
10.4543,0.47109
11.0589,0.514305
11.5106,0.51768
11.9457,0.512231
12.4686,0.534941
12.9806,0.545094
13.4773,0.547521
13.8924,0.758821
14.0957,0.91415
14.502,1.23004
2.37222,1.84031
2.85566,1.42502
3.20387,1.0555
3.50754,1.00923
3.96536,1.00747
4.53415,0.917641
5.01135,1.03321
5.52876,0.92956
5.96859,1.03641
6.50932,1.05331
6.9963,0.943285
7.53643,0.96508
8.0697,0.985553
8.57261,0.995185
8.9494,0.978148
9.45831,0.996771
9.95981,1.01288
10.5508,0.943479
11.0219,0.953298
11.4764,0.956324
12.0221,0.981586
12.5508,0.998666
12.9564,0.985559
13.5517,1.01578
14.0222,1.01181
14.3032,1.07567
14.689,1.38097
15.06,1.67556
2.26838,2.01196
2.37222,1.84031
2.65479,1.71363
3.02771,1.46349
3.49284,1.4613
3.96105,1.45921
4.5772,1.49538
5.02041,1.48973
5.43863,1.47428
5.97725,1.48997
6.51246,1.50271
7.05629,1.51787
7.45155,1.50069
7.97307,1.51651
8.47779,1.52731
8.97205,1.53773
9.56244,1.46257
10.0485,1.47179
10.5272,1.48139
10.9949,1.49184
11.446,1.49702
11.9925,1.52138
12.5183,1.53792
13.0173,1.44052
13.5051,1.44545
13.9757,1.44169
14.523,1.45609
14.8774,1.52821
15.2323,1.81771
15.3223,1.94526
2.09599,2.44883
2.26838,2.01196
2.5446,2.00931
3.01228,2.02142
3.48217,2.01601
3.94986,2.0135
4.54722,1.93263
5.01627,2.04246
5.56325,1.94989
5.99189,2.04499
6.49879,1.94317
7.03142,1.95384
7.5554,1.96473
8.0674,1.97558
8.56899,1.98418
9.05869,1.99075
9.54499,1.9984
10.0178,2.0043
10.4894,2.00998
10.9491,2.01633
11.5102,1.94133
12.0406,1.96093
12.5609,1.9763
12.9619,1.96442
13.5478,1.99134
14.0159,1.98773
14.4684,1.98133
14.985,1.98655
15.3223,1.94526
15.4135,2.18087
2.09599,2.44883
2.09599,2.44883
2.47788,2.53497
3.04681,2.46634
3.52364,2.46497
4.0018,2.46437
4.47616,2.46217
5.08365,2.49088
5.52112,2.47871
6.07177,2.49507
6.46625,2.47384
6.9926,2.48314
7.5073,2.48974
8.01099,2.49456
8.49594,2.49678
8.97795,2.50034
9.46288,2.50673
9.944,2.5124
10.5207,2.43755
10.9861,2.44017
11.5438,2.47229
11.966,2.46432
12.4764,2.47839
12.9787,2.48915
13.4642,2.49654
14.039,2.51972
14.4941,2.51537
15.0092,2.52164
15.5055,2.52258
15.5856,2.64386
15.6623,2.86992
1.6556,3.57822
1.89353,3.08823
2.06656,3.01544
2.56117,3.0161
3.04786,3.01263
3.53584,3.00739
4.02407,3.00391
4.50885,3.00397
4.96768,3.00256
5.55362,3.0226
5.97033,3.00594
6.51244,3.01787
7.03825,3.02326
7.53955,3.02453
8.03588,3.02648
8.51977,3.02584
8.99499,3.02682
9.47238,3.02912
10.0675,2.95676
10.5263,2.95895
10.9759,2.95725
11.5324,2.97901
11.9563,2.9745
12.4713,2.98811
12.9693,3.00166
13.4552,3.00913
14.0288,3.03212
14.4857,3.02971
15.0089,3.03919
15.5037,2.9396
15.7387,3.0966
15.8068,3.31525
1.6556,3.57822
1.6556,3.57822
2.02351,3.43955
2.52712,3.43794
3.00921,3.54053
3.50871,3.53708
3.99942,3.53283
4.48728,3.52787
4.95184,3.52893
5.54309,3.44086
5.96135,3.52677
6.50581,3.53606
7.03214,3.54011
7.53995,3.43975
8.02003,3.53891
8.50202,3.53912
8.98225,3.53628
9.46269,3.4396
10.0443,3.46501
10.503,3.46691
11.0585,3.48435
11.4915,3.47926
12.0217,3.49602
12.5346,3.51177
13.0329,3.52055
13.5255,3.53019
14.0039,3.53564
14.5528,3.45466
14.9913,3.44687
15.4899,3.4538
15.875,3.52636
15.875,3.52636
1.37898,4.17094
1.37898,4.17094
1.5887,3.99771
1.94431,3.96184
2.4538,3.9588
2.95514,3.95431
3.44601,3.94815
3.9369,3.94335
4.56383,3.97478
5.02244,3.96235
5.47307,3.94841
6.04243,3.95618
6.45622,3.93996
6.98467,3.94454
7.49138,3.94266
7.97418,3.94004
8.57099,3.96121
9.04796,3.95753
9.5183,3.95537
9.98531,3.95752
10.5574,3.98075
10.9935,3.97525
11.5383,3.99208
11.9703,3.98591
12.4865,3.99943
12.9846,4.01057
13.4818,4.02122
13.9604,4.02852
14.517,3.95073
15.0348,3.96084
15.5383,3.969
16.0046,4.05861
16.0046,4.05861
16.0614,4.28995
1.12063,4.75482
1.12063,4.75482
1.48796,4.51448
1.99452,4.50889
2.50801,4.50373
3.00266,4.49427
3.48803,4.48658
3.96263,4.47177
4.58202,4.4901
5.04193,4.48009
5.48907,4.46341
6.05821,4.47593
6.4782,4.45645
7.00679,4.45988
7.51765,4.45658
7.99668,4.4521
8.47473,4.45153
9.06022,4.46935
9.53275,4.46226
10.0055,4.46073
10.4636,4.45965
11.0233,4.48079
11.4685,4.47534
12.0043,4.489
12.525,4.50362
13.0258,4.51728
13.5157,4.527
13.9908,4.53277
14.5468,4.45488
14.9808,4.44871
15.4846,4.46
16.0375,4.47776
16.1152,4.51469
16.1586,4.71487
0.996461,5.07093
0.996461,5.07093
1.04252,4.96636
1.53582,4.95406
2.03978,4.9452
2.50228,5.03214
2.99386,5.02213
3.46775,5.00809
