Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa)
1526,211.12126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0358685,16.428808,19.69142,0,0,0,0,0,0,2.8077264,94.209335,176.69894,12.552425,0,0,0,0,0,0,0.39279212,3.4686347,0,0,0,0,0,0,0,0
1527,211.08864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0355539,16.426269,19.688377,0,0,0,0,0,0,2.8072925,94.194777,176.67163,12.550485,0,0,0,0,0,0,0.39273142,3.4680987,0,0,0,0,0,0,0,0
1528,211.05602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0352393,16.42373,19.685334,0,0,0,0,0,0,2.8068587,94.180219,176.64433,12.548545,0,0,0,0,0,0,0.39267073,3.4675627,0,0,0,0,0,0,0,0
1529,211.02339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0349247,16.421192,19.682291,0,0,0,0,0,0,2.8064248,94.165661,176.61702,12.546606,0,0,0,0,0,0,0.39261003,3.4670267,0,0,0,0,0,0,0,0
1530,210.99077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0346101,16.418653,19.679248,0,0,0,0,0,0,2.8059909,94.151103,176.58972,12.544666,0,0,0,0,0,0,0.39254933,3.4664907,0,0,0,0,0,0,0,0
1531,210.95814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0342955,16.416114,19.676205,0,0,0,0,0,0,2.8055571,94.136545,176.56242,12.542726,0,0,0,0,0,0,0.39248863,3.4659547,0,0,0,0,0,0,0,0
1532,210.92552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0339809,16.413575,19.673163,0,0,0,0,0,0,2.8051232,94.121987,176.53511,12.540787,0,0,0,0,0,0,0.39242794,3.4654187,0,0,0,0,0,0,0,0
1533,210.90442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0337774,16.411933,19.671194,0,0,0,0,0,0,2.8048426,94.112571,176.51745,12.539532,0,0,0,0,0,0,0.39238868,3.465072,0,0,0,0,0,0,0,0
1534,210.88332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033574,16.410291,19.669226,0,0,0,0,0,0,2.8045619,94.103155,176.49979,12.538277,0,0,0,0,0,0,0.39234942,3.4647253,0,0,0,0,0,0,0,0
1535,210.86222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0333705,16.408649,19.667258,0,0,0,0,0,0,2.8042813,94.093739,176.48213,12.537023,0,0,0,0,0,0,0.39231016,3.4643787,0,0,0,0,0,0,0,0
1536,210.84112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033167,16.407007,19.66529,0,0,0,0,0,0,2.8040007,94.084324,176.46447,12.535768,0,0,0,0,0,0,0.3922709,3.464032,0,0,0,0,0,0,0,0
1537,210.82002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0329635,16.405365,19.663322,0,0,0,0,0,0,2.8037201,94.074908,176.44681,12.534514,0,0,0,0,0,0,0.39223165,3.4636853,0,0,0,0,0,0,0,0
1538,210.79892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0327601,16.403723,19.661354,0,0,0,0,0,0,2.8034395,94.065492,176.42915,12.533259,0,0,0,0,0,0,0.39219239,3.4633386,0,0,0,0,0,0,0,0
1539,210.77782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0325566,16.402081,19.659386,0,0,0,0,0,0,2.8031588,94.056076,176.41149,12.532005,0,0,0,0,0,0,0.39215313,3.462992,0,0,0,0,0,0,0,0
1540,210.75671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0323531,16.400439,19.657418,0,0,0,0,0,0,2.8028782,94.04666,176.39383,12.53075,0,0,0,0,0,0,0.39211387,3.4626453,0,0,0,0,0,0,0,0
1541,210.73561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321496,16.398797,19.65545,0,0,0,0,0,0,2.8025976,94.037245,176.37617,12.529495,0,0,0,0,0,0,0.39207462,3.4622986,0,0,0,0,0,0,0,0
1542,210.71451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0319462,16.397156,19.653482,0,0,0,0,0,0,2.802317,94.027829,176.35851,12.528241,0,0,0,0,0,0,0.39203536,3.4619519,0,0,0,0,0,0,0,0
1543,210.69341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0317427,16.395514,19.651514,0,0,0,0,0,0,2.8020364,94.018413,176.34085,12.526986,0,0,0,0,0,0,0.3919961,3.4616053,0,0,0,0,0,0,0,0
1544,210.67231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0315392,16.393872,19.649546,0,0,0,0,0,0,2.8017558,94.008997,176.32319,12.525732,0,0,0,0,0,0,0.39195684,3.4612586,0,0,0,0,0,0,0,0
1545,210.65121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0313357,16.39223,19.647578,0,0,0,0,0,0,2.8014751,93.999581,176.30553,12.524477,0,0,0,0,0,0,0.39191758,3.4609119,0,0,0,0,0,0,0,0
1546,210.63011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0311323,16.390588,19.64561,0,0,0,0,0,0,2.8011945,93.990166,176.28787,12.523223,0,0,0,0,0,0,0.39187833,3.4605652,0,0,0,0,0,0,0,0
1547,210.60901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0309288,16.388946,19.643641,0,0,0,0,0,0,2.8009139,93.98075,176.27021,12.521968,0,0,0,0,0,0,0.39183907,3.4602186,0,0,0,0,0,0,0,0
1548,210.58791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0307253,16.387304,19.641673,0,0,0,0,0,0,2.8006333,93.971334,176.25255,12.520714,0,0,0,0,0,0,0.39179981,3.4598719,0,0,0,0,0,0,0,0
1549,210.56681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0305218,16.385662,19.639705,0,0,0,0,0,0,2.8003527,93.961918,176.23489,12.519459,0,0,0,0,0,0,0.39176055,3.4595252,0,0,0,0,0,0,0,0
1550,210.54571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0303184,16.38402,19.637737,0,0,0,0,0,0,2.800072,93.952502,176.21723,12.518204,0,0,0,0,0,0,0.3917213,3.4591785,0,0,0,0,0,0,0,0
1551,210.52461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0301149,16.382378,19.635769,0,0,0,0,0,0,2.7997914,93.943087,176.19956,12.51695,0,0,0,0,0,0,0.39168204,3.4588319,0,0,0,0,0,0,0,0
1552,210.50351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0299114,16.380736,19.633801,0,0,0,0,0,0,2.7995108,93.933671,176.1819,12.515695,0,0,0,0,0,0,0.39164278,3.4584852,0,0,0,0,0,0,0,0
1553,210.48241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0297079,16.379094,19.631833,0,0,0,0,0,0,2.7992302,93.924255,176.16424,12.514441,0,0,0,0,0,0,0.39160352,3.4581385,0,0,0,0,0,0,0,0
1554,210.46131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0295044,16.377452,19.629865,0,0,0,0,0,0,2.7989496,93.914839,176.14658,12.513186,0,0,0,0,0,0,0.39156426,3.4577918,0,0,0,0,0,0,0,0
1555,210.44021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.029301,16.37581,19.627897,0,0,0,0,0,0,2.7986689,93.905423,176.12892,12.511932,0,0,0,0,0,0,0.39152501,3.4574452,0,0,0,0,0,0,0,0
1556,210.4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0290975,16.374168,19.625929,0,0,0,0,0,0,2.7983883,93.896008,176.11126,12.510677,0,0,0,0,0,0,0.39148575,3.4570985,0,0,0,0,0,0,0,0
1557,210.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.028894,16.372526,19.623961,0,0,0,0,0,0,2.7981077,93.886592,176.0936,12.509423,0,0,0,0,0,0,0.39144649,3.4567518,0,0,0,0,0,0,0,0
1558,210.3769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0286905,16.370884,19.621993,0,0,0,0,0,0,2.7978271,93.877176,176.07594,12.508168,0,0,0,0,0,0,0.39140723,3.4564051,0,0,0,0,0,0,0,0
1559,210.3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0284871,16.369242,19.620025,0,0,0,0,0,0,2.7975465,93.86776,176.05828,12.506913,0,0,0,0,0,0,0.39136797,3.4560585,0,0,0,0,0,0,0,0
1560,210.3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0282836,16.3676,19.618057,0,0,0,0,0,0,2.7972658,93.858344,176.04062,12.505659,0,0,0,0,0,0,0.39132872,3.4557118,0,0,0,0,0,0,0,0
1561,210.3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0280801,16.365958,19.616088,0,0,0,0,0,0,2.7969852,93.848929,176.02296,12.504404,0,0,0,0,0,0,0.39128946,3.4553651,0,0,0,0,0,0,0,0
1562,210.2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0278766,16.364316,19.61412,0,0,0,0,0,0,2.7967046,93.839513,176.0053,12.50315,0,0,0,0,0,0,0.3912502,3.4550185,0,0,0,0,0,0,0,0
1563,210.2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0276732,16.362674,19.612152,0,0,0,0,0,0,2.796424,93.830097,175.98764,12.501895,0,0,0,0,0,0,0.39121094,3.4546718,0,0,0,0,0,0,0,0
1564,210.2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0274697,16.361032,19.610184,0,0,0,0,0,0,2.7961434,93.820681,175.96998,12.500641,0,0,0,0,0,0,0.39117169,3.4543251,0,0,0,0,0,0,0,0
1565,210.2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0272662,16.35939,19.608216,0,0,0,0,0,0,2.7958627,93.811265,175.95232,12.499386,0,0,0,0,0,0,0.39113243,3.4539784,0,0,0,0,0,0,0,0
1566,210.2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0270627,16.357748,19.606248,0,0,0,0,0,0,2.7955821,93.80185,175.93466,12.498132,0,0,0,0,0,0,0.39109317,3.4536318,0,0,0,0,0,0,0,0
1567,210.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0268593,16.356106,19.60428,0,0,0,0,0,0,2.7953015,93.792434,175.917,12.496877,0,0,0,0,0,0,0.39105391,3.4532851,0,0,0,0,0,0,0,0
1568,210.1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0266558,16.354464,19.602312,0,0,0,0,0,0,2.7950209,93.783018,175.89934,12.495622,0,0,0,0,0,0,0.39101465,3.4529384,0,0,0,0,0,0,0,0
1569,210.1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0264523,16.352822,19.600344,0,0,0,0,0,0,2.7947403,93.773602,175.88168,12.494368,0,0,0,0,0,0,0.3909754,3.4525917,0,0,0,0,0,0,0,0
1570,210.1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0262488,16.35118,19.598376,0,0,0,0,0,0,2.7944596,93.764186,175.86402,12.493113,0,0,0,0,0,0,0.39093614,3.4522451,0,0,0,0,0,0,0,0
1571,210.1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0260454,16.349538,19.596408,0,0,0,0,0,0,2.794179,93.754771,175.84636,12.491859,0,0,0,0,0,0,0.39089688,3.4518984,0,0,0,0,0,0,0,0
1572,210.0815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0258419,16.347896,19.59444,0,0,0,0,0,0,2.7938984,93.745355,175.8287,12.490604,0,0,0,0,0,0,0.39085762,3.4515517,0,0,0,0,0,0,0,0
1573,210.06039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0256384,16.346254,19.592472,0,0,0,0,0,0,2.7936178,93.735939,175.81104,12.48935,0,0,0,0,0,0,0.39081837,3.451205,0,0,0,0,0,0,0,0
1574,210.03929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0254349,16.344612,19.590504,0,0,0,0,0,0,2.7933372,93.726523,175.79338,12.488095,0,0,0,0,0,0,0.39077911,3.4508584,0,0,0,0,0,0,0,0
1575,210.01819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0252315,16.34297,19.588536,0,0,0,0,0,0,2.7930565,93.717107,175.77572,12.48684,0,0,0,0,0,0,0.39073985,3.4505117,0,0,0,0,0,0,0,0
1576,209.99709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.025028,16.341328,19.586567,0,0,0,0,0,0,2.7927759,93.707692,175.75806,12.485586,0,0,0,0,0,0,0.39070059,3.450165,0,0,0,0,0,0,0,0
1577,209.97599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0248245,16.339686,19.584599,0,0,0,0,0,0,2.7924953,93.698276,175.7404,12.484331,0,0,0,0,0,0,0.39066133,3.4498183,0,0,0,0,0,0,0,0
1578,209.95489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.024621,16.338044,19.582631,0,0,0,0,0,0,2.7922147,93.68886,175.72274,12.483077,0,0,0,0,0,0,0.39062208,3.4494717,0,0,0,0,0,0,0,0
1579,209.93379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0244176,16.336402,19.580663,0,0,0,0,0,0,2.7919341,93.679444,175.70508,12.481822,0,0,0,0,0,0,0.39058282,3.449125,0,0,0,0,0,0,0,0
1580,209.91269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0242141,16.33476,19.578695,0,0,0,0,0,0,2.7916534,93.670028,175.68742,12.480568,0,0,0,0,0,0,0.39054356,3.4487783,0,0,0,0,0,0,0,0
1581,209.89159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0240106,16.333118,19.576727,0,0,0,0,0,0,2.7913728,93.660613,175.66976,12.479313,0,0,0,0,0,0,0.3905043,3.4484316,0,0,0,0,0,0,0,0
1582,209.87049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0238071,16.331476,19.574759,0,0,0,0,0,0,2.7910922,93.651197,175.6521,12.478059,0,0,0,0,0,0,0.39046505,3.448085,0,0,0,0,0,0,0,0
1583,209.84939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0236036,16.329834,19.572791,0,0,0,0,0,0,2.7908116,93.641781,175.63444,12.476804,0,0,0,0,0,0,0.39042579,3.4477383,0,0,0,0,0,0,0,0
1584,209.82829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0234002,16.328192,19.570823,0,0,0,0,0,0,2.790531,93.632365,175.61678,12.475549,0,0,0,0,0,0,0.39038653,3.4473916,0,0,0,0,0,0,0,0
1585,209.80719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0231967,16.32655,19.568855,0,0,0,0,0,0,2.7902503,93.62295,175.59912,12.474295,0,0,0,0,0,0,0.39034727,3.4470449,0,0,0,0,0,0,0,0
1586,209.78609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0229932,16.324908,19.566887,0,0,0,0,0,0,2.7899697,93.613534,175.58146,12.47304,0,0,0,0,0,0,0.39030801,3.4466983,0,0,0,0,0,0,0,0
1587,209.76499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0227897,16.323266,19.564919,0,0,0,0,0,0,2.7896891,93.604118,175.5638,12.471786,0,0,0,0,0,0,0.39026876,3.4463516,0,0,0,0,0,0,0,0
1588,209.74389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0225863,16.321624,19.562951,0,0,0,0,0,0,2.7894085,93.594702,175.54614,12.470531,0,0,0,0,0,0,0.3902295,3.4460049,0,0,0,0,0,0,0,0
1589,209.72278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0223828,16.319982,19.560983,0,0,0,0,0,0,2.7891279,93.585286,175.52847,12.469277,0,0,0,0,0,0,0.39019024,3.4456582,0,0,0,0,0,0,0,0
1590,209.70168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0221793,16.31834,19.559015,0,0,0,0,0,0,2.7888473,93.575871,175.51081,12.468022,0,0,0,0,0,0,0.39015098,3.4453116,0,0,0,0,0,0,0,0
1591,209.68058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0219758,16.316698,19.557046,0,0,0,0,0,0,2.7885666,93.566455,175.49315,12.466768,0,0,0,0,0,0,0.39011173,3.4449649,0,0,0,0,0,0,0,0
1592,209.65948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0217724,16.315056,19.555078,0,0,0,0,0,0,2.788286,93.557039,175.47549,12.465513,0,0,0,0,0,0,0.39007247,3.4446182,0,0,0,0,0,0,0,0
1593,209.63838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0215689,16.313414,19.55311,0,0,0,0,0,0,2.7880054,93.547623,175.45783,12.464258,0,0,0,0,0,0,0.39003321,3.4442715,0,0,0,0,0,0,0,0
1594,209.61728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0213654,16.311772,19.551142,0,0,0,0,0,0,2.7877248,93.538207,175.44017,12.463004,0,0,0,0,0,0,0.38999395,3.4439249,0,0,0,0,0,0,0,0
1595,209.59618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0211619,16.31013,19.549174,0,0,0,0,0,0,2.7874442,93.528792,175.42251,12.461749,0,0,0,0,0,0,0.38995469,3.4435782,0,0,0,0,0,0,0,0
1596,209.57508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0209585,16.308488,19.547206,0,0,0,0,0,0,2.7871635,93.519376,175.40485,12.460495,0,0,0,0,0,0,0.38991544,3.4432315,0,0,0,0,0,0,0,0
1597,209.55398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.020755,16.306846,19.545238,0,0,0,0,0,0,2.7868829,93.50996,175.38719,12.45924,0,0,0,0,0,0,0.38987618,3.4428848,0,0,0,0,0,0,0,0
1598,209.53288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0205515,16.305204,19.54327,0,0,0,0,0,0,2.7866023,93.500544,175.36953,12.457986,0,0,0,0,0,0,0.38983692,3.4425382,0,0,0,0,0,0,0,0
1599,209.51178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.020348,16.303562,19.541302,0,0,0,0,0,0,2.7863217,93.491128,175.35187,12.456731,0,0,0,0,0,0,0.38979766,3.4421915,0,0,0,0,0,0,0,0
1600,209.49068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0201446,16.30192,19.539334,0,0,0,0,0,0,2.7860411,93.481713,175.33421,12.455477,0,0,0,0,0,0,0.38975841,3.4418448,0,0,0,0,0,0,0,0
1601,209.46958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0199411,16.300278,19.537366,0,0,0,0,0,0,2.7857604,93.472297,175.31655,12.454222,0,0,0,0,0,0,0.38971915,3.4414982,0,0,0,0,0,0,0,0
1602,209.44848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0197376,16.298636,19.535398,0,0,0,0,0,0,2.7854798,93.462881,175.29889,12.452967,0,0,0,0,0,0,0.38967989,3.4411515,0,0,0,0,0,0,0,0
1603,209.42738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0195341,16.296994,19.53343,0,0,0,0,0,0,2.7851992,93.453465,175.28123,12.451713,0,0,0,0,0,0,0.38964063,3.4408048,0,0,0,0,0,0,0,0
1604,209.40628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0193307,16.295352,19.531462,0,0,0,0,0,0,2.7849186,93.444049,175.26357,12.450458,0,0,0,0,0,0,0.38960137,3.4404581,0,0,0,0,0,0,0,0
1605,209.38517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0191272,16.29371,19.529493,0,0,0,0,0,0,2.784638,93.434634,175.24591,12.449204,0,0,0,0,0,0,0.38956212,3.4401115,0,0,0,0,0,0,0,0
1606,209.36407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0189237,16.292068,19.527525,0,0,0,0,0,0,2.7843573,93.425218,175.22825,12.447949,0,0,0,0,0,0,0.38952286,3.4397648,0,0,0,0,0,0,0,0
1607,209.34297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0187202,16.290426,19.525557,0,0,0,0,0,0,2.7840767,93.415802,175.21059,12.446695,0,0,0,0,0,0,0.3894836,3.4394181,0,0,0,0,0,0,0,0
1608,209.32187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0185168,16.288784,19.523589,0,0,0,0,0,0,2.7837961,93.406386,175.19293,12.44544,0,0,0,0,0,0,0.38944434,3.4390714,0,0,0,0,0,0,0,0
1609,209.30077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0183133,16.287143,19.521621,0,0,0,0,0,0,2.7835155,93.39697,175.17527,12.444186,0,0,0,0,0,0,0.38940509,3.4387248,0,0,0,0,0,0,0,0
1610,209.27967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0181098,16.285501,19.519653,0,0,0,0,0,0,2.7832349,93.387555,175.15761,12.442931,0,0,0,0,0,0,0.38936583,3.4383781,0,0,0,0,0,0,0,0
1611,209.25857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0179063,16.283859,19.517685,0,0,0,0,0,0,2.7829542,93.378139,175.13995,12.441676,0,0,0,0,0,0,0.38932657,3.4380314,0,0,0,0,0,0,0,0
1612,209.23747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0177028,16.282217,19.515717,0,0,0,0,0,0,2.7826736,93.368723,175.12229,12.440422,0,0,0,0,0,0,0.38928731,3.4376847,0,0,0,0,0,0,0,0
1613,209.21637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0174994,16.280575,19.513749,0,0,0,0,0,0,2.782393,93.359307,175.10463,12.439167,0,0,0,0,0,0,0.38924805,3.4373381,0,0,0,0,0,0,0,0
1614,209.19527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0172959,16.278933,19.511781,0,0,0,0,0,0,2.7821124,93.349891,175.08697,12.437913,0,0,0,0,0,0,0.3892088,3.4369914,0,0,0,0,0,0,0,0
1615,209.17417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0170924,16.277291,19.509813,0,0,0,0,0,0,2.7818318,93.340476,175.06931,12.436658,0,0,0,0,0,0,0.38916954,3.4366447,0,0,0,0,0,0,0,0
1616,209.15307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0168889,16.275649,19.507845,0,0,0,0,0,0,2.7815511,93.33106,175.05165,12.435404,0,0,0,0,0,0,0.38913028,3.436298,0,0,0,0,0,0,0,0
1617,209.13197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0166855,16.274007,19.505877,0,0,0,0,0,0,2.7812705,93.321644,175.03399,12.434149,0,0,0,0,0,0,0.38909102,3.4359514,0,0,0,0,0,0,0,0
1618,209.11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.016482,16.272365,19.503909,0,0,0,0,0,0,2.7809899,93.312228,175.01633,12.432894,0,0,0,0,0,0,0.38905177,3.4356047,0,0,0,0,0,0,0,0
1619,209.08977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0162785,16.270723,19.501941,0,0,0,0,0,0,2.7807093,93.302812,174.99867,12.43164,0,0,0,0,0,0,0.38901251,3.435258,0,0,0,0,0,0,0,0
1620,209.06867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.016075,16.269081,19.499972,0,0,0,0,0,0,2.7804287,93.293397,174.98101,12.430385,0,0,0,0,0,0,0.38897325,3.4349113,0,0,0,0,0,0,0,0
1621,209.04756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0158716,16.267439,19.498004,0,0,0,0,0,0,2.780148,93.283981,174.96335,12.429131,0,0,0,0,0,0,0.38893399,3.4345647,0,0,0,0,0,0,0,0
1622,209.02646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0156681,16.265797,19.496036,0,0,0,0,0,0,2.7798674,93.274565,174.94569,12.427876,0,0,0,0,0,0,0.38889473,3.434218,0,0,0,0,0,0,0,0
1623,209.00536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0154646,16.264155,19.494068,0,0,0,0,0,0,2.7795868,93.265149,174.92803,12.426622,0,0,0,0,0,0,0.38885548,3.4338713,0,0,0,0,0,0,0,0
1624,208.98426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0152611,16.262513,19.4921,0,0,0,0,0,0,2.7793062,93.255733,174.91037,12.425367,0,0,0,0,0,0,0.38881622,3.4335246,0,0,0,0,0,0,0,0
1625,208.96316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0150577,16.260871,19.490132,0,0,0,0,0,0,2.7790256,93.246318,174.89271,12.424113,0,0,0,0,0,0,0.38877696,3.433178,0,0,0,0,0,0,0,0
1626,208.94206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0148542,16.259229,19.488164,0,0,0,0,0,0,2.7787449,93.236902,174.87505,12.422858,0,0,0,0,0,0,0.3887377,3.4328313,0,0,0,0,0,0,0,0
1627,208.92096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0146507,16.257587,19.486196,0,0,0,0,0,0,2.7784643,93.227486,174.85739,12.421603,0,0,0,0,0,0,0.38869844,3.4324846,0,0,0,0,0,0,0,0
1628,208.89986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0144472,16.255945,19.484228,0,0,0,0,0,0,2.7781837,93.21807,174.83972,12.420349,0,0,0,0,0,0,0.38865919,3.4321379,0,0,0,0,0,0,0,0
1629,208.87876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0142438,16.254303,19.48226,0,0,0,0,0,0,2.7779031,93.208654,174.82206,12.419094,0,0,0,0,0,0,0.38861993,3.4317913,0,0,0,0,0,0,0,0
1630,208.85766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0140403,16.252661,19.480292,0,0,0,0,0,0,2.7776225,93.199239,174.8044,12.41784,0,0,0,0,0,0,0.38858067,3.4314446,0,0,0,0,0,0,0,0
